year,quintil_oecd,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,Very concerned,0.22016,788,2461,0.20379,0.23654
1984,1st Quintile,Somewhat concerned,0.31742,1062,2461,0.29902,0.33581
1984,1st Quintile,Not concerned at all,0.22374,611,2461,0.20727,0.24021
1984,2nd Quintile,Very concerned,0.17529,589,2364,0.15996,0.19062
1984,2nd Quintile,Somewhat concerned,0.36559,1114,2364,0.34618,0.38501
1984,2nd Quintile,Not concerned at all,0.24477,661,2364,0.22743,0.26210
1984,3rd Quintile,Very concerned,0.12971,438,2323,0.11604,0.14337
1984,3rd Quintile,Somewhat concerned,0.37036,1078,2323,0.35072,0.39000
1984,3rd Quintile,Not concerned at all,0.30604,807,2323,0.28729,0.32478
1984,4th Quintile,Very concerned,0.11520,380,2466,0.10260,0.12781
1984,4th Quintile,Somewhat concerned,0.35291,1042,2466,0.33404,0.37177
1984,4th Quintile,Not concerned at all,0.37341,1044,2466,0.35431,0.39250
1984,5th Quintile,Very concerned,0.11073,311,2370,0.09810,0.12337
1984,5th Quintile,Somewhat concerned,0.31757,898,2370,0.29883,0.33632
1984,5th Quintile,Not concerned at all,0.45281,1161,2370,0.43276,0.47285
1985,1st Quintile,Very concerned,0.24800,755,2213,0.23000,0.26600
1985,1st Quintile,Somewhat concerned,0.32390,965,2213,0.30440,0.34340
1985,1st Quintile,Not concerned at all,0.18907,493,2213,0.17275,0.20539
1985,2nd Quintile,Very concerned,0.17479,500,2128,0.15865,0.19093
1985,2nd Quintile,Somewhat concerned,0.36902,1034,2128,0.34851,0.38952
1985,2nd Quintile,Not concerned at all,0.24059,594,2128,0.22243,0.25876
1985,3rd Quintile,Very concerned,0.14389,421,2173,0.12913,0.15865
1985,3rd Quintile,Somewhat concerned,0.36903,986,2173,0.34874,0.38933
1985,3rd Quintile,Not concerned at all,0.31885,766,2173,0.29925,0.33845
1985,4th Quintile,Very concerned,0.12081,338,2196,0.10718,0.13445
1985,4th Quintile,Somewhat concerned,0.38762,1006,2196,0.36724,0.40800
1985,4th Quintile,Not concerned at all,0.35124,852,2196,0.33127,0.37121
1985,5th Quintile,Very concerned,0.08308,214,2140,0.07138,0.09477
1985,5th Quintile,Somewhat concerned,0.34546,872,2140,0.32531,0.36561
1985,5th Quintile,Not concerned at all,0.45825,1054,2140,0.43713,0.47937
1986,1st Quintile,Very concerned,0.20789,606,2038,0.19027,0.22551
1986,1st Quintile,Somewhat concerned,0.32598,905,2038,0.30562,0.34633
1986,1st Quintile,Not concerned at all,0.23563,527,2038,0.21720,0.25406
1986,2nd Quintile,Very concerned,0.13838,437,2053,0.12344,0.15332
1986,2nd Quintile,Somewhat concerned,0.32106,870,2053,0.30086,0.34127
1986,2nd Quintile,Not concerned at all,0.32054,746,2053,0.30035,0.34074
1986,3rd Quintile,Very concerned,0.11080,324,2063,0.09725,0.12435
1986,3rd Quintile,Somewhat concerned,0.34676,927,2063,0.32622,0.36730
1986,3rd Quintile,Not concerned at all,0.35162,812,2063,0.33101,0.37223
1986,4th Quintile,Very concerned,0.10338,303,2181,0.09060,0.11616
1986,4th Quintile,Somewhat concerned,0.34799,919,2181,0.32800,0.36799
1986,4th Quintile,Not concerned at all,0.40988,959,2181,0.38923,0.43053
1986,5th Quintile,Very concerned,0.07826,196,2070,0.06669,0.08984
1986,5th Quintile,Somewhat concerned,0.31761,766,2070,0.29755,0.33767
1986,5th Quintile,Not concerned at all,0.49243,1108,2070,0.47089,0.51397
1987,1st Quintile,Very concerned,0.19869,578,1983,0.18112,0.21626
1987,1st Quintile,Somewhat concerned,0.34154,896,1983,0.32066,0.36242
1987,1st Quintile,Not concerned at all,0.22670,509,1983,0.20827,0.24514
1987,2nd Quintile,Very concerned,0.13056,402,2024,0.11588,0.14524
1987,2nd Quintile,Somewhat concerned,0.36428,989,2024,0.34331,0.38526
1987,2nd Quintile,Not concerned at all,0.28257,633,2024,0.26295,0.30219
1987,3rd Quintile,Very concerned,0.10388,304,2074,0.09075,0.11702
1987,3rd Quintile,Somewhat concerned,0.37322,1015,2074,0.35240,0.39404
1987,3rd Quintile,Not concerned at all,0.33249,755,2074,0.31221,0.35277
1987,4th Quintile,Very concerned,0.10170,277,2159,0.08895,0.11446
1987,4th Quintile,Somewhat concerned,0.38693,991,2159,0.36638,0.40747
1987,4th Quintile,Not concerned at all,0.37669,891,2159,0.35625,0.39714
1987,5th Quintile,Very concerned,0.09033,221,2042,0.07790,0.10277
1987,5th Quintile,Somewhat concerned,0.35009,845,2042,0.32940,0.37079
1987,5th Quintile,Not concerned at all,0.43768,976,2042,0.41616,0.45921
1988,1st Quintile,Very concerned,0.21678,606,1939,0.19843,0.23512
1988,1st Quintile,Somewhat concerned,0.31626,827,1939,0.29556,0.33696
1988,1st Quintile,Not concerned at all,0.23395,506,1939,0.21510,0.25280
1988,2nd Quintile,Very concerned,0.13618,393,1957,0.12098,0.15138
1988,2nd Quintile,Somewhat concerned,0.34786,928,1957,0.32676,0.36897
1988,2nd Quintile,Not concerned at all,0.29220,636,1957,0.27205,0.31236
1988,3rd Quintile,Very concerned,0.11766,343,1971,0.10343,0.13189
1988,3rd Quintile,Somewhat concerned,0.37841,953,1971,0.35699,0.39983
1988,3rd Quintile,Not concerned at all,0.31429,675,1971,0.29379,0.33479
1988,4th Quintile,Very concerned,0.09222,255,2051,0.07970,0.10475
