year,migback,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Very concerned,0.14611,1506,8557,0.13862,0.15359
1984,No migration background,Somewhat concerned,0.34863,3697,8557,0.33854,0.35873
1984,No migration background,Not concerned at all,0.33606,3354,8557,0.32605,0.34607
1984,Direct migration background,Very concerned,0.23098,977,3327,0.21665,0.24530
1984,Direct migration background,Somewhat concerned,0.39153,1446,3327,0.37494,0.40812
1984,Direct migration background,Not concerned at all,0.24869,904,3327,0.23400,0.26338
1984,Indirect migration background,Somewhat concerned,0.05820,59,93,0.01036,0.10604
1984,Indirect migration background,Not concerned at all,0.02871,34,93,-0.00541,0.06284
1985,No migration background,Very concerned,0.15134,1421,7870,0.14342,0.15925
1985,No migration background,Somewhat concerned,0.36583,3503,7870,0.35519,0.37647
1985,No migration background,Not concerned at all,0.32363,2946,7870,0.31329,0.33397
1985,Direct migration background,Very concerned,0.22880,783,2851,0.21338,0.24423
1985,Direct migration background,Somewhat concerned,0.38448,1294,2851,0.36662,0.40234
1985,Direct migration background,Not concerned at all,0.27571,774,2851,0.25931,0.29212
1985,Indirect migration background,Somewhat concerned,0.07825,70,109,0.02760,0.12890
1985,Indirect migration background,Not concerned at all,0.03999,39,109,0.00303,0.07694
1986,No migration background,Very concerned,0.12710,1155,7475,0.11955,0.13465
1986,No migration background,Somewhat concerned,0.33491,3079,7475,0.32421,0.34561
1986,No migration background,Not concerned at all,0.37555,3241,7475,0.36457,0.38653
1986,Direct migration background,Very concerned,0.17158,684,2786,0.15758,0.18558
1986,Direct migration background,Somewhat concerned,0.39733,1242,2786,0.37915,0.41550
1986,Direct migration background,Not concerned at all,0.33276,860,2786,0.31526,0.35026
1986,Indirect migration background,Somewhat concerned,0.05513,69,120,0.01412,0.09614
1986,Indirect migration background,Not concerned at all,0.05916,51,120,0.01677,0.10155
1987,No migration background,Very concerned,0.12195,1092,7345,0.11447,0.12944
1987,No migration background,Somewhat concerned,0.36778,3342,7345,0.35675,0.37880
1987,No migration background,Not concerned at all,0.34644,2911,7345,0.33556,0.35732
1987,Direct migration background,Very concerned,0.19149,662,2770,0.17684,0.20615
1987,Direct migration background,Somewhat concerned,0.42996,1316,2770,0.41152,0.44840
1987,Direct migration background,Not concerned at all,0.29185,792,2770,0.27491,0.30878
1987,Indirect migration background,Somewhat concerned,0.06446,79,142,0.02393,0.10500
1987,Indirect migration background,Not concerned at all,0.05554,63,142,0.01774,0.09334
1988,No migration background,Very concerned,0.12226,1028,6982,0.11457,0.12994
1988,No migration background,Somewhat concerned,0.37044,3191,6982,0.35911,0.38177
1988,No migration background,Not concerned at all,0.34549,2763,6982,0.33433,0.35664
1988,Direct migration background,Very concerned,0.20686,695,2635,0.19139,0.22233
1988,Direct migration background,Somewhat concerned,0.42815,1267,2635,0.40925,0.44705
1988,Direct migration background,Not concerned at all,0.29106,673,2635,0.27371,0.30841
1988,Indirect migration background,Very concerned,0.02916,45,219,0.00682,0.05149
