year,age_gr,migback,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Very concerned,0.19991,456,2314,0.18361,0.21621
1984,17-29 y.,No migration background,Somewhat concerned,0.48624,1151,2314,0.46587,0.50661
1984,17-29 y.,No migration background,Not concerned at all,0.29827,707,2314,0.27963,0.31692
1984,17-29 y.,Direct migration background,Very concerned,0.29090,321,986,0.26254,0.31926
1984,17-29 y.,Direct migration background,Somewhat concerned,0.45011,438,986,0.41904,0.48118
1984,17-29 y.,Direct migration background,Not concerned at all,0.24310,227,986,0.21631,0.26989
1984,17-29 y.,Indirect migration background,Somewhat concerned,0.50554,43,43,0.35433,0.65675
1984,30-45 y.,No migration background,Very concerned,0.17908,434,2472,0.16396,0.19419
1984,30-45 y.,No migration background,Somewhat concerned,0.44579,1123,2472,0.42619,0.46539
1984,30-45 y.,No migration background,Not concerned at all,0.36505,915,2472,0.34607,0.38403
1984,30-45 y.,Direct migration background,Very concerned,0.29231,402,1372,0.26824,0.31639
1984,30-45 y.,Direct migration background,Somewhat concerned,0.43675,590,1372,0.41049,0.46300
1984,30-45 y.,Direct migration background,Not concerned at all,0.25289,380,1372,0.22989,0.27590
1984,46-65 y.,No migration background,Very concerned,0.18998,488,2563,0.17479,0.20517
1984,46-65 y.,No migration background,Somewhat concerned,0.40419,1060,2563,0.38518,0.42319
1984,46-65 y.,No migration background,Not concerned at all,0.39340,1015,2563,0.37448,0.41231
1984,46-65 y.,Direct migration background,Very concerned,0.22346,250,935,0.19674,0.25017
1984,46-65 y.,Direct migration background,Somewhat concerned,0.44762,406,935,0.41573,0.47951
1984,46-65 y.,Direct migration background,Not concerned at all,0.31376,279,935,0.28400,0.34352
1984,66 and older,No migration background,Very concerned,0.10451,128,1208,0.08725,0.12177
1984,66 and older,No migration background,Somewhat concerned,0.29281,363,1208,0.26714,0.31848
1984,66 and older,No migration background,Not concerned at all,0.58731,717,1208,0.55954,0.61508
1985,17-29 y.,No migration background,Very concerned,0.19466,428,2186,0.17805,0.21126
1985,17-29 y.,No migration background,Somewhat concerned,0.49983,1108,2186,0.47886,0.52079
1985,17-29 y.,No migration background,Not concerned at all,0.29720,650,2186,0.27803,0.31636
1985,17-29 y.,Direct migration background,Very concerned,0.29534,250,813,0.26396,0.32672
1985,17-29 y.,Direct migration background,Somewhat concerned,0.43796,368,813,0.40383,0.47208
1985,17-29 y.,Direct migration background,Not concerned at all,0.25199,195,813,0.22213,0.28186
1985,17-29 y.,Indirect migration background,Somewhat concerned,0.55432,56,56,0.42295,0.68568
1985,30-45 y.,No migration background,Very concerned,0.17202,388,2257,0.15645,0.18759
1985,30-45 y.,No migration background,Somewhat concerned,0.46775,1069,2257,0.44716,0.48834
1985,30-45 y.,No migration background,Not concerned at all,0.34998,800,2257,0.33030,0.36966
1985,30-45 y.,Direct migration background,Very concerned,0.25584,310,1167,0.23079,0.28088
1985,30-45 y.,Direct migration background,Somewhat concerned,0.47355,557,1167,0.44489,0.50221
1985,30-45 y.,Direct migration background,Not concerned at all,0.25801,300,1167,0.23290,0.28313
1985,46-65 y.,No migration background,Very concerned,0.19594,471,2389,0.18002,0.21186
1985,46-65 y.,No migration background,Somewhat concerned,0.41095,1005,2389,0.39122,0.43068
1985,46-65 y.,No migration background,Not concerned at all,0.37512,913,2389,0.35570,0.39454
1985,46-65 y.,Direct migration background,Very concerned,0.22098,214,835,0.19282,0.24914
1985,46-65 y.,Direct migration background,Somewhat concerned,0.39674,362,835,0.36353,0.42994
1985,46-65 y.,Direct migration background,Not concerned at all,0.33636,259,835,0.30429,0.36842
1985,66 and older,No migration background,Very concerned,0.12928,134,1038,0.10886,0.14970
1985,66 and older,No migration background,Somewhat concerned,0.30904,321,1038,0.28091,0.33716
