year,sampreg,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,West,Very concerned,0.19067,4463,18426,0.18500,0.19635
2010,West,Somewhat concerned,0.41077,8912,18426,0.40367,0.41788
2010,West,Not concerned at all,0.23217,5051,18426,0.22607,0.23826
2010,East,Very concerned,0.24371,1546,5458,0.23232,0.25511
2010,East,Somewhat concerned,0.44702,2830,5458,0.43383,0.46021
2010,East,Not concerned at all,0.18405,1082,5458,0.17377,0.19433
2011,West,Very concerned,0.14543,4038,21852,0.14075,0.15010
2011,West,Somewhat concerned,0.39344,10291,21852,0.38696,0.39991
2011,West,Not concerned at all,0.28258,7523,21852,0.27661,0.28855
2011,East,Very concerned,0.22510,1639,6247,0.21474,0.23546
2011,East,Somewhat concerned,0.42538,3158,6247,0.41312,0.43764
2011,East,Not concerned at all,0.20550,1450,6247,0.19548,0.21552
2012,West,Very concerned,0.15365,3951,21361,0.14881,0.15848
2012,West,Somewhat concerned,0.39636,10227,21361,0.38980,0.40292
2012,West,Not concerned at all,0.27938,7183,21361,0.27336,0.28540
2012,East,Very concerned,0.21147,1481,6156,0.20126,0.22167
2012,East,Somewhat concerned,0.45112,3274,6156,0.43869,0.46355
2012,East,Not concerned at all,0.19846,1401,6156,0.18850,0.20842
2013,West,Very concerned,0.12377,3931,24413,0.11964,0.12791
2013,West,Somewhat concerned,0.39084,11706,24413,0.38472,0.39696
2013,West,Not concerned at all,0.31562,8776,24413,0.30979,0.32145
2013,East,Very concerned,0.18702,1279,6095,0.17723,0.19681
2013,East,Somewhat concerned,0.43780,3152,6095,0.42534,0.45025
2013,East,Not concerned at all,0.23829,1664,6095,0.22759,0.24899
2014,West,Very concerned,0.12251,3528,21406,0.11812,0.12690
2014,West,Somewhat concerned,0.38460,10006,21406,0.37809,0.39112
2014,West,Not concerned at all,0.32826,7872,21406,0.32197,0.33455
2014,East,Very concerned,0.16847,1100,5563,0.15863,0.17830
2014,East,Somewhat concerned,0.43079,2825,5563,0.41778,0.44381
2014,East,Not concerned at all,0.25613,1638,5563,0.24465,0.26760
2015,West,Very concerned,0.12031,3454,21255,0.11594,0.12468
2015,West,Somewhat concerned,0.37954,9963,21255,0.37302,0.38606
2015,West,Not concerned at all,0.33562,7838,21255,0.32928,0.34197
2015,East,Very concerned,0.14330,928,5370,0.13393,0.15267
2015,East,Somewhat concerned,0.43223,2769,5370,0.41898,0.44548
2015,East,Not concerned at all,0.27435,1673,5370,0.26241,0.28628
2016,West,Very concerned,0.11383,3541,21601,0.10960,0.11807
2016,West,Somewhat concerned,0.36220,9651,21601,0.35579,0.36861
2016,West,Not concerned at all,0.35986,8409,21601,0.35346,0.36626
2016,East,Very concerned,0.14003,968,5507,0.13086,0.14919
2016,East,Somewhat concerned,0.41795,2729,5507,0.40492,0.43098
2016,East,Not concerned at all,0.29005,1810,5507,0.27806,0.30204
2017,West,Very concerned,0.11859,4104,24204,0.11452,0.12266
2017,West,Somewhat concerned,0.37732,11079,24204,0.37121,0.38343
2017,West,Not concerned at all,0.33723,9021,24204,0.33127,0.34319
2017,East,Very concerned,0.14447,1120,6140,0.13567,0.15326
2017,East,Somewhat concerned,0.42949,3129,6140,0.41711,0.44187
2017,East,Not concerned at all,0.27088,1891,6140,0.25976,0.28200
2018,West,Very concerned,0.08205,3091,23121,0.07852,0.08559
2018,West,Somewhat concerned,0.35674,10081,23121,0.35056,0.36291
2018,West,Not concerned at all,0.40212,9949,23121,0.39580,0.40844
2018,East,Very concerned,0.09319,785,5988,0.08582,0.10055
2018,East,Somewhat concerned,0.42228,2975,5988,0.40977,0.43479
2018,East,Not concerned at all,0.32473,2228,5988,0.31287,0.33660
2019,West,Very concerned,0.09835,3003,22899,0.09449,0.10221
2019,West,Somewhat concerned,0.36643,10147,22899,0.36019,0.37267
2019,West,Not concerned at all,0.36779,9749,22899,0.36154,0.37404
2019,East,Very concerned,0.11743,847,5974,0.10927,0.12560
2019,East,Somewhat concerned,0.42239,2953,5974,0.40986,0.43491
2019,East,Not concerned at all,0.30611,2174,5974,0.29443,0.31780
2020,West,Very concerned,0.09081,2993,23469,0.08713,0.09448
2020,West,Somewhat concerned,0.36001,10580,23469,0.35387,0.36615
2020,West,Not concerned at all,0.38014,9896,23469,0.37393,0.38635
2020,East,Very concerned,0.10403,765,5798,0.09617,0.11188
2020,East,Somewhat concerned,0.39711,2744,5798,0.38451,0.40971
2020,East,Not concerned at all,0.33898,2289,5798,0.32679,0.35116
2021,West,Very concerned,0.09283,1925,15596,0.08828,0.09739
2021,West,Somewhat concerned,0.32550,6222,15596,0.31815,0.33286
2021,West,Not concerned at all,0.40973,7449,15596,0.40202,0.41745
2021,East,Very concerned,0.10929,504,3891,0.09948,0.11909
2021,East,Somewhat concerned,0.37970,1719,3891,0.36445,0.39495
2021,East,Not concerned at all,0.34631,1668,3891,0.33136,0.36127
