,Unnamed: 0,year,pgisced97,quintil_oecd,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
278,278,1993,Upper Secondary Level,2nd Quintile,Some of both,0.19153,107,4229,0.17003,0.21249
279,279,1993,Upper Secondary Level,2nd Quintile,Paid,0.43346,251,4229,0.39302,0.4716
280,280,1993,Upper Secondary Level,2nd Quintile,Not compensated,0.07191,41,4229,0.05761,0.09093
281,281,1993,Upper Secondary Level,3rd Quintile,Comp. time,0.34374,222,4229,0.31935,0.37016
282,282,1993,Upper Secondary Level,3rd Quintile,Some of both,0.16974,112,4229,0.14641,0.19087
283,283,1993,Upper Secondary Level,3rd Quintile,Paid,0.40552,255,4229,0.37371,0.4393
284,284,1993,Upper Secondary Level,3rd Quintile,Not compensated,0.081,52,4229,0.06299,0.10084
285,285,1993,Upper Secondary Level,4th Quintile,Comp. time,0.39221,251,4229,0.36584,0.42139
286,286,1993,Upper Secondary Level,4th Quintile,Some of both,0.1592,122,4229,0.14039,0.1774
287,287,1993,Upper Secondary Level,4th Quintile,Paid,0.32807,240,4229,0.30449,0.35361
288,288,1993,Upper Secondary Level,4th Quintile,Not compensated,0.12052,70,4229,0.10442,0.1397
289,289,1993,Upper Secondary Level,5th Quintile,Comp. time,0.36,244,4229,0.33593,0.38623
290,290,1993,Upper Secondary Level,5th Quintile,Some of both,0.16875,104,4229,0.14278,0.19225
291,291,1993,Upper Secondary Level,5th Quintile,Paid,0.27439,176,4229,0.25102,0.29666
292,292,1993,Upper Secondary Level,5th Quintile,Not compensated,0.19686,103,4229,0.17761,0.21774
293,293,1993,Post-secondary Non-tertiary Level,5th Quintile,Comp. time,1.0,34,4229,0.80727,1.21938
294,294,1993,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,37,4229,0.83818,1.14335
295,295,1993,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,36,4229,0.83735,1.17437
296,296,1993,Second Stage of Tertiary Education,2nd Quintile,Comp. time,0.55174,55,4229,0.49267,0.61276
297,297,1993,Second Stage of Tertiary Education,2nd Quintile,Not compensated,0.44826,38,4229,0.37268,0.54213
298,298,1993,Second Stage of Tertiary Education,3rd Quintile,Comp. time,0.57887,94,4229,0.49286,0.66265
299,299,1993,Second Stage of Tertiary Education,3rd Quintile,Not compensated,0.42113,76,4229,0.36731,0.48196
300,300,1993,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.35443,75,4229,0.31001,0.40815
301,301,1993,Second Stage of Tertiary Education,4th Quintile,Some of both,0.17682,40,4229,0.14907,0.20329
302,302,1993,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.46876,78,4229,0.41863,0.53028
303,303,1993,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.25647,67,4229,0.22122,0.29694
304,304,1993,Second Stage of Tertiary Education,5th Quintile,Some of both,0.18627,52,4229,0.15131,0.21608
305,305,1993,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.55726,155,4229,0.50888,0.60665
306,306,1994,Lower Secondary Level,1st Quintile,Comp. time,0.37609,39,4180,0.28153,0.4918
307,307,1994,Lower Secondary Level,1st Quintile,Paid,0.62391,56,4180,0.44284,0.80383
308,308,1994,Lower Secondary Level,2nd Quintile,Comp. time,0.34289,33,4180,0.24475,0.44987
309,309,1994,Lower Secondary Level,2nd Quintile,Paid,0.65711,69,4180,0.5011,0.80636
310,310,1994,Lower Secondary Level,3rd Quintile,Comp. time,0.45238,52,4180,0.38356,0.52614
311,311,1994,Lower Secondary Level,3rd Quintile,Paid,0.54762,76,4180,0.45588,0.6585
312,312,1994,Lower Secondary Level,4th Quintile,Comp. time,0.41368,38,4180,0.32555,0.51306
313,313,1994,Lower Secondary Level,4th Quintile,Paid,0.58632,60,4180,0.47206,0.70003
314,314,1994,Lower Secondary Level,5th Quintile,Paid,1.0,35,4180,0.76047,1.28152
315,315,1994,Upper Secondary Level,1st Quintile,Comp. time,0.3888,100,4180,0.33921,0.44556
316,316,1994,Upper Secondary Level,1st Quintile,Some of both,0.21029,53,4180,0.16662,0.26771
317,317,1994,Upper Secondary Level,1st Quintile,Paid,0.40091,114,4180,0.34469,0.45117
318,318,1994,Upper Secondary Level,2nd Quintile,Comp. time,0.34612,217,4180,0.31743,0.38141
319,319,1994,Upper Secondary Level,2nd Quintile,Some of both,0.16811,103,4180,0.14542,0.19219
320,320,1994,Upper Secondary Level,2nd Quintile,Paid,0.39698,235,4180,0.36029,0.43171
321,321,1994,Upper Secondary Level,2nd Quintile,Not compensated,0.08879,46,4180,0.07185,0.11366
322,322,1994,Upper Secondary Level,3rd Quintile,Comp. time,0.39357,265,4180,0.36914,0.41874
323,323,1994,Upper Secondary Level,3rd Quintile,Some of both,0.1507,95,4180,0.13301,0.17336
324,324,1994,Upper Secondary Level,3rd Quintile,Paid,0.37498,224,4180,0.34618,0.40551
325,325,1994,Upper Secondary Level,3rd Quintile,Not compensated,0.08074,53,4180,0.06875,0.09541
326,326,1994,Upper Secondary Level,4th Quintile,Comp. time,0.42559,280,4180,0.39462,0.45904
327,327,1994,Upper Secondary Level,4th Quintile,Some of both,0.17793,138,4180,0.15962,0.19616
328,328,1994,Upper Secondary Level,4th Quintile,Paid,0.3083,231,4180,0.28122,0.34321
329,329,1994,Upper Secondary Level,4th Quintile,Not compensated,0.08818,59,4180,0.07387,0.10147
330,330,1994,Upper Secondary Level,5th Quintile,Comp. time,0.40251,262,4180,0.37461,0.43818
331,331,1994,Upper Secondary Level,5th Quintile,Some of both,0.20608,135,4180,0.18103,0.22696
332,332,1994,Upper Secondary Level,5th Quintile,Paid,0.23207,154,4180,0.20942,0.26159
333,333,1994,Upper Secondary Level,5th Quintile,Not compensated,0.15934,81,4180,0.13547,0.17994
334,334,1994,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,38,4180,0.80563,1.26041
335,335,1994,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,44,4180,0.83166,1.17389
336,336,1994,Second Stage of Tertiary Education,2nd Quintile,Comp. time,0.53335,52,4180,0.47192,0.6142
337,337,1994,Second Stage of Tertiary Education,2nd Quintile,Not compensated,0.46665,38,4180,0.36757,0.59734
338,338,1994,Second Stage of Tertiary Education,3rd Quintile,Comp. time,0.42724,91,4180,0.37502,0.49014
339,339,1994,Second Stage of Tertiary Education,3rd Quintile,Some of both,0.19104,36,4180,0.14361,0.24182
340,340,1994,Second Stage of Tertiary Education,3rd Quintile,Not compensated,0.38172,72,4180,0.32219,0.44581
341,341,1994,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.32205,69,4180,0.26939,0.3799
342,342,1994,Second Stage of Tertiary Education,4th Quintile,Some of both,0.19401,38,4180,0.14323,0.25394
343,343,1994,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.48395,93,4180,0.42116,0.55574
344,344,1994,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.3028,91,4180,0.25504,0.34938
345,345,1994,Second Stage of Tertiary Education,5th Quintile,Some of both,0.14398,45,4180,0.11237,0.1768
346,346,1994,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.55322,170,4180,0.50069,0.60778
347,347,1995,Lower Secondary Level,1st Quintile,Comp. time,0.42092,39,4417,0.31447,0.52935
348,348,1995,Lower Secondary Level,1st Quintile,Paid,0.57908,71,4417,0.47657,0.69425
349,349,1995,Lower Secondary Level,2nd Quintile,Comp. time,0.34741,40,4417,0.24572,0.47458
350,350,1995,Lower Secondary Level,2nd Quintile,Paid,0.65259,78,4417,0.5289,0.76746
351,351,1995,Lower Secondary Level,3rd Quintile,Comp. time,0.42711,49,4417,0.31872,0.54305
352,352,1995,Lower Secondary Level,3rd Quintile,Paid,0.57289,84,4417,0.47061,0.68143
353,353,1995,Lower Secondary Level,4th Quintile,Comp. time,0.39302,39,4417,0.30139,0.47863
354,354,1995,Lower Secondary Level,4th Quintile,Paid,0.60698,56,4417,0.48349,0.70661
355,355,1995,Upper Secondary Level,1st Quintile,Comp. time,0.35647,106,4417,0.30242,0.40795
356,356,1995,Upper Secondary Level,1st Quintile,Some of both,0.19229,60,4417,0.1568,0.2321
357,357,1995,Upper Secondary Level,1st Quintile,Paid,0.45124,148,4417,0.39846,0.51393
358,358,1995,Upper Secondary Level,2nd Quintile,Comp. time,0.35138,212,4417,0.32115,0.37934
359,359,1995,Upper Secondary Level,2nd Quintile,Some of both,0.18397,101,4417,0.16153,0.21157
360,360,1995,Upper Secondary Level,2nd Quintile,Paid,0.36821,225,4417,0.3337,0.40447
361,361,1995,Upper Secondary Level,2nd Quintile,Not compensated,0.09643,48,4417,0.0776,0.1151
362,362,1995,Upper Secondary Level,3rd Quintile,Comp. time,0.37625,258,4417,0.34104,0.4082
363,363,1995,Upper Secondary Level,3rd Quintile,Some of both,0.16708,129,4417,0.14605,0.18972
364,364,1995,Upper Secondary Level,3rd Quintile,Paid,0.3614,253,4417,0.32514,0.39223
365,365,1995,Upper Secondary Level,3rd Quintile,Not compensated,0.09527,57,4417,0.07929,0.11099
366,366,1995,Upper Secondary Level,4th Quintile,Comp. time,0.39378,303,4417,0.36304,0.42523
367,367,1995,Upper Secondary Level,4th Quintile,Some of both,0.16829,146,4417,0.14711,0.19029
368,368,1995,Upper Secondary Level,4th Quintile,Paid,0.34687,264,4417,0.32043,0.37725
369,369,1995,Upper Secondary Level,4th Quintile,Not compensated,0.09106,65,4417,0.07445,0.10935
370,370,1995,Upper Secondary Level,5th Quintile,Comp. time,0.45404,291,4417,0.42002,0.48581
371,371,1995,Upper Secondary Level,5th Quintile,Some of both,0.21844,139,4417,0.19344,0.24554
372,372,1995,Upper Secondary Level,5th Quintile,Paid,0.18586,133,4417,0.16285,0.20793
373,373,1995,Upper Secondary Level,5th Quintile,Not compensated,0.14166,72,4417,0.12194,0.16809
374,374,1995,First Stage of Tertiary Education,3rd Quintile,Comp. time,1.0,41,4417,0.82882,1.19206
375,375,1995,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,40,4417,0.82859,1.16304
376,376,1995,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,46,4417,0.84804,1.17597
377,377,1995,Second Stage of Tertiary Education,2nd Quintile,Comp. time,0.55856,60,4417,0.47975,0.66263
378,378,1995,Second Stage of Tertiary Education,2nd Quintile,Not compensated,0.44144,36,4417,0.33679,0.55476
379,379,1995,Second Stage of Tertiary Education,3rd Quintile,Comp. time,0.65021,87,4417,0.57194,0.75317
380,380,1995,Second Stage of Tertiary Education,3rd Quintile,Not compensated,0.34979,52,4417,0.28611,0.43951
381,381,1995,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.37579,97,4417,0.33187,0.4278
382,382,1995,Second Stage of Tertiary Education,4th Quintile,Some of both,0.19818,41,4417,0.15144,0.2629
383,383,1995,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.42603,99,4417,0.36145,0.49164
384,384,1995,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.28002,97,4417,0.24022,0.32439
385,385,1995,Second Stage of Tertiary Education,5th Quintile,Some of both,0.16634,70,4417,0.13937,0.19801
386,386,1995,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.55364,185,4417,0.50305,0.61077
387,387,1996,Lower Secondary Level,1st Quintile,Comp. time,0.50392,48,4269,0.38609,0.61569
388,388,1996,Lower Secondary Level,1st Quintile,Paid,0.49608,55,4269,0.37112,0.61719
389,389,1996,Lower Secondary Level,2nd Quintile,Comp. time,0.44537,49,4269,0.36177,0.54603
390,390,1996,Lower Secondary Level,2nd Quintile,Paid,0.55463,62,4269,0.46526,0.63926
391,391,1996,Lower Secondary Level,3rd Quintile,Comp. time,0.53403,58,4269,0.44837,0.63852
392,392,1996,Lower Secondary Level,3rd Quintile,Paid,0.46597,56,4269,0.36962,0.58714
393,393,1996,Lower Secondary Level,4th Quintile,Comp. time,0.47199,40,4269,0.3737,0.57492
394,394,1996,Lower Secondary Level,4th Quintile,Paid,0.52801,53,4269,0.41556,0.62312
395,395,1996,Upper Secondary Level,1st Quintile,Comp. time,0.4101,118,4269,0.33884,0.47269
396,396,1996,Upper Secondary Level,1st Quintile,Some of both,0.15902,42,4269,0.1219,0.20345
397,397,1996,Upper Secondary Level,1st Quintile,Paid,0.43087,134,4269,0.3869,0.47605
398,398,1996,Upper Secondary Level,2nd Quintile,Comp. time,0.36611,216,4269,0.33671,0.39836
399,399,1996,Upper Secondary Level,2nd Quintile,Some of both,0.17178,118,4269,0.15173,0.19693
400,400,1996,Upper Secondary Level,2nd Quintile,Paid,0.3936,235,4269,0.36215,0.438
401,401,1996,Upper Secondary Level,2nd Quintile,Not compensated,0.06851,44,4269,0.04821,0.08904
402,402,1996,Upper Secondary Level,3rd Quintile,Comp. time,0.4425,292,4269,0.41374,0.48128
403,403,1996,Upper Secondary Level,3rd Quintile,Some of both,0.16366,117,4269,0.13834,0.19601
404,404,1996,Upper Secondary Level,3rd Quintile,Paid,0.31797,220,4269,0.28879,0.35748
405,405,1996,Upper Secondary Level,3rd Quintile,Not compensated,0.07588,53,4269,0.06138,0.09235
406,406,1996,Upper Secondary Level,4th Quintile,Comp. time,0.46032,345,4269,0.42158,0.49691
407,407,1996,Upper Secondary Level,4th Quintile,Some of both,0.19048,136,4269,0.1626,0.21531
408,408,1996,Upper Secondary Level,4th Quintile,Paid,0.27322,224,4269,0.25129,0.29972
409,409,1996,Upper Secondary Level,4th Quintile,Not compensated,0.07598,58,4269,0.06258,0.0942
410,410,1996,Upper Secondary Level,5th Quintile,Comp. time,0.46596,266,4269,0.42476,0.50845
411,411,1996,Upper Secondary Level,5th Quintile,Some of both,0.16615,103,4269,0.14446,0.19485
412,412,1996,Upper Secondary Level,5th Quintile,Paid,0.19478,106,4269,0.17215,0.21665
413,413,1996,Upper Secondary Level,5th Quintile,Not compensated,0.17311,81,4269,0.14955,0.19566
414,414,1996,First Stage of Tertiary Education,3rd Quintile,Comp. time,1.0,39,4269,0.83914,1.23467
415,415,1996,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,49,4269,0.83175,1.23661
416,416,1996,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,50,4269,0.84326,1.14381
417,417,1996,Second Stage of Tertiary Education,2nd Quintile,Comp. time,1.0,49,4269,0.77551,1.24865
418,418,1996,Second Stage of Tertiary Education,3rd Quintile,Comp. time,0.53823,78,4269,0.46874,0.63743
419,419,1996,Second Stage of Tertiary Education,3rd Quintile,Not compensated,0.46177,50,4269,0.37277,0.5881
420,420,1996,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.45808,114,4269,0.38903,0.52655
421,421,1996,Second Stage of Tertiary Education,4th Quintile,Some of both,0.17928,43,4269,0.14016,0.22259
422,422,1996,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.36265,92,4269,0.30796,0.40799
423,423,1996,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.3023,119,4269,0.2652,0.33942
424,424,1996,Second Stage of Tertiary Education,5th Quintile,Some of both,0.17565,62,4269,0.13922,0.22064
425,425,1996,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.52205,195,4269,0.47092,0.58742
426,426,1997,Lower Secondary Level,1st Quintile,Comp. time,0.64742,46,3618,0.50327,0.79452
427,427,1997,Lower Secondary Level,1st Quintile,Paid,0.35258,38,3618,0.28473,0.4345
428,428,1997,Lower Secondary Level,2nd Quintile,Comp. time,0.58805,46,3618,0.46512,0.74044
429,429,1997,Lower Secondary Level,2nd Quintile,Paid,0.41195,43,3618,0.31537,0.52298
430,430,1997,Lower Secondary Level,3rd Quintile,Comp. time,1.0,44,3618,0.82412,1.24878
431,431,1997,Lower Secondary Level,4th Quintile,Comp. time,1.0,48,3618,0.81299,1.22669
432,432,1997,Upper Secondary Level,1st Quintile,Comp. time,0.47839,87,3618,0.4044,0.56118
433,433,1997,Upper Secondary Level,1st Quintile,Some of both,0.23228,52,3618,0.18512,0.2855
434,434,1997,Upper Secondary Level,1st Quintile,Paid,0.28933,64,3618,0.24309,0.35527
435,435,1997,Upper Secondary Level,2nd Quintile,Comp. time,0.35562,186,3618,0.31434,0.39668
436,436,1997,Upper Secondary Level,2nd Quintile,Some of both,0.25456,119,3618,0.22097,0.29897
437,437,1997,Upper Secondary Level,2nd Quintile,Paid,0.2814,144,3618,0.25518,0.3129
438,438,1997,Upper Secondary Level,2nd Quintile,Not compensated,0.10842,47,3618,0.07892,0.14203
439,439,1997,Upper Secondary Level,3rd Quintile,Comp. time,0.40248,226,3618,0.36175,0.43781
440,440,1997,Upper Secondary Level,3rd Quintile,Some of both,0.2393,149,3618,0.21007,0.26786
441,441,1997,Upper Secondary Level,3rd Quintile,Paid,0.23839,132,3618,0.20791,0.26464
442,442,1997,Upper Secondary Level,3rd Quintile,Not compensated,0.11984,60,3618,0.09529,0.14413
443,443,1997,Upper Secondary Level,4th Quintile,Comp. time,0.49025,320,3618,0.44823,0.5359
444,444,1997,Upper Secondary Level,4th Quintile,Some of both,0.18713,133,3618,0.15979,0.21352
445,445,1997,Upper Secondary Level,4th Quintile,Paid,0.21082,146,3618,0.18613,0.23994
446,446,1997,Upper Secondary Level,4th Quintile,Not compensated,0.11179,61,3618,0.09342,0.13566
447,447,1997,Upper Secondary Level,5th Quintile,Comp. time,0.46648,222,3618,0.41967,0.51621
448,448,1997,Upper Secondary Level,5th Quintile,Some of both,0.19217,101,3618,0.1689,0.21649
449,449,1997,Upper Secondary Level,5th Quintile,Paid,0.14504,78,3618,0.12248,0.17146
450,450,1997,Upper Secondary Level,5th Quintile,Not compensated,0.19632,82,3618,0.16312,0.23226
451,451,1997,First Stage of Tertiary Education,3rd Quintile,Comp. time,1.0,42,3618,0.82959,1.17169
452,452,1997,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,59,3618,0.79972,1.19174
453,453,1997,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,44,3618,0.78317,1.21554
454,454,1997,Second Stage of Tertiary Education,2nd Quintile,Comp. time,0.50319,39,3618,0.41929,0.60031
455,455,1997,Second Stage of Tertiary Education,2nd Quintile,Not compensated,0.49681,32,3618,0.37448,0.64011
456,456,1997,Second Stage of Tertiary Education,3rd Quintile,Comp. time,0.62039,77,3618,0.53026,0.72155
457,457,1997,Second Stage of Tertiary Education,3rd Quintile,Not compensated,0.37961,40,3618,0.28946,0.47039
458,458,1997,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.39085,102,3618,0.33062,0.45402
459,459,1997,Second Stage of Tertiary Education,4th Quintile,Some of both,0.25457,52,3618,0.19006,0.32049
460,460,1997,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.35459,95,3618,0.29619,0.41696
461,461,1997,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.31064,118,3618,0.26783,0.36096
462,462,1997,Second Stage of Tertiary Education,5th Quintile,Some of both,0.1733,58,3618,0.14006,0.20817
463,463,1997,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.51606,186,3618,0.45453,0.58669
464,464,1998,Lower Secondary Level,1st Quintile,Comp. time,1.0,34,3485,0.74885,1.35126
465,465,1998,Lower Secondary Level,2nd Quintile,Comp. time,0.54672,50,3485,0.46314,0.65789
466,466,1998,Lower Secondary Level,2nd Quintile,Paid,0.45328,40,3485,0.33224,0.62462
467,467,1998,Lower Secondary Level,3rd Quintile,Comp. time,1.0,42,3485,0.8321,1.1883
468,468,1998,Lower Secondary Level,4th Quintile,Comp. time,1.0,51,3485,0.8121,1.20066
469,469,1998,Upper Secondary Level,1st Quintile,Comp. time,0.35134,88,3485,0.2936,0.41237
470,470,1998,Upper Secondary Level,1st Quintile,Some of both,0.25949,65,3485,0.21057,0.31973
471,471,1998,Upper Secondary Level,1st Quintile,Paid,0.22366,66,3485,0.17968,0.26228
472,472,1998,Upper Secondary Level,1st Quintile,Not compensated,0.16551,38,3485,0.12391,0.21506
473,473,1998,Upper Secondary Level,2nd Quintile,Comp. time,0.4,199,3485,0.36939,0.44265
474,474,1998,Upper Secondary Level,2nd Quintile,Some of both,0.23054,125,3485,0.2037,0.25947
475,475,1998,Upper Secondary Level,2nd Quintile,Paid,0.25388,135,3485,0.22448,0.28911
476,476,1998,Upper Secondary Level,2nd Quintile,Not compensated,0.11559,50,3485,0.09476,0.13843
477,477,1998,Upper Secondary Level,3rd Quintile,Comp. time,0.50824,266,3485,0.46286,0.55534
478,478,1998,Upper Secondary Level,3rd Quintile,Some of both,0.18925,137,3485,0.17052,0.21167
479,479,1998,Upper Secondary Level,3rd Quintile,Paid,0.21061,118,3485,0.18509,0.24258
480,480,1998,Upper Secondary Level,3rd Quintile,Not compensated,0.0919,41,3485,0.06295,0.1204
481,481,1998,Upper Secondary Level,4th Quintile,Comp. time,0.5192,312,3485,0.47393,0.56781
482,482,1998,Upper Secondary Level,4th Quintile,Some of both,0.20915,140,3485,0.18074,0.24131
483,483,1998,Upper Secondary Level,4th Quintile,Paid,0.19534,128,3485,0.17212,0.21958
484,484,1998,Upper Secondary Level,4th Quintile,Not compensated,0.07631,53,3485,0.06006,0.08938
485,485,1998,Upper Secondary Level,5th Quintile,Comp. time,0.45186,198,3485,0.41088,0.4939
486,486,1998,Upper Secondary Level,5th Quintile,Some of both,0.23624,98,3485,0.20476,0.27527
487,487,1998,Upper Secondary Level,5th Quintile,Paid,0.11201,51,3485,0.08737,0.13175
488,488,1998,Upper Secondary Level,5th Quintile,Not compensated,0.19989,77,3485,0.16942,0.23575
489,489,1998,First Stage of Tertiary Education,3rd Quintile,Comp. time,1.0,36,3485,0.79037,1.27838
490,490,1998,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,65,3485,0.84465,1.17384
491,491,1998,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,41,3485,0.75188,1.26245
492,492,1998,Second Stage of Tertiary Education,2nd Quintile,Comp. time,1.0,46,3485,0.88347,1.16036
493,493,1998,Second Stage of Tertiary Education,3rd Quintile,Comp. time,0.64,78,3485,0.54131,0.73948
494,494,1998,Second Stage of Tertiary Education,3rd Quintile,Not compensated,0.36,40,3485,0.28127,0.46153
495,495,1998,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.44844,101,3485,0.3844,0.51702
496,496,1998,Second Stage of Tertiary Education,4th Quintile,Some of both,0.18555,39,3485,0.153,0.22114
497,497,1998,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.36601,84,3485,0.28928,0.43874
498,498,1998,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.27984,110,3485,0.23566,0.32082
499,499,1998,Second Stage of Tertiary Education,5th Quintile,Some of both,0.22141,74,3485,0.17776,0.2711
500,500,1998,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.49874,169,3485,0.43459,0.55779
501,501,1999,Lower Secondary Level,1st Quintile,Comp. time,0.45635,42,4105,0.37139,0.56515
502,502,1999,Lower Secondary Level,1st Quintile,Paid,0.54365,35,4105,0.43037,0.65555
503,503,1999,Lower Secondary Level,2nd Quintile,Comp. time,0.6586,53,4105,0.56466,0.76768
504,504,1999,Lower Secondary Level,2nd Quintile,Paid,0.3414,31,4105,0.25207,0.47683
505,505,1999,Lower Secondary Level,3rd Quintile,Comp. time,0.54437,42,4105,0.45922,0.67011
506,506,1999,Lower Secondary Level,3rd Quintile,Paid,0.45563,37,4105,0.34263,0.58959
507,507,1999,Lower Secondary Level,4th Quintile,Comp. time,1.0,44,4105,0.7849,1.22025
508,508,1999,Upper Secondary Level,1st Quintile,Comp. time,0.41112,127,4105,0.35961,0.45868
509,509,1999,Upper Secondary Level,1st Quintile,Some of both,0.2361,80,4105,0.19706,0.28511
510,510,1999,Upper Secondary Level,1st Quintile,Paid,0.22454,84,4105,0.1903,0.26055
511,511,1999,Upper Secondary Level,1st Quintile,Not compensated,0.12825,39,4105,0.09526,0.16715
512,512,1999,Upper Secondary Level,2nd Quintile,Comp. time,0.45772,251,4105,0.41147,0.501
513,513,1999,Upper Secondary Level,2nd Quintile,Some of both,0.24528,143,4105,0.21907,0.27462
514,514,1999,Upper Secondary Level,2nd Quintile,Paid,0.21095,130,4105,0.18326,0.24377
515,515,1999,Upper Secondary Level,2nd Quintile,Not compensated,0.08604,48,4105,0.06651,0.10817
516,516,1999,Upper Secondary Level,3rd Quintile,Comp. time,0.44144,267,4105,0.40441,0.4863
517,517,1999,Upper Secondary Level,3rd Quintile,Some of both,0.22943,157,4105,0.1983,0.25955
518,518,1999,Upper Secondary Level,3rd Quintile,Paid,0.209,135,4105,0.18813,0.23629
519,519,1999,Upper Secondary Level,3rd Quintile,Not compensated,0.12013,62,4105,0.09631,0.14636
520,520,1999,Upper Secondary Level,4th Quintile,Comp. time,0.4946,325,4105,0.45665,0.53938
521,521,1999,Upper Secondary Level,4th Quintile,Some of both,0.19707,138,4105,0.16977,0.23053
522,522,1999,Upper Secondary Level,4th Quintile,Paid,0.19095,132,4105,0.16871,0.21416
523,523,1999,Upper Secondary Level,4th Quintile,Not compensated,0.11738,72,4105,0.10376,0.13363
524,524,1999,Upper Secondary Level,5th Quintile,Comp. time,0.46977,227,4105,0.43117,0.52016
525,525,1999,Upper Secondary Level,5th Quintile,Some of both,0.22747,109,4105,0.1935,0.25921
526,526,1999,Upper Secondary Level,5th Quintile,Paid,0.09499,55,4105,0.07762,0.11274
527,527,1999,Upper Secondary Level,5th Quintile,Not compensated,0.20777,95,4105,0.175,0.23877
528,528,1999,Post-secondary Non-tertiary Level,3rd Quintile,Comp. time,1.0,31,4105,0.70551,1.32425
529,529,1999,Post-secondary Non-tertiary Level,4th Quintile,Comp. time,1.0,38,4105,0.75961,1.29984
530,530,1999,First Stage of Tertiary Education,2nd Quintile,Comp. time,1.0,35,4105,0.79568,1.27235
531,531,1999,First Stage of Tertiary Education,3rd Quintile,Comp. time,1.0,54,4105,0.83093,1.17679
532,532,1999,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,69,4105,0.84942,1.1664
533,533,1999,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,47,4105,0.79687,1.23261
534,534,1999,Second Stage of Tertiary Education,2nd Quintile,Comp. time,0.5858,49,4105,0.45782,0.70768
535,535,1999,Second Stage of Tertiary Education,2nd Quintile,Not compensated,0.4142,32,4105,0.34084,0.52001
536,536,1999,Second Stage of Tertiary Education,3rd Quintile,Comp. time,0.54839,75,4105,0.47198,0.66843
537,537,1999,Second Stage of Tertiary Education,3rd Quintile,Not compensated,0.45161,53,4105,0.36218,0.53896
538,538,1999,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.41321,102,4105,0.35099,0.48938
539,539,1999,Second Stage of Tertiary Education,4th Quintile,Some of both,0.27408,51,4105,0.21363,0.33249
540,540,1999,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.31272,81,4105,0.25112,0.37258
541,541,1999,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.35694,151,4105,0.30568,0.41539
542,542,1999,Second Stage of Tertiary Education,5th Quintile,Some of both,0.18836,86,4105,0.15328,0.22245
543,543,1999,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.4547,191,4105,0.40467,0.50194
544,544,2000,Lower Secondary Level,1st Quintile,Comp. time,0.43981,31,3991,0.35098,0.56976
545,545,2000,Lower Secondary Level,1st Quintile,Paid,0.56019,31,3991,0.45145,0.68958
546,546,2000,Lower Secondary Level,2nd Quintile,Comp. time,1.0,45,3991,0.76923,1.23863
547,547,2000,Lower Secondary Level,3rd Quintile,Comp. time,1.0,47,3991,0.83216,1.1794
548,548,2000,Upper Secondary Level,1st Quintile,Comp. time,0.48543,115,3991,0.42318,0.55862
549,549,2000,Upper Secondary Level,1st Quintile,Some of both,0.31315,76,3991,0.26875,0.35608
550,550,2000,Upper Secondary Level,1st Quintile,Paid,0.20142,65,3991,0.16757,0.24017
