,Unnamed: 0,year,age_gr,bula_h,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1419,1419,2007,46-65 y.,North Rhine-Westphalia,Not compensated,0.20729,126,5496,0.17361,0.24877
1420,1420,2007,46-65 y.,Hesse,Comp. time,0.53639,94,5496,0.43341,0.66201
1421,1421,2007,46-65 y.,Hesse,Some of both,0.15996,34,5496,0.11009,0.21277
1422,1422,2007,46-65 y.,Hesse,Not compensated,0.30366,63,5496,0.22587,0.37221
1423,1423,2007,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.76767,81,5496,0.63968,0.90098
1424,1424,2007,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.23233,37,5496,0.15145,0.33338
1425,1425,2007,46-65 y.,Baden-Wuerttemberg,Comp. time,0.58029,145,5496,0.50295,0.66771
1426,1426,2007,46-65 y.,Baden-Wuerttemberg,Some of both,0.22507,59,5496,0.17167,0.26393
1427,1427,2007,46-65 y.,Baden-Wuerttemberg,Not compensated,0.19464,83,5496,0.15747,0.23646
1428,1428,2007,46-65 y.,Bavaria,Comp. time,0.62461,187,5496,0.54534,0.69156
1429,1429,2007,46-65 y.,Bavaria,Some of both,0.176,65,5496,0.15007,0.20775
1430,1430,2007,46-65 y.,Bavaria,Not compensated,0.19939,97,5496,0.15755,0.24292
1431,1431,2007,46-65 y.,Berlin,Comp. time,0.71937,57,5496,0.55779,0.83019
1432,1432,2007,46-65 y.,Berlin,Not compensated,0.28063,36,5496,0.18668,0.37573
1433,1433,2007,46-65 y.,Brandenburg,Comp. time,1.0,68,5496,0.78034,1.30715
1434,1434,2007,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,54,5496,0.76421,1.32393
1435,1435,2007,46-65 y.,Saxony,Comp. time,0.54068,123,5496,0.47391,0.61993
1436,1436,2007,46-65 y.,Saxony,Some of both,0.27107,42,5496,0.19672,0.35033
1437,1437,2007,46-65 y.,Saxony,Not compensated,0.18825,48,5496,0.15187,0.22722
1438,1438,2007,46-65 y.,Saxony-Anhalt,Comp. time,0.68907,71,5496,0.54462,0.85417
1439,1439,2007,46-65 y.,Saxony-Anhalt,Not compensated,0.31093,43,5496,0.22005,0.4033
1440,1440,2007,46-65 y.,Thuringa,Comp. time,1.0,63,5496,0.76537,1.23942
1441,1441,2008,17-29 y.,Lower Saxony,Comp. time,1.0,45,5346,0.79894,1.18438
1442,1442,2008,17-29 y.,North Rhine-Westphalia,Comp. time,0.54451,99,5346,0.44771,0.65308
1443,1443,2008,17-29 y.,North Rhine-Westphalia,Some of both,0.27096,40,5346,0.21205,0.33911
1444,1444,2008,17-29 y.,North Rhine-Westphalia,Paid,0.18453,31,5346,0.13723,0.24116
1445,1445,2008,17-29 y.,Hesse,Comp. time,1.0,33,5346,0.65439,1.41708
1446,1446,2008,17-29 y.,Baden-Wuerttemberg,Comp. time,0.67104,88,5346,0.54033,0.82612
1447,1447,2008,17-29 y.,Baden-Wuerttemberg,Some of both,0.32896,43,5346,0.21259,0.43171
1448,1448,2008,17-29 y.,Bavaria,Comp. time,0.73575,108,5346,0.61012,0.85645
1449,1449,2008,17-29 y.,Bavaria,Not compensated,0.26425,38,5346,0.18237,0.34515
1450,1450,2008,17-29 y.,Saxony,Comp. time,1.0,48,5346,0.7753,1.30169
1451,1451,2008,30-45 y.,Schleswig-Holstein,Comp. time,1.0,33,5346,0.79555,1.21778
1452,1452,2008,30-45 y.,Lower Saxony,Comp. time,0.44443,119,5346,0.37287,0.49905
1453,1453,2008,30-45 y.,Lower Saxony,Some of both,0.24137,63,5346,0.17801,0.28205
1454,1454,2008,30-45 y.,Lower Saxony,Paid,0.11277,31,5346,0.08475,0.14786
1455,1455,2008,30-45 y.,Lower Saxony,Not compensated,0.20143,52,5346,0.15655,0.25314
1456,1456,2008,30-45 y.,North Rhine-Westphalia,Comp. time,0.43845,252,5346,0.39614,0.48156
1457,1457,2008,30-45 y.,North Rhine-Westphalia,Some of both,0.23859,125,5346,0.20951,0.28498
1458,1458,2008,30-45 y.,North Rhine-Westphalia,Paid,0.14186,81,5346,0.11836,0.16671
1459,1459,2008,30-45 y.,North Rhine-Westphalia,Not compensated,0.18109,121,5346,0.15214,0.21479
1460,1460,2008,30-45 y.,Hesse,Comp. time,0.5179,103,5346,0.4506,0.58627
1461,1461,2008,30-45 y.,Hesse,Some of both,0.19519,40,5346,0.14058,0.23724
1462,1462,2008,30-45 y.,Hesse,Not compensated,0.28692,51,5346,0.23527,0.36066
1463,1463,2008,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,63,5346,0.81226,1.17508
1464,1464,2008,30-45 y.,Baden-Wuerttemberg,Comp. time,0.45481,169,5346,0.40789,0.52058
1465,1465,2008,30-45 y.,Baden-Wuerttemberg,Some of both,0.20688,78,5346,0.17003,0.24332
1466,1466,2008,30-45 y.,Baden-Wuerttemberg,Paid,0.09032,34,5346,0.06663,0.11522
1467,1467,2008,30-45 y.,Baden-Wuerttemberg,Not compensated,0.24798,92,5346,0.20866,0.2992
1468,1468,2008,30-45 y.,Bavaria,Comp. time,0.60322,263,5346,0.53855,0.68661
1469,1469,2008,30-45 y.,Bavaria,Some of both,0.21012,89,5346,0.17489,0.24158
1470,1470,2008,30-45 y.,Bavaria,Not compensated,0.18667,86,5346,0.15454,0.22222
1471,1471,2008,30-45 y.,Berlin,Comp. time,1.0,36,5346,0.74917,1.25514
1472,1472,2008,30-45 y.,Brandenburg,Comp. time,1.0,64,5346,0.75444,1.28618
1473,1473,2008,30-45 y.,Saxony,Comp. time,0.62854,122,5346,0.52477,0.73409
1474,1474,2008,30-45 y.,Saxony,Some of both,0.24431,57,5346,0.18867,0.30632
1475,1475,2008,30-45 y.,Saxony,Not compensated,0.12715,34,5346,0.08269,0.19695
1476,1476,2008,30-45 y.,Saxony-Anhalt,Comp. time,1.0,59,5346,0.7742,1.27554
1477,1477,2008,30-45 y.,Thuringa,Comp. time,1.0,66,5346,0.7716,1.27373
1478,1478,2008,46-65 y.,Schleswig-Holstein,Comp. time,1.0,36,5346,0.70258,1.36589
1479,1479,2008,46-65 y.,Lower Saxony,Comp. time,0.58334,109,5346,0.48968,0.67431
1480,1480,2008,46-65 y.,Lower Saxony,Some of both,0.22187,46,5346,0.17272,0.2659
1481,1481,2008,46-65 y.,Lower Saxony,Not compensated,0.1948,51,5346,0.1404,0.24639
1482,1482,2008,46-65 y.,North Rhine-Westphalia,Comp. time,0.45386,235,5346,0.39967,0.50267
1483,1483,2008,46-65 y.,North Rhine-Westphalia,Some of both,0.18233,92,5346,0.14566,0.21738
1484,1484,2008,46-65 y.,North Rhine-Westphalia,Paid,0.15386,65,5346,0.11865,0.18735
1485,1485,2008,46-65 y.,North Rhine-Westphalia,Not compensated,0.20995,132,5346,0.17493,0.24915
1486,1486,2008,46-65 y.,Hesse,Comp. time,0.51974,105,5346,0.4287,0.6113
1487,1487,2008,46-65 y.,Hesse,Some of both,0.22737,37,5346,0.1673,0.30102
1488,1488,2008,46-65 y.,Hesse,Not compensated,0.25289,60,5346,0.19769,0.32124
1489,1489,2008,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.718,85,5346,0.63072,0.83246
1490,1490,2008,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.282,46,5346,0.21152,0.34115
1491,1491,2008,46-65 y.,Baden-Wuerttemberg,Comp. time,0.4877,147,5346,0.41867,0.55711
1492,1492,2008,46-65 y.,Baden-Wuerttemberg,Some of both,0.23288,55,5346,0.19661,0.28661
1493,1493,2008,46-65 y.,Baden-Wuerttemberg,Paid,0.11424,35,5346,0.08033,0.15607
1494,1494,2008,46-65 y.,Baden-Wuerttemberg,Not compensated,0.16518,81,5346,0.13196,0.19969
1495,1495,2008,46-65 y.,Bavaria,Comp. time,0.54444,200,5346,0.48519,0.60906
1496,1496,2008,46-65 y.,Bavaria,Some of both,0.16496,73,5346,0.13539,0.19332
1497,1497,2008,46-65 y.,Bavaria,Paid,0.09204,31,5346,0.06924,0.11483
1498,1498,2008,46-65 y.,Bavaria,Not compensated,0.19856,95,5346,0.15748,0.23876
1499,1499,2008,46-65 y.,Berlin,Comp. time,0.61616,46,5346,0.49475,0.76154
1500,1500,2008,46-65 y.,Berlin,Some of both,0.38384,37,5346,0.29174,0.47902
1501,1501,2008,46-65 y.,Brandenburg,Comp. time,1.0,60,5346,0.77463,1.30428
1502,1502,2008,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,45,5346,0.7668,1.29463
1503,1503,2008,46-65 y.,Saxony,Comp. time,0.53459,124,5346,0.45395,0.61597
1504,1504,2008,46-65 y.,Saxony,Some of both,0.28093,45,5346,0.20267,0.3608
1505,1505,2008,46-65 y.,Saxony,Not compensated,0.18448,48,5346,0.13298,0.24851
1506,1506,2008,46-65 y.,Saxony-Anhalt,Comp. time,0.72898,68,5346,0.57782,0.94395
1507,1507,2008,46-65 y.,Saxony-Anhalt,Not compensated,0.27102,37,5346,0.20089,0.34589
1508,1508,2008,46-65 y.,Thuringa,Comp. time,1.0,64,5346,0.7762,1.25774
1509,1509,2009,17-29 y.,Lower Saxony,Comp. time,1.0,42,4571,0.73088,1.24126
1510,1510,2009,17-29 y.,North Rhine-Westphalia,Comp. time,0.70697,70,4571,0.55521,0.86991
1511,1511,2009,17-29 y.,North Rhine-Westphalia,Some of both,0.29303,41,4571,0.21112,0.38966
1512,1512,2009,17-29 y.,Baden-Wuerttemberg,Comp. time,1.0,77,4571,0.74839,1.22316
1513,1513,2009,17-29 y.,Bavaria,Comp. time,0.79762,93,4571,0.62382,1.02062
1514,1514,2009,17-29 y.,Bavaria,Some of both,0.20238,33,4571,0.13056,0.32674
1515,1515,2009,17-29 y.,Saxony,Comp. time,0.42073,43,4571,0.32317,0.51583
1516,1516,2009,17-29 y.,Saxony,Some of both,0.57927,31,4571,0.3798,0.79029
1517,1517,2009,30-45 y.,Lower Saxony,Comp. time,0.50343,107,4571,0.43268,0.60276
1518,1518,2009,30-45 y.,Lower Saxony,Some of both,0.29081,54,4571,0.22361,0.38663
1519,1519,2009,30-45 y.,Lower Saxony,Not compensated,0.20576,47,4571,0.15198,0.26355
1520,1520,2009,30-45 y.,North Rhine-Westphalia,Comp. time,0.43246,213,4571,0.3855,0.49008
1521,1521,2009,30-45 y.,North Rhine-Westphalia,Some of both,0.26485,112,4571,0.22401,0.3093
1522,1522,2009,30-45 y.,North Rhine-Westphalia,Paid,0.14098,63,4571,0.11191,0.17507
1523,1523,2009,30-45 y.,North Rhine-Westphalia,Not compensated,0.16171,100,4571,0.13558,0.19544
1524,1524,2009,30-45 y.,Hesse,Comp. time,0.43748,77,4571,0.35619,0.54544
1525,1525,2009,30-45 y.,Hesse,Some of both,0.25309,38,4571,0.17972,0.34133
1526,1526,2009,30-45 y.,Hesse,Not compensated,0.30943,50,4571,0.25189,0.3763
1527,1527,2009,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,51,4571,0.7447,1.28088
1528,1528,2009,30-45 y.,Baden-Wuerttemberg,Comp. time,0.45586,138,4571,0.39845,0.52661
1529,1529,2009,30-45 y.,Baden-Wuerttemberg,Some of both,0.2615,64,4571,0.20825,0.32044
1530,1530,2009,30-45 y.,Baden-Wuerttemberg,Not compensated,0.28263,84,4571,0.21892,0.33765
1531,1531,2009,30-45 y.,Bavaria,Comp. time,0.58945,248,4571,0.52099,0.67168
1532,1532,2009,30-45 y.,Bavaria,Some of both,0.2387,71,4571,0.19109,0.29823
1533,1533,2009,30-45 y.,Bavaria,Not compensated,0.17185,77,4571,0.13706,0.20951
1534,1534,2009,30-45 y.,Berlin,Comp. time,1.0,35,4571,0.73254,1.27629
1535,1535,2009,30-45 y.,Brandenburg,Comp. time,1.0,61,4571,0.69857,1.28698
1536,1536,2009,30-45 y.,Saxony,Comp. time,0.61357,111,4571,0.4995,0.75306
1537,1537,2009,30-45 y.,Saxony,Some of both,0.28575,49,4571,0.21726,0.35943
1538,1538,2009,30-45 y.,Saxony,Not compensated,0.10068,34,4571,0.07155,0.12913
1539,1539,2009,30-45 y.,Saxony-Anhalt,Comp. time,1.0,55,4571,0.74225,1.28892
1540,1540,2009,30-45 y.,Thuringa,Comp. time,1.0,52,4571,0.70841,1.43795
1541,1541,2009,46-65 y.,Schleswig-Holstein,Comp. time,1.0,35,4571,0.79378,1.27035
1542,1542,2009,46-65 y.,Lower Saxony,Comp. time,0.51465,109,4571,0.41208,0.5872
1543,1543,2009,46-65 y.,Lower Saxony,Some of both,0.26534,43,4571,0.21006,0.32999
1544,1544,2009,46-65 y.,Lower Saxony,Not compensated,0.22001,48,4571,0.15881,0.30021
1545,1545,2009,46-65 y.,North Rhine-Westphalia,Comp. time,0.45382,214,4571,0.38287,0.51107
1546,1546,2009,46-65 y.,North Rhine-Westphalia,Some of both,0.20673,90,4571,0.17086,0.24174
1547,1547,2009,46-65 y.,North Rhine-Westphalia,Paid,0.15046,48,4571,0.11024,0.19356
1548,1548,2009,46-65 y.,North Rhine-Westphalia,Not compensated,0.18899,111,4571,0.15037,0.22492
1549,1549,2009,46-65 y.,Hesse,Comp. time,0.51358,92,4571,0.42903,0.60599
1550,1550,2009,46-65 y.,Hesse,Some of both,0.20287,37,4571,0.13996,0.27515
1551,1551,2009,46-65 y.,Hesse,Not compensated,0.28355,59,4571,0.21277,0.36422
1552,1552,2009,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.72844,85,4571,0.62112,0.85421
1553,1553,2009,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.27156,34,4571,0.18749,0.38861
1554,1554,2009,46-65 y.,Baden-Wuerttemberg,Comp. time,0.49764,125,4571,0.4145,0.56025
1555,1555,2009,46-65 y.,Baden-Wuerttemberg,Some of both,0.22636,51,4571,0.1663,0.27638
1556,1556,2009,46-65 y.,Baden-Wuerttemberg,Paid,0.14135,31,4571,0.09366,0.19472
1557,1557,2009,46-65 y.,Baden-Wuerttemberg,Not compensated,0.13464,59,4571,0.09256,0.17851
1558,1558,2009,46-65 y.,Bavaria,Comp. time,0.60583,182,4571,0.52306,0.699
1559,1559,2009,46-65 y.,Bavaria,Some of both,0.14083,70,4571,0.10806,0.17527
1560,1560,2009,46-65 y.,Bavaria,Not compensated,0.25334,103,4571,0.19907,0.30834
1561,1561,2009,46-65 y.,Berlin,Comp. time,1.0,52,4571,0.7999,1.25069
1562,1562,2009,46-65 y.,Brandenburg,Comp. time,1.0,58,4571,0.73617,1.3174
1563,1563,2009,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,46,4571,0.76314,1.29476
1564,1564,2009,46-65 y.,Saxony,Comp. time,0.56547,111,4571,0.47554,0.6718
1565,1565,2009,46-65 y.,Saxony,Some of both,0.29487,44,4571,0.20928,0.40285
1566,1566,2009,46-65 y.,Saxony,Not compensated,0.13967,40,4571,0.10253,0.18071
1567,1567,2009,46-65 y.,Saxony-Anhalt,Comp. time,0.67484,67,4571,0.50115,0.86208
1568,1568,2009,46-65 y.,Saxony-Anhalt,Not compensated,0.32516,35,4571,0.23997,0.43562
1569,1569,2009,46-65 y.,Thuringa,Comp. time,1.0,71,4571,0.76978,1.25851
1570,1570,2010,17-29 y.,Lower Saxony,Comp. time,1.0,54,6985,0.77035,1.32499
1571,1571,2010,17-29 y.,North Rhine-Westphalia,Comp. time,0.43412,82,6985,0.32604,0.52327
1572,1572,2010,17-29 y.,North Rhine-Westphalia,Some of both,0.24274,52,6985,0.16179,0.35136
1573,1573,2010,17-29 y.,North Rhine-Westphalia,Paid,0.11208,34,6985,0.07671,0.14804
1574,1574,2010,17-29 y.,North Rhine-Westphalia,Not compensated,0.21106,38,6985,0.12696,0.30025
1575,1575,2010,17-29 y.,Hesse,Comp. time,1.0,37,6985,0.68881,1.41094
1576,1576,2010,17-29 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,31,6985,0.60248,1.48931
1577,1577,2010,17-29 y.,Baden-Wuerttemberg,Comp. time,0.76744,93,6985,0.61198,0.97434
1578,1578,2010,17-29 y.,Baden-Wuerttemberg,Some of both,0.23256,36,6985,0.15572,0.32493
1579,1579,2010,17-29 y.,Bavaria,Comp. time,0.71246,118,6985,0.56971,0.90755
1580,1580,2010,17-29 y.,Bavaria,Some of both,0.28754,37,6985,0.16997,0.42453
1581,1581,2010,17-29 y.,Saxony,Comp. time,1.0,57,6985,0.7189,1.38692
1582,1582,2010,30-45 y.,Schleswig-Holstein,Comp. time,1.0,67,6985,0.68091,1.40842
1583,1583,2010,30-45 y.,Lower Saxony,Comp. time,0.48341,197,6985,0.39099,0.5816
1584,1584,2010,30-45 y.,Lower Saxony,Some of both,0.26889,92,6985,0.19292,0.35936
1585,1585,2010,30-45 y.,Lower Saxony,Paid,0.11874,47,6985,0.07999,0.16787
1586,1586,2010,30-45 y.,Lower Saxony,Not compensated,0.12896,52,6985,0.07829,0.17749
1587,1587,2010,30-45 y.,North Rhine-Westphalia,Comp. time,0.47179,357,6985,0.41609,0.53135
1588,1588,2010,30-45 y.,North Rhine-Westphalia,Some of both,0.22943,173,6985,0.18896,0.27358
1589,1589,2010,30-45 y.,North Rhine-Westphalia,Paid,0.13374,136,6985,0.10093,0.16663
1590,1590,2010,30-45 y.,North Rhine-Westphalia,Not compensated,0.16504,137,6985,0.12021,0.20482
1591,1591,2010,30-45 y.,Hesse,Comp. time,0.49905,158,6985,0.4111,0.59697
1592,1592,2010,30-45 y.,Hesse,Some of both,0.12634,49,6985,0.07995,0.18669
1593,1593,2010,30-45 y.,Hesse,Paid,0.0936,38,6985,0.05759,0.14367
1594,1594,2010,30-45 y.,Hesse,Not compensated,0.28101,82,6985,0.21705,0.35629
1595,1595,2010,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.58227,106,6985,0.44771,0.72544
1596,1596,2010,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.19506,41,6985,0.13068,0.29265
1597,1597,2010,30-45 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.22267,33,6985,0.12597,0.32835
1598,1598,2010,30-45 y.,Baden-Wuerttemberg,Comp. time,0.4907,263,6985,0.40752,0.59652
1599,1599,2010,30-45 y.,Baden-Wuerttemberg,Some of both,0.14699,102,6985,0.10736,0.18923
1600,1600,2010,30-45 y.,Baden-Wuerttemberg,Paid,0.09024,69,6985,0.06158,0.1298
1601,1601,2010,30-45 y.,Baden-Wuerttemberg,Not compensated,0.27207,154,6985,0.21163,0.34209
1602,1602,2010,30-45 y.,Bavaria,Comp. time,0.56939,435,6985,0.4977,0.65703
1603,1603,2010,30-45 y.,Bavaria,Some of both,0.16605,117,6985,0.12127,0.21899
1604,1604,2010,30-45 y.,Bavaria,Paid,0.07394,60,6985,0.04776,0.11489
1605,1605,2010,30-45 y.,Bavaria,Not compensated,0.19062,132,6985,0.14601,0.24177
1606,1606,2010,30-45 y.,Berlin,Comp. time,0.6869,70,6985,0.5011,0.8946
1607,1607,2010,30-45 y.,Berlin,Not compensated,0.3131,32,6985,0.13385,0.50952
1608,1608,2010,30-45 y.,Brandenburg,Comp. time,1.0,86,6985,0.72625,1.31971
1609,1609,2010,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,36,6985,0.73579,1.31418
1610,1610,2010,30-45 y.,Saxony,Comp. time,0.62067,172,6985,0.51037,0.77061
1611,1611,2010,30-45 y.,Saxony,Some of both,0.20629,60,6985,0.13729,0.29022
1612,1612,2010,30-45 y.,Saxony,Not compensated,0.17303,57,6985,0.11164,0.27145
1613,1613,2010,30-45 y.,Saxony-Anhalt,Comp. time,0.67602,79,6985,0.52762,0.85176
1614,1614,2010,30-45 y.,Saxony-Anhalt,Some of both,0.32398,33,6985,0.23442,0.4423
1615,1615,2010,30-45 y.,Thuringa,Comp. time,0.70556,88,6985,0.51272,0.92512
1616,1616,2010,30-45 y.,Thuringa,Some of both,0.29444,38,6985,0.16334,0.51415
1617,1617,2010,46-65 y.,Schleswig-Holstein,Comp. time,1.0,50,6985,0.74537,1.25767
1618,1618,2010,46-65 y.,Lower Saxony,Comp. time,0.6412,129,6985,0.55244,0.75803
1619,1619,2010,46-65 y.,Lower Saxony,Some of both,0.15846,53,6985,0.11299,0.21077
1620,1620,2010,46-65 y.,Lower Saxony,Not compensated,0.20034,40,6985,0.13175,0.28511
1621,1621,2010,46-65 y.,North Rhine-Westphalia,Comp. time,0.50265,274,6985,0.44893,0.57341
1622,1622,2010,46-65 y.,North Rhine-Westphalia,Some of both,0.17583,87,6985,0.14035,0.21521
1623,1623,2010,46-65 y.,North Rhine-Westphalia,Paid,0.17208,72,6985,0.13198,0.20932
1624,1624,2010,46-65 y.,North Rhine-Westphalia,Not compensated,0.14944,112,6985,0.1192,0.17709
1625,1625,2010,46-65 y.,Hesse,Comp. time,0.5593,124,6985,0.43937,0.67022
1626,1626,2010,46-65 y.,Hesse,Some of both,0.19425,46,6985,0.13279,0.26844
1627,1627,2010,46-65 y.,Hesse,Not compensated,0.24645,59,6985,0.18093,0.30805
1628,1628,2010,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.83121,101,6985,0.6709,0.96759
1629,1629,2010,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.16879,31,6985,0.12666,0.21799
1630,1630,2010,46-65 y.,Baden-Wuerttemberg,Comp. time,0.56617,153,6985,0.46502,0.67807
1631,1631,2010,46-65 y.,Baden-Wuerttemberg,Some of both,0.22414,58,6985,0.15991,0.29698
1632,1632,2010,46-65 y.,Baden-Wuerttemberg,Not compensated,0.20968,79,6985,0.14627,0.27372
1633,1633,2010,46-65 y.,Bavaria,Comp. time,0.54647,242,6985,0.46428,0.61363
1634,1634,2010,46-65 y.,Bavaria,Some of both,0.1363,63,6985,0.09734,0.17627
1635,1635,2010,46-65 y.,Bavaria,Paid,0.09829,37,6985,0.06143,0.13507
1636,1636,2010,46-65 y.,Bavaria,Not compensated,0.21893,106,6985,0.17497,0.27231
1637,1637,2010,46-65 y.,Berlin,Comp. time,1.0,61,6985,0.7654,1.19226
1638,1638,2010,46-65 y.,Brandenburg,Comp. time,1.0,66,6985,0.7348,1.30481
1639,1639,2010,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,54,6985,0.74956,1.29462
1640,1640,2010,46-65 y.,Saxony,Comp. time,0.58331,118,6985,0.48718,0.68911
1641,1641,2010,46-65 y.,Saxony,Some of both,0.2746,52,6985,0.20434,0.35429
1642,1642,2010,46-65 y.,Saxony,Not compensated,0.14209,39,6985,0.09904,0.20754
1643,1643,2010,46-65 y.,Saxony-Anhalt,Comp. time,0.7302,68,6985,0.53054,0.97592
1644,1644,2010,46-65 y.,Saxony-Anhalt,Not compensated,0.2698,34,6985,0.19548,0.35028
1645,1645,2010,46-65 y.,Thuringa,Comp. time,1.0,60,6985,0.69985,1.32294
1646,1646,2011,17-29 y.,Schleswig-Holstein,Comp. time,1.0,31,8890,0.75734,1.32928
1647,1647,2011,17-29 y.,Lower Saxony,Comp. time,1.0,65,8890,0.78973,1.24881
1648,1648,2011,17-29 y.,North Rhine-Westphalia,Comp. time,0.59935,102,8890,0.47102,0.71193
1649,1649,2011,17-29 y.,North Rhine-Westphalia,Some of both,0.21073,45,8890,0.15763,0.26087
1650,1650,2011,17-29 y.,North Rhine-Westphalia,Paid,0.18993,45,8890,0.13771,0.25017
1651,1651,2011,17-29 y.,Hesse,Comp. time,1.0,38,8890,0.62778,1.46014
1652,1652,2011,17-29 y.,Baden-Wuerttemberg,Comp. time,0.79251,79,8890,0.63392,0.9659
1653,1653,2011,17-29 y.,Baden-Wuerttemberg,Some of both,0.20749,36,8890,0.1224,0.31213
1654,1654,2011,17-29 y.,Bavaria,Comp. time,0.57816,137,8890,0.46924,0.68735
1655,1655,2011,17-29 y.,Bavaria,Some of both,0.2479,43,8890,0.18189,0.338
1656,1656,2011,17-29 y.,Bavaria,Not compensated,0.17394,37,8890,0.12306,0.244
1657,1657,2011,17-29 y.,Saxony,Comp. time,0.61842,48,8890,0.39707,0.92221
1658,1658,2011,17-29 y.,Saxony,Some of both,0.38158,31,8890,0.23027,0.55584
1659,1659,2011,30-45 y.,Schleswig-Holstein,Comp. time,0.65759,82,8890,0.48596,0.85945
1660,1660,2011,30-45 y.,Schleswig-Holstein,Some of both,0.34241,43,8890,0.24497,0.45029
1661,1661,2011,30-45 y.,Lower Saxony,Comp. time,0.48471,233,8890,0.39804,0.56533
1662,1662,2011,30-45 y.,Lower Saxony,Some of both,0.2167,104,8890,0.16499,0.29436
1663,1663,2011,30-45 y.,Lower Saxony,Paid,0.14768,60,8890,0.09906,0.20617
1664,1664,2011,30-45 y.,Lower Saxony,Not compensated,0.1509,65,8890,0.10723,0.20483
1665,1665,2011,30-45 y.,North Rhine-Westphalia,Comp. time,0.44365,377,8890,0.38979,0.51376
1666,1666,2011,30-45 y.,North Rhine-Westphalia,Some of both,0.21522,174,8890,0.17332,0.26197
1667,1667,2011,30-45 y.,North Rhine-Westphalia,Paid,0.14993,161,8890,0.11746,0.18388
1668,1668,2011,30-45 y.,North Rhine-Westphalia,Not compensated,0.1912,167,8890,0.15327,0.22922
1669,1669,2011,30-45 y.,Hesse,Comp. time,0.50296,170,8890,0.43332,0.57841
1670,1670,2011,30-45 y.,Hesse,Some of both,0.16219,73,8890,0.12221,0.21472
1671,1671,2011,30-45 y.,Hesse,Paid,0.08313,41,8890,0.05275,0.12798
1672,1672,2011,30-45 y.,Hesse,Not compensated,0.25171,77,8890,0.1841,0.32245
1673,1673,2011,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.54455,123,8890,0.41948,0.72251
1674,1674,2011,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.18521,42,8890,0.10302,0.28369
1675,1675,2011,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.12227,34,8890,0.07501,0.18639
1676,1676,2011,30-45 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.14797,35,8890,0.08962,0.21841
1677,1677,2011,30-45 y.,Baden-Wuerttemberg,Comp. time,0.43004,323,8890,0.37668,0.47362
1678,1678,2011,30-45 y.,Baden-Wuerttemberg,Some of both,0.19841,142,8890,0.15549,0.25219
1679,1679,2011,30-45 y.,Baden-Wuerttemberg,Paid,0.11773,84,8890,0.09297,0.14555
1680,1680,2011,30-45 y.,Baden-Wuerttemberg,Not compensated,0.25382,163,8890,0.19634,0.30629
1681,1681,2011,30-45 y.,Bavaria,Comp. time,0.50885,454,8890,0.43633,0.5763
1682,1682,2011,30-45 y.,Bavaria,Some of both,0.2169,160,8890,0.17682,0.27526
1683,1683,2011,30-45 y.,Bavaria,Paid,0.07362,71,8890,0.05908,0.09246
1684,1684,2011,30-45 y.,Bavaria,Not compensated,0.20063,159,8890,0.16019,0.23967
1685,1685,2011,30-45 y.,Berlin,Comp. time,0.67905,79,8890,0.53192,0.84196
1686,1686,2011,30-45 y.,Berlin,Not compensated,0.32095,36,8890,0.19126,0.53914
1687,1687,2011,30-45 y.,Brandenburg,Comp. time,0.73107,86,8890,0.50267,0.96732
1688,1688,2011,30-45 y.,Brandenburg,Some of both,0.26893,32,8890,0.15781,0.39348
1689,1689,2011,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,51,8890,0.73653,1.30437
1690,1690,2011,30-45 y.,Saxony,Comp. time,0.53919,187,8890,0.4493,0.646
1691,1691,2011,30-45 y.,Saxony,Some of both,0.22989,73,8890,0.17128,0.28524
1692,1692,2011,30-45 y.,Saxony,Paid,0.0843,31,8890,0.05379,0.11966
1693,1693,2011,30-45 y.,Saxony,Not compensated,0.14662,61,8890,0.09742,0.22396
