"plb0195_h","year","bildungsniveau","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Abgefeiert","1984","(noch) kein Abschluss","maennlich","8","","",""
"Abgefeiert","1984","(noch) kein Abschluss","weiblich","13","","",""
"Abgefeiert","1984","Hauptschule","maennlich","363","0.226694100895454","0.207474227271127","0.24591397451978"
"Abgefeiert","1984","Hauptschule","weiblich","247","0.36271577338335","0.327646295671728","0.397785251094971"
"Abgefeiert","1984","Realschule","maennlich","116","0.285231815051776","0.241257187597849","0.329206442505702"
"Abgefeiert","1984","Realschule","weiblich","186","0.512592299209017","0.461172898522235","0.564011699895799"
"Abgefeiert","1984","(Fach-)Abitur","maennlich","41","0.258145227280838","0.196565363541007","0.319725091020668"
"Abgefeiert","1984","(Fach-)Abitur","weiblich","42","0.463088819648707","0.363858224603542","0.562319414693872"
"Abgefeiert","1984","AkademikerIn","maennlich","39","0.127668606891415","0.0919323963447444","0.163404817438086"
"Abgefeiert","1984","AkademikerIn","weiblich","21","","",""
"Teils, teils","1984","(noch) kein Abschluss","maennlich","12","","",""
"Teils, teils","1984","(noch) kein Abschluss","weiblich","8","","",""
"Teils, teils","1984","Hauptschule","maennlich","184","0.108486222849311","0.0942102379290665","0.122762207769556"
"Teils, teils","1984","Hauptschule","weiblich","72","0.106730558453728","0.0842081348878776","0.129252982019578"
"Teils, teils","1984","Realschule","maennlich","54","0.128321379814835","0.0957490902568473","0.160893669372822"
"Teils, teils","1984","Realschule","weiblich","41","0.106725897308832","0.0749628575945365","0.138488937023127"
"Teils, teils","1984","(Fach-)Abitur","maennlich","22","","",""
"Teils, teils","1984","(Fach-)Abitur","weiblich","7","","",""
"Teils, teils","1984","AkademikerIn","maennlich","46","0.115048456252675","0.0808799627642571","0.149216949741092"
"Teils, teils","1984","AkademikerIn","weiblich","14","","",""
"Bezahlt","1984","(noch) kein Abschluss","maennlich","184","0.818254016396623","0.766465344568134","0.870042688225113"
"Bezahlt","1984","(noch) kein Abschluss","weiblich","52","0.556022571039055","0.445760169718126","0.666284972359983"
"Bezahlt","1984","Hauptschule","maennlich","1008","0.50669015248241","0.483739983842422","0.529640321122399"
"Bezahlt","1984","Hauptschule","weiblich","265","0.327724985244759","0.293487035196387","0.361962935293131"
"Bezahlt","1984","Realschule","maennlich","104","0.254617492881276","0.212189323267563","0.29704566249499"
"Bezahlt","1984","Realschule","weiblich","52","0.139042874107113","0.103450258106287","0.174635490107939"
"Bezahlt","1984","(Fach-)Abitur","maennlich","82","0.281745138457288","0.218443532430273","0.345046744484304"
"Bezahlt","1984","(Fach-)Abitur","weiblich","23","","",""
"Bezahlt","1984","AkademikerIn","maennlich","53","0.134175414472957","0.0976767379262162","0.170674091019697"
"Bezahlt","1984","AkademikerIn","weiblich","15","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","maennlich","9","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","weiblich","5","","",""
"Nicht abgegolten","1984","Hauptschule","maennlich","268","0.158129523772825","0.141380716781999","0.174878330763651"
"Nicht abgegolten","1984","Hauptschule","weiblich","138","0.202828682918163","0.173498146245448","0.232159219590879"
"Nicht abgegolten","1984","Realschule","maennlich","131","0.331829312252113","0.285970620340007","0.377688004164219"
"Nicht abgegolten","1984","Realschule","weiblich","84","0.241638929375038","0.197602079421557","0.285675779328519"
"Nicht abgegolten","1984","(Fach-)Abitur","maennlich","49","0.337484606840899","0.270946230799862","0.404022982881937"
"Nicht abgegolten","1984","(Fach-)Abitur","weiblich","25","","",""
"Nicht abgegolten","1984","AkademikerIn","maennlich","197","0.623107522382954","0.571213669132547","0.67500137563336"
"Nicht abgegolten","1984","AkademikerIn","weiblich","41","0.458630331079296","0.356252543182616","0.561008118975976"
"Abgefeiert","1985","(noch) kein Abschluss","maennlich","5","","",""
"Abgefeiert","1985","(noch) kein Abschluss","weiblich","8","","",""
"Abgefeiert","1985","Hauptschule","maennlich","263","0.197584340587368","0.177460997502291","0.217707683672445"
"Abgefeiert","1985","Hauptschule","weiblich","209","0.360913472841367","0.322863551943284","0.39896339373945"
"Abgefeiert","1985","Realschule","maennlich","108","0.271052258801844","0.226880163241675","0.315224354362012"
"Abgefeiert","1985","Realschule","weiblich","161","0.477313909248852","0.42445434877136","0.530173469726343"
"Abgefeiert","1985","(Fach-)Abitur","maennlich","36","0.289471263390272","0.216894764582008","0.362047762198536"
"Abgefeiert","1985","(Fach-)Abitur","weiblich","37","0.495817857780716","0.385565126429935","0.606070589131498"
"Abgefeiert","1985","AkademikerIn","maennlich","41","0.148826756477965","0.10914249145264","0.18851102150329"
"Abgefeiert","1985","AkademikerIn","weiblich","26","","",""
"Teils, teils","1985","(noch) kein Abschluss","maennlich","9","","",""
"Teils, teils","1985","(noch) kein Abschluss","weiblich","3","","",""
"Teils, teils","1985","Hauptschule","maennlich","158","0.111452021673125","0.0955479402753054","0.127356103070945"
"Teils, teils","1985","Hauptschule","weiblich","66","0.112815458825343","0.0877506919371277","0.137880225713558"
"Teils, teils","1985","Realschule","maennlich","57","0.145710106498349","0.11064939198707","0.180770821009628"
"Teils, teils","1985","Realschule","weiblich","37","0.109201853431289","0.0761948811758271","0.142208825686751"
"Teils, teils","1985","(Fach-)Abitur","maennlich","14","","",""
"Teils, teils","1985","(Fach-)Abitur","weiblich","5","","",""
"Teils, teils","1985","AkademikerIn","maennlich","40","0.116872941329462","0.081051963730444","0.152693918928481"
"Teils, teils","1985","AkademikerIn","weiblich","14","","",""
"Bezahlt","1985","(noch) kein Abschluss","maennlich","111","0.761892209591009","0.688955526017631","0.834828893164387"
"Bezahlt","1985","(noch) kein Abschluss","weiblich","35","0.564447305483698","0.432201086037617","0.69669352492978"
"Bezahlt","1985","Hauptschule","maennlich","821","0.493536606396475","0.468269361568023","0.518803851224926"
"Bezahlt","1985","Hauptschule","weiblich","218","0.326920968828203","0.289756596783758","0.364085340872649"
"Bezahlt","1985","Realschule","maennlich","98","0.244810310943099","0.202081956361657","0.28753866552454"
"Bezahlt","1985","Realschule","weiblich","59","0.148059442785525","0.110473648442741","0.185645237128309"
"Bezahlt","1985","(Fach-)Abitur","maennlich","55","0.237811743480401","0.169679884872913","0.305943602087889"
"Bezahlt","1985","(Fach-)Abitur","weiblich","18","","",""
"Bezahlt","1985","AkademikerIn","maennlich","40","0.116005301740307","0.0803000088032596","0.151710594677354"
"Bezahlt","1985","AkademikerIn","weiblich","11","","",""
"Nicht abgegolten","1985","(noch) kein Abschluss","maennlich","6","","",""
"Nicht abgegolten","1985","(noch) kein Abschluss","weiblich","8","","",""
"Nicht abgegolten","1985","Hauptschule","maennlich","262","0.197427031343033","0.17730972892451","0.217544333761555"
"Nicht abgegolten","1985","Hauptschule","weiblich","119","0.199350099505087","0.167698042782521","0.231002156227652"
"Nicht abgegolten","1985","Realschule","maennlich","126","0.338427323756709","0.291406007704558","0.38544863980886"
"Nicht abgegolten","1985","Realschule","weiblich","86","0.265424794534334","0.218695426406746","0.312154162661922"
"Nicht abgegolten","1985","(Fach-)Abitur","maennlich","45","0.367902950470831","0.290730733181908","0.445075167759754"
"Nicht abgegolten","1985","(Fach-)Abitur","weiblich","19","","",""
"Nicht abgegolten","1985","AkademikerIn","maennlich","188","0.618295000452266","0.5641285168436","0.672461484060931"
"Nicht abgegolten","1985","AkademikerIn","weiblich","53","0.520537755443392","0.424523714996124","0.616551795890661"
"Abgefeiert","1986","(noch) kein Abschluss","maennlich","13","","",""
"Abgefeiert","1986","(noch) kein Abschluss","weiblich","9","","",""
"Abgefeiert","1986","Hauptschule","maennlich","285","0.221466961438237","0.199937906108914","0.242996016767561"
"Abgefeiert","1986","Hauptschule","weiblich","222","0.421091358524017","0.380665061665618","0.461517655382415"
"Abgefeiert","1986","Realschule","maennlich","123","0.364737095596501","0.314163342414136","0.415310848778867"
"Abgefeiert","1986","Realschule","weiblich","157","0.479175216948916","0.425357274612854","0.532993159284977"
"Abgefeiert","1986","(Fach-)Abitur","maennlich","32","0.243780239295982","0.175297223413888","0.312263255178076"
"Abgefeiert","1986","(Fach-)Abitur","weiblich","37","0.42825198872352","0.324274220800239","0.5322297566468"
"Abgefeiert","1986","AkademikerIn","maennlich","52","0.184881111084948","0.1389995174666","0.230762704703295"
"Abgefeiert","1986","AkademikerIn","weiblich","25","","",""
"Teils, teils","1986","(noch) kein Abschluss","maennlich","8","","",""
"Teils, teils","1986","(noch) kein Abschluss","weiblich","5","","",""
"Teils, teils","1986","Hauptschule","maennlich","165","0.122587011726804","0.10558281051586","0.139591212937749"
"Teils, teils","1986","Hauptschule","weiblich","60","0.116461490054634","0.0901966540818026","0.142726326027466"
"Teils, teils","1986","Realschule","maennlich","50","0.149180486026261","0.111749333544991","0.186611638507531"
"Teils, teils","1986","Realschule","weiblich","42","0.115430442811051","0.0810065271210798","0.149854358501022"
"Teils, teils","1986","(Fach-)Abitur","maennlich","18","","",""
"Teils, teils","1986","(Fach-)Abitur","weiblich","10","","",""
"Teils, teils","1986","AkademikerIn","maennlich","31","0.111864134607817","0.0746106517139522","0.149117617501681"
"Teils, teils","1986","AkademikerIn","weiblich","4","","",""
"Bezahlt","1986","(noch) kein Abschluss","maennlich","119","0.78990630522247","0.722902692700812","0.856909917744129"
"Bezahlt","1986","(noch) kein Abschluss","weiblich","30","0.397695210055441","0.260659615112487","0.534730804998394"
"Bezahlt","1986","Hauptschule","maennlich","828","0.540288034144896","0.514448328899907","0.566127739389885"
"Bezahlt","1986","Hauptschule","weiblich","206","0.323545997505487","0.285240780127139","0.361851214883834"
"Bezahlt","1986","Realschule","maennlich","93","0.250954309841461","0.205402047276853","0.29650657240607"
"Bezahlt","1986","Realschule","weiblich","59","0.175898583959576","0.134882367541242","0.21691480037791"
"Bezahlt","1986","(Fach-)Abitur","maennlich","66","0.33697334495558","0.261581757843023","0.412364932068137"
"Bezahlt","1986","(Fach-)Abitur","weiblich","14","","",""
"Bezahlt","1986","AkademikerIn","maennlich","40","0.130444128514365","0.0906386583590982","0.170249598669632"
"Bezahlt","1986","AkademikerIn","weiblich","5","","",""
"Nicht abgegolten","1986","(noch) kein Abschluss","maennlich","2","","",""
"Nicht abgegolten","1986","(noch) kein Abschluss","weiblich","5","","",""
"Nicht abgegolten","1986","Hauptschule","maennlich","151","0.115657992690062","0.0990762592469836","0.132239726133141"
"Nicht abgegolten","1986","Hauptschule","weiblich","85","0.138901153915862","0.110583960285688","0.167218347546037"
"Nicht abgegolten","1986","Realschule","maennlich","82","0.235128108535776","0.190572221442415","0.279683995629137"
"Nicht abgegolten","1986","Realschule","weiblich","73","0.229495756280457","0.184194636088379","0.274796876472535"
"Nicht abgegolten","1986","(Fach-)Abitur","maennlich","35","0.259047380714693","0.189168741541466","0.32892601988792"
"Nicht abgegolten","1986","(Fach-)Abitur","weiblich","26","","",""
"Nicht abgegolten","1986","AkademikerIn","maennlich","152","0.572810625792871","0.514345417974474","0.631275833611267"
"Nicht abgegolten","1986","AkademikerIn","weiblich","44","0.569136600998754","0.459241369251221","0.679031832746287"
"Abgefeiert","1987","(noch) kein Abschluss","maennlich","","","",""
"Abgefeiert","1987","(noch) kein Abschluss","weiblich","","","",""
"Abgefeiert","1987","Hauptschule","maennlich","","","",""
"Abgefeiert","1987","Hauptschule","weiblich","","","",""
"Abgefeiert","1987","Realschule","maennlich","","","",""
"Abgefeiert","1987","Realschule","weiblich","","","",""
"Abgefeiert","1987","(Fach-)Abitur","maennlich","","","",""
"Abgefeiert","1987","(Fach-)Abitur","weiblich","","","",""
"Abgefeiert","1987","AkademikerIn","maennlich","","","",""
"Abgefeiert","1987","AkademikerIn","weiblich","","","",""
"Teils, teils","1987","(noch) kein Abschluss","maennlich","","","",""
"Teils, teils","1987","(noch) kein Abschluss","weiblich","","","",""
"Teils, teils","1987","Hauptschule","maennlich","","","",""
"Teils, teils","1987","Hauptschule","weiblich","","","",""
"Teils, teils","1987","Realschule","maennlich","","","",""
"Teils, teils","1987","Realschule","weiblich","","","",""
"Teils, teils","1987","(Fach-)Abitur","maennlich","","","",""
"Teils, teils","1987","(Fach-)Abitur","weiblich","","","",""
"Teils, teils","1987","AkademikerIn","maennlich","","","",""
"Teils, teils","1987","AkademikerIn","weiblich","","","",""
"Bezahlt","1987","(noch) kein Abschluss","maennlich","","","",""
"Bezahlt","1987","(noch) kein Abschluss","weiblich","","","",""
"Bezahlt","1987","Hauptschule","maennlich","","","",""
"Bezahlt","1987","Hauptschule","weiblich","","","",""
"Bezahlt","1987","Realschule","maennlich","","","",""
"Bezahlt","1987","Realschule","weiblich","","","",""
"Bezahlt","1987","(Fach-)Abitur","maennlich","","","",""
"Bezahlt","1987","(Fach-)Abitur","weiblich","","","",""
"Bezahlt","1987","AkademikerIn","maennlich","","","",""
"Bezahlt","1987","AkademikerIn","weiblich","","","",""
"Nicht abgegolten","1987","(noch) kein Abschluss","maennlich","","","",""
"Nicht abgegolten","1987","(noch) kein Abschluss","weiblich","","","",""
"Nicht abgegolten","1987","Hauptschule","maennlich","","","",""
"Nicht abgegolten","1987","Hauptschule","weiblich","","","",""
"Nicht abgegolten","1987","Realschule","maennlich","","","",""
"Nicht abgegolten","1987","Realschule","weiblich","","","",""
"Nicht abgegolten","1987","(Fach-)Abitur","maennlich","","","",""
"Nicht abgegolten","1987","(Fach-)Abitur","weiblich","","","",""
"Nicht abgegolten","1987","AkademikerIn","maennlich","","","",""
"Nicht abgegolten","1987","AkademikerIn","weiblich","","","",""
"Abgefeiert","1988","(noch) kein Abschluss","maennlich","12","","",""
"Abgefeiert","1988","(noch) kein Abschluss","weiblich","8","","",""
"Abgefeiert","1988","Hauptschule","maennlich","300","0.249455008287275","0.226525775587431","0.272384240987119"
"Abgefeiert","1988","Hauptschule","weiblich","223","0.450252259523016","0.409337161106973","0.491167357939058"
"Abgefeiert","1988","Realschule","maennlich","123","0.359623249002271","0.308311110990612","0.410935387013929"
"Abgefeiert","1988","Realschule","weiblich","176","0.503438552000329","0.45052574939329","0.556351354607368"
"Abgefeiert","1988","(Fach-)Abitur","maennlich","39","0.263288523729248","0.194176999042426","0.33240004841607"
"Abgefeiert","1988","(Fach-)Abitur","weiblich","39","0.487828102292932","0.386238818849473","0.589417385736391"
"Abgefeiert","1988","AkademikerIn","maennlich","51","0.177543210315907","0.131793402572247","0.223293018059567"
"Abgefeiert","1988","AkademikerIn","weiblich","27","","",""
"Teils, teils","1988","(noch) kein Abschluss","maennlich","11","","",""
"Teils, teils","1988","(noch) kein Abschluss","weiblich","1","","",""
"Teils, teils","1988","Hauptschule","maennlich","180","0.141356640638581","0.12289503125259","0.159818250024573"
"Teils, teils","1988","Hauptschule","weiblich","58","0.106266414486327","0.0809223668544037","0.13161046211825"
"Teils, teils","1988","Realschule","maennlich","47","0.132112888067173","0.0959067114835058","0.168319064650839"
"Teils, teils","1988","Realschule","weiblich","39","0.10940590063716","0.0763718895277467","0.142439911746573"
"Teils, teils","1988","(Fach-)Abitur","maennlich","24","","",""
"Teils, teils","1988","(Fach-)Abitur","weiblich","13","","",""
"Teils, teils","1988","AkademikerIn","maennlich","35","0.122424705844472","0.0831821375498699","0.161667274139073"
"Teils, teils","1988","AkademikerIn","weiblich","8","","",""
"Bezahlt","1988","(noch) kein Abschluss","maennlich","106","0.840602967994914","0.777679595751113","0.903526340238715"
"Bezahlt","1988","(noch) kein Abschluss","weiblich","39","0.621067286278992","0.487925806344238","0.754208766213745"
"Bezahlt","1988","Hauptschule","maennlich","753","0.499327700256528","0.472832045629841","0.525823354883216"
"Bezahlt","1988","Hauptschule","weiblich","225","0.339499855218966","0.300556785832112","0.37844292460582"
"Bezahlt","1988","Realschule","maennlich","101","0.297752361786515","0.248858853175908","0.346645870397123"
"Bezahlt","1988","Realschule","weiblich","60","0.168551289323558","0.128933995852316","0.208168582794799"
"Bezahlt","1988","(Fach-)Abitur","maennlich","65","0.340620851839304","0.266252353579453","0.414989350099155"
"Bezahlt","1988","(Fach-)Abitur","weiblich","18","","",""
"Bezahlt","1988","AkademikerIn","maennlich","31","0.0983958080189263","0.0627361681078686","0.134055447929984"
"Bezahlt","1988","AkademikerIn","weiblich","8","","",""
"Nicht abgegolten","1988","(noch) kein Abschluss","maennlich","1","","",""
"Nicht abgegolten","1988","(noch) kein Abschluss","weiblich","3","","",""
"Nicht abgegolten","1988","Hauptschule","maennlich","135","0.109860650817615","0.0932894062879578","0.126431895347273"
"Nicht abgegolten","1988","Hauptschule","weiblich","62","0.103981470771692","0.0788793510499926","0.12908359049339"
"Nicht abgegolten","1988","Realschule","maennlich","65","0.210511501144042","0.166921260132801","0.254101742155282"
"Nicht abgegolten","1988","Realschule","weiblich","68","0.218604258038954","0.174865559161962","0.262342956915946"
"Nicht abgegolten","1988","(Fach-)Abitur","maennlich","28","","",""
"Nicht abgegolten","1988","(Fach-)Abitur","weiblich","23","","",""
"Nicht abgegolten","1988","AkademikerIn","maennlich","151","0.601636275820695","0.54302413382899","0.660248417812401"
"Nicht abgegolten","1988","AkademikerIn","weiblich","51","0.541158229044456","0.440423836629481","0.641892621459431"
