"plb0195_h","year","bildungsniveau","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nicht abgegolten","1991","Realschule","maennlich","80","0.134784215699601","0.111523950743926","0.158044480655277"
"Nicht abgegolten","1991","Realschule","weiblich","98","0.145455093866889","0.120256803097819","0.170653384635959"
"Nicht abgegolten","1991","(Fach-)Abitur","maennlich","32","0.189617339537946","0.13555977186121","0.243674907214681"
"Nicht abgegolten","1991","(Fach-)Abitur","weiblich","24","","",""
"Nicht abgegolten","1991","AkademikerIn","maennlich","249","0.449190467176109","0.408066412990695","0.490314521361524"
"Nicht abgegolten","1991","AkademikerIn","weiblich","117","0.336915010785776","0.290065561406226","0.383764460165325"
"Abgefeiert","1992","(noch) kein Abschluss","maennlich","14","","",""
"Abgefeiert","1992","(noch) kein Abschluss","weiblich","12","","",""
"Abgefeiert","1992","Hauptschule","maennlich","384","0.259934918418883","0.238274089067659","0.281595747770107"
"Abgefeiert","1992","Hauptschule","weiblich","306","0.426319391602698","0.391388846966747","0.461249936238649"
"Abgefeiert","1992","Realschule","maennlich","262","0.320666403898885","0.288504473525877","0.352828334271892"
"Abgefeiert","1992","Realschule","weiblich","376","0.520538084751322","0.484072450516413","0.557003718986231"
"Abgefeiert","1992","(Fach-)Abitur","maennlich","71","0.335473061704586","0.271307567269102","0.399638556140069"
"Abgefeiert","1992","(Fach-)Abitur","weiblich","68","0.459068057630367","0.375926453557799","0.542209661702936"
"Abgefeiert","1992","AkademikerIn","maennlich","137","0.254309167362958","0.216808100669922","0.291810234055994"
"Abgefeiert","1992","AkademikerIn","weiblich","178","0.473952292719072","0.422936567829296","0.524968017608848"
"Teils, teils","1992","(noch) kein Abschluss","maennlich","16","","",""
"Teils, teils","1992","(noch) kein Abschluss","weiblich","8","","",""
"Teils, teils","1992","Hauptschule","maennlich","274","0.177098589065306","0.158245207112446","0.195951971018167"
"Teils, teils","1992","Hauptschule","weiblich","110","0.142446436001662","0.117759957064947","0.167132914938377"
"Teils, teils","1992","Realschule","maennlich","169","0.205952736179265","0.178086341100999","0.233819131257531"
"Teils, teils","1992","Realschule","weiblich","123","0.158262280723886","0.131620848828129","0.184903712619643"
"Teils, teils","1992","(Fach-)Abitur","maennlich","30","0.156939292070665","0.107506892513149","0.20637169162818"
"Teils, teils","1992","(Fach-)Abitur","weiblich","20","","",""
"Teils, teils","1992","AkademikerIn","maennlich","86","0.184469146456471","0.151067699698889","0.217870593214054"
"Teils, teils","1992","AkademikerIn","weiblich","40","0.107792106994012","0.0761073272340081","0.139476886754016"
"Bezahlt","1992","(noch) kein Abschluss","maennlich","97","0.769691091487262","0.697035869434161","0.842346313540363"
"Bezahlt","1992","(noch) kein Abschluss","weiblich","36","0.609766625558974","0.483131351943397","0.73640189917455"
"Bezahlt","1992","Hauptschule","maennlich","818","0.488705730183688","0.464018805598178","0.513392654769197"
"Bezahlt","1992","Hauptschule","weiblich","282","0.338158843860248","0.304743957504793","0.371573730215703"
"Bezahlt","1992","Realschule","maennlich","293","0.348160664396495","0.315333455124973","0.380987873668016"
"Bezahlt","1992","Realschule","weiblich","139","0.193679075042561","0.164833727558098","0.222524422527024"
"Bezahlt","1992","(Fach-)Abitur","maennlich","69","0.314928190056556","0.251804810759078","0.378051569354033"
"Bezahlt","1992","(Fach-)Abitur","weiblich","23","","",""
"Bezahlt","1992","AkademikerIn","maennlich","55","0.0960304529917099","0.0706578747751237","0.121403031208296"
"Bezahlt","1992","AkademikerIn","weiblich","28","","",""
"Nicht abgegolten","1992","(noch) kein Abschluss","maennlich","2","","",""
"Nicht abgegolten","1992","(noch) kein Abschluss","weiblich","1","","",""
"Nicht abgegolten","1992","Hauptschule","maennlich","99","0.0742607623321225","0.0613118929683806","0.0872096316958644"
"Nicht abgegolten","1992","Hauptschule","weiblich","72","0.093075328535392","0.0725539928038111","0.113596664266973"
"Nicht abgegolten","1992","Realschule","maennlich","85","0.125220195525356","0.102413603535732","0.148026787514979"
"Nicht abgegolten","1992","Realschule","weiblich","83","0.127520559482231","0.103173407636223","0.15186771132824"
"Nicht abgegolten","1992","(Fach-)Abitur","maennlich","38","0.192659456168194","0.139062519292452","0.246256393043936"
"Nicht abgegolten","1992","(Fach-)Abitur","weiblich","27","","",""
"Nicht abgegolten","1992","AkademikerIn","maennlich","240","0.465191233188861","0.422237765490136","0.508144700887586"
"Nicht abgegolten","1992","AkademikerIn","weiblich","122","0.34656154147181","0.297941344852605","0.395181738091016"
"Abgefeiert","1993","(noch) kein Abschluss","maennlich","13","","",""
"Abgefeiert","1993","(noch) kein Abschluss","weiblich","16","","",""
"Abgefeiert","1993","Hauptschule","maennlich","339","0.248813356523994","0.226545696411494","0.271081016636494"
"Abgefeiert","1993","Hauptschule","weiblich","293","0.427952846687881","0.391635241733808","0.464270451641953"
"Abgefeiert","1993","Realschule","maennlich","244","0.293843637026074","0.262741296714698","0.32494597733745"
"Abgefeiert","1993","Realschule","weiblich","399","0.537006251308278","0.500933663822525","0.57307883879403"
"Abgefeiert","1993","(Fach-)Abitur","maennlich","67","0.382535483983009","0.313790764776561","0.451280203189457"
"Abgefeiert","1993","(Fach-)Abitur","weiblich","78","0.465738932738387","0.387461994998705","0.544015870478069"
"Abgefeiert","1993","AkademikerIn","maennlich","122","0.237655641750719","0.201315012499231","0.273996271002207"
"Abgefeiert","1993","AkademikerIn","weiblich","187","0.44823684747499","0.398560706493823","0.497912988456157"
"Teils, teils","1993","(noch) kein Abschluss","maennlich","22","","",""
"Teils, teils","1993","(noch) kein Abschluss","weiblich","14","","",""
"Teils, teils","1993","Hauptschule","maennlich","258","0.174625494813437","0.155071154915729","0.194179834711145"
"Teils, teils","1993","Hauptschule","weiblich","105","0.13860552274396","0.113242872359102","0.163968173128819"
"Teils, teils","1993","Realschule","maennlich","180","0.209636623993364","0.181843877405692","0.237429370581037"
"Teils, teils","1993","Realschule","weiblich","100","0.135001476702274","0.110279852315523","0.159723101089025"
"Teils, teils","1993","(Fach-)Abitur","maennlich","36","0.185359686852394","0.130394454389192","0.240324919315595"
"Teils, teils","1993","(Fach-)Abitur","weiblich","23","","",""
"Teils, teils","1993","AkademikerIn","maennlich","90","0.163773010006681","0.132177451310283","0.195368568703079"
"Teils, teils","1993","AkademikerIn","weiblich","55","0.139711024350692","0.105080804913916","0.174341243787468"
"Bezahlt","1993","(noch) kein Abschluss","maennlich","76","0.656234845156549","0.569046941537532","0.743422748775567"
"Bezahlt","1993","(noch) kein Abschluss","weiblich","33","0.50277726587935","0.381227334688583","0.624327197070116"
"Bezahlt","1993","Hauptschule","maennlich","749","0.490907973414407","0.465158876568393","0.516657070260421"
"Bezahlt","1993","Hauptschule","weiblich","240","0.321490404003734","0.287208468747285","0.355772339260182"
"Bezahlt","1993","Realschule","maennlich","301","0.335054518192763","0.302826377993455","0.367282658392071"
"Bezahlt","1993","Realschule","weiblich","145","0.20206741905313","0.173018410966971","0.231116427139288"
"Bezahlt","1993","(Fach-)Abitur","maennlich","56","0.265260650764795","0.202815237851508","0.327706063678082"
"Bezahlt","1993","(Fach-)Abitur","weiblich","24","","",""
"Bezahlt","1993","AkademikerIn","maennlich","59","0.110050198528434","0.0833311521475625","0.136769244909305"
"Bezahlt","1993","AkademikerIn","weiblich","36","0.107384035256187","0.0764583087260644","0.138309761786309"
"Nicht abgegolten","1993","(noch) kein Abschluss","maennlich","3","","",""
"Nicht abgegolten","1993","(noch) kein Abschluss","weiblich","2","","",""
"Nicht abgegolten","1993","Hauptschule","maennlich","102","0.085653175248162","0.0712389592973805","0.100067391198944"
"Nicht abgegolten","1993","Hauptschule","weiblich","75","0.111951226564425","0.0888073468459819","0.135095106282869"
"Nicht abgegolten","1993","Realschule","maennlich","99","0.161465220787799","0.136341467464181","0.186588974111416"
"Nicht abgegolten","1993","Realschule","weiblich","90","0.125924852936318","0.101923806720963","0.149925899151674"
"Nicht abgegolten","1993","(Fach-)Abitur","maennlich","33","0.166844178399803","0.114107093243615","0.21958126355599"
"Nicht abgegolten","1993","(Fach-)Abitur","weiblich","31","0.246326574672089","0.178713135522612","0.313940013821567"
"Nicht abgegolten","1993","AkademikerIn","maennlich","256","0.488521149714166","0.445843714787126","0.531198584641206"
"Nicht abgegolten","1993","AkademikerIn","weiblich","107","0.304668092918132","0.258692504888401","0.350643680947862"
"Abgefeiert","1994","(noch) kein Abschluss","maennlich","11","","",""
"Abgefeiert","1994","(noch) kein Abschluss","weiblich","20","","",""
"Abgefeiert","1994","Hauptschule","maennlich","388","0.295003030767208","0.27084546164618","0.319160599888237"
"Abgefeiert","1994","Hauptschule","weiblich","300","0.441264272123006","0.404480888622755","0.478047655623256"
"Abgefeiert","1994","Realschule","maennlich","249","0.303850917703636","0.272580838390139","0.335120997017133"
"Abgefeiert","1994","Realschule","weiblich","422","0.581128413286988","0.545580939951072","0.616675886622904"
"Abgefeiert","1994","(Fach-)Abitur","maennlich","67","0.385229728559074","0.316214054533881","0.454245402584267"
"Abgefeiert","1994","(Fach-)Abitur","weiblich","93","0.536378942453446","0.459109898963075","0.613647985943817"
"Abgefeiert","1994","AkademikerIn","maennlich","132","0.234358372282054","0.198192762767468","0.27052398179664"
"Abgefeiert","1994","AkademikerIn","weiblich","184","0.444295490913087","0.395479234870275","0.493111746955899"
"Teils, teils","1994","(noch) kein Abschluss","maennlich","11","","",""
"Teils, teils","1994","(noch) kein Abschluss","weiblich","6","","",""
"Teils, teils","1994","Hauptschule","maennlich","250","0.183186236071777","0.162695653302894","0.20367681884066"
"Teils, teils","1994","Hauptschule","weiblich","107","0.149068191855294","0.122684294915869","0.175452088794719"
"Teils, teils","1994","Realschule","maennlich","193","0.226401666975709","0.197947547426816","0.254855786524603"
"Teils, teils","1994","Realschule","weiblich","114","0.149025705180241","0.123367808926301","0.174683601434181"
"Teils, teils","1994","(Fach-)Abitur","maennlich","36","0.171283441099222","0.117852588357711","0.224714293840733"
"Teils, teils","1994","(Fach-)Abitur","weiblich","23","","",""
"Teils, teils","1994","AkademikerIn","maennlich","98","0.190891224915613","0.157337617303162","0.224444832528065"
"Teils, teils","1994","AkademikerIn","weiblich","47","0.0976883794939766","0.068520404236046","0.126856354751907"
"Bezahlt","1994","(noch) kein Abschluss","maennlich","63","0.713613869176963","0.620216537601246","0.80701120075268"
"Bezahlt","1994","(noch) kein Abschluss","weiblich","31","0.515766701056963","0.388247359799066","0.64328604231486"
"Bezahlt","1994","Hauptschule","maennlich","641","0.446147805807268","0.419815876046256","0.47247973556828"
"Bezahlt","1994","Hauptschule","weiblich","224","0.306746586466603","0.272585242471318","0.340907930461889"
"Bezahlt","1994","Realschule","maennlich","286","0.317217520654605","0.285575271457997","0.348859769851213"
"Bezahlt","1994","Realschule","weiblich","118","0.165929388886608","0.139125655004176","0.19273312276904"
"Bezahlt","1994","(Fach-)Abitur","maennlich","58","0.275561718021005","0.212197869764479","0.338925566277531"
"Bezahlt","1994","(Fach-)Abitur","weiblich","21","","",""
"Bezahlt","1994","AkademikerIn","maennlich","45","0.0850574096809557","0.0612399311769361","0.108874888184975"
"Bezahlt","1994","AkademikerIn","weiblich","39","0.112009625673846","0.0810255633913301","0.142993687956362"
"Nicht abgegolten","1994","(noch) kein Abschluss","maennlich","5","","",""
"Nicht abgegolten","1994","(noch) kein Abschluss","weiblich","2","","",""
"Nicht abgegolten","1994","Hauptschule","maennlich","90","0.0756629273537466","0.0616540567845637","0.0896717979229294"
"Nicht abgegolten","1994","Hauptschule","weiblich","69","0.102920949555097","0.0804114250729496","0.125430474037244"
"Nicht abgegolten","1994","Realschule","maennlich","103","0.15252989466605","0.128085051347187","0.176974737984912"
"Nicht abgegolten","1994","Realschule","weiblich","86","0.103916492646163","0.0819303666083656","0.12590261868396"
"Nicht abgegolten","1994","(Fach-)Abitur","maennlich","30","0.167925112320699","0.114913570140378","0.22093665450102"
"Nicht abgegolten","1994","(Fach-)Abitur","weiblich","23","","",""
"Nicht abgegolten","1994","AkademikerIn","maennlich","252","0.489692993121377","0.44701337802412","0.532372608218634"
"Nicht abgegolten","1994","AkademikerIn","weiblich","128","0.34600650391909","0.299272240642965","0.392740767195216"
"Abgefeiert","1995","(noch) kein Abschluss","maennlich","19","","",""
"Abgefeiert","1995","(noch) kein Abschluss","weiblich","14","","",""
"Abgefeiert","1995","Hauptschule","maennlich","350","0.262708984850808","0.239826246964859","0.285591722736756"
"Abgefeiert","1995","Hauptschule","weiblich","329","0.49104248947756","0.454270323065681","0.527814655889439"
"Abgefeiert","1995","Realschule","maennlich","280","0.333368929790932","0.30222222611999","0.364515633461874"
"Abgefeiert","1995","Realschule","weiblich","443","0.552100358021421","0.517489619256339","0.586711096786503"
"Abgefeiert","1995","(Fach-)Abitur","maennlich","89","0.412102678875903","0.349959562419566","0.47424579533224"
"Abgefeiert","1995","(Fach-)Abitur","weiblich","100","0.499411943220461","0.426570505771027","0.572253380669895"
"Abgefeiert","1995","AkademikerIn","maennlich","137","0.239751030177112","0.204454005840863","0.275048054513361"
"Abgefeiert","1995","AkademikerIn","weiblich","221","0.484627832253278","0.437824616628604","0.531431047877953"
"Teils, teils","1995","(noch) kein Abschluss","maennlich","11","","",""
"Teils, teils","1995","(noch) kein Abschluss","weiblich","11","","",""
"Teils, teils","1995","Hauptschule","maennlich","253","0.188517871504501","0.168181812387335","0.208853930621667"
"Teils, teils","1995","Hauptschule","weiblich","107","0.140943117780406","0.115348313405886","0.166537922154926"
"Teils, teils","1995","Realschule","maennlich","203","0.220102112425701","0.192728145870772","0.24747607898063"
"Teils, teils","1995","Realschule","weiblich","138","0.167016958946473","0.141056649614485","0.19297726827846"
"Teils, teils","1995","(Fach-)Abitur","maennlich","62","0.271877321578092","0.215704228257124","0.328050414899059"
"Teils, teils","1995","(Fach-)Abitur","weiblich","17","","",""
"Teils, teils","1995","AkademikerIn","maennlich","104","0.17615801779684","0.144662184702013","0.207653850891667"
"Teils, teils","1995","AkademikerIn","weiblich","59","0.121282377839735","0.0907096242986775","0.151855131380793"
"Bezahlt","1995","(noch) kein Abschluss","maennlich","62","0.695497859100415","0.602957887405805","0.788037830795025"
"Bezahlt","1995","(noch) kein Abschluss","weiblich","27","","",""
"Bezahlt","1995","Hauptschule","maennlich","717","0.471032327275306","0.445079123611674","0.496985530938937"
"Bezahlt","1995","Hauptschule","weiblich","207","0.275294753822893","0.242439972047023","0.308149535598764"
"Bezahlt","1995","Realschule","maennlich","293","0.301461113937941","0.271141916692739","0.331780311183143"
"Bezahlt","1995","Realschule","weiblich","132","0.169467947303397","0.143356347509436","0.195579547097357"
"Bezahlt","1995","(Fach-)Abitur","maennlich","58","0.185917992176617","0.136800706562212","0.235035277791023"
"Bezahlt","1995","(Fach-)Abitur","weiblich","36","0.216326705326627","0.156343261628307","0.276310149024946"
"Bezahlt","1995","AkademikerIn","maennlich","58","0.101269435098588","0.0763272853194621","0.126211584877714"
"Bezahlt","1995","AkademikerIn","weiblich","32","0.0708221949685173","0.0467982048390881","0.0948461850979466"
"Nicht abgegolten","1995","(noch) kein Abschluss","maennlich","3","","",""
"Nicht abgegolten","1995","(noch) kein Abschluss","weiblich","2","","",""
"Nicht abgegolten","1995","Hauptschule","maennlich","101","0.0777408163693857","0.0638188014518424","0.0916628312869291"
"Nicht abgegolten","1995","Hauptschule","weiblich","67","0.0927196389191405","0.0713854794209324","0.114053798417349"
"Nicht abgegolten","1995","Realschule","maennlich","104","0.145067843845426","0.121799891847794","0.168335795843058"
"Nicht abgegolten","1995","Realschule","weiblich","80","0.11141473572871","0.0895153280712431","0.133314143386177"
"Nicht abgegolten","1995","(Fach-)Abitur","maennlich","32","0.130102007369388","0.0876287340103803","0.172575280728396"
"Nicht abgegolten","1995","(Fach-)Abitur","weiblich","28","","",""
"Nicht abgegolten","1995","AkademikerIn","maennlich","263","0.48282151692746","0.441507876499576","0.524135157355345"
"Nicht abgegolten","1995","AkademikerIn","weiblich","126","0.323267594938469","0.27946492246438","0.367070267412558"
"Abgefeiert","1996","(noch) kein Abschluss","maennlich","28","","",""
"Abgefeiert","1996","(noch) kein Abschluss","weiblich","21","","",""
"Abgefeiert","1996","Hauptschule","maennlich","401","0.317163098189006","0.292190139795354","0.342136056582659"
"Abgefeiert","1996","Hauptschule","weiblich","338","0.524056589490328","0.486012617911446","0.562100561069211"
"Abgefeiert","1996","Realschule","maennlich","323","0.402885782880994","0.370498104812025","0.435273460949963"
"Abgefeiert","1996","Realschule","weiblich","450","0.564141192684275","0.529162283645371","0.59912010172318"
"Abgefeiert","1996","(Fach-)Abitur","maennlich","95","0.409829696102062","0.347216725844632","0.472442666359492"
"Abgefeiert","1996","(Fach-)Abitur","weiblich","103","0.498763469231208","0.427100307670533","0.570426630791883"
"Abgefeiert","1996","AkademikerIn","maennlich","165","0.286865263663725","0.249404307813981","0.324326219513469"
"Abgefeiert","1996","AkademikerIn","weiblich","219","0.484546700069933","0.437089099828637","0.532004300311229"
"Teils, teils","1996","(noch) kein Abschluss","maennlich","7","","",""
"Teils, teils","1996","(noch) kein Abschluss","weiblich","11","","",""
"Teils, teils","1996","Hauptschule","maennlich","244","0.17610599507067","0.155665429039852","0.196546561101489"
"Teils, teils","1996","Hauptschule","weiblich","87","0.143396805446623","0.116698808483706","0.170094802409541"
"Teils, teils","1996","Realschule","maennlich","197","0.210159369852313","0.183256150609329","0.237062589095296"
"Teils, teils","1996","Realschule","weiblich","112","0.146906218386595","0.121933954318695","0.171878482454496"
"Teils, teils","1996","(Fach-)Abitur","maennlich","47","0.227801564255575","0.174404580242222","0.281198548268928"
"Teils, teils","1996","(Fach-)Abitur","weiblich","19","","",""
"Teils, teils","1996","AkademikerIn","maennlich","85","0.150776371344785","0.121139540880723","0.180413201808847"
"Teils, teils","1996","AkademikerIn","weiblich","53","0.145443767413464","0.111965638896521","0.178921895930408"
"Bezahlt","1996","(noch) kein Abschluss","maennlich","53","0.608600279590295","0.507202273037854","0.709998286142737"
"Bezahlt","1996","(noch) kein Abschluss","weiblich","20","","",""
"Bezahlt","1996","Hauptschule","maennlich","609","0.440009271875964","0.413371891742324","0.466646652009605"
"Bezahlt","1996","Hauptschule","weiblich","187","0.263910543348307","0.23033579506923","0.297485291627385"
"Bezahlt","1996","Realschule","maennlich","255","0.253018361990721","0.224311143159353","0.281725580822088"
"Bezahlt","1996","Realschule","weiblich","119","0.152605070246745","0.127238202013699","0.17797193847979"
"Bezahlt","1996","(Fach-)Abitur","maennlich","66","0.243495355578843","0.188853547912301","0.298137163245385"
"Bezahlt","1996","(Fach-)Abitur","weiblich","29","","",""
"Bezahlt","1996","AkademikerIn","maennlich","56","0.0902191395153943","0.0664905558786324","0.113947723152156"
"Bezahlt","1996","AkademikerIn","weiblich","28","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","maennlich","1","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","weiblich","3","","",""
"Nicht abgegolten","1996","Hauptschule","maennlich","80","0.0667216348643591","0.0533307549640054","0.0801125147647128"
"Nicht abgegolten","1996","Hauptschule","weiblich","50","0.0686360617147411","0.0493761193345084","0.0878960040949738"
"Nicht abgegolten","1996","Realschule","maennlich","106","0.133936485275973","0.111446744095996","0.15642622645595"
"Nicht abgegolten","1996","Realschule","weiblich","91","0.136347518682385","0.112140986735267","0.160554050629503"
"Nicht abgegolten","1996","(Fach-)Abitur","maennlich","29","","",""
"Nicht abgegolten","1996","(Fach-)Abitur","weiblich","36","0.210035230438589","0.15165346507116","0.268416995806017"
"Nicht abgegolten","1996","AkademikerIn","maennlich","254","0.472139225476095","0.430791767499806","0.513486683452384"
"Nicht abgegolten","1996","AkademikerIn","weiblich","126","0.30598849596613","0.262228308315586","0.349748683616674"
"Abgefeiert","1997","(noch) kein Abschluss","maennlich","27","","",""
"Abgefeiert","1997","(noch) kein Abschluss","weiblich","19","","",""
"Abgefeiert","1997","Hauptschule","maennlich","357","0.343675843049945","0.315493998581943","0.371857687517946"
"Abgefeiert","1997","Hauptschule","weiblich","274","0.572201444316253","0.529261929314134","0.615140959318373"
"Abgefeiert","1997","Realschule","maennlich","297","0.38164880285491","0.347901341216897","0.415396264492924"
"Abgefeiert","1997","Realschule","weiblich","367","0.554728531948019","0.516609296093496","0.592847767802542"
"Abgefeiert","1997","(Fach-)Abitur","maennlich","91","0.449415700020168","0.383383483453307","0.515447916587029"
"Abgefeiert","1997","(Fach-)Abitur","weiblich","100","0.540125821758853","0.465859481694361","0.614392161823344"
"Abgefeiert","1997","AkademikerIn","maennlich","161","0.290299882635336","0.252157351464174","0.328442413806499"
"Abgefeiert","1997","AkademikerIn","weiblich","193","0.513826626175426","0.46350758305759","0.564145669293262"
"Teils, teils","1997","(noch) kein Abschluss","maennlich","8","","",""
"Teils, teils","1997","(noch) kein Abschluss","weiblich","5","","",""
"Teils, teils","1997","Hauptschule","maennlich","279","0.241452281590559","0.216057596848382","0.266846966332736"
"Teils, teils","1997","Hauptschule","weiblich","72","0.146813713614916","0.116097459759186","0.177529967470645"
"Teils, teils","1997","Realschule","maennlich","227","0.258025995285853","0.227629911492142","0.288422079079564"
"Teils, teils","1997","Realschule","weiblich","128","0.192671067442506","0.162421093109378","0.222921041775635"
"Teils, teils","1997","(Fach-)Abitur","maennlich","56","0.267241960216857","0.208499454931206","0.325984465502508"
"Teils, teils","1997","(Fach-)Abitur","weiblich","28","","",""
"Teils, teils","1997","AkademikerIn","maennlich","101","0.189568339984902","0.15663090737147","0.222505772598334"
"Teils, teils","1997","AkademikerIn","weiblich","53","0.148898917597864","0.113059179462342","0.184738655733385"
"Bezahlt","1997","(noch) kein Abschluss","maennlich","25","","",""
"Bezahlt","1997","(noch) kein Abschluss","weiblich","9","","",""
"Bezahlt","1997","Hauptschule","maennlich","358","0.314335990291455","0.286788093498961","0.34188388708395"
"Bezahlt","1997","Hauptschule","weiblich","112","0.181236518463832","0.147804308133102","0.214668728794562"
"Bezahlt","1997","Realschule","maennlich","161","0.170963896309051","0.144810356203992","0.19711743641411"
"Bezahlt","1997","Realschule","weiblich","74","0.112542918846871","0.0883033847998174","0.136782452893925"
"Bezahlt","1997","(Fach-)Abitur","maennlich","43","0.148835568622198","0.101587947917496","0.196083189326901"
"Bezahlt","1997","(Fach-)Abitur","weiblich","19","","",""
"Bezahlt","1997","AkademikerIn","maennlich","37","0.0506790136883107","0.0322471496119284","0.069110877764693"
"Bezahlt","1997","AkademikerIn","weiblich","10","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","maennlich","2","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","weiblich","3","","",""
"Nicht abgegolten","1997","Hauptschule","maennlich","97","0.100535885068041","0.0826920504582585","0.118379719677823"
"Nicht abgegolten","1997","Hauptschule","weiblich","52","0.0997483236049989","0.073740873430528","0.12575577377947"
"Nicht abgegolten","1997","Realschule","maennlich","111","0.189361305550185","0.162143641963939","0.216578969136432"
"Nicht abgegolten","1997","Realschule","weiblich","84","0.140057481762603","0.113439239814678","0.166675723710528"
"Nicht abgegolten","1997","(Fach-)Abitur","maennlich","28","","",""
"Nicht abgegolten","1997","(Fach-)Abitur","weiblich","26","","",""
"Nicht abgegolten","1997","AkademikerIn","maennlich","245","0.469452763691451","0.427514869512145","0.511390657870756"
"Nicht abgegolten","1997","AkademikerIn","weiblich","123","0.315392534963789","0.268610941976461","0.362174127951118"
"Abgefeiert","1998","(noch) kein Abschluss","maennlich","20","","",""
"Abgefeiert","1998","(noch) kein Abschluss","weiblich","18","","",""
"Abgefeiert","1998","Hauptschule","maennlich","422","0.394636802136694","0.366263984639444","0.423009619633943"
"Abgefeiert","1998","Hauptschule","weiblich","269","0.552834781077345","0.510465417329554","0.595204144825135"
"Abgefeiert","1998","Realschule","maennlich","353","0.405481928937783","0.372949810372562","0.438014047503005"
"Abgefeiert","1998","Realschule","weiblich","414","0.576621398712702","0.540303298706553","0.61293949871885"
"Abgefeiert","1998","(Fach-)Abitur","maennlich","98","0.446273250725318","0.383118243005605","0.509428258445032"
"Abgefeiert","1998","(Fach-)Abitur","weiblich","123","0.57200436688378","0.50524284864706","0.638765885120501"
"Abgefeiert","1998","AkademikerIn","maennlich","170","0.29753396153019","0.26026347084651","0.334804452213871"
"Abgefeiert","1998","AkademikerIn","weiblich","221","0.463990336786008","0.416908843003369","0.511071830568647"
"Teils, teils","1998","(noch) kein Abschluss","maennlich","9","","",""
"Teils, teils","1998","(noch) kein Abschluss","weiblich","5","","",""
"Teils, teils","1998","Hauptschule","maennlich","282","0.215183589157585","0.191328322432582","0.239038855882588"
"Teils, teils","1998","Hauptschule","weiblich","97","0.175474839347278","0.143061062480874","0.207888616213682"
"Teils, teils","1998","Realschule","maennlich","237","0.271336989987516","0.241875010166541","0.300798969808491"
"Teils, teils","1998","Realschule","weiblich","138","0.191572013320477","0.162645240003239","0.220498786637715"
"Teils, teils","1998","(Fach-)Abitur","maennlich","62","0.244000108261085","0.189434941269029","0.298565275253141"
"Teils, teils","1998","(Fach-)Abitur","weiblich","38","0.187271465997585","0.134631521547536","0.239911410447633"
"Teils, teils","1998","AkademikerIn","maennlich","108","0.188548700070463","0.156660708008339","0.220436692132587"
"Teils, teils","1998","AkademikerIn","weiblich","63","0.172874346134333","0.137174982328767","0.208573709939899"
"Bezahlt","1998","(noch) kein Abschluss","maennlich","21","","",""
"Bezahlt","1998","(noch) kein Abschluss","weiblich","6","","",""
"Bezahlt","1998","Hauptschule","maennlich","330","0.28216997722976","0.256044641741594","0.308295312717926"
"Bezahlt","1998","Hauptschule","weiblich","112","0.182085113644533","0.149199077327499","0.214971149961567"
"Bezahlt","1998","Realschule","maennlich","157","0.155096815859453","0.131111304666522","0.179082327052384"
"Bezahlt","1998","Realschule","weiblich","80","0.125312026309878","0.100976752077341","0.149647300542416"
"Bezahlt","1998","(Fach-)Abitur","maennlich","37","0.126560080601776","0.0843200229473418","0.16880013825621"
"Bezahlt","1998","(Fach-)Abitur","weiblich","17","","",""
"Bezahlt","1998","AkademikerIn","maennlich","49","0.0849484600753298","0.0622192310265562","0.107677689124103"
"Bezahlt","1998","AkademikerIn","weiblich","16","","",""
"Nicht abgegolten","1998","(noch) kein Abschluss","maennlich","4","","",""
"Nicht abgegolten","1998","(noch) kein Abschluss","weiblich","4","","",""
"Nicht abgegolten","1998","Hauptschule","maennlich","106","0.108009631475962","0.0899916145731361","0.126027648378787"
"Nicht abgegolten","1998","Hauptschule","weiblich","51","0.0896052659308442","0.0652663130435375","0.113944218818151"
"Nicht abgegolten","1998","Realschule","maennlich","128","0.168084265215248","0.143307348341584","0.192861182088912"
"Nicht abgegolten","1998","Realschule","weiblich","79","0.106494561656943","0.0838206940793114","0.129168429234575"
"Nicht abgegolten","1998","(Fach-)Abitur","maennlich","41","0.183166560411821","0.134024941255085","0.232308179568557"
"Nicht abgegolten","1998","(Fach-)Abitur","weiblich","33","0.174706266401642","0.123471427090038","0.225941105713246"
"Nicht abgegolten","1998","AkademikerIn","maennlich","251","0.428968878324017","0.388620419237844","0.46931733741019"
"Nicht abgegolten","1998","AkademikerIn","weiblich","131","0.319915538845104","0.275879469245233","0.363951608444975"
"Abgefeiert","1999","(noch) kein Abschluss","maennlich","17","","",""
"Abgefeiert","1999","(noch) kein Abschluss","weiblich","20","","",""
"Abgefeiert","1999","Hauptschule","maennlich","406","0.377354212478378","0.349016808354105","0.405691616602652"
"Abgefeiert","1999","Hauptschule","weiblich","273","0.594220662945955","0.551645484210349","0.636795841681561"
"Abgefeiert","1999","Realschule","maennlich","344","0.404128957066256","0.371577000704409","0.436680913428104"
"Abgefeiert","1999","Realschule","weiblich","445","0.57654621999308","0.541160563788679","0.611931876197482"
"Abgefeiert","1999","(Fach-)Abitur","maennlich","105","0.472399384187699","0.409369446463984","0.535429321911413"
