"plb0195_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Bezahlt","2000","Hauptschule","3","153","0.246289049700057","0.211957345051041","0.280620754349073"
"Bezahlt","2000","Hauptschule","4","102","0.198277431526541","0.163809499459619","0.232745363593464"
"Bezahlt","2000","Hauptschule","5 Einkommensstärkstes Quintil","29","","",""
"Bezahlt","2000","Realschule","1 Einkommensschwächstes Quintil","81","0.166525834413842","0.13309280101241","0.199958867815275"
"Bezahlt","2000","Realschule","2","116","0.142195843613539","0.118363945092629","0.166027742134449"
"Bezahlt","2000","Realschule","3","90","0.13313414884194","0.107372091634968","0.158896206048912"
"Bezahlt","2000","Realschule","4","55","0.0889182632244425","0.0653655569205709","0.112470969528314"
"Bezahlt","2000","Realschule","5 Einkommensstärkstes Quintil","29","","",""
"Bezahlt","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","28","","",""
"Bezahlt","2000","(Fach-)Abitur","2","35","0.171377242090976","0.119281159717524","0.223473324464427"
"Bezahlt","2000","(Fach-)Abitur","3","25","","",""
"Bezahlt","2000","(Fach-)Abitur","4","22","","",""
"Bezahlt","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","4","","",""
"Bezahlt","2000","AkademikerIn","1 Einkommensschwächstes Quintil","15","","",""
"Bezahlt","2000","AkademikerIn","2","26","","",""
"Bezahlt","2000","AkademikerIn","3","21","","",""
"Bezahlt","2000","AkademikerIn","4","38","0.0712500628771946","0.0486342646249795","0.0938658611294097"
"Bezahlt","2000","AkademikerIn","5 Einkommensstärkstes Quintil","36","0.0678645912201501","0.0471257260222089","0.0886034564180913"
"Nicht abgegolten","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","2","","",""
"Nicht abgegolten","2000","(noch) kein Abschluss","2","2","","",""
"Nicht abgegolten","2000","(noch) kein Abschluss","3","","","",""
"Nicht abgegolten","2000","(noch) kein Abschluss","4","1","","",""
"Nicht abgegolten","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Nicht abgegolten","2000","Hauptschule","1 Einkommensschwächstes Quintil","41","0.0762344535119393","0.0539549060241061","0.0985140009997726"
"Nicht abgegolten","2000","Hauptschule","2","52","0.0631956909499936","0.0468289420669168","0.0795624398330703"
"Nicht abgegolten","2000","Hauptschule","3","55","0.0922383474814521","0.0691808549441696","0.115295840018735"
"Nicht abgegolten","2000","Hauptschule","4","43","0.0859874927097865","0.0617515317828817","0.110223453636691"
"Nicht abgegolten","2000","Hauptschule","5 Einkommensstärkstes Quintil","27","","",""
"Nicht abgegolten","2000","Realschule","1 Einkommensschwächstes Quintil","59","0.11395978874789","0.0854436029811824","0.142475974514597"
"Nicht abgegolten","2000","Realschule","2","84","0.103060871690454","0.0823141487356157","0.123807594645293"
"Nicht abgegolten","2000","Realschule","3","67","0.0855880787220843","0.0643733521744582","0.10680280526971"
"Nicht abgegolten","2000","Realschule","4","59","0.106269681156398","0.0807676604081171","0.131771701904678"
"Nicht abgegolten","2000","Realschule","5 Einkommensstärkstes Quintil","52","0.203654814602771","0.155076309323322","0.252233319882219"
"Nicht abgegolten","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","15","","",""
"Nicht abgegolten","2000","(Fach-)Abitur","2","27","","",""
"Nicht abgegolten","2000","(Fach-)Abitur","3","38","0.171874571736507","0.120355461316378","0.223393682156636"
"Nicht abgegolten","2000","(Fach-)Abitur","4","40","0.173040405351859","0.122239178998047","0.223841631705671"
"Nicht abgegolten","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","37","0.296370965369771","0.211798540473885","0.380943390265658"
"Nicht abgegolten","2000","AkademikerIn","1 Einkommensschwächstes Quintil","31","0.278000075643985","0.197505680115222","0.358494471172749"
"Nicht abgegolten","2000","AkademikerIn","2","72","0.265001208951206","0.212934420580607","0.317067997321805"
"Nicht abgegolten","2000","AkademikerIn","3","112","0.277510445811085","0.232724893691744","0.322295997930426"
"Nicht abgegolten","2000","AkademikerIn","4","195","0.396613602754342","0.353605383914889","0.439621821593796"
"Nicht abgegolten","2000","AkademikerIn","5 Einkommensstärkstes Quintil","256","0.458785538991499","0.417697688342768","0.49987338964023"
"Abgefeiert","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","5","","",""
"Abgefeiert","2001","(noch) kein Abschluss","2","6","","",""
"Abgefeiert","2001","(noch) kein Abschluss","3","7","","",""
"Abgefeiert","2001","(noch) kein Abschluss","4","1","","",""
"Abgefeiert","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Abgefeiert","2001","Hauptschule","1 Einkommensschwächstes Quintil","197","0.404279981310755","0.361264448706971","0.447295513914539"
"Abgefeiert","2001","Hauptschule","2","274","0.412339329592923","0.375663010955235","0.44901564823061"
"Abgefeiert","2001","Hauptschule","3","248","0.445818054753818","0.405261113181737","0.486374996325898"
"Abgefeiert","2001","Hauptschule","4","204","0.454960945794752","0.408900748837453","0.501021142752052"
"Abgefeiert","2001","Hauptschule","5 Einkommensstärkstes Quintil","88","0.503033076174487","0.428527795860511","0.577538356488462"
"Abgefeiert","2001","Realschule","1 Einkommensschwächstes Quintil","200","0.511871178551926","0.463128995932978","0.560613361170874"
"Abgefeiert","2001","Realschule","2","377","0.486049278646997","0.450608577668835","0.521489979625159"
"Abgefeiert","2001","Realschule","3","332","0.545339625360358","0.506176317068699","0.584502933652017"
"Abgefeiert","2001","Realschule","4","300","0.535127394317597","0.493329924086945","0.576924864548249"
"Abgefeiert","2001","Realschule","5 Einkommensstärkstes Quintil","169","0.587377660045403","0.532127536619554","0.642627783471252"
"Abgefeiert","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","42","0.404868628265204","0.314761499636446","0.494975756893962"
"Abgefeiert","2001","(Fach-)Abitur","2","92","0.483098611631577","0.413494124161417","0.552703099101738"
"Abgefeiert","2001","(Fach-)Abitur","3","101","0.565091888622928","0.493461473166614","0.636722304079242"
"Abgefeiert","2001","(Fach-)Abitur","4","101","0.488775617626751","0.421167477365095","0.556383757888407"
"Abgefeiert","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","53","0.392949985869691","0.309631378763249","0.476268592976134"
"Abgefeiert","2001","AkademikerIn","1 Einkommensschwächstes Quintil","40","0.393438946689778","0.292513014065297","0.49436487931426"
"Abgefeiert","2001","AkademikerIn","2","126","0.440387776330696","0.381820534194613","0.498955018466779"
"Abgefeiert","2001","AkademikerIn","3","176","0.500592760445111","0.448507341808812","0.55267817908141"
"Abgefeiert","2001","AkademikerIn","4","188","0.381575968449716","0.338695618819572","0.424456318079861"
"Abgefeiert","2001","AkademikerIn","5 Einkommensstärkstes Quintil","176","0.300485381027244","0.262169676300006","0.338801085754481"
"Teils, teils","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","1","","",""
"Teils, teils","2001","(noch) kein Abschluss","2","4","","",""
"Teils, teils","2001","(noch) kein Abschluss","3","4","","",""
"Teils, teils","2001","(noch) kein Abschluss","4","1","","",""
"Teils, teils","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Teils, teils","2001","Hauptschule","1 Einkommensschwächstes Quintil","100","0.200047268512713","0.164983259878357","0.235111277147069"
"Teils, teils","2001","Hauptschule","2","191","0.273183476034545","0.239983738271334","0.306383213797756"
"Teils, teils","2001","Hauptschule","3","139","0.223423302005288","0.18943600748733","0.257410596523246"
"Teils, teils","2001","Hauptschule","4","112","0.248811688289726","0.208823224497703","0.28880015208175"
"Teils, teils","2001","Hauptschule","5 Einkommensstärkstes Quintil","44","0.261306676431945","0.195838178109432","0.326775174754457"
"Teils, teils","2001","Realschule","1 Einkommensschwächstes Quintil","83","0.185616471382162","0.147704169376075","0.223528773388249"
"Teils, teils","2001","Realschule","2","181","0.229980422917091","0.200140497775166","0.259820348059016"
"Teils, teils","2001","Realschule","3","138","0.216139387803964","0.183765961172141","0.248512814435786"
"Teils, teils","2001","Realschule","4","118","0.215324047536831","0.180877486805351","0.249770608268311"
"Teils, teils","2001","Realschule","5 Einkommensstärkstes Quintil","62","0.169727792432723","0.127598428427077","0.21185715643837"
"Teils, teils","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","26","","",""
"Teils, teils","2001","(Fach-)Abitur","2","43","0.225394236106598","0.167193663033995","0.283594809179201"
"Teils, teils","2001","(Fach-)Abitur","3","37","0.193629302916484","0.136535090139625","0.250723515693343"
"Teils, teils","2001","(Fach-)Abitur","4","46","0.221883732280677","0.165685400700259","0.278082063861096"
"Teils, teils","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","36","0.275872179506627","0.199625191044694","0.35211916796856"
"Teils, teils","2001","AkademikerIn","1 Einkommensschwächstes Quintil","18","","",""
"Teils, teils","2001","AkademikerIn","2","46","0.170568437957621","0.126193969403736","0.214942906511506"
"Teils, teils","2001","AkademikerIn","3","68","0.201396986746197","0.159619874548639","0.243174098943755"
"Teils, teils","2001","AkademikerIn","4","95","0.205148418600939","0.169503162490434","0.240793674711444"
"Teils, teils","2001","AkademikerIn","5 Einkommensstärkstes Quintil","107","0.196527127794039","0.163317530529929","0.229736725058148"
"Bezahlt","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","7","","",""
"Bezahlt","2001","(noch) kein Abschluss","2","9","","",""
"Bezahlt","2001","(noch) kein Abschluss","3","9","","",""
"Bezahlt","2001","(noch) kein Abschluss","4","5","","",""
"Bezahlt","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Bezahlt","2001","Hauptschule","1 Einkommensschwächstes Quintil","156","0.306031518700201","0.265637595014484","0.346425442385918"
"Bezahlt","2001","Hauptschule","2","173","0.243824010131017","0.211831764879578","0.275816255382455"
"Bezahlt","2001","Hauptschule","3","146","0.269649134897659","0.233439389254797","0.305858880540522"
"Bezahlt","2001","Hauptschule","4","93","0.192864125472555","0.156369915032901","0.229358335912208"
"Bezahlt","2001","Hauptschule","5 Einkommensstärkstes Quintil","26","","",""
"Bezahlt","2001","Realschule","1 Einkommensschwächstes Quintil","71","0.174088734871242","0.137113627998243","0.211063841744241"
"Bezahlt","2001","Realschule","2","119","0.161572627267028","0.135473978093963","0.187671276440092"
"Bezahlt","2001","Realschule","3","82","0.129864097456229","0.10342537986423","0.156302815048228"
"Bezahlt","2001","Realschule","4","73","0.150977605888004","0.120974219996245","0.180980991779762"
"Bezahlt","2001","Realschule","5 Einkommensstärkstes Quintil","27","","",""
"Bezahlt","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","34","0.236271671414248","0.158293877894661","0.314249464933836"
"Bezahlt","2001","(Fach-)Abitur","2","37","0.184076007907454","0.130095254550578","0.23805676126433"
"Bezahlt","2001","(Fach-)Abitur","3","23","","",""
"Bezahlt","2001","(Fach-)Abitur","4","16","","",""
"Bezahlt","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7","","",""
"Bezahlt","2001","AkademikerIn","1 Einkommensschwächstes Quintil","13","","",""
"Bezahlt","2001","AkademikerIn","2","21","","",""
"Bezahlt","2001","AkademikerIn","3","19","","",""
"Bezahlt","2001","AkademikerIn","4","36","0.0691478923361196","0.0467527179699787","0.0915430667022604"
"Bezahlt","2001","AkademikerIn","5 Einkommensstärkstes Quintil","24","","",""
"Nicht abgegolten","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nicht abgegolten","2001","(noch) kein Abschluss","2","","","",""
"Nicht abgegolten","2001","(noch) kein Abschluss","3","1","","",""
"Nicht abgegolten","2001","(noch) kein Abschluss","4","","","",""
"Nicht abgegolten","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nicht abgegolten","2001","Hauptschule","1 Einkommensschwächstes Quintil","47","0.0896412314763306","0.0646018679275512","0.11468059502511"
"Nicht abgegolten","2001","Hauptschule","2","54","0.0706531842415155","0.0515612547741326","0.0897451137088984"
"Nicht abgegolten","2001","Hauptschule","3","44","0.0611095083432353","0.0415651215167598","0.0806538951697108"
"Nicht abgegolten","2001","Hauptschule","4","40","0.103363240442967","0.0752043039465128","0.13152217693942"
"Nicht abgegolten","2001","Hauptschule","5 Einkommensstärkstes Quintil","15","","",""
"Nicht abgegolten","2001","Realschule","1 Einkommensschwächstes Quintil","50","0.12842361519467","0.0957999627690997","0.16104726762024"
"Nicht abgegolten","2001","Realschule","2","87","0.122397671168884","0.0991576310956898","0.145637711242079"
"Nicht abgegolten","2001","Realschule","3","69","0.108656889379449","0.0841801602973907","0.133133618461507"
"Nicht abgegolten","2001","Realschule","4","56","0.0985709522575684","0.0735908231719053","0.123551081343232"
"Nicht abgegolten","2001","Realschule","5 Einkommensstärkstes Quintil","47","0.159914935984898","0.118780616455275","0.20104925551452"
"Nicht abgegolten","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","12","","",""
"Nicht abgegolten","2001","(Fach-)Abitur","2","26","","",""
"Nicht abgegolten","2001","(Fach-)Abitur","3","23","","",""
"Nicht abgegolten","2001","(Fach-)Abitur","4","47","0.214203853283406","0.158714836369111","0.2696928701977"
"Nicht abgegolten","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","36","0.273081998617192","0.197075561729184","0.3490884355052"
"Nicht abgegolten","2001","AkademikerIn","1 Einkommensschwächstes Quintil","19","","",""
"Nicht abgegolten","2001","AkademikerIn","2","83","0.302958291563078","0.248743929196898","0.357172653929258"
"Nicht abgegolten","2001","AkademikerIn","3","91","0.243728488401113","0.199004710918698","0.288452265883529"
"Nicht abgegolten","2001","AkademikerIn","4","174","0.344127720613225","0.302191035546946","0.386064405679504"
"Nicht abgegolten","2001","AkademikerIn","5 Einkommensstärkstes Quintil","243","0.451780997239315","0.410189192190779","0.493372802287851"
"Abgefeiert","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Abgefeiert","2002","(noch) kein Abschluss","2","6","","",""
"Abgefeiert","2002","(noch) kein Abschluss","3","6","","",""
"Abgefeiert","2002","(noch) kein Abschluss","4","3","","",""
"Abgefeiert","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Abgefeiert","2002","Hauptschule","1 Einkommensschwächstes Quintil","145","0.427501448201452","0.375672778697179","0.479330117705725"
"Abgefeiert","2002","Hauptschule","2","251","0.423429156276392","0.383252226781065","0.463606085771719"
"Abgefeiert","2002","Hauptschule","3","217","0.472602002684764","0.427892756114754","0.517311249254774"
"Abgefeiert","2002","Hauptschule","4","225","0.530605476094841","0.486005931303946","0.575205020885737"
"Abgefeiert","2002","Hauptschule","5 Einkommensstärkstes Quintil","86","0.450413479725204","0.381971305437885","0.518855654012524"
"Abgefeiert","2002","Realschule","1 Einkommensschwächstes Quintil","176","0.504072691396896","0.451988964050882","0.556156418742911"
"Abgefeiert","2002","Realschule","2","323","0.518584417190632","0.479380848786896","0.557787985594368"
"Abgefeiert","2002","Realschule","3","321","0.520949566482658","0.481909438965566","0.559989693999751"
"Abgefeiert","2002","Realschule","4","334","0.564200230060392","0.524120982852625","0.604279477268158"
"Abgefeiert","2002","Realschule","5 Einkommensstärkstes Quintil","232","0.539307763292273","0.493355949694306","0.585259576890241"
"Abgefeiert","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","47","0.466228025045009","0.366437445185322","0.566018604904696"
"Abgefeiert","2002","(Fach-)Abitur","2","95","0.581936254074924","0.507791130863037","0.656081377286812"
"Abgefeiert","2002","(Fach-)Abitur","3","86","0.532350693353019","0.454550870708523","0.610150515997516"
"Abgefeiert","2002","(Fach-)Abitur","4","124","0.549231043019457","0.485478912894341","0.612983173144573"
"Abgefeiert","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","103","0.426320061849224","0.363753082745253","0.488887040953195"
"Abgefeiert","2002","AkademikerIn","1 Einkommensschwächstes Quintil","37","0.388494335347956","0.284877287237304","0.492111383458608"
"Abgefeiert","2002","AkademikerIn","2","89","0.540958075660009","0.469150509533955","0.612765641786063"
"Abgefeiert","2002","AkademikerIn","3","170","0.516368993041614","0.462204914263032","0.570533071820196"
"Abgefeiert","2002","AkademikerIn","4","230","0.417560708002186","0.377632076253633","0.457489339750739"
"Abgefeiert","2002","AkademikerIn","5 Einkommensstärkstes Quintil","289","0.273658155687684","0.246483593758284","0.300832717617084"
"Teils, teils","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","2","","",""
"Teils, teils","2002","(noch) kein Abschluss","2","2","","",""
"Teils, teils","2002","(noch) kein Abschluss","3","1","","",""
"Teils, teils","2002","(noch) kein Abschluss","4","1","","",""
"Teils, teils","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Teils, teils","2002","Hauptschule","1 Einkommensschwächstes Quintil","84","0.222676549422014","0.179090029481097","0.266263069362931"
"Teils, teils","2002","Hauptschule","2","152","0.267552758931859","0.231556868980913","0.303548648882804"
"Teils, teils","2002","Hauptschule","3","141","0.28200466892459","0.241707986405349","0.322301351443832"
"Teils, teils","2002","Hauptschule","4","110","0.215683122437736","0.178927023300285","0.252439221575188"
"Teils, teils","2002","Hauptschule","5 Einkommensstärkstes Quintil","50","0.247448449609012","0.188086170301407","0.306810728916616"
"Teils, teils","2002","Realschule","1 Einkommensschwächstes Quintil","76","0.184102352700744","0.143729078655675","0.224475626745813"
"Teils, teils","2002","Realschule","2","161","0.251848180739251","0.217790107633976","0.285906253844526"
"Teils, teils","2002","Realschule","3","155","0.25144064007098","0.217536430205751","0.285344849936208"
"Teils, teils","2002","Realschule","4","123","0.1897977985625","0.158101998196415","0.221493598928585"
"Teils, teils","2002","Realschule","5 Einkommensstärkstes Quintil","87","0.187861328552151","0.151852195656667","0.223870461447635"
"Teils, teils","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","17","","",""
"Teils, teils","2002","(Fach-)Abitur","2","27","","",""
"Teils, teils","2002","(Fach-)Abitur","3","30","0.177531564744866","0.117949306737795","0.237113822751936"
"Teils, teils","2002","(Fach-)Abitur","4","45","0.156337688270943","0.109805194319708","0.202870182222178"
"Teils, teils","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","53","0.275591432218762","0.219062977297251","0.332119887140273"
"Teils, teils","2002","AkademikerIn","1 Einkommensschwächstes Quintil","16","","",""
"Teils, teils","2002","AkademikerIn","2","30","0.135980994149208","0.086588269854129","0.185373718444287"
"Teils, teils","2002","AkademikerIn","3","38","0.132861895789877","0.0960728458498634","0.169650945729892"
"Teils, teils","2002","AkademikerIn","4","105","0.180877100445056","0.14971220958074","0.212041991309373"
"Teils, teils","2002","AkademikerIn","5 Einkommensstärkstes Quintil","143","0.14326226127508","0.121908338321833","0.164616184228327"
"Bezahlt","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Bezahlt","2002","(noch) kein Abschluss","2","14","","",""
"Bezahlt","2002","(noch) kein Abschluss","3","3","","",""
"Bezahlt","2002","(noch) kein Abschluss","4","8","","",""
"Bezahlt","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Bezahlt","2002","Hauptschule","1 Einkommensschwächstes Quintil","87","0.261326751969808","0.215297683099883","0.307355820839733"
"Bezahlt","2002","Hauptschule","2","139","0.227090568655239","0.193024354118828","0.261156783191649"
"Bezahlt","2002","Hauptschule","3","92","0.182081061070958","0.147521528943776","0.21664059319814"
"Bezahlt","2002","Hauptschule","4","92","0.162231326802597","0.129285154057867","0.195177499547327"
"Bezahlt","2002","Hauptschule","5 Einkommensstärkstes Quintil","23","","",""
"Bezahlt","2002","Realschule","1 Einkommensschwächstes Quintil","55","0.145885171851173","0.10911377173419","0.182656571968156"
"Bezahlt","2002","Realschule","2","81","0.134852838674947","0.10805308291012","0.161652594439774"
"Bezahlt","2002","Realschule","3","78","0.115415860936288","0.0904454844688341","0.140386237403742"
"Bezahlt","2002","Realschule","4","53","0.105762714551965","0.0809055201130918","0.130619908990839"
"Bezahlt","2002","Realschule","5 Einkommensstärkstes Quintil","34","0.0688619506447479","0.0455179347183684","0.0922059665711274"
"Bezahlt","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","17","","",""
"Bezahlt","2002","(Fach-)Abitur","2","33","0.192644687841353","0.133361096779784","0.251928278902921"
"Bezahlt","2002","(Fach-)Abitur","3","19","","",""
"Bezahlt","2002","(Fach-)Abitur","4","23","","",""
"Bezahlt","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","16","","",""
"Bezahlt","2002","AkademikerIn","1 Einkommensschwächstes Quintil","8","","",""
"Bezahlt","2002","AkademikerIn","2","15","","",""
"Bezahlt","2002","AkademikerIn","3","19","","",""
"Bezahlt","2002","AkademikerIn","4","27","","",""
"Bezahlt","2002","AkademikerIn","5 Einkommensstärkstes Quintil","42","0.0346946246554103","0.0235400945323707","0.0458491547784499"
"Nicht abgegolten","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nicht abgegolten","2002","(noch) kein Abschluss","2","1","","",""
"Nicht abgegolten","2002","(noch) kein Abschluss","3","1","","",""
"Nicht abgegolten","2002","(noch) kein Abschluss","4","","","",""
"Nicht abgegolten","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Nicht abgegolten","2002","Hauptschule","1 Einkommensschwächstes Quintil","34","0.0884952504067263","0.0587406913918522","0.1182498094216"
"Nicht abgegolten","2002","Hauptschule","2","39","0.0819275161365104","0.0596270775508509","0.10422795472217"
"Nicht abgegolten","2002","Hauptschule","3","29","","",""
"Nicht abgegolten","2002","Hauptschule","4","54","0.0914800746648254","0.0657165050067944","0.117243644322856"
"Nicht abgegolten","2002","Hauptschule","5 Einkommensstärkstes Quintil","44","0.197193906417023","0.142460541655521","0.251927271178524"
"Nicht abgegolten","2002","Realschule","1 Einkommensschwächstes Quintil","47","0.165939784051187","0.127185437065974","0.2046941310364"
"Nicht abgegolten","2002","Realschule","2","59","0.0947145633951698","0.0717394880685161","0.117689638721823"
"Nicht abgegolten","2002","Realschule","3","75","0.112193932510074","0.0875297623444055","0.136858102675743"
"Nicht abgegolten","2002","Realschule","4","78","0.140239256825143","0.112173094387877","0.168305419262409"
"Nicht abgegolten","2002","Realschule","5 Einkommensstärkstes Quintil","99","0.203968957510828","0.166821772075722","0.241116142945934"
"Nicht abgegolten","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","15","","",""
"Nicht abgegolten","2002","(Fach-)Abitur","2","15","","",""
"Nicht abgegolten","2002","(Fach-)Abitur","3","23","","",""
"Nicht abgegolten","2002","(Fach-)Abitur","4","42","0.189281606624882","0.139090198241952","0.239473015007813"
"Nicht abgegolten","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","68","0.254067405522038","0.198990854174126","0.309143956869951"
"Nicht abgegolten","2002","AkademikerIn","1 Einkommensschwächstes Quintil","24","","",""
"Nicht abgegolten","2002","AkademikerIn","2","51","0.244795671270315","0.182837822670724","0.306753519869906"
"Nicht abgegolten","2002","AkademikerIn","3","100","0.305799135106013","0.255860701459995","0.355737568752031"
"Nicht abgegolten","2002","AkademikerIn","4","224","0.343157033172972","0.304717640954781","0.381596425391163"
"Nicht abgegolten","2002","AkademikerIn","5 Einkommensstärkstes Quintil","560","0.548384958381825","0.518051998705098","0.578717918058553"
"Abgefeiert","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","3","","",""
"Abgefeiert","2003","(noch) kein Abschluss","2","10","","",""
"Abgefeiert","2003","(noch) kein Abschluss","3","","","",""
"Abgefeiert","2003","(noch) kein Abschluss","4","1","","",""
"Abgefeiert","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Abgefeiert","2003","Hauptschule","1 Einkommensschwächstes Quintil","145","0.514655777672971","0.456733126353976","0.572578428991966"
"Abgefeiert","2003","Hauptschule","2","272","0.507069640337027","0.466452140558336","0.547687140115718"
"Abgefeiert","2003","Hauptschule","3","199","0.499632777481778","0.452700164577751","0.546565390385805"
"Abgefeiert","2003","Hauptschule","4","220","0.491069709764757","0.445134773731537","0.537004645797978"
"Abgefeiert","2003","Hauptschule","5 Einkommensstärkstes Quintil","92","0.479752635591664","0.410514283611634","0.548990987571695"
"Abgefeiert","2003","Realschule","1 Einkommensschwächstes Quintil","177","0.547495608305813","0.493629836323394","0.601361380288232"
"Abgefeiert","2003","Realschule","2","341","0.553876150809455","0.514998293436456","0.592754008182453"
"Abgefeiert","2003","Realschule","3","330","0.550845887560208","0.51121049630366","0.590481278816756"
"Abgefeiert","2003","Realschule","4","334","0.582838380965879","0.543117993037064","0.622558768894693"
"Abgefeiert","2003","Realschule","5 Einkommensstärkstes Quintil","213","0.559964264076421","0.511379507123376","0.608549021029465"
"Abgefeiert","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","47","0.529674005913137","0.427125056380824","0.632222955445451"
"Abgefeiert","2003","(Fach-)Abitur","2","89","0.524446810364449","0.449153739158191","0.599739881570706"
"Abgefeiert","2003","(Fach-)Abitur","3","109","0.547207216176685","0.478221567940061","0.61619286441331"
"Abgefeiert","2003","(Fach-)Abitur","4","122","0.513190726075314","0.448735086456637","0.577646365693991"
"Abgefeiert","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","99","0.442799386988987","0.3774591204024","0.508139653575575"
"Abgefeiert","2003","AkademikerIn","1 Einkommensschwächstes Quintil","32","0.350341186989938","0.249511799013134","0.451170574966742"
"Abgefeiert","2003","AkademikerIn","2","92","0.531789851697783","0.459690789887547","0.603888913508019"
"Abgefeiert","2003","AkademikerIn","3","134","0.447722343965602","0.389787746457205","0.505656941473998"
"Abgefeiert","2003","AkademikerIn","4","251","0.479184995914514","0.437697822887812","0.520672168941215"
"Abgefeiert","2003","AkademikerIn","5 Einkommensstärkstes Quintil","288","0.357330534887452","0.326177881208488","0.388483188566416"
"Teils, teils","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","1","","",""
"Teils, teils","2003","(noch) kein Abschluss","2","1","","",""
"Teils, teils","2003","(noch) kein Abschluss","3","","","",""
"Teils, teils","2003","(noch) kein Abschluss","4","","","",""
"Teils, teils","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Teils, teils","2003","Hauptschule","1 Einkommensschwächstes Quintil","69","0.208301275684611","0.161237039820414","0.255365511548809"
"Teils, teils","2003","Hauptschule","2","135","0.217461975306304","0.183947610870611","0.250976339741997"
"Teils, teils","2003","Hauptschule","3","113","0.230085856322223","0.190579137925611","0.269592574718834"
"Teils, teils","2003","Hauptschule","4","109","0.239062164407888","0.199872422291443","0.278251906524333"
"Teils, teils","2003","Hauptschule","5 Einkommensstärkstes Quintil","37","0.211588314023203","0.154983227492212","0.268193400554195"
"Teils, teils","2003","Realschule","1 Einkommensschwächstes Quintil","73","0.21842770955449","0.173713082598492","0.263142336510488"
"Teils, teils","2003","Realschule","2","135","0.217310306341045","0.185054846421548","0.249565766260543"
"Teils, teils","2003","Realschule","3","131","0.210031616528416","0.177573927411595","0.242489305645237"
"Teils, teils","2003","Realschule","4","141","0.22404821785828","0.190460897857674","0.257635537858886"
"Teils, teils","2003","Realschule","5 Einkommensstärkstes Quintil","63","0.119396939219794","0.087660178546248","0.151133699893339"
"Teils, teils","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","11","","",""
"Teils, teils","2003","(Fach-)Abitur","2","31","0.202536729074555","0.141945190631934","0.263128267517175"
"Teils, teils","2003","(Fach-)Abitur","3","34","0.191821816214671","0.137254115581977","0.246389516847364"
"Teils, teils","2003","(Fach-)Abitur","4","41","0.188127514124037","0.137729645362391","0.238525382885682"
"Teils, teils","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","38","0.2061836043654","0.152965585905536","0.259401622825263"
