year,bula_h,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.15434,76,76,0.07257,0.23610
1999,Saxony,Urban regions,Comp. time,0.15388,126,223,0.10641,0.20134
1999,Saxony,Urban regions,Some of both,0.07417,49,223,0.03970,0.10864
1999,Saxony,Urban regions,Not compensated,0.07448,48,223,0.03994,0.10902
1999,Saxony,Rural regions,Comp. time,0.13488,102,200,0.08742,0.18234
1999,Saxony,Rural regions,Some of both,0.09567,57,200,0.05481,0.13654
1999,Saxony,Rural regions,Not compensated,0.04507,41,200,0.01625,0.07390
1999,Saxony-Anhalt,Rural regions,Comp. time,0.12096,89,211,0.07686,0.16507
1999,Saxony-Anhalt,Rural regions,Some of both,0.06698,53,211,0.03317,0.10079
1999,Saxony-Anhalt,Rural regions,Paid,0.04898,34,211,0.01979,0.07817
1999,Saxony-Anhalt,Rural regions,Not compensated,0.04966,35,211,0.02028,0.07904
1999,Thuringa,Urban regions,Comp. time,0.12723,39,39,0.02127,0.23318
1999,Thuringa,Rural regions,Comp. time,0.10802,77,168,0.06094,0.15510
1999,Thuringa,Rural regions,Some of both,0.08673,53,168,0.04405,0.12942
1999,Thuringa,Rural regions,Paid,0.05003,38,168,0.01696,0.08309
2000,Schleswig-Holstein,Urban regions,Comp. time,0.09227,33,67,0.02245,0.16210
2000,Schleswig-Holstein,Urban regions,Some of both,0.09773,34,67,0.02609,0.16938
2000,Schleswig-Holstein,Rural regions,Comp. time,0.16475,74,74,0.07966,0.24985
2000,Hamburg,Urban regions,Comp. time,0.17516,61,61,0.07898,0.27134
2000,Lower Saxony,Urban regions,Comp. time,0.15414,184,364,0.11699,0.19128
2000,Lower Saxony,Urban regions,Some of both,0.07246,76,364,0.04579,0.09913
2000,Lower Saxony,Urban regions,Paid,0.04965,61,364,0.02731,0.07200
2000,Lower Saxony,Urban regions,Not compensated,0.03520,43,364,0.01624,0.05415
2000,Lower Saxony,Rural regions,Comp. time,0.11700,173,386,0.08489,0.14910
2000,Lower Saxony,Rural regions,Some of both,0.07396,102,386,0.04782,0.10010
2000,Lower Saxony,Rural regions,Paid,0.04521,62,386,0.02445,0.06596
2000,Lower Saxony,Rural regions,Not compensated,0.03076,49,386,0.01351,0.04801
2000,North Rhine-Westphalia,Urban regions,Comp. time,0.11448,692,1636,0.09904,0.12991
2000,North Rhine-Westphalia,Urban regions,Some of both,0.04501,297,1636,0.03496,0.05506
2000,North Rhine-Westphalia,Urban regions,Paid,0.05996,363,1636,0.04845,0.07147
2000,North Rhine-Westphalia,Urban regions,Not compensated,0.04864,284,1636,0.03821,0.05907
2000,Hesse,Urban regions,Comp. time,0.12672,202,447,0.09585,0.15760
2000,Hesse,Urban regions,Some of both,0.05246,101,447,0.03177,0.07315
2000,Hesse,Urban regions,Paid,0.03463,60,447,0.01766,0.05160
2000,Hesse,Urban regions,Not compensated,0.04647,84,447,0.02694,0.06601
2000,Hesse,Rural regions,Comp. time,0.16648,70,70,0.07859,0.25438
2000,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.09794,146,322,0.06542,0.13045
2000,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.05251,74,322,0.02811,0.07692
2000,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.03776,54,322,0.01690,0.05861
2000,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.03719,48,322,0.01649,0.05789
2000,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.10672,49,49,0.01938,0.19407
2000,Baden-Wuerttemberg,Urban regions,Comp. time,0.13283,418,911,0.11077,0.15488
2000,Baden-Wuerttemberg,Urban regions,Some of both,0.05718,191,911,0.04209,0.07227
2000,Baden-Wuerttemberg,Urban regions,Paid,0.04642,162,911,0.03275,0.06009
2000,Baden-Wuerttemberg,Urban regions,Not compensated,0.04126,140,911,0.02834,0.05418
2000,Baden-Wuerttemberg,Rural regions,Comp. time,0.12751,44,44,0.02782,0.22721
2000,Bavaria,Urban regions,Comp. time,0.14486,280,573,0.11602,0.17370
2000,Bavaria,Urban regions,Some of both,0.06256,125,573,0.04271,0.08240
2000,Bavaria,Urban regions,Paid,0.02887,64,573,0.01515,0.04259
2000,Bavaria,Urban regions,Not compensated,0.05462,104,573,0.03600,0.07325
2000,Bavaria,Rural regions,Comp. time,0.15285,346,627,0.12466,0.18104
2000,Bavaria,Rural regions,Some of both,0.04653,109,627,0.03003,0.06303
2000,Bavaria,Rural regions,Paid,0.03006,71,627,0.01669,0.04344
2000,Bavaria,Rural regions,Not compensated,0.04772,101,627,0.03102,0.06442
2000,Berlin,Urban regions,Comp. time,0.11945,129,277,0.08119,0.15771
2000,Berlin,Urban regions,Some of both,0.05192,53,277,0.02574,0.07809
2000,Berlin,Urban regions,Paid,0.04162,41,277,0.01806,0.06518
2000,Berlin,Urban regions,Not compensated,0.05041,54,277,0.02459,0.07622
2000,Brandenburg,Rural regions,Comp. time,0.11840,148,317,0.08277,0.15402
2000,Brandenburg,Rural regions,Some of both,0.05863,72,317,0.03273,0.08454
2000,Brandenburg,Rural regions,Paid,0.04441,46,317,0.02170,0.06713
2000,Brandenburg,Rural regions,Not compensated,0.03991,51,317,0.01833,0.06150
2000,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.15765,98,132,0.09525,0.22006
2000,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.05021,34,132,0.01282,0.08761
2000,Saxony,Urban regions,Comp. time,0.12828,150,279,0.08897,0.16759
2000,Saxony,Urban regions,Some of both,0.05809,60,279,0.03059,0.08559
2000,Saxony,Urban regions,Not compensated,0.05784,69,279,0.03040,0.08528
2000,Saxony,Rural regions,Comp. time,0.12569,154,317,0.08914,0.16224
2000,Saxony,Rural regions,Some of both,0.07510,76,317,0.04605,0.10416
2000,Saxony,Rural regions,Paid,0.02781,37,317,0.00968,0.04594
2000,Saxony,Rural regions,Not compensated,0.04232,50,317,0.02012,0.06452
2000,Saxony-Anhalt,Urban regions,Comp. time,0.14618,35,35,0.02743,0.26494
2000,Saxony-Anhalt,Rural regions,Comp. time,0.11498,138,295,0.07851,0.15144
2000,Saxony-Anhalt,Rural regions,Some of both,0.05855,60,295,0.03171,0.08538
2000,Saxony-Anhalt,Rural regions,Paid,0.03696,43,295,0.01539,0.05852
2000,Saxony-Anhalt,Rural regions,Not compensated,0.04381,54,295,0.02042,0.06721
2000,Thuringa,Urban regions,Comp. time,0.17288,62,62,0.07798,0.26777
2000,Thuringa,Rural regions,Comp. time,0.13738,141,286,0.09741,0.17734
2000,Thuringa,Rural regions,Some of both,0.05548,55,286,0.02890,0.08206
2000,Thuringa,Rural regions,Paid,0.05205,53,286,0.02626,0.07784
2000,Thuringa,Rural regions,Not compensated,0.03812,37,286,0.01589,0.06035
2001,Schleswig-Holstein,Urban regions,Comp. time,0.09598,31,31,-0.00943,0.20139
2001,Schleswig-Holstein,Rural regions,Comp. time,0.13279,55,55,0.04228,0.22330
2001,Hamburg,Urban regions,Comp. time,0.19900,60,60,0.09712,0.30088
2001,Lower Saxony,Urban regions,Comp. time,0.12954,149,325,0.09297,0.16610
2001,Lower Saxony,Urban regions,Some of both,0.07809,85,325,0.04887,0.10730
2001,Lower Saxony,Urban regions,Paid,0.05556,49,325,0.03062,0.08050
2001,Lower Saxony,Urban regions,Not compensated,0.03368,42,325,0.01403,0.05332
2001,Lower Saxony,Rural regions,Comp. time,0.13747,171,347,0.10119,0.17376
2001,Lower Saxony,Rural regions,Some of both,0.05834,77,347,0.03364,0.08304
2001,Lower Saxony,Rural regions,Paid,0.05052,59,347,0.02744,0.07360
2001,Lower Saxony,Rural regions,Not compensated,0.02778,40,347,0.01046,0.04509
2001,North Rhine-Westphalia,Urban regions,Comp. time,0.11005,624,1524,0.09433,0.12576
2001,North Rhine-Westphalia,Urban regions,Some of both,0.05482,310,1524,0.04339,0.06626
2001,North Rhine-Westphalia,Urban regions,Paid,0.05621,325,1524,0.04464,0.06777
2001,North Rhine-Westphalia,Urban regions,Not compensated,0.04719,265,1524,0.03654,0.05784
2001,Hesse,Urban regions,Comp. time,0.12114,194,419,0.08986,0.15242
2001,Hesse,Urban regions,Some of both,0.04982,86,419,0.02896,0.07068
2001,Hesse,Urban regions,Paid,0.03877,61,419,0.02026,0.05728
2001,Hesse,Urban regions,Not compensated,0.05795,78,419,0.03555,0.08035
2001,Hesse,Rural regions,Comp. time,0.12831,50,50,0.03467,0.22195
2001,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.08987,124,293,0.05707,0.12267
2001,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04809,67,293,0.02355,0.07263
2001,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04978,63,293,0.02484,0.07473
2001,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.02956,39,293,0.01014,0.04899
2001,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.10451,52,52,0.02055,0.18847
2001,Baden-Wuerttemberg,Urban regions,Comp. time,0.12769,345,842,0.10514,0.15025
2001,Baden-Wuerttemberg,Urban regions,Some of both,0.06119,198,842,0.04499,0.07739
2001,Baden-Wuerttemberg,Urban regions,Paid,0.04620,147,842,0.03201,0.06039
2001,Baden-Wuerttemberg,Urban regions,Not compensated,0.04981,152,842,0.03511,0.06452
2001,Baden-Wuerttemberg,Rural regions,Comp. time,0.09761,32,32,-0.00686,0.20209
2001,Bavaria,Urban regions,Comp. time,0.13873,246,526,0.10916,0.16830
2001,Bavaria,Urban regions,Some of both,0.05910,115,526,0.03893,0.07927
2001,Bavaria,Urban regions,Paid,0.03884,67,526,0.02231,0.05537
2001,Bavaria,Urban regions,Not compensated,0.05206,98,526,0.03305,0.07106
2001,Bavaria,Rural regions,Comp. time,0.16309,306,573,0.13281,0.19336
2001,Bavaria,Rural regions,Some of both,0.05322,109,573,0.03482,0.07162
2001,Bavaria,Rural regions,Paid,0.03102,70,573,0.01681,0.04523
2001,Bavaria,Rural regions,Not compensated,0.04696,88,573,0.02963,0.06430
2001,Berlin,Urban regions,Comp. time,0.13678,139,300,0.09783,0.17573
2001,Berlin,Urban regions,Some of both,0.09205,80,300,0.05928,0.12481
2001,Berlin,Urban regions,Paid,0.03521,35,300,0.01432,0.05610
2001,Berlin,Urban regions,Not compensated,0.04352,46,300,0.02039,0.06665
2001,Brandenburg,Rural regions,Comp. time,0.12820,146,297,0.09012,0.16629
2001,Brandenburg,Rural regions,Some of both,0.05524,64,297,0.02922,0.08127
2001,Brandenburg,Rural regions,Paid,0.04172,46,297,0.01894,0.06450
2001,Brandenburg,Rural regions,Not compensated,0.03687,41,297,0.01540,0.05833
2001,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.15896,87,131,0.09610,0.22181
2001,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.06796,44,131,0.02470,0.11123
2001,Saxony,Urban regions,Comp. time,0.12682,139,273,0.08728,0.16637
2001,Saxony,Urban regions,Some of both,0.07333,75,273,0.04235,0.10431
2001,Saxony,Urban regions,Not compensated,0.05105,59,273,0.02489,0.07720
2001,Saxony,Rural regions,Comp. time,0.13652,146,297,0.09741,0.17564
2001,Saxony,Rural regions,Some of both,0.06741,68,297,0.03884,0.09597
2001,Saxony,Rural regions,Paid,0.03030,41,297,0.01077,0.04983
2001,Saxony,Rural regions,Not compensated,0.04010,42,297,0.01775,0.06245
2001,Saxony-Anhalt,Urban regions,Comp. time,0.16896,35,35,0.04300,0.29491
2001,Saxony-Anhalt,Rural regions,Comp. time,0.11621,132,275,0.07826,0.15416
2001,Saxony-Anhalt,Rural regions,Some of both,0.04328,50,275,0.01919,0.06738
2001,Saxony-Anhalt,Rural regions,Paid,0.04037,40,275,0.01706,0.06367
2001,Saxony-Anhalt,Rural regions,Not compensated,0.04992,53,275,0.02413,0.07570
2001,Thuringa,Urban regions,Comp. time,0.19354,65,65,0.09675,0.29034
2001,Thuringa,Rural regions,Comp. time,0.13371,122,255,0.09186,0.17557
2001,Thuringa,Rural regions,Some of both,0.05534,50,255,0.02722,0.08346
2001,Thuringa,Rural regions,Paid,0.05901,49,255,0.03003,0.08799
2001,Thuringa,Rural regions,Not compensated,0.03181,34,255,0.01023,0.05340
2002,Schleswig-Holstein,Urban regions,Comp. time,0.13698,48,48,0.03868,0.23528
2002,Schleswig-Holstein,Rural regions,Comp. time,0.13418,61,61,0.04793,0.22042
2002,Hamburg,Urban regions,Comp. time,0.15127,53,53,0.05388,0.24866
2002,Lower Saxony,Urban regions,Comp. time,0.13865,165,329,0.10125,0.17605
2002,Lower Saxony,Urban regions,Some of both,0.06391,66,329,0.03744,0.09038
2002,Lower Saxony,Urban regions,Paid,0.03848,49,329,0.01766,0.05930
2002,Lower Saxony,Urban regions,Not compensated,0.02713,49,329,0.00955,0.04471
2002,Lower Saxony,Rural regions,Comp. time,0.13466,174,370,0.09983,0.16949
2002,Lower Saxony,Rural regions,Some of both,0.06223,88,370,0.03758,0.08688
2002,Lower Saxony,Rural regions,Paid,0.04595,58,370,0.02459,0.06732
2002,Lower Saxony,Rural regions,Not compensated,0.02797,50,370,0.01114,0.04479
2002,North Rhine-Westphalia,Urban regions,Comp. time,0.10717,628,1536,0.09169,0.12264
2002,North Rhine-Westphalia,Urban regions,Some of both,0.05046,306,1536,0.03951,0.06141
2002,North Rhine-Westphalia,Urban regions,Paid,0.04180,246,1536,0.03179,0.05181
2002,North Rhine-Westphalia,Urban regions,Not compensated,0.05144,356,1536,0.04039,0.06249
2002,Hesse,Urban regions,Comp. time,0.11704,225,490,0.08855,0.14554
2002,Hesse,Urban regions,Some of both,0.04892,87,490,0.02980,0.06804
2002,Hesse,Urban regions,Paid,0.03709,52,490,0.02034,0.05384
2002,Hesse,Urban regions,Not compensated,0.05101,126,490,0.03151,0.07051
2002,Hesse,Rural regions,Comp. time,0.11432,47,47,0.02237,0.20628
2002,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.08509,124,307,0.05383,0.11635
2002,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04177,70,307,0.01936,0.06419
2002,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04067,50,307,0.01854,0.06280
2002,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04151,63,307,0.01916,0.06385
2002,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.11150,51,51,0.02425,0.19874
2002,Baden-Wuerttemberg,Urban regions,Comp. time,0.12101,371,904,0.09974,0.14229
2002,Baden-Wuerttemberg,Urban regions,Some of both,0.05106,185,904,0.03671,0.06542
2002,Baden-Wuerttemberg,Urban regions,Paid,0.03909,119,904,0.02645,0.05173
2002,Baden-Wuerttemberg,Urban regions,Not compensated,0.06012,229,904,0.04461,0.07562
2002,Bavaria,Urban regions,Comp. time,0.15324,273,607,0.12456,0.18192
2002,Bavaria,Urban regions,Some of both,0.05649,136,607,0.03811,0.07487
2002,Bavaria,Urban regions,Paid,0.02336,52,607,0.01134,0.03539
2002,Bavaria,Urban regions,Not compensated,0.05527,146,607,0.03708,0.07347
2002,Bavaria,Rural regions,Comp. time,0.14094,292,554,0.11194,0.16994
2002,Bavaria,Rural regions,Some of both,0.05805,105,554,0.03856,0.07754
2002,Bavaria,Rural regions,Paid,0.02400,59,554,0.01124,0.03675
2002,Bavaria,Rural regions,Not compensated,0.03646,98,554,0.02084,0.05209
2002,Berlin,Urban regions,Comp. time,0.11830,135,257,0.07874,0.15786
2002,Berlin,Urban regions,Some of both,0.05129,54,257,0.02427,0.07831
2002,Berlin,Urban regions,Not compensated,0.05017,68,257,0.02343,0.07692
2002,Brandenburg,Rural regions,Comp. time,0.13551,156,264,0.09414,0.17687
2002,Brandenburg,Rural regions,Some of both,0.06127,66,264,0.03229,0.09026
2002,Brandenburg,Rural regions,Not compensated,0.02694,42,264,0.00738,0.04651
2002,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.15691,84,125,0.09289,0.22093
2002,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.05925,41,125,0.01769,0.10080
2002,Saxony,Urban regions,Comp. time,0.12256,138,273,0.08359,0.16154
2002,Saxony,Urban regions,Some of both,0.05520,57,273,0.02806,0.08234
2002,Saxony,Urban regions,Not compensated,0.05695,78,273,0.02941,0.08449
2002,Saxony,Rural regions,Comp. time,0.16779,164,296,0.12515,0.21043
2002,Saxony,Rural regions,Some of both,0.07116,82,296,0.04182,0.10050
2002,Saxony,Rural regions,Not compensated,0.04261,50,296,0.01956,0.06566
2002,Saxony-Anhalt,Urban regions,Comp. time,0.16792,31,31,0.03416,0.30168
2002,Saxony-Anhalt,Rural regions,Comp. time,0.11880,132,272,0.08028,0.15732
2002,Saxony-Anhalt,Rural regions,Some of both,0.04709,49,272,0.02187,0.07232
2002,Saxony-Anhalt,Rural regions,Paid,0.03207,34,272,0.01109,0.05304
2002,Saxony-Anhalt,Rural regions,Not compensated,0.04652,57,272,0.02144,0.07159
2002,Thuringa,Urban regions,Comp. time,0.16255,55,55,0.06414,0.26096
2002,Thuringa,Rural regions,Comp. time,0.11098,116,241,0.07124,0.15072
2002,Thuringa,Rural regions,Some of both,0.06359,54,241,0.03272,0.09446
2002,Thuringa,Rural regions,Paid,0.03615,35,241,0.01253,0.05976
2002,Thuringa,Rural regions,Not compensated,0.03317,36,241,0.01051,0.05583
2003,Schleswig-Holstein,Urban regions,Comp. time,0.08362,31,31,-0.01544,0.18267
2003,Schleswig-Holstein,Rural regions,Comp. time,0.15858,62,62,0.06691,0.25025
2003,Hamburg,Urban regions,Comp. time,0.14073,46,46,0.03912,0.24233
2003,Lower Saxony,Urban regions,Comp. time,0.16257,180,343,0.12347,0.20168
2003,Lower Saxony,Urban regions,Some of both,0.06496,69,343,0.03884,0.09108
2003,Lower Saxony,Urban regions,Paid,0.03924,40,343,0.01866,0.05982
2003,Lower Saxony,Urban regions,Not compensated,0.03574,54,343,0.01607,0.05542
2003,Lower Saxony,Rural regions,Comp. time,0.14361,173,354,0.10703,0.18020
2003,Lower Saxony,Rural regions,Some of both,0.04933,80,354,0.02674,0.07192
2003,Lower Saxony,Rural regions,Paid,0.04176,48,354,0.02089,0.06263
2003,Lower Saxony,Rural regions,Not compensated,0.02938,53,354,0.01177,0.04700
2003,North Rhine-Westphalia,Urban regions,Comp. time,0.10484,624,1440,0.08901,0.12066
2003,North Rhine-Westphalia,Urban regions,Some of both,0.04842,285,1440,0.03733,0.05951
2003,North Rhine-Westphalia,Urban regions,Paid,0.04190,225,1440,0.03155,0.05225
2003,North Rhine-Westphalia,Urban regions,Not compensated,0.04697,306,1440,0.03604,0.05790
2003,Hesse,Urban regions,Comp. time,0.13090,212,457,0.09994,0.16186
2003,Hesse,Urban regions,Some of both,0.05168,89,457,0.03136,0.07199
2003,Hesse,Urban regions,Paid,0.02696,39,457,0.01209,0.04182
2003,Hesse,Urban regions,Not compensated,0.04991,117,457,0.02993,0.06990
2003,Hesse,Rural regions,Comp. time,0.13759,49,82,0.06257,0.21260
2003,Hesse,Rural regions,Some of both,0.08570,33,82,0.02474,0.14666
2003,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.10106,140,306,0.06723,0.13489
2003,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.03461,55,306,0.01410,0.05513
2003,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04593,57,306,0.02244,0.06943
2003,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.03788,54,306,0.01645,0.05930
2003,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.10937,48,48,0.02014,0.19860
2003,Baden-Wuerttemberg,Urban regions,Comp. time,0.12201,360,860,0.10013,0.14390
2003,Baden-Wuerttemberg,Urban regions,Some of both,0.05890,171,860,0.04315,0.07464
2003,Baden-Wuerttemberg,Urban regions,Paid,0.03996,122,860,0.02686,0.05306
2003,Baden-Wuerttemberg,Urban regions,Not compensated,0.05154,207,860,0.03676,0.06633
2003,Baden-Wuerttemberg,Rural regions,Comp. time,0.13484,32,32,0.01460,0.25507
2003,Bavaria,Urban regions,Comp. time,0.15702,272,560,0.12686,0.18718
2003,Bavaria,Urban regions,Some of both,0.04934,113,560,0.03139,0.06730
2003,Bavaria,Urban regions,Paid,0.02289,44,560,0.01049,0.03529
2003,Bavaria,Urban regions,Not compensated,0.05094,131,560,0.03272,0.06917
2003,Bavaria,Rural regions,Comp. time,0.17710,314,556,0.14534,0.20886
2003,Bavaria,Rural regions,Some of both,0.04790,99,556,0.03013,0.06566
2003,Bavaria,Rural regions,Paid,0.01976,43,556,0.00818,0.03133
2003,Bavaria,Rural regions,Not compensated,0.03996,100,556,0.02367,0.05626
2003,Berlin,Urban regions,Comp. time,0.12151,131,239,0.08000,0.16302
2003,Berlin,Urban regions,Some of both,0.03963,46,239,0.01485,0.06442
2003,Berlin,Urban regions,Not compensated,0.05211,62,239,0.02388,0.08035
2003,Brandenburg,Rural regions,Comp. time,0.15279,162,244,0.10755,0.19803
2003,Brandenburg,Rural regions,Some of both,0.04565,48,244,0.01941,0.07190
2003,Brandenburg,Rural regions,Not compensated,0.02164,34,244,0.00335,0.03994
2003,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.14064,80,80,0.06398,0.21730
2003,Saxony,Urban regions,Comp. time,0.14556,157,277,0.10395,0.18717
2003,Saxony,Urban regions,Some of both,0.05634,55,277,0.02914,0.08354
2003,Saxony,Urban regions,Not compensated,0.04771,65,277,0.02256,0.07285
2003,Saxony,Rural regions,Comp. time,0.17390,161,269,0.12852,0.21928
2003,Saxony,Rural regions,Some of both,0.06129,60,269,0.03257,0.09001
2003,Saxony,Rural regions,Not compensated,0.03613,48,269,0.01378,0.05847
2003,Saxony-Anhalt,Urban regions,Comp. time,0.16543,32,32,0.03463,0.29623
2003,Saxony-Anhalt,Rural regions,Comp. time,0.12247,121,215,0.07854,0.16639
2003,Saxony-Anhalt,Rural regions,Some of both,0.05099,49,215,0.02152,0.08047
2003,Saxony-Anhalt,Rural regions,Not compensated,0.03661,45,215,0.01145,0.06177
2003,Thuringa,Urban regions,Comp. time,0.16492,56,56,0.06684,0.26300
2003,Thuringa,Rural regions,Comp. time,0.12764,114,244,0.08569,0.16960
2003,Thuringa,Rural regions,Some of both,0.05065,49,244,0.02308,0.07822
2003,Thuringa,Rural regions,Paid,0.04803,39,244,0.02115,0.07492
2003,Thuringa,Rural regions,Not compensated,0.03504,42,244,0.01192,0.05816
2004,Schleswig-Holstein,Urban regions,Comp. time,0.07878,32,68,0.01427,0.14329
2004,Schleswig-Holstein,Urban regions,Not compensated,0.12595,36,68,0.04650,0.20540
2004,Schleswig-Holstein,Rural regions,Comp. time,0.09781,45,45,0.01004,0.18559
2004,Hamburg,Urban regions,Comp. time,0.11360,38,38,0.01135,0.21584
2004,Lower Saxony,Urban regions,Comp. time,0.15294,164,306,0.11254,0.19333
2004,Lower Saxony,Urban regions,Some of both,0.05255,61,306,0.02751,0.07759
2004,Lower Saxony,Urban regions,Paid,0.02984,31,306,0.01075,0.04894
2004,Lower Saxony,Urban regions,Not compensated,0.03736,50,306,0.01608,0.05864
2004,Lower Saxony,Rural regions,Comp. time,0.12655,156,323,0.09023,0.16286
2004,Lower Saxony,Rural regions,Some of both,0.05163,74,323,0.02746,0.07580
2004,Lower Saxony,Rural regions,Paid,0.03621,36,323,0.01580,0.05661
2004,Lower Saxony,Rural regions,Not compensated,0.03225,57,323,0.01295,0.05154
2004,North Rhine-Westphalia,Urban regions,Comp. time,0.11055,629,1406,0.09416,0.12695
2004,North Rhine-Westphalia,Urban regions,Some of both,0.04669,243,1406,0.03566,0.05772
2004,North Rhine-Westphalia,Urban regions,Paid,0.04317,203,1406,0.03254,0.05379
2004,North Rhine-Westphalia,Urban regions,Not compensated,0.04966,331,1406,0.03830,0.06102
2004,Hesse,Urban regions,Comp. time,0.12890,202,446,0.09777,0.16004
2004,Hesse,Urban regions,Some of both,0.04270,74,446,0.02392,0.06149
2004,Hesse,Urban regions,Paid,0.02213,37,446,0.00846,0.03580
2004,Hesse,Urban regions,Not compensated,0.06978,133,446,0.04611,0.09345
2004,Hesse,Rural regions,Comp. time,0.17338,49,49,0.06628,0.28048
2004,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.10089,127,278,0.06542,0.13636
2004,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.02714,41,278,0.00800,0.04628
2004,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.03521,46,278,0.01350,0.05691
2004,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04599,64,278,0.02132,0.07066
2004,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.12421,51,51,0.03279,0.21563
2004,Baden-Wuerttemberg,Urban regions,Comp. time,0.13428,371,845,0.11127,0.15728
2004,Baden-Wuerttemberg,Urban regions,Some of both,0.05384,162,845,0.03861,0.06906
2004,Baden-Wuerttemberg,Urban regions,Paid,0.03719,106,845,0.02443,0.04996
2004,Baden-Wuerttemberg,Urban regions,Not compensated,0.05486,206,845,0.03950,0.07022
2004,Bavaria,Urban regions,Comp. time,0.15141,253,538,0.12110,0.18173
2004,Bavaria,Urban regions,Some of both,0.04506,102,538,0.02751,0.06260
2004,Bavaria,Urban regions,Paid,0.03234,46,538,0.01738,0.04730
2004,Bavaria,Urban regions,Not compensated,0.05759,137,538,0.03788,0.07729
2004,Bavaria,Rural regions,Comp. time,0.16503,303,546,0.13387,0.19620
2004,Bavaria,Rural regions,Some of both,0.03941,89,546,0.02308,0.05575
2004,Bavaria,Rural regions,Paid,0.01962,39,546,0.00797,0.03126
2004,Bavaria,Rural regions,Not compensated,0.04971,115,546,0.03146,0.06795
2004,Berlin,Urban regions,Comp. time,0.13520,138,240,0.09184,0.17855
2004,Berlin,Urban regions,Some of both,0.03544,43,240,0.01200,0.05888
2004,Berlin,Urban regions,Not compensated,0.04654,59,240,0.01983,0.07324
2004,Brandenburg,Rural regions,Comp. time,0.12266,133,226,0.07980,0.16553
2004,Brandenburg,Rural regions,Some of both,0.04994,58,226,0.02148,0.07840
2004,Brandenburg,Rural regions,Not compensated,0.03519,35,226,0.01111,0.05927
2004,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.14806,75,75,0.06714,0.22899
2004,Saxony,Urban regions,Comp. time,0.12783,149,259,0.08708,0.16857
2004,Saxony,Urban regions,Some of both,0.06055,61,259,0.03145,0.08965
2004,Saxony,Urban regions,Not compensated,0.03078,49,259,0.00971,0.05186
2004,Saxony,Rural regions,Comp. time,0.16308,156,268,0.11876,0.20739
2004,Saxony,Rural regions,Some of both,0.07192,66,268,0.04093,0.10291
2004,Saxony,Rural regions,Not compensated,0.03610,46,268,0.01373,0.05848
2004,Saxony-Anhalt,Rural regions,Comp. time,0.12995,132,235,0.08687,0.17303
2004,Saxony-Anhalt,Rural regions,Some of both,0.05626,55,235,0.02674,0.08578
2004,Saxony-Anhalt,Rural regions,Not compensated,0.04037,48,235,0.01515,0.06559
2004,Thuringa,Urban regions,Comp. time,0.11778,53,53,0.03016,0.20539
2004,Thuringa,Rural regions,Comp. time,0.12249,106,235,0.08048,0.16450
2004,Thuringa,Rural regions,Some of both,0.06626,54,235,0.03439,0.09813
2004,Thuringa,Rural regions,Paid,0.03660,33,235,0.01254,0.06066
2004,Thuringa,Rural regions,Not compensated,0.03630,42,235,0.01234,0.06027
2005,Schleswig-Holstein,Urban regions,Comp. time,0.13603,41,41,0.02979,0.24228
2005,Schleswig-Holstein,Rural regions,Comp. time,0.15660,58,89,0.08067,0.23254
2005,Schleswig-Holstein,Rural regions,Not compensated,0.06615,31,89,0.01422,0.11808
