year,bula_h,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.22788,185,372,0.18519,0.27056
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.06800,73,372,0.04238,0.09361
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.13770,114,372,0.10264,0.17277
2014,Bavaria,Lower Secondary Level,Comp. time,0.12052,74,74,0.04583,0.19520
2014,Bavaria,Upper Secondary Level,Comp. time,0.24637,535,918,0.21848,0.27426
2014,Bavaria,Upper Secondary Level,Some of both,0.07889,192,918,0.06144,0.09633
2014,Bavaria,Upper Secondary Level,Paid,0.04097,113,918,0.02814,0.05380
2014,Bavaria,Upper Secondary Level,Not compensated,0.03403,78,918,0.02230,0.04577
2014,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.26535,75,108,0.18169,0.34901
2014,Bavaria,Post-secondary Non-tertiary Level,Some of both,0.14700,33,108,0.07990,0.21409
2014,Bavaria,First Stage of Tertiary Education,Comp. time,0.21712,71,71,0.12054,0.31370
2014,Bavaria,Second Stage of Tertiary Education,Comp. time,0.22902,232,442,0.18980,0.26824
2014,Bavaria,Second Stage of Tertiary Education,Some of both,0.07168,64,442,0.04761,0.09576
2014,Bavaria,Second Stage of Tertiary Education,Not compensated,0.14701,146,442,0.11396,0.18006
2014,Berlin,Upper Secondary Level,Comp. time,0.19162,69,102,0.11486,0.26838
2014,Berlin,Upper Secondary Level,Some of both,0.07955,33,102,0.02678,0.13233
2014,Berlin,Second Stage of Tertiary Education,Comp. time,0.25440,85,132,0.17982,0.32898
2014,Berlin,Second Stage of Tertiary Education,Not compensated,0.10133,47,132,0.04966,0.15301
2014,Brandenburg,Upper Secondary Level,Comp. time,0.17264,76,129,0.10716,0.23811
2014,Brandenburg,Upper Secondary Level,Some of both,0.08065,53,129,0.03347,0.12782
2014,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.14304,43,43,0.03716,0.24893
2014,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.21024,62,62,0.10798,0.31250
2014,Saxony,Upper Secondary Level,Comp. time,0.20740,177,310,0.16219,0.25261
2014,Saxony,Upper Secondary Level,Some of both,0.12157,99,310,0.08513,0.15801
2014,Saxony,Upper Secondary Level,Paid,0.03699,34,310,0.01595,0.05804
2014,Saxony,Second Stage of Tertiary Education,Comp. time,0.24182,97,145,0.17188,0.31175
2014,Saxony,Second Stage of Tertiary Education,Not compensated,0.07961,48,145,0.03540,0.12382
2014,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.13515,82,137,0.07769,0.19261
2014,Saxony-Anhalt,Upper Secondary Level,Some of both,0.10827,55,137,0.05605,0.16050
2014,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.20190,52,52,0.09173,0.31207
2014,Thuringa,Upper Secondary Level,Comp. time,0.16782,88,175,0.11229,0.22334
2014,Thuringa,Upper Secondary Level,Some of both,0.07044,51,175,0.03242,0.10846
2014,Thuringa,Upper Secondary Level,Paid,0.04488,36,175,0.01412,0.07564
2014,Thuringa,Second Stage of Tertiary Education,Comp. time,0.31421,62,96,0.22086,0.40756
2014,Thuringa,Second Stage of Tertiary Education,Not compensated,0.11935,34,96,0.05416,0.18454
2018,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.21424,89,161,0.15066,0.27781
2018,Schleswig-Holstein,Upper Secondary Level,Some of both,0.05993,37,161,0.02315,0.09671
2018,Schleswig-Holstein,Upper Secondary Level,Paid,0.04989,35,161,0.01615,0.08362
2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,Comp. time,0.35731,32,32,0.18862,0.52601
2018,Schleswig-Holstein,Second Stage of Tertiary Education,Comp. time,0.30124,59,59,0.18316,0.41931
2018,Lower Saxony,Upper Secondary Level,Comp. time,0.20687,231,426,0.16836,0.24538
2018,Lower Saxony,Upper Secondary Level,Some of both,0.11085,126,426,0.08100,0.14069
2018,Lower Saxony,Upper Secondary Level,Paid,0.04895,69,426,0.02844,0.06947
2018,Lower Saxony,Post-secondary Non-tertiary Level,Comp. time,0.26097,75,75,0.16090,0.36103
2018,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.26319,137,254,0.20893,0.31746
2018,Lower Saxony,Second Stage of Tertiary Education,Some of both,0.08097,58,254,0.04736,0.11459
2018,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.10382,59,254,0.06624,0.14141
2018,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.06368,50,131,0.02170,0.10565
2018,North Rhine-Westphalia,Lower Secondary Level,Some of both,0.08306,43,131,0.03562,0.13050
2018,North Rhine-Westphalia,Lower Secondary Level,Paid,0.04269,38,131,0.00794,0.07744
2018,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.15192,355,753,0.12627,0.17758
2018,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.08344,186,753,0.06367,0.10320
2018,North Rhine-Westphalia,Upper Secondary Level,Paid,0.06084,151,753,0.04375,0.07792
2018,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.02194,61,753,0.01147,0.03241
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.25990,160,291,0.20942,0.31038
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.12108,59,291,0.08354,0.15863
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Paid,0.05527,39,291,0.02897,0.08157
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.04501,33,291,0.02115,0.06888
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.25833,69,69,0.15429,0.36237
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.21758,251,511,0.18177,0.25339
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.10379,86,511,0.07732,0.13026
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.04424,50,511,0.02639,0.06209
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.09844,124,511,0.07259,0.12430
2018,Hesse,Upper Secondary Level,Comp. time,0.19923,143,253,0.14991,0.24855
2018,Hesse,Upper Secondary Level,Some of both,0.08507,70,253,0.05062,0.11952
2018,Hesse,Upper Secondary Level,Paid,0.04633,40,253,0.02038,0.07228
2018,Hesse,Post-secondary Non-tertiary Level,Comp. time,0.34251,43,43,0.19899,0.48603
2018,Hesse,Second Stage of Tertiary Education,Comp. time,0.22769,122,205,0.17014,0.28523
2018,Hesse,Second Stage of Tertiary Education,Not compensated,0.18187,83,205,0.12893,0.23480
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.18220,128,235,0.13274,0.23165
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.08961,67,235,0.05301,0.12620
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.04558,40,235,0.01885,0.07230
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Comp. time,0.26906,34,34,0.11775,0.42037
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.22359,69,102,0.14233,0.30485
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.12396,33,102,0.05969,0.18823
2018,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.10436,35,35,0.00159,0.20713
2018,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.23179,280,514,0.19527,0.26830
2018,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.11450,133,514,0.08694,0.14205
2018,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.06677,61,514,0.04517,0.08837
2018,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03096,40,514,0.01597,0.04595
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.26281,73,73,0.16114,0.36448
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.31989,65,65,0.20561,0.43416
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.25634,233,420,0.21454,0.29815
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.06426,63,420,0.04078,0.08774
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.14399,124,420,0.11038,0.17761
2018,Bavaria,Lower Secondary Level,Comp. time,0.11840,56,56,0.03301,0.20378
2018,Bavaria,Upper Secondary Level,Comp. time,0.24132,488,815,0.21192,0.27071
2018,Bavaria,Upper Secondary Level,Some of both,0.09796,173,815,0.07754,0.11839
2018,Bavaria,Upper Secondary Level,Paid,0.03888,97,815,0.02560,0.05216
2018,Bavaria,Upper Secondary Level,Not compensated,0.02567,57,815,0.01480,0.03653
2018,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.33445,89,120,0.24968,0.41921
2018,Bavaria,Post-secondary Non-tertiary Level,Some of both,0.10765,31,120,0.05196,0.16334
2018,Bavaria,First Stage of Tertiary Education,Comp. time,0.33090,75,75,0.22369,0.43811
2018,Bavaria,Second Stage of Tertiary Education,Comp. time,0.24449,234,432,0.20391,0.28506
2018,Bavaria,Second Stage of Tertiary Education,Some of both,0.07732,78,432,0.05210,0.10253
2018,Bavaria,Second Stage of Tertiary Education,Not compensated,0.14887,120,432,0.11526,0.18247
2018,Berlin,Upper Secondary Level,Comp. time,0.14320,55,55,0.04977,0.23663
2018,Berlin,Second Stage of Tertiary Education,Comp. time,0.28879,99,138,0.21290,0.36468
2018,Berlin,Second Stage of Tertiary Education,Not compensated,0.10290,39,138,0.05202,0.15377
2018,Brandenburg,Upper Secondary Level,Comp. time,0.17980,84,137,0.11526,0.24434
2018,Brandenburg,Upper Secondary Level,Some of both,0.09131,53,137,0.04290,0.13973
2018,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.21673,46,46,0.09635,0.33711
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.21917,51,51,0.10450,0.33383
2018,Saxony,Upper Secondary Level,Comp. time,0.22262,185,336,0.17807,0.26717
2018,Saxony,Upper Secondary Level,Some of both,0.12974,104,336,0.09376,0.16573
2018,Saxony,Upper Secondary Level,Paid,0.04876,47,336,0.02570,0.07183
2018,Saxony,Post-secondary Non-tertiary Level,Comp. time,0.46358,35,35,0.29596,0.63120
2018,Saxony,First Stage of Tertiary Education,Comp. time,0.34449,33,33,0.17984,0.50914
2018,Saxony,Second Stage of Tertiary Education,Comp. time,0.25926,98,132,0.18421,0.33430
2018,Saxony,Second Stage of Tertiary Education,Not compensated,0.09316,34,132,0.04339,0.14294
2018,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.12016,82,147,0.06742,0.17290
2018,Saxony-Anhalt,Upper Secondary Level,Some of both,0.07572,33,147,0.03281,0.11864
2018,Saxony-Anhalt,Upper Secondary Level,Paid,0.05770,32,147,0.01987,0.09552
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.25833,63,63,0.14938,0.36729
2018,Thuringa,Upper Secondary Level,Comp. time,0.22224,107,163,0.15822,0.28627
2018,Thuringa,Upper Secondary Level,Some of both,0.08304,56,163,0.04055,0.12554
2018,Thuringa,Second Stage of Tertiary Education,Comp. time,0.27699,59,59,0.16182,0.39216
2020,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.21100,79,110,0.13440,0.28759
2020,Schleswig-Holstein,Upper Secondary Level,Some of both,0.07848,31,110,0.02800,0.12897
2020,Schleswig-Holstein,Second Stage of Tertiary Education,Comp. time,0.34671,52,52,0.21609,0.47733
2020,Hamburg,Second Stage of Tertiary Education,Comp. time,0.23996,33,33,0.09199,0.38793
2020,Lower Saxony,Upper Secondary Level,Comp. time,0.19595,213,403,0.15715,0.23475
2020,Lower Saxony,Upper Secondary Level,Some of both,0.13095,131,403,0.09797,0.16392
2020,Lower Saxony,Upper Secondary Level,Paid,0.04411,59,403,0.02404,0.06418
2020,Lower Saxony,Post-secondary Non-tertiary Level,Comp. time,0.34269,79,79,0.23737,0.44802
2020,Lower Saxony,First Stage of Tertiary Education,Comp. time,0.26814,32,32,0.11219,0.42408
2020,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.27303,149,250,0.21769,0.32837
2020,Lower Saxony,Second Stage of Tertiary Education,Some of both,0.06759,43,250,0.03641,0.09877
2020,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.09727,58,250,0.06046,0.13408
2020,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.07077,45,91,0.01779,0.12376
2020,North Rhine-Westphalia,Lower Secondary Level,Some of both,0.07505,46,91,0.02062,0.12948
2020,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.14663,337,723,0.12083,0.17243
2020,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.09373,218,723,0.07247,0.11499
2020,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05130,115,723,0.03521,0.06739
2020,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.02364,53,723,0.01256,0.03473
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.33385,173,275,0.27801,0.38969
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.11660,68,275,0.07860,0.15461
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.03627,34,275,0.01413,0.05840
2020,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.27196,64,64,0.16208,0.38184
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.22138,274,587,0.18777,0.25500
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.09884,96,587,0.07468,0.12301
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.05499,71,587,0.03653,0.07345
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.10633,146,587,0.08137,0.13129
2020,Hesse,Upper Secondary Level,Comp. time,0.23182,145,243,0.17865,0.28498
2020,Hesse,Upper Secondary Level,Some of both,0.10071,62,243,0.06279,0.13863
2020,Hesse,Upper Secondary Level,Paid,0.03160,36,243,0.00956,0.05364
2020,Hesse,Post-secondary Non-tertiary Level,Comp. time,0.24140,41,41,0.10878,0.37401
2020,Hesse,Second Stage of Tertiary Education,Comp. time,0.23283,141,256,0.18096,0.28471
2020,Hesse,Second Stage of Tertiary Education,Some of both,0.11561,44,256,0.07637,0.15486
2020,Hesse,Second Stage of Tertiary Education,Not compensated,0.12811,71,256,0.08709,0.16914
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.18704,116,206,0.13366,0.24042
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.08589,57,206,0.04753,0.12424
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.05793,33,206,0.02595,0.08992
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.29909,80,80,0.19813,0.40006
2020,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.07837,36,36,-0.01067,0.16741
2020,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.20362,247,447,0.16625,0.24100
2020,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.13174,116,447,0.10035,0.16312
2020,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.05360,51,447,0.03270,0.07451
2020,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.01605,33,447,0.00439,0.02772
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.26189,73,73,0.16033,0.36344
2020,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.28702,48,48,0.15769,0.41635
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.33758,235,454,0.29403,0.38113
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.07183,72,454,0.04805,0.09561
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Paid,0.02886,34,454,0.01344,0.04427
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.10364,113,454,0.07557,0.13171
2020,Bavaria,Lower Secondary Level,Comp. time,0.11016,59,59,0.02958,0.19074
2020,Bavaria,Upper Secondary Level,Comp. time,0.28393,457,747,0.25158,0.31629
2020,Bavaria,Upper Secondary Level,Some of both,0.08512,174,747,0.06509,0.10514
2020,Bavaria,Upper Secondary Level,Paid,0.03398,69,747,0.02098,0.04698
2020,Bavaria,Upper Secondary Level,Not compensated,0.01945,47,747,0.00954,0.02936
2020,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.41276,105,145,0.33234,0.49317
2020,Bavaria,Post-secondary Non-tertiary Level,Some of both,0.12337,40,145,0.06966,0.17708
2020,Bavaria,First Stage of Tertiary Education,Comp. time,0.35574,72,72,0.24438,0.46710
2020,Bavaria,Second Stage of Tertiary Education,Comp. time,0.30556,297,512,0.26562,0.34550
2020,Bavaria,Second Stage of Tertiary Education,Some of both,0.06789,87,512,0.04608,0.08970
2020,Bavaria,Second Stage of Tertiary Education,Not compensated,0.11762,128,512,0.08969,0.14555
2020,Berlin,Upper Secondary Level,Comp. time,0.15409,69,104,0.08437,0.22382
2020,Berlin,Upper Secondary Level,Some of both,0.07154,35,104,0.02176,0.12131
2020,Berlin,Second Stage of Tertiary Education,Comp. time,0.27781,143,226,0.21928,0.33634
2020,Berlin,Second Stage of Tertiary Education,Some of both,0.06777,33,226,0.03493,0.10061
2020,Berlin,Second Stage of Tertiary Education,Not compensated,0.08439,50,226,0.04807,0.12071
2020,Brandenburg,Upper Secondary Level,Comp. time,0.22149,82,132,0.15038,0.29260
2020,Brandenburg,Upper Secondary Level,Some of both,0.08544,50,132,0.03757,0.13331
2020,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.23426,50,50,0.11567,0.35284
2020,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.17020,41,41,0.05374,0.28667
2020,Saxony,Upper Secondary Level,Comp. time,0.20461,154,264,0.15585,0.25336
2020,Saxony,Upper Secondary Level,Some of both,0.18101,110,264,0.13447,0.22754
2020,Saxony,Post-secondary Non-tertiary Level,Comp. time,0.62385,35,35,0.46102,0.78668
2020,Saxony,Second Stage of Tertiary Education,Comp. time,0.31001,103,146,0.23473,0.38529
2020,Saxony,Second Stage of Tertiary Education,Not compensated,0.07509,43,146,0.03220,0.11799
2020,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.14243,81,120,0.07963,0.20522
2020,Saxony-Anhalt,Upper Secondary Level,Some of both,0.09976,39,120,0.04591,0.15360
2020,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.30495,57,57,0.18437,0.42554
2020,Thuringa,Upper Secondary Level,Comp. time,0.16880,89,141,0.10675,0.23085
2020,Thuringa,Upper Secondary Level,Some of both,0.10351,52,141,0.05305,0.15398
2020,Thuringa,Second Stage of Tertiary Education,Comp. time,0.18986,51,51,0.08115,0.29857
2022,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.20377,77,113,0.12917,0.27837
2022,Schleswig-Holstein,Upper Secondary Level,Some of both,0.09023,36,113,0.03717,0.14329
2022,Schleswig-Holstein,Second Stage of Tertiary Education,Comp. time,0.29510,70,70,0.18748,0.40272
2022,Hamburg,Second Stage of Tertiary Education,Comp. time,0.28227,51,86,0.18659,0.37796
2022,Hamburg,Second Stage of Tertiary Education,Not compensated,0.13634,35,86,0.06339,0.20929
2022,Lower Saxony,Upper Secondary Level,Comp. time,0.20095,176,306,0.15598,0.24592
2022,Lower Saxony,Upper Secondary Level,Some of both,0.11474,81,306,0.07897,0.15050
2022,Lower Saxony,Upper Secondary Level,Paid,0.05404,49,306,0.02867,0.07942
2022,Lower Saxony,Post-secondary Non-tertiary Level,Comp. time,0.40938,78,78,0.29955,0.51921
2022,Lower Saxony,First Stage of Tertiary Education,Comp. time,0.37966,48,48,0.24091,0.51841
2022,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.27674,200,316,0.22733,0.32615
2022,Lower Saxony,Second Stage of Tertiary Education,Some of both,0.07090,42,316,0.04256,0.09925
2022,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.10066,74,316,0.06743,0.13388
2022,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.09672,40,75,0.02937,0.16406
2022,North Rhine-Westphalia,Lower Secondary Level,Paid,0.08947,35,75,0.02444,0.15451
2022,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.17701,356,651,0.14767,0.20635
2022,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.07671,145,651,0.05625,0.09717
2022,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05834,108,651,0.04032,0.07636
2022,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.01183,42,651,0.00352,0.02014
2022,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.33732,198,343,0.28721,0.38743
2022,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.14763,79,343,0.11003,0.18523
2022,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Paid,0.04653,33,343,0.02421,0.06885
2022,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.04581,33,343,0.02365,0.06797
2022,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.32126,87,87,0.22257,0.41996
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.27565,427,827,0.24518,0.30613
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.05840,125,827,0.04241,0.07439
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.03120,68,827,0.01934,0.04306
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.12759,207,827,0.10484,0.15034
2022,Hesse,Upper Secondary Level,Comp. time,0.21339,111,201,0.15661,0.27017
2022,Hesse,Upper Secondary Level,Some of both,0.08859,58,201,0.04921,0.12797
2022,Hesse,Upper Secondary Level,Paid,0.03753,32,201,0.01119,0.06387
2022,Hesse,Post-secondary Non-tertiary Level,Comp. time,0.37313,51,51,0.23907,0.50719
2022,Hesse,Second Stage of Tertiary Education,Comp. time,0.27856,193,376,0.23318,0.32393
2022,Hesse,Second Stage of Tertiary Education,Some of both,0.13012,63,376,0.09607,0.16417
2022,Hesse,Second Stage of Tertiary Education,Paid,0.03977,33,376,0.01999,0.05954
2022,Hesse,Second Stage of Tertiary Education,Not compensated,0.12675,87,376,0.09308,0.16043
2022,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.19444,93,176,0.13580,0.25307
2022,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06913,42,176,0.03154,0.10671
2022,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.09399,41,176,0.05075,0.13722
2022,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Comp. time,0.26266,35,35,0.11473,0.41059
2022,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.22260,87,132,0.15136,0.29383
2022,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.13860,45,132,0.07943,0.19778
2022,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.21546,265,481,0.17868,0.25224
2022,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.10801,109,481,0.08024,0.13578
2022,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.07563,62,481,0.05198,0.09928
2022,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.02790,45,481,0.01317,0.04264
2022,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.28932,71,108,0.20340,0.37524
2022,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Some of both,0.18048,37,108,0.10761,0.25335
2022,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.22493,47,47,0.10427,0.34559
2022,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.31932,350,651,0.28348,0.35516
2022,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.11584,114,651,0.09124,0.14044
2022,Baden-Wuerttemberg,Second Stage of Tertiary Education,Paid,0.02059,39,651,0.00967,0.03151
2022,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.11933,148,651,0.09441,0.14425
2022,Bavaria,Lower Secondary Level,Comp. time,0.14461,43,43,0.03824,0.25098
2022,Bavaria,Upper Secondary Level,Comp. time,0.25200,419,680,0.21935,0.28466
2022,Bavaria,Upper Secondary Level,Some of both,0.08593,150,680,0.06485,0.10701
2022,Bavaria,Upper Secondary Level,Paid,0.03723,66,680,0.02299,0.05147
2022,Bavaria,Upper Secondary Level,Not compensated,0.01883,45,680,0.00861,0.02906
2022,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.38521,97,97,0.28786,0.48255
2022,Bavaria,First Stage of Tertiary Education,Comp. time,0.34870,82,114,0.26083,0.43657
2022,Bavaria,First Stage of Tertiary Education,Some of both,0.10535,32,114,0.04874,0.16195
2022,Bavaria,Second Stage of Tertiary Education,Comp. time,0.28940,413,759,0.25711,0.32168
2022,Bavaria,Second Stage of Tertiary Education,Some of both,0.07498,114,759,0.05623,0.09372
2022,Bavaria,Second Stage of Tertiary Education,Paid,0.03706,43,759,0.02361,0.05051
2022,Bavaria,Second Stage of Tertiary Education,Not compensated,0.12415,189,759,0.10067,0.14762
2022,Berlin,Upper Secondary Level,Comp. time,0.12366,56,56,0.03666,0.21067
2022,Berlin,Post-secondary Non-tertiary Level,Comp. time,0.41812,35,35,0.25232,0.58392
2022,Berlin,Second Stage of Tertiary Education,Comp. time,0.34142,212,404,0.29512,0.38771
2022,Berlin,Second Stage of Tertiary Education,Some of both,0.05768,54,404,0.03492,0.08045
2022,Berlin,Second Stage of Tertiary Education,Paid,0.02247,33,404,0.00800,0.03694
2022,Berlin,Second Stage of Tertiary Education,Not compensated,0.09564,105,404,0.06692,0.12435
2022,Brandenburg,Upper Secondary Level,Comp. time,0.30566,74,110,0.21917,0.39214
2022,Brandenburg,Upper Secondary Level,Some of both,0.07011,36,110,0.02218,0.11805
2022,Brandenburg,Post-secondary Non-tertiary Level,Comp. time,0.43109,45,45,0.28476,0.57742
2022,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.28429,75,109,0.19922,0.36936
2022,Brandenburg,Second Stage of Tertiary Education,Not compensated,0.12929,34,109,0.06601,0.19257
2022,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.18732,50,50,0.07807,0.29656
2022,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Comp. time,0.15752,36,36,0.03683,0.27821
2022,Saxony,Upper Secondary Level,Comp. time,0.18798,152,270,0.14129,0.23467
2022,Saxony,Upper Secondary Level,Some of both,0.11336,85,270,0.07547,0.15125
2022,Saxony,Upper Secondary Level,Paid,0.04478,33,270,0.02007,0.06950
2022,Saxony,Post-secondary Non-tertiary Level,Comp. time,0.45069,43,43,0.30021,0.60117
2022,Saxony,First Stage of Tertiary Education,Comp. time,0.25831,35,35,0.11118,0.40544
2022,Saxony,Second Stage of Tertiary Education,Comp. time,0.21123,111,194,0.15364,0.26882
2022,Saxony,Second Stage of Tertiary Education,Some of both,0.07638,40,194,0.03891,0.11385
2022,Saxony,Second Stage of Tertiary Education,Not compensated,0.10448,43,194,0.06132,0.14763
2022,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.18305,95,136,0.11782,0.24829
2022,Saxony-Anhalt,Upper Secondary Level,Some of both,0.12662,41,136,0.07053,0.18272
2022,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.17200,70,70,0.08296,0.26105
