"plb0195_h","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nicht abgegolten","1991","(Fach-)Abitur","Westdeutschland","51","0.206577978185527","0.160221715273904","0.252934241097151"
"Nicht abgegolten","1991","(Fach-)Abitur","Ostdeutschland","5","","",""
"Nicht abgegolten","1991","AkademikerIn","Westdeutschland","166","0.443862782538702","0.393974224814479","0.493751340262925"
"Nicht abgegolten","1991","AkademikerIn","Ostdeutschland","200","0.356225344827664","0.316980788659251","0.395469900996077"
"Abgefeiert","1992","(noch) kein Abschluss","Westdeutschland","25","","",""
"Abgefeiert","1992","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Abgefeiert","1992","Hauptschule","Westdeutschland","535","0.306645379305806","0.286273482691817","0.327017275919795"
"Abgefeiert","1992","Hauptschule","Ostdeutschland","155","0.401974690333461","0.35248251385195","0.451466866814971"
"Abgefeiert","1992","Realschule","Westdeutschland","352","0.442013155807357","0.407116173752515","0.476910137862198"
"Abgefeiert","1992","Realschule","Ostdeutschland","286","0.362609511799711","0.328248847155012","0.39697017644441"
"Abgefeiert","1992","(Fach-)Abitur","Westdeutschland","120","0.386077798796699","0.331440118188988","0.440715479404409"
"Abgefeiert","1992","(Fach-)Abitur","Ostdeutschland","19","","",""
"Abgefeiert","1992","AkademikerIn","Westdeutschland","109","0.303407457171325","0.257305544324294","0.349509370018356"
"Abgefeiert","1992","AkademikerIn","Ostdeutschland","206","0.383939307097269","0.341479710744793","0.426398903449746"
"Teils, teils","1992","(noch) kein Abschluss","Westdeutschland","22","","",""
"Teils, teils","1992","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Teils, teils","1992","Hauptschule","Westdeutschland","320","0.163599381851416","0.147256315431664","0.179942448271168"
"Teils, teils","1992","Hauptschule","Ostdeutschland","64","0.18012442167276","0.141332821863765","0.218916021481756"
"Teils, teils","1992","Realschule","Westdeutschland","144","0.175815001375152","0.149066552080069","0.202563450670234"
"Teils, teils","1992","Realschule","Ostdeutschland","148","0.19845359289752","0.169947808923497","0.226959376871544"
"Teils, teils","1992","(Fach-)Abitur","Westdeutschland","46","0.166011151265562","0.124252455707154","0.207769846823969"
"Teils, teils","1992","(Fach-)Abitur","Ostdeutschland","4","","",""
"Teils, teils","1992","AkademikerIn","Westdeutschland","67","0.183462523941023","0.144649439907617","0.222275607974428"
"Teils, teils","1992","AkademikerIn","Ostdeutschland","59","0.111862010861103","0.0843441698388833","0.139379851883323"
"Bezahlt","1992","(noch) kein Abschluss","Westdeutschland","131","0.731149128090307","0.666558796897093","0.79573945928352"
"Bezahlt","1992","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Bezahlt","1992","Hauptschule","Westdeutschland","971","0.449440811739595","0.427463538659341","0.471418084819848"
"Bezahlt","1992","Hauptschule","Ostdeutschland","129","0.334251261801999","0.286633484497074","0.381869039106925"
"Bezahlt","1992","Realschule","Westdeutschland","172","0.22965154937749","0.200096166546911","0.259206932208069"
"Bezahlt","1992","Realschule","Ostdeutschland","260","0.368130993179421","0.333659992669662","0.40260199368918"
"Bezahlt","1992","(Fach-)Abitur","Westdeutschland","83","0.240495330547591","0.192531184164383","0.288459476930798"
"Bezahlt","1992","(Fach-)Abitur","Ostdeutschland","9","","",""
"Bezahlt","1992","AkademikerIn","Westdeutschland","42","0.0884026850284836","0.0599350980538907","0.116870272003076"
"Bezahlt","1992","AkademikerIn","Ostdeutschland","41","0.0853765827922686","0.0609803165033822","0.109772849081155"
"Nicht abgegolten","1992","(noch) kein Abschluss","Westdeutschland","3","","",""
"Nicht abgegolten","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1992","Hauptschule","Westdeutschland","142","0.0803144271031834","0.0683069431821204","0.0923219110242463"
"Nicht abgegolten","1992","Hauptschule","Ostdeutschland","29","","",""
"Nicht abgegolten","1992","Realschule","Westdeutschland","110","0.152520293440002","0.127257186389007","0.177783400490997"
"Nicht abgegolten","1992","Realschule","Ostdeutschland","58","0.0708059021233478","0.0524731729716365","0.0891386312750591"
"Nicht abgegolten","1992","(Fach-)Abitur","Westdeutschland","56","0.207415719390149","0.161912541091107","0.252918897689191"
"Nicht abgegolten","1992","(Fach-)Abitur","Ostdeutschland","9","","",""
"Nicht abgegolten","1992","AkademikerIn","Westdeutschland","164","0.424727333859169","0.375158536188946","0.474296131529391"
"Nicht abgegolten","1992","AkademikerIn","Ostdeutschland","198","0.418822099249359","0.375749392589669","0.461894805909049"
"Abgefeiert","1993","(noch) kein Abschluss","Westdeutschland","26","","",""
"Abgefeiert","1993","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Abgefeiert","1993","Hauptschule","Westdeutschland","506","0.302209077699466","0.281140604357694","0.323277551041238"
"Abgefeiert","1993","Hauptschule","Ostdeutschland","126","0.377673989620953","0.325836260638471","0.429511718603434"
"Abgefeiert","1993","Realschule","Westdeutschland","376","0.433579274609917","0.399721999801706","0.467436549418129"
"Abgefeiert","1993","Realschule","Ostdeutschland","267","0.353935526664202","0.319365124616133","0.388505928712271"
"Abgefeiert","1993","(Fach-)Abitur","Westdeutschland","122","0.421942737558271","0.365775630537617","0.478109844578925"
"Abgefeiert","1993","(Fach-)Abitur","Ostdeutschland","23","","",""
"Abgefeiert","1993","AkademikerIn","Westdeutschland","102","0.257194408514708","0.214573200781099","0.299815616248317"
"Abgefeiert","1993","AkademikerIn","Ostdeutschland","207","0.40822991948142","0.365488872892443","0.450970966070397"
"Teils, teils","1993","(noch) kein Abschluss","Westdeutschland","34","0.196598314286941","0.137031235844166","0.256165392729716"
"Teils, teils","1993","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Teils, teils","1993","Hauptschule","Westdeutschland","293","0.157294261940083","0.140590623835809","0.173997900044358"
"Teils, teils","1993","Hauptschule","Ostdeutschland","70","0.210687238913131","0.167083660667599","0.254290817158664"
"Teils, teils","1993","Realschule","Westdeutschland","137","0.16498938708172","0.139630967951644","0.190347806211795"
"Teils, teils","1993","Realschule","Ostdeutschland","143","0.195060247085215","0.166413817885788","0.223706676284643"
"Teils, teils","1993","(Fach-)Abitur","Westdeutschland","52","0.174948977346023","0.131740797303378","0.218157157388667"
"Teils, teils","1993","(Fach-)Abitur","Ostdeutschland","7","","",""
"Teils, teils","1993","AkademikerIn","Westdeutschland","77","0.178090281324415","0.140783345820649","0.215397216828182"
"Teils, teils","1993","AkademikerIn","Ostdeutschland","68","0.115698688521316","0.0878835909646928","0.143513786077939"
"Bezahlt","1993","(noch) kein Abschluss","Westdeutschland","107","0.61630436730904","0.543418875862128","0.689189858755952"
"Bezahlt","1993","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Bezahlt","1993","Hauptschule","Westdeutschland","876","0.445139584032182","0.422338440104025","0.467940727960339"
"Bezahlt","1993","Hauptschule","Ostdeutschland","113","0.324596886687029","0.274532124627253","0.374661648746804"
"Bezahlt","1993","Realschule","Westdeutschland","184","0.230797833890636","0.202011637303855","0.259584030477416"
"Bezahlt","1993","Realschule","Ostdeutschland","262","0.363449691206823","0.32867662878504","0.398222753628606"
"Bezahlt","1993","(Fach-)Abitur","Westdeutschland","77","0.215322601344096","0.16857490146911","0.262070301219082"
"Bezahlt","1993","(Fach-)Abitur","Ostdeutschland","3","","",""
"Bezahlt","1993","AkademikerIn","Westdeutschland","48","0.117578092608695","0.0861687566708076","0.148987428546583"
"Bezahlt","1993","AkademikerIn","Ostdeutschland","47","0.0944616762333083","0.0690286829624328","0.119894669504184"
"Nicht abgegolten","1993","(noch) kein Abschluss","Westdeutschland","4","","",""
"Nicht abgegolten","1993","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Nicht abgegolten","1993","Hauptschule","Westdeutschland","150","0.0953570763282683","0.0818819850619795","0.108832167594557"
"Nicht abgegolten","1993","Hauptschule","Ostdeutschland","27","","",""
"Nicht abgegolten","1993","Realschule","Westdeutschland","126","0.170633504417727","0.14493229430907","0.196334714526384"
"Nicht abgegolten","1993","Realschule","Ostdeutschland","63","0.0875545350437594","0.0671208261012542","0.107988243986265"
"Nicht abgegolten","1993","(Fach-)Abitur","Westdeutschland","46","0.18778568375161","0.143369992414567","0.232201375088652"
"Nicht abgegolten","1993","(Fach-)Abitur","Ostdeutschland","18","","",""
"Nicht abgegolten","1993","AkademikerIn","Westdeutschland","177","0.447137217552181","0.39865455122873","0.495619883875633"
"Nicht abgegolten","1993","AkademikerIn","Ostdeutschland","186","0.381609715763956","0.33936647044213","0.423852961085782"
"Abgefeiert","1994","(noch) kein Abschluss","Westdeutschland","25","","",""
"Abgefeiert","1994","(noch) kein Abschluss","Ostdeutschland","6","","",""
"Abgefeiert","1994","Hauptschule","Westdeutschland","564","0.342579781681059","0.320300468946517","0.364859094415602"
"Abgefeiert","1994","Hauptschule","Ostdeutschland","124","0.378456498117312","0.325808357298402","0.431104638936221"
"Abgefeiert","1994","Realschule","Westdeutschland","386","0.463557064764038","0.429549820990359","0.497564308537717"
"Abgefeiert","1994","Realschule","Ostdeutschland","285","0.366609345088823","0.332006839618383","0.401211850559264"
"Abgefeiert","1994","(Fach-)Abitur","Westdeutschland","132","0.450973841035214","0.394573115452375","0.507374566618053"
"Abgefeiert","1994","(Fach-)Abitur","Ostdeutschland","28","","",""
"Abgefeiert","1994","AkademikerIn","Westdeutschland","123","0.281487504066253","0.238980491237213","0.323994516895292"
"Abgefeiert","1994","AkademikerIn","Ostdeutschland","193","0.367787876325526","0.325308747055821","0.410267005595231"
"Teils, teils","1994","(noch) kein Abschluss","Westdeutschland","17","","",""
"Teils, teils","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1994","Hauptschule","Westdeutschland","302","0.170889650732736","0.153218556343495","0.188560745121978"
"Teils, teils","1994","Hauptschule","Ostdeutschland","55","0.174392511923904","0.133202680055005","0.215582343792802"
"Teils, teils","1994","Realschule","Westdeutschland","159","0.18186081965367","0.155555642247028","0.208165997060312"
"Teils, teils","1994","Realschule","Ostdeutschland","148","0.20883040255383","0.17964258569782","0.23801821940984"
"Teils, teils","1994","(Fach-)Abitur","Westdeutschland","48","0.150072459010585","0.109591205936524","0.190553712084645"
"Teils, teils","1994","(Fach-)Abitur","Ostdeutschland","11","","",""
"Teils, teils","1994","AkademikerIn","Westdeutschland","69","0.156681893107093","0.122324596755797","0.191039189458389"
"Teils, teils","1994","AkademikerIn","Ostdeutschland","76","0.156813689498121","0.124780568696392","0.188846810299851"
"Bezahlt","1994","(noch) kein Abschluss","Westdeutschland","91","0.66126320813863","0.582584167493842","0.739942248783418"
"Bezahlt","1994","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Bezahlt","1994","Hauptschule","Westdeutschland","763","0.406953015303043","0.383890000174648","0.430016030431437"
"Bezahlt","1994","Hauptschule","Ostdeutschland","102","0.311833235970827","0.261547207293206","0.362119264648449"
"Bezahlt","1994","Realschule","Westdeutschland","170","0.208422820436457","0.180722975725279","0.236122665147635"
"Bezahlt","1994","Realschule","Ostdeutschland","234","0.331185709054718","0.297390236692503","0.364981181416933"
"Bezahlt","1994","(Fach-)Abitur","Westdeutschland","72","0.216454251641815","0.16977458601931","0.26313391726432"
"Bezahlt","1994","(Fach-)Abitur","Ostdeutschland","7","","",""
"Bezahlt","1994","AkademikerIn","Westdeutschland","50","0.103461960948106","0.0746754800429436","0.132248441853268"
"Bezahlt","1994","AkademikerIn","Ostdeutschland","34","0.0787931227154394","0.0550592705067883","0.102526974924091"
"Nicht abgegolten","1994","(noch) kein Abschluss","Westdeutschland","6","","",""
"Nicht abgegolten","1994","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Nicht abgegolten","1994","Hauptschule","Westdeutschland","114","0.0795775522831613","0.0668721539106769","0.0922829506556456"
"Nicht abgegolten","1994","Hauptschule","Ostdeutschland","45","0.135317753987957","0.0981860437831431","0.172449464192771"
"Nicht abgegolten","1994","Realschule","Westdeutschland","111","0.146159295145835","0.122068024044473","0.170250566247197"
"Nicht abgegolten","1994","Realschule","Ostdeutschland","78","0.093374543302629","0.0724816707717557","0.114267415833502"
"Nicht abgegolten","1994","(Fach-)Abitur","Westdeutschland","47","0.182499448312386","0.138718284497811","0.226280612126961"
"Nicht abgegolten","1994","(Fach-)Abitur","Ostdeutschland","6","","",""
"Nicht abgegolten","1994","AkademikerIn","Westdeutschland","188","0.458368641878549","0.411273814135342","0.505463469621755"
"Nicht abgegolten","1994","AkademikerIn","Ostdeutschland","192","0.396605311460914","0.353510449288687","0.439700173633141"
"Abgefeiert","1995","(noch) kein Abschluss","Westdeutschland","28","","",""
"Abgefeiert","1995","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Abgefeiert","1995","Hauptschule","Westdeutschland","561","0.338186667042889","0.31648746810947","0.359885865976308"
"Abgefeiert","1995","Hauptschule","Ostdeutschland","118","0.382942440990385","0.32838829514628","0.437496586834491"
"Abgefeiert","1995","Realschule","Westdeutschland","416","0.456336483327208","0.424027715691144","0.488645250963272"
"Abgefeiert","1995","Realschule","Ostdeutschland","307","0.389576074665543","0.354906125314047","0.42424602401704"
"Abgefeiert","1995","(Fach-)Abitur","Westdeutschland","156","0.44760784102525","0.396313779832014","0.498901902218487"
"Abgefeiert","1995","(Fach-)Abitur","Ostdeutschland","33","0.4913879953516","0.365932771993262","0.616843218709938"
"Abgefeiert","1995","AkademikerIn","Westdeutschland","154","0.295601176553443","0.25584219760834","0.335360155498545"
"Abgefeiert","1995","AkademikerIn","Ostdeutschland","204","0.396176240902429","0.353045796920256","0.439306684884603"
"Teils, teils","1995","(noch) kein Abschluss","Westdeutschland","21","","",""
"Teils, teils","1995","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Teils, teils","1995","Hauptschule","Westdeutschland","307","0.172090938016149","0.154778109655923","0.189403766376376"
"Teils, teils","1995","Hauptschule","Ostdeutschland","53","0.170090235069941","0.127925119080111","0.21225535105977"
"Teils, teils","1995","Realschule","Westdeutschland","177","0.187769532282858","0.162437799235136","0.21310126533058"
"Teils, teils","1995","Realschule","Ostdeutschland","164","0.212064652692989","0.18300297181757","0.241126333568408"
"Teils, teils","1995","(Fach-)Abitur","Westdeutschland","64","0.17004690428172","0.131293877395356","0.208799931168084"
"Teils, teils","1995","(Fach-)Abitur","Ostdeutschland","15","","",""
"Teils, teils","1995","AkademikerIn","Westdeutschland","82","0.152428663497533","0.12111064444083","0.183746682554237"
"Teils, teils","1995","AkademikerIn","Ostdeutschland","81","0.165077445978586","0.132339488255293","0.197815403701878"
"Bezahlt","1995","(noch) kein Abschluss","Westdeutschland","87","0.634168577657779","0.554665965680795","0.713671189634763"
"Bezahlt","1995","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Bezahlt","1995","Hauptschule","Westdeutschland","823","0.410498176145703","0.387935225318921","0.433061126972486"
"Bezahlt","1995","Hauptschule","Ostdeutschland","101","0.328554734621237","0.275842995613308","0.381266473629166"
"Bezahlt","1995","Realschule","Westdeutschland","205","0.209420837652703","0.18302743823643","0.235814237068976"
"Bezahlt","1995","Realschule","Ostdeutschland","220","0.307700140504135","0.274886662588797","0.340513618419473"
"Bezahlt","1995","(Fach-)Abitur","Westdeutschland","88","0.209080548694443","0.167131952301224","0.251029145087662"
"Bezahlt","1995","(Fach-)Abitur","Ostdeutschland","6","","",""
"Bezahlt","1995","AkademikerIn","Westdeutschland","51","0.0929767519393468","0.0676739143942613","0.118279589484432"
"Bezahlt","1995","AkademikerIn","Ostdeutschland","39","0.0847028286511763","0.0601492593470509","0.109256397955302"
"Nicht abgegolten","1995","(noch) kein Abschluss","Westdeutschland","5","","",""
"Nicht abgegolten","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1995","Hauptschule","Westdeutschland","135","0.0792242187952585","0.0668361493578384","0.0916122882326786"
"Nicht abgegolten","1995","Hauptschule","Ostdeutschland","33","0.118412589318437","0.082152422302058","0.154672756334816"
"Nicht abgegolten","1995","Realschule","Westdeutschland","115","0.146473146737231","0.123538064444235","0.169408229030227"
"Nicht abgegolten","1995","Realschule","Ostdeutschland","69","0.0906591321373322","0.0702459632640027","0.111072301010662"
"Nicht abgegolten","1995","(Fach-)Abitur","Westdeutschland","53","0.173264705998586","0.134222640809676","0.212306771187497"
"Nicht abgegolten","1995","(Fach-)Abitur","Ostdeutschland","7","","",""
"Nicht abgegolten","1995","AkademikerIn","Westdeutschland","219","0.458993408009677","0.415574656112446","0.502412159906909"
"Nicht abgegolten","1995","AkademikerIn","Ostdeutschland","170","0.354043484467809","0.311872420207098","0.396214548728519"
"Abgefeiert","1996","(noch) kein Abschluss","Westdeutschland","44","0.359063730215445","0.277838886341678","0.440288574089212"
"Abgefeiert","1996","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Abgefeiert","1996","Hauptschule","Westdeutschland","628","0.390480988572083","0.367452096975552","0.413509880168614"
"Abgefeiert","1996","Hauptschule","Ostdeutschland","111","0.389593620127275","0.331640197560899","0.447547042693651"
"Abgefeiert","1996","Realschule","Westdeutschland","465","0.510662555620001","0.47816599627999","0.543159114960013"
"Abgefeiert","1996","Realschule","Ostdeutschland","308","0.403825746306952","0.368568756199512","0.439082736414391"
"Abgefeiert","1996","(Fach-)Abitur","Westdeutschland","159","0.44081121284596","0.389309754533312","0.492312671158608"
"Abgefeiert","1996","(Fach-)Abitur","Ostdeutschland","39","0.555801476350656","0.436825550502777","0.674777402198535"
"Abgefeiert","1996","AkademikerIn","Westdeutschland","179","0.327203438736359","0.286602112533693","0.367804764939026"
"Abgefeiert","1996","AkademikerIn","Ostdeutschland","205","0.425002873107926","0.380453018505897","0.469552727709955"
"Teils, teils","1996","(noch) kein Abschluss","Westdeutschland","15","","",""
"Teils, teils","1996","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Teils, teils","1996","Hauptschule","Westdeutschland","292","0.16729782191058","0.149679300684413","0.184916343136748"
"Teils, teils","1996","Hauptschule","Ostdeutschland","39","0.13638768203808","0.0956017278289653","0.177173636247194"
"Teils, teils","1996","Realschule","Westdeutschland","151","0.164242126627216","0.14015701477337","0.188327238481062"
"Teils, teils","1996","Realschule","Ostdeutschland","158","0.218365310157866","0.188679058860671","0.248051561455061"
"Teils, teils","1996","(Fach-)Abitur","Westdeutschland","58","0.189930132182746","0.149241587443501","0.230618676921991"
"Teils, teils","1996","(Fach-)Abitur","Ostdeutschland","8","","",""
"Teils, teils","1996","AkademikerIn","Westdeutschland","83","0.166994362154553","0.134719508366415","0.19926921594269"
"Teils, teils","1996","AkademikerIn","Ostdeutschland","55","0.107278390628685","0.0793894723796494","0.13516730887772"
"Bezahlt","1996","(noch) kein Abschluss","Westdeutschland","71","0.535212421633067","0.450765068778587","0.619659774487547"
"Bezahlt","1996","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Bezahlt","1996","Hauptschule","Westdeutschland","697","0.377760861567346","0.354875034990975","0.400646688143717"
"Bezahlt","1996","Hauptschule","Ostdeutschland","99","0.376769200819933","0.319182023776217","0.434356377863649"
"Bezahlt","1996","Realschule","Westdeutschland","177","0.177868857630148","0.153009685751057","0.202728029509238"
"Bezahlt","1996","Realschule","Ostdeutschland","197","0.27135918903474","0.239407734331949","0.30331064373753"
"Bezahlt","1996","(Fach-)Abitur","Westdeutschland","87","0.208030760853856","0.16592593083098","0.250135590876732"
"Bezahlt","1996","(Fach-)Abitur","Ostdeutschland","8","","",""
"Bezahlt","1996","AkademikerIn","Westdeutschland","46","0.0807785625181714","0.0571983594534421","0.104358765582901"
"Bezahlt","1996","AkademikerIn","Ostdeutschland","38","0.0813222759610029","0.0566900377469172","0.105954514175088"
"Nicht abgegolten","1996","(noch) kein Abschluss","Westdeutschland","4","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1996","Hauptschule","Westdeutschland","107","0.064460327949991","0.0528683693879541","0.0760522865120279"
"Nicht abgegolten","1996","Hauptschule","Ostdeutschland","23","","",""
"Nicht abgegolten","1996","Realschule","Westdeutschland","116","0.147226460122635","0.124192111120371","0.170260809124899"
"Nicht abgegolten","1996","Realschule","Ostdeutschland","81","0.106449754500443","0.0842885457539386","0.128610963246947"
"Nicht abgegolten","1996","(Fach-)Abitur","Westdeutschland","53","0.161227894117438","0.12308127410241","0.199374514132466"
"Nicht abgegolten","1996","(Fach-)Abitur","Ostdeutschland","12","","",""
"Nicht abgegolten","1996","AkademikerIn","Westdeutschland","205","0.425023636590917","0.382245590331953","0.46780168284988"
"Nicht abgegolten","1996","AkademikerIn","Ostdeutschland","175","0.386396460302386","0.342515308508914","0.430277612095858"
"Abgefeiert","1997","(noch) kein Abschluss","Westdeutschland","41","0.499467045771382","0.396737077854594","0.602197013688169"
"Abgefeiert","1997","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Abgefeiert","1997","Hauptschule","Westdeutschland","549","0.425979510922172","0.399804467180723","0.452154554663621"
"Abgefeiert","1997","Hauptschule","Ostdeutschland","82","0.383051006031429","0.320225339205982","0.445876672856876"
"Abgefeiert","1997","Realschule","Westdeutschland","376","0.472792786147954","0.437911955578023","0.507673616717886"
"Abgefeiert","1997","Realschule","Ostdeutschland","288","0.428153532451444","0.390460716543423","0.465846348359465"
"Abgefeiert","1997","(Fach-)Abitur","Westdeutschland","157","0.488595058026297","0.433912028137859","0.543278087914735"
"Abgefeiert","1997","(Fach-)Abitur","Ostdeutschland","34","0.487253962771165","0.370161775881296","0.604346149661033"
"Abgefeiert","1997","AkademikerIn","Westdeutschland","168","0.339912599090951","0.298014752926733","0.381810445255168"
"Abgefeiert","1997","AkademikerIn","Ostdeutschland","186","0.42639906375724","0.379763281641147","0.473034845873333"
"Teils, teils","1997","(noch) kein Abschluss","Westdeutschland","13","","",""
"Teils, teils","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1997","Hauptschule","Westdeutschland","296","0.208562143152583","0.18705634753604","0.230067938769125"
"Teils, teils","1997","Hauptschule","Ostdeutschland","55","0.213204449105348","0.16027306477911","0.266135833431586"
"Teils, teils","1997","Realschule","Westdeutschland","173","0.207973155059108","0.17961785052687","0.236328459591347"
"Teils, teils","1997","Realschule","Ostdeutschland","182","0.274628164600626","0.240628707843345","0.308627621357907"
"Teils, teils","1997","(Fach-)Abitur","Westdeutschland","64","0.212357762262455","0.167617951414919","0.257097573109992"
"Teils, teils","1997","(Fach-)Abitur","Ostdeutschland","20","","",""
"Teils, teils","1997","AkademikerIn","Westdeutschland","91","0.191270997872748","0.156482681126248","0.226059314619248"
"Teils, teils","1997","AkademikerIn","Ostdeutschland","63","0.139880909776257","0.107172100445218","0.172589719107295"
"Bezahlt","1997","(noch) kein Abschluss","Westdeutschland","32","0.344972826557459","0.24730545572441","0.442640197390508"
"Bezahlt","1997","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Bezahlt","1997","Hauptschule","Westdeutschland","410","0.268780457149016","0.245313752748535","0.292247161549498"
"Bezahlt","1997","Hauptschule","Ostdeutschland","60","0.267596639672691","0.210382988357172","0.32481029098821"
"Bezahlt","1997","Realschule","Westdeutschland","114","0.128215133292964","0.104857166759664","0.151573099826265"
"Bezahlt","1997","Realschule","Ostdeutschland","121","0.181449079958357","0.152091562216655","0.210806597700059"
"Bezahlt","1997","(Fach-)Abitur","Westdeutschland","54","0.132717996816728","0.0956037500402969","0.169832243593159"
"Bezahlt","1997","(Fach-)Abitur","Ostdeutschland","8","","",""
"Bezahlt","1997","AkademikerIn","Westdeutschland","32","0.046112680435681","0.0275617342090232","0.0646636266623387"
"Bezahlt","1997","AkademikerIn","Ostdeutschland","15","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","Westdeutschland","5","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1997","Hauptschule","Westdeutschland","116","0.0966778887762289","0.0810350970500603","0.112320680502398"
"Nicht abgegolten","1997","Hauptschule","Ostdeutschland","33","0.136147905190532","0.0918269256539928","0.180468884727072"
"Nicht abgegolten","1997","Realschule","Westdeutschland","124","0.191018925499973","0.163554652677231","0.218483198322715"
"Nicht abgegolten","1997","Realschule","Ostdeutschland","71","0.115769222989573","0.091396813341261","0.140141632637885"
"Nicht abgegolten","1997","(Fach-)Abitur","Westdeutschland","46","0.16632918289452","0.12559330300924","0.207065062779799"
"Nicht abgegolten","1997","(Fach-)Abitur","Ostdeutschland","8","","",""
"Nicht abgegolten","1997","AkademikerIn","Westdeutschland","200","0.42270372260062","0.379009425260171","0.46639801994107"
"Nicht abgegolten","1997","AkademikerIn","Ostdeutschland","168","0.404815030574959","0.358527873255719","0.451102187894199"
"Abgefeiert","1998","(noch) kein Abschluss","Westdeutschland","32","0.390692732994029","0.280271318816815","0.501114147171242"
"Abgefeiert","1998","(noch) kein Abschluss","Ostdeutschland","6","","",""
"Abgefeiert","1998","Hauptschule","Westdeutschland","605","0.450642702234435","0.424952961524052","0.476332442944819"
"Abgefeiert","1998","Hauptschule","Ostdeutschland","86","0.407221260287803","0.343447474468716","0.47099504610689"
"Abgefeiert","1998","Realschule","Westdeutschland","442","0.503849175094113","0.470549018190217","0.537149331998008"
"Abgefeiert","1998","Realschule","Ostdeutschland","325","0.434261430634131","0.398056696207992","0.470466165060269"
"Abgefeiert","1998","(Fach-)Abitur","Westdeutschland","179","0.501080628690317","0.449995655274378","0.552165602106256"
"Abgefeiert","1998","(Fach-)Abitur","Ostdeutschland","42","0.537289013286597","0.428705355491071","0.645872671082123"
"Abgefeiert","1998","AkademikerIn","Westdeutschland","185","0.319242181439975","0.280836424479768","0.357647938400181"
"Abgefeiert","1998","AkademikerIn","Ostdeutschland","206","0.454686482239159","0.408317733019211","0.501055231459107"
"Teils, teils","1998","(noch) kein Abschluss","Westdeutschland","12","","",""
"Teils, teils","1998","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Teils, teils","1998","Hauptschule","Westdeutschland","324","0.201049811464761","0.18035660516308","0.221743017766442"
"Teils, teils","1998","Hauptschule","Ostdeutschland","55","0.212751795409247","0.159629953647661","0.265873637170833"
"Teils, teils","1998","Realschule","Westdeutschland","179","0.207642126908329","0.180626965406772","0.234657288409887"
"Teils, teils","1998","Realschule","Ostdeutschland","196","0.293679863010011","0.260412397041534","0.326947328978489"
"Teils, teils","1998","(Fach-)Abitur","Westdeutschland","77","0.212248092350617","0.170470749788842","0.254025434912393"
"Teils, teils","1998","(Fach-)Abitur","Ostdeutschland","23","","",""
"Teils, teils","1998","AkademikerIn","Westdeutschland","105","0.194864685881311","0.162232896880067","0.227496474882554"
"Teils, teils","1998","AkademikerIn","Ostdeutschland","66","0.153203979446898","0.119663392740477","0.186744566153318"
"Bezahlt","1998","(noch) kein Abschluss","Westdeutschland","24","","",""
"Bezahlt","1998","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Bezahlt","1998","Hauptschule","Westdeutschland","382","0.249186920335766","0.22685404524775","0.271519795423783"
"Bezahlt","1998","Hauptschule","Ostdeutschland","60","0.250754350664423","0.19449211042019","0.307016590908657"
"Bezahlt","1998","Realschule","Westdeutschland","117","0.13243253804476","0.1098569992613","0.155008076828221"
"Bezahlt","1998","Realschule","Ostdeutschland","120","0.161196322528625","0.134337339141376","0.188055305915873"
"Bezahlt","1998","(Fach-)Abitur","Westdeutschland","49","0.10143864354509","0.0705925787212765","0.132284708368904"
"Bezahlt","1998","(Fach-)Abitur","Ostdeutschland","5","","",""
"Bezahlt","1998","AkademikerIn","Westdeutschland","49","0.0816924419634185","0.0591279846008377","0.104256899325999"
"Bezahlt","1998","AkademikerIn","Ostdeutschland","16","","",""
"Nicht abgegolten","1998","(noch) kein Abschluss","Westdeutschland","7","","",""
