"plb0195_h","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Abgefeiert","1992","(Fach-)Abitur","Laendlicher Raum","33","0.347750993764196","0.238499454666865","0.457002532861528"
"Abgefeiert","1992","AkademikerIn","Staedtischer Raum","174","0.320445110440894","0.280679344637454","0.360210876244334"
"Abgefeiert","1992","AkademikerIn","Laendlicher Raum","134","0.367267130353174","0.315646070574085","0.418888190132263"
"Teils, teils","1992","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Teils, teils","1992","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Teils, teils","1992","Hauptschule","Staedtischer Raum","255","0.155329642216787","0.137647439302481","0.173011845131092"
"Teils, teils","1992","Hauptschule","Laendlicher Raum","128","0.187967142651142","0.159587287637113","0.216346997665171"
"Teils, teils","1992","Realschule","Staedtischer Raum","172","0.191633236661343","0.164969254883099","0.218297218439586"
"Teils, teils","1992","Realschule","Laendlicher Raum","118","0.170492688258292","0.141995761861463","0.198989614655121"
"Teils, teils","1992","(Fach-)Abitur","Staedtischer Raum","38","0.134216225545885","0.0937054207622446","0.174727030329526"
"Teils, teils","1992","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Teils, teils","1992","AkademikerIn","Staedtischer Raum","78","0.15834191081183","0.127232911116426","0.189450910507233"
"Teils, teils","1992","AkademikerIn","Laendlicher Raum","45","0.152273533914424","0.113799672884977","0.19074739494387"
"Bezahlt","1992","(noch) kein Abschluss","Staedtischer Raum","114","0.766444866060256","0.699622338393802","0.833267393726709"
"Bezahlt","1992","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Bezahlt","1992","Hauptschule","Staedtischer Raum","805","0.454875127550008","0.430566543268801","0.479183711831215"
"Bezahlt","1992","Hauptschule","Laendlicher Raum","293","0.397456464828158","0.361907955036301","0.433004974620015"
"Bezahlt","1992","Realschule","Staedtischer Raum","214","0.2545956532301","0.22508309786618","0.28410820859402"
"Bezahlt","1992","Realschule","Laendlicher Raum","209","0.306033842980495","0.271112663334417","0.340955022626572"
"Bezahlt","1992","(Fach-)Abitur","Staedtischer Raum","77","0.2525361914995","0.20090400259705","0.304168380401951"
"Bezahlt","1992","(Fach-)Abitur","Laendlicher Raum","15","","",""
"Bezahlt","1992","AkademikerIn","Staedtischer Raum","50","0.0874542138909675","0.0633807847840284","0.111527642997907"
"Bezahlt","1992","AkademikerIn","Laendlicher Raum","32","0.0893970667001855","0.0588442084997813","0.11994992490059"
"Nicht abgegolten","1992","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Nicht abgegolten","1992","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","1992","Hauptschule","Staedtischer Raum","125","0.0859958500000394","0.0723097911586561","0.0996819088414227"
"Nicht abgegolten","1992","Hauptschule","Laendlicher Raum","46","0.0691520506047988","0.0507220942791449","0.0875820069304526"
"Nicht abgegolten","1992","Realschule","Staedtischer Raum","103","0.135793152220062","0.112585396283057","0.159000908157066"
"Nicht abgegolten","1992","Realschule","Laendlicher Raum","63","0.110528271983913","0.0867687446568292","0.134287799310997"
"Nicht abgegolten","1992","(Fach-)Abitur","Staedtischer Raum","51","0.211858855855353","0.163297707268812","0.260420004441894"
"Nicht abgegolten","1992","(Fach-)Abitur","Laendlicher Raum","13","","",""
"Nicht abgegolten","1992","AkademikerIn","Staedtischer Raum","227","0.433758764856309","0.391526426050886","0.475991103661731"
"Nicht abgegolten","1992","AkademikerIn","Laendlicher Raum","124","0.391062269032216","0.338806398420501","0.443318139643932"
"Abgefeiert","1993","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"Abgefeiert","1993","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Abgefeiert","1993","Hauptschule","Staedtischer Raum","399","0.292005169297346","0.268910536818863","0.315099801775829"
"Abgefeiert","1993","Hauptschule","Laendlicher Raum","233","0.350789735909991","0.314708651479991","0.386870820339992"
"Abgefeiert","1993","Realschule","Staedtischer Raum","372","0.418786333853652","0.385946367652435","0.451626300054869"
"Abgefeiert","1993","Realschule","Laendlicher Raum","271","0.390963664929587","0.354580634672137","0.427346695187036"
"Abgefeiert","1993","(Fach-)Abitur","Staedtischer Raum","106","0.401124679175987","0.342770583216229","0.459478775135745"
"Abgefeiert","1993","(Fach-)Abitur","Laendlicher Raum","39","0.500340759109354","0.388661472285883","0.612020045932825"
"Abgefeiert","1993","AkademikerIn","Staedtischer Raum","176","0.287963650637069","0.250626275360231","0.325301025913907"
"Abgefeiert","1993","AkademikerIn","Laendlicher Raum","133","0.37240433896769","0.321537975991614","0.423270701943766"
"Teils, teils","1993","(noch) kein Abschluss","Staedtischer Raum","28","","",""
"Teils, teils","1993","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Teils, teils","1993","Hauptschule","Staedtischer Raum","241","0.158851196316018","0.140284595382836","0.1774177972492"
"Teils, teils","1993","Hauptschule","Laendlicher Raum","122","0.170897685340877","0.142437638626398","0.199357732055357"
"Teils, teils","1993","Realschule","Staedtischer Raum","160","0.178323715486357","0.152844064745441","0.203803366227273"
"Teils, teils","1993","Realschule","Laendlicher Raum","120","0.167459061172476","0.139619255942198","0.195298866402755"
"Teils, teils","1993","(Fach-)Abitur","Staedtischer Raum","45","0.164126980622896","0.120028503787119","0.208225457458672"
"Teils, teils","1993","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Teils, teils","1993","AkademikerIn","Staedtischer Raum","97","0.164422402528651","0.133859277656147","0.194985527401156"
"Teils, teils","1993","AkademikerIn","Laendlicher Raum","48","0.132824954152691","0.0971160455334094","0.168533862771973"
"Bezahlt","1993","(noch) kein Abschluss","Staedtischer Raum","95","0.64651053314567","0.569492349103892","0.723528717187449"
"Bezahlt","1993","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Bezahlt","1993","Hauptschule","Staedtischer Raum","722","0.454235643551807","0.428945928762373","0.479525358341241"
"Bezahlt","1993","Hauptschule","Laendlicher Raum","267","0.384585108902301","0.347802401963352","0.421367815841249"
"Bezahlt","1993","Realschule","Staedtischer Raum","222","0.244020930409632","0.215431403594807","0.272610457224457"
"Bezahlt","1993","Realschule","Laendlicher Raum","224","0.321842192186873","0.287008786378933","0.356675597994814"
"Bezahlt","1993","(Fach-)Abitur","Staedtischer Raum","73","0.235501695429326","0.184983395393442","0.28601999546521"
"Bezahlt","1993","(Fach-)Abitur","Laendlicher Raum","7","","",""
"Bezahlt","1993","AkademikerIn","Staedtischer Raum","51","0.0968774013838031","0.0724875888416277","0.121267213925978"
"Bezahlt","1993","AkademikerIn","Laendlicher Raum","44","0.138814773122565","0.102435879825528","0.175193666419602"
"Nicht abgegolten","1993","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Nicht abgegolten","1993","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Nicht abgegolten","1993","Hauptschule","Staedtischer Raum","127","0.0949079908348285","0.0800212887499092","0.109794692919748"
"Nicht abgegolten","1993","Hauptschule","Laendlicher Raum","50","0.093727469846831","0.0716917973325531","0.115763142361109"
"Nicht abgegolten","1993","Realschule","Staedtischer Raum","113","0.158869020250359","0.134536339097931","0.183201701402786"
"Nicht abgegolten","1993","Realschule","Laendlicher Raum","76","0.119735081711064","0.0955288898187815","0.143941273603346"
"Nicht abgegolten","1993","(Fach-)Abitur","Staedtischer Raum","47","0.199246644771791","0.151690314170051","0.246802975373532"
"Nicht abgegolten","1993","(Fach-)Abitur","Laendlicher Raum","17","","",""
"Nicht abgegolten","1993","AkademikerIn","Staedtischer Raum","241","0.450736545450476","0.409708993407843","0.49176409749311"
"Nicht abgegolten","1993","AkademikerIn","Laendlicher Raum","122","0.355955933757054","0.305578126118539","0.406333741395569"
"Abgefeiert","1994","(noch) kein Abschluss","Staedtischer Raum","24","","",""
"Abgefeiert","1994","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Abgefeiert","1994","Hauptschule","Staedtischer Raum","447","0.329333049306954","0.305033914109041","0.353632184504867"
"Abgefeiert","1994","Hauptschule","Laendlicher Raum","241","0.38794318822958","0.349953171479027","0.425933204980132"
"Abgefeiert","1994","Realschule","Staedtischer Raum","403","0.461591971348649","0.428616901819757","0.49456704087754"
"Abgefeiert","1994","Realschule","Laendlicher Raum","268","0.381854847192348","0.345682569048001","0.418027125336695"
"Abgefeiert","1994","(Fach-)Abitur","Staedtischer Raum","111","0.448177570083557","0.387728983514669","0.508626156652445"
"Abgefeiert","1994","(Fach-)Abitur","Laendlicher Raum","49","0.472256564855986","0.369684802721099","0.574828326990874"
"Abgefeiert","1994","AkademikerIn","Staedtischer Raum","192","0.299877223870357","0.262998185493467","0.336756262247246"
"Abgefeiert","1994","AkademikerIn","Laendlicher Raum","124","0.343086476559653","0.292020110941159","0.394152842178147"
"Teils, teils","1994","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Teils, teils","1994","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teils, teils","1994","Hauptschule","Staedtischer Raum","243","0.169937882308614","0.150519184428914","0.189356580188313"
"Teils, teils","1994","Hauptschule","Laendlicher Raum","114","0.174473479354814","0.144885195412102","0.204061763297525"
"Teils, teils","1994","Realschule","Staedtischer Raum","165","0.180022949303176","0.154609382769791","0.20543651583656"
"Teils, teils","1994","Realschule","Laendlicher Raum","142","0.208974797724105","0.178704019190779","0.239245576257431"
"Teils, teils","1994","(Fach-)Abitur","Staedtischer Raum","40","0.140033245294284","0.0978521526800177","0.182214337908551"
"Teils, teils","1994","(Fach-)Abitur","Laendlicher Raum","19","","",""
"Teils, teils","1994","AkademikerIn","Staedtischer Raum","89","0.15456672298323","0.125471719530334","0.183661726436126"
"Teils, teils","1994","AkademikerIn","Laendlicher Raum","56","0.162731935275781","0.123026706099291","0.202437164452271"
"Bezahlt","1994","(noch) kein Abschluss","Staedtischer Raum","77","0.656427170432295","0.571458240641973","0.741396100222617"
"Bezahlt","1994","(noch) kein Abschluss","Laendlicher Raum","17","","",""
"Bezahlt","1994","Hauptschule","Staedtischer Raum","633","0.413685972630643","0.388222346638639","0.439149598622648"
"Bezahlt","1994","Hauptschule","Laendlicher Raum","232","0.356928296669338","0.319576650953458","0.394279942385218"
"Bezahlt","1994","Realschule","Staedtischer Raum","206","0.226031464026498","0.198365428203957","0.253697499849039"
"Bezahlt","1994","Realschule","Laendlicher Raum","198","0.284072304784627","0.250496185219936","0.317648424349317"
"Bezahlt","1994","(Fach-)Abitur","Staedtischer Raum","68","0.226820655140466","0.175917718368993","0.277723591911939"
"Bezahlt","1994","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Bezahlt","1994","AkademikerIn","Staedtischer Raum","58","0.0927625181130948","0.0694135602570483","0.116111475969141"
"Bezahlt","1994","AkademikerIn","Laendlicher Raum","26","","",""
"Nicht abgegolten","1994","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Nicht abgegolten","1994","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Nicht abgegolten","1994","Hauptschule","Staedtischer Raum","114","0.0870430957537893","0.0724679800879742","0.101618211419604"
"Nicht abgegolten","1994","Hauptschule","Laendlicher Raum","45","0.0806550357462684","0.059425302039838","0.101884769452699"
"Nicht abgegolten","1994","Realschule","Staedtischer Raum","104","0.132353615321677","0.109938544353105","0.15476868629025"
"Nicht abgegolten","1994","Realschule","Laendlicher Raum","85","0.12509805029892","0.100466801193395","0.149729299404445"
"Nicht abgegolten","1994","(Fach-)Abitur","Staedtischer Raum","41","0.184968529481693","0.137773362377239","0.232163696586147"
"Nicht abgegolten","1994","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Nicht abgegolten","1994","AkademikerIn","Staedtischer Raum","254","0.452793535033318","0.412730258670177","0.492856811396459"
"Nicht abgegolten","1994","AkademikerIn","Laendlicher Raum","126","0.39320249742612","0.340660197968615","0.445744796883625"
"Abgefeiert","1995","(noch) kein Abschluss","Staedtischer Raum","26","","",""
"Abgefeiert","1995","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Abgefeiert","1995","Hauptschule","Staedtischer Raum","452","0.323902387441603","0.300117320255833","0.347687454627374"
"Abgefeiert","1995","Hauptschule","Laendlicher Raum","227","0.388468435756475","0.350824721790102","0.426112149722849"
"Abgefeiert","1995","Realschule","Staedtischer Raum","406","0.455420925776019","0.423117419212338","0.4877244323397"
"Abgefeiert","1995","Realschule","Laendlicher Raum","317","0.404801171122989","0.369903760066975","0.439698582179003"
"Abgefeiert","1995","(Fach-)Abitur","Staedtischer Raum","130","0.444460542923242","0.389673405322548","0.499247680523935"
"Abgefeiert","1995","(Fach-)Abitur","Laendlicher Raum","59","0.474544729322629","0.379483897160285","0.569605561484973"
"Abgefeiert","1995","AkademikerIn","Staedtischer Raum","221","0.326474289701426","0.289857573131775","0.363091006271077"
"Abgefeiert","1995","AkademikerIn","Laendlicher Raum","137","0.330587096295639","0.282653808609853","0.378520383981426"
"Teils, teils","1995","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Teils, teils","1995","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Teils, teils","1995","Hauptschule","Staedtischer Raum","244","0.17129017452911","0.152140558217962","0.190439790840257"
"Teils, teils","1995","Hauptschule","Laendlicher Raum","116","0.173409388780805","0.144168760821524","0.202650016740087"
"Teils, teils","1995","Realschule","Staedtischer Raum","189","0.202772940720831","0.176692872833927","0.228853008607734"
"Teils, teils","1995","Realschule","Laendlicher Raum","152","0.183338366124974","0.155828463709007","0.21084826854094"
"Teils, teils","1995","(Fach-)Abitur","Staedtischer Raum","55","0.1533360027853","0.113609332595557","0.193062672975043"
"Teils, teils","1995","(Fach-)Abitur","Laendlicher Raum","24","","",""
"Teils, teils","1995","AkademikerIn","Staedtischer Raum","101","0.154316004575246","0.126107026238749","0.182524982911744"
"Teils, teils","1995","AkademikerIn","Laendlicher Raum","62","0.161795910738878","0.124272190697569","0.199319630780186"
"Bezahlt","1995","(noch) kein Abschluss","Staedtischer Raum","73","0.593350679014165","0.505827889004771","0.680873469023558"
"Bezahlt","1995","(noch) kein Abschluss","Laendlicher Raum","16","","",""
"Bezahlt","1995","Hauptschule","Staedtischer Raum","674","0.420422502041859","0.395333040497096","0.445511963586622"
"Bezahlt","1995","Hauptschule","Laendlicher Raum","250","0.358647307330965","0.321605906211874","0.395688708450057"
"Bezahlt","1995","Realschule","Staedtischer Raum","212","0.209524109351235","0.183125927386987","0.235922291315483"
"Bezahlt","1995","Realschule","Laendlicher Raum","213","0.287253916789741","0.255084610617387","0.319423222962095"
"Bezahlt","1995","(Fach-)Abitur","Staedtischer Raum","81","0.215274191882681","0.169957364076324","0.260591019689038"
"Bezahlt","1995","(Fach-)Abitur","Laendlicher Raum","13","","",""
"Bezahlt","1995","AkademikerIn","Staedtischer Raum","56","0.0821778687491899","0.0607324507329782","0.103623286765402"
"Bezahlt","1995","AkademikerIn","Laendlicher Raum","34","0.110658310450444","0.0786933941124839","0.142623226788404"
"Nicht abgegolten","1995","(noch) kein Abschluss","Staedtischer Raum","4","","",""
"Nicht abgegolten","1995","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","1995","Hauptschule","Staedtischer Raum","117","0.084384935987428","0.0702569084084061","0.0985129635664499"
"Nicht abgegolten","1995","Hauptschule","Laendlicher Raum","51","0.0794748681317539","0.0585848945711609","0.100364841692347"
"Nicht abgegolten","1995","Realschule","Staedtischer Raum","106","0.132282024151915","0.11030583343494","0.15425821486889"
"Nicht abgegolten","1995","Realschule","Laendlicher Raum","78","0.124606545962296","0.101125719917709","0.148087372006883"
"Nicht abgegolten","1995","(Fach-)Abitur","Staedtischer Raum","50","0.186929262408777","0.143945209570462","0.229913315247093"
"Nicht abgegolten","1995","(Fach-)Abitur","Laendlicher Raum","10","","",""
"Nicht abgegolten","1995","AkademikerIn","Staedtischer Raum","252","0.437031836974138","0.398299270776626","0.475764403171649"
"Nicht abgegolten","1995","AkademikerIn","Laendlicher Raum","137","0.396958682515039","0.347105439355959","0.446811925674119"
"Abgefeiert","1996","(noch) kein Abschluss","Staedtischer Raum","39","0.368133613101991","0.28074184555083","0.455525380653151"
"Abgefeiert","1996","(noch) kein Abschluss","Laendlicher Raum","10","","",""
"Abgefeiert","1996","Hauptschule","Staedtischer Raum","497","0.38020661530905","0.35441655657621","0.405996674041891"
"Abgefeiert","1996","Hauptschule","Laendlicher Raum","242","0.414208420799821","0.375895765483685","0.452521076115957"
"Abgefeiert","1996","Realschule","Staedtischer Raum","454","0.496915711833027","0.464764157338395","0.529067266327659"
"Abgefeiert","1996","Realschule","Laendlicher Raum","319","0.447011592757596","0.410795948581847","0.483227236933344"
"Abgefeiert","1996","(Fach-)Abitur","Staedtischer Raum","138","0.443115468385833","0.387995136125441","0.498235800646225"
"Abgefeiert","1996","(Fach-)Abitur","Laendlicher Raum","60","0.473728459190763","0.381256776561145","0.566200141820382"
"Abgefeiert","1996","AkademikerIn","Staedtischer Raum","244","0.356515191549793","0.319261492847408","0.393768890252179"
"Abgefeiert","1996","AkademikerIn","Laendlicher Raum","140","0.357813458080674","0.307665475263616","0.407961440897731"
"Teils, teils","1996","(noch) kein Abschluss","Staedtischer Raum","14","","",""
"Teils, teils","1996","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Teils, teils","1996","Hauptschule","Staedtischer Raum","231","0.168329823129515","0.148451711456354","0.188207934802675"
"Teils, teils","1996","Hauptschule","Laendlicher Raum","100","0.155647482256899","0.127451048704914","0.183843915808883"
"Teils, teils","1996","Realschule","Staedtischer Raum","175","0.183082623363826","0.158213935899008","0.207951310828644"
"Teils, teils","1996","Realschule","Laendlicher Raum","134","0.175617235766723","0.147901473465473","0.203332998067972"
"Teils, teils","1996","(Fach-)Abitur","Staedtischer Raum","49","0.18130140615869","0.138551673566773","0.224051138750607"
"Teils, teils","1996","(Fach-)Abitur","Laendlicher Raum","17","","",""
"Teils, teils","1996","AkademikerIn","Staedtischer Raum","91","0.147857935864604","0.12024964321782","0.175466228511389"
"Teils, teils","1996","AkademikerIn","Laendlicher Raum","47","0.151777101630195","0.114240698335506","0.189313504924884"
"Bezahlt","1996","(noch) kein Abschluss","Staedtischer Raum","61","0.512128500187795","0.421555791302418","0.602701209073172"
"Bezahlt","1996","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Bezahlt","1996","Hauptschule","Staedtischer Raum","534","0.376087959632584","0.350352885315906","0.401823033949261"
"Bezahlt","1996","Hauptschule","Laendlicher Raum","262","0.381370969095034","0.343591992250844","0.419149945939224"
"Bezahlt","1996","Realschule","Staedtischer Raum","189","0.184331160767881","0.159396897038937","0.209265424496824"
"Bezahlt","1996","Realschule","Laendlicher Raum","185","0.243351529220321","0.21209484342219","0.274608215018451"
"Bezahlt","1996","(Fach-)Abitur","Staedtischer Raum","75","0.201390263967453","0.156890538691804","0.245889989243101"
"Bezahlt","1996","(Fach-)Abitur","Laendlicher Raum","20","","",""
"Bezahlt","1996","AkademikerIn","Staedtischer Raum","47","0.0691969240116965","0.0494575430897796","0.0889363049336134"
"Bezahlt","1996","AkademikerIn","Laendlicher Raum","37","0.11387648849656","0.0806443188608708","0.14710865813225"
"Nicht abgegolten","1996","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","1996","Hauptschule","Staedtischer Raum","99","0.0753756019288513","0.061350142392735","0.0894010614649676"
"Nicht abgegolten","1996","Hauptschule","Laendlicher Raum","31","0.0487731278482456","0.0320200893039573","0.0655261663925339"
"Nicht abgegolten","1996","Realschule","Staedtischer Raum","111","0.135670504035266","0.113650235025232","0.1576907730453"
"Nicht abgegolten","1996","Realschule","Laendlicher Raum","86","0.134019642255361","0.109204483623302","0.15883480088742"
"Nicht abgegolten","1996","(Fach-)Abitur","Staedtischer Raum","50","0.174192861488024","0.132108059601322","0.216277663374727"
"Nicht abgegolten","1996","(Fach-)Abitur","Laendlicher Raum","15","","",""
"Nicht abgegolten","1996","AkademikerIn","Staedtischer Raum","253","0.426429948573906","0.387963834889521","0.464896062258291"
"Nicht abgegolten","1996","AkademikerIn","Laendlicher Raum","127","0.376532951792571","0.325845229090255","0.427220674494887"
"Abgefeiert","1997","(noch) kein Abschluss","Staedtischer Raum","33","0.523856555894584","0.410826860946038","0.636886250843129"
"Abgefeiert","1997","(noch) kein Abschluss","Laendlicher Raum","13","","",""
"Abgefeiert","1997","Hauptschule","Staedtischer Raum","427","0.418966724701843","0.389756622118727","0.448176827284959"
"Abgefeiert","1997","Hauptschule","Laendlicher Raum","204","0.42960538240831","0.386431115876413","0.472779648940208"
"Abgefeiert","1997","Realschule","Staedtischer Raum","359","0.451326697733607","0.416691798865645","0.485961596601568"
"Abgefeiert","1997","Realschule","Laendlicher Raum","305","0.471388297590974","0.433189124968661","0.509587470213288"
"Abgefeiert","1997","(Fach-)Abitur","Staedtischer Raum","136","0.495147388927839","0.437202568083172","0.553092209772506"
"Abgefeiert","1997","(Fach-)Abitur","Laendlicher Raum","55","0.465879156456181","0.370465652568876","0.561292660343486"
"Abgefeiert","1997","AkademikerIn","Staedtischer Raum","212","0.336062703620328","0.297915374620255","0.374210032620401"
"Abgefeiert","1997","AkademikerIn","Laendlicher Raum","142","0.443859013374313","0.390575870827978","0.497142155920649"
"Teils, teils","1997","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Teils, teils","1997","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teils, teils","1997","Hauptschule","Staedtischer Raum","232","0.208688932485501","0.184630565646546","0.232747299324456"
"Teils, teils","1997","Hauptschule","Laendlicher Raum","119","0.209698531159695","0.174192961027746","0.245204101291644"
"Teils, teils","1997","Realschule","Staedtischer Raum","200","0.221798174602","0.192882281953375","0.250714067250625"
"Teils, teils","1997","Realschule","Laendlicher Raum","155","0.240930888914662","0.208205631429807","0.273656146399518"
"Teils, teils","1997","(Fach-)Abitur","Staedtischer Raum","55","0.195033849721667","0.149113109488941","0.240954589954393"
"Teils, teils","1997","(Fach-)Abitur","Laendlicher Raum","29","","",""
"Teils, teils","1997","AkademikerIn","Staedtischer Raum","110","0.199795909729514","0.167504714256723","0.232087105202305"
"Teils, teils","1997","AkademikerIn","Laendlicher Raum","44","0.113238655110721","0.0792545697675793","0.147222740453863"
"Bezahlt","1997","(noch) kein Abschluss","Staedtischer Raum","27","","",""
"Bezahlt","1997","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Bezahlt","1997","Hauptschule","Staedtischer Raum","336","0.274454945075615","0.248036300185608","0.300873589965622"
"Bezahlt","1997","Hauptschule","Laendlicher Raum","134","0.254679472823563","0.21668058248688","0.292678363160246"
"Bezahlt","1997","Realschule","Staedtischer Raum","115","0.131455006924434","0.107937232302429","0.154972781546438"
"Bezahlt","1997","Realschule","Laendlicher Raum","120","0.167744912735697","0.139152613548475","0.196337211922919"
"Bezahlt","1997","(Fach-)Abitur","Staedtischer Raum","51","0.136617035652559","0.0968137208984207","0.176420350406697"
"Bezahlt","1997","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Bezahlt","1997","AkademikerIn","Staedtischer Raum","29","","",""
"Bezahlt","1997","AkademikerIn","Laendlicher Raum","18","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Nicht abgegolten","1997","Hauptschule","Staedtischer Raum","101","0.0978893977370417","0.0802963720941114","0.115482423379972"
"Nicht abgegolten","1997","Hauptschule","Laendlicher Raum","48","0.106016613608432","0.0791660077310122","0.132867219485851"
"Nicht abgegolten","1997","Realschule","Staedtischer Raum","119","0.19542012073996","0.167821923140085","0.223018318339834"
"Nicht abgegolten","1997","Realschule","Laendlicher Raum","76","0.119935900758666","0.0950743666111929","0.144797434906139"
"Nicht abgegolten","1997","(Fach-)Abitur","Staedtischer Raum","44","0.173201725697935","0.129344519509033","0.217058931886836"
"Nicht abgegolten","1997","(Fach-)Abitur","Laendlicher Raum","10","","",""
"Nicht abgegolten","1997","AkademikerIn","Staedtischer Raum","238","0.424661148993419","0.384742709098583","0.464579588888255"
"Nicht abgegolten","1997","AkademikerIn","Laendlicher Raum","130","0.39817531740515","0.345676801932894","0.450673832877405"
"Abgefeiert","1998","(noch) kein Abschluss","Staedtischer Raum","26","","",""
"Abgefeiert","1998","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Abgefeiert","1998","Hauptschule","Staedtischer Raum","454","0.434645018326705","0.405587725229734","0.463702311423676"
"Abgefeiert","1998","Hauptschule","Laendlicher Raum","237","0.473579660361757","0.431889348583785","0.51526997213973"
"Abgefeiert","1998","Realschule","Staedtischer Raum","426","0.486989325801649","0.453622309006082","0.520356342597215"
"Abgefeiert","1998","Realschule","Laendlicher Raum","341","0.471133470352919","0.434773474203258","0.50749346650258"
"Abgefeiert","1998","(Fach-)Abitur","Staedtischer Raum","163","0.517505374855712","0.464075750035175","0.570934999676249"
"Abgefeiert","1998","(Fach-)Abitur","Laendlicher Raum","58","0.450204500033207","0.358473870175295","0.541935129891119"
"Abgefeiert","1998","AkademikerIn","Staedtischer Raum","224","0.330382524206107","0.293827972990055","0.366937075422159"
"Abgefeiert","1998","AkademikerIn","Laendlicher Raum","167","0.423359768063262","0.373217850651603","0.473501685474921"
"Teils, teils","1998","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Teils, teils","1998","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Teils, teils","1998","Hauptschule","Staedtischer Raum","255","0.204750580430204","0.181097296749812","0.228403864110597"
"Teils, teils","1998","Hauptschule","Laendlicher Raum","124","0.196256838148173","0.163094638011584","0.229419038284762"
"Teils, teils","1998","Realschule","Staedtischer Raum","197","0.222973854082497","0.195187008687377","0.250760699477617"
"Teils, teils","1998","Realschule","Laendlicher Raum","178","0.25643351810998","0.224626269341204","0.288240766878757"
"Teils, teils","1998","(Fach-)Abitur","Staedtischer Raum","72","0.205342524528198","0.162150069726823","0.248534979329574"
"Teils, teils","1998","(Fach-)Abitur","Laendlicher Raum","28","","",""
"Teils, teils","1998","AkademikerIn","Staedtischer Raum","111","0.185514335957344","0.155304386855891","0.215724285058796"
"Teils, teils","1998","AkademikerIn","Laendlicher Raum","60","0.176564046929687","0.137868612656999","0.215259481202374"
"Bezahlt","1998","(noch) kein Abschluss","Staedtischer Raum","24","","",""
"Bezahlt","1998","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Bezahlt","1998","Hauptschule","Staedtischer Raum","303","0.255886778632515","0.230308540677546","0.281465016587483"
"Bezahlt","1998","Hauptschule","Laendlicher Raum","139","0.234436201164067","0.199062921823665","0.26980948050447"
"Bezahlt","1998","Realschule","Staedtischer Raum","118","0.13773241701814","0.114726816612939","0.16073801742334"
"Bezahlt","1998","Realschule","Laendlicher Raum","119","0.148480660323549","0.122579989576661","0.174381331070438"
"Bezahlt","1998","(Fach-)Abitur","Staedtischer Raum","43","0.0941872632382515","0.0629556978242579","0.125418828652245"
"Bezahlt","1998","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Bezahlt","1998","AkademikerIn","Staedtischer Raum","44","0.0710549014450116","0.0510879584661173","0.091021844423906"
"Bezahlt","1998","AkademikerIn","Laendlicher Raum","21","","",""
"Nicht abgegolten","1998","(noch) kein Abschluss","Staedtischer Raum","5","","",""
"Nicht abgegolten","1998","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Nicht abgegolten","1998","Hauptschule","Staedtischer Raum","106","0.104717622610576","0.0867695799058422","0.12266566531531"
"Nicht abgegolten","1998","Hauptschule","Laendlicher Raum","51","0.0957273003260023","0.0711609915077469","0.120293609144258"
