"plb0195_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Abgefeiert","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Hamburg","3","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Niedersachsen","1","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Bremen","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Nordrhein-Westfalen","7","0.0981455229149882","0.0376796821297716","0.158611363700205"
"Abgefeiert","1984","(noch) kein Abschluss","Hessen","4","0.0757620544707101","-0.00426580757995923","0.155789916521379"
"Abgefeiert","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Bayern","6","0.375819977378616","0.219759801391374","0.531880153365857"
"Abgefeiert","1984","(noch) kein Abschluss","Saarland","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Berlin","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Sachsen","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Abgefeiert","1984","(noch) kein Abschluss","Thueringen","","","",""
"Abgefeiert","1984","Hauptschule","Schleswig-Holstein","20","","",""
"Abgefeiert","1984","Hauptschule","Hamburg","13","","",""
"Abgefeiert","1984","Hauptschule","Niedersachsen","78","0.298674985635992","0.243674520402419","0.353675450869566"
"Abgefeiert","1984","Hauptschule","Bremen","5","0.182613255130265","0.0368841985852814","0.328342311675248"
"Abgefeiert","1984","Hauptschule","Nordrhein-Westfalen","134","","",""
"Abgefeiert","1984","Hauptschule","Hessen","63","0.32920685762521","0.270363994981432","0.388049720268988"
"Abgefeiert","1984","Hauptschule","Rheinland-Pfalz,Saarland","44","0.232970053288629","0.171555880487115","0.294384226090144"
"Abgefeiert","1984","Hauptschule","Baden-Wuerttemberg","92","0.214304213838421","0.178155898778542","0.250452528898301"
"Abgefeiert","1984","Hauptschule","Bayern","136","","",""
"Abgefeiert","1984","Hauptschule","Saarland","","","",""
"Abgefeiert","1984","Hauptschule","Berlin","25","","",""
"Abgefeiert","1984","Hauptschule","Brandenburg","","","",""
"Abgefeiert","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Abgefeiert","1984","Hauptschule","Sachsen","","","",""
"Abgefeiert","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Abgefeiert","1984","Hauptschule","Thueringen","","","",""
"Abgefeiert","1984","Realschule","Schleswig-Holstein","17","","",""
"Abgefeiert","1984","Realschule","Hamburg","7","0.299640477530954","0.112423628197653","0.486857326864255"
"Abgefeiert","1984","Realschule","Niedersachsen","37","0.381413819811926","0.285245202436385","0.477582437187468"
"Abgefeiert","1984","Realschule","Bremen","4","0.504518218044613","0.158056408370259","0.850980027718968"
"Abgefeiert","1984","Realschule","Nordrhein-Westfalen","68","0.390210426807277","0.318144298737022","0.462276554877532"
"Abgefeiert","1984","Realschule","Hessen","33","0.40268866461241","0.297178542545804","0.508198786679016"
"Abgefeiert","1984","Realschule","Rheinland-Pfalz,Saarland","16","","",""
"Abgefeiert","1984","Realschule","Baden-Wuerttemberg","38","0.348654387089745","0.259192479297109","0.438116294882382"
"Abgefeiert","1984","Realschule","Bayern","65","0.418137717576876","0.339979949147556","0.496295486006197"
"Abgefeiert","1984","Realschule","Saarland","","","",""
"Abgefeiert","1984","Realschule","Berlin","17","","",""
"Abgefeiert","1984","Realschule","Brandenburg","","","",""
"Abgefeiert","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Abgefeiert","1984","Realschule","Sachsen","","","",""
"Abgefeiert","1984","Realschule","Sachsen-Anhalt","","","",""
"Abgefeiert","1984","Realschule","Thueringen","","","",""
"Abgefeiert","1984","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Abgefeiert","1984","(Fach-)Abitur","Hamburg","9","0.67261085705964","0.435136601654238","0.910085112465042"
"Abgefeiert","1984","(Fach-)Abitur","Niedersachsen","6","0.287152003571803","0.1061443818208","0.468159625322806"
"Abgefeiert","1984","(Fach-)Abitur","Bremen","","","",""
"Abgefeiert","1984","(Fach-)Abitur","Nordrhein-Westfalen","26","","",""
"Abgefeiert","1984","(Fach-)Abitur","Hessen","8","0.269616442511678","0.118211587391483","0.421021297631872"
"Abgefeiert","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","4","0.424685067023003","0.101751525874019","0.747618608171986"
"Abgefeiert","1984","(Fach-)Abitur","Baden-Wuerttemberg","13","","",""
"Abgefeiert","1984","(Fach-)Abitur","Bayern","11","","",""
"Abgefeiert","1984","(Fach-)Abitur","Saarland","","","",""
"Abgefeiert","1984","(Fach-)Abitur","Berlin","5","0.51343932312384","0.21807038918022","0.80880825706746"
"Abgefeiert","1984","(Fach-)Abitur","Brandenburg","","","",""
"Abgefeiert","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Abgefeiert","1984","(Fach-)Abitur","Sachsen","","","",""
"Abgefeiert","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Abgefeiert","1984","(Fach-)Abitur","Thueringen","","","",""
"Abgefeiert","1984","AkademikerIn","Schleswig-Holstein","","","",""
"Abgefeiert","1984","AkademikerIn","Hamburg","2","","",""
"Abgefeiert","1984","AkademikerIn","Niedersachsen","9","0.215524755826297","0.0953868557515293","0.335662655901065"
"Abgefeiert","1984","AkademikerIn","Bremen","","","",""
"Abgefeiert","1984","AkademikerIn","Nordrhein-Westfalen","13","","",""
"Abgefeiert","1984","AkademikerIn","Hessen","5","0.108057674123053","0.0220060080679197","0.194109340178187"
"Abgefeiert","1984","AkademikerIn","Rheinland-Pfalz,Saarland","6","0.350464327054772","0.130052318727318","0.570876335382226"
"Abgefeiert","1984","AkademikerIn","Baden-Wuerttemberg","7","0.111415371992812","0.0382272047285095","0.184603539257114"
"Abgefeiert","1984","AkademikerIn","Bayern","11","","",""
"Abgefeiert","1984","AkademikerIn","Saarland","","","",""
"Abgefeiert","1984","AkademikerIn","Berlin","7","0.354239944015684","0.154382142928031","0.554097745103336"
"Abgefeiert","1984","AkademikerIn","Brandenburg","","","",""
"Abgefeiert","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Abgefeiert","1984","AkademikerIn","Sachsen","","","",""
"Abgefeiert","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Abgefeiert","1984","AkademikerIn","Thueringen","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Hamburg","1","","",""
"Teils, teils","1984","(noch) kein Abschluss","Niedersachsen","2","","",""
"Teils, teils","1984","(noch) kein Abschluss","Bremen","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Nordrhein-Westfalen","9","0.146372603663042","0.0745318816807655","0.218213325645318"
"Teils, teils","1984","(noch) kein Abschluss","Hessen","4","0.0703317936576442","-0.00700092564990447","0.147664512965193"
"Teils, teils","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Baden-Wuerttemberg","4","0.0330489113899605","-0.00795898519600554","0.0740568079759265"
"Teils, teils","1984","(noch) kein Abschluss","Bayern","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Saarland","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Berlin","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Sachsen","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Teils, teils","1984","(noch) kein Abschluss","Thueringen","","","",""
"Teils, teils","1984","Hauptschule","Schleswig-Holstein","6","0.075635361397498","0.0176941991725928","0.133576523622403"
"Teils, teils","1984","Hauptschule","Hamburg","5","0.0696534441384258","-0.000211075595877963","0.13951796387273"
"Teils, teils","1984","Hauptschule","Niedersachsen","25","","",""
"Teils, teils","1984","Hauptschule","Bremen","1","","",""
"Teils, teils","1984","Hauptschule","Nordrhein-Westfalen","67","0.116673420435952","0.0919938255201399","0.141353015351765"
"Teils, teils","1984","Hauptschule","Hessen","26","","",""
"Teils, teils","1984","Hauptschule","Rheinland-Pfalz,Saarland","17","","",""
"Teils, teils","1984","Hauptschule","Baden-Wuerttemberg","43","0.092185497820816","0.0667010427066403","0.117669952934992"
"Teils, teils","1984","Hauptschule","Bayern","57","0.123554813042864","0.0936127779591928","0.153496848126535"
"Teils, teils","1984","Hauptschule","Saarland","","","",""
"Teils, teils","1984","Hauptschule","Berlin","9","0.109993831564017","0.043478876528999","0.176508786599035"
"Teils, teils","1984","Hauptschule","Brandenburg","","","",""
"Teils, teils","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Teils, teils","1984","Hauptschule","Sachsen","","","",""
"Teils, teils","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Teils, teils","1984","Hauptschule","Thueringen","","","",""
"Teils, teils","1984","Realschule","Schleswig-Holstein","7","0.161625501606537","0.048949835214211","0.274301167998864"
"Teils, teils","1984","Realschule","Hamburg","2","","",""
"Teils, teils","1984","Realschule","Niedersachsen","12","","",""
"Teils, teils","1984","Realschule","Bremen","","","",""
"Teils, teils","1984","Realschule","Nordrhein-Westfalen","22","","",""
"Teils, teils","1984","Realschule","Hessen","8","0.076817744935933","0.0195271218233101","0.134108368048556"
"Teils, teils","1984","Realschule","Rheinland-Pfalz,Saarland","4","0.101680693704821","0.00917024666138845","0.194191140748254"
"Teils, teils","1984","Realschule","Baden-Wuerttemberg","15","","",""
"Teils, teils","1984","Realschule","Bayern","23","","",""
"Teils, teils","1984","Realschule","Saarland","","","",""
"Teils, teils","1984","Realschule","Berlin","2","","",""
"Teils, teils","1984","Realschule","Brandenburg","","","",""
"Teils, teils","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Teils, teils","1984","Realschule","Sachsen","","","",""
"Teils, teils","1984","Realschule","Sachsen-Anhalt","","","",""
"Teils, teils","1984","Realschule","Thueringen","","","",""
"Teils, teils","1984","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Teils, teils","1984","(Fach-)Abitur","Hamburg","1","","",""
"Teils, teils","1984","(Fach-)Abitur","Niedersachsen","4","0.118504275348536","-0.0108019948405539","0.247810545537626"
"Teils, teils","1984","(Fach-)Abitur","Bremen","","","",""
"Teils, teils","1984","(Fach-)Abitur","Nordrhein-Westfalen","9","0.1029997417961","0.0394928135457426","0.166506670046458"
"Teils, teils","1984","(Fach-)Abitur","Hessen","2","","",""
"Teils, teils","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Teils, teils","1984","(Fach-)Abitur","Baden-Wuerttemberg","5","0.129166366803623","0.0388737010407555","0.219459032566491"
"Teils, teils","1984","(Fach-)Abitur","Bayern","5","0.136545420561377","0.0362225032911973","0.236868337831557"
"Teils, teils","1984","(Fach-)Abitur","Saarland","","","",""
"Teils, teils","1984","(Fach-)Abitur","Berlin","1","","",""
"Teils, teils","1984","(Fach-)Abitur","Brandenburg","","","",""
"Teils, teils","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Teils, teils","1984","(Fach-)Abitur","Sachsen","","","",""
"Teils, teils","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Teils, teils","1984","(Fach-)Abitur","Thueringen","","","",""
"Teils, teils","1984","AkademikerIn","Schleswig-Holstein","","","",""
"Teils, teils","1984","AkademikerIn","Hamburg","2","","",""
"Teils, teils","1984","AkademikerIn","Niedersachsen","6","0.14385006133094","0.0413151465558331","0.246384976106048"
"Teils, teils","1984","AkademikerIn","Bremen","","","",""
"Teils, teils","1984","AkademikerIn","Nordrhein-Westfalen","17","","",""
"Teils, teils","1984","AkademikerIn","Hessen","8","0.119124757679043","0.0293361357779085","0.208913379580177"
"Teils, teils","1984","AkademikerIn","Rheinland-Pfalz,Saarland","2","","",""
"Teils, teils","1984","AkademikerIn","Baden-Wuerttemberg","10","","",""
"Teils, teils","1984","AkademikerIn","Bayern","13","","",""
"Teils, teils","1984","AkademikerIn","Saarland","","","",""
"Teils, teils","1984","AkademikerIn","Berlin","2","","",""
"Teils, teils","1984","AkademikerIn","Brandenburg","","","",""
"Teils, teils","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Teils, teils","1984","AkademikerIn","Sachsen","","","",""
"Teils, teils","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Teils, teils","1984","AkademikerIn","Thueringen","","","",""
"Bezahlt","1984","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Bezahlt","1984","(noch) kein Abschluss","Hamburg","6","0.36725679993713","0.0684800785978193","0.66603352127644"
"Bezahlt","1984","(noch) kein Abschluss","Niedersachsen","9","0.793092989264277","0.57288854824098","1.01329743028757"
"Bezahlt","1984","(noch) kein Abschluss","Bremen","","","",""
"Bezahlt","1984","(noch) kein Abschluss","Nordrhein-Westfalen","73","0.732929222400127","0.643010356438192","0.822848088362061"
"Bezahlt","1984","(noch) kein Abschluss","Hessen","30","0.766888819423523","0.639018072845839","0.894759566001208"
"Bezahlt","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","14","","",""
"Bezahlt","1984","(noch) kein Abschluss","Baden-Wuerttemberg","67","0.944147943251017","0.891470307862739","0.996825578639296"
"Bezahlt","1984","(noch) kein Abschluss","Bayern","29","","",""
"Bezahlt","1984","(noch) kein Abschluss","Saarland","","","",""
"Bezahlt","1984","(noch) kein Abschluss","Berlin","5","1","1","1"
"Bezahlt","1984","(noch) kein Abschluss","Brandenburg","","","",""
