"plb0195_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Bezahlt","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Bezahlt","1984","(noch) kein Abschluss","Sachsen","","","",""
"Bezahlt","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Bezahlt","1984","(noch) kein Abschluss","Thueringen","","","",""
"Bezahlt","1984","Hauptschule","Schleswig-Holstein","41","0.485910118410177","0.376388312335384","0.595431924484969"
"Bezahlt","1984","Hauptschule","Hamburg","29","","",""
"Bezahlt","1984","Hauptschule","Niedersachsen","120","","",""
"Bezahlt","1984","Hauptschule","Bremen","20","","",""
"Bezahlt","1984","Hauptschule","Nordrhein-Westfalen","361","0.494938959066946","0.456502872066728","0.533375046067165"
"Bezahlt","1984","Hauptschule","Hessen","116","","",""
"Bezahlt","1984","Hauptschule","Rheinland-Pfalz,Saarland","86","0.46559155836767","0.393122669812576","0.538060446922764"
"Bezahlt","1984","Hauptschule","Baden-Wuerttemberg","273","","",""
"Bezahlt","1984","Hauptschule","Bayern","183","","",""
"Bezahlt","1984","Hauptschule","Saarland","","","",""
"Bezahlt","1984","Hauptschule","Berlin","44","0.439334409010568","0.333825729090867","0.54484308893027"
"Bezahlt","1984","Hauptschule","Brandenburg","","","",""
"Bezahlt","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Bezahlt","1984","Hauptschule","Sachsen","","","",""
"Bezahlt","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Bezahlt","1984","Hauptschule","Thueringen","","","",""
"Bezahlt","1984","Realschule","Schleswig-Holstein","8","0.183462900062133","0.0649902097116071","0.301935590412658"
"Bezahlt","1984","Realschule","Hamburg","7","0.302496735582302","0.114773668428436","0.490219802736168"
"Bezahlt","1984","Realschule","Niedersachsen","18","","",""
"Bezahlt","1984","Realschule","Bremen","2","","",""
"Bezahlt","1984","Realschule","Nordrhein-Westfalen","36","0.202285220514967","0.142938373188239","0.261632067841695"
"Bezahlt","1984","Realschule","Hessen","18","","",""
"Bezahlt","1984","Realschule","Rheinland-Pfalz,Saarland","9","0.22012198610121","0.0932980544676083","0.346945917734812"
"Bezahlt","1984","Realschule","Baden-Wuerttemberg","22","","",""
"Bezahlt","1984","Realschule","Bayern","23","","",""
"Bezahlt","1984","Realschule","Saarland","","","",""
"Bezahlt","1984","Realschule","Berlin","13","","",""
"Bezahlt","1984","Realschule","Brandenburg","","","",""
"Bezahlt","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Bezahlt","1984","Realschule","Sachsen","","","",""
"Bezahlt","1984","Realschule","Sachsen-Anhalt","","","",""
"Bezahlt","1984","Realschule","Thueringen","","","",""
"Bezahlt","1984","(Fach-)Abitur","Schleswig-Holstein","7","0.455951505168359","0.16162465558174","0.750278354754979"
"Bezahlt","1984","(Fach-)Abitur","Hamburg","4","0.200320386382223","-0.00222532329859296","0.402866096063039"
"Bezahlt","1984","(Fach-)Abitur","Niedersachsen","7","0.220264017223935","0.0544626772381038","0.386065357209766"
"Bezahlt","1984","(Fach-)Abitur","Bremen","","","",""
"Bezahlt","1984","(Fach-)Abitur","Nordrhein-Westfalen","31","0.24817714584711","0.157927520129612","0.338426771564608"
"Bezahlt","1984","(Fach-)Abitur","Hessen","13","","",""
"Bezahlt","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","2","","",""
"Bezahlt","1984","(Fach-)Abitur","Baden-Wuerttemberg","24","","",""
"Bezahlt","1984","(Fach-)Abitur","Bayern","14","","",""
"Bezahlt","1984","(Fach-)Abitur","Saarland","","","",""
"Bezahlt","1984","(Fach-)Abitur","Berlin","3","","",""
"Bezahlt","1984","(Fach-)Abitur","Brandenburg","","","",""
"Bezahlt","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Bezahlt","1984","(Fach-)Abitur","Sachsen","","","",""
"Bezahlt","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Bezahlt","1984","(Fach-)Abitur","Thueringen","","","",""
"Bezahlt","1984","AkademikerIn","Schleswig-Holstein","2","","",""
"Bezahlt","1984","AkademikerIn","Hamburg","1","","",""
"Bezahlt","1984","AkademikerIn","Niedersachsen","4","0.0589322802285071","-0.00987412915898665","0.127738689616001"
"Bezahlt","1984","AkademikerIn","Bremen","","","",""
"Bezahlt","1984","AkademikerIn","Nordrhein-Westfalen","20","","",""
"Bezahlt","1984","AkademikerIn","Hessen","10","","",""
"Bezahlt","1984","AkademikerIn","Rheinland-Pfalz,Saarland","1","","",""
"Bezahlt","1984","AkademikerIn","Baden-Wuerttemberg","13","","",""
"Bezahlt","1984","AkademikerIn","Bayern","16","","",""
"Bezahlt","1984","AkademikerIn","Saarland","","","",""
"Bezahlt","1984","AkademikerIn","Berlin","1","","",""
"Bezahlt","1984","AkademikerIn","Brandenburg","","","",""
"Bezahlt","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Bezahlt","1984","AkademikerIn","Sachsen","","","",""
"Bezahlt","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Bezahlt","1984","AkademikerIn","Thueringen","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Hamburg","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Niedersachsen","1","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Bremen","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Nordrhein-Westfalen","4","0.0225526510218436","-0.00762268417917829","0.0527279862228655"
"Nicht abgegolten","1984","(noch) kein Abschluss","Hessen","4","0.0870173324481221","0.00177455436132117","0.172260110534923"
"Nicht abgegolten","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Baden-Wuerttemberg","2","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Bayern","2","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Saarland","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Berlin","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Sachsen","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Thueringen","","","",""
"Nicht abgegolten","1984","Hauptschule","Schleswig-Holstein","13","","",""
"Nicht abgegolten","1984","Hauptschule","Hamburg","4","0.0613757502393321","-0.00449722737166516","0.127248727850329"
"Nicht abgegolten","1984","Hauptschule","Niedersachsen","43","0.157852774606107","0.114037312767614","0.2016682364446"
"Nicht abgegolten","1984","Hauptschule","Bremen","1","","",""
"Nicht abgegolten","1984","Hauptschule","Nordrhein-Westfalen","88","0.154877937106724","0.127065060423811","0.182690813789638"
"Nicht abgegolten","1984","Hauptschule","Hessen","40","0.135119458485795","0.0923137134865184","0.177925203485072"
"Nicht abgegolten","1984","Hauptschule","Rheinland-Pfalz,Saarland","35","0.199051599899166","0.141042316249284","0.257060883549049"
"Nicht abgegolten","1984","Hauptschule","Baden-Wuerttemberg","87","0.193611310531601","0.158802990142717","0.228419630920486"
"Nicht abgegolten","1984","Hauptschule","Bayern","88","0.21667412201817","0.179188574331319","0.254159669705021"
"Nicht abgegolten","1984","Hauptschule","Saarland","","","",""
"Nicht abgegolten","1984","Hauptschule","Berlin","7","0.0864417800357127","0.0267013157222809","0.146182244349145"
"Nicht abgegolten","1984","Hauptschule","Brandenburg","","","",""
"Nicht abgegolten","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nicht abgegolten","1984","Hauptschule","Sachsen","","","",""
"Nicht abgegolten","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Nicht abgegolten","1984","Hauptschule","Thueringen","","","",""
"Nicht abgegolten","1984","Realschule","Schleswig-Holstein","9","0.235502116896245","0.10562228617946","0.365381947613029"
"Nicht abgegolten","1984","Realschule","Hamburg","7","0.3033506003154","0.115477874736703","0.491223325894096"
"Nicht abgegolten","1984","Realschule","Niedersachsen","31","0.311823962513356","0.220109131682366","0.403538793344346"
"Nicht abgegolten","1984","Realschule","Bremen","2","","",""
"Nicht abgegolten","1984","Realschule","Nordrhein-Westfalen","50","0.291366983540399","0.224236060681968","0.35849790639883"
"Nicht abgegolten","1984","Realschule","Hessen","24","","",""
"Nicht abgegolten","1984","Realschule","Rheinland-Pfalz,Saarland","12","","",""
"Nicht abgegolten","1984","Realschule","Baden-Wuerttemberg","34","0.319476956394667","0.231943106675392","0.407010806113942"
"Nicht abgegolten","1984","Realschule","Bayern","42","0.290861543673672","0.21889824759434","0.362824839753004"
"Nicht abgegolten","1984","Realschule","Saarland","","","",""
"Nicht abgegolten","1984","Realschule","Berlin","4","0.125403569459803","0.017221411547871","0.233585727371736"
"Nicht abgegolten","1984","Realschule","Brandenburg","","","",""
"Nicht abgegolten","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Nicht abgegolten","1984","Realschule","Sachsen","","","",""
"Nicht abgegolten","1984","Realschule","Sachsen-Anhalt","","","",""
"Nicht abgegolten","1984","Realschule","Thueringen","","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Hamburg","1","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Niedersachsen","7","0.374079703855726","0.180489195559154","0.567670212152297"
"Nicht abgegolten","1984","(Fach-)Abitur","Bremen","2","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Nordrhein-Westfalen","22","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Hessen","10","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","3","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Baden-Wuerttemberg","11","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Bayern","15","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Saarland","","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Berlin","2","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Brandenburg","","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Sachsen","","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Thueringen","","","",""
"Nicht abgegolten","1984","AkademikerIn","Schleswig-Holstein","7","0.747819081775427","0.464104786689608","1.03153337686125"
"Nicht abgegolten","1984","AkademikerIn","Hamburg","4","0.514394808434504","0.187869547452777","0.840920069416231"
"Nicht abgegolten","1984","AkademikerIn","Niedersachsen","26","","",""
"Nicht abgegolten","1984","AkademikerIn","Bremen","1","","",""
"Nicht abgegolten","1984","AkademikerIn","Nordrhein-Westfalen","76","0.632279161305321","0.548086085899386","0.716472236711256"
"Nicht abgegolten","1984","AkademikerIn","Hessen","27","","",""
"Nicht abgegolten","1984","AkademikerIn","Rheinland-Pfalz,Saarland","9","0.493984700018367","0.263017445669551","0.724951954367182"
"Nicht abgegolten","1984","AkademikerIn","Baden-Wuerttemberg","41","0.625455636183114","0.512873676261325","0.738037596104904"
"Nicht abgegolten","1984","AkademikerIn","Bayern","35","0.504194763890631","0.391040172839584","0.617349354941678"
"Nicht abgegolten","1984","AkademikerIn","Saarland","","","",""
"Nicht abgegolten","1984","AkademikerIn","Berlin","12","","",""
"Nicht abgegolten","1984","AkademikerIn","Brandenburg","","","",""
"Nicht abgegolten","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nicht abgegolten","1984","AkademikerIn","Sachsen","","","",""
"Nicht abgegolten","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Nicht abgegolten","1984","AkademikerIn","Thueringen","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Hamburg","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Niedersachsen","3","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Bremen","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Nordrhein-Westfalen","3","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Hessen","3","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Baden-Wuerttemberg","2","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Bayern","2","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Saarland","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Berlin","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Sachsen","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Thueringen","","","",""
"Abgefeiert","1985","Hauptschule","Schleswig-Holstein","21","","",""
"Abgefeiert","1985","Hauptschule","Hamburg","10","","",""
"Abgefeiert","1985","Hauptschule","Niedersachsen","58","0.286180141216569","0.224309414045831","0.348050868387307"
"Abgefeiert","1985","Hauptschule","Bremen","2","","",""
"Abgefeiert","1985","Hauptschule","Nordrhein-Westfalen","102","","",""
"Abgefeiert","1985","Hauptschule","Hessen","50","0.299312629684219","0.236314923281521","0.362310336086917"
"Abgefeiert","1985","Hauptschule","Rheinland-Pfalz,Saarland","22","","",""
