year,quintil_oecd,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,5th Quintile,Rural regions,Some of both,0.06244,119,693,0.04441,0.08047
2004,5th Quintile,Rural regions,Paid,0.02623,54,693,0.01432,0.03813
2004,5th Quintile,Rural regions,Not compensated,0.08919,207,693,0.06795,0.11043
2005,1st Quintile,Urban regions,Comp. time,0.04713,123,308,0.02342,0.07083
2005,1st Quintile,Urban regions,Some of both,0.02366,63,308,0.00666,0.04067
2005,1st Quintile,Urban regions,Paid,0.02353,68,308,0.00657,0.04048
2005,1st Quintile,Urban regions,Not compensated,0.01809,54,308,0.00318,0.03299
2005,1st Quintile,Rural regions,Comp. time,0.05828,78,149,0.02054,0.09603
2005,1st Quintile,Rural regions,Some of both,0.01952,40,149,-0.00277,0.04181
2005,1st Quintile,Rural regions,Paid,0.01895,31,149,-0.00302,0.04092
2005,2nd Quintile,Urban regions,Comp. time,0.08955,259,540,0.06545,0.11366
2005,2nd Quintile,Urban regions,Some of both,0.04640,126,540,0.02864,0.06416
2005,2nd Quintile,Urban regions,Paid,0.03267,80,540,0.01766,0.04768
2005,2nd Quintile,Urban regions,Not compensated,0.02977,75,540,0.01542,0.04411
2005,2nd Quintile,Rural regions,Comp. time,0.10875,192,378,0.07732,0.14017
2005,2nd Quintile,Rural regions,Some of both,0.04766,89,378,0.02616,0.06917
2005,2nd Quintile,Rural regions,Paid,0.02606,57,378,0.00998,0.04214
2005,2nd Quintile,Rural regions,Not compensated,0.02845,40,378,0.01167,0.04523
2005,3rd Quintile,Urban regions,Comp. time,0.13349,400,794,0.10982,0.15717
2005,3rd Quintile,Urban regions,Some of both,0.07297,196,794,0.05486,0.09107
2005,3rd Quintile,Urban regions,Paid,0.04290,97,794,0.02880,0.05701
2005,3rd Quintile,Urban regions,Not compensated,0.03039,101,794,0.01844,0.04234
2005,3rd Quintile,Rural regions,Comp. time,0.15931,274,507,0.12742,0.19119
2005,3rd Quintile,Rural regions,Some of both,0.07658,128,507,0.05341,0.09975
2005,3rd Quintile,Rural regions,Paid,0.03058,54,507,0.01558,0.04558
2005,3rd Quintile,Rural regions,Not compensated,0.02545,51,507,0.01173,0.03917
2005,4th Quintile,Urban regions,Comp. time,0.19049,601,1081,0.16707,0.21391
2005,4th Quintile,Urban regions,Some of both,0.06444,200,1081,0.04980,0.07909
2005,4th Quintile,Urban regions,Paid,0.03165,112,1081,0.02121,0.04209
2005,4th Quintile,Urban regions,Not compensated,0.04379,168,1081,0.03159,0.05599
2005,4th Quintile,Rural regions,Comp. time,0.19144,341,599,0.15991,0.22297
2005,4th Quintile,Rural regions,Some of both,0.06226,113,599,0.04290,0.08163
2005,4th Quintile,Rural regions,Paid,0.03393,58,599,0.01942,0.04844
2005,4th Quintile,Rural regions,Not compensated,0.04303,87,599,0.02676,0.05929
2005,5th Quintile,Urban regions,Comp. time,0.17326,807,1765,0.15559,0.19092
2005,5th Quintile,Urban regions,Some of both,0.05630,267,1765,0.04555,0.06706
2005,5th Quintile,Urban regions,Paid,0.02160,96,1765,0.01481,0.02838
2005,5th Quintile,Urban regions,Not compensated,0.11710,595,1765,0.10210,0.13211
2005,5th Quintile,Rural regions,Comp. time,0.21459,305,634,0.18261,0.24657
2005,5th Quintile,Rural regions,Some of both,0.06300,115,634,0.04407,0.08193
2005,5th Quintile,Rural regions,Paid,0.02069,36,634,0.00960,0.03178
2005,5th Quintile,Rural regions,Not compensated,0.08829,178,634,0.06618,0.11039
2006,1st Quintile,Urban regions,Comp. time,0.05057,120,282,0.02495,0.07619
2006,1st Quintile,Urban regions,Some of both,0.01772,51,282,0.00229,0.03315
2006,1st Quintile,Urban regions,Paid,0.02621,56,282,0.00753,0.04489
2006,1st Quintile,Urban regions,Not compensated,0.02042,55,282,0.00388,0.03696
2006,1st Quintile,Rural regions,Comp. time,0.06966,101,185,0.03287,0.10644
2006,1st Quintile,Rural regions,Some of both,0.04159,48,185,0.01274,0.07044
2006,1st Quintile,Rural regions,Paid,0.02441,36,185,0.00211,0.04672
2006,2nd Quintile,Urban regions,Comp. time,0.09640,270,532,0.07130,0.12150
2006,2nd Quintile,Urban regions,Some of both,0.04202,101,532,0.02495,0.05908
2006,2nd Quintile,Urban regions,Paid,0.04078,94,532,0.02396,0.05760
2006,2nd Quintile,Urban regions,Not compensated,0.02408,67,532,0.01104,0.03712
2006,2nd Quintile,Rural regions,Comp. time,0.10445,177,371,0.07328,0.13561
2006,2nd Quintile,Rural regions,Some of both,0.05274,83,371,0.02996,0.07551
2006,2nd Quintile,Rural regions,Paid,0.04234,63,371,0.02182,0.06286
2006,2nd Quintile,Rural regions,Not compensated,0.02723,48,371,0.01064,0.04381
2006,3rd Quintile,Urban regions,Comp. time,0.14926,412,786,0.12433,0.17418
2006,3rd Quintile,Urban regions,Some of both,0.05486,154,786,0.03893,0.07078
2006,3rd Quintile,Urban regions,Paid,0.04412,102,786,0.02975,0.05848
2006,3rd Quintile,Urban regions,Not compensated,0.04473,118,786,0.03027,0.05919
2006,3rd Quintile,Rural regions,Comp. time,0.18823,286,496,0.15380,0.22267
2006,3rd Quintile,Rural regions,Some of both,0.06772,109,496,0.04558,0.08985
2006,3rd Quintile,Rural regions,Paid,0.01329,32,496,0.00320,0.02337
2006,3rd Quintile,Rural regions,Not compensated,0.03644,69,496,0.01993,0.05295
2006,4th Quintile,Urban regions,Comp. time,0.20045,590,1114,0.17693,0.22397
2006,4th Quintile,Urban regions,Some of both,0.07443,228,1114,0.05901,0.08985
2006,4th Quintile,Urban regions,Paid,0.03984,108,1114,0.02835,0.05133
2006,4th Quintile,Urban regions,Not compensated,0.05098,188,1114,0.03805,0.06390
2006,4th Quintile,Rural regions,Comp. time,0.17515,298,535,0.14291,0.20739
2006,4th Quintile,Rural regions,Some of both,0.06319,109,535,0.04255,0.08383
2006,4th Quintile,Rural regions,Paid,0.02438,46,535,0.01130,0.03746
2006,4th Quintile,Rural regions,Not compensated,0.05191,82,535,0.03309,0.07072
2006,5th Quintile,Urban regions,Comp. time,0.17127,758,1726,0.15349,0.18905
2006,5th Quintile,Urban regions,Some of both,0.06958,273,1726,0.05757,0.08159
2006,5th Quintile,Urban regions,Paid,0.02745,102,1726,0.01974,0.03516
2006,5th Quintile,Urban regions,Not compensated,0.12626,593,1726,0.11059,0.14193
2006,5th Quintile,Rural regions,Comp. time,0.20055,295,623,0.16908,0.23202
2006,5th Quintile,Rural regions,Some of both,0.05555,101,623,0.03755,0.07355
2006,5th Quintile,Rural regions,Paid,0.03306,42,623,0.01901,0.04712
2006,5th Quintile,Rural regions,Not compensated,0.10717,185,623,0.08286,0.13147
2007,1st Quintile,Urban regions,Comp. time,0.04056,118,318,0.01885,0.06228
2007,1st Quintile,Urban regions,Some of both,0.02486,68,318,0.00772,0.04200
2007,1st Quintile,Urban regions,Paid,0.02763,70,318,0.00959,0.04568
2007,1st Quintile,Urban regions,Not compensated,0.01911,62,318,0.00404,0.03418
2007,1st Quintile,Rural regions,Comp. time,0.06029,92,179,0.02533,0.09526
2007,1st Quintile,Rural regions,Some of both,0.03839,52,179,0.01016,0.06661
2007,1st Quintile,Rural regions,Not compensated,0.02498,35,179,0.00205,0.04791
2007,2nd Quintile,Urban regions,Comp. time,0.10021,285,570,0.07554,0.12488
2007,2nd Quintile,Urban regions,Some of both,0.04235,121,570,0.02580,0.05889
2007,2nd Quintile,Urban regions,Paid,0.03307,81,570,0.01837,0.04776
2007,2nd Quintile,Urban regions,Not compensated,0.02770,83,570,0.01422,0.04119
2007,2nd Quintile,Rural regions,Comp. time,0.12257,220,423,0.09128,0.15386
2007,2nd Quintile,Rural regions,Some of both,0.05337,97,423,0.03192,0.07482
2007,2nd Quintile,Rural regions,Paid,0.03221,59,423,0.01537,0.04906
2007,2nd Quintile,Rural regions,Not compensated,0.02119,47,423,0.00745,0.03493
2007,3rd Quintile,Urban regions,Comp. time,0.13581,397,809,0.11219,0.15944
2007,3rd Quintile,Urban regions,Some of both,0.06763,182,809,0.05031,0.08494
2007,3rd Quintile,Urban regions,Paid,0.03186,92,809,0.01975,0.04397
2007,3rd Quintile,Urban regions,Not compensated,0.04918,138,809,0.03427,0.06409
2007,3rd Quintile,Rural regions,Comp. time,0.17519,297,503,0.14194,0.20844
2007,3rd Quintile,Rural regions,Some of both,0.06192,103,503,0.04083,0.08300
2007,3rd Quintile,Rural regions,Paid,0.02196,33,503,0.00914,0.03478
2007,3rd Quintile,Rural regions,Not compensated,0.03448,70,503,0.01852,0.05044
2007,4th Quintile,Urban regions,Comp. time,0.19855,624,1143,0.17542,0.22169
2007,4th Quintile,Urban regions,Some of both,0.06801,221,1143,0.05341,0.08262
2007,4th Quintile,Urban regions,Paid,0.03820,104,1143,0.02708,0.04932
2007,4th Quintile,Urban regions,Not compensated,0.05437,194,1143,0.04122,0.06752
2007,4th Quintile,Rural regions,Comp. time,0.20100,356,647,0.17010,0.23191
2007,4th Quintile,Rural regions,Some of both,0.07631,142,647,0.05584,0.09679
2007,4th Quintile,Rural regions,Paid,0.02382,47,647,0.01206,0.03557
2007,4th Quintile,Rural regions,Not compensated,0.06323,102,647,0.04446,0.08200
2007,5th Quintile,Urban regions,Comp. time,0.17300,743,1677,0.15489,0.19111
2007,5th Quintile,Urban regions,Some of both,0.06669,264,1677,0.05475,0.07863
2007,5th Quintile,Urban regions,Paid,0.01977,83,1677,0.01310,0.02643
2007,5th Quintile,Urban regions,Not compensated,0.12701,587,1677,0.11107,0.14295
2007,5th Quintile,Rural regions,Comp. time,0.19947,313,651,0.16875,0.23019
2007,5th Quintile,Rural regions,Some of both,0.09030,120,651,0.06827,0.11234
2007,5th Quintile,Rural regions,Paid,0.02215,42,651,0.01084,0.03347
2007,5th Quintile,Rural regions,Not compensated,0.08113,176,651,0.06014,0.10212
2008,1st Quintile,Urban regions,Comp. time,0.05790,131,298,0.03133,0.08446
2008,1st Quintile,Urban regions,Some of both,0.02664,59,298,0.00833,0.04495
2008,1st Quintile,Urban regions,Paid,0.02104,49,298,0.00472,0.03736
2008,1st Quintile,Urban regions,Not compensated,0.02176,59,298,0.00516,0.03835
2008,1st Quintile,Rural regions,Comp. time,0.05386,80,197,0.02225,0.08546
2008,1st Quintile,Rural regions,Some of both,0.03489,50,197,0.00920,0.06058
2008,1st Quintile,Rural regions,Paid,0.02447,34,197,0.00284,0.04610
2008,1st Quintile,Rural regions,Not compensated,0.02251,33,197,0.00174,0.04327
2008,2nd Quintile,Urban regions,Comp. time,0.11074,294,584,0.08527,0.13622
2008,2nd Quintile,Urban regions,Some of both,0.04768,126,584,0.03038,0.06498
2008,2nd Quintile,Urban regions,Paid,0.03485,85,584,0.01996,0.04974
2008,2nd Quintile,Urban regions,Not compensated,0.03410,79,584,0.01937,0.04884
2008,2nd Quintile,Rural regions,Comp. time,0.11972,197,400,0.08787,0.15158
2008,2nd Quintile,Rural regions,Some of both,0.05831,93,400,0.03532,0.08131
2008,2nd Quintile,Rural regions,Paid,0.03795,58,400,0.01920,0.05669
2008,2nd Quintile,Rural regions,Not compensated,0.03888,52,400,0.01991,0.05785
2008,3rd Quintile,Urban regions,Comp. time,0.14710,404,835,0.12306,0.17114
2008,3rd Quintile,Urban regions,Some of both,0.07522,191,835,0.05732,0.09312
2008,3rd Quintile,Urban regions,Paid,0.03992,105,835,0.02664,0.05321
2008,3rd Quintile,Urban regions,Not compensated,0.04636,135,835,0.03209,0.06063
2008,3rd Quintile,Rural regions,Comp. time,0.18353,317,591,0.15229,0.21476
2008,3rd Quintile,Rural regions,Some of both,0.07691,127,591,0.05541,0.09842
2008,3rd Quintile,Rural regions,Paid,0.03765,62,591,0.02229,0.05301
2008,3rd Quintile,Rural regions,Not compensated,0.03785,85,591,0.02245,0.05325
2008,4th Quintile,Urban regions,Comp. time,0.19115,560,1101,0.16791,0.21439
2008,4th Quintile,Urban regions,Some of both,0.07482,215,1101,0.05927,0.09037
2008,4th Quintile,Urban regions,Paid,0.03957,110,1101,0.02805,0.05109
2008,4th Quintile,Urban regions,Not compensated,0.06578,216,1101,0.05113,0.08043
2008,4th Quintile,Rural regions,Comp. time,0.20917,311,560,0.17545,0.24288
2008,4th Quintile,Rural regions,Some of both,0.08141,118,560,0.05874,0.10408
2008,4th Quintile,Rural regions,Paid,0.02495,47,560,0.01202,0.03788
2008,4th Quintile,Rural regions,Not compensated,0.05256,84,560,0.03406,0.07106
2008,5th Quintile,Urban regions,Comp. time,0.18617,719,1661,0.16744,0.20489
2008,5th Quintile,Urban regions,Some of both,0.07477,283,1661,0.06212,0.08742
2008,5th Quintile,Urban regions,Paid,0.02787,93,1661,0.01995,0.03578
2008,5th Quintile,Urban regions,Not compensated,0.12013,566,1661,0.10449,0.13577
2008,5th Quintile,Rural regions,Comp. time,0.21897,308,624,0.18649,0.25144
2008,5th Quintile,Rural regions,Some of both,0.07743,104,624,0.05645,0.09842
2008,5th Quintile,Rural regions,Paid,0.02542,47,624,0.01306,0.03778
2008,5th Quintile,Rural regions,Not compensated,0.10093,165,624,0.07728,0.12459
2009,1st Quintile,Urban regions,Comp. time,0.05408,137,294,0.02818,0.07998
2009,1st Quintile,Urban regions,Some of both,0.02130,50,294,0.00477,0.03783
2009,1st Quintile,Urban regions,Paid,0.02860,59,294,0.00951,0.04769
2009,1st Quintile,Urban regions,Not compensated,0.02059,48,294,0.00433,0.03685
2009,1st Quintile,Rural regions,Comp. time,0.06442,81,126,0.02138,0.10746
2009,1st Quintile,Rural regions,Some of both,0.03347,45,126,0.00194,0.06501
2009,2nd Quintile,Urban regions,Comp. time,0.08171,183,430,0.05579,0.10763
2009,2nd Quintile,Urban regions,Some of both,0.04685,102,430,0.02686,0.06685
2009,2nd Quintile,Urban regions,Paid,0.03232,72,430,0.01559,0.04906
2009,2nd Quintile,Urban regions,Not compensated,0.03171,73,430,0.01513,0.04829
2009,2nd Quintile,Rural regions,Comp. time,0.12170,183,356,0.08769,0.15571
2009,2nd Quintile,Rural regions,Some of both,0.06334,90,356,0.03800,0.08867
2009,2nd Quintile,Rural regions,Paid,0.02036,41,356,0.00567,0.03505
2009,2nd Quintile,Rural regions,Not compensated,0.02403,42,356,0.00810,0.03996
2009,3rd Quintile,Urban regions,Comp. time,0.15935,375,743,0.13302,0.18569
2009,3rd Quintile,Urban regions,Some of both,0.07638,177,743,0.05727,0.09549
2009,3rd Quintile,Urban regions,Paid,0.04290,93,743,0.02832,0.05748
2009,3rd Quintile,Urban regions,Not compensated,0.04281,98,743,0.02825,0.05738
2009,3rd Quintile,Rural regions,Comp. time,0.17889,290,523,0.14601,0.21177
2009,3rd Quintile,Rural regions,Some of both,0.08229,120,523,0.05872,0.10587
2009,3rd Quintile,Rural regions,Paid,0.03073,50,523,0.01592,0.04553
2009,3rd Quintile,Rural regions,Not compensated,0.03939,63,523,0.02270,0.05608
2009,4th Quintile,Urban regions,Comp. time,0.20320,543,983,0.17803,0.22836
2009,4th Quintile,Urban regions,Some of both,0.06627,183,983,0.05071,0.08183
2009,4th Quintile,Urban regions,Paid,0.03058,68,983,0.01981,0.04135
2009,4th Quintile,Urban regions,Not compensated,0.06193,189,983,0.04685,0.07701
2009,4th Quintile,Rural regions,Comp. time,0.19241,293,545,0.15928,0.22553
2009,4th Quintile,Rural regions,Some of both,0.09366,116,545,0.06918,0.11814
2009,4th Quintile,Rural regions,Paid,0.03534,50,545,0.01983,0.05086
2009,4th Quintile,Rural regions,Not compensated,0.05089,86,545,0.03242,0.06935
2009,5th Quintile,Urban regions,Comp. time,0.16587,611,1449,0.14671,0.18503
2009,5th Quintile,Urban regions,Some of both,0.07615,249,1449,0.06249,0.08981
2009,5th Quintile,Urban regions,Paid,0.02630,86,1449,0.01806,0.03455
2009,5th Quintile,Urban regions,Not compensated,0.12821,503,1449,0.11099,0.14543
2009,5th Quintile,Rural regions,Comp. time,0.22204,280,573,0.18798,0.25610
2009,5th Quintile,Rural regions,Some of both,0.08034,90,573,0.05806,0.10261
2009,5th Quintile,Rural regions,Paid,0.01982,40,573,0.00840,0.03124
2009,5th Quintile,Rural regions,Not compensated,0.09388,163,573,0.06998,0.11778
2010,1st Quintile,Urban regions,Comp. time,0.06061,129,232,0.02984,0.09138
2010,1st Quintile,Urban regions,Some of both,0.02479,55,232,0.00474,0.04484
2010,1st Quintile,Urban regions,Paid,0.02095,48,232,0.00248,0.03942
2010,1st Quintile,Rural regions,Comp. time,0.06786,66,66,0.00672,0.12900
2010,2nd Quintile,Urban regions,Comp. time,0.09966,226,454,0.07207,0.12724
2010,2nd Quintile,Urban regions,Some of both,0.03579,87,454,0.01868,0.05289
2010,2nd Quintile,Urban regions,Paid,0.04265,79,454,0.02404,0.06126
2010,2nd Quintile,Urban regions,Not compensated,0.03443,62,454,0.01764,0.05122
2010,2nd Quintile,Rural regions,Comp. time,0.12391,169,323,0.08792,0.15990
2010,2nd Quintile,Rural regions,Some of both,0.06378,79,323,0.03709,0.09047
2010,2nd Quintile,Rural regions,Paid,0.03601,41,323,0.01566,0.05637
2010,2nd Quintile,Rural regions,Not compensated,0.02583,34,323,0.00851,0.04316
2010,3rd Quintile,Urban regions,Comp. time,0.16494,360,681,0.13705,0.19284
2010,3rd Quintile,Urban regions,Some of both,0.06559,147,681,0.04698,0.08420
2010,3rd Quintile,Urban regions,Paid,0.03841,71,681,0.02396,0.05285
2010,3rd Quintile,Urban regions,Not compensated,0.04682,103,681,0.03094,0.06270
2010,3rd Quintile,Rural regions,Comp. time,0.19998,294,498,0.16481,0.23514
2010,3rd Quintile,Rural regions,Some of both,0.07895,102,498,0.05524,0.10266
2010,3rd Quintile,Rural regions,Paid,0.02142,35,498,0.00869,0.03415
2010,3rd Quintile,Rural regions,Not compensated,0.03532,67,498,0.01909,0.05155
2010,4th Quintile,Urban regions,Comp. time,0.21349,513,913,0.18690,0.24009
2010,4th Quintile,Urban regions,Some of both,0.07133,165,913,0.05462,0.08803
2010,4th Quintile,Urban regions,Paid,0.03401,73,913,0.02225,0.04578
2010,4th Quintile,Urban regions,Not compensated,0.05215,162,913,0.03772,0.06658
2010,4th Quintile,Rural regions,Comp. time,0.24488,312,531,0.20827,0.28149
2010,4th Quintile,Rural regions,Some of both,0.06368,90,531,0.04289,0.08447
2010,4th Quintile,Rural regions,Paid,0.02840,45,531,0.01426,0.04254
2010,4th Quintile,Rural regions,Not compensated,0.07007,84,531,0.04834,0.09181
2010,5th Quintile,Urban regions,Comp. time,0.20557,648,1389,0.18431,0.22683
2010,5th Quintile,Urban regions,Some of both,0.07313,226,1389,0.05944,0.08683
2010,5th Quintile,Urban regions,Paid,0.02453,73,1389,0.01639,0.03266
2010,5th Quintile,Urban regions,Not compensated,0.13636,442,1389,0.11831,0.15442
2010,5th Quintile,Rural regions,Comp. time,0.24356,248,449,0.20382,0.28331
2010,5th Quintile,Rural regions,Some of both,0.07540,72,449,0.05095,0.09985
2010,5th Quintile,Rural regions,Not compensated,0.10226,129,449,0.07420,0.13032
2011,1st Quintile,Urban regions,Comp. time,0.05775,252,593,0.03896,0.07655
2011,1st Quintile,Urban regions,Some of both,0.02966,126,593,0.01599,0.04333
2011,1st Quintile,Urban regions,Paid,0.03080,141,593,0.01688,0.04472
2011,1st Quintile,Urban regions,Not compensated,0.01547,74,593,0.00553,0.02542
2011,1st Quintile,Rural regions,Comp. time,0.05386,175,400,0.03171,0.07601
2011,1st Quintile,Rural regions,Some of both,0.03215,85,400,0.01484,0.04945
2011,1st Quintile,Rural regions,Paid,0.02581,89,400,0.01025,0.04137
2011,1st Quintile,Rural regions,Not compensated,0.02426,51,400,0.00916,0.03936
2011,2nd Quintile,Urban regions,Comp. time,0.10073,395,814,0.08005,0.12142
2011,2nd Quintile,Urban regions,Some of both,0.04835,183,814,0.03361,0.06310
2011,2nd Quintile,Urban regions,Paid,0.03798,139,814,0.02484,0.05112
2011,2nd Quintile,Urban regions,Not compensated,0.03646,97,814,0.02358,0.04935
2011,2nd Quintile,Rural regions,Comp. time,0.13098,348,651,0.10504,0.15691
2011,2nd Quintile,Rural regions,Some of both,0.03707,119,651,0.02254,0.05159
2011,2nd Quintile,Rural regions,Paid,0.03725,101,651,0.02269,0.05181
2011,2nd Quintile,Rural regions,Not compensated,0.04223,83,651,0.02677,0.05769
2011,3rd Quintile,Urban regions,Comp. time,0.15765,524,995,0.13500,0.18031
2011,3rd Quintile,Urban regions,Some of both,0.06713,215,995,0.05157,0.08268
2011,3rd Quintile,Urban regions,Paid,0.04349,119,995,0.03081,0.05617
2011,3rd Quintile,Urban regions,Not compensated,0.04666,137,995,0.03355,0.05978
2011,3rd Quintile,Rural regions,Comp. time,0.18089,359,644,0.15114,0.21064
2011,3rd Quintile,Rural regions,Some of both,0.07632,136,644,0.05580,0.09685
2011,3rd Quintile,Rural regions,Paid,0.03336,65,644,0.01948,0.04724
2011,3rd Quintile,Rural regions,Not compensated,0.03951,84,644,0.02445,0.05456
2011,4th Quintile,Urban regions,Comp. time,0.19842,641,1214,0.17598,0.22086
2011,4th Quintile,Urban regions,Some of both,0.08282,244,1214,0.06731,0.09833
2011,4th Quintile,Urban regions,Paid,0.02934,95,1214,0.01984,0.03884
2011,4th Quintile,Urban regions,Not compensated,0.05768,234,1214,0.04456,0.07080
2011,4th Quintile,Rural regions,Comp. time,0.24209,339,624,0.20845,0.27573
2011,4th Quintile,Rural regions,Some of both,0.05858,123,624,0.04014,0.07702
2011,4th Quintile,Rural regions,Paid,0.03850,61,624,0.02339,0.05361
2011,4th Quintile,Rural regions,Not compensated,0.06004,101,624,0.04138,0.07869
2011,5th Quintile,Urban regions,Comp. time,0.18617,670,1508,0.16652,0.20582
2011,5th Quintile,Urban regions,Some of both,0.07933,256,1508,0.06569,0.09298
2011,5th Quintile,Urban regions,Paid,0.02209,77,1508,0.01467,0.02951
2011,5th Quintile,Urban regions,Not compensated,0.12777,505,1508,0.11091,0.14462
2011,5th Quintile,Rural regions,Comp. time,0.22226,266,549,0.18744,0.25707
2011,5th Quintile,Rural regions,Some of both,0.06948,92,549,0.04819,0.09077
2011,5th Quintile,Rural regions,Paid,0.02210,33,549,0.00979,0.03441
2011,5th Quintile,Rural regions,Not compensated,0.10626,158,549,0.08046,0.13207
2012,1st Quintile,Urban regions,Comp. time,0.05595,299,721,0.03916,0.07273
2012,1st Quintile,Urban regions,Some of both,0.02718,151,721,0.01530,0.03906
2012,1st Quintile,Urban regions,Paid,0.03216,176,721,0.01928,0.04505
2012,1st Quintile,Urban regions,Not compensated,0.01970,95,721,0.00955,0.02985
2012,1st Quintile,Rural regions,Comp. time,0.08167,251,519,0.05808,0.10525
2012,1st Quintile,Rural regions,Some of both,0.03653,114,519,0.02038,0.05269
2012,1st Quintile,Rural regions,Paid,0.02897,103,519,0.01452,0.04341
2012,1st Quintile,Rural regions,Not compensated,0.01918,51,519,0.00737,0.03100
2012,2nd Quintile,Urban regions,Comp. time,0.11614,519,1024,0.09650,0.13577
2012,2nd Quintile,Urban regions,Some of both,0.05211,220,1024,0.03849,0.06573
2012,2nd Quintile,Urban regions,Paid,0.04186,180,1024,0.02959,0.05413
2012,2nd Quintile,Urban regions,Not compensated,0.02545,105,1024,0.01580,0.03510
2012,2nd Quintile,Rural regions,Comp. time,0.11661,356,667,0.09224,0.14099
2012,2nd Quintile,Rural regions,Some of both,0.04972,143,667,0.03321,0.06623
2012,2nd Quintile,Rural regions,Paid,0.03181,99,667,0.01848,0.04514
2012,2nd Quintile,Rural regions,Not compensated,0.02484,69,667,0.01302,0.03667
2012,3rd Quintile,Urban regions,Comp. time,0.16232,626,1203,0.14147,0.18316
2012,3rd Quintile,Urban regions,Some of both,0.07178,251,1203,0.05719,0.08637
2012,3rd Quintile,Urban regions,Paid,0.04545,149,1203,0.03367,0.05723
2012,3rd Quintile,Urban regions,Not compensated,0.04932,177,1203,0.03708,0.06157
2012,3rd Quintile,Rural regions,Comp. time,0.20380,505,825,0.17630,0.23131
2012,3rd Quintile,Rural regions,Some of both,0.07207,155,825,0.05441,0.08973
2012,3rd Quintile,Rural regions,Paid,0.03119,81,825,0.01932,0.04305
2012,3rd Quintile,Rural regions,Not compensated,0.03179,84,825,0.01981,0.04377
2012,4th Quintile,Urban regions,Comp. time,0.21534,780,1419,0.19394,0.23673
2012,4th Quintile,Urban regions,Some of both,0.08049,283,1419,0.06633,0.09465
2012,4th Quintile,Urban regions,Paid,0.03019,104,1419,0.02129,0.03910
2012,4th Quintile,Urban regions,Not compensated,0.05496,252,1419,0.04310,0.06683
2012,4th Quintile,Rural regions,Comp. time,0.22243,431,790,0.19341,0.25144
2012,4th Quintile,Rural regions,Some of both,0.10254,178,790,0.08138,0.12371
2012,4th Quintile,Rural regions,Paid,0.03845,72,790,0.02503,0.05187
2012,4th Quintile,Rural regions,Not compensated,0.04202,109,790,0.02802,0.05601
2012,5th Quintile,Urban regions,Comp. time,0.19700,773,1721,0.17820,0.21579
2012,5th Quintile,Urban regions,Some of both,0.08021,289,1721,0.06738,0.09305
2012,5th Quintile,Urban regions,Paid,0.03235,94,1721,0.02399,0.04071
2012,5th Quintile,Urban regions,Not compensated,0.12392,565,1721,0.10835,0.13950
2012,5th Quintile,Rural regions,Comp. time,0.25491,354,686,0.22228,0.28755
2012,5th Quintile,Rural regions,Some of both,0.07066,114,686,0.05147,0.08985
2012,5th Quintile,Rural regions,Paid,0.01775,43,686,0.00786,0.02764
2012,5th Quintile,Rural regions,Not compensated,0.10355,175,686,0.08073,0.12636
2013,1st Quintile,Urban regions,Comp. time,0.05956,303,659,0.04148,0.07765
2013,1st Quintile,Urban regions,Some of both,0.02747,133,659,0.01498,0.03996
2013,1st Quintile,Urban regions,Paid,0.03156,150,659,0.01820,0.04491
2013,1st Quintile,Urban regions,Not compensated,0.01136,73,659,0.00326,0.01945
2013,1st Quintile,Rural regions,Comp. time,0.06918,221,465,0.04609,0.09227
2013,1st Quintile,Rural regions,Some of both,0.03347,104,465,0.01710,0.04984
2013,1st Quintile,Rural regions,Paid,0.02477,90,465,0.01063,0.03892
2013,1st Quintile,Rural regions,Not compensated,0.02138,50,465,0.00822,0.03455
2013,2nd Quintile,Urban regions,Comp. time,0.11874,522,1013,0.09881,0.13867
2013,2nd Quintile,Urban regions,Some of both,0.04859,226,1013,0.03534,0.06184
2013,2nd Quintile,Urban regions,Paid,0.03730,161,1013,0.02563,0.04898
2013,2nd Quintile,Urban regions,Not compensated,0.02333,104,1013,0.01403,0.03263
2013,2nd Quintile,Rural regions,Comp. time,0.11170,369,734,0.08890,0.13450
2013,2nd Quintile,Rural regions,Some of both,0.05487,178,734,0.03839,0.07136
2013,2nd Quintile,Rural regions,Paid,0.03585,111,734,0.02239,0.04931
2013,2nd Quintile,Rural regions,Not compensated,0.01953,76,734,0.00951,0.02955
2013,3rd Quintile,Urban regions,Comp. time,0.15378,612,1126,0.13270,0.17486
2013,3rd Quintile,Urban regions,Some of both,0.06475,244,1126,0.05037,0.07913
2013,3rd Quintile,Urban regions,Paid,0.03518,122,1126,0.02441,0.04594
2013,3rd Quintile,Urban regions,Not compensated,0.04132,148,1126,0.02969,0.05295
2013,3rd Quintile,Rural regions,Comp. time,0.15852,440,761,0.13256,0.18449
2013,3rd Quintile,Rural regions,Some of both,0.08333,153,761,0.06368,0.10297
2013,3rd Quintile,Rural regions,Paid,0.03537,79,761,0.02223,0.04850
2013,3rd Quintile,Rural regions,Not compensated,0.02948,89,761,0.01745,0.04150
2013,4th Quintile,Urban regions,Comp. time,0.21941,754,1358,0.19739,0.24143
2013,4th Quintile,Urban regions,Some of both,0.06773,246,1358,0.05436,0.08110
2013,4th Quintile,Urban regions,Paid,0.03288,124,1358,0.02339,0.04237
