year,age_gr,quintil_oecd,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,30-45 y.,2nd Quintile,Comp. time,0.29667,70,219,0.23603,0.35731
1986,30-45 y.,2nd Quintile,Paid,0.46755,149,219,0.40132,0.53379
1986,30-45 y.,3rd Quintile,Comp. time,0.35364,93,302,0.29963,0.40765
1986,30-45 y.,3rd Quintile,Some of both,0.10600,36,302,0.07122,0.14078
1986,30-45 y.,3rd Quintile,Paid,0.36097,122,302,0.30671,0.41523
1986,30-45 y.,3rd Quintile,Not compensated,0.17939,51,302,0.13604,0.22273
1986,30-45 y.,4th Quintile,Comp. time,0.32546,92,316,0.27372,0.37720
1986,30-45 y.,4th Quintile,Some of both,0.12427,39,316,0.08784,0.16070
1986,30-45 y.,4th Quintile,Paid,0.32642,119,316,0.27463,0.37820
1986,30-45 y.,4th Quintile,Not compensated,0.22386,66,316,0.17783,0.26989
1986,30-45 y.,5th Quintile,Comp. time,0.31172,110,354,0.26340,0.36004
1986,30-45 y.,5th Quintile,Some of both,0.12542,43,354,0.09087,0.15997
1986,30-45 y.,5th Quintile,Paid,0.21147,83,354,0.16887,0.25407
1986,30-45 y.,5th Quintile,Not compensated,0.35139,118,354,0.30159,0.40120
1986,46-65 y.,1st Quintile,Paid,0.55534,56,56,0.42401,0.68667
1986,46-65 y.,2nd Quintile,Paid,0.52299,83,83,0.41488,0.63110
1986,46-65 y.,3rd Quintile,Comp. time,0.26883,51,189,0.20546,0.33221
1986,46-65 y.,3rd Quintile,Paid,0.43841,104,189,0.36748,0.50934
1986,46-65 y.,3rd Quintile,Not compensated,0.18170,34,189,0.12658,0.23682
1986,46-65 y.,4th Quintile,Comp. time,0.28597,77,264,0.23135,0.34058
1986,46-65 y.,4th Quintile,Paid,0.40511,132,264,0.34578,0.46444
1986,46-65 y.,4th Quintile,Not compensated,0.20799,55,264,0.15894,0.25704
1986,46-65 y.,5th Quintile,Comp. time,0.29720,80,271,0.24269,0.35172
1986,46-65 y.,5th Quintile,Paid,0.22083,77,271,0.17135,0.27031
1986,46-65 y.,5th Quintile,Not compensated,0.41235,114,271,0.35363,0.47107
1988,17-29 y.,1st Quintile,Comp. time,0.33699,46,130,0.25542,0.41856
1988,17-29 y.,1st Quintile,Paid,0.41255,84,130,0.32760,0.49750
1988,17-29 y.,2nd Quintile,Comp. time,0.37663,63,142,0.29665,0.45661
1988,17-29 y.,2nd Quintile,Paid,0.34910,79,142,0.27042,0.42778
1988,17-29 y.,3rd Quintile,Comp. time,0.39232,77,209,0.32596,0.45867
1988,17-29 y.,3rd Quintile,Paid,0.33812,91,209,0.27383,0.40241
1988,17-29 y.,3rd Quintile,Not compensated,0.16564,41,209,0.11512,0.21616
1988,17-29 y.,4th Quintile,Comp. time,0.35557,93,268,0.29815,0.41299
1988,17-29 y.,4th Quintile,Some of both,0.16050,43,268,0.11647,0.20453
1988,17-29 y.,4th Quintile,Paid,0.32519,98,268,0.26900,0.38138
1988,17-29 y.,4th Quintile,Not compensated,0.15873,34,268,0.11490,0.20257
1988,17-29 y.,5th Quintile,Comp. time,0.34991,76,224,0.28731,0.41251
1988,17-29 y.,5th Quintile,Some of both,0.14942,34,224,0.10263,0.19621
1988,17-29 y.,5th Quintile,Paid,0.34786,81,224,0.28534,0.41037
1988,17-29 y.,5th Quintile,Not compensated,0.15282,33,224,0.10559,0.20004
1988,30-45 y.,1st Quintile,Paid,0.55069,101,101,0.45319,0.64818
1988,30-45 y.,2nd Quintile,Comp. time,0.35244,83,264,0.29470,0.41017
1988,30-45 y.,2nd Quintile,Some of both,0.12060,36,264,0.08124,0.15996
1988,30-45 y.,2nd Quintile,Paid,0.43033,145,264,0.37049,0.49017
1988,30-45 y.,3rd Quintile,Comp. time,0.32254,78,282,0.26788,0.37720
1988,30-45 y.,3rd Quintile,Some of both,0.13008,35,282,0.09075,0.16941
1988,30-45 y.,3rd Quintile,Paid,0.42014,138,282,0.36243,0.47785
1988,30-45 y.,3rd Quintile,Not compensated,0.12724,31,282,0.08828,0.16621
1988,30-45 y.,4th Quintile,Comp. time,0.28263,76,255,0.22726,0.33801
1988,30-45 y.,4th Quintile,Paid,0.38539,122,255,0.32554,0.44524
1988,30-45 y.,4th Quintile,Not compensated,0.23597,57,255,0.18375,0.28819
1988,30-45 y.,5th Quintile,Comp. time,0.29358,104,344,0.24539,0.34178
1988,30-45 y.,5th Quintile,Some of both,0.13849,44,344,0.10194,0.17505
1988,30-45 y.,5th Quintile,Paid,0.20013,79,344,0.15779,0.24248
1988,30-45 y.,5th Quintile,Not compensated,0.36779,117,344,0.31676,0.41882
1988,46-65 y.,1st Quintile,Paid,0.49239,48,48,0.34945,0.63532
1988,46-65 y.,2nd Quintile,Comp. time,0.35062,38,123,0.26594,0.43529
1988,46-65 y.,2nd Quintile,Paid,0.46554,85,123,0.37703,0.55406
1988,46-65 y.,3rd Quintile,Comp. time,0.30104,55,177,0.23327,0.36881
1988,46-65 y.,3rd Quintile,Paid,0.36553,87,177,0.29438,0.43668
1988,46-65 y.,3rd Quintile,Not compensated,0.20179,35,177,0.14250,0.26108
1988,46-65 y.,4th Quintile,Comp. time,0.33362,90,286,0.27887,0.38836
1988,46-65 y.,4th Quintile,Some of both,0.14250,37,286,0.10192,0.18309
1988,46-65 y.,4th Quintile,Paid,0.34789,111,286,0.29259,0.40319
1988,46-65 y.,4th Quintile,Not compensated,0.17599,48,286,0.13177,0.22020
1988,46-65 y.,5th Quintile,Comp. time,0.31360,90,299,0.26092,0.36628
1988,46-65 y.,5th Quintile,Some of both,0.12999,36,299,0.09180,0.16817
1988,46-65 y.,5th Quintile,Paid,0.22354,77,299,0.17623,0.27084
1988,46-65 y.,5th Quintile,Not compensated,0.33288,96,299,0.27937,0.38638
1989,17-29 y.,1st Quintile,Comp. time,0.29440,42,120,0.21251,0.37629
1989,17-29 y.,1st Quintile,Paid,0.38927,78,120,0.30167,0.47688
1989,17-29 y.,2nd Quintile,Comp. time,0.37447,67,194,0.30619,0.44276
1989,17-29 y.,2nd Quintile,Some of both,0.14455,34,194,0.09494,0.19416
1989,17-29 y.,2nd Quintile,Paid,0.38467,93,194,0.31603,0.45331
1989,17-29 y.,3rd Quintile,Comp. time,0.30429,58,199,0.24020,0.36838
1989,17-29 y.,3rd Quintile,Paid,0.43438,108,199,0.36533,0.50342
1989,17-29 y.,3rd Quintile,Not compensated,0.12983,33,199,0.08301,0.17665
1989,17-29 y.,4th Quintile,Comp. time,0.39707,119,320,0.34338,0.45077
1989,17-29 y.,4th Quintile,Some of both,0.15234,52,320,0.11291,0.19178
1989,17-29 y.,4th Quintile,Paid,0.30764,113,320,0.25700,0.35829
1989,17-29 y.,4th Quintile,Not compensated,0.14294,36,320,0.10453,0.18135
1989,17-29 y.,5th Quintile,Comp. time,0.31696,68,217,0.25491,0.37901
1989,17-29 y.,5th Quintile,Some of both,0.13241,34,217,0.08721,0.17761
1989,17-29 y.,5th Quintile,Paid,0.37393,78,217,0.30941,0.43846
1989,17-29 y.,5th Quintile,Not compensated,0.17669,37,217,0.12583,0.22756
1989,30-45 y.,1st Quintile,Comp. time,0.24704,41,152,0.17825,0.31583
1989,30-45 y.,1st Quintile,Paid,0.56260,111,152,0.48347,0.64172
1989,30-45 y.,2nd Quintile,Comp. time,0.30106,69,252,0.24431,0.35781
1989,30-45 y.,2nd Quintile,Some of both,0.20344,54,252,0.15364,0.25324
1989,30-45 y.,2nd Quintile,Paid,0.41732,129,252,0.35631,0.47832
1989,30-45 y.,3rd Quintile,Comp. time,0.29248,86,329,0.24325,0.34172
1989,30-45 y.,3rd Quintile,Some of both,0.19119,54,329,0.14863,0.23374
1989,30-45 y.,3rd Quintile,Paid,0.41522,156,329,0.36189,0.46854
1989,30-45 y.,3rd Quintile,Not compensated,0.10111,33,329,0.06849,0.13374
1989,30-45 y.,4th Quintile,Comp. time,0.32670,97,304,0.27389,0.37951
1989,30-45 y.,4th Quintile,Some of both,0.15844,43,304,0.11732,0.19955
1989,30-45 y.,4th Quintile,Paid,0.34973,117,304,0.29604,0.40343
1989,30-45 y.,4th Quintile,Not compensated,0.16513,47,304,0.12332,0.20694
1989,30-45 y.,5th Quintile,Comp. time,0.29937,107,349,0.25125,0.34749
1989,30-45 y.,5th Quintile,Some of both,0.15631,54,349,0.11815,0.19446
1989,30-45 y.,5th Quintile,Paid,0.20813,77,349,0.16548,0.25078
1989,30-45 y.,5th Quintile,Not compensated,0.33620,111,349,0.28656,0.38583
1989,46-65 y.,1st Quintile,Paid,0.53501,52,52,0.39812,0.67191
1989,46-65 y.,2nd Quintile,Comp. time,0.32442,40,114,0.23810,0.41074
1989,46-65 y.,2nd Quintile,Paid,0.37240,74,114,0.28327,0.46154
1989,46-65 y.,3rd Quintile,Comp. time,0.35647,61,164,0.28294,0.43000
1989,46-65 y.,3rd Quintile,Paid,0.42527,103,164,0.34937,0.50117
1989,46-65 y.,4th Quintile,Comp. time,0.27729,73,292,0.22585,0.32872
1989,46-65 y.,4th Quintile,Some of both,0.18284,46,292,0.13843,0.22725
1989,46-65 y.,4th Quintile,Paid,0.35524,130,292,0.30025,0.41022
1989,46-65 y.,4th Quintile,Not compensated,0.18464,43,292,0.14006,0.22922
1989,46-65 y.,5th Quintile,Comp. time,0.30928,96,331,0.25941,0.35914
1989,46-65 y.,5th Quintile,Some of both,0.10748,34,331,0.07406,0.14089
1989,46-65 y.,5th Quintile,Paid,0.22483,89,331,0.17979,0.26988
1989,46-65 y.,5th Quintile,Not compensated,0.35842,112,331,0.30668,0.41015
1990,17-29 y.,1st Quintile,Comp. time,0.34401,41,112,0.25563,0.43238
1990,17-29 y.,1st Quintile,Paid,0.39638,71,112,0.30539,0.48738
1990,17-29 y.,2nd Quintile,Comp. time,0.31732,56,157,0.24429,0.39036
1990,17-29 y.,2nd Quintile,Paid,0.41971,101,157,0.34227,0.49716
1990,17-29 y.,3rd Quintile,Comp. time,0.40261,90,235,0.33977,0.46544
1990,17-29 y.,3rd Quintile,Some of both,0.10093,34,235,0.06233,0.13953
1990,17-29 y.,3rd Quintile,Paid,0.37612,111,235,0.31405,0.43819
1990,17-29 y.,4th Quintile,Comp. time,0.37007,117,325,0.31750,0.42265
1990,17-29 y.,4th Quintile,Some of both,0.16807,60,325,0.12736,0.20879
1990,17-29 y.,4th Quintile,Paid,0.31960,114,325,0.26883,0.37038
1990,17-29 y.,4th Quintile,Not compensated,0.14225,34,325,0.10422,0.18029
1990,17-29 y.,5th Quintile,Comp. time,0.31089,73,196,0.24593,0.37586
1990,17-29 y.,5th Quintile,Some of both,0.19083,45,196,0.13567,0.24598
1990,17-29 y.,5th Quintile,Paid,0.37295,78,196,0.30508,0.44083
1990,30-45 y.,1st Quintile,Comp. time,0.22988,32,148,0.16186,0.29790
1990,30-45 y.,1st Quintile,Paid,0.54508,116,148,0.46458,0.62558
1990,30-45 y.,2nd Quintile,Comp. time,0.31599,81,281,0.26154,0.37045
1990,30-45 y.,2nd Quintile,Some of both,0.15123,47,281,0.10927,0.19320
1990,30-45 y.,2nd Quintile,Paid,0.44314,153,281,0.38495,0.50133
1990,30-45 y.,3rd Quintile,Comp. time,0.33478,89,268,0.27817,0.39139
1990,30-45 y.,3rd Quintile,Some of both,0.19010,52,268,0.14304,0.23717
1990,30-45 y.,3rd Quintile,Paid,0.35283,127,268,0.29551,0.41014
1990,30-45 y.,4th Quintile,Comp. time,0.33722,86,268,0.28051,0.39392
1990,30-45 y.,4th Quintile,Some of both,0.16503,41,268,0.12051,0.20956
1990,30-45 y.,4th Quintile,Paid,0.32256,101,268,0.26649,0.37863
1990,30-45 y.,4th Quintile,Not compensated,0.17519,40,268,0.12959,0.22079
1990,30-45 y.,5th Quintile,Comp. time,0.35406,114,339,0.30307,0.40504
1990,30-45 y.,5th Quintile,Some of both,0.16064,54,339,0.12149,0.19978
1990,30-45 y.,5th Quintile,Paid,0.17619,68,339,0.13557,0.21680
1990,30-45 y.,5th Quintile,Not compensated,0.30912,103,339,0.25985,0.35839
1990,46-65 y.,1st Quintile,Paid,0.54665,58,58,0.41741,0.67588
1990,46-65 y.,2nd Quintile,Comp. time,0.29941,38,109,0.21303,0.38579
1990,46-65 y.,2nd Quintile,Paid,0.42772,71,109,0.33441,0.52103
1990,46-65 y.,3rd Quintile,Comp. time,0.34849,61,171,0.27687,0.42012
1990,46-65 y.,3rd Quintile,Paid,0.45326,110,171,0.37843,0.52810
1990,46-65 y.,4th Quintile,Comp. time,0.35982,92,301,0.30551,0.41413
1990,46-65 y.,4th Quintile,Some of both,0.14302,46,301,0.10340,0.18263
1990,46-65 y.,4th Quintile,Paid,0.38864,130,301,0.33348,0.44380
1990,46-65 y.,4th Quintile,Not compensated,0.10852,33,301,0.07332,0.14371
1990,46-65 y.,5th Quintile,Comp. time,0.30115,86,308,0.24983,0.35247
1990,46-65 y.,5th Quintile,Some of both,0.11008,35,308,0.07507,0.14509
1990,46-65 y.,5th Quintile,Paid,0.19976,75,308,0.15504,0.24449
1990,46-65 y.,5th Quintile,Not compensated,0.38901,112,308,0.33447,0.44354
1991,17-29 y.,1st Quintile,Comp. time,0.32753,46,146,0.25114,0.40392
1991,17-29 y.,1st Quintile,Paid,0.45693,100,146,0.37584,0.53801
1991,17-29 y.,2nd Quintile,Comp. time,0.34494,67,173,0.27390,0.41598
1991,17-29 y.,2nd Quintile,Paid,0.38159,106,173,0.30899,0.45419
1991,17-29 y.,3rd Quintile,Comp. time,0.36837,84,240,0.30722,0.42953
1991,17-29 y.,3rd Quintile,Some of both,0.15028,40,240,0.10498,0.19559
1991,17-29 y.,3rd Quintile,Paid,0.32693,84,240,0.26745,0.38640
1991,17-29 y.,3rd Quintile,Not compensated,0.15442,32,240,0.10860,0.20023
1991,17-29 y.,4th Quintile,Comp. time,0.39221,123,298,0.33669,0.44774
1991,17-29 y.,4th Quintile,Some of both,0.16608,57,298,0.12376,0.20841
1991,17-29 y.,4th Quintile,Paid,0.35168,118,298,0.29737,0.40598
1991,17-29 y.,5th Quintile,Comp. time,0.31861,85,219,0.25676,0.38046
1991,17-29 y.,5th Quintile,Some of both,0.17391,44,219,0.12360,0.22423
1991,17-29 y.,5th Quintile,Paid,0.35284,90,219,0.28941,0.41627
1991,30-45 y.,1st Quintile,Paid,0.59556,100,100,0.49888,0.69224
1991,30-45 y.,2nd Quintile,Comp. time,0.30931,95,310,0.25778,0.36085
1991,30-45 y.,2nd Quintile,Some of both,0.11941,36,310,0.08325,0.15556
1991,30-45 y.,2nd Quintile,Paid,0.48892,179,310,0.43318,0.54466
1991,30-45 y.,3rd Quintile,Comp. time,0.32084,85,296,0.26757,0.37411
1991,30-45 y.,3rd Quintile,Some of both,0.17023,57,296,0.12734,0.21312
1991,30-45 y.,3rd Quintile,Paid,0.40495,154,296,0.34894,0.46097
1991,30-45 y.,4th Quintile,Comp. time,0.36790,105,321,0.31507,0.42074
1991,30-45 y.,4th Quintile,Some of both,0.13124,47,321,0.09424,0.16824
1991,30-45 y.,4th Quintile,Paid,0.32950,121,321,0.27800,0.38100
1991,30-45 y.,4th Quintile,Not compensated,0.17136,48,321,0.13007,0.21264
1991,30-45 y.,5th Quintile,Comp. time,0.34646,136,374,0.29817,0.39475
1991,30-45 y.,5th Quintile,Some of both,0.18090,62,374,0.14183,0.21997
1991,30-45 y.,5th Quintile,Paid,0.23389,88,374,0.19093,0.27685
1991,30-45 y.,5th Quintile,Not compensated,0.23875,88,374,0.19548,0.28201
1991,46-65 y.,1st Quintile,Paid,0.60545,54,54,0.47387,0.73704
1991,46-65 y.,2nd Quintile,Comp. time,0.26504,32,117,0.18472,0.34535
1991,46-65 y.,2nd Quintile,Paid,0.55240,85,117,0.46191,0.64289
1991,46-65 y.,3rd Quintile,Comp. time,0.36636,76,178,0.29538,0.43734
1991,46-65 y.,3rd Quintile,Paid,0.36490,102,178,0.29398,0.43582
1991,46-65 y.,4th Quintile,Comp. time,0.32551,89,313,0.27352,0.37751
1991,46-65 y.,4th Quintile,Some of both,0.13902,45,313,0.10063,0.17741
1991,46-65 y.,4th Quintile,Paid,0.37565,133,313,0.32191,0.42939
1991,46-65 y.,4th Quintile,Not compensated,0.15982,46,313,0.11916,0.20048
1991,46-65 y.,5th Quintile,Comp. time,0.27698,93,340,0.22935,0.32462
1991,46-65 y.,5th Quintile,Some of both,0.15391,50,340,0.11550,0.19233
1991,46-65 y.,5th Quintile,Paid,0.22847,98,340,0.18378,0.27316
1991,46-65 y.,5th Quintile,Not compensated,0.34064,99,340,0.29019,0.39109
1992,17-29 y.,1st Quintile,Comp. time,0.35768,73,188,0.28898,0.42638
1992,17-29 y.,1st Quintile,Some of both,0.17060,34,188,0.11668,0.22451
1992,17-29 y.,1st Quintile,Paid,0.36356,81,188,0.29461,0.43250
1992,17-29 y.,2nd Quintile,Comp. time,0.40382,107,313,0.34937,0.45826
1992,17-29 y.,2nd Quintile,Some of both,0.15566,47,313,0.11543,0.19588
1992,17-29 y.,2nd Quintile,Paid,0.31557,125,313,0.26400,0.36714
1992,17-29 y.,2nd Quintile,Not compensated,0.12495,34,313,0.08826,0.16164
1992,17-29 y.,3rd Quintile,Comp. time,0.35996,112,317,0.30703,0.41288
1992,17-29 y.,3rd Quintile,Some of both,0.15684,42,317,0.11675,0.19694
1992,17-29 y.,3rd Quintile,Paid,0.37910,126,317,0.32561,0.43260
1992,17-29 y.,3rd Quintile,Not compensated,0.10410,37,317,0.07042,0.13777
1992,17-29 y.,4th Quintile,Comp. time,0.37828,143,355,0.32776,0.42880
1992,17-29 y.,4th Quintile,Some of both,0.20852,79,355,0.16620,0.25084
1992,17-29 y.,4th Quintile,Paid,0.33517,133,355,0.28600,0.38434
1992,17-29 y.,5th Quintile,Comp. time,0.40001,132,335,0.34747,0.45255
1992,17-29 y.,5th Quintile,Some of both,0.19340,65,335,0.15104,0.23575
1992,17-29 y.,5th Quintile,Paid,0.30014,106,335,0.25099,0.34929
1992,17-29 y.,5th Quintile,Not compensated,0.10646,32,335,0.07338,0.13953
1992,30-45 y.,1st Quintile,Comp. time,0.31147,125,361,0.26363,0.35930
1992,30-45 y.,1st Quintile,Some of both,0.19768,68,361,0.15654,0.23882
1992,30-45 y.,1st Quintile,Paid,0.38039,129,361,0.33024,0.43054
1992,30-45 y.,1st Quintile,Not compensated,0.11047,39,361,0.07809,0.14285
1992,30-45 y.,2nd Quintile,Comp. time,0.35021,200,565,0.31084,0.38958
1992,30-45 y.,2nd Quintile,Some of both,0.17269,101,565,0.14150,0.20389
1992,30-45 y.,2nd Quintile,Paid,0.39105,204,565,0.35077,0.43132
1992,30-45 y.,2nd Quintile,Not compensated,0.08605,60,565,0.06290,0.10919
1992,30-45 y.,3rd Quintile,Comp. time,0.33832,174,520,0.29761,0.37902
1992,30-45 y.,3rd Quintile,Some of both,0.17850,91,520,0.14556,0.21145
