"plb0195_h","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Abgefeiert","1984","17-29","(noch) kein Abschluss","4","","",""
"Abgefeiert","1984","17-29","Hauptschule","151","0.254056563266197","0.220512620476317","0.287600506056077"
"Abgefeiert","1984","17-29","Realschule","162","0.467790869949081","0.415517427688848","0.520064312209313"
"Abgefeiert","1984","17-29","(Fach-)Abitur","44","0.421045323692263","0.334836935431575","0.507253711952951"
"Abgefeiert","1984","17-29","AkademikerIn","12","","",""
"Abgefeiert","1984","30-45","(noch) kein Abschluss","11","","",""
"Abgefeiert","1984","30-45","Hauptschule","252","0.267636432377711","0.241207799848894","0.294065064906528"
"Abgefeiert","1984","30-45","Realschule","94","0.33031182931428","0.275024696190944","0.385598962437616"
"Abgefeiert","1984","30-45","(Fach-)Abitur","27","","",""
"Abgefeiert","1984","30-45","AkademikerIn","35","0.156858103409427","0.109653485950489","0.204062720868365"
"Abgefeiert","1984","46-65","(noch) kein Abschluss","6","","",""
"Abgefeiert","1984","46-65","Hauptschule","205","0.273732052210983","0.243026504589277","0.30443759983269"
"Abgefeiert","1984","46-65","Realschule","45","0.335718732163324","0.256351282185305","0.415086182141343"
"Abgefeiert","1984","46-65","(Fach-)Abitur","12","","",""
"Abgefeiert","1984","46-65","AkademikerIn","13","","",""
"Abgefeiert","1984","66","(noch) kein Abschluss","","","",""
"Abgefeiert","1984","66","Hauptschule","","","",""
"Abgefeiert","1984","66","Realschule","","","",""
"Abgefeiert","1984","66","(Fach-)Abitur","","","",""
"Abgefeiert","1984","66","AkademikerIn","","","",""
"Teils, teils","1984","17-29","(noch) kein Abschluss","4","","",""
"Teils, teils","1984","17-29","Hauptschule","88","0.154408655098591","0.12656591102995","0.182251399167232"
"Teils, teils","1984","17-29","Realschule","45","0.126704513936253","0.0918554818638418","0.161553546008664"
"Teils, teils","1984","17-29","(Fach-)Abitur","11","","",""
"Teils, teils","1984","17-29","AkademikerIn","9","","",""
"Teils, teils","1984","30-45","(noch) kein Abschluss","10","","",""
"Teils, teils","1984","30-45","Hauptschule","105","0.107779713657052","0.0892681429550987","0.126291284359004"
"Teils, teils","1984","30-45","Realschule","39","0.13312179457733","0.0931890355894152","0.173054553565246"
"Teils, teils","1984","30-45","(Fach-)Abitur","15","","",""
"Teils, teils","1984","30-45","AkademikerIn","33","0.126939957089954","0.0837282028616664","0.170151711318242"
"Teils, teils","1984","46-65","(noch) kein Abschluss","6","","",""
"Teils, teils","1984","46-65","Hauptschule","63","0.0792331170657082","0.0606322239281673","0.0978340102032491"
"Teils, teils","1984","46-65","Realschule","11","","",""
"Teils, teils","1984","46-65","(Fach-)Abitur","3","","",""
"Teils, teils","1984","46-65","AkademikerIn","18","","",""
"Teils, teils","1984","66","(noch) kein Abschluss","","","",""
"Teils, teils","1984","66","Hauptschule","","","",""
"Teils, teils","1984","66","Realschule","","","",""
"Teils, teils","1984","66","(Fach-)Abitur","","","",""
"Teils, teils","1984","66","AkademikerIn","","","",""
"Bezahlt","1984","17-29","(noch) kein Abschluss","30","0.658123949511933","0.51293139395791","0.803316505065955"
"Bezahlt","1984","17-29","Hauptschule","338","0.483067526701452","0.444562557518668","0.521572495884235"
"Bezahlt","1984","17-29","Realschule","80","0.21899176203661","0.175665046753311","0.262318477319909"
"Bezahlt","1984","17-29","(Fach-)Abitur","54","0.314531210558048","0.233455916151676","0.395606504964419"
"Bezahlt","1984","17-29","AkademikerIn","23","","",""
"Bezahlt","1984","30-45","(noch) kein Abschluss","109","0.741831972999427","0.66773513190601","0.815928814092844"
"Bezahlt","1984","30-45","Hauptschule","550","0.458756501517957","0.429010665944692","0.488502337091222"
"Bezahlt","1984","30-45","Realschule","50","0.182864367629034","0.13742447340219","0.228304261855877"
"Bezahlt","1984","30-45","(Fach-)Abitur","34","0.206947048316202","0.129459101674955","0.28443499495745"
