year,bula_h,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Lower Saxony,Never,0.72211,945,1018,0.69458,0.74964
1996,Bremen,Never,0.80751,84,84,0.72269,0.89233
1996,North Rhine-Westphalia,Seldom,0.07344,196,2497,0.06321,0.08367
1996,North Rhine-Westphalia,Never,0.72764,2301,2497,0.71017,0.74510
1996,Hesse,Seldom,0.07530,76,887,0.05793,0.09268
1996,Hesse,Never,0.74014,811,887,0.71126,0.76902
1996,"Rhineland-Palatinate, Saarland",Seldom,0.05289,48,670,0.03593,0.06985
1996,"Rhineland-Palatinate, Saarland",Never,0.72299,622,670,0.68908,0.75690
1996,Baden-Wuerttemberg,Seldom,0.07930,134,1668,0.06632,0.09227
1996,Baden-Wuerttemberg,Never,0.70342,1534,1668,0.68149,0.72534
1996,Bavaria,Seldom,0.08378,141,1606,0.07022,0.09733
1996,Bavaria,Never,0.71012,1465,1606,0.68792,0.73232
1996,Berlin,Never,0.76790,499,499,0.73082,0.80498
1996,Brandenburg,Seldom,0.05778,39,579,0.03876,0.07680
1996,Brandenburg,Never,0.74909,540,579,0.71374,0.78443
1996,Mecklenburg-Western Pomerania,Seldom,0.07093,34,383,0.04519,0.09668
1996,Mecklenburg-Western Pomerania,Never,0.71497,349,383,0.66970,0.76024
1996,Saxony,Seldom,0.05217,76,1071,0.03885,0.06550
1996,Saxony,Never,0.74641,995,1071,0.72034,0.77248
1996,Saxony-Anhalt,Seldom,0.06717,61,653,0.04796,0.08639
1996,Saxony-Anhalt,Never,0.75338,592,653,0.72029,0.78646
1996,Thuringa,Seldom,0.05500,44,641,0.03734,0.07267
1996,Thuringa,Never,0.73959,597,641,0.70559,0.77359
1997,Schleswig-Holstein,Never,0.67783,241,241,0.61871,0.73695
1997,Hamburg,Never,0.82299,119,119,0.75413,0.89186
1997,Lower Saxony,Seldom,0.04347,55,998,0.03081,0.05613
1997,Lower Saxony,Never,0.73309,943,998,0.70563,0.76055
1997,Bremen,Never,0.76431,80,80,0.67071,0.85790
1997,North Rhine-Westphalia,At least once per month,0.01421,40,2476,0.00955,0.01888
1997,North Rhine-Westphalia,Seldom,0.05954,148,2476,0.05022,0.06886
1997,North Rhine-Westphalia,Never,0.73693,2288,2476,0.71959,0.75428
1997,Hesse,Seldom,0.07481,60,815,0.05674,0.09289
1997,Hesse,Never,0.72247,755,815,0.69171,0.75323
1997,"Rhineland-Palatinate, Saarland",Seldom,0.05504,49,682,0.03791,0.07217
1997,"Rhineland-Palatinate, Saarland",Never,0.72409,633,682,0.69052,0.75767
1997,Baden-Wuerttemberg,Seldom,0.06388,114,1664,0.05213,0.07564
1997,Baden-Wuerttemberg,Never,0.71223,1550,1664,0.69047,0.73399
1997,Bavaria,Seldom,0.06034,116,1570,0.04856,0.07212
1997,Bavaria,Never,0.72799,1454,1570,0.70598,0.75001
1997,Berlin,Never,0.75348,465,465,0.71427,0.79270
1997,Brandenburg,Never,0.76708,542,542,0.73147,0.80270
1997,Mecklenburg-Western Pomerania,Never,0.74410,346,346,0.69805,0.79015
1997,Saxony,Seldom,0.04042,59,1045,0.02847,0.05237
1997,Saxony,Never,0.75398,986,1045,0.72785,0.78010
1997,Saxony-Anhalt,Seldom,0.04659,41,644,0.03030,0.06289
1997,Saxony-Anhalt,Never,0.79014,603,644,0.75866,0.82161
1997,Thuringa,Seldom,0.04477,38,640,0.02874,0.06081
1997,Thuringa,Never,0.73532,602,640,0.70111,0.76953
1998,Schleswig-Holstein,Seldom,0.12414,49,338,0.08894,0.15935
1998,Schleswig-Holstein,Never,0.66170,289,338,0.61118,0.71221
1998,Hamburg,Never,0.78397,140,140,0.71555,0.85238
1998,Lower Saxony,Seldom,0.10214,130,1164,0.08474,0.11954
1998,Lower Saxony,Never,0.68772,1034,1164,0.66108,0.71435
1998,Bremen,Never,0.82250,91,91,0.74356,0.90144
1998,North Rhine-Westphalia,At least once per month,0.01175,43,2792,0.00775,0.01574
1998,North Rhine-Westphalia,Seldom,0.08154,253,2792,0.07139,0.09170
1998,North Rhine-Westphalia,Never,0.71257,2496,2792,0.69578,0.72937
1998,Hesse,Seldom,0.08352,97,920,0.06564,0.10141
1998,Hesse,Never,0.72081,823,920,0.69180,0.74981
1998,"Rhineland-Palatinate, Saarland",Seldom,0.06952,65,773,0.05158,0.08746
1998,"Rhineland-Palatinate, Saarland",Never,0.71732,708,773,0.68556,0.74909
1998,Baden-Wuerttemberg,Seldom,0.08449,158,1770,0.07153,0.09745
1998,Baden-Wuerttemberg,Never,0.70566,1612,1770,0.68442,0.72690
1998,Bavaria,At least once per month,0.01246,32,1841,0.00739,0.01753
1998,Bavaria,Seldom,0.08349,178,1841,0.07085,0.09613
1998,Bavaria,Never,0.71421,1631,1841,0.69357,0.73486
1998,Berlin,Seldom,0.08712,53,504,0.06247,0.11177
1998,Berlin,Never,0.71091,451,504,0.67129,0.75053
1998,Brandenburg,Seldom,0.07041,53,596,0.04986,0.09097
1998,Brandenburg,Never,0.74265,543,596,0.70752,0.77778
1998,Mecklenburg-Western Pomerania,Seldom,0.05534,36,392,0.03268,0.07800
1998,Mecklenburg-Western Pomerania,Never,0.73254,356,392,0.68867,0.77642
1998,Saxony,Seldom,0.06296,89,1147,0.04890,0.07703
1998,Saxony,Never,0.74499,1058,1147,0.71975,0.77023
1998,Saxony-Anhalt,Seldom,0.07981,70,671,0.05929,0.10033
1998,Saxony-Anhalt,Never,0.76496,601,671,0.73285,0.79707
1998,Thuringa,Seldom,0.07653,73,706,0.05691,0.09615
1998,Thuringa,Never,0.70723,633,706,0.67364,0.74082
1999,Schleswig-Holstein,Seldom,0.08784,41,305,0.05602,0.11966
1999,Schleswig-Holstein,Never,0.67304,264,305,0.62030,0.72577
1999,Hamburg,Never,0.82425,132,132,0.75908,0.88943
1999,Lower Saxony,Seldom,0.05837,77,1131,0.04470,0.07204
1999,Lower Saxony,Never,0.73392,1054,1131,0.70815,0.75969
1999,Bremen,Never,0.85272,83,83,0.77602,0.92943
1999,North Rhine-Westphalia,At least once per month,0.01344,44,2656,0.00906,0.01782
1999,North Rhine-Westphalia,Seldom,0.05323,164,2656,0.04470,0.06177
1999,North Rhine-Westphalia,Never,0.74230,2448,2656,0.72567,0.75894
1999,Hesse,Seldom,0.06986,72,862,0.05283,0.08689
1999,Hesse,Never,0.71963,790,862,0.68963,0.74964
1999,"Rhineland-Palatinate, Saarland",Seldom,0.06191,66,737,0.04450,0.07932
1999,"Rhineland-Palatinate, Saarland",Never,0.72456,671,737,0.69228,0.75683
1999,Baden-Wuerttemberg,Seldom,0.06541,133,1679,0.05358,0.07724
1999,Baden-Wuerttemberg,Never,0.72106,1546,1679,0.69960,0.74252
1999,Bavaria,Seldom,0.07374,147,1742,0.06146,0.08602
1999,Bavaria,Never,0.72563,1595,1742,0.70467,0.74659
1999,Berlin,Never,0.75963,472,472,0.72104,0.79822
1999,Brandenburg,Seldom,0.05367,44,571,0.03517,0.07218
1999,Brandenburg,Never,0.75017,527,571,0.71463,0.78571
1999,Mecklenburg-Western Pomerania,Never,0.74929,358,358,0.70433,0.79425
1999,Saxony,Seldom,0.05098,83,1112,0.03804,0.06391
1999,Saxony,Never,0.76193,1029,1112,0.73689,0.78698
1999,Saxony-Anhalt,Seldom,0.05541,45,669,0.03806,0.07276
1999,Saxony-Anhalt,Never,0.79859,624,669,0.76818,0.82901
1999,Thuringa,Seldom,0.05954,51,696,0.04194,0.07713
1999,Thuringa,Never,0.73494,645,696,0.70212,0.76775
2001,Schleswig-Holstein,At least once per month,0.03242,31,632,0.01860,0.04625
2001,Schleswig-Holstein,Seldom,0.15054,126,632,0.12264,0.17844
2001,Schleswig-Holstein,Never,0.62698,475,632,0.58924,0.66471
2001,Hamburg,Never,0.76124,242,242,0.70742,0.81507
2001,Lower Saxony,At least once per month,0.01562,35,1805,0.00990,0.02134
2001,Lower Saxony,Seldom,0.04735,111,1805,0.03755,0.05715
2001,Lower Saxony,Never,0.72423,1659,1805,0.70360,0.74485
2001,Bremen,Never,0.81071,145,145,0.74672,0.87469
2001,North Rhine-Westphalia,At least once per week,0.00418,31,4567,0.00231,0.00605
2001,North Rhine-Westphalia,At least once per month,0.00687,43,4567,0.00448,0.00927
2001,North Rhine-Westphalia,Seldom,0.04353,250,4567,0.03761,0.04945
2001,North Rhine-Westphalia,Never,0.75983,4243,4567,0.74744,0.77223
2001,Hesse,Seldom,0.04799,87,1415,0.03685,0.05913
2001,Hesse,Never,0.73052,1328,1415,0.70740,0.75365
2001,"Rhineland-Palatinate, Saarland",Seldom,0.05937,105,1299,0.04652,0.07223
2001,"Rhineland-Palatinate, Saarland",Never,0.70658,1194,1299,0.68181,0.73135
2001,Baden-Wuerttemberg,At least once per month,0.01228,35,2542,0.00800,0.01656
2001,Baden-Wuerttemberg,Seldom,0.05221,159,2542,0.04356,0.06086
2001,Baden-Wuerttemberg,Never,0.71695,2348,2542,0.69943,0.73446
2001,Bavaria,At least once per month,0.01286,47,2960,0.00880,0.01692
2001,Bavaria,Seldom,0.05214,184,2960,0.04413,0.06015
2001,Bavaria,Never,0.75069,2729,2960,0.73510,0.76628
2001,Berlin,Seldom,0.04137,37,755,0.02716,0.05559
2001,Berlin,Never,0.73797,718,755,0.70658,0.76935
2001,Brandenburg,At least once per month,0.03294,33,943,0.02154,0.04433
2001,Brandenburg,Seldom,0.05447,63,943,0.03998,0.06897
2001,Brandenburg,Never,0.76474,847,943,0.73766,0.79183
2001,Mecklenburg-Western Pomerania,Seldom,0.05219,35,488,0.03244,0.07195
2001,Mecklenburg-Western Pomerania,Never,0.75630,453,488,0.71817,0.79443
2001,Saxony,Seldom,0.03721,79,1592,0.02791,0.04651
2001,Saxony,Never,0.78367,1513,1592,0.76344,0.80390
2001,Saxony-Anhalt,Seldom,0.03804,55,973,0.02601,0.05006
2001,Saxony-Anhalt,Never,0.81164,918,973,0.78706,0.83622
2001,Thuringa,Seldom,0.05962,71,934,0.04442,0.07481
2001,Thuringa,Never,0.78005,863,934,0.75347,0.80663
2003,Schleswig-Holstein,Seldom,0.20007,169,631,0.16883,0.23131
2003,Schleswig-Holstein,Never,0.59598,462,631,0.55766,0.63430
2003,Hamburg,Never,0.76130,260,260,0.70938,0.81321
2003,Lower Saxony,At least once per month,0.01219,34,1875,0.00722,0.01716
2003,Lower Saxony,Seldom,0.07439,160,1875,0.06251,0.08627
2003,Lower Saxony,Never,0.72371,1681,1875,0.70347,0.74396
2003,Bremen,Never,0.81150,158,158,0.75032,0.87268
2003,North Rhine-Westphalia,At least once per week,0.00817,55,4625,0.00557,0.01076
2003,North Rhine-Westphalia,At least once per month,0.00860,61,4625,0.00594,0.01126
2003,North Rhine-Westphalia,Seldom,0.06342,357,4625,0.05639,0.07044
2003,North Rhine-Westphalia,Never,0.74242,4152,4625,0.72981,0.75502
2003,Hesse,Seldom,0.06348,124,1444,0.05090,0.07606
2003,Hesse,Never,0.71932,1320,1444,0.69613,0.74250
2003,"Rhineland-Palatinate, Saarland",At least once per month,0.02800,48,1329,0.01912,0.03687
2003,"Rhineland-Palatinate, Saarland",Seldom,0.09010,157,1329,0.07470,0.10550
2003,"Rhineland-Palatinate, Saarland",Never,0.68693,1124,1329,0.66198,0.71187
2003,Baden-Wuerttemberg,At least once per month,0.00970,39,2648,0.00596,0.01343
2003,Baden-Wuerttemberg,Seldom,0.06788,195,2648,0.05830,0.07747
2003,Baden-Wuerttemberg,Never,0.71651,2414,2648,0.69934,0.73368
2003,Bavaria,At least once per week,0.00828,38,3096,0.00509,0.01147
2003,Bavaria,At least once per month,0.01915,76,3096,0.01432,0.02398
2003,Bavaria,Seldom,0.07316,321,3096,0.06399,0.08234
2003,Bavaria,Never,0.72600,2661,3096,0.71029,0.74171
2003,Berlin,Seldom,0.07069,72,782,0.05272,0.08867
2003,Berlin,Never,0.72641,710,782,0.69514,0.75767
2003,Brandenburg,Seldom,0.08562,88,905,0.06738,0.10385
2003,Brandenburg,Never,0.74880,817,905,0.72053,0.77708
2003,Mecklenburg-Western Pomerania,Seldom,0.08140,52,501,0.05743,0.10537
2003,Mecklenburg-Western Pomerania,Never,0.75740,449,501,0.71983,0.79498
2003,Saxony,At least once per month,0.01603,32,1587,0.00985,0.02221
2003,Saxony,Seldom,0.06247,124,1587,0.05056,0.07439
2003,Saxony,Never,0.76836,1431,1587,0.74760,0.78912
2003,Saxony-Anhalt,Seldom,0.05038,65,909,0.03615,0.06460
2003,Saxony-Anhalt,Never,0.80835,844,909,0.78274,0.83395
2003,Thuringa,Seldom,0.06464,80,926,0.04880,0.08049
2003,Thuringa,Never,0.78362,846,926,0.75708,0.81015
2005,Schleswig-Holstein,At least once per month,0.05427,46,629,0.03655,0.07199
2005,Schleswig-Holstein,Seldom,0.21360,154,629,0.18154,0.24565
2005,Schleswig-Holstein,Never,0.55953,429,629,0.52070,0.59836
2005,Hamburg,Never,0.83625,266,266,0.79169,0.88080
2005,Lower Saxony,At least once per month,0.02088,39,1753,0.01418,0.02757
2005,Lower Saxony,Seldom,0.04330,108,1753,0.03377,0.05283
2005,Lower Saxony,Never,0.75060,1606,1753,0.73034,0.77086
2005,Bremen,Never,0.81666,125,125,0.74855,0.88477
2005,North Rhine-Westphalia,At least once per week,0.00633,47,4322,0.00396,0.00869
2005,North Rhine-Westphalia,At least once per month,0.00731,51,4322,0.00477,0.00985
2005,North Rhine-Westphalia,Seldom,0.04144,234,4322,0.03549,0.04738
2005,North Rhine-Westphalia,Never,0.77084,3990,4322,0.75831,0.78338
2005,Hesse,Seldom,0.05336,83,1312,0.04119,0.06553
2005,Hesse,Never,0.72958,1229,1312,0.70553,0.75362
2005,"Rhineland-Palatinate, Saarland",At least once per month,0.02007,36,1217,0.01219,0.02796
2005,"Rhineland-Palatinate, Saarland",Seldom,0.06072,94,1217,0.04730,0.07415
2005,"Rhineland-Palatinate, Saarland",Never,0.73020,1087,1217,0.70525,0.75515
2005,Baden-Wuerttemberg,Seldom,0.05747,169,2448,0.04825,0.06669
2005,Baden-Wuerttemberg,Never,0.74477,2279,2448,0.72749,0.76204
2005,Bavaria,At least once per week,0.00832,36,2866,0.00500,0.01165
2005,Bavaria,At least once per month,0.01821,51,2866,0.01331,0.02310
2005,Bavaria,Seldom,0.06253,234,2866,0.05366,0.07139
2005,Bavaria,Never,0.74207,2545,2866,0.72605,0.75809
2005,Berlin,Seldom,0.05752,48,733,0.04065,0.07439
2005,Berlin,Never,0.76353,685,733,0.73275,0.79431
2005,Brandenburg,Seldom,0.06716,62,851,0.05034,0.08399
2005,Brandenburg,Never,0.76773,789,851,0.73934,0.79612
2005,Mecklenburg-Western Pomerania,Seldom,0.06785,48,478,0.04528,0.09041
2005,Mecklenburg-Western Pomerania,Never,0.76606,430,478,0.72807,0.80405
2005,Saxony,Seldom,0.05408,121,1475,0.04253,0.06563
2005,Saxony,Never,0.78902,1354,1475,0.76819,0.80985
2005,Saxony-Anhalt,Seldom,0.05185,68,866,0.03708,0.06663
2005,Saxony-Anhalt,Never,0.80382,798,866,0.77735,0.83028
2005,Thuringa,Seldom,0.03941,53,865,0.02644,0.05238
2005,Thuringa,Never,0.80836,812,865,0.78212,0.83461
2007,Schleswig-Holstein,Seldom,0.05169,32,595,0.03388,0.06949
2007,Schleswig-Holstein,Never,0.76694,563,595,0.73294,0.80094
2007,Hamburg,Never,0.81967,269,269,0.77364,0.86570
2007,Lower Saxony,At least once per month,0.01445,35,1780,0.00890,0.01999
2007,Lower Saxony,Seldom,0.04770,120,1780,0.03779,0.05760
