year,quintil_oecd,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,At least once per month,0.01168,31,2199,0.00719,0.01617
1985,1st Quintile,Seldom,0.03006,73,2199,0.02292,0.03719
1985,1st Quintile,Never,0.71605,2095,2199,0.69720,0.73490
1985,2nd Quintile,At least once per month,0.01425,33,2112,0.00919,0.01931
1985,2nd Quintile,Seldom,0.02982,76,2112,0.02256,0.03707
1985,2nd Quintile,Never,0.73735,2003,2112,0.71858,0.75612
1985,3rd Quintile,Seldom,0.04366,107,2125,0.03497,0.05235
1985,3rd Quintile,Never,0.76553,2018,2125,0.74751,0.78355
1985,4th Quintile,At least once per month,0.01749,43,2186,0.01200,0.02299
1985,4th Quintile,Seldom,0.05300,126,2186,0.04361,0.06240
1985,4th Quintile,Never,0.78303,2017,2186,0.76574,0.80031
1985,5th Quintile,At least once per week,0.01733,40,2147,0.01181,0.02285
1985,5th Quintile,At least once per month,0.02673,63,2147,0.01991,0.03356
1985,5th Quintile,Seldom,0.05567,133,2147,0.04597,0.06537
1985,5th Quintile,Never,0.79167,1911,2147,0.77449,0.80886
1986,1st Quintile,Seldom,0.02984,75,2017,0.02241,0.03726
1986,1st Quintile,Never,0.72859,1942,2017,0.70917,0.74800
1986,2nd Quintile,Seldom,0.02411,66,2024,0.01742,0.03079
1986,2nd Quintile,Never,0.74269,1958,2024,0.72364,0.76174
1986,3rd Quintile,At least once per month,0.01899,41,2062,0.01310,0.02488
1986,3rd Quintile,Seldom,0.04184,94,2062,0.03320,0.05049
1986,3rd Quintile,Never,0.74893,1927,2062,0.73021,0.76765
1986,4th Quintile,At least once per month,0.01349,34,2168,0.00863,0.01835
1986,4th Quintile,Seldom,0.04673,113,2168,0.03784,0.05561
1986,4th Quintile,Never,0.79654,2021,2168,0.77959,0.81349
1986,5th Quintile,At least once per month,0.02262,49,2038,0.01617,0.02908
1986,5th Quintile,Seldom,0.07194,153,2038,0.06072,0.08317
1986,5th Quintile,Never,0.78208,1836,2038,0.76415,0.80000
1988,1st Quintile,Seldom,0.02723,58,1928,0.01996,0.03449
1988,1st Quintile,Never,0.73257,1870,1928,0.71281,0.75234
1988,2nd Quintile,Seldom,0.03529,80,1935,0.02706,0.04351
1988,2nd Quintile,Never,0.72622,1855,1935,0.70635,0.74610
1988,3rd Quintile,Seldom,0.04085,94,1942,0.03204,0.04965
1988,3rd Quintile,Never,0.76024,1848,1942,0.74124,0.77923
1988,4th Quintile,Seldom,0.05927,127,2013,0.04895,0.06959
1988,4th Quintile,Never,0.78241,1886,2013,0.76438,0.80044
1988,5th Quintile,At least once per month,0.02411,46,1897,0.01721,0.03101
1988,5th Quintile,Seldom,0.07296,150,1897,0.06125,0.08467
1988,5th Quintile,Never,0.79210,1701,1897,0.77383,0.81037
1990,1st Quintile,At least once per month,0.01505,31,1864,0.00952,0.02058
1990,1st Quintile,Seldom,0.06704,132,1864,0.05568,0.07839
1990,1st Quintile,Never,0.68586,1701,1864,0.66478,0.70694
1990,2nd Quintile,Seldom,0.08442,194,1831,0.07168,0.09716
1990,2nd Quintile,Never,0.66809,1637,1831,0.64651,0.68967
1990,3rd Quintile,At least once per month,0.02092,42,1885,0.01446,0.02738
1990,3rd Quintile,Seldom,0.12975,257,1885,0.11458,0.14492
1990,3rd Quintile,Never,0.65498,1586,1885,0.63352,0.67645
1990,4th Quintile,At least once per month,0.02291,48,1910,0.01620,0.02962
1990,4th Quintile,Seldom,0.12731,252,1910,0.11236,0.14226
1990,4th Quintile,Never,0.72573,1610,1910,0.70572,0.74574
1990,5th Quintile,At least once per month,0.03738,64,1793,0.02860,0.04616
1990,5th Quintile,Seldom,0.13923,276,1793,0.12320,0.15525
1990,5th Quintile,Never,0.70659,1453,1793,0.68551,0.72767
1992,1st Quintile,At least once per month,0.01519,50,2718,0.01059,0.01978
1992,1st Quintile,Seldom,0.02943,103,2718,0.02308,0.03579
1992,1st Quintile,Never,0.72434,2565,2718,0.70753,0.74114
1992,2nd Quintile,At least once per month,0.01273,41,2773,0.00856,0.01690
1992,2nd Quintile,Seldom,0.03613,144,2773,0.02918,0.04307
1992,2nd Quintile,Never,0.69263,2588,2773,0.67546,0.70981
1992,3rd Quintile,At least once per month,0.01122,38,2600,0.00717,0.01527
1992,3rd Quintile,Seldom,0.04197,147,2600,0.03426,0.04968
1992,3rd Quintile,Never,0.72703,2415,2600,0.70990,0.74415
1992,4th Quintile,At least once per month,0.01579,47,2578,0.01098,0.02060
1992,4th Quintile,Seldom,0.05955,158,2578,0.05041,0.06869
1992,4th Quintile,Never,0.76980,2373,2578,0.75355,0.78606
1992,5th Quintile,At least once per week,0.01148,32,2349,0.00717,0.01579
1992,5th Quintile,At least once per month,0.02509,56,2349,0.01876,0.03142
1992,5th Quintile,Seldom,0.06871,180,2349,0.05848,0.07894
1992,5th Quintile,Never,0.77357,2081,2349,0.75664,0.79050
1994,1st Quintile,Seldom,0.02805,89,2440,0.02149,0.03460
1994,1st Quintile,Never,0.71967,2351,2440,0.70184,0.73749
1994,2nd Quintile,At least once per month,0.00931,36,2662,0.00566,0.01296
1994,2nd Quintile,Seldom,0.04926,164,2662,0.04104,0.05748
1994,2nd Quintile,Never,0.70305,2462,2662,0.68569,0.72041
1994,3rd Quintile,At least once per month,0.01541,54,2638,0.01071,0.02012
1994,3rd Quintile,Seldom,0.04139,145,2638,0.03379,0.04899
1994,3rd Quintile,Never,0.72604,2439,2638,0.70901,0.74306
1994,4th Quintile,At least once per month,0.01369,45,2497,0.00913,0.01825
1994,4th Quintile,Seldom,0.06395,185,2497,0.05435,0.07355
1994,4th Quintile,Never,0.75923,2267,2497,0.74245,0.77600
1994,5th Quintile,At least once per week,0.01306,37,2377,0.00849,0.01762
1994,5th Quintile,At least once per month,0.01686,49,2377,0.01169,0.02204
1994,5th Quintile,Seldom,0.08305,198,2377,0.07195,0.09414
1994,5th Quintile,Never,0.77185,2093,2377,0.75498,0.78872
1995,1st Quintile,Seldom,0.04551,134,2474,0.03730,0.05373
1995,1st Quintile,Never,0.67886,2340,2474,0.66046,0.69727
1995,2nd Quintile,At least once per month,0.01092,40,2815,0.00708,0.01476
1995,2nd Quintile,Seldom,0.05999,185,2815,0.05121,0.06876
1995,2nd Quintile,Never,0.70429,2590,2815,0.68743,0.72115
1995,3rd Quintile,At least once per month,0.02042,61,2677,0.01506,0.02578
1995,3rd Quintile,Seldom,0.06381,217,2677,0.05455,0.07307
1995,3rd Quintile,Never,0.71238,2399,2677,0.69523,0.72953
1995,4th Quintile,At least once per week,0.01084,39,2654,0.00690,0.01478
1995,4th Quintile,At least once per month,0.01626,39,2654,0.01144,0.02107
1995,4th Quintile,Seldom,0.07816,232,2654,0.06794,0.08837
1995,4th Quintile,Never,0.74705,2344,2654,0.73051,0.76359
1995,5th Quintile,At least once per week,0.01574,43,2467,0.01083,0.02065
1995,5th Quintile,At least once per month,0.02782,71,2467,0.02133,0.03431
1995,5th Quintile,Seldom,0.09820,251,2467,0.08645,0.10994
1995,5th Quintile,Never,0.74691,2102,2467,0.72975,0.76407
1996,1st Quintile,Seldom,0.03394,112,2498,0.02684,0.04104
1996,1st Quintile,Never,0.71161,2386,2498,0.69384,0.72938
1996,2nd Quintile,Seldom,0.05515,177,2666,0.04648,0.06382
1996,2nd Quintile,Never,0.69414,2489,2666,0.67665,0.71163
1996,3rd Quintile,At least once per month,0.01407,44,2635,0.00958,0.01857
1996,3rd Quintile,Seldom,0.07131,209,2635,0.06148,0.08113
1996,3rd Quintile,Never,0.73508,2382,2635,0.71823,0.75193
1996,4th Quintile,At least once per month,0.01429,45,2669,0.00979,0.01879
1996,4th Quintile,Seldom,0.07217,222,2669,0.06235,0.08199
1996,4th Quintile,Never,0.75194,2402,2669,0.73556,0.76833
1996,5th Quintile,At least once per week,0.01571,42,2389,0.01072,0.02070
1996,5th Quintile,At least once per month,0.01970,50,2389,0.01412,0.02527
1996,5th Quintile,Seldom,0.12088,270,2389,0.10780,0.13395
1996,5th Quintile,Never,0.73224,2027,2389,0.71448,0.75000
1997,1st Quintile,Seldom,0.03952,105,2317,0.03158,0.04745
1997,1st Quintile,Never,0.69502,2212,2317,0.67627,0.71377
1997,2nd Quintile,Seldom,0.04248,133,2707,0.03488,0.05008
1997,2nd Quintile,Never,0.71803,2574,2707,0.70107,0.73498
1997,3rd Quintile,At least once per month,0.01238,36,2524,0.00807,0.01670
1997,3rd Quintile,Seldom,0.05396,150,2524,0.04514,0.06278
1997,3rd Quintile,Never,0.72773,2338,2524,0.71036,0.74510
1997,4th Quintile,At least once per month,0.01862,60,2616,0.01344,0.02381
1997,4th Quintile,Seldom,0.06300,192,2616,0.05368,0.07231
1997,4th Quintile,Never,0.75894,2364,2616,0.74255,0.77534
1997,5th Quintile,At least once per week,0.01382,33,2428,0.00918,0.01846
1997,5th Quintile,At least once per month,0.02349,70,2428,0.01747,0.02952
1997,5th Quintile,Seldom,0.08440,207,2428,0.07334,0.09546
1997,5th Quintile,Never,0.76897,2118,2428,0.75220,0.78574
1998,1st Quintile,Seldom,0.05016,138,2299,0.04124,0.05909
1998,1st Quintile,Never,0.69388,2161,2299,0.67503,0.71272
1998,2nd Quintile,Seldom,0.06014,191,2530,0.05087,0.06940
1998,2nd Quintile,Never,0.70565,2339,2530,0.68789,0.72341
1998,3rd Quintile,At least once per month,0.01330,45,2510,0.00882,0.01779
1998,3rd Quintile,Seldom,0.09351,260,2510,0.08212,0.10490
1998,3rd Quintile,Never,0.70409,2205,2510,0.68623,0.72195
1998,4th Quintile,At least once per month,0.01457,52,2560,0.00993,0.01921
1998,4th Quintile,Seldom,0.08340,261,2560,0.07269,0.09412
1998,4th Quintile,Never,0.75871,2247,2560,0.74213,0.77528
1998,5th Quintile,At least once per week,0.01651,43,2273,0.01127,0.02175
1998,5th Quintile,At least once per month,0.02233,57,2273,0.01625,0.02840
1998,5th Quintile,Seldom,0.12010,260,2273,0.10674,0.13347
1998,5th Quintile,Never,0.72686,1913,2273,0.70854,0.74518
1999,1st Quintile,Seldom,0.03891,130,2534,0.03138,0.04644
1999,1st Quintile,Never,0.70540,2404,2534,0.68765,0.72315
1999,2nd Quintile,Seldom,0.05042,177,2802,0.04232,0.05852
1999,2nd Quintile,Never,0.72599,2625,2802,0.70947,0.74251
1999,3rd Quintile,At least once per month,0.01035,44,2779,0.00659,0.01412
1999,3rd Quintile,Seldom,0.05095,183,2779,0.04277,0.05913
1999,3rd Quintile,Never,0.73883,2552,2779,0.72249,0.75516
1999,4th Quintile,At least once per week,0.01135,35,2759,0.00739,0.01530
1999,4th Quintile,At least once per month,0.01578,48,2759,0.01113,0.02043
1999,4th Quintile,Seldom,0.06310,225,2759,0.05403,0.07217
1999,4th Quintile,Never,0.76268,2451,2759,0.74681,0.77856
1999,5th Quintile,At least once per week,0.01561,41,2586,0.01083,0.02039
