year,age_gr,migback,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,No migration background,At least once per month,0.01672,38,2164,0.01131,0.02212
1985,17-29 y.,No migration background,Seldom,0.06916,151,2164,0.05846,0.07985
1985,17-29 y.,No migration background,Never,0.89619,1975,2164,0.88333,0.90904
1985,17-29 y.,Direct migration background,Never,0.93425,784,784,0.91689,0.95161
1985,17-29 y.,Indirect migration background,Never,0.92049,103,103,0.86799,0.97299
1985,30-45 y.,No migration background,At least once per week,0.01625,35,2248,0.01102,0.02148
1985,30-45 y.,No migration background,At least once per month,0.02808,66,2248,0.02125,0.03491
1985,30-45 y.,No migration background,Seldom,0.07165,162,2248,0.06099,0.08231
1985,30-45 y.,No migration background,Never,0.87114,1985,2248,0.85729,0.88500
1985,30-45 y.,Direct migration background,Seldom,0.04312,32,1149,0.03137,0.05487
1985,30-45 y.,Direct migration background,Never,0.92736,1117,1149,0.91234,0.94237
1985,46-65 y.,No migration background,At least once per week,0.01277,31,2385,0.00826,0.01728
1985,46-65 y.,No migration background,At least once per month,0.02646,65,2385,0.02002,0.03291
1985,46-65 y.,No migration background,Seldom,0.04373,113,2385,0.03552,0.05194
1985,46-65 y.,No migration background,Never,0.89863,2176,2385,0.88652,0.91075
1985,46-65 y.,Direct migration background,Never,0.94872,833,833,0.93373,0.96371
1985,66 and older,No migration background,Never,0.95158,1013,1013,0.93836,0.96481
1985,66 and older,Direct migration background,Never,0.98951,36,36,0.95575,1.02327
1986,17-29 y.,No migration background,At least once per month,0.02112,41,2110,0.01499,0.02726
1986,17-29 y.,No migration background,Seldom,0.06390,127,2110,0.05346,0.07434
1986,17-29 y.,No migration background,Never,0.90514,1942,2110,0.89263,0.91765
1986,17-29 y.,Direct migration background,Never,0.92920,756,756,0.91090,0.94750
1986,17-29 y.,Indirect migration background,Never,0.95301,116,116,0.91433,0.99169
1986,30-45 y.,No migration background,At least once per month,0.02439,52,2100,0.01779,0.03099
1986,30-45 y.,No migration background,Seldom,0.07799,160,2100,0.06652,0.08946
1986,30-45 y.,No migration background,Never,0.87332,1888,2100,0.85909,0.88755
1986,30-45 y.,Direct migration background,Never,0.94536,1049,1049,0.93160,0.95912
1986,46-65 y.,No migration background,At least once per week,0.01316,32,2298,0.00850,0.01782
1986,46-65 y.,No migration background,At least once per month,0.02217,53,2298,0.01615,0.02819
1986,46-65 y.,No migration background,Seldom,0.05226,128,2298,0.04316,0.06136
1986,46-65 y.,No migration background,Never,0.89191,2085,2298,0.87921,0.90461
1986,46-65 y.,Direct migration background,Never,0.94779,844,844,0.93277,0.96281
1986,66 and older,No migration background,Never,0.95878,935,935,0.94603,0.97153
1986,66 and older,Direct migration background,Never,0.96579,48,48,0.91383,1.01776
1988,17-29 y.,No migration background,Seldom,0.05880,107,1889,0.04819,0.06941
1988,17-29 y.,No migration background,Never,0.92665,1782,1889,0.91489,0.93841
1988,17-29 y.,Direct migration background,Never,0.93737,738,738,0.91987,0.95486
1988,17-29 y.,Indirect migration background,Never,0.92328,178,178,0.88407,0.96249
1988,30-45 y.,No migration background,At least once per month,0.02315,46,1958,0.01648,0.02981
1988,30-45 y.,No migration background,Seldom,0.08432,167,1958,0.07201,0.09663
1988,30-45 y.,No migration background,Never,0.86967,1745,1958,0.85475,0.88458
1988,30-45 y.,Direct migration background,Never,0.94392,898,898,0.92887,0.95898
1988,46-65 y.,No migration background,At least once per month,0.01944,43,2140,0.01359,0.02529
1988,46-65 y.,No migration background,Seldom,0.06481,146,2140,0.05438,0.07524
1988,46-65 y.,No migration background,Never,0.88862,1951,2140,0.87529,0.90195
1988,46-65 y.,Direct migration background,Never,0.93031,860,860,0.91328,0.94734
1988,66 and older,No migration background,Never,0.95025,922,922,0.93621,0.96429
1988,66 and older,Direct migration background,Never,0.95693,60,60,0.90513,1.00873
1990,17-29 y.,No migration background,At least once per month,0.02269,65,2839,0.01721,0.02817
1990,17-29 y.,No migration background,Seldom,0.12024,322,2839,0.10828,0.13221
1990,17-29 y.,No migration background,Never,0.84344,2452,2839,0.83007,0.85681
1990,17-29 y.,Direct migration background,Seldom,0.07071,36,687,0.05153,0.08990
1990,17-29 y.,Direct migration background,Never,0.88459,651,687,0.86067,0.90850
1990,17-29 y.,Indirect migration background,Never,0.91935,242,242,0.88497,0.95373
1990,30-45 y.,No migration background,At least once per week,0.01866,71,3373,0.01409,0.02323
1990,30-45 y.,No migration background,At least once per month,0.03438,136,3373,0.02823,0.04054
1990,30-45 y.,No migration background,Seldom,0.17568,547,3373,0.16283,0.18852
1990,30-45 y.,No migration background,Never,0.76567,2619,3373,0.75138,0.77997
1990,30-45 y.,Direct migration background,Seldom,0.08143,56,842,0.06294,0.09991
1990,30-45 y.,Direct migration background,Never,0.87869,786,842,0.85662,0.90076
1990,46-65 y.,No migration background,At least once per week,0.02139,74,3212,0.01638,0.02639
1990,46-65 y.,No migration background,At least once per month,0.04692,167,3212,0.03961,0.05424
1990,46-65 y.,No migration background,Seldom,0.13566,428,3212,0.12381,0.14750
1990,46-65 y.,No migration background,Never,0.78646,2543,3212,0.77229,0.80063
1990,46-65 y.,Direct migration background,Seldom,0.08026,52,957,0.06304,0.09748
1990,46-65 y.,Direct migration background,Never,0.88100,905,957,0.86047,0.90152
1990,66 and older,No migration background,Seldom,0.06134,86,1285,0.04821,0.07446
1990,66 and older,No migration background,Never,0.89792,1199,1285,0.88136,0.91448
1990,66 and older,Direct migration background,Never,0.92716,97,97,0.87518,0.97915
1992,17-29 y.,No migration background,Seldom,0.05086,124,2522,0.04229,0.05944
1992,17-29 y.,No migration background,Never,0.93113,2398,2522,0.92124,0.94101
1992,17-29 y.,Direct migration background,Never,0.95172,597,597,0.93451,0.96893
1992,17-29 y.,Indirect migration background,Never,0.90616,343,343,0.87526,0.93707
1992,30-45 y.,No migration background,At least once per week,0.01052,41,3408,0.00710,0.01395
1992,30-45 y.,No migration background,At least once per month,0.02224,79,3408,0.01729,0.02720
1992,30-45 y.,No migration background,Seldom,0.08185,268,3408,0.07264,0.09105
1992,30-45 y.,No migration background,Never,0.87661,3020,3408,0.86557,0.88765
1992,30-45 y.,Direct migration background,Seldom,0.05019,34,769,0.03474,0.06563
1992,30-45 y.,Direct migration background,Never,0.91956,735,769,0.90032,0.93879
1992,46-65 y.,No migration background,At least once per week,0.01284,45,2966,0.00879,0.01689
