year,bula_h,pgisced97,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Hesse,Upper Secondary Level,Often,0.14923,113,660,0.12202,0.17643
2003,Hesse,Upper Secondary Level,Sometimes,0.34116,233,660,0.30497,0.37736
2003,Hesse,Upper Secondary Level,Seldom,0.28648,197,660,0.25196,0.32100
2003,Hesse,Upper Secondary Level,Never,0.17894,117,660,0.14968,0.20821
2003,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.38311,48,48,0.24412,0.52209
2003,Hesse,First Stage of Tertiary Education,Sometimes,0.45549,42,42,0.30305,0.60793
2003,Hesse,Second Stage of Tertiary Education,Often,0.22873,72,279,0.17936,0.27811
2003,Hesse,Second Stage of Tertiary Education,Sometimes,0.35436,131,279,0.29814,0.41059
2003,Hesse,Second Stage of Tertiary Education,Seldom,0.24581,76,279,0.19520,0.29642
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Often,0.15707,35,217,0.10854,0.20559
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.28039,67,217,0.22049,0.34030
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.19208,44,217,0.13954,0.24462
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.34677,71,217,0.28330,0.41024
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.18834,127,661,0.15851,0.21817
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.27770,197,661,0.24353,0.31187
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.27963,189,661,0.24539,0.31387
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.22644,148,661,0.19451,0.25837
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Sometimes,0.34599,33,64,0.22853,0.46346
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.30773,31,64,0.19376,0.42171
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Often,0.19849,40,157,0.13590,0.26108
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.42512,70,157,0.34754,0.50270
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.22366,47,157,0.15827,0.28905
2003,Baden-Wuerttemberg,Pre-primary Level,Often,0.43111,33,33,0.25952,0.60270
2003,Baden-Wuerttemberg,Lower Secondary Level,Often,0.11099,51,442,0.08167,0.14030
2003,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.31249,144,442,0.26922,0.35575
2003,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.25535,118,442,0.21465,0.29604
2003,Baden-Wuerttemberg,Lower Secondary Level,Never,0.30262,129,442,0.25974,0.34549
2003,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.04302,48,1246,0.03175,0.05430
2003,Baden-Wuerttemberg,Upper Secondary Level,Often,0.11635,155,1246,0.09854,0.13416
2003,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.34181,443,1246,0.31546,0.36815
2003,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.31124,368,1246,0.28552,0.33695
2003,Baden-Wuerttemberg,Upper Secondary Level,Never,0.18758,232,1246,0.16590,0.20927
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.31075,41,84,0.21119,0.41032
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.32830,43,84,0.22728,0.42933
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.41489,89,148,0.33524,0.49454
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.23915,59,148,0.17020,0.30811
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.18408,84,451,0.14827,0.21989
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.39871,193,451,0.35347,0.44395
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.31600,139,451,0.27304,0.35895
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.07256,35,451,0.04859,0.09653
2003,Bavaria,Lower Secondary Level,Often,0.10456,40,375,0.07354,0.13557
2003,Bavaria,Lower Secondary Level,Sometimes,0.26197,112,375,0.21741,0.30653
2003,Bavaria,Lower Secondary Level,Seldom,0.26538,109,375,0.22063,0.31013
2003,Bavaria,Lower Secondary Level,Never,0.33667,114,375,0.28877,0.38456
2003,Bavaria,Upper Secondary Level,Very often,0.04315,67,1629,0.03328,0.05302
2003,Bavaria,Upper Secondary Level,Often,0.13895,236,1629,0.12215,0.15575
2003,Bavaria,Upper Secondary Level,Sometimes,0.29971,539,1629,0.27745,0.32196
2003,Bavaria,Upper Secondary Level,Seldom,0.30208,501,1629,0.27977,0.32438
2003,Bavaria,Upper Secondary Level,Never,0.21611,286,1629,0.19612,0.23610
2003,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.39636,53,95,0.29748,0.49525
2003,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.26161,42,95,0.17276,0.35046
2003,Bavaria,First Stage of Tertiary Education,Often,0.15474,47,234,0.10830,0.20118
2003,Bavaria,First Stage of Tertiary Education,Sometimes,0.31921,83,234,0.25935,0.37907
2003,Bavaria,First Stage of Tertiary Education,Seldom,0.25455,64,234,0.19862,0.31048
2003,Bavaria,First Stage of Tertiary Education,Never,0.21542,40,234,0.16263,0.26821
2003,Bavaria,Second Stage of Tertiary Education,Often,0.21191,118,562,0.17809,0.24572
2003,Bavaria,Second Stage of Tertiary Education,Sometimes,0.34359,207,562,0.30429,0.38289
2003,Bavaria,Second Stage of Tertiary Education,Seldom,0.29598,183,562,0.25820,0.33375
2003,Bavaria,Second Stage of Tertiary Education,Never,0.10621,54,562,0.08072,0.13171
2003,Berlin,Upper Secondary Level,Often,0.13964,57,318,0.10148,0.17779
2003,Berlin,Upper Secondary Level,Sometimes,0.35569,118,318,0.30299,0.40839
2003,Berlin,Upper Secondary Level,Seldom,0.26377,91,318,0.21526,0.31229
2003,Berlin,Upper Secondary Level,Never,0.17303,52,318,0.13139,0.21467
2003,Berlin,Second Stage of Tertiary Education,Often,0.20420,48,221,0.15093,0.25747
2003,Berlin,Second Stage of Tertiary Education,Sometimes,0.46422,107,221,0.39832,0.53012
2003,Berlin,Second Stage of Tertiary Education,Seldom,0.22259,66,221,0.16762,0.27756
2003,Brandenburg,Upper Secondary Level,Often,0.12463,56,440,0.09373,0.15553
2003,Brandenburg,Upper Secondary Level,Sometimes,0.31717,155,440,0.27363,0.36070
2003,Brandenburg,Upper Secondary Level,Seldom,0.26567,126,440,0.22435,0.30698
2003,Brandenburg,Upper Secondary Level,Never,0.24548,103,440,0.20522,0.28574
2003,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.47053,123,199,0.40101,0.54006
2003,Brandenburg,Second Stage of Tertiary Education,Seldom,0.26309,76,199,0.20176,0.32443
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Often,0.15150,37,264,0.10817,0.19484
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.29896,85,264,0.24363,0.35429
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.26082,81,264,0.20775,0.31389
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.26652,61,264,0.21308,0.31995
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.31832,48,98,0.22562,0.41102
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.42014,50,98,0.32191,0.51837
2003,Saxony,Lower Secondary Level,Sometimes,0.25069,31,69,0.14768,0.35371
2003,Saxony,Lower Secondary Level,Never,0.33802,38,69,0.22559,0.45045
2003,Saxony,Upper Secondary Level,Often,0.13077,112,845,0.10803,0.15352
2003,Saxony,Upper Secondary Level,Sometimes,0.30293,275,845,0.27193,0.33393
2003,Saxony,Upper Secondary Level,Seldom,0.30225,266,845,0.27127,0.33323
2003,Saxony,Upper Secondary Level,Never,0.23287,192,845,0.20435,0.26138
2003,Saxony,First Stage of Tertiary Education,Sometimes,0.38568,53,100,0.28979,0.48156
2003,Saxony,First Stage of Tertiary Education,Seldom,0.32904,47,100,0.23649,0.42160
2003,Saxony,Second Stage of Tertiary Education,Often,0.20199,76,332,0.15874,0.24524
2003,Saxony,Second Stage of Tertiary Education,Sometimes,0.37754,143,332,0.32531,0.42976
2003,Saxony,Second Stage of Tertiary Education,Seldom,0.31568,113,332,0.26561,0.36575
2003,Saxony-Anhalt,Upper Secondary Level,Often,0.16571,81,440,0.13093,0.20049
2003,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.23195,104,440,0.19246,0.27143
2003,Saxony-Anhalt,Upper Secondary Level,Seldom,0.28475,135,440,0.24253,0.32697
2003,Saxony-Anhalt,Upper Secondary Level,Never,0.29426,120,440,0.25163,0.33689
2003,Saxony-Anhalt,First Stage of Tertiary Education,Seldom,0.28681,31,31,0.12497,0.44866
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Often,0.17698,39,191,0.12271,0.23125
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.27313,70,191,0.20977,0.33648
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.36699,82,191,0.29846,0.43553
2003,Thuringa,Upper Secondary Level,Often,0.10554,61,558,0.08002,0.13105
2003,Thuringa,Upper Secondary Level,Sometimes,0.28133,179,558,0.24399,0.31868
2003,Thuringa,Upper Secondary Level,Seldom,0.31115,190,558,0.27270,0.34960
2003,Thuringa,Upper Secondary Level,Never,0.27274,128,558,0.23575,0.30973
2003,Thuringa,First Stage of Tertiary Education,Seldom,0.38032,34,34,0.21468,0.54595
2003,Thuringa,Second Stage of Tertiary Education,Sometimes,0.41604,78,133,0.33195,0.50012
2003,Thuringa,Second Stage of Tertiary Education,Seldom,0.31998,55,133,0.24040,0.39955
2008,Schleswig-Holstein,Upper Secondary Level,Often,0.18197,45,287,0.13725,0.22668
2008,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.29697,85,287,0.24402,0.34993
2008,Schleswig-Holstein,Upper Secondary Level,Seldom,0.33387,101,287,0.27922,0.38853
2008,Schleswig-Holstein,Upper Secondary Level,Never,0.16908,56,287,0.12564,0.21252
2008,Hamburg,Upper Secondary Level,Sometimes,0.32946,35,70,0.21855,0.44036
2008,Hamburg,Upper Secondary Level,Seldom,0.27305,35,70,0.16792,0.37817
2008,Lower Saxony,Lower Secondary Level,Sometimes,0.24343,52,168,0.17834,0.30851
2008,Lower Saxony,Lower Secondary Level,Seldom,0.30748,58,168,0.23749,0.37747
2008,Lower Saxony,Lower Secondary Level,Never,0.26976,58,168,0.20245,0.33708
2008,Lower Saxony,Upper Secondary Level,Often,0.16096,140,898,0.13691,0.18501
2008,Lower Saxony,Upper Secondary Level,Sometimes,0.31405,317,898,0.28367,0.34442
2008,Lower Saxony,Upper Secondary Level,Seldom,0.29182,265,898,0.26207,0.32157
2008,Lower Saxony,Upper Secondary Level,Never,0.20406,176,898,0.17769,0.23043
2008,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.38913,43,74,0.27728,0.50097
2008,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.23808,31,74,0.14038,0.33578
2008,Lower Saxony,First Stage of Tertiary Education,Sometimes,0.35725,39,74,0.24732,0.46718
2008,Lower Saxony,First Stage of Tertiary Education,Seldom,0.31959,35,74,0.21262,0.42656
2008,Lower Saxony,Second Stage of Tertiary Education,Often,0.19500,69,270,0.14765,0.24235
2008,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.45740,129,270,0.39787,0.51693
2008,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.23837,72,270,0.18745,0.28929
2008,North Rhine-Westphalia,Lower Secondary Level,Often,0.09901,49,454,0.07151,0.12652
2008,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.25259,124,454,0.21257,0.29260
2008,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.28668,125,454,0.24504,0.32832
2008,North Rhine-Westphalia,Lower Secondary Level,Never,0.34101,156,454,0.29736,0.38466
2008,North Rhine-Westphalia,Upper Secondary Level,Very often,0.02638,46,1897,0.01917,0.03360
2008,North Rhine-Westphalia,Upper Secondary Level,Often,0.14459,265,1897,0.12876,0.16042
2008,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.30596,602,1897,0.28521,0.32670
2008,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.30135,589,1897,0.28070,0.32200
2008,North Rhine-Westphalia,Upper Secondary Level,Never,0.22172,395,1897,0.20303,0.24042
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.17580,53,289,0.13184,0.21976
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.37831,118,289,0.32230,0.43432
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.26367,77,289,0.21278,0.31456
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.14396,41,289,0.10342,0.18451
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Often,0.15972,51,266,0.11562,0.20383
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.45505,100,266,0.39509,0.51501
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.24888,84,266,0.19682,0.30093
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.12459,31,266,0.08483,0.16435
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.22836,163,759,0.19848,0.25824
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.37962,303,759,0.34507,0.41417
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.28751,226,759,0.25529,0.31973
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.08233,67,759,0.06276,0.10190
2008,Hesse,Lower Secondary Level,Sometimes,0.24375,34,104,0.16083,0.32666
2008,Hesse,Lower Secondary Level,Seldom,0.23317,31,104,0.15151,0.31483
2008,Hesse,Lower Secondary Level,Never,0.31978,39,104,0.22971,0.40985
2008,Hesse,Upper Secondary Level,Often,0.11016,66,595,0.08498,0.13534
2008,Hesse,Upper Secondary Level,Sometimes,0.36778,231,595,0.32900,0.40656
2008,Hesse,Upper Secondary Level,Seldom,0.29278,183,595,0.25619,0.32938
2008,Hesse,Upper Secondary Level,Never,0.19575,115,595,0.16384,0.22765
2008,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.34526,39,39,0.19409,0.49643
2008,Hesse,First Stage of Tertiary Education,Sometimes,0.44773,31,31,0.26979,0.62568
2008,Hesse,Second Stage of Tertiary Education,Often,0.23435,82,283,0.18491,0.28379
2008,Hesse,Second Stage of Tertiary Education,Sometimes,0.33988,113,283,0.28459,0.39516
2008,Hesse,Second Stage of Tertiary Education,Seldom,0.27942,88,283,0.22704,0.33179
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.26891,41,136,0.19411,0.34370
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.21321,40,136,0.14412,0.28230
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.36115,55,136,0.28013,0.44218
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.11346,75,533,0.08651,0.14041
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.36585,180,533,0.32492,0.40678
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.26650,148,533,0.22893,0.30407
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.22262,130,533,0.18727,0.25797
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.49630,39,39,0.33733,0.65528
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Often,0.20162,38,147,0.13654,0.26670
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.35985,65,147,0.28199,0.43770
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.24067,44,147,0.17132,0.31001
2008,Baden-Wuerttemberg,Lower Secondary Level,Often,0.13697,42,301,0.09806,0.17587
2008,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.30347,96,301,0.25145,0.35550
2008,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.28154,91,301,0.23064,0.33243
2008,Baden-Wuerttemberg,Lower Secondary Level,Never,0.27648,72,301,0.22587,0.32709
2008,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.03339,41,1136,0.02293,0.04384
2008,Baden-Wuerttemberg,Upper Secondary Level,Often,0.15001,191,1136,0.12923,0.17078
2008,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.34476,385,1136,0.31711,0.37241
2008,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.29558,352,1136,0.26904,0.32213
2008,Baden-Wuerttemberg,Upper Secondary Level,Never,0.17627,167,1136,0.15410,0.19844
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.41606,52,93,0.31534,0.51678
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.27528,41,93,0.18401,0.36655
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.35400,69,126,0.27017,0.43784
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.34734,57,126,0.26387,0.43081
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.17090,87,433,0.13540,0.20640
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.41750,185,433,0.37100,0.46401
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.31002,130,433,0.26641,0.35364
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.05433,31,433,0.03295,0.07570
2008,Bavaria,Lower Secondary Level,Sometimes,0.27587,93,275,0.22295,0.32880
2008,Bavaria,Lower Secondary Level,Seldom,0.25339,81,275,0.20189,0.30489
2008,Bavaria,Lower Secondary Level,Never,0.36757,101,275,0.31048,0.42466
2008,Bavaria,Upper Secondary Level,Very often,0.03577,38,1441,0.02617,0.04536
2008,Bavaria,Upper Secondary Level,Often,0.11356,198,1441,0.09718,0.12995
2008,Bavaria,Upper Secondary Level,Sometimes,0.32935,471,1441,0.30507,0.35362
2008,Bavaria,Upper Secondary Level,Seldom,0.31108,460,1441,0.28717,0.33499
2008,Bavaria,Upper Secondary Level,Never,0.21024,274,1441,0.18919,0.23128
2008,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.34583,47,86,0.24472,0.44695
2008,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.35560,39,86,0.25384,0.45737
2008,Bavaria,First Stage of Tertiary Education,Often,0.15535,33,174,0.10137,0.20933
2008,Bavaria,First Stage of Tertiary Education,Sometimes,0.31698,69,174,0.24764,0.38631
2008,Bavaria,First Stage of Tertiary Education,Seldom,0.31243,72,174,0.24336,0.38149
2008,Bavaria,Second Stage of Tertiary Education,Often,0.20743,102,528,0.17281,0.24205
2008,Bavaria,Second Stage of Tertiary Education,Sometimes,0.32839,198,528,0.28830,0.36849
2008,Bavaria,Second Stage of Tertiary Education,Seldom,0.32046,182,528,0.28062,0.36031
2008,Bavaria,Second Stage of Tertiary Education,Never,0.10029,46,528,0.07464,0.12593
2008,Berlin,Upper Secondary Level,Often,0.19934,54,274,0.15195,0.24673
2008,Berlin,Upper Secondary Level,Sometimes,0.34491,97,274,0.28852,0.40129
2008,Berlin,Upper Secondary Level,Seldom,0.23501,72,274,0.18471,0.28530
2008,Berlin,Upper Secondary Level,Never,0.19150,51,274,0.14482,0.23817
2008,Berlin,Second Stage of Tertiary Education,Often,0.15059,43,245,0.10571,0.19546
2008,Berlin,Second Stage of Tertiary Education,Sometimes,0.41851,104,245,0.35661,0.48041
2008,Berlin,Second Stage of Tertiary Education,Seldom,0.26850,65,245,0.21289,0.32411
2008,Berlin,Second Stage of Tertiary Education,Never,0.13178,33,245,0.08933,0.17422
2008,Brandenburg,Upper Secondary Level,Often,0.14773,49,379,0.11196,0.18350
2008,Brandenburg,Upper Secondary Level,Sometimes,0.28867,120,379,0.24299,0.33435
2008,Brandenburg,Upper Secondary Level,Seldom,0.31348,116,379,0.26672,0.36025
2008,Brandenburg,Upper Secondary Level,Never,0.21749,94,379,0.17590,0.25908
2008,Brandenburg,Second Stage of Tertiary Education,Often,0.13940,37,231,0.09464,0.18417
2008,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.36462,92,231,0.30242,0.42683
2008,Brandenburg,Second Stage of Tertiary Education,Seldom,0.26918,68,231,0.21185,0.32650
2008,Brandenburg,Second Stage of Tertiary Education,Never,0.18214,34,231,0.13226,0.23202
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.34791,80,206,0.28271,0.41312
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.28714,76,206,0.22520,0.34907
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.21737,50,206,0.16091,0.27383
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.38814,56,105,0.29448,0.48180
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.36246,49,105,0.27007,0.45485
2008,Saxony,Upper Secondary Level,Often,0.13678,100,752,0.11220,0.16136
2008,Saxony,Upper Secondary Level,Sometimes,0.35156,260,752,0.31742,0.38571
2008,Saxony,Upper Secondary Level,Seldom,0.30895,235,752,0.27590,0.34199
2008,Saxony,Upper Secondary Level,Never,0.18749,157,752,0.15957,0.21540
2008,Saxony,First Stage of Tertiary Education,Sometimes,0.45071,47,88,0.34615,0.55526
2008,Saxony,First Stage of Tertiary Education,Seldom,0.27533,41,88,0.18147,0.36920
2008,Saxony,Second Stage of Tertiary Education,Often,0.21904,72,321,0.17372,0.26436
2008,Saxony,Second Stage of Tertiary Education,Sometimes,0.32304,139,321,0.27180,0.37428
2008,Saxony,Second Stage of Tertiary Education,Seldom,0.33804,110,321,0.28621,0.38987
2008,Saxony-Anhalt,Upper Secondary Level,Often,0.10552,54,409,0.07571,0.13534
2008,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.32229,137,409,0.27694,0.36764
2008,Saxony-Anhalt,Upper Secondary Level,Seldom,0.35117,142,409,0.30486,0.39749
2008,Saxony-Anhalt,Upper Secondary Level,Never,0.19990,76,409,0.16110,0.23871
2008,Saxony-Anhalt,First Stage of Tertiary Education,Seldom,0.33256,31,31,0.16397,0.50115
