"pld0043","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Sehr oft","2003","Schleswig-Holstein","Westdeutschland","","","",""
"Sehr oft","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr oft","2003","Hamburg","Westdeutschland","","","",""
"Sehr oft","2003","Hamburg","Ostdeutschland","","","",""
"Sehr oft","2003","Niedersachsen","Westdeutschland","114","0.0491295258951254","0.0394160469671059","0.058843004823145"
"Sehr oft","2003","Niedersachsen","Ostdeutschland","","","",""
"Sehr oft","2003","Bremen","Westdeutschland","","","",""
"Sehr oft","2003","Bremen","Ostdeutschland","","","",""
"Sehr oft","2003","Nordrhein-Westfalen","Westdeutschland","192","0.04035194547976","0.0346898481120202","0.0460140428474997"
"Sehr oft","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr oft","2003","Hessen","Westdeutschland","71","0.0590453426415247","0.0470649851244184","0.0710257001586311"
"Sehr oft","2003","Hessen","Ostdeutschland","","","",""
"Sehr oft","2003","Rheinland-Pfalz,Saarland","Westdeutschland","45","0.0305357808192687","0.0212575090456553","0.0398140525928822"
"Sehr oft","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr oft","2003","Baden-Wuerttemberg","Westdeutschland","97","0.0359666934232502","0.0289116236639554","0.0430217631825449"
"Sehr oft","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr oft","2003","Bayern","Westdeutschland","128","0.0415228993770246","0.0345126609091961","0.0485331378448531"
"Sehr oft","2003","Bayern","Ostdeutschland","","","",""
"Sehr oft","2003","Berlin","Westdeutschland","","","",""
"Sehr oft","2003","Berlin","Ostdeutschland","","","",""
"Sehr oft","2003","Brandenburg","Westdeutschland","","","",""
"Sehr oft","2003","Brandenburg","Ostdeutschland","39","0.0508567565629727","0.0367741678599681","0.0649393452659774"
"Sehr oft","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr oft","2003","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Sehr oft","2003","Sachsen","Westdeutschland","","","",""
"Sehr oft","2003","Sachsen","Ostdeutschland","44","0.02367713073715","0.0162319010157627","0.0311223604585373"
"Sehr oft","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr oft","2003","Sachsen-Anhalt","Ostdeutschland","38","0.0304549027257862","0.0194110849433221","0.0414987205082503"
"Sehr oft","2003","Thueringen","Westdeutschland","","","",""
"Sehr oft","2003","Thueringen","Ostdeutschland","","","",""
"Oft","2003","Schleswig-Holstein","Westdeutschland","94","0.131884026339099","0.106108706160837","0.157659346517362"
"Oft","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"Oft","2003","Hamburg","Westdeutschland","57","0.178628737343051","0.134619178742702","0.222638295943399"
"Oft","2003","Hamburg","Ostdeutschland","","","",""
"Oft","2003","Niedersachsen","Westdeutschland","356","0.176090622568322","0.158972715192299","0.193208529944346"
"Oft","2003","Niedersachsen","Ostdeutschland","","","",""
"Oft","2003","Bremen","Westdeutschland","37","0.182666185355307","0.125254237724407","0.240078132986207"
"Oft","2003","Bremen","Ostdeutschland","","","",""
"Oft","2003","Nordrhein-Westfalen","Westdeutschland","831","0.166879744699483","0.156151102524933","0.177608386874032"
"Oft","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Oft","2003","Hessen","Westdeutschland","274","0.170184427183096","0.151083990088166","0.189284864278026"
"Oft","2003","Hessen","Ostdeutschland","","","",""
"Oft","2003","Rheinland-Pfalz,Saarland","Westdeutschland","251","0.183489649744325","0.162616724620146","0.204362574868504"
"Oft","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Oft","2003","Baden-Wuerttemberg","Westdeutschland","395","0.144183129227177","0.130873906846452","0.157492351607903"
"Oft","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Oft","2003","Bayern","Westdeutschland","498","0.150777779599162","0.138203664488701","0.163351894709623"
"Oft","2003","Bayern","Ostdeutschland","","","",""
"Oft","2003","Berlin","Westdeutschland","81","0.189906525435357","0.153505118260819","0.226307932609894"
"Oft","2003","Berlin","Ostdeutschland","81","0.178096483230326","0.13911258000813","0.217080386452521"
"Oft","2003","Brandenburg","Westdeutschland","","","",""
"Oft","2003","Brandenburg","Ostdeutschland","118","0.126160309295328","0.104877961233894","0.147442657356763"
"Oft","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Oft","2003","Mecklenburg-Vorpommern","Ostdeutschland","89","0.151428624012481","0.1207654846842","0.182091763340761"
