"pld0043","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2007","(noch) kein Abschluss","Sachsen","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Thueringen","","","",""
"Sehr oft","2007","Hauptschule","Schleswig-Holstein","","","",""
"Sehr oft","2007","Hauptschule","Hamburg","","","",""
"Sehr oft","2007","Hauptschule","Niedersachsen","","","",""
"Sehr oft","2007","Hauptschule","Bremen","","","",""
"Sehr oft","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2007","Hauptschule","Hessen","","","",""
"Sehr oft","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2007","Hauptschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2007","Hauptschule","Bayern","","","",""
"Sehr oft","2007","Hauptschule","Saarland","","","",""
"Sehr oft","2007","Hauptschule","Berlin","","","",""
"Sehr oft","2007","Hauptschule","Brandenburg","","","",""
"Sehr oft","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2007","Hauptschule","Sachsen","","","",""
"Sehr oft","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Sehr oft","2007","Hauptschule","Thueringen","","","",""
"Sehr oft","2007","Realschule","Schleswig-Holstein","","","",""
"Sehr oft","2007","Realschule","Hamburg","","","",""
"Sehr oft","2007","Realschule","Niedersachsen","","","",""
"Sehr oft","2007","Realschule","Bremen","","","",""
"Sehr oft","2007","Realschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2007","Realschule","Hessen","","","",""
"Sehr oft","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2007","Realschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2007","Realschule","Bayern","","","",""
"Sehr oft","2007","Realschule","Saarland","","","",""
"Sehr oft","2007","Realschule","Berlin","","","",""
"Sehr oft","2007","Realschule","Brandenburg","","","",""
"Sehr oft","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2007","Realschule","Sachsen","","","",""
"Sehr oft","2007","Realschule","Sachsen-Anhalt","","","",""
"Sehr oft","2007","Realschule","Thueringen","","","",""
"Sehr oft","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Sehr oft","2007","(Fach-)Abitur","Hamburg","","","",""
"Sehr oft","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Sehr oft","2007","(Fach-)Abitur","Bremen","","","",""
"Sehr oft","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Sehr oft","2007","(Fach-)Abitur","Hessen","","","",""
"Sehr oft","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Sehr oft","2007","(Fach-)Abitur","Bayern","","","",""
"Sehr oft","2007","(Fach-)Abitur","Saarland","","","",""
"Sehr oft","2007","(Fach-)Abitur","Berlin","","","",""
"Sehr oft","2007","(Fach-)Abitur","Brandenburg","","","",""
"Sehr oft","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2007","(Fach-)Abitur","Sachsen","","","",""
"Sehr oft","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Sehr oft","2007","(Fach-)Abitur","Thueringen","","","",""
"Sehr oft","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Sehr oft","2007","AkademikerIn","Hamburg","","","",""
"Sehr oft","2007","AkademikerIn","Niedersachsen","","","",""
"Sehr oft","2007","AkademikerIn","Bremen","","","",""
"Sehr oft","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Sehr oft","2007","AkademikerIn","Hessen","","","",""
"Sehr oft","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2007","AkademikerIn","Baden-Wuerttemberg","","","",""
"Sehr oft","2007","AkademikerIn","Bayern","","","",""
"Sehr oft","2007","AkademikerIn","Saarland","","","",""
"Sehr oft","2007","AkademikerIn","Berlin","","","",""
"Sehr oft","2007","AkademikerIn","Brandenburg","","","",""
"Sehr oft","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2007","AkademikerIn","Sachsen","","","",""
"Sehr oft","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Sehr oft","2007","AkademikerIn","Thueringen","","","",""
"Oft","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Oft","2007","(noch) kein Abschluss","Hamburg","","","",""
"Oft","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Oft","2007","(noch) kein Abschluss","Bremen","","","",""
"Oft","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Oft","2007","(noch) kein Abschluss","Hessen","","","",""
"Oft","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Oft","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Oft","2007","(noch) kein Abschluss","Bayern","","","",""
"Oft","2007","(noch) kein Abschluss","Saarland","","","",""
"Oft","2007","(noch) kein Abschluss","Berlin","","","",""
"Oft","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Oft","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Oft","2007","(noch) kein Abschluss","Sachsen","","","",""
"Oft","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Oft","2007","(noch) kein Abschluss","Thueringen","","","",""
"Oft","2007","Hauptschule","Schleswig-Holstein","","","",""
"Oft","2007","Hauptschule","Hamburg","","","",""
"Oft","2007","Hauptschule","Niedersachsen","","","",""
"Oft","2007","Hauptschule","Bremen","","","",""
"Oft","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Oft","2007","Hauptschule","Hessen","","","",""
"Oft","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Oft","2007","Hauptschule","Baden-Wuerttemberg","","","",""
"Oft","2007","Hauptschule","Bayern","","","",""
"Oft","2007","Hauptschule","Saarland","","","",""
"Oft","2007","Hauptschule","Berlin","","","",""
"Oft","2007","Hauptschule","Brandenburg","","","",""
"Oft","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Oft","2007","Hauptschule","Sachsen","","","",""
"Oft","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Oft","2007","Hauptschule","Thueringen","","","",""
"Oft","2007","Realschule","Schleswig-Holstein","","","",""
"Oft","2007","Realschule","Hamburg","","","",""
"Oft","2007","Realschule","Niedersachsen","","","",""
"Oft","2007","Realschule","Bremen","","","",""
"Oft","2007","Realschule","Nordrhein-Westfalen","","","",""
"Oft","2007","Realschule","Hessen","","","",""
"Oft","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Oft","2007","Realschule","Baden-Wuerttemberg","","","",""
"Oft","2007","Realschule","Bayern","","","",""
"Oft","2007","Realschule","Saarland","","","",""
"Oft","2007","Realschule","Berlin","","","",""
"Oft","2007","Realschule","Brandenburg","","","",""
"Oft","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Oft","2007","Realschule","Sachsen","","","",""
"Oft","2007","Realschule","Sachsen-Anhalt","","","",""
"Oft","2007","Realschule","Thueringen","","","",""
"Oft","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Oft","2007","(Fach-)Abitur","Hamburg","","","",""
"Oft","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Oft","2007","(Fach-)Abitur","Bremen","","","",""
"Oft","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Oft","2007","(Fach-)Abitur","Hessen","","","",""
"Oft","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Oft","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Oft","2007","(Fach-)Abitur","Bayern","","","",""
"Oft","2007","(Fach-)Abitur","Saarland","","","",""
"Oft","2007","(Fach-)Abitur","Berlin","","","",""
"Oft","2007","(Fach-)Abitur","Brandenburg","","","",""
"Oft","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Oft","2007","(Fach-)Abitur","Sachsen","","","",""
"Oft","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Oft","2007","(Fach-)Abitur","Thueringen","","","",""
"Oft","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Oft","2007","AkademikerIn","Hamburg","","","",""
"Oft","2007","AkademikerIn","Niedersachsen","","","",""
"Oft","2007","AkademikerIn","Bremen","","","",""
"Oft","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Oft","2007","AkademikerIn","Hessen","","","",""
"Oft","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Oft","2007","AkademikerIn","Baden-Wuerttemberg","","","",""
"Oft","2007","AkademikerIn","Bayern","","","",""
"Oft","2007","AkademikerIn","Saarland","","","",""
"Oft","2007","AkademikerIn","Berlin","","","",""
"Oft","2007","AkademikerIn","Brandenburg","","","",""
"Oft","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Oft","2007","AkademikerIn","Sachsen","","","",""
"Oft","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Oft","2007","AkademikerIn","Thueringen","","","",""
"Manchmal","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Manchmal","2007","(noch) kein Abschluss","Hamburg","","","",""
"Manchmal","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Manchmal","2007","(noch) kein Abschluss","Bremen","","","",""
"Manchmal","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Manchmal","2007","(noch) kein Abschluss","Hessen","","","",""
"Manchmal","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Manchmal","2007","(noch) kein Abschluss","Bayern","","","",""
"Manchmal","2007","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2007","(noch) kein Abschluss","Berlin","","","",""
"Manchmal","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Manchmal","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Manchmal","2007","(noch) kein Abschluss","Sachsen","","","",""
"Manchmal","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Manchmal","2007","(noch) kein Abschluss","Thueringen","","","",""
"Manchmal","2007","Hauptschule","Schleswig-Holstein","","","",""
"Manchmal","2007","Hauptschule","Hamburg","","","",""
"Manchmal","2007","Hauptschule","Niedersachsen","","","",""
"Manchmal","2007","Hauptschule","Bremen","","","",""
"Manchmal","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Manchmal","2007","Hauptschule","Hessen","","","",""
"Manchmal","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2007","Hauptschule","Baden-Wuerttemberg","","","",""
"Manchmal","2007","Hauptschule","Bayern","","","",""
"Manchmal","2007","Hauptschule","Saarland","","","",""
"Manchmal","2007","Hauptschule","Berlin","","","",""
"Manchmal","2007","Hauptschule","Brandenburg","","","",""
"Manchmal","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Manchmal","2007","Hauptschule","Sachsen","","","",""
"Manchmal","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Manchmal","2007","Hauptschule","Thueringen","","","",""
"Manchmal","2007","Realschule","Schleswig-Holstein","","","",""
"Manchmal","2007","Realschule","Hamburg","","","",""
"Manchmal","2007","Realschule","Niedersachsen","","","",""
"Manchmal","2007","Realschule","Bremen","","","",""
"Manchmal","2007","Realschule","Nordrhein-Westfalen","","","",""
"Manchmal","2007","Realschule","Hessen","","","",""
"Manchmal","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2007","Realschule","Baden-Wuerttemberg","","","",""
"Manchmal","2007","Realschule","Bayern","","","",""
"Manchmal","2007","Realschule","Saarland","","","",""
"Manchmal","2007","Realschule","Berlin","","","",""
"Manchmal","2007","Realschule","Brandenburg","","","",""
"Manchmal","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Manchmal","2007","Realschule","Sachsen","","","",""
"Manchmal","2007","Realschule","Sachsen-Anhalt","","","",""
"Manchmal","2007","Realschule","Thueringen","","","",""
"Manchmal","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Manchmal","2007","(Fach-)Abitur","Hamburg","","","",""
"Manchmal","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Manchmal","2007","(Fach-)Abitur","Bremen","","","",""
"Manchmal","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Manchmal","2007","(Fach-)Abitur","Hessen","","","",""
"Manchmal","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Manchmal","2007","(Fach-)Abitur","Bayern","","","",""
"Manchmal","2007","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2007","(Fach-)Abitur","Berlin","","","",""
"Manchmal","2007","(Fach-)Abitur","Brandenburg","","","",""
"Manchmal","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Manchmal","2007","(Fach-)Abitur","Sachsen","","","",""
"Manchmal","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Manchmal","2007","(Fach-)Abitur","Thueringen","","","",""
"Manchmal","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Manchmal","2007","AkademikerIn","Hamburg","","","",""
"Manchmal","2007","AkademikerIn","Niedersachsen","","","",""
"Manchmal","2007","AkademikerIn","Bremen","","","",""
"Manchmal","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Manchmal","2007","AkademikerIn","Hessen","","","",""
"Manchmal","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2007","AkademikerIn","Baden-Wuerttemberg","","","",""
"Manchmal","2007","AkademikerIn","Bayern","","","",""
"Manchmal","2007","AkademikerIn","Saarland","","","",""
"Manchmal","2007","AkademikerIn","Berlin","","","",""
"Manchmal","2007","AkademikerIn","Brandenburg","","","",""
"Manchmal","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Manchmal","2007","AkademikerIn","Sachsen","","","",""
"Manchmal","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Manchmal","2007","AkademikerIn","Thueringen","","","",""
"Selten","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Selten","2007","(noch) kein Abschluss","Hamburg","","","",""
"Selten","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Selten","2007","(noch) kein Abschluss","Bremen","","","",""
"Selten","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Selten","2007","(noch) kein Abschluss","Hessen","","","",""
"Selten","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Selten","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Selten","2007","(noch) kein Abschluss","Bayern","","","",""
"Selten","2007","(noch) kein Abschluss","Saarland","","","",""
"Selten","2007","(noch) kein Abschluss","Berlin","","","",""
"Selten","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Selten","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Selten","2007","(noch) kein Abschluss","Sachsen","","","",""
"Selten","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Selten","2007","(noch) kein Abschluss","Thueringen","","","",""
"Selten","2007","Hauptschule","Schleswig-Holstein","","","",""
"Selten","2007","Hauptschule","Hamburg","","","",""
"Selten","2007","Hauptschule","Niedersachsen","","","",""
"Selten","2007","Hauptschule","Bremen","","","",""
"Selten","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Selten","2007","Hauptschule","Hessen","","","",""
"Selten","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Selten","2007","Hauptschule","Baden-Wuerttemberg","","","",""
"Selten","2007","Hauptschule","Bayern","","","",""
"Selten","2007","Hauptschule","Saarland","","","",""
"Selten","2007","Hauptschule","Berlin","","","",""
"Selten","2007","Hauptschule","Brandenburg","","","",""
"Selten","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Selten","2007","Hauptschule","Sachsen","","","",""
"Selten","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Selten","2007","Hauptschule","Thueringen","","","",""
"Selten","2007","Realschule","Schleswig-Holstein","","","",""
"Selten","2007","Realschule","Hamburg","","","",""
"Selten","2007","Realschule","Niedersachsen","","","",""
"Selten","2007","Realschule","Bremen","","","",""
"Selten","2007","Realschule","Nordrhein-Westfalen","","","",""
"Selten","2007","Realschule","Hessen","","","",""
"Selten","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Selten","2007","Realschule","Baden-Wuerttemberg","","","",""
"Selten","2007","Realschule","Bayern","","","",""
"Selten","2007","Realschule","Saarland","","","",""
"Selten","2007","Realschule","Berlin","","","",""
"Selten","2007","Realschule","Brandenburg","","","",""
"Selten","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Selten","2007","Realschule","Sachsen","","","",""
"Selten","2007","Realschule","Sachsen-Anhalt","","","",""
"Selten","2007","Realschule","Thueringen","","","",""
"Selten","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Selten","2007","(Fach-)Abitur","Hamburg","","","",""
"Selten","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Selten","2007","(Fach-)Abitur","Bremen","","","",""
"Selten","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Selten","2007","(Fach-)Abitur","Hessen","","","",""
"Selten","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Selten","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Selten","2007","(Fach-)Abitur","Bayern","","","",""
"Selten","2007","(Fach-)Abitur","Saarland","","","",""
"Selten","2007","(Fach-)Abitur","Berlin","","","",""
"Selten","2007","(Fach-)Abitur","Brandenburg","","","",""
"Selten","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Selten","2007","(Fach-)Abitur","Sachsen","","","",""
"Selten","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Selten","2007","(Fach-)Abitur","Thueringen","","","",""
"Selten","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Selten","2007","AkademikerIn","Hamburg","","","",""
"Selten","2007","AkademikerIn","Niedersachsen","","","",""
"Selten","2007","AkademikerIn","Bremen","","","",""
"Selten","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Selten","2007","AkademikerIn","Hessen","","","",""
"Selten","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Selten","2007","AkademikerIn","Baden-Wuerttemberg","","","",""
"Selten","2007","AkademikerIn","Bayern","","","",""
"Selten","2007","AkademikerIn","Saarland","","","",""
"Selten","2007","AkademikerIn","Berlin","","","",""
"Selten","2007","AkademikerIn","Brandenburg","","","",""
"Selten","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Selten","2007","AkademikerIn","Sachsen","","","",""
"Selten","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Selten","2007","AkademikerIn","Thueringen","","","",""
"Nie","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nie","2007","(noch) kein Abschluss","Hamburg","","","",""
"Nie","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Nie","2007","(noch) kein Abschluss","Bremen","","","",""
"Nie","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nie","2007","(noch) kein Abschluss","Hessen","","","",""
"Nie","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nie","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Nie","2007","(noch) kein Abschluss","Bayern","","","",""
"Nie","2007","(noch) kein Abschluss","Saarland","","","",""
"Nie","2007","(noch) kein Abschluss","Berlin","","","",""
"Nie","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","2007","(noch) kein Abschluss","Sachsen","","","",""
"Nie","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","2007","(noch) kein Abschluss","Thueringen","","","",""
"Nie","2007","Hauptschule","Schleswig-Holstein","","","",""
"Nie","2007","Hauptschule","Hamburg","","","",""
"Nie","2007","Hauptschule","Niedersachsen","","","",""
"Nie","2007","Hauptschule","Bremen","","","",""
"Nie","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Nie","2007","Hauptschule","Hessen","","","",""
"Nie","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","2007","Hauptschule","Baden-Wuerttemberg","","","",""
"Nie","2007","Hauptschule","Bayern","","","",""
"Nie","2007","Hauptschule","Saarland","","","",""
"Nie","2007","Hauptschule","Berlin","","","",""
"Nie","2007","Hauptschule","Brandenburg","","","",""
"Nie","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","2007","Hauptschule","Sachsen","","","",""
"Nie","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","2007","Hauptschule","Thueringen","","","",""
"Nie","2007","Realschule","Schleswig-Holstein","","","",""
"Nie","2007","Realschule","Hamburg","","","",""
"Nie","2007","Realschule","Niedersachsen","","","",""
"Nie","2007","Realschule","Bremen","","","",""
"Nie","2007","Realschule","Nordrhein-Westfalen","","","",""
"Nie","2007","Realschule","Hessen","","","",""
"Nie","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","2007","Realschule","Baden-Wuerttemberg","","","",""
"Nie","2007","Realschule","Bayern","","","",""
"Nie","2007","Realschule","Saarland","","","",""
"Nie","2007","Realschule","Berlin","","","",""
"Nie","2007","Realschule","Brandenburg","","","",""
"Nie","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","2007","Realschule","Sachsen","","","",""
"Nie","2007","Realschule","Sachsen-Anhalt","","","",""
"Nie","2007","Realschule","Thueringen","","","",""
"Nie","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nie","2007","(Fach-)Abitur","Hamburg","","","",""
"Nie","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Nie","2007","(Fach-)Abitur","Bremen","","","",""
"Nie","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nie","2007","(Fach-)Abitur","Hessen","","","",""
"Nie","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nie","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nie","2007","(Fach-)Abitur","Bayern","","","",""
"Nie","2007","(Fach-)Abitur","Saarland","","","",""
"Nie","2007","(Fach-)Abitur","Berlin","","","",""
"Nie","2007","(Fach-)Abitur","Brandenburg","","","",""
"Nie","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","2007","(Fach-)Abitur","Sachsen","","","",""
"Nie","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","2007","(Fach-)Abitur","Thueringen","","","",""
"Nie","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Nie","2007","AkademikerIn","Hamburg","","","",""
"Nie","2007","AkademikerIn","Niedersachsen","","","",""
"Nie","2007","AkademikerIn","Bremen","","","",""
"Nie","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nie","2007","AkademikerIn","Hessen","","","",""
"Nie","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nie","2007","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nie","2007","AkademikerIn","Bayern","","","",""
"Nie","2007","AkademikerIn","Saarland","","","",""
"Nie","2007","AkademikerIn","Berlin","","","",""
"Nie","2007","AkademikerIn","Brandenburg","","","",""
"Nie","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","2007","AkademikerIn","Sachsen","","","",""
"Nie","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","2007","AkademikerIn","Thueringen","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Hamburg","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Niedersachsen","5","0.080513861984951","0.00794352601893035","0.153084197950972"
"Sehr oft","2008","(noch) kein Abschluss","Bremen","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Nordrhein-Westfalen","8","0.062636873523329","0.0201590698549809","0.105114677191677"
"Sehr oft","2008","(noch) kein Abschluss","Hessen","1","","",""
"Sehr oft","2008","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","0.113542579304664","-0.00612445463291822","0.233209613242246"
"Sehr oft","2008","(noch) kein Abschluss","Baden-Wuerttemberg","4","0.031372025761366","-0.00444398237690941","0.0671880338996414"
"Sehr oft","2008","(noch) kein Abschluss","Bayern","8","0.0611969976835514","0.00200948228715313","0.12038451307995"
"Sehr oft","2008","(noch) kein Abschluss","Saarland","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Berlin","3","","",""
"Sehr oft","2008","(noch) kein Abschluss","Brandenburg","2","","",""
"Sehr oft","2008","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Sehr oft","2008","(noch) kein Abschluss","Sachsen","3","","",""
"Sehr oft","2008","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Sehr oft","2008","(noch) kein Abschluss","Thueringen","","","",""
"Sehr oft","2008","Hauptschule","Schleswig-Holstein","4","0.0168073753848933","-0.000620490290145877","0.0342352410599325"
"Sehr oft","2008","Hauptschule","Hamburg","2","","",""
"Sehr oft","2008","Hauptschule","Niedersachsen","13","","",""
"Sehr oft","2008","Hauptschule","Bremen","","","",""
"Sehr oft","2008","Hauptschule","Nordrhein-Westfalen","17","","",""
"Sehr oft","2008","Hauptschule","Hessen","13","","",""
"Sehr oft","2008","Hauptschule","Rheinland-Pfalz,Saarland","10","","",""
"Sehr oft","2008","Hauptschule","Baden-Wuerttemberg","13","","",""
"Sehr oft","2008","Hauptschule","Bayern","27","","",""
"Sehr oft","2008","Hauptschule","Saarland","","","",""
"Sehr oft","2008","Hauptschule","Berlin","3","","",""
"Sehr oft","2008","Hauptschule","Brandenburg","4","0.0156144468345878","-0.00148249064792016","0.0327113843170958"
"Sehr oft","2008","Hauptschule","Mecklenburg-Vorpommern","3","","",""
"Sehr oft","2008","Hauptschule","Sachsen","","","",""
"Sehr oft","2008","Hauptschule","Sachsen-Anhalt","3","","",""
"Sehr oft","2008","Hauptschule","Thueringen","2","","",""
"Sehr oft","2008","Realschule","Schleswig-Holstein","1","","",""
"Sehr oft","2008","Realschule","Hamburg","3","","",""
"Sehr oft","2008","Realschule","Niedersachsen","16","","",""
"Sehr oft","2008","Realschule","Bremen","1","","",""
"Sehr oft","2008","Realschule","Nordrhein-Westfalen","33","0.0443128599631756","0.0302190340957488","0.0584066858306023"
"Sehr oft","2008","Realschule","Hessen","10","","",""
"Sehr oft","2008","Realschule","Rheinland-Pfalz,Saarland","9","0.0337786898366244","0.0095171704349127","0.058040209238336"
"Sehr oft","2008","Realschule","Baden-Wuerttemberg","15","","",""
"Sehr oft","2008","Realschule","Bayern","18","","",""
"Sehr oft","2008","Realschule","Saarland","","","",""
"Sehr oft","2008","Realschule","Berlin","5","0.0245528693473125","0.00305108276064136","0.0460546559339837"
"Sehr oft","2008","Realschule","Brandenburg","12","","",""
"Sehr oft","2008","Realschule","Mecklenburg-Vorpommern","4","0.0267834699150949","0.00299866373351926","0.0505682760966706"
"Sehr oft","2008","Realschule","Sachsen","18","","",""
"Sehr oft","2008","Realschule","Sachsen-Anhalt","7","0.0444239483833951","0.0202910056794883","0.068556891087302"
"Sehr oft","2008","Realschule","Thueringen","8","0.0122864282442561","0.00041884111028719","0.0241540153782251"
