"pld0043","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Sehr oft","2018","Realschule","Staedtischer Raum","129","0.0327296734527375","0.0269911097660778","0.0384682371393972"
"Sehr oft","2018","Realschule","Laendlicher Raum","65","0.0206852456893682","0.0155535506580637","0.0258169407206726"
"Sehr oft","2018","(Fach-)Abitur","Staedtischer Raum","149","0.052086410055033","0.0440076097409402","0.0601652103691257"
"Sehr oft","2018","(Fach-)Abitur","Laendlicher Raum","52","0.0444469318015433","0.0323341471421669","0.0565597164609196"
"Sehr oft","2018","AkademikerIn","Staedtischer Raum","209","0.0395548115874033","0.0339185836505276","0.0451910395242791"
"Sehr oft","2018","AkademikerIn","Laendlicher Raum","66","0.0355537385997898","0.0268878131026405","0.0442196640969391"
"Oft","2018","(noch) kein Abschluss","Staedtischer Raum","134","0.190278341648254","0.160241191316386","0.220315491980122"
"Oft","2018","(noch) kein Abschluss","Laendlicher Raum","39","0.11531640552259","0.0745660290990797","0.1560667819461"
"Oft","2018","Hauptschule","Staedtischer Raum","529","0.119135446291573","0.109275917978923","0.128994974604223"
"Oft","2018","Hauptschule","Laendlicher Raum","274","0.110629860409466","0.0986235601127204","0.122636160706212"
"Oft","2018","Realschule","Staedtischer Raum","651","0.159551412132824","0.147741019406697","0.17136180485895"
"Oft","2018","Realschule","Laendlicher Raum","418","0.153938745612087","0.140926740551482","0.166950750672693"
"Oft","2018","(Fach-)Abitur","Staedtischer Raum","592","0.208895899483646","0.194115639906776","0.223676159060515"
"Oft","2018","(Fach-)Abitur","Laendlicher Raum","193","0.213294884369112","0.189218464728263","0.237371304009961"
"Oft","2018","AkademikerIn","Staedtischer Raum","985","0.219876049472823","0.207899730234669","0.231852368710977"
"Oft","2018","AkademikerIn","Laendlicher Raum","301","0.193668303292966","0.175174789461039","0.212161817124892"
"Manchmal","2018","(noch) kein Abschluss","Staedtischer Raum","192","0.268547146511767","0.234631538151753","0.302462754871781"
"Manchmal","2018","(noch) kein Abschluss","Laendlicher Raum","78","0.331262137615123","0.271213114607854","0.391311160622393"
"Manchmal","2018","Hauptschule","Staedtischer Raum","1208","0.280956479964861","0.26727672909412","0.294636230835602"
"Manchmal","2018","Hauptschule","Laendlicher Raum","765","0.287886891520197","0.270556148496672","0.305217634543722"
"Manchmal","2018","Realschule","Staedtischer Raum","1345","0.368179104761557","0.352623568120426","0.383734641402689"
"Manchmal","2018","Realschule","Laendlicher Raum","1050","0.365106371940176","0.347747178653952","0.382465565226401"
"Manchmal","2018","(Fach-)Abitur","Staedtischer Raum","1090","0.370496074019489","0.352937416311611","0.388054731727367"
"Manchmal","2018","(Fach-)Abitur","Laendlicher Raum","412","0.35659872741165","0.328445606231782","0.384751848591517"
"Manchmal","2018","AkademikerIn","Staedtischer Raum","1809","0.388208879876119","0.374116416567944","0.402301343184295"
"Manchmal","2018","AkademikerIn","Laendlicher Raum","682","0.3779896847902","0.355297721929147","0.400681647651252"
"Selten","2018","(noch) kein Abschluss","Staedtischer Raum","146","0.246516731338273","0.213536311627945","0.279497151048601"
"Selten","2018","(noch) kein Abschluss","Laendlicher Raum","57","0.258086501726397","0.202258591516656","0.313914411936138"
"Selten","2018","Hauptschule","Staedtischer Raum","1255","0.311010786757376","0.296921954104156","0.325099619410597"
"Selten","2018","Hauptschule","Laendlicher Raum","845","0.334082133111941","0.316028329828932","0.35213593639495"
"Selten","2018","Realschule","Staedtischer Raum","1111","0.300565003984918","0.285777280449545","0.315352727520291"
"Selten","2018","Realschule","Laendlicher Raum","1011","0.325680794835561","0.308784239011463","0.34257735065966"
"Selten","2018","(Fach-)Abitur","Staedtischer Raum","763","0.265705065991219","0.249645438426041","0.281764693556397"
"Selten","2018","(Fach-)Abitur","Laendlicher Raum","316","0.280546114898528","0.254140316217264","0.306951913579792"
"Selten","2018","AkademikerIn","Staedtischer Raum","1273","0.282992662637814","0.269966935292717","0.29601838998291"
"Selten","2018","AkademikerIn","Laendlicher Raum","540","0.30677334404392","0.285191938108908","0.328354749978932"
"Nie","2018","(noch) kein Abschluss","Staedtischer Raum","135","0.234552113343171","0.202127585504085","0.266976641182256"
"Nie","2018","(noch) kein Abschluss","Laendlicher Raum","54","0.245664514315071","0.19074261181639","0.300586416813753"
"Nie","2018","Hauptschule","Staedtischer Raum","1003","0.253305361344188","0.240068812064952","0.266541910623423"
"Nie","2018","Hauptschule","Laendlicher Raum","684","0.248907166062129","0.23235719431721","0.265457137807049"
"Nie","2018","Realschule","Staedtischer Raum","457","0.138974805667963","0.127818140362749","0.150131470973178"
"Nie","2018","Realschule","Laendlicher Raum","411","0.134588841922807","0.122283742650988","0.146893941194626"
"Nie","2018","(Fach-)Abitur","Staedtischer Raum","312","0.102816550450613","0.0917739228265644","0.113859178074662"
"Nie","2018","(Fach-)Abitur","Laendlicher Raum","139","0.105113341519167","0.0870869568104519","0.123139726227882"
"Nie","2018","AkademikerIn","Staedtischer Raum","318","0.0693675964258404","0.0620204278608375","0.0767147649908432"
"Nie","2018","AkademikerIn","Laendlicher Raum","165","0.0860149292731249","0.0728932395023351","0.0991366190439147"
