year,sampreg,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,West,Definitely not,0.4747191011235955,18147,0.46745356260838594,0.48198463963880506
1998,West,Improbable,0.2853932584269663,18147,0.27882259742679283,0.29196391942713973
1998,West,"Yes, probably",0.13595505617977527,18147,0.13096828431934368,0.14094182804020686
1998,West,"Yes, definitely",0.10393258426966293,18147,0.0994924116202122,0.10837275691911365
1998,East,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,East,"Yes, definitely",0.3,18147,0.29333249578193354,0.30666750421806643
1998,East,Improbable,0.2,18147,0.19418012518557587,0.20581987481442415
2000,West,Definitely not,0.4567901234567901,30607,0.4512094338128587,0.4623708131007215
2000,West,Improbable,0.24691358024691357,30607,0.24208254077328473,0.2517446197205424
2000,West,"Yes, probably",0.15272062185642432,30607,0.14869059584170055,0.1567506478711481
2000,West,"Yes, definitely",0.14357567443987196,30607,0.1396471395070405,0.14750420937270342
2000,East,Definitely not,0.4090909090909091,30607,0.40358262996360084,0.4145991882182174
2000,East,Improbable,0.36363636363636365,30607,0.3582470678498138,0.3690256594229135
2000,East,"Yes, definitely",0.13636363636363635,30607,0.1325189542556663,0.14020831847160642
2000,East,"Yes, probably",0.09090909090909091,30607,0.08768837065496607,0.09412981116321575
2002,West,Definitely not,0.5068343357025697,28961,0.5010762420403787,0.5125924293647608
2002,West,Improbable,0.2547840349917988,28961,0.24976550556158267,0.25980256442201494
2002,West,"Yes, probably",0.1268452706396938,28961,0.12301233047530502,0.1306782108040826
2002,West,"Yes, definitely",0.11153635866593767,28961,0.1079107798098638,0.11516193752201154
2002,East,Improbable,0.5,28961,0.49424136836268273,0.5057586316373173
2002,East,Definitely not,0.4166666666666667,28961,0.4109885792986916,0.4223447540346418
2002,East,"Yes, definitely",0.08333333333333333,28961,0.08015012992552475,0.0865165367411419
2004,West,Definitely not,0.5315487571701721,26790,0.525573267969784,0.5375242463705603
2004,West,Improbable,0.25493945188017847,26790,0.249720491232068,0.260158412528289
2004,West,"Yes, probably",0.12810707456978968,26790,0.12410497537826429,0.13210917376131506
2004,West,"Yes, definitely",0.08540471637985979,26790,0.08205795213401777,0.0887514806257018
2004,East,Improbable,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,East,Definitely not,0.25,26790,0.24481474223434316,0.25518525776565687
2004,East,"Yes, definitely",0.25,26790,0.24481474223434316,0.25518525776565687
2004,East,"Yes, probably",0.16666666666666666,26790,0.16220390733951517,0.17112942599381814
2006,West,Definitely not,0.5453905700211119,27321,0.5394861015479976,0.5512950384942262
2006,West,Improbable,0.2582688247712878,27321,0.2530788286253304,0.26345882091724526
2006,West,"Yes, probably",0.11259676284306826,27321,0.10884848968924689,0.11634503599688963
2006,West,"Yes, definitely",0.08374384236453201,27321,0.08045916535608967,0.08702851937297436
2006,East,Improbable,0.2727272727272727,27321,0.2674462174731618,0.27800832798138364
2006,East,Definitely not,0.2727272727272727,27321,0.2674462174731618,0.27800832798138364
2006,East,"Yes, definitely",0.22727272727272727,27321,0.2223034348068019,0.23224201973865263
2006,East,"Yes, probably",0.22727272727272727,27321,0.2223034348068019,0.23224201973865263
2008,West,Definitely not,0.5571955719557196,23673,0.5508679688855262,0.5635231750259129
2008,West,Improbable,0.25461254612546125,23673,0.24906296299255373,0.2601621292583688
2008,West,"Yes, probably",0.12177121771217712,23673,0.11760534899126494,0.12593708643308932
2008,West,"Yes, definitely",0.06642066420664207,23673,0.06324849281158929,0.06959283560169485
2008,East,Definitely not,0.4444444444444444,23673,0.43811447067012016,0.4507744182187687
2008,East,Improbable,0.3333333333333333,23673,0.3273281929365341,0.33933847373013254
2008,East,"Yes, definitely",0.1111111111111111,23673,0.10710768417991164,0.11511453804231057
2008,East,"Yes, probably",0.1111111111111111,23673,0.10710768417991164,0.11511453804231057
2010,West,Definitely not,0.5354993983152828,35837,0.5303356759704894,0.5406631206600763
2010,West,Improbable,0.29121540312876054,35837,0.2865115413181953,0.2959192649393258
2010,West,"Yes, probably",0.12154031287605295,35837,0.11815724009358303,0.12492338565852287
2010,West,"Yes, definitely",0.05174488567990373,35837,0.04945145002090611,0.054038321338901345
