year,quintil_oecd,sex,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,1st Quintile,male,Definitely not,0.4387755102040816,18147,0.431555411269731,0.4459956091384322
1998,1st Quintile,male,Improbable,0.282312925170068,18147,0.2757637501725638,0.2888621001675722
1998,1st Quintile,male,"Yes, probably",0.1564625850340136,18147,0.1511767807622833,0.16174838930574392
1998,1st Quintile,male,"Yes, definitely",0.12244897959183673,18147,0.11767953920742825,0.12721841997624522
1998,1st Quintile,female,Definitely not,0.4478114478114478,18147,0.4405763410005434,0.4550465546223523
1998,1st Quintile,female,Improbable,0.2727272727272727,18147,0.2662473983353572,0.2792071471191882
1998,1st Quintile,female,"Yes, probably",0.1447811447811448,18147,0.13966140027639418,0.1499008892858954
1998,1st Quintile,female,"Yes, definitely",0.13468013468013468,18147,0.12971313925765166,0.1396471301026177
1998,2nd Quintile,male,Definitely not,0.4584837545126354,18147,0.4512340321891287,0.4657334768361421
1998,2nd Quintile,male,Improbable,0.30324909747292417,18147,0.2965611603683099,0.30993703457753846
1998,2nd Quintile,male,"Yes, probably",0.1371841155234657,18147,0.13217841767415858,0.14218981337277284
1998,2nd Quintile,male,"Yes, definitely",0.10108303249097472,18147,0.09669719463412572,0.10546887034782372
1998,2nd Quintile,female,Definitely not,0.4810606060606061,18147,0.4737909833980646,0.4883302287231476
1998,2nd Quintile,female,Improbable,0.2803030303030303,18147,0.27376807855535207,0.2868379820507085
1998,2nd Quintile,female,"Yes, probably",0.12878787878787878,18147,0.12391424265613327,0.1336615149196243
1998,2nd Quintile,female,"Yes, definitely",0.10984848484848485,18147,0.10529878595846195,0.11439818373850774
1998,3rd Quintile,male,Definitely not,0.48936170212765956,18147,0.4820885054333105,0.4966348988220086
1998,3rd Quintile,male,Improbable,0.31382978723404253,18147,0.3070780324092472,0.3205815420588379
1998,3rd Quintile,male,"Yes, probably",0.14893617021276595,18147,0.14375610998227542,0.15411623044325648
1998,3rd Quintile,male,"Yes, definitely",0.047872340425531915,18147,0.04476603916660152,0.05097864168446231
1998,3rd Quintile,female,Definitely not,0.5029239766081871,18147,0.4956492574857952,0.5101986957305791
1998,3rd Quintile,female,Improbable,0.27485380116959063,18147,0.26835823048817414,0.2813493718510071
1998,3rd Quintile,female,"Yes, definitely",0.11695906432748537,18147,0.11228320956689111,0.12163491908807963
1998,3rd Quintile,female,"Yes, probably",0.10526315789473684,18147,0.10079797235829882,0.10972834343117485
1998,4th Quintile,male,Definitely not,0.5581395348837209,18147,0.5509140396731822,0.5653650300942596
1998,4th Quintile,male,Improbable,0.3023255813953488,18147,0.2956434117120181,0.30900775107867956
1998,4th Quintile,male,"Yes, definitely",0.08139534883720931,18147,0.07741686346012235,0.08537383421429627
1998,4th Quintile,male,"Yes, probably",0.05813953488372093,18147,0.05473480461190924,0.06154426515553262
1998,4th Quintile,female,Definitely not,0.5625,18147,0.5552822149591432,0.5697177850408568
1998,4th Quintile,female,Improbable,0.25,18147,0.2436998007048293,0.25630019929517067
1998,4th Quintile,female,"Yes, probably",0.125,18147,0.12018814330609548,0.12981185669390452
1998,4th Quintile,female,"Yes, definitely",0.0625,18147,0.05897808152605052,0.06602191847394948
1998,5th Quintile,male,Definitely not,0.4888888888888889,18147,0.48161584185033246,0.4961619359274453
1998,5th Quintile,male,Improbable,0.2222222222222222,18147,0.21617333955847506,0.22827110488596936
1998,5th Quintile,male,"Yes, definitely",0.15555555555555556,18147,0.15028226190503377,0.16082884920607735
1998,5th Quintile,male,"Yes, probably",0.13333333333333333,18147,0.1283873907924307,0.13827927587423597
1998,5th Quintile,female,Definitely not,0.4857142857142857,18147,0.4784424121263724,0.492986159302199
1998,5th Quintile,female,Improbable,0.2857142857142857,18147,0.2791414071033464,0.292287164325225
1998,5th Quintile,female,"Yes, probably",0.14285714285714285,18147,0.13776581297778068,0.14794847273650502
1998,5th Quintile,female,"Yes, definitely",0.08571428571428572,18147,0.08164122181079597,0.08978734961777546
