year,plj0021_h,bula_h,proportion,n,lower_confidence,upper_confidence
1998,"Yes, definitely",North Rhine-Westphalia,0.2765957446808511,18147,0.27008745419753916,0.283104035164163
1998,"Yes, definitely",Baden-Wuerttemberg,0.2393617021276596,18147,0.23315343953524487,0.2455699647200743
1998,"Yes, definitely",Hesse,0.14361702127659576,18147,0.13851443187593243,0.14871961067725908
1998,"Yes, definitely",Bavaria,0.13829787234042554,18147,0.1332751405972955,0.14332060408355557
1998,"Yes, definitely",Lower Saxony,0.06382978723404255,18147,0.06027312388654592,0.06738645058153918
1998,"Yes, definitely",Berlin,0.05851063829787234,18147,0.055095732104344354,0.06192554449140033
1998,"Yes, definitely","Rhineland-Palatinate, Saarland",0.05319148936170213,18147,0.049926319316329605,0.05645665940707465
1998,"Yes, definitely",Bremen,0.010638297872340425,18147,0.009145615952579652,0.012130979792101199
1998,"Yes, definitely",Saxony-Anhalt,0.005319148936170213,18147,0.0042608299053131776,0.006377467967027248
1998,"Yes, definitely",Saxony,0.005319148936170213,18147,0.0042608299053131776,0.006377467967027248
1998,"Yes, definitely",Thuringa,0.005319148936170213,18147,0.0042608299053131776,0.006377467967027248
1998,"Yes, probably",Baden-Wuerttemberg,0.2975206611570248,18147,0.2908690171999013,0.3041723051141483
1998,"Yes, probably",North Rhine-Westphalia,0.29338842975206614,18147,0.28676374044018793,0.30001311906394434
1998,"Yes, probably",Bavaria,0.1652892561983471,18147,0.15988489999091857,0.17069361240577566
1998,"Yes, probably",Hesse,0.10743801652892562,18147,0.10293242480574281,0.11194360825210843
1998,"Yes, probably",Lower Saxony,0.08677685950413223,18147,0.08268100925294167,0.0908727097553228
1998,"Yes, probably",Berlin,0.01652892561983471,18147,0.014673870749947334,0.01838398048972209
1998,"Yes, probably","Rhineland-Palatinate, Saarland",0.01652892561983471,18147,0.014673870749947334,0.01838398048972209
1998,"Yes, probably",Schleswig-Holstein,0.008264462809917356,18147,0.0069472410257370686,0.009581684594097643
1998,"Yes, probably",Hamburg,0.004132231404958678,18147,0.0031988765151912788,0.005065586294726077
1998,"Yes, probably",Bremen,0.004132231404958678,18147,0.0031988765151912788,0.005065586294726077
1998,Improbable,Baden-Wuerttemberg,0.37450980392156863,18147,0.367467812352235,0.38155179549090223
1998,Improbable,North Rhine-Westphalia,0.2372549019607843,18147,0.2310654676017144,0.2434443363198542
1998,Improbable,Bavaria,0.1568627450980392,18147,0.15157144130191047,0.16215404889416796
1998,Improbable,Hesse,0.0784313725490196,18147,0.07451970082889559,0.08234304426914363
1998,Improbable,"Rhineland-Palatinate, Saarland",0.060784313725490195,18147,0.05730789501029068,0.06426073244068971
1998,Improbable,Lower Saxony,0.043137254901960784,18147,0.040181252878168816,0.04609325692575275
1998,Improbable,Hamburg,0.01764705882352941,18147,0.015731376052797383,0.01956274159426144
1998,Improbable,Schleswig-Holstein,0.013725490196078431,18147,0.012032647951703015,0.015418332440453847
1998,Improbable,Berlin,0.00980392156862745,18147,0.008370367205503514,0.011237475931751388
1998,Improbable,Saxony,0.00392156862745098,18147,0.00301222018007657,0.00483091707482539
1998,Improbable,Bremen,0.00392156862745098,18147,0.00301222018007657,0.00483091707482539
