"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","70.22","64.79","5674","69.38","71.06"
"2013","1-Pers.- Haushalt","Laendlicher Raum","50.07","43.67","1133","48.15","51.99"
"2013","1-Pers.- Haushalt","Staedtischer Raum","47.74","41.46","2490","46.7","48.78"
"2013","Alleinerziehende","Laendlicher Raum","76.12","69.75","1908","74.59","77.65"
"2013","Alleinerziehende","Staedtischer Raum","75.29","69.5","3781","74.2","76.38"
"2013","Paar mit Kind(ern)","Laendlicher Raum","94.94","87.29","8560","94.07","95.81"
"2013","Paar mit Kind(ern)","Staedtischer Raum","90.93","83.17","17390","90.33","91.53"
"2013","Sonstige","Laendlicher Raum","97.67","93.5","585","93.97","101.37"
"2013","Sonstige","Staedtischer Raum","87.28","82.17","1134","84.76","89.8"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","76.8","69.83","3158","75.57","78.03"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","74.83","69.88","5296","73.82","75.84"
"2014","1-Pers.- Haushalt","Laendlicher Raum","51.11","46.71","1104","49.25","52.97"
"2014","1-Pers.- Haushalt","Staedtischer Raum","48.59","43.04","2313","47.41","49.77"
"2014","Alleinerziehende","Laendlicher Raum","74.83","69.38","1629","73.17","76.49"
"2014","Alleinerziehende","Staedtischer Raum","76.98","69.79","2957","75.69","78.27"
"2014","Paar mit Kind(ern)","Laendlicher Raum","95","89.62","7598","94.08","95.92"
"2014","Paar mit Kind(ern)","Staedtischer Raum","93.09","85.92","14658","92.4","93.78"
"2014","Sonstige","Laendlicher Raum","89.8","87.25","453","85.2","94.4"
"2014","Sonstige","Staedtischer Raum","90.59","83.17","877","87.33","93.85"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","64.46","59.5","1274","62.96","65.96"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","65.02","59.5","2804","63.97","66.07"
"2015","1-Pers.- Haushalt","Laendlicher Raum","44.41","39.5","772","42.85","45.97"
"2015","1-Pers.- Haushalt","Staedtischer Raum","43.47","38.5","1792","42.41","44.53"
"2015","Alleinerziehende","Laendlicher Raum","68.79","59.5","1065","66.41","71.17"
"2015","Alleinerziehende","Staedtischer Raum","72.63","66.5","2319","71.17","74.09"
"2015","Paar mit Kind(ern)","Laendlicher Raum","91.1","82.5","3067","89.6","92.6"
"2015","Paar mit Kind(ern)","Staedtischer Raum","87.65","79.5","7816","86.69","88.61"
"2015","Sonstige","Laendlicher Raum","93.15","89","226","86.93","99.37"
"2015","Sonstige","Staedtischer Raum","85","79.5","710","81.17","88.83"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","76.26","69.71","3014","74.83","77.69"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","72.67","69.88","5004","71.71","73.63"
"2016","1-Pers.- Haushalt","Laendlicher Raum","52.82","49.08","1063","50.64","55"
"2016","1-Pers.- Haushalt","Staedtischer Raum","48.14","41.83","2279","46.88","49.4"
"2016","Alleinerziehende","Laendlicher Raum","74.51","69.5","1370","72.4","76.62"
"2016","Alleinerziehende","Staedtischer Raum","77.61","71.5","2550","76.17","79.05"
"2016","Paar mit Kind(ern)","Laendlicher Raum","93.16","89.96","6729","92.11","94.21"
"2016","Paar mit Kind(ern)","Staedtischer Raum","91.14","83.17","12978","90.42","91.86"
"2016","Sonstige","Laendlicher Raum","88.19","90.83","357","83.43","92.95"
"2016","Sonstige","Staedtischer Raum","96.61","90.83","730","93.31","99.91"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","76.34","72.29","3380","75.06","77.62"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","74.53","69.58","5672","73.6","75.46"
"2017","1-Pers.- Haushalt","Laendlicher Raum","51.18","45.92","1236","49.33","53.03"
"2017","1-Pers.- Haushalt","Staedtischer Raum","48.93","43.88","2560","47.81","50.05"
"2017","Alleinerziehende","Laendlicher Raum","75.35","69","1416","73.32","77.38"
"2017","Alleinerziehende","Staedtischer Raum","78.9","69.5","2543","77.36","80.44"
"2017","Paar mit Kind(ern)","Laendlicher Raum","94.8","89.08","7143","93.77","95.83"
"2017","Paar mit Kind(ern)","Staedtischer Raum","90.88","83.21","13566","90.17","91.59"
"2017","Sonstige","Laendlicher Raum","88.13","83.17","372","82.73","93.53"
"2017","Sonstige","Staedtischer Raum","101.11","96.46","874","97.41","104.81"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","75.38","71.17","3306","74.19","76.57"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","74.01","69.79","5614","73.08","74.94"
"2018","1-Pers.- Haushalt","Laendlicher Raum","50.92","45.42","1259","49.18","52.66"
"2018","1-Pers.- Haushalt","Staedtischer Raum","48.5","43.67","2716","47.46","49.54"
"2018","Alleinerziehende","Laendlicher Raum","75.84","69.5","1303","73.43","78.25"
"2018","Alleinerziehende","Staedtischer Raum","78.09","71.83","2575","76.48","79.7"
"2018","Paar mit Kind(ern)","Laendlicher Raum","93.39","89.92","6767","92.39","94.39"
"2018","Paar mit Kind(ern)","Staedtischer Raum","90.87","83.17","12834","90.18","91.56"
"2018","Sonstige","Laendlicher Raum","92.88","84.5","334","88.31","97.45"
"2018","Sonstige","Staedtischer Raum","96.89","88.5","866","93.52","100.26"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","75.5","70.71","3517","74.16","76.84"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","74.79","69.92","6096","73.67","75.91"
"2019","1-Pers.- Haushalt","Laendlicher Raum","51.45","47.58","1246","49.73","53.17"
"2019","1-Pers.- Haushalt","Staedtischer Raum","48.53","44.83","2647","47.47","49.59"
"2019","Alleinerziehende","Laendlicher Raum","73.97","69.83","1225","72","75.94"
"2019","Alleinerziehende","Staedtischer Raum","80.55","73.67","2388","78.87","82.23"
"2019","Paar mit Kind(ern)","Laendlicher Raum","92.54","89.96","6681","91.37","93.71"
"2019","Paar mit Kind(ern)","Staedtischer Raum","90.65","83.29","12760","89.87","91.43"
"2019","Sonstige","Laendlicher Raum","96.87","88.75","309","89.98","103.76"
"2019","Sonstige","Staedtischer Raum","88.32","79.58","645","84.3","92.34"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","77.12","70.62","3467","75.86","78.38"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","75.11","69.96","6652","74.03","76.19"
"2020","1-Pers.- Haushalt","Laendlicher Raum","52.98","47.75","1501","51.32","54.64"
"2020","1-Pers.- Haushalt","Staedtischer Raum","51.37","44.96","3867","50.42","52.32"
"2020","Alleinerziehende","Laendlicher Raum","81.61","79.58","1301","79.46","83.76"
"2020","Alleinerziehende","Staedtischer Raum","79.67","73.96","2943","78.13","81.21"
"2020","Paar mit Kind(ern)","Laendlicher Raum","93.4","84.5","8349","92.31","94.49"
"2020","Paar mit Kind(ern)","Staedtischer Raum","93.48","83.83","18449","92.75","94.21"
"2020","Sonstige","Laendlicher Raum","99.09","85.5","667","94.12","104.06"
"2020","Sonstige","Staedtischer Raum","90.92","98.17","1620","88.25","93.59"
