year,bula_h,hlf0192,proportion,n,lower_confidence,upper_confidence
2001,Nordrhein-Westfalen,Ja,0.19628578798039722,11680,0.18908251452857158,0.20348906143222287
2001,Bayern,Ja,0.1256985641819276,11680,0.11968640592083363,0.13171072244302157
2001,Baden-Wuerttemberg,Ja,0.1023987619293268,11680,0.09690052153310778,0.10789700232554582
2001,Niedersachsen,Ja,0.07514401169288969,11680,0.07036301002865093,0.07992501335712844
2001,Sachsen,Ja,0.06413893904221477,11680,0.05969568418141811,0.06858219390301143
2001,Hessen,Ja,0.06112973948929585,11680,0.05678500027476469,0.06547447870382701
2001,"Rheinland-Pfalz,Saarland",Ja,0.05622904307454217,11680,0.052051236774113156,0.060406849374971185
2001,Brandenburg,Ja,0.03860373140744562,11680,0.03510991155118101,0.04209755126371023
2001,Thueringen,Ja,0.03825982288711203,11680,0.03478097846347487,0.04173866731074919
2001,Sachsen-Anhalt,Ja,0.03765798297652825,11680,0.03420552897206348,0.041110436980993016
2001,Berlin,Ja,0.034476829163442524,11680,0.031167959514712778,0.037785698812172266
2001,Schleswig-Holstein,Ja,0.028200498667354485,11680,0.02519821737647138,0.03120277995823759
2001,Mecklenburg-Vorpommern,Ja,0.02244003095176683,11680,0.01975395628898901,0.025126105614544654
2001,Nordrhein-Westfalen,Nein,0.016679563236179175,11680,0.014356962711765842,0.019002163760592508
2001,Baden-Wuerttemberg,Nein,0.014186226463760639,11680,0.012041531484668844,0.016330921442852434
2001,Hamburg,Ja,0.013412432293010059,11680,0.011326230854524964,0.015498633731495154
2001,Bayern,Nein,0.012724615252342877,11680,0.010691901926158284,0.01475732857852747
2001,Sachsen,Nein,0.008597713008339782,11680,0.006923344372196275,0.010272081644483289
2001,Bremen,Ja,0.007308056057088814,11680,0.005763360726691405,0.008852751387486223
2001,Niedersachsen,Nein,0.006964147536755223,11680,0.0054559747652216444,0.008472320308288801
2001,Berlin,Nein,0.006620239016421632,11680,0.005149521928453589,0.008090956104389676
2001,Sachsen-Anhalt,Nein,0.005760467715587653,11680,0.004387978195193893,0.007132957235981414
2001,Hessen,Nein,0.005588513455420858,11680,0.004236547154438377,0.006940479756403339
2001,"Rheinland-Pfalz,Saarland",Nein,0.0054165591952540625,11680,0.00408543980761659,0.006747678582891535
2001,Brandenburg,Nein,0.004298856504169891,11680,0.0031123349629398993,0.005485378045399883
2001,Thueringen,Nein,0.0041269022440030955,11680,0.0029642529262447056,0.005289551561761485
2001,Schleswig-Holstein,Nein,0.002837245292752128,11680,0.0018726034050589116,0.0038018871804453448
