year,hlf0192,proportion,n,lower_confidence,upper_confidence
2001,1.0,0.9013842317943427,11680,0.8959771516183149,0.9067913119703704
2001,2.0,0.09861576820565729,11680,0.09320868802962953,0.10402284838168505
2003,1.0,0.9081727913095137,11804,0.902963107018491,0.9133824756005363
2003,2.0,0.0918272086904863,11804,0.08661752439946366,0.09703689298150894
2005,1.0,0.9098323922201309,11199,0.9045275506250864,0.9151372338151754
2005,2.0,0.09016760777986914,11199,0.08486276618482458,0.0954724493749137
2007,1.0,0.9101025146762464,11453,0.9048639130921527,0.91534111626034
2007,2.0,0.08989748532375362,11453,0.08465888373966,0.09513608690784724
2011,1.0,0.9052395954236445,16603,0.9007844897331229,0.9096947011141662
2011,2.0,0.0947604045763555,16603,0.09030529888583386,0.09921551026687714
2013,1.0,0.9092671021462925,17870,0.9050557464392294,0.9134784578533556
2013,2.0,0.09073289785370756,17870,0.08652154214664451,0.0949442535607706
2015,1.0,0.9023010424612256,15764,0.8976661084783563,0.9069359764440948
2015,2.0,0.09769895753877447,15764,0.09306402355590512,0.10233389152164382
2016,1.0,0.8926281072497404,16419,0.8878926349197057,0.8973635795797751
2016,2.0,0.10737189275025957,16419,0.10263642042022485,0.1121073650802943
2017,1.0,0.906041004275847,18279,0.9018111737760526,0.9102708347756414
2017,2.0,0.09395899572415305,18279,0.08972916522435866,0.09818882622394744
2018,1.0,0.9083169980397647,17878,0.9040868093659172,0.9125471867136122
2018,2.0,0.09168300196023522,17878,0.08745281328638768,0.09591319063408277
2019,1.0,0.9064516129032258,18428,0.9022471799178525,0.9106560458885992
2019,2.0,0.0935483870967742,18428,0.08934395411140084,0.09775282008214756
2021,1.0,0.8207705192629816,12568,0.8140649047556763,0.827476133770287
2021,2.0,0.17922948073701842,12568,0.17252386622971305,0.18593509524432378
