year,bula_h,sampreg,hlf0192,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,Schleswig-Holstein,West,Yes,0.9085872576177285,11680,0.9033606326368461,0.913813882598611
2001,Schleswig-Holstein,West,No,0.09141274238227147,11680,0.08618611740138898,0.09663936736315396
2001,Hamburg,West,Yes,0.8764044943820225,11680,0.870435677061315,0.88237331170273
2001,Hamburg,West,No,0.12359550561797752,11680,0.11762668829726998,0.12956432293868508
2001,Lower Saxony,West,Yes,0.9151832460732985,11680,0.9101304763716279,0.920236015774969
2001,Lower Saxony,West,No,0.08481675392670157,11680,0.07976398422503105,0.0898695236283721
2001,Bremen,West,Yes,0.8762886597938144,11680,0.8703174407669232,0.8822598788207057
2001,Bremen,West,No,0.12371134020618557,11680,0.1177401211792943,0.12968255923307684
2001,North Rhine-Westphalia,West,Yes,0.9216794509487283,11680,0.9168068318392971,0.9265520700581594
2001,North Rhine-Westphalia,West,No,0.0783205490512717,11680,0.07344792994184049,0.08319316816070291
2001,Hesse,West,Yes,0.9162371134020618,11680,0.911212942459896,0.9212612843442276
2001,Hesse,West,No,0.08376288659793814,11680,0.07873871565577234,0.08878705754010394
2001,"Rhineland-Palatinate, Saarland",West,Yes,0.9121338912133892,11680,0.9069996692148955,0.9172681132118828
2001,"Rhineland-Palatinate, Saarland",West,No,0.08786610878661087,11680,0.08273188678811721,0.09300033078510453
2001,Baden-Wuerttemberg,West,Yes,0.8783185840707964,11680,0.8723897019829919,0.884247466158601
2001,Baden-Wuerttemberg,West,No,0.12168141592920353,11680,0.11575253384139904,0.12761029801700802
2001,Bavaria,West,Yes,0.9080745341614906,11680,0.9028347509632688,0.9133143173597125
2001,Bavaria,West,No,0.09192546583850932,11680,0.08668568264028746,0.09716524903673117
2001,Berlin,West,Yes,0.8364312267657993,11680,0.8297231199834367,0.8431393335481618
2001,Berlin,West,No,0.16356877323420074,11680,0.15686066645183822,0.17027688001656327
2001,Berlin,East,Yes,0.8421052631578947,11680,0.8354922152688324,0.8487183110469569
2001,Berlin,East,No,0.15789473684210525,11680,0.15128168895304303,0.16450778473116748
2001,Brandenburg,East,Yes,0.8997995991983968,11680,0.8943540425903138,0.9052451558064798
2001,Brandenburg,East,No,0.10020040080160321,11680,0.09475484419352023,0.10564595740968619
2001,Mecklenburg-Western Pomerania,East,Yes,0.9222614840989399,11680,0.9174054714588841,0.9271174967389958
2001,Mecklenburg-Western Pomerania,East,No,0.07773851590106007,11680,0.07288250326100419,0.08259452854111594
2001,Saxony,East,Yes,0.8817966903073287,11680,0.8759415986145385,0.8876517820001188
2001,Saxony,East,No,0.1182033096926714,11680,0.11234821799988122,0.12405840138546158
2001,Saxony-Anhalt,East,Yes,0.8673267326732673,11680,0.8611747128180339,0.8734787525285007
2001,Saxony-Anhalt,East,No,0.13267326732673268,11680,0.12652124747149926,0.1388252871819661
2001,Thuringa,East,Yes,0.9026369168356998,11680,0.8972605566676172,0.9080132770037824
2001,Thuringa,East,No,0.0973630831643002,11680,0.09198672299621759,0.10273944333238282
2003,Schleswig-Holstein,West,Yes,0.9322493224932249,11804,0.9277155019037364,0.9367831430827134
2003,Schleswig-Holstein,West,No,0.06775067750677506,11804,0.06321685691728655,0.07228449809626357
2003,Hamburg,West,Yes,0.9111111111111111,11804,0.9059771700188746,0.9162450522033476
2003,Hamburg,West,No,0.08888888888888889,11804,0.08375494779665232,0.09402282998112546
2003,Lower Saxony,West,Yes,0.9247202441505595,11804,0.9199604764829004,0.9294800118182187
2003,Lower Saxony,West,No,0.0752797558494405,11804,0.07051998818178137,0.08003952351709961
2003,Bremen,West,Yes,0.900990099009901,11804,0.8956019351660929,0.9063782628537091
2003,Bremen,West,No,0.09900990099009901,11804,0.09362173714629082,0.1043980648339072
2003,North Rhine-Westphalia,West,Yes,0.9283139767721266,11804,0.9236601934391561,0.9329677601050971
2003,North Rhine-Westphalia,West,No,0.07168602322787344,11804,0.06703223989490292,0.07633980656084396
2003,Hesse,West,Yes,0.9253731343283582,11804,0.9206323792912926,0.9301138893654238
2003,Hesse,West,No,0.07462686567164178,11804,0.06988611063457613,0.07936762070870744
2003,"Rhineland-Palatinate, Saarland",West,Yes,0.9056865464632455,11804,0.9004140383922878,0.9109590545342032
2003,"Rhineland-Palatinate, Saarland",West,No,0.09431345353675451,11804,0.08904094546579686,0.09958596160771216
2003,Baden-Wuerttemberg,West,Yes,0.9185714285714286,11804,0.9136375739886795,0.9235052831541777
2003,Baden-Wuerttemberg,West,No,0.08142857142857143,11804,0.07649471684582236,0.0863624260113205
2003,Bavaria,West,Yes,0.9023650697392359,11804,0.8970103688187583,0.9077197706597135
2003,Bavaria,West,No,0.0976349302607641,11804,0.09228022934028646,0.10298963118124174
2003,Berlin,West,Yes,0.8231046931407943,11804,0.8162209102367776,0.829988476044811
2003,Berlin,West,No,0.17689530685920576,11804,0.17001152395518906,0.18377908976322246
2003,Berlin,East,Yes,0.8232558139534883,11804,0.8163743404418575,0.8301372874651192
2003,Berlin,East,No,0.17674418604651163,11804,0.16986271253488086,0.1836256595581424
2003,Brandenburg,East,Yes,0.8931451612903226,11804,0.8875720259167219,0.8987182966639233
2003,Brandenburg,East,No,0.10685483870967742,11804,0.1012817033360767,0.11242797408327815
