"ple0097","year","bildungsniveau","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Gesetzliche KV","2008","(Fach-)Abitur","Laendlicher Raum","472","0.901636765350619","0.876448796050562","0.926824734650675"
"Gesetzliche KV","2008","AkademikerIn","Staedtischer Raum","1880","0.698698048549783","0.68215501746502","0.715241079634546"
"Gesetzliche KV","2008","AkademikerIn","Laendlicher Raum","860","0.718072947042764","0.692845973803963","0.743299920281566"
"Private KV","2008","(noch) kein Abschluss","Staedtischer Raum","60","0.0893404674049672","0.0606618360213249","0.118019098788609"
"Private KV","2008","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Private KV","2008","Hauptschule","Staedtischer Raum","227","0.0433469828389394","0.037283663999375","0.0494103016785037"
"Private KV","2008","Hauptschule","Laendlicher Raum","113","0.0454454181624935","0.0372299374328492","0.0536608988921379"
"Private KV","2008","Realschule","Staedtischer Raum","356","0.105044069219719","0.0940503563945359","0.116037782044901"
"Private KV","2008","Realschule","Laendlicher Raum","179","0.0839141727504376","0.0721063220292843","0.0957220234715909"
"Private KV","2008","(Fach-)Abitur","Staedtischer Raum","274","0.127562792631693","0.11136770182544","0.143757883437947"
"Private KV","2008","(Fach-)Abitur","Laendlicher Raum","65","0.0983632346493813","0.0731752653493248","0.123551203949438"
"Private KV","2008","AkademikerIn","Staedtischer Raum","1075","0.301301951450217","0.284758920365454","0.31784498253498"
"Private KV","2008","AkademikerIn","Laendlicher Raum","362","0.281927052957236","0.256700079718434","0.307154026196037"
"Weder-noch","2008","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2008","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2008","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2008","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2008","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2008","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2008","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2008","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2008","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2008","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2009","(noch) kein Abschluss","Staedtischer Raum","287","0.896884800007756","0.864794910655649","0.928974689359864"
"Gesetzliche KV","2009","(noch) kein Abschluss","Laendlicher Raum","118","0.892497671399238","0.840629577419889","0.944365765378588"
"Gesetzliche KV","2009","Hauptschule","Staedtischer Raum","3714","0.955544174474872","0.949095457513198","0.961992891436547"
"Gesetzliche KV","2009","Hauptschule","Laendlicher Raum","2178","0.952542674520059","0.943821218689469","0.961264130350648"
"Gesetzliche KV","2009","Realschule","Staedtischer Raum","2441","0.890574451467429","0.87894919109313","0.902199711841727"
"Gesetzliche KV","2009","Realschule","Laendlicher Raum","1871","0.914155677883984","0.901987513378507","0.92632384238946"
"Gesetzliche KV","2009","(Fach-)Abitur","Staedtischer Raum","1244","0.870041453119306","0.852921743851853","0.887161162386758"
"Gesetzliche KV","2009","(Fach-)Abitur","Laendlicher Raum","450","0.891293477726271","0.86451397073842","0.918072984714121"
"Gesetzliche KV","2009","AkademikerIn","Staedtischer Raum","1790","0.703645370977286","0.686767284491305","0.720523457463266"
"Gesetzliche KV","2009","AkademikerIn","Laendlicher Raum","857","0.708197553254528","0.682678302828469","0.733716803680588"
"Private KV","2009","(noch) kein Abschluss","Staedtischer Raum","58","0.103115199992244","0.0710253106401364","0.135205089344352"
"Private KV","2009","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Private KV","2009","Hauptschule","Staedtischer Raum","210","0.0444558255251275","0.0380071085634528","0.0509045424868021"
"Private KV","2009","Hauptschule","Laendlicher Raum","105","0.0474573254799413","0.0387358696493519","0.0561787813105307"
"Private KV","2009","Realschule","Staedtischer Raum","329","0.109425548532571","0.0978002881582727","0.12105080890687"
"Private KV","2009","Realschule","Laendlicher Raum","165","0.0858443221160164","0.0736761576105404","0.0980124866214925"
"Private KV","2009","(Fach-)Abitur","Staedtischer Raum","238","0.129958546880694","0.112838837613242","0.147078256148147"
"Private KV","2009","(Fach-)Abitur","Laendlicher Raum","69","0.108706522273729","0.0819270152858784","0.13548602926158"
"Private KV","2009","AkademikerIn","Staedtischer Raum","1022","0.296354629022714","0.279476542536734","0.313232715508695"
"Private KV","2009","AkademikerIn","Laendlicher Raum","362","0.291802446745472","0.266283196319412","0.317321697171531"
"Weder-noch","2009","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2009","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2009","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2009","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2009","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2009","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2009","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2009","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2009","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2009","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2010","(noch) kein Abschluss","Staedtischer Raum","468","0.881382604284184","0.853984051115758","0.90878115745261"
"Gesetzliche KV","2010","(noch) kein Abschluss","Laendlicher Raum","214","0.892803590120204","0.8533342219852","0.932272958255209"
"Gesetzliche KV","2010","Hauptschule","Staedtischer Raum","4507","0.959199859489743","0.953564529570192","0.964835189409294"
"Gesetzliche KV","2010","Hauptschule","Laendlicher Raum","2646","0.956499166968206","0.948889167351559","0.964109166584853"
"Gesetzliche KV","2010","Realschule","Staedtischer Raum","3464","0.894355504541659","0.884643495273945","0.904067513809372"
"Gesetzliche KV","2010","Realschule","Laendlicher Raum","2715","0.907709404195744","0.897239994199403","0.918178814192084"
"Gesetzliche KV","2010","(Fach-)Abitur","Staedtischer Raum","1941","0.863371552401812","0.849186422010328","0.877556682793296"
"Gesetzliche KV","2010","(Fach-)Abitur","Laendlicher Raum","725","0.897871812448813","0.876914244253216","0.918829380644411"
"Gesetzliche KV","2010","AkademikerIn","Staedtischer Raum","2548","0.701252424783137","0.686856028981783","0.71564882058449"
"Gesetzliche KV","2010","AkademikerIn","Laendlicher Raum","1046","0.691142775628657","0.667612157803091","0.714673393454223"
"Private KV","2010","(noch) kein Abschluss","Staedtischer Raum","67","0.118617395715816","0.0912188425473895","0.146015948884242"
"Private KV","2010","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"Private KV","2010","Hauptschule","Staedtischer Raum","227","0.0408001405102567","0.0351648105907056","0.0464354704298078"
"Private KV","2010","Hauptschule","Laendlicher Raum","114","0.0435008330317939","0.0358908334151469","0.0511108326484409"
"Private KV","2010","Realschule","Staedtischer Raum","384","0.105644495458341","0.0959324861906282","0.115356504726055"
"Private KV","2010","Realschule","Laendlicher Raum","221","0.0922905958042562","0.0818211858079159","0.102760005800596"
"Private KV","2010","(Fach-)Abitur","Staedtischer Raum","311","0.136628447598188","0.122443317206704","0.150813577989672"
"Private KV","2010","(Fach-)Abitur","Laendlicher Raum","77","0.102128187551187","0.0811706193555894","0.123085755746784"
"Private KV","2010","AkademikerIn","Staedtischer Raum","1335","0.298747575216863","0.28435117941551","0.313143971018217"
"Private KV","2010","AkademikerIn","Laendlicher Raum","435","0.308857224371343","0.285326606545777","0.332387842196909"
"Weder-noch","2010","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2010","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2010","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2010","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2010","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2010","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2010","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2010","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2010","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2010","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2011","(noch) kein Abschluss","Staedtischer Raum","546","0.87267117953571","0.846411377898829","0.898930981172591"
"Gesetzliche KV","2011","(noch) kein Abschluss","Laendlicher Raum","257","0.925252033640129","0.894338019021832","0.956166048258425"
"Gesetzliche KV","2011","Hauptschule","Staedtischer Raum","5239","0.949968914994267","0.944209954659704","0.955727875328831"
"Gesetzliche KV","2011","Hauptschule","Laendlicher Raum","3257","0.951385529804474","0.944166220655093","0.958604838953856"
"Gesetzliche KV","2011","Realschule","Staedtischer Raum","3982","0.903017666926708","0.894289400468854","0.911745933384562"
"Gesetzliche KV","2011","Realschule","Laendlicher Raum","3218","0.9086531586598","0.89909621547405","0.91821010184555"
"Gesetzliche KV","2011","(Fach-)Abitur","Staedtischer Raum","2282","0.865541783045527","0.852493949041209","0.878589617049845"
"Gesetzliche KV","2011","(Fach-)Abitur","Laendlicher Raum","899","0.90333480866971","0.884946080830513","0.921723536508906"
"Gesetzliche KV","2011","AkademikerIn","Staedtischer Raum","2886","0.689494245107062","0.675881221683636","0.703107268530488"
"Gesetzliche KV","2011","AkademikerIn","Laendlicher Raum","1257","0.705730308616112","0.68443990431823","0.727020712913994"
"Private KV","2011","(noch) kein Abschluss","Staedtischer Raum","73","0.12732882046429","0.101069018827409","0.153588622101171"
"Private KV","2011","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Private KV","2011","Hauptschule","Staedtischer Raum","266","0.0500310850057328","0.0442721246711696","0.0557900453402959"
"Private KV","2011","Hauptschule","Laendlicher Raum","152","0.0486144701955255","0.0413951610461439","0.0558337793449071"
"Private KV","2011","Realschule","Staedtischer Raum","434","0.096982333073292","0.0882540666154383","0.105710599531146"
"Private KV","2011","Realschule","Laendlicher Raum","273","0.0913468413402001","0.0817898981544501","0.10090378452595"
"Private KV","2011","(Fach-)Abitur","Staedtischer Raum","344","0.134458216954473","0.121410382950155","0.147506050958791"
"Private KV","2011","(Fach-)Abitur","Laendlicher Raum","93","0.0966651913302903","0.0782764634910935","0.115053919169487"
"Private KV","2011","AkademikerIn","Staedtischer Raum","1552","0.310505754892938","0.296892731469512","0.324118778316364"
"Private KV","2011","AkademikerIn","Laendlicher Raum","503","0.294269691383888","0.272979287086006","0.31556009568177"
"Weder-noch","2011","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2011","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2011","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2011","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2011","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2011","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2011","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2011","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2011","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2012","(noch) kein Abschluss","Staedtischer Raum","542","0.90545802946075","0.882066568778482","0.928849490143018"
"Gesetzliche KV","2012","(noch) kein Abschluss","Laendlicher Raum","264","0.904297233370564","0.870497019833417","0.938097446907711"
"Gesetzliche KV","2012","Hauptschule","Staedtischer Raum","4990","0.951684203078069","0.945888197376578","0.95748020877956"
"Gesetzliche KV","2012","Hauptschule","Laendlicher Raum","3257","0.956332705842663","0.949465760644328","0.963199651040997"
"Gesetzliche KV","2012","Realschule","Staedtischer Raum","3848","0.89836438102578","0.889321240110683","0.907407521940877"
"Gesetzliche KV","2012","Realschule","Laendlicher Raum","3194","0.913720036026717","0.904349529974856","0.923090542078577"
"Gesetzliche KV","2012","(Fach-)Abitur","Staedtischer Raum","2228","0.871106753921902","0.858098651601987","0.884114856241816"
"Gesetzliche KV","2012","(Fach-)Abitur","Laendlicher Raum","897","0.893237271211462","0.874078128551056","0.912396413871868"
"Gesetzliche KV","2012","AkademikerIn","Staedtischer Raum","2884","0.683081871100832","0.669280693437713","0.696883048763951"
"Gesetzliche KV","2012","AkademikerIn","Laendlicher Raum","1245","0.705677175386444","0.684433876114038","0.72692047465885"
"Private KV","2012","(noch) kein Abschluss","Staedtischer Raum","59","0.09454197053925","0.0711505098569818","0.117933431221518"
"Private KV","2012","(noch) kein Abschluss","Laendlicher Raum","27","","",""
"Private KV","2012","Hauptschule","Staedtischer Raum","268","0.0483157969219312","0.04251979122044","0.0541118026234225"
"Private KV","2012","Hauptschule","Laendlicher Raum","145","0.0436672941573372","0.0368003489590027","0.0505342393556716"
"Private KV","2012","Realschule","Staedtischer Raum","441","0.10163561897422","0.0925924780591224","0.110678759889317"
"Private KV","2012","Realschule","Laendlicher Raum","255","0.0862799639732834","0.0769094579214229","0.0956504700251438"
"Private KV","2012","(Fach-)Abitur","Staedtischer Raum","321","0.128893246078098","0.115885143758183","0.141901348398013"
"Private KV","2012","(Fach-)Abitur","Laendlicher Raum","101","0.106762728788538","0.0876035861281316","0.125921871448944"
"Private KV","2012","AkademikerIn","Staedtischer Raum","1482","0.316918128899168","0.303116951236049","0.330719306562287"
"Private KV","2012","AkademikerIn","Laendlicher Raum","523","0.294322824613556","0.27307952534115","0.315566123885962"
"Weder-noch","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2012","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2012","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2012","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2012","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2012","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2012","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2012","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2012","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2013","(noch) kein Abschluss","Staedtischer Raum","865","0.895738875494702","0.876087536478407","0.915390214510997"
"Gesetzliche KV","2013","(noch) kein Abschluss","Laendlicher Raum","365","0.944630315132454","0.921635852859234","0.967624777405675"
"Gesetzliche KV","2013","Hauptschule","Staedtischer Raum","5689","0.953933502270054","0.948594433214138","0.959272571325969"
"Gesetzliche KV","2013","Hauptschule","Laendlicher Raum","3364","0.953159075652066","0.946156890172276","0.960161261131856"
"Gesetzliche KV","2013","Realschule","Staedtischer Raum","4028","0.895373357398964","0.886364421952123","0.904382292845805"
"Gesetzliche KV","2013","Realschule","Laendlicher Raum","3109","0.917194807307363","0.907852815492316","0.926536799122411"
"Gesetzliche KV","2013","(Fach-)Abitur","Staedtischer Raum","2966","0.878696236267149","0.867552132724331","0.889840339809967"
"Gesetzliche KV","2013","(Fach-)Abitur","Laendlicher Raum","1053","0.905672775162183","0.888794578743776","0.922550971580589"
"Gesetzliche KV","2013","AkademikerIn","Staedtischer Raum","3492","0.687691845142137","0.674830882756592","0.700552807527683"
"Gesetzliche KV","2013","AkademikerIn","Laendlicher Raum","1348","0.707267767919917","0.686600386329393","0.72793514951044"
"Private KV","2013","(noch) kein Abschluss","Staedtischer Raum","64","0.104261124505298","0.0846097854890027","0.123912463521593"
"Private KV","2013","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Private KV","2013","Hauptschule","Staedtischer Raum","233","0.0460664977299464","0.0407274286740308","0.051405566785862"
"Private KV","2013","Hauptschule","Laendlicher Raum","134","0.0468409243479343","0.0398387388681444","0.0538431098277242"
"Private KV","2013","Realschule","Staedtischer Raum","406","0.104626642601036","0.0956177071541951","0.113635578047877"
"Private KV","2013","Realschule","Laendlicher Raum","234","0.0828051926926368","0.0734632008775893","0.0921471845076844"
"Private KV","2013","(Fach-)Abitur","Staedtischer Raum","331","0.121303763732851","0.110159660190033","0.132447867275669"
"Private KV","2013","(Fach-)Abitur","Laendlicher Raum","99","0.0943272248378172","0.0774490284194109","0.111205421256224"
"Private KV","2013","AkademikerIn","Staedtischer Raum","1496","0.312308154857862","0.299447192472317","0.325169117243408"
"Private KV","2013","AkademikerIn","Laendlicher Raum","514","0.292732232080084","0.27206485048956","0.313399613670607"
"Weder-noch","2013","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2013","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2013","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2013","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2013","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2013","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2013","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2013","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2013","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2013","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2014","(noch) kein Abschluss","Staedtischer Raum","638","0.914103397116479","0.893057851444588","0.935148942788369"
"Gesetzliche KV","2014","(noch) kein Abschluss","Laendlicher Raum","304","0.933786117163965","0.906370199688607","0.961202034639324"
"Gesetzliche KV","2014","Hauptschule","Staedtischer Raum","4853","0.951479656287788","0.945567071962263","0.957392240613313"
"Gesetzliche KV","2014","Hauptschule","Laendlicher Raum","2988","0.949566503876907","0.941884015344753","0.957248992409061"
"Gesetzliche KV","2014","Realschule","Staedtischer Raum","3543","0.907243948017751","0.898133756067788","0.916354139967714"
"Gesetzliche KV","2014","Realschule","Laendlicher Raum","2759","0.916587726274359","0.906651840168487","0.92652361238023"
"Gesetzliche KV","2014","(Fach-)Abitur","Staedtischer Raum","2597","0.894026596102337","0.882802587741007","0.905250604463666"
"Gesetzliche KV","2014","(Fach-)Abitur","Laendlicher Raum","949","0.906583428285017","0.88890520654842","0.924261650021614"
"Gesetzliche KV","2014","AkademikerIn","Staedtischer Raum","3155","0.69202091078712","0.678524960588285","0.705516860985954"
"Gesetzliche KV","2014","AkademikerIn","Laendlicher Raum","1235","0.707351355980292","0.685837048830509","0.728865663130075"
"Private KV","2014","(noch) kein Abschluss","Staedtischer Raum","43","0.0858966028835211","0.0648510572116306","0.106942148555412"
"Private KV","2014","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Private KV","2014","Hauptschule","Staedtischer Raum","220","0.0485203437122121","0.0426077593866872","0.0544329280377371"
"Private KV","2014","Hauptschule","Laendlicher Raum","129","0.0504334961230931","0.0427510075909387","0.0581159846552474"
"Private KV","2014","Realschule","Staedtischer Raum","352","0.092756051982249","0.0836458600322859","0.101866243932212"
"Private KV","2014","Realschule","Laendlicher Raum","216","0.0834122737256413","0.07347638761977","0.0933481598315126"
"Private KV","2014","(Fach-)Abitur","Staedtischer Raum","292","0.105973403897663","0.0947493955363335","0.117197412258993"
"Private KV","2014","(Fach-)Abitur","Laendlicher Raum","92","0.0934165717149831","0.0757383499783862","0.11109479345158"
"Private KV","2014","AkademikerIn","Staedtischer Raum","1340","0.30797908921288","0.294483139014046","0.321475039411714"
"Private KV","2014","AkademikerIn","Laendlicher Raum","483","0.292648644019708","0.271134336869925","0.314162951169491"
"Weder-noch","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2014","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2014","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2014","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2014","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2014","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2014","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2014","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2014","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2015","(noch) kein Abschluss","Staedtischer Raum","631","0.917797035304229","0.896983200763171","0.938610869845287"
"Gesetzliche KV","2015","(noch) kein Abschluss","Laendlicher Raum","279","0.951438168671562","0.926867767985303","0.97600856935782"
"Gesetzliche KV","2015","Hauptschule","Staedtischer Raum","4607","0.953102062933251","0.947125415950781","0.959078709915722"
"Gesetzliche KV","2015","Hauptschule","Laendlicher Raum","2867","0.952093013977148","0.944437900894276","0.959748127060019"
"Gesetzliche KV","2015","Realschule","Staedtischer Raum","3356","0.897966004091488","0.888206151355859","0.907725856827117"
"Gesetzliche KV","2015","Realschule","Laendlicher Raum","2648","0.916450497467925","0.906311019358117","0.926589975577732"
"Gesetzliche KV","2015","(Fach-)Abitur","Staedtischer Raum","2740","0.879052096420511","0.86747070014179","0.890633492699232"
"Gesetzliche KV","2015","(Fach-)Abitur","Laendlicher Raum","1019","0.917236197190636","0.90096879871621","0.933503595665063"
"Gesetzliche KV","2015","AkademikerIn","Staedtischer Raum","3358","0.703016340662679","0.689860486114735","0.716172195210624"
"Gesetzliche KV","2015","AkademikerIn","Laendlicher Raum","1286","0.692364485493324","0.670851901086184","0.713877069900463"
"Private KV","2015","(noch) kein Abschluss","Staedtischer Raum","38","0.0822029646957709","0.0613891301547132","0.103016799236829"
"Private KV","2015","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Private KV","2015","Hauptschule","Staedtischer Raum","200","0.0468979370667488","0.0409212900842783","0.0528745840492193"
"Private KV","2015","Hauptschule","Laendlicher Raum","123","0.0479069860228525","0.0402518729399805","0.0555620991057244"
"Private KV","2015","Realschule","Staedtischer Raum","339","0.102033995908512","0.0922741431728833","0.111793848644141"
"Private KV","2015","Realschule","Laendlicher Raum","213","0.0835495025320752","0.0734100244222678","0.0936889806418827"
"Private KV","2015","(Fach-)Abitur","Staedtischer Raum","305","0.120947903579489","0.109366507300768","0.13252929985821"
"Private KV","2015","(Fach-)Abitur","Laendlicher Raum","83","0.0827638028093635","0.0664964043349374","0.0990312012837896"
"Private KV","2015","AkademikerIn","Staedtischer Raum","1276","0.296983659337321","0.283827804789376","0.310139513885265"
"Private KV","2015","AkademikerIn","Laendlicher Raum","482","0.307635514506676","0.286122930099537","0.329148098913816"
"Weder-noch","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2015","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2015","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2015","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2015","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2015","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2015","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2015","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2015","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2016","(noch) kein Abschluss","Staedtischer Raum","557","0.916167933155528","0.893918569652925","0.938417296658131"
"Gesetzliche KV","2016","(noch) kein Abschluss","Laendlicher Raum","219","0.921780279513346","0.887228061227063","0.956332497799629"
"Gesetzliche KV","2016","Hauptschule","Staedtischer Raum","4098","0.953517399519038","0.947208738090167","0.959826060947909"
"Gesetzliche KV","2016","Hauptschule","Laendlicher Raum","2609","0.953211048766007","0.94527015362969","0.961151943902325"
"Gesetzliche KV","2016","Realschule","Staedtischer Raum","3052","0.898511499671731","0.88831612059435","0.908706878749112"
"Gesetzliche KV","2016","Realschule","Laendlicher Raum","2464","0.927671980077151","0.917815315595753","0.937528644558549"
"Gesetzliche KV","2016","(Fach-)Abitur","Staedtischer Raum","2455","0.896103571271219","0.884600747081021","0.907606395461417"
"Gesetzliche KV","2016","(Fach-)Abitur","Laendlicher Raum","921","0.915839907390712","0.898580821776232","0.933098993005192"
"Gesetzliche KV","2016","AkademikerIn","Staedtischer Raum","3036","0.704239610989666","0.690494393610465","0.717984828368867"
"Gesetzliche KV","2016","AkademikerIn","Laendlicher Raum","1192","0.702016194204309","0.680007473730584","0.724024914678034"
"Private KV","2016","(noch) kein Abschluss","Staedtischer Raum","39","0.0838320668444719","0.0615827033418689","0.106081430347075"
"Private KV","2016","(noch) kein Abschluss","Laendlicher Raum","13","","",""
"Private KV","2016","Hauptschule","Staedtischer Raum","180","0.0464826004809616","0.0401739390520906","0.0527912619098327"
"Private KV","2016","Hauptschule","Laendlicher Raum","108","0.0467889512339929","0.0388480560976753","0.0547298463703104"
"Private KV","2016","Realschule","Staedtischer Raum","318","0.101488500328269","0.0912931212508877","0.11168387940565"
"Private KV","2016","Realschule","Laendlicher Raum","189","0.0723280199228489","0.0624713554414514","0.0821846844042465"
"Private KV","2016","(Fach-)Abitur","Staedtischer Raum","248","0.103896428728781","0.0923936045385836","0.115399252918979"
"Private KV","2016","(Fach-)Abitur","Laendlicher Raum","73","0.0841600926092882","0.0669010069948087","0.101419178223768"
"Private KV","2016","AkademikerIn","Staedtischer Raum","1199","0.295760389010334","0.282015171631133","0.309505606389535"
"Private KV","2016","AkademikerIn","Laendlicher Raum","467","0.297983805795691","0.275975085321966","0.319992526269416"
"Weder-noch","2016","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2016","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2016","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2016","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2016","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2016","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2016","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2016","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2016","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2016","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2017","(noch) kein Abschluss","Staedtischer Raum","609","0.9211542077611","0.900640377503899","0.941668038018301"
"Gesetzliche KV","2017","(noch) kein Abschluss","Laendlicher Raum","256","0.924471837471545","0.892953194458001","0.95599048048509"
"Gesetzliche KV","2017","Hauptschule","Staedtischer Raum","4152","0.950899524582111","0.944476147251521","0.957322901912701"
"Gesetzliche KV","2017","Hauptschule","Laendlicher Raum","2695","0.949851546343236","0.941774765510674","0.957928327175798"
"Gesetzliche KV","2017","Realschule","Staedtischer Raum","3498","0.899815933662012","0.890339263926634","0.909292603397391"
"Gesetzliche KV","2017","Realschule","Laendlicher Raum","2860","0.931701445391627","0.922778195726959","0.940624695056294"
"Gesetzliche KV","2017","(Fach-)Abitur","Staedtischer Raum","2689","0.893514181713113","0.882461595589661","0.904566767836565"
"Gesetzliche KV","2017","(Fach-)Abitur","Laendlicher Raum","1053","0.91232188480742","0.895947106412347","0.928696663202494"
"Gesetzliche KV","2017","AkademikerIn","Staedtischer Raum","3354","0.714303867353769","0.701351657210461","0.727256077497076"
"Gesetzliche KV","2017","AkademikerIn","Laendlicher Raum","1320","0.701893730070863","0.68092456048558","0.722862899656145"
"Private KV","2017","(noch) kein Abschluss","Staedtischer Raum","54","0.0788457922389","0.058331961981699","0.0993596224961011"
"Private KV","2017","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Private KV","2017","Hauptschule","Staedtischer Raum","195","0.0491004754178887","0.0426770980872988","0.0555238527484786"
"Private KV","2017","Hauptschule","Laendlicher Raum","110","0.050148453656764","0.0420716728242024","0.0582252344893256"
"Private KV","2017","Realschule","Staedtischer Raum","358","0.100184066337988","0.0907073966026093","0.109660736073366"
"Private KV","2017","Realschule","Laendlicher Raum","210","0.0682985546083734","0.0593753049437057","0.0772218042730411"
"Private KV","2017","(Fach-)Abitur","Staedtischer Raum","303","0.106485818286887","0.0954332321634349","0.117538404410339"
