"ple0097","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Gesetzliche KV","2009","Hauptschule","weiblich","3083","0.969367523303086","0.963399851780606","0.975335194825566"
"Gesetzliche KV","2009","Realschule","maennlich","1714","0.848086118182504","0.832421715107042","0.863750521257966"
"Gesetzliche KV","2009","Realschule","weiblich","2598","0.939917282590939","0.931097793349234","0.948736771832644"
"Gesetzliche KV","2009","(Fach-)Abitur","maennlich","704","0.838258195555414","0.813998994060456","0.862517397050372"
"Gesetzliche KV","2009","(Fach-)Abitur","weiblich","990","0.908042004318595","0.891088334865241","0.924995673771949"
"Gesetzliche KV","2009","AkademikerIn","maennlich","1355","0.667179305398042","0.647411991083288","0.686946619712796"
"Gesetzliche KV","2009","AkademikerIn","weiblich","1292","0.752464213292945","0.732787206757866","0.772141219828024"
"Private KV","2009","(noch) kein Abschluss","maennlich","37","0.105897111986343","0.0672880736192819","0.144506150353403"
"Private KV","2009","(noch) kein Abschluss","weiblich","40","0.102725640856795","0.0641545722753538","0.141296709438237"
"Private KV","2009","Hauptschule","maennlich","195","0.0611597162032782","0.0525907838245314","0.0697286485820251"
"Private KV","2009","Hauptschule","weiblich","120","0.0306324766969143","0.0246648051744344","0.0366001482193942"
"Private KV","2009","Realschule","maennlich","303","0.151913881817496","0.136249478742034","0.167578284892958"
"Private KV","2009","Realschule","weiblich","191","0.0600827174090612","0.0512632281673561","0.0689022066507664"
"Private KV","2009","(Fach-)Abitur","maennlich","181","0.161741804444586","0.137482602949628","0.186001005939544"
"Private KV","2009","(Fach-)Abitur","weiblich","126","0.091957995681405","0.0750043262280512","0.108911665134759"
"Private KV","2009","AkademikerIn","maennlich","828","0.332820694601958","0.313053380287204","0.352588008916712"
"Private KV","2009","AkademikerIn","weiblich","556","0.247535786707055","0.227858780171976","0.267212793242134"
"Weder-noch","2009","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2009","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2009","Hauptschule","maennlich","","","",""
"Weder-noch","2009","Hauptschule","weiblich","","","",""
"Weder-noch","2009","Realschule","maennlich","","","",""
"Weder-noch","2009","Realschule","weiblich","","","",""
"Weder-noch","2009","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2009","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2009","AkademikerIn","maennlich","","","",""
"Weder-noch","2009","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2010","(noch) kein Abschluss","maennlich","323","0.869008071023856","0.834814342156031","0.903201799891682"
"Gesetzliche KV","2010","(noch) kein Abschluss","weiblich","359","0.899885956556879","0.870360673088942","0.929411240024816"
"Gesetzliche KV","2010","Hauptschule","maennlich","3413","0.945477654194886","0.938088627863546","0.952866680526226"
"Gesetzliche KV","2010","Hauptschule","weiblich","3740","0.970108590268739","0.964741432286612","0.975475748250866"
"Gesetzliche KV","2010","Realschule","maennlich","2273","0.851087121954357","0.837517413908729","0.864656829999984"
"Gesetzliche KV","2010","Realschule","weiblich","3906","0.938765887370742","0.93146251768128","0.946069257060205"
"Gesetzliche KV","2010","(Fach-)Abitur","maennlich","1011","0.82939794635084","0.808511590400795","0.850284302300885"
"Gesetzliche KV","2010","(Fach-)Abitur","weiblich","1655","0.910499991693127","0.897341673360825","0.923658310025428"
"Gesetzliche KV","2010","AkademikerIn","maennlich","1724","0.661690460340741","0.644048688244754","0.679332232436728"
"Gesetzliche KV","2010","AkademikerIn","weiblich","1870","0.743945624433647","0.727172475136438","0.760718773730856"
"Private KV","2010","(noch) kein Abschluss","maennlich","51","0.130991928976144","0.0967982001083184","0.165185657843969"
"Private KV","2010","(noch) kein Abschluss","weiblich","38","0.100114043443121","0.0705887599751841","0.129639326911058"
"Private KV","2010","Hauptschule","maennlich","214","0.0545223458051137","0.0471333194737739","0.0619113721364535"
"Private KV","2010","Hauptschule","weiblich","127","0.0298914097312606","0.0245242517491337","0.0352585677133876"
"Private KV","2010","Realschule","maennlich","371","0.148912878045643","0.135343170000016","0.162482586091271"
"Private KV","2010","Realschule","weiblich","234","0.0612341126292578","0.0539307429397953","0.0685374823187202"
"Private KV","2010","(Fach-)Abitur","maennlich","235","0.17060205364916","0.149715697699115","0.191488409599205"
"Private KV","2010","(Fach-)Abitur","weiblich","153","0.0895000083068734","0.0763416899745722","0.102658326639175"
"Private KV","2010","AkademikerIn","maennlich","1039","0.338309539659259","0.320667767563272","0.355951311755246"
"Private KV","2010","AkademikerIn","weiblich","731","0.256054375566353","0.239281226269144","0.272827524863562"
"Weder-noch","2010","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2010","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2010","Hauptschule","maennlich","","","",""
"Weder-noch","2010","Hauptschule","weiblich","","","",""
"Weder-noch","2010","Realschule","maennlich","","","",""
"Weder-noch","2010","Realschule","weiblich","","","",""
"Weder-noch","2010","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2010","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2010","AkademikerIn","maennlich","","","",""
"Weder-noch","2010","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2011","(noch) kein Abschluss","maennlich","369","0.863496435347835","0.830623131766724","0.896369738928947"
"Gesetzliche KV","2011","(noch) kein Abschluss","weiblich","434","0.906701265681386","0.880627477697064","0.932775053665707"
"Gesetzliche KV","2011","Hauptschule","maennlich","3994","0.932003978343398","0.924450666686868","0.939557289999928"
"Gesetzliche KV","2011","Hauptschule","weiblich","4502","0.967648771082367","0.962561720911682","0.972735821253052"
"Gesetzliche KV","2011","Realschule","maennlich","2619","0.862238686217153","0.84999927484946","0.874478097584847"
"Gesetzliche KV","2011","Realschule","weiblich","4581","0.939578802066103","0.932880780349932","0.946276823782275"
"Gesetzliche KV","2011","(Fach-)Abitur","maennlich","1183","0.826949891974921","0.807397757175004","0.846502026774839"
"Gesetzliche KV","2011","(Fach-)Abitur","weiblich","1998","0.916799547093686","0.905205905125892","0.928393189061481"
"Gesetzliche KV","2011","AkademikerIn","maennlich","2012","0.654724914085534","0.638248866953414","0.671200961217654"
"Gesetzliche KV","2011","AkademikerIn","weiblich","2131","0.74030820403545","0.724615591412517","0.756000816658383"
"Private KV","2011","(noch) kein Abschluss","maennlich","50","0.136503564652165","0.103630261071053","0.169376868233276"
"Private KV","2011","(noch) kein Abschluss","weiblich","44","0.0932987343186144","0.0672249463342925","0.119372522302936"
"Private KV","2011","Hauptschule","maennlich","273","0.0679960216566023","0.0604427100000723","0.0755493333131324"
"Private KV","2011","Hauptschule","weiblich","145","0.0323512289176329","0.027264178746948","0.0374382790883177"
"Private KV","2011","Realschule","maennlich","427","0.137761313782847","0.125521902415153","0.15000072515054"
"Private KV","2011","Realschule","weiblich","280","0.060421197933897","0.0537231762177255","0.0671192196500685"
"Private KV","2011","(Fach-)Abitur","maennlich","255","0.173050108025079","0.153497973225161","0.192602242824996"
"Private KV","2011","(Fach-)Abitur","weiblich","182","0.0832004529063138","0.0716068109385193","0.0947940948741084"
"Private KV","2011","AkademikerIn","maennlich","1187","0.345275085914466","0.328799038782346","0.361751133046586"
"Private KV","2011","AkademikerIn","weiblich","868","0.25969179596455","0.243999183341617","0.275384408587483"
"Weder-noch","2011","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2011","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2011","Hauptschule","maennlich","","","",""
"Weder-noch","2011","Hauptschule","weiblich","","","",""
"Weder-noch","2011","Realschule","maennlich","","","",""
"Weder-noch","2011","Realschule","weiblich","","","",""
"Weder-noch","2011","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2011","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2011","AkademikerIn","maennlich","","","",""
"Weder-noch","2011","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2012","(noch) kein Abschluss","maennlich","359","0.857758697269386","0.823948197650885","0.891569196887886"
"Gesetzliche KV","2012","(noch) kein Abschluss","weiblich","447","0.949250761155059","0.929656458342899","0.968845063967219"
"Gesetzliche KV","2012","Hauptschule","maennlich","3922","0.936472271884212","0.929091339411796","0.943853204356628"
"Gesetzliche KV","2012","Hauptschule","weiblich","4325","0.969394552337218","0.964342276949053","0.974446827725383"
"Gesetzliche KV","2012","Realschule","maennlich","2613","0.863122219262425","0.85089779762196","0.87534664090289"
"Gesetzliche KV","2012","Realschule","weiblich","4429","0.938116199658422","0.931228570255613","0.945003829061231"
"Gesetzliche KV","2012","(Fach-)Abitur","maennlich","1178","0.833599169153794","0.81423461805456","0.852963720253028"
"Gesetzliche KV","2012","(Fach-)Abitur","weiblich","1947","0.914320702889438","0.902423258453353","0.926218147325524"
"Gesetzliche KV","2012","AkademikerIn","maennlich","1990","0.651930321696315","0.63527136462085","0.66858927877178"
"Gesetzliche KV","2012","AkademikerIn","weiblich","2139","0.731015648316181","0.7151293915695","0.746901905062862"
"Private KV","2012","(noch) kein Abschluss","maennlich","51","0.142241302730614","0.108430803112114","0.176051802349115"
"Private KV","2012","(noch) kein Abschluss","weiblich","35","0.0507492388449408","0.0311549360327806","0.070343541657101"
"Private KV","2012","Hauptschule","maennlich","273","0.0635277281157879","0.0561467956433721","0.0709086605882036"
"Private KV","2012","Hauptschule","weiblich","140","0.0306054476627821","0.0255531722746171","0.0356577230509472"
"Private KV","2012","Realschule","maennlich","424","0.136877780737575","0.12465335909711","0.14910220237804"
"Private KV","2012","Realschule","weiblich","272","0.0618838003415779","0.0549961709387687","0.0687714297443871"
"Private KV","2012","(Fach-)Abitur","maennlich","243","0.166400830846206","0.147036279746972","0.18576538194544"
"Private KV","2012","(Fach-)Abitur","weiblich","179","0.0856792971105618","0.0737818526744765","0.0975767415466471"
"Private KV","2012","AkademikerIn","maennlich","1151","0.348069678303685","0.33141072122822","0.36472863537915"
"Private KV","2012","AkademikerIn","weiblich","854","0.268984351683819","0.253098094937138","0.2848706084305"
"Weder-noch","2012","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2012","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2012","Hauptschule","maennlich","","","",""
"Weder-noch","2012","Hauptschule","weiblich","","","",""
"Weder-noch","2012","Realschule","maennlich","","","",""
"Weder-noch","2012","Realschule","weiblich","","","",""
"Weder-noch","2012","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2012","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2012","AkademikerIn","maennlich","","","",""
"Weder-noch","2012","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2013","(noch) kein Abschluss","maennlich","570","0.872131345901702","0.845845301250427","0.898417390552977"
"Gesetzliche KV","2013","(noch) kein Abschluss","weiblich","660","0.940684051215737","0.923046182273759","0.958321920157715"
"Gesetzliche KV","2013","Hauptschule","maennlich","4358","0.939101121455477","0.932189543458322","0.946012699452632"
"Gesetzliche KV","2013","Hauptschule","weiblich","4695","0.967618090762289","0.962621396915009","0.972614784609569"
"Gesetzliche KV","2013","Realschule","maennlich","2683","0.865917783054821","0.853850805275731","0.877984760833911"
"Gesetzliche KV","2013","Realschule","weiblich","4454","0.934348149474629","0.927277958368964","0.941418340580294"
"Gesetzliche KV","2013","(Fach-)Abitur","maennlich","1593","0.844080965183281","0.827563172781392","0.86059875758517"
"Gesetzliche KV","2013","(Fach-)Abitur","weiblich","2426","0.922880474380477","0.912618033920152","0.933142914840802"
"Gesetzliche KV","2013","AkademikerIn","maennlich","2272","0.656375055964529","0.640483877418609","0.67226623451045"
"Gesetzliche KV","2013","AkademikerIn","weiblich","2568","0.735433287738147","0.720647727584165","0.75021884789213"
"Private KV","2013","(noch) kein Abschluss","maennlich","50","0.127868654098298","0.101582609447023","0.154154698749573"
"Private KV","2013","(noch) kein Abschluss","weiblich","","","",""
"Private KV","2013","Hauptschule","maennlich","241","0.0608988785445229","0.0539873005473679","0.067810456541678"
"Private KV","2013","Hauptschule","weiblich","126","0.0323819092377111","0.0273852153904313","0.0373786030849909"
"Private KV","2013","Realschule","maennlich","380","0.134082216945179","0.122015239166089","0.146149194724269"
"Private KV","2013","Realschule","weiblich","260","0.065651850525371","0.0585816594197056","0.0727220416310363"
"Private KV","2013","(Fach-)Abitur","maennlich","260","0.155919034816719","0.13940124241483","0.172436827218608"
"Private KV","2013","(Fach-)Abitur","weiblich","170","0.077119525619523","0.066857085159198","0.0873819660798481"
"Private KV","2013","AkademikerIn","maennlich","1159","0.343624944035471","0.32773376548955","0.359516122581391"
"Private KV","2013","AkademikerIn","weiblich","851","0.264566712261853","0.24978115210787","0.279352272415835"
"Weder-noch","2013","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2013","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2013","Hauptschule","maennlich","","","",""
"Weder-noch","2013","Hauptschule","weiblich","","","",""
"Weder-noch","2013","Realschule","maennlich","","","",""
"Weder-noch","2013","Realschule","weiblich","","","",""
"Weder-noch","2013","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2013","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2013","AkademikerIn","maennlich","","","",""
"Weder-noch","2013","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2014","(noch) kein Abschluss","maennlich","432","0.90335370987352","0.8762931447414","0.930414275005641"
"Gesetzliche KV","2014","(noch) kein Abschluss","weiblich","510","0.934275882758248","0.913356269166825","0.955195496349671"
"Gesetzliche KV","2014","Hauptschule","maennlich","3769","0.933073120420672","0.925327958230771","0.940818282610572"
"Gesetzliche KV","2014","Hauptschule","weiblich","4072","0.96807623270078","0.962753911166739","0.973398554234822"
"Gesetzliche KV","2014","Realschule","maennlich","2407","0.875859286110927","0.863521696326299","0.888196875895555"
"Gesetzliche KV","2014","Realschule","weiblich","3895","0.939129961521036","0.931834578207739","0.946425344834332"
"Gesetzliche KV","2014","(Fach-)Abitur","maennlich","1461","0.868150683949837","0.851991718813143","0.884309649086531"
"Gesetzliche KV","2014","(Fach-)Abitur","weiblich","2085","0.92408958682125","0.913136136802007","0.935043036840493"
"Gesetzliche KV","2014","AkademikerIn","maennlich","2057","0.659954501649115","0.643265003524081","0.676643999774149"
"Gesetzliche KV","2014","AkademikerIn","weiblich","2333","0.736118345991904","0.720648412193743","0.751588279790066"
"Private KV","2014","(noch) kein Abschluss","maennlich","","","",""
"Private KV","2014","(noch) kein Abschluss","weiblich","","","",""
"Private KV","2014","Hauptschule","maennlich","230","0.0669268795793283","0.0591817173894279","0.0746720417692288"
"Private KV","2014","Hauptschule","weiblich","119","0.0319237672992196","0.0266014457651785","0.0372460888332606"
"Private KV","2014","Realschule","maennlich","337","0.124140713889073","0.111803124104445","0.136478303673701"
"Private KV","2014","Realschule","weiblich","231","0.0608700384789645","0.0535746551656677","0.0681654217922614"
"Private KV","2014","(Fach-)Abitur","maennlich","223","0.131849316050163","0.115690350913469","0.148008281186857"
"Private KV","2014","(Fach-)Abitur","weiblich","161","0.0759104131787505","0.0649569631595076","0.0868638631979933"
"Private KV","2014","AkademikerIn","maennlich","1038","0.340045498350885","0.323356000225851","0.356734996475919"
"Private KV","2014","AkademikerIn","weiblich","785","0.263881654008096","0.248411720209934","0.279351587806257"
"Weder-noch","2014","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2014","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2014","Hauptschule","maennlich","","","",""
"Weder-noch","2014","Hauptschule","weiblich","","","",""
"Weder-noch","2014","Realschule","maennlich","","","",""
"Weder-noch","2014","Realschule","weiblich","","","",""
"Weder-noch","2014","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2014","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2014","AkademikerIn","maennlich","","","",""
"Weder-noch","2014","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2015","(noch) kein Abschluss","maennlich","393","0.914212990443436","0.88739813018175","0.941027850705122"
"Gesetzliche KV","2015","(noch) kein Abschluss","weiblich","517","0.938702091924833","0.918544652620131","0.958859531229536"
"Gesetzliche KV","2015","Hauptschule","maennlich","3640","0.940064148177591","0.932568192019466","0.947560104335715"
"Gesetzliche KV","2015","Hauptschule","weiblich","3834","0.965155236004582","0.959432655164197","0.970877816844968"
"Gesetzliche KV","2015","Realschule","maennlich","2306","0.866957240178553","0.853972601409155","0.879941878947951"
"Gesetzliche KV","2015","Realschule","weiblich","3698","0.937044059294791","0.92944848325013","0.944639635339451"
"Gesetzliche KV","2015","(Fach-)Abitur","maennlich","1535","0.84971843301359","0.833023597893038","0.866413268134142"
"Gesetzliche KV","2015","(Fach-)Abitur","weiblich","2224","0.92192566994066","0.911162902197257","0.932688437684063"
"Gesetzliche KV","2015","AkademikerIn","maennlich","2185","0.663993283398815","0.647594452715584","0.680392114082046"
"Gesetzliche KV","2015","AkademikerIn","weiblich","2459","0.741189354520499","0.726049794402381","0.756328914638618"
"Private KV","2015","(noch) kein Abschluss","maennlich","","","",""
"Private KV","2015","(noch) kein Abschluss","weiblich","","","",""
"Private KV","2015","Hauptschule","maennlich","212","0.059935851822409","0.0524398956642846","0.0674318079805335"
"Private KV","2015","Hauptschule","weiblich","111","0.0348447639954179","0.0291221831550324","0.0405673448358035"
"Private KV","2015","Realschule","maennlich","322","0.133042759821447","0.120058121052049","0.146027398590845"
"Private KV","2015","Realschule","weiblich","230","0.0629559407052094","0.0553603646605491","0.0705515167498698"
"Private KV","2015","(Fach-)Abitur","maennlich","225","0.15028156698641","0.133586731865858","0.166976402106962"
"Private KV","2015","(Fach-)Abitur","weiblich","163","0.0780743300593402","0.0673115623159375","0.0888370978027428"
"Private KV","2015","AkademikerIn","maennlich","1002","0.336006716601185","0.319607885917953","0.352405547284416"
"Private KV","2015","AkademikerIn","weiblich","756","0.258810645479501","0.243671085361382","0.273950205597619"
"Weder-noch","2015","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2015","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2015","Hauptschule","maennlich","","","",""
"Weder-noch","2015","Hauptschule","weiblich","","","",""
"Weder-noch","2015","Realschule","maennlich","","","",""
"Weder-noch","2015","Realschule","weiblich","","","",""
"Weder-noch","2015","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2015","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2015","AkademikerIn","maennlich","","","",""
"Weder-noch","2015","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2016","(noch) kein Abschluss","maennlich","333","0.907673915352361","0.877728661198897","0.937619169505826"
"Gesetzliche KV","2016","(noch) kein Abschluss","weiblich","443","0.925751870878458","0.902024384850866","0.949479356906049"
"Gesetzliche KV","2016","Hauptschule","maennlich","3273","0.938132251727268","0.930107183238907","0.946157320215629"
"Gesetzliche KV","2016","Hauptschule","weiblich","3434","0.968742171948133","0.963004182116611","0.974480161779656"
"Gesetzliche KV","2016","Realschule","maennlich","2107","0.873391711451987","0.860096146139833","0.88668727676414"
"Gesetzliche KV","2016","Realschule","weiblich","3409","0.941149952122671","0.933483461156781","0.948816443088561"
"Gesetzliche KV","2016","(Fach-)Abitur","maennlich","1367","0.870695996928792","0.853997343505659","0.887394650351924"
"Gesetzliche KV","2016","(Fach-)Abitur","weiblich","2009","0.927394557255701","0.916415878117492","0.938373236393911"
"Gesetzliche KV","2016","AkademikerIn","maennlich","1977","0.66629125540201","0.649197025769684","0.683385485034336"
"Gesetzliche KV","2016","AkademikerIn","weiblich","2251","0.744902058227721","0.729227336862114","0.760576779593328"
"Private KV","2016","(noch) kein Abschluss","maennlich","","","",""
"Private KV","2016","(noch) kein Abschluss","weiblich","","","",""
"Private KV","2016","Hauptschule","maennlich","189","0.0618677482727318","0.0538426797843706","0.069892816761093"
"Private KV","2016","Hauptschule","weiblich","99","0.0312578280518668","0.0255198382203442","0.0369958178833895"
"Private KV","2016","Realschule","maennlich","296","0.126608288548013","0.113312723235859","0.139903853860167"
"Private KV","2016","Realschule","weiblich","211","0.0588500478773291","0.0511835569114393","0.0665165388432189"
"Private KV","2016","(Fach-)Abitur","maennlich","184","0.129304003071208","0.112605349648076","0.146002656494341"
"Private KV","2016","(Fach-)Abitur","weiblich","137","0.0726054427442985","0.0616267636060892","0.0835841218825078"
"Private KV","2016","AkademikerIn","maennlich","946","0.33370874459799","0.316614514965664","0.350802974230316"
"Private KV","2016","AkademikerIn","weiblich","720","0.255097941772279","0.239423220406671","0.270772663137886"
"Weder-noch","2016","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2016","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2016","Hauptschule","maennlich","","","",""
"Weder-noch","2016","Hauptschule","weiblich","","","",""
"Weder-noch","2016","Realschule","maennlich","","","",""
"Weder-noch","2016","Realschule","weiblich","","","",""
"Weder-noch","2016","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2016","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2016","AkademikerIn","maennlich","","","",""
"Weder-noch","2016","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2017","(noch) kein Abschluss","maennlich","390","0.912823960423329","0.885909607144683","0.939738313701975"
"Gesetzliche KV","2017","(noch) kein Abschluss","weiblich","475","0.929894975807851","0.907757445777811","0.95203250583789"
"Gesetzliche KV","2017","Hauptschule","maennlich","3355","0.933065915064528","0.924854368747719","0.941277461381338"
"Gesetzliche KV","2017","Hauptschule","weiblich","3492","0.967792770878124","0.962020762897056","0.973564778859192"
"Gesetzliche KV","2017","Realschule","maennlich","2479","0.8821101454492","0.87017627599615","0.89404401490225"
"Gesetzliche KV","2017","Realschule","weiblich","3879","0.937853211381017","0.93048225969487","0.945224163067165"
"Gesetzliche KV","2017","(Fach-)Abitur","maennlich","1534","0.860419168984434","0.844251639388255","0.876586698580612"
"Gesetzliche KV","2017","(Fach-)Abitur","weiblich","2208","0.932157833931226","0.922039854280448","0.942275813582003"
"Gesetzliche KV","2017","AkademikerIn","maennlich","2211","0.678765119077438","0.662706389412791","0.694823848742084"
"Gesetzliche KV","2017","AkademikerIn","weiblich","2463","0.747699987658618","0.732774505075495","0.762625470241742"
"Private KV","2017","(noch) kein Abschluss","maennlich","32","0.087176039576671","0.0602616862980248","0.114090392855317"
"Private KV","2017","(noch) kein Abschluss","weiblich","36","0.0701050241921494","0.0479674941621095","0.0922425542221893"
"Private KV","2017","Hauptschule","maennlich","203","0.0669340849354716","0.0587225386186624","0.0751456312522808"
"Private KV","2017","Hauptschule","weiblich","102","0.032207229121876","0.0264352211408077","0.0379792371029443"
"Private KV","2017","Realschule","maennlich","326","0.1178898545508","0.10595598509775","0.12982372400385"
"Private KV","2017","Realschule","weiblich","242","0.0621467886189829","0.0547758369328356","0.0695177403051302"
"Private KV","2017","(Fach-)Abitur","maennlich","231","0.139580831015566","0.123413301419388","0.155748360611745"
"Private KV","2017","(Fach-)Abitur","weiblich","165","0.0678421660687744","0.057724186417997","0.0779601457195517"
"Private KV","2017","AkademikerIn","maennlich","1037","0.321234880922563","0.305176151257916","0.337293610587209"
"Private KV","2017","AkademikerIn","weiblich","790","0.252300012341382","0.237374529758258","0.267225494924505"
"Weder-noch","2017","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2017","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2017","Hauptschule","maennlich","","","",""
"Weder-noch","2017","Hauptschule","weiblich","","","",""
"Weder-noch","2017","Realschule","maennlich","","","",""
"Weder-noch","2017","Realschule","weiblich","","","",""
"Weder-noch","2017","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2017","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2017","AkademikerIn","maennlich","","","",""
"Weder-noch","2017","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2018","(noch) kein Abschluss","maennlich","377","0.901890772270844","0.872884674349438","0.930896870192251"
"Gesetzliche KV","2018","(noch) kein Abschluss","weiblich","472","0.969972200665188","0.954892006410235","0.985052394920142"
"Gesetzliche KV","2018","Hauptschule","maennlich","3190","0.937955912823286","0.929813638682083","0.94609818696449"
"Gesetzliche KV","2018","Hauptschule","weiblich","3333","0.968067943959816","0.962176280721825","0.973959607197807"
"Gesetzliche KV","2018","Realschule","maennlich","2397","0.888473069605169","0.876562027400985","0.900384111809353"
"Gesetzliche KV","2018","Realschule","weiblich","3750","0.943362039088292","0.93617537803678","0.950548700139805"
"Gesetzliche KV","2018","(Fach-)Abitur","maennlich","1478","0.853056397910065","0.836231201320865","0.869881594499265"
"Gesetzliche KV","2018","(Fach-)Abitur","weiblich","2162","0.918968552525749","0.907866899640145","0.930070205411354"
"Gesetzliche KV","2018","AkademikerIn","maennlich","2183","0.693234714881342","0.677138292390855","0.709331137371829"
"Gesetzliche KV","2018","AkademikerIn","weiblich","2437","0.748445786611633","0.733411976040781","0.763479597182486"
"Private KV","2018","(noch) kein Abschluss","maennlich","","","",""
"Private KV","2018","(noch) kein Abschluss","weiblich","","","",""
"Private KV","2018","Hauptschule","maennlich","182","0.0620440871767135","0.0539018130355095","0.0701863613179174"
"Private KV","2018","Hauptschule","weiblich","88","0.031932056040184","0.0260403928021929","0.0378237192781751"
"Private KV","2018","Realschule","maennlich","286","0.111526930394831","0.0996158881906469","0.123437972599015"
"Private KV","2018","Realschule","weiblich","224","0.0566379609117075","0.0494512998601946","0.0638246219632204"
"Private KV","2018","(Fach-)Abitur","maennlich","223","0.146943602089935","0.130118405500734","0.163768798679135"
"Private KV","2018","(Fach-)Abitur","weiblich","159","0.0810314474742507","0.0699297945886461","0.0921331003598553"
"Private KV","2018","AkademikerIn","maennlich","970","0.306765285118658","0.290668862628171","0.322861707609145"
"Private KV","2018","AkademikerIn","weiblich","763","0.251554213388367","0.236520402817514","0.266588023959219"
"Weder-noch","2018","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2018","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2018","Hauptschule","maennlich","","","",""
"Weder-noch","2018","Hauptschule","weiblich","","","",""
"Weder-noch","2018","Realschule","maennlich","","","",""
"Weder-noch","2018","Realschule","weiblich","","","",""
"Weder-noch","2018","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2018","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2018","AkademikerIn","maennlich","","","",""
"Weder-noch","2018","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2019","(noch) kein Abschluss","maennlich","339","0.90556232764308","0.875684020157449","0.935440635128712"
"Gesetzliche KV","2019","(noch) kein Abschluss","weiblich","381","0.962076434519583","0.943473564618088","0.980679304421079"
"Gesetzliche KV","2019","Hauptschule","maennlich","2915","0.938979024676711","0.930646320235253","0.947311729118169"
"Gesetzliche KV","2019","Hauptschule","weiblich","2947","0.968426426486631","0.96220946859055","0.974643384382711"
"Gesetzliche KV","2019","Realschule","maennlich","2365","0.88580997799382","0.874088219999078","0.897531735988562"
"Gesetzliche KV","2019","Realschule","weiblich","3652","0.943644935346562","0.936425955317513","0.95086391537561"
"Gesetzliche KV","2019","(Fach-)Abitur","maennlich","1450","0.858365295606318","0.84232874037387","0.874401850838767"
"Gesetzliche KV","2019","(Fach-)Abitur","weiblich","2129","0.924536559444015","0.913822970137339","0.93525014875069"
"Gesetzliche KV","2019","AkademikerIn","maennlich","2331","0.692005015671198","0.677078932320614","0.706931099021781"
"Gesetzliche KV","2019","AkademikerIn","weiblich","2467","0.747777793962264","0.733080258933495","0.762475328991033"
"Private KV","2019","(noch) kein Abschluss","maennlich","","","",""
"Private KV","2019","(noch) kein Abschluss","weiblich","","","",""
"Private KV","2019","Hauptschule","maennlich","255","0.0610209753232892","0.0526882708818315","0.0693536797647468"
"Private KV","2019","Hauptschule","weiblich","92","0.0315735735133692","0.0253566156172886","0.0377905314094497"
