"ple0097","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Weder-noch","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2008","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2008","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2008","Realschule","Westdeutschland","","","",""
"Weder-noch","2008","Realschule","Ostdeutschland","","","",""
"Weder-noch","2008","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2008","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2008","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2009","(noch) kein Abschluss","Westdeutschland","345","0.898617565243434","0.869401281557001","0.927833848929867"
"Gesetzliche KV","2009","(noch) kein Abschluss","Ostdeutschland","60","0.874496682545565","0.797974292002486","0.951019073088645"
"Gesetzliche KV","2009","Hauptschule","Westdeutschland","4777","0.94843084101582","0.942352881941721","0.954508800089919"
"Gesetzliche KV","2009","Hauptschule","Ostdeutschland","1115","0.996874141215347","0.993606381405125","1.00014190102557"
"Gesetzliche KV","2009","Realschule","Westdeutschland","2748","0.888257622654251","0.877236372543971","0.89927887276453"
"Gesetzliche KV","2009","Realschule","Ostdeutschland","1564","0.929341241199733","0.917039944363893","0.941642538035573"
"Gesetzliche KV","2009","(Fach-)Abitur","Westdeutschland","1379","0.86660001954954","0.850214222608076","0.882985816491004"
"Gesetzliche KV","2009","(Fach-)Abitur","Ostdeutschland","315","0.93331324850312","0.907064001468083","0.959562495538158"
"Gesetzliche KV","2009","AkademikerIn","Westdeutschland","1620","0.653891805491364","0.636345946565338","0.67143766441739"
"Gesetzliche KV","2009","AkademikerIn","Ostdeutschland","1027","0.878007776413547","0.859544460066541","0.896471092760552"
"Private KV","2009","(noch) kein Abschluss","Westdeutschland","65","0.101382434756566","0.0721661510701329","0.130598718442998"
"Private KV","2009","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Private KV","2009","Hauptschule","Westdeutschland","309","0.0515691589841802","0.0454911999100813","0.0576471180582791"
"Private KV","2009","Hauptschule","Ostdeutschland","6","","",""
"Private KV","2009","Realschule","Westdeutschland","391","0.111742377345749","0.10072112723547","0.122763627456029"
"Private KV","2009","Realschule","Ostdeutschland","103","0.0706587588002666","0.0583574619644266","0.0829600556361066"
"Private KV","2009","(Fach-)Abitur","Westdeutschland","275","0.13339998045046","0.117014183508996","0.149785777391924"
"Private KV","2009","(Fach-)Abitur","Ostdeutschland","32","0.0666867514968797","0.0404375044618424","0.092935998531917"
"Private KV","2009","AkademikerIn","Westdeutschland","1204","0.346108194508636","0.32856233558261","0.363654053434662"
"Private KV","2009","AkademikerIn","Ostdeutschland","180","0.121992223586453","0.103528907239448","0.140455539933459"
"Weder-noch","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2009","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2009","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2009","Realschule","Westdeutschland","","","",""
"Weder-noch","2009","Realschule","Ostdeutschland","","","",""
"Weder-noch","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2009","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2009","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2010","(noch) kein Abschluss","Westdeutschland","607","0.887261560507196","0.863611537619582","0.91091158339481"
"Gesetzliche KV","2010","(noch) kein Abschluss","Ostdeutschland","75","0.85031124118694","0.774016957140122","0.926605525233759"
"Gesetzliche KV","2010","Hauptschule","Westdeutschland","5983","0.953127452265081","0.94791311203338","0.958341792496783"
"Gesetzliche KV","2010","Hauptschule","Ostdeutschland","1170","0.995662069529873","0.991915475580258","0.999408663479488"
"Gesetzliche KV","2010","Realschule","Westdeutschland","4114","0.890060501008749","0.881001047659752","0.899119954357745"
"Gesetzliche KV","2010","Realschule","Ostdeutschland","2065","0.923824025443231","0.912748969421097","0.934899081465366"
"Gesetzliche KV","2010","(Fach-)Abitur","Westdeutschland","2214","0.86478371510729","0.851529592672051","0.878037837542528"
"Gesetzliche KV","2010","(Fach-)Abitur","Ostdeutschland","452","0.915631483656058","0.891196026908463","0.940066940403653"
"Gesetzliche KV","2010","AkademikerIn","Westdeutschland","2406","0.645481026391562","0.63059876172887","0.660363291054254"
"Gesetzliche KV","2010","AkademikerIn","Ostdeutschland","1188","0.887899616727574","0.871343957818051","0.904455275637097"
"Private KV","2010","(noch) kein Abschluss","Westdeutschland","80","0.112738439492804","0.08908841660519","0.136388462380418"
"Private KV","2010","(noch) kein Abschluss","Ostdeutschland","9","","",""
"Private KV","2010","Hauptschule","Westdeutschland","329","0.0468725477349186","0.041658207503217","0.0520868879666202"
"Private KV","2010","Hauptschule","Ostdeutschland","12","","",""
"Private KV","2010","Realschule","Westdeutschland","466","0.109939498991251","0.100880045642255","0.118998952340248"
"Private KV","2010","Realschule","Ostdeutschland","139","0.0761759745567686","0.0651009185346342","0.087251030578903"
"Private KV","2010","(Fach-)Abitur","Westdeutschland","343","0.13521628489271","0.121962162457472","0.148470407327949"
"Private KV","2010","(Fach-)Abitur","Ostdeutschland","45","0.0843685163439421","0.059933059596347","0.108803973091537"
"Private KV","2010","AkademikerIn","Westdeutschland","1563","0.354518973608438","0.339636708945746","0.36940123827113"
"Private KV","2010","AkademikerIn","Ostdeutschland","207","0.112100383272426","0.0955447243629034","0.128656042181949"
"Weder-noch","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2010","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2010","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2010","Realschule","Westdeutschland","","","",""
"Weder-noch","2010","Realschule","Ostdeutschland","","","",""
"Weder-noch","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2010","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2010","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2011","(noch) kein Abschluss","Westdeutschland","709","0.880356681581361","0.857810909385042","0.90290245377768"
"Gesetzliche KV","2011","(noch) kein Abschluss","Ostdeutschland","94","0.945614167420422","0.901387187927644","0.989841146913201"
"Gesetzliche KV","2011","Hauptschule","Westdeutschland","7110","0.944152876764163","0.938961575065785","0.949344178462541"
"Gesetzliche KV","2011","Hauptschule","Ostdeutschland","1386","0.994814877164011","0.991050048939776","0.998579705388247"
"Gesetzliche KV","2011","Realschule","Westdeutschland","4824","0.896732800763244","0.888599807376515","0.904865794149973"
"Gesetzliche KV","2011","Realschule","Ostdeutschland","2376","0.926695590052322","0.916537611870942","0.936853568233702"
"Gesetzliche KV","2011","(Fach-)Abitur","Westdeutschland","2667","0.873401336215457","0.861600313175337","0.885202359255577"
"Gesetzliche KV","2011","(Fach-)Abitur","Ostdeutschland","514","0.886415015766436","0.860320278029092","0.912509753503779"
"Gesetzliche KV","2011","AkademikerIn","Westdeutschland","2829","0.643351827907481","0.629564699706639","0.657138956108322"
"Gesetzliche KV","2011","AkademikerIn","Ostdeutschland","1314","0.884395283849878","0.868533295581701","0.900257272118056"
"Private KV","2011","(noch) kein Abschluss","Westdeutschland","87","0.119643318418639","0.09709754622232","0.142189090614958"
"Private KV","2011","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Private KV","2011","Hauptschule","Westdeutschland","406","0.0558471232358372","0.0506558215374592","0.0610384249342151"
"Private KV","2011","Hauptschule","Ostdeutschland","12","","",""
"Private KV","2011","Realschule","Westdeutschland","554","0.103267199236756","0.0951342058500269","0.111400192623485"
"Private KV","2011","Realschule","Ostdeutschland","153","0.0733044099476783","0.0631464317662983","0.0834623881290583"
"Private KV","2011","(Fach-)Abitur","Westdeutschland","383","0.126598663784543","0.114797640744423","0.138399686824663"
"Private KV","2011","(Fach-)Abitur","Ostdeutschland","54","0.113584984233564","0.0874902464962207","0.139679721970908"
"Private KV","2011","AkademikerIn","Westdeutschland","1808","0.356648172092519","0.342861043891678","0.370435300293361"
"Private KV","2011","AkademikerIn","Ostdeutschland","247","0.115604716150122","0.0997427278819444","0.131466704418299"
"Weder-noch","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2011","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2011","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2011","Realschule","Westdeutschland","","","",""
"Weder-noch","2011","Realschule","Ostdeutschland","","","",""
"Weder-noch","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2011","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2011","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2012","(noch) kein Abschluss","Westdeutschland","709","0.900833357024389","0.879951661439078","0.9217150526097"
"Gesetzliche KV","2012","(noch) kein Abschluss","Ostdeutschland","97","0.948113313207258","0.905689321046985","0.990537305367531"
"Gesetzliche KV","2012","Hauptschule","Westdeutschland","6871","0.947483842483505","0.942356605441652","0.952611079525359"
"Gesetzliche KV","2012","Hauptschule","Ostdeutschland","1376","0.994112999841965","0.990089890201637","0.998136109482294"
"Gesetzliche KV","2012","Realschule","Westdeutschland","4729","0.894650315123887","0.886370258870277","0.902930371377497"
"Gesetzliche KV","2012","Realschule","Ostdeutschland","2313","0.930415102321927","0.920354096858324","0.940476107785529"
"Gesetzliche KV","2012","(Fach-)Abitur","Westdeutschland","2616","0.874802810042856","0.86293267760065","0.886672942485061"
"Gesetzliche KV","2012","(Fach-)Abitur","Ostdeutschland","509","0.889293611157533","0.863329372712962","0.915257849602104"
"Gesetzliche KV","2012","AkademikerIn","Westdeutschland","2844","0.643674431529633","0.629836263593055","0.65751259946621"
"Gesetzliche KV","2012","AkademikerIn","Ostdeutschland","1285","0.869803136082656","0.852957486597721","0.886648785567591"
"Private KV","2012","(noch) kein Abschluss","Westdeutschland","78","0.0991666429756114","0.0782849473903003","0.120048338560922"
"Private KV","2012","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Private KV","2012","Hauptschule","Westdeutschland","400","0.0525161575164947","0.0473889204746409","0.0576433945583485"
"Private KV","2012","Hauptschule","Ostdeutschland","13","","",""
"Private KV","2012","Realschule","Westdeutschland","552","0.105349684876113","0.0970696286225028","0.113629741129723"
"Private KV","2012","Realschule","Ostdeutschland","144","0.0695848976780734","0.0595238922144706","0.0796459031416762"
"Private KV","2012","(Fach-)Abitur","Westdeutschland","370","0.125197189957144","0.113327057514939","0.13706732239935"
"Private KV","2012","(Fach-)Abitur","Ostdeutschland","52","0.110706388842467","0.0847421503978963","0.136670627287038"
"Private KV","2012","AkademikerIn","Westdeutschland","1757","0.356325568470367","0.34248740053379","0.370163736406945"
"Private KV","2012","AkademikerIn","Ostdeutschland","248","0.130196863917344","0.113351214432409","0.147042513402279"
"Weder-noch","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2012","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2012","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2012","Realschule","Westdeutschland","","","",""
"Weder-noch","2012","Realschule","Ostdeutschland","","","",""
"Weder-noch","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2012","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2012","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2013","(noch) kein Abschluss","Westdeutschland","1096","0.902289977574563","0.885261755995242","0.919318199153885"
"Gesetzliche KV","2013","(noch) kein Abschluss","Ostdeutschland","134","0.962050579665827","0.930512150344077","0.993589008987576"
"Gesetzliche KV","2013","Hauptschule","Westdeutschland","7691","0.947840466055118","0.942982074076864","0.952698858033371"
"Gesetzliche KV","2013","Hauptschule","Ostdeutschland","1362","0.993162999866344","0.988805897287003","0.997520102445684"
"Gesetzliche KV","2013","Realschule","Westdeutschland","4910","0.891478406123331","0.883200857388111","0.89975595485855"
"Gesetzliche KV","2013","Realschule","Ostdeutschland","2227","0.936285811048027","0.926417122842345","0.94615449925371"
"Gesetzliche KV","2013","(Fach-)Abitur","Westdeutschland","3502","0.882631981376215","0.872507214278545","0.892756748473885"
"Gesetzliche KV","2013","(Fach-)Abitur","Ostdeutschland","517","0.903758912090332","0.879483695143829","0.928034129036835"
"Gesetzliche KV","2013","AkademikerIn","Westdeutschland","3530","0.646100845184445","0.633222382613367","0.658979307755523"
"Gesetzliche KV","2013","AkademikerIn","Ostdeutschland","1310","0.879848818491817","0.863683262942269","0.896014374041365"
"Private KV","2013","(noch) kein Abschluss","Westdeutschland","72","0.0977100224254367","0.0806818008461153","0.114738244004758"
"Private KV","2013","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Private KV","2013","Hauptschule","Westdeutschland","355","0.0521595339448823","0.0473011419666287","0.057017925923136"
"Private KV","2013","Hauptschule","Ostdeutschland","12","","",""
"Private KV","2013","Realschule","Westdeutschland","514","0.108521593876669","0.10024404514145","0.116799142611889"
"Private KV","2013","Realschule","Ostdeutschland","126","0.0637141889519727","0.0538455007462902","0.0735828771576553"
"Private KV","2013","(Fach-)Abitur","Westdeutschland","380","0.117368018623785","0.107243251526115","0.127492785721455"
"Private KV","2013","(Fach-)Abitur","Ostdeutschland","50","0.0962410879096679","0.0719658709631645","0.120516304856171"
"Private KV","2013","AkademikerIn","Westdeutschland","1766","0.353899154815555","0.341020692244477","0.366777617386633"
"Private KV","2013","AkademikerIn","Ostdeutschland","244","0.120151181508183","0.103985625958635","0.136316737057731"
"Weder-noch","2013","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2013","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2013","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2013","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2013","Realschule","Westdeutschland","","","",""
"Weder-noch","2013","Realschule","Ostdeutschland","","","",""
"Weder-noch","2013","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2013","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2013","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2013","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2014","(noch) kein Abschluss","Westdeutschland","839","0.919927567008214","0.902056538027622","0.937798595988807"
"Gesetzliche KV","2014","(noch) kein Abschluss","Ostdeutschland","103","0.917708981189794","0.866586101138131","0.968831861241457"
"Gesetzliche KV","2014","Hauptschule","Westdeutschland","6599","0.944450483524118","0.939060443601222","0.949840523447013"
"Gesetzliche KV","2014","Hauptschule","Ostdeutschland","1242","0.993114832458934","0.988536265751853","0.997693399166016"
"Gesetzliche KV","2014","Realschule","Westdeutschland","4304","0.898231200534966","0.889643937036171","0.90681846403376"
"Gesetzliche KV","2014","Realschule","Ostdeutschland","1998","0.943818411656578","0.933988400359527","0.95364842295363"
"Gesetzliche KV","2014","(Fach-)Abitur","Westdeutschland","3061","0.890272776190333","0.87978089575707","0.900764656623595"
"Gesetzliche KV","2014","(Fach-)Abitur","Ostdeutschland","485","0.947471622190164","0.928315423651065","0.966627820729263"
"Gesetzliche KV","2014","AkademikerIn","Westdeutschland","3173","0.653135660969365","0.639632548080764","0.666638773857967"
"Gesetzliche KV","2014","AkademikerIn","Ostdeutschland","1217","0.874364184552614","0.857245524945649","0.891482844159579"
"Private KV","2014","(noch) kein Abschluss","Westdeutschland","47","0.0800724329917857","0.0622014040111935","0.097943461972378"
"Private KV","2014","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Private KV","2014","Hauptschule","Westdeutschland","338","0.0555495164758824","0.0501594765529872","0.0609395563987775"
"Private KV","2014","Hauptschule","Ostdeutschland","11","","",""
"Private KV","2014","Realschule","Westdeutschland","458","0.101768799465034","0.0931815359662397","0.110356062963829"
"Private KV","2014","Realschule","Ostdeutschland","110","0.0561815883434217","0.0463515770463699","0.0660115996404735"
"Private KV","2014","(Fach-)Abitur","Westdeutschland","348","0.109727223809667","0.0992353433764048","0.12021910424293"
"Private KV","2014","(Fach-)Abitur","Ostdeutschland","36","0.0525283778098359","0.0333721792707366","0.0716845763489352"
"Private KV","2014","AkademikerIn","Westdeutschland","1600","0.346864339030635","0.333361226142033","0.360367451919236"
"Private KV","2014","AkademikerIn","Ostdeutschland","223","0.125635815447386","0.108517155840421","0.142754475054351"
"Weder-noch","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2014","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2014","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2014","Realschule","Westdeutschland","","","",""
"Weder-noch","2014","Realschule","Ostdeutschland","","","",""
"Weder-noch","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2014","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2014","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2015","(noch) kein Abschluss","Westdeutschland","800","0.921586871803223","0.903472409837543","0.939701333768903"
"Gesetzliche KV","2015","(noch) kein Abschluss","Ostdeutschland","110","0.972091255621646","0.942245757797255","1.00193675344604"
"Gesetzliche KV","2015","Hauptschule","Westdeutschland","6284","0.946647165286533","0.941224064597918","0.952070265975148"
"Gesetzliche KV","2015","Hauptschule","Ostdeutschland","1190","0.993119586238563","0.988442606166441","0.997796566310686"
"Gesetzliche KV","2015","Realschule","Westdeutschland","4104","0.891821132626644","0.882793046187608","0.90084921906568"
"Gesetzliche KV","2015","Realschule","Ostdeutschland","1900","0.940689100092844","0.930360334169169","0.951017866016519"
"Gesetzliche KV","2015","(Fach-)Abitur","Westdeutschland","3271","0.88101972229263","0.870481569392747","0.891557875192513"
"Gesetzliche KV","2015","(Fach-)Abitur","Ostdeutschland","488","0.939758984742018","0.919328267469465","0.96018970201457"
"Gesetzliche KV","2015","AkademikerIn","Westdeutschland","3445","0.662389092646578","0.649261643926079","0.675516541367078"
"Gesetzliche KV","2015","AkademikerIn","Ostdeutschland","1199","0.866378200858784","0.848662612452883","0.884093789264685"
"Private KV","2015","(noch) kein Abschluss","Westdeutschland","46","0.0784131281967771","0.0602986662310973","0.0965275901624568"
"Private KV","2015","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Private KV","2015","Hauptschule","Westdeutschland","313","0.0533528347134669","0.047929734024852","0.0587759354020818"
"Private KV","2015","Hauptschule","Ostdeutschland","10","","",""
"Private KV","2015","Realschule","Westdeutschland","443","0.108178867373356","0.0991507809343204","0.117206953812392"
"Private KV","2015","Realschule","Ostdeutschland","109","0.0593108999071561","0.0489821339834811","0.0696396658308311"
"Private KV","2015","(Fach-)Abitur","Westdeutschland","355","0.11898027770737","0.108442124807487","0.129518430607253"
"Private KV","2015","(Fach-)Abitur","Ostdeutschland","33","0.0602410152579824","0.0398102979854297","0.080671732530535"
"Private KV","2015","AkademikerIn","Westdeutschland","1540","0.337610907353422","0.324483458632922","0.350738356073921"
"Private KV","2015","AkademikerIn","Ostdeutschland","218","0.133621799141216","0.115906210735315","0.151337387547117"
"Weder-noch","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2015","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2015","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2015","Realschule","Westdeutschland","","","",""
"Weder-noch","2015","Realschule","Ostdeutschland","","","",""
"Weder-noch","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2015","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2015","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2016","(noch) kein Abschluss","Westdeutschland","687","0.910738001659837","0.89009722020388","0.931378783115795"
"Gesetzliche KV","2016","(noch) kein Abschluss","Ostdeutschland","89","0.979085558047355","0.950310265264017","1.00786085083069"
"Gesetzliche KV","2016","Hauptschule","Westdeutschland","5650","0.948082553251662","0.942434825753154","0.95373028075017"
"Gesetzliche KV","2016","Hauptschule","Ostdeutschland","1057","0.991637948230603","0.986174096868752","0.997101799592454"
"Gesetzliche KV","2016","Realschule","Westdeutschland","3724","0.897691556427168","0.888450113142753","0.906932999711582"
"Gesetzliche KV","2016","Realschule","Ostdeutschland","1792","0.943356708984776","0.932940738626493","0.95377267934306"
"Gesetzliche KV","2016","(Fach-)Abitur","Westdeutschland","2908","0.893628191493027","0.882949227324308","0.904307155661746"
"Gesetzliche KV","2016","(Fach-)Abitur","Ostdeutschland","468","0.952144307316914","0.933339725384551","0.970948889249277"
"Gesetzliche KV","2016","AkademikerIn","Westdeutschland","3104","0.667624739530727","0.653946292611877","0.681303186449577"
"Gesetzliche KV","2016","AkademikerIn","Ostdeutschland","1124","0.858339619787596","0.839655449552808","0.877023790022385"
"Private KV","2016","(noch) kein Abschluss","Westdeutschland","46","0.0892619983401626","0.0686212168842053","0.10990277979612"
"Private KV","2016","(noch) kein Abschluss","Ostdeutschland","6","","",""
"Private KV","2016","Hauptschule","Westdeutschland","278","0.0519174467483384","0.0462697192498303","0.0575651742468465"
"Private KV","2016","Hauptschule","Ostdeutschland","10","","",""
"Private KV","2016","Realschule","Westdeutschland","407","0.102308443572832","0.0930670002884179","0.111549886857247"
"Private KV","2016","Realschule","Ostdeutschland","100","0.0566432910152235","0.0462273206569398","0.0670592613735072"
"Private KV","2016","(Fach-)Abitur","Westdeutschland","294","0.106371808506973","0.0956928443382542","0.117050772675692"
"Private KV","2016","(Fach-)Abitur","Ostdeutschland","27","","",""
"Private KV","2016","AkademikerIn","Westdeutschland","1452","0.332375260469273","0.318696813550423","0.346053707388123"
"Private KV","2016","AkademikerIn","Ostdeutschland","214","0.141660380212404","0.122976209977615","0.160344550447192"
"Weder-noch","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2016","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2016","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2016","Realschule","Westdeutschland","","","",""
"Weder-noch","2016","Realschule","Ostdeutschland","","","",""
"Weder-noch","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2016","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2016","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2017","(noch) kein Abschluss","Westdeutschland","750","0.917386153656613","0.898404024573675","0.93636828273955"
"Gesetzliche KV","2017","(noch) kein Abschluss","Ostdeutschland","115","0.95487082557439","0.918479817089767","0.991261834059013"
"Gesetzliche KV","2017","Hauptschule","Westdeutschland","5761","0.945288153091226","0.939559064349715","0.951017241832738"
"Gesetzliche KV","2017","Hauptschule","Ostdeutschland","1086","0.989610471018028","0.98361560729273","0.995605334743326"
"Gesetzliche KV","2017","Realschule","Westdeutschland","4262","0.895324954599029","0.886605285124381","0.904044624073676"
"Gesetzliche KV","2017","Realschule","Ostdeutschland","2096","0.959375335265049","0.951108941826825","0.967641728703272"
"Gesetzliche KV","2017","(Fach-)Abitur","Westdeutschland","3186","0.893557950589295","0.883404370238205","0.903711530940384"
"Gesetzliche KV","2017","(Fach-)Abitur","Ostdeutschland","556","0.928825642681168","0.90814882282449","0.949502462537846"
"Gesetzliche KV","2017","AkademikerIn","Westdeutschland","3470","0.678904934414681","0.666051823838326","0.691758044991037"
"Gesetzliche KV","2017","AkademikerIn","Ostdeutschland","1204","0.860491543457638","0.842546267040727","0.878436819874549"
"Private KV","2017","(noch) kein Abschluss","Westdeutschland","58","0.0826138463433875","0.0636317172604499","0.101595975426325"
"Private KV","2017","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Private KV","2017","Hauptschule","Westdeutschland","292","0.0547118469087736","0.0489827581672619","0.0604409356502852"
"Private KV","2017","Hauptschule","Ostdeutschland","13","","",""
"Private KV","2017","Realschule","Westdeutschland","473","0.104675045400971","0.0959553759263242","0.113394714875619"
"Private KV","2017","Realschule","Ostdeutschland","95","0.0406246647349511","0.0323582712967278","0.0488910581731745"
"Private KV","2017","(Fach-)Abitur","Westdeutschland","358","0.106442049410705","0.0962884690596157","0.116595629761795"
"Private KV","2017","(Fach-)Abitur","Ostdeutschland","38","0.0711743573188318","0.0504975374621537","0.0918511771755099"
"Private KV","2017","AkademikerIn","Westdeutschland","1599","0.321095065585319","0.308241955008963","0.333948176161674"
"Private KV","2017","AkademikerIn","Ostdeutschland","228","0.139508456542362","0.12156318012545","0.157453732959273"
"Weder-noch","2017","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2017","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2017","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2017","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2017","Realschule","Westdeutschland","","","",""
"Weder-noch","2017","Realschule","Ostdeutschland","","","",""
"Weder-noch","2017","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2017","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2017","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2017","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2018","(noch) kein Abschluss","Westdeutschland","726","0.934670457146885","0.917194074360708","0.952146839933063"
"Gesetzliche KV","2018","(noch) kein Abschluss","Ostdeutschland","123","0.975872465358228","0.949289947622576","1.00245498309388"
"Gesetzliche KV","2018","Hauptschule","Westdeutschland","5474","0.948179302345421","0.942440888530161","0.953917716160681"
"Gesetzliche KV","2018","Hauptschule","Ostdeutschland","1049","0.989891682571264","0.983872691869776","0.995910673272751"
"Gesetzliche KV","2018","Realschule","Westdeutschland","4063","0.904656514320838","0.896064222136186","0.91324880650549"
"Gesetzliche KV","2018","Realschule","Ostdeutschland","2084","0.956081302780798","0.947457666081233","0.964704939480363"
"Gesetzliche KV","2018","(Fach-)Abitur","Westdeutschland","3091","0.883529255989822","0.872803191453984","0.89425532052566"
"Gesetzliche KV","2018","(Fach-)Abitur","Ostdeutschland","549","0.917306123468639","0.895006727209274","0.939605519728004"
"Gesetzliche KV","2018","AkademikerIn","Westdeutschland","3443","0.690487036704276","0.677621602765203","0.703352470643349"
"Gesetzliche KV","2018","AkademikerIn","Ostdeutschland","1177","0.854764510997186","0.836261937004327","0.873267084990045"
"Private KV","2018","(noch) kein Abschluss","Westdeutschland","42","0.0653295428531147","0.047853160066937","0.0828059256392923"
"Private KV","2018","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Private KV","2018","Hauptschule","Westdeutschland","258","0.0518206976545791","0.0460822838393187","0.0575591114698395"
"Private KV","2018","Hauptschule","Ostdeutschland","12","","",""
"Private KV","2018","Realschule","Westdeutschland","425","0.0953434856791622","0.08675119349451","0.103935777863814"
"Private KV","2018","Realschule","Ostdeutschland","85","0.0439186972192018","0.0352950605196368","0.0525423339187668"
