"ple0097","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Weder-noch","2001","(Fach-)Abitur","21","","",""
"Weder-noch","2001","AkademikerIn","19","","",""
"Gesetzliche KV","2002","(noch) kein Abschluss","783","0.904037986078787","0.884869515440659","0.923206456716915"
"Gesetzliche KV","2002","Hauptschule","8432","0.950007365314804","0.945484067252037","0.954530663377571"
"Gesetzliche KV","2002","Realschule","5304","0.897739365904749","0.890065104812805","0.905413626996693"
"Gesetzliche KV","2002","(Fach-)Abitur","2030","","",""
"Gesetzliche KV","2002","AkademikerIn","2878","","",""
"Private KV","2002","(noch) kein Abschluss","120","","",""
"Private KV","2002","Hauptschule","457","0.046972331166041","0.0425808348830188","0.0513638274490632"
"Private KV","2002","Realschule","646","0.0964431704392417","0.0889662859542222","0.103920054924261"
"Private KV","2002","(Fach-)Abitur","405","0.139443802010479","0.125740931018872","0.153146673002085"
"Private KV","2002","AkademikerIn","1648","","",""
"Weder-noch","2002","(noch) kein Abschluss","4","0.00826764062290173","0.00237469430621319","0.0141605869395903"
"Weder-noch","2002","Hauptschule","28","","",""
"Weder-noch","2002","Realschule","38","0.00581746365600948","0.00389123828139473","0.00774368903062423"
"Weder-noch","2002","(Fach-)Abitur","20","","",""
"Weder-noch","2002","AkademikerIn","27","","",""
"Gesetzliche KV","2003","(noch) kein Abschluss","768","0.888658280752805","0.86805041906165","0.90926614244396"
"Gesetzliche KV","2003","Hauptschule","7993","0.949989640179799","0.945342799623609","0.954636480735989"
"Gesetzliche KV","2003","Realschule","5135","0.900350275970652","0.892626972080597","0.908073579860707"
"Gesetzliche KV","2003","(Fach-)Abitur","1991","","",""
"Gesetzliche KV","2003","AkademikerIn","2776","","",""
"Private KV","2003","(noch) kein Abschluss","118","","",""
"Private KV","2003","Hauptschule","423","0.0449182023691176","0.0405024997803514","0.0493339049578837"
"Private KV","2003","Realschule","604","0.0932166013590077","0.0857201153490369","0.100713087368978"
"Private KV","2003","(Fach-)Abitur","401","0.142946182594066","0.128963182078293","0.156929183109839"
"Private KV","2003","AkademikerIn","1543","","",""
"Weder-noch","2003","(noch) kein Abschluss","9","0.0147843580559388","0.00687750880926067","0.0226912073026168"
"Weder-noch","2003","Hauptschule","36","0.00509215745108357","0.00357472039352589","0.00660959450864124"
"Weder-noch","2003","Realschule","39","0.00643312267034038","0.00437169172521969","0.00849455361546107"
"Weder-noch","2003","(Fach-)Abitur","15","","",""
"Weder-noch","2003","AkademikerIn","24","","",""
"Gesetzliche KV","2004","(noch) kein Abschluss","759","0.920748457705126","0.903021262573936","0.938475652836317"
"Gesetzliche KV","2004","Hauptschule","7627","0.955378736307843","0.950858563421005","0.959898909194681"
"Gesetzliche KV","2004","Realschule","4998","0.905814762093372","0.898146874717296","0.913482649469447"
"Gesetzliche KV","2004","(Fach-)Abitur","1994","","",""
"Gesetzliche KV","2004","AkademikerIn","2723","","",""
"Private KV","2004","(noch) kein Abschluss","133","","",""
"Private KV","2004","Hauptschule","388","0.0446212636921571","0.0401010908053189","0.0491414365789954"
"Private KV","2004","Realschule","576","0.0941852379066282","0.0865173505305529","0.101853125282703"
"Private KV","2004","(Fach-)Abitur","379","0.136041028343755","0.122247329672947","0.149834727014563"
"Private KV","2004","AkademikerIn","1542","","",""
"Weder-noch","2004","(noch) kein Abschluss","","","",""
"Weder-noch","2004","Hauptschule","","","",""
"Weder-noch","2004","Realschule","","","",""
"Weder-noch","2004","(Fach-)Abitur","","","",""
"Weder-noch","2004","AkademikerIn","","","",""
"Gesetzliche KV","2005","(noch) kein Abschluss","753","0.901842152666032","0.882349795909154","0.92133450942291"
"Gesetzliche KV","2005","Hauptschule","7124","0.954748525502207","0.950041895353849","0.959455155650565"
"Gesetzliche KV","2005","Realschule","4755","0.90443275703832","0.896522198686121","0.91234331539052"
"Gesetzliche KV","2005","(Fach-)Abitur","1921","","",""
"Gesetzliche KV","2005","AkademikerIn","2658","","",""
"Private KV","2005","(noch) kein Abschluss","142","","",""
"Private KV","2005","Hauptschule","368","0.0452514744977932","0.0405448443494351","0.0499581046461512"
"Private KV","2005","Realschule","551","0.0955672429616796","0.0876566846094802","0.103477801313879"
"Private KV","2005","(Fach-)Abitur","351","0.126407651623887","0.11274342614656","0.140071877101215"
"Private KV","2005","AkademikerIn","1463","","",""
"Weder-noch","2005","(noch) kein Abschluss","","","",""
"Weder-noch","2005","Hauptschule","","","",""
"Weder-noch","2005","Realschule","","","",""
"Weder-noch","2005","(Fach-)Abitur","","","",""
"Weder-noch","2005","AkademikerIn","","","",""
"Gesetzliche KV","2006","(noch) kein Abschluss","530","0.90171231158753","0.878683891820189","0.92474073135487"
"Gesetzliche KV","2006","Hauptschule","7631","0.9527624563333","0.94813014884122","0.95739476382538"
"Gesetzliche KV","2006","Realschule","5088","0.904438936900523","0.896804215172868","0.912073658628178"
"Gesetzliche KV","2006","(Fach-)Abitur","2065","","",""
"Gesetzliche KV","2006","AkademikerIn","2937","","",""
"Private KV","2006","(noch) kein Abschluss","112","","",""
"Private KV","2006","Hauptschule","426","0.0472375436666998","0.0426052361746201","0.0518698511587795"
"Private KV","2006","Realschule","608","0.0955610630994772","0.0879263413718221","0.103195784827132"
"Private KV","2006","(Fach-)Abitur","365","0.124285821189669","0.111168748113244","0.137402894266093"
"Private KV","2006","AkademikerIn","1610","","",""
"Weder-noch","2006","(noch) kein Abschluss","","","",""
"Weder-noch","2006","Hauptschule","","","",""
"Weder-noch","2006","Realschule","","","",""
"Weder-noch","2006","(Fach-)Abitur","","","",""
"Weder-noch","2006","AkademikerIn","","","",""
"Gesetzliche KV","2007","(noch) kein Abschluss","470","0.910496668246183","0.886617417255583","0.934375919236784"
"Gesetzliche KV","2007","Hauptschule","6903","0.95393902211367","0.94911791419675","0.95876013003059"
"Gesetzliche KV","2007","Realschule","4794","0.907601148238521","0.899836966870773","0.915365329606268"
"Gesetzliche KV","2007","(Fach-)Abitur","1953","","",""
"Gesetzliche KV","2007","AkademikerIn","2818","","",""
"Private KV","2007","(noch) kein Abschluss","79","0.0895033317538168","0.0656240807632161","0.113382582744417"
"Private KV","2007","Hauptschule","359","0.0460609778863298","0.0412398699694098","0.0508820858032498"
"Private KV","2007","Realschule","550","0.0923988517614793","0.0846346703937319","0.100163033129227"
"Private KV","2007","(Fach-)Abitur","375","0.132500955108973","0.118728841073076","0.146273069144869"
"Private KV","2007","AkademikerIn","1532","","",""
"Weder-noch","2007","(noch) kein Abschluss","","","",""
"Weder-noch","2007","Hauptschule","","","",""
"Weder-noch","2007","Realschule","","","",""
"Weder-noch","2007","(Fach-)Abitur","","","",""
"Weder-noch","2007","AkademikerIn","","","",""
"Gesetzliche KV","2008","(noch) kein Abschluss","467","0.906518776272694","0.882101210509638","0.930936342035751"
"Gesetzliche KV","2008","Hauptschule","6462","0.955943964665148","0.951067010197522","0.960820919132775"
"Gesetzliche KV","2008","Realschule","4571","0.903105770542096","0.894991939665085","0.911219601419108"
"Gesetzliche KV","2008","(Fach-)Abitur","1828","","",""
"Gesetzliche KV","2008","AkademikerIn","2740","","",""
"Private KV","2008","(noch) kein Abschluss","79","0.0934812237273058","0.0690636579642494","0.117898789490362"
"Private KV","2008","Hauptschule","340","0.0440560353348516","0.0391790808672247","0.0489329898024784"
"Private KV","2008","Realschule","535","0.0968942294579036","0.0887803985808917","0.105008060334915"
"Private KV","2008","(Fach-)Abitur","339","0.120885173198712","0.107159680083875","0.13461066631355"
"Private KV","2008","AkademikerIn","1437","","",""
"Weder-noch","2008","(noch) kein Abschluss","","","",""
"Weder-noch","2008","Hauptschule","","","",""
"Weder-noch","2008","Realschule","","","",""
"Weder-noch","2008","(Fach-)Abitur","","","",""
"Weder-noch","2008","AkademikerIn","","","",""
"Gesetzliche KV","2009","(noch) kein Abschluss","405","0.895664351206009","0.868373720233598","0.922954982178421"
"Gesetzliche KV","2009","Hauptschule","5892","0.954525187225155","0.949342125576022","0.959708248874288"
"Gesetzliche KV","2009","Realschule","4312","0.89991496200339","0.891430163694567","0.908399760312214"
"Gesetzliche KV","2009","(Fach-)Abitur","1694","","",""
"Gesetzliche KV","2009","AkademikerIn","2647","","",""
"Private KV","2009","(noch) kein Abschluss","77","0.104335648793991","0.0770450178215787","0.131626279766402"
"Private KV","2009","Hauptschule","315","0.0454748127748449","0.0402917511257121","0.0506578744239777"
"Private KV","2009","Realschule","494","0.10008503799661","0.0916002396877859","0.108569836305433"
"Private KV","2009","(Fach-)Abitur","307","0.12474008540801","0.110262501697843","0.139217669118176"
"Private KV","2009","AkademikerIn","1384","","",""
"Weder-noch","2009","(noch) kein Abschluss","","","",""
"Weder-noch","2009","Hauptschule","","","",""
"Weder-noch","2009","Realschule","","","",""
"Weder-noch","2009","(Fach-)Abitur","","","",""
"Weder-noch","2009","AkademikerIn","","","",""
"Gesetzliche KV","2010","(noch) kein Abschluss","682","0.884479159369359","0.861916261665141","0.907042057073578"
"Gesetzliche KV","2010","Hauptschule","7153","0.958295163486095","0.953768959671445","0.962821367300746"
"Gesetzliche KV","2010","Realschule","6179","0.899554915670493","0.892401995868111","0.906707835472874"
"Gesetzliche KV","2010","(Fach-)Abitur","2666","","",""
"Gesetzliche KV","2010","AkademikerIn","3594","0.698642191133521","0.686362927157698","0.710921455109343"
"Private KV","2010","(noch) kein Abschluss","89","0.115520840630641","0.0929579429264223","0.138083738334859"
"Private KV","2010","Hauptschule","341","0.0417048365139047","0.0371786326992543","0.046231040328555"
"Private KV","2010","Realschule","605","0.100445084329508","0.0932921645271259","0.107598004131889"
"Private KV","2010","(Fach-)Abitur","388","0.128496255374994","0.116627820822524","0.140364689927464"
"Private KV","2010","AkademikerIn","1770","","",""
"Weder-noch","2010","(noch) kein Abschluss","","","",""
"Weder-noch","2010","Hauptschule","","","",""
"Weder-noch","2010","Realschule","","","",""
"Weder-noch","2010","(Fach-)Abitur","","","",""
"Weder-noch","2010","AkademikerIn","","","",""
"Gesetzliche KV","2011","(noch) kein Abschluss","803","0.88607235976534","0.865280132419625","0.906864587111056"
"Gesetzliche KV","2011","Hauptschule","8496","0.950454131511181","0.945949273776285","0.954958989246076"
"Gesetzliche KV","2011","Realschule","7200","0.90527147212956","0.898816832010207","0.911726112248913"
"Gesetzliche KV","2011","(Fach-)Abitur","3181","0.875082874776808","0.864309558923929","0.885856190629687"
"Gesetzliche KV","2011","AkademikerIn","4143","0.693726725569605","0.682251240061737","0.705202211077473"
"Private KV","2011","(noch) kein Abschluss","94","0.11392764023466","0.093135412888944","0.134719867580375"
"Private KV","2011","Hauptschule","418","0.0495458684888191","0.0450410107539237","0.0540507262237145"
"Private KV","2011","Realschule","707","0.0947285278704401","0.0882738877510872","0.101183167989793"
"Private KV","2011","(Fach-)Abitur","437","0.124917125223192","0.114143809370313","0.135690441076071"
"Private KV","2011","AkademikerIn","2055","","",""
"Weder-noch","2011","(noch) kein Abschluss","","","",""
"Weder-noch","2011","Hauptschule","","","",""
"Weder-noch","2011","Realschule","","","",""
"Weder-noch","2011","(Fach-)Abitur","","","",""
"Weder-noch","2011","AkademikerIn","","","",""
"Gesetzliche KV","2012","(noch) kein Abschluss","806","0.905151759246964","0.885923454182847","0.924380064311081"
"Gesetzliche KV","2012","Hauptschule","8247","0.953334322866691","0.948891995644205","0.957776650089176"
"Gesetzliche KV","2012","Realschule","7042","0.904478445649921","0.897929316880937","0.911027574418904"
"Gesetzliche KV","2012","(Fach-)Abitur","3125","0.876672246073183","0.865851267509203","0.887493224637162"
"Gesetzliche KV","2012","AkademikerIn","4129","0.688681416730441","0.677093965747468","0.700268867713414"
"Private KV","2012","(noch) kein Abschluss","86","0.0948482407530362","0.0756199356889191","0.114076545817153"
"Private KV","2012","Hauptschule","413","0.0466656771333092","0.0422233499108235","0.051108004355795"
"Private KV","2012","Realschule","696","0.0955215543500794","0.0889724255810956","0.102070683119063"
"Private KV","2012","(Fach-)Abitur","422","0.123327753926817","0.112506775362838","0.134148732490797"
"Private KV","2012","AkademikerIn","2005","","",""
"Weder-noch","2012","(noch) kein Abschluss","","","",""
"Weder-noch","2012","Hauptschule","","","",""
"Weder-noch","2012","Realschule","","","",""
"Weder-noch","2012","(Fach-)Abitur","","","",""
"Weder-noch","2012","AkademikerIn","","","",""
"Gesetzliche KV","2013","(noch) kein Abschluss","1230","","",""
"Gesetzliche KV","2013","Hauptschule","9053","0.95365619238563","0.949410833472118","0.957901551299141"
"Gesetzliche KV","2013","Realschule","7137","0.904138475004745","0.897595403239563","0.910681546769928"
"Gesetzliche KV","2013","(Fach-)Abitur","4019","0.885163247298711","0.87579476961861","0.894531724978811"
"Gesetzliche KV","2013","AkademikerIn","4840","0.69270364673192","0.681777796438593","0.703629497025246"
"Private KV","2013","(noch) kein Abschluss","79","0.0920746790799555","0.0764117335086594","0.107737624651252"
"Private KV","2013","Hauptschule","367","0.0463438076143701","0.0420984487008586","0.0505891665278816"
"Private KV","2013","Realschule","640","0.0958615249952548","0.0893184532300721","0.102404596760438"
"Private KV","2013","(Fach-)Abitur","430","0.11483675270129","0.105468275021189","0.12420523038139"
"Private KV","2013","AkademikerIn","2010","","",""
"Weder-noch","2013","(noch) kein Abschluss","","","",""
"Weder-noch","2013","Hauptschule","","","",""
"Weder-noch","2013","Realschule","","","",""
"Weder-noch","2013","(Fach-)Abitur","","","",""
"Weder-noch","2013","AkademikerIn","","","",""
"Gesetzliche KV","2014","(noch) kein Abschluss","942","0.919718967240854","0.902852094869077","0.936585839612631"
"Gesetzliche KV","2014","Hauptschule","7841","0.950795475472984","0.946111094448321","0.955479856497648"
"Gesetzliche KV","2014","Realschule","6302","0.910999642262709","0.904266392850422","0.917732891674995"
"Gesetzliche KV","2014","(Fach-)Abitur","3546","0.896896435102247","0.88738907802212","0.906403792182374"
"Gesetzliche KV","2014","AkademikerIn","4390","0.695913034227831","0.684474409762053","0.70735165869361"
"Private KV","2014","(noch) kein Abschluss","55","0.080281032759146","0.0634141603873686","0.0971479051309234"
"Private KV","2014","Hauptschule","349","0.0492045245270154","0.0445201435023518","0.0538889055516791"
"Private KV","2014","Realschule","568","0.0890003577372914","0.0822671083250048","0.095733607149578"
"Private KV","2014","(Fach-)Abitur","384","0.103103564897753","0.0935962078176263","0.11261092197788"
"Private KV","2014","AkademikerIn","1823","","",""
"Weder-noch","2014","(noch) kein Abschluss","","","",""
"Weder-noch","2014","Hauptschule","","","",""
"Weder-noch","2014","Realschule","","","",""
"Weder-noch","2014","(Fach-)Abitur","","","",""
"Weder-noch","2014","AkademikerIn","","","",""
"Gesetzliche KV","2015","(noch) kein Abschluss","910","0.927428543698599","0.911043104166008","0.943813983231189"
"Gesetzliche KV","2015","Hauptschule","7474","0.952742487680055","0.948032632879217","0.957452342480892"
"Gesetzliche KV","2015","Realschule","6004","0.905447024461093","0.898364342484757","0.912529706437429"
"Gesetzliche KV","2015","(Fach-)Abitur","3759","0.887579152935652","0.877965065963979","0.897193239907325"
"Gesetzliche KV","2015","AkademikerIn","4644","0.70035096260688","0.689129368277643","0.711572556936116"
"Private KV","2015","(noch) kein Abschluss","53","0.0725714563014011","0.0561860167688106","0.0889568958339916"
"Private KV","2015","Hauptschule","323","0.0472575123199454","0.0425476575191079","0.0519673671207829"
"Private KV","2015","Realschule","552","0.094552975538907","0.0874702935625708","0.101635657515243"
"Private KV","2015","(Fach-)Abitur","388","0.112420847064348","0.102806760092675","0.122034934036021"
"Private KV","2015","AkademikerIn","1758","","",""
"Weder-noch","2015","(noch) kein Abschluss","","","",""
"Weder-noch","2015","Hauptschule","","","",""
"Weder-noch","2015","Realschule","","","",""
"Weder-noch","2015","(Fach-)Abitur","","","",""
"Weder-noch","2015","AkademikerIn","","","",""
"Gesetzliche KV","2016","(noch) kein Abschluss","776","0.917640509265748","0.8989153276976","0.936365690833896"
"Gesetzliche KV","2016","Hauptschule","6707","0.953409246928606","0.948470192904098","0.958348300953114"
"Gesetzliche KV","2016","Realschule","5516","0.910433208221105","0.903221482289965","0.917644934152246"
"Gesetzliche KV","2016","(Fach-)Abitur","3376","0.90055048005455","0.890903780730409","0.91019717937869"
"Gesetzliche KV","2016","AkademikerIn","4228","0.703676617211901","0.692018926024759","0.715334308399044"
"Private KV","2016","(noch) kein Abschluss","52","0.0823594907342517","0.0636343091661035","0.1010846723024"
"Private KV","2016","Hauptschule","288","","",""
"Private KV","2016","Realschule","507","0.0895667917788946","0.082355065847754","0.0967785177100351"
"Private KV","2016","(Fach-)Abitur","321","0.0994495199454504","0.0898028206213098","0.109096219269591"
"Private KV","2016","AkademikerIn","1666","","",""
"Weder-noch","2016","(noch) kein Abschluss","","","",""
"Weder-noch","2016","Hauptschule","","","",""
"Weder-noch","2016","Realschule","","","",""
"Weder-noch","2016","(Fach-)Abitur","","","",""
"Weder-noch","2016","AkademikerIn","","","",""
"Gesetzliche KV","2017","(noch) kein Abschluss","865","0.921921946106146","0.904706478012314","0.939137414199979"
"Gesetzliche KV","2017","Hauptschule","6847","0.950537688728542","0.945512455626779","0.955562921830305"
"Gesetzliche KV","2017","Realschule","6358","0.91268910694191","0.906040931125121","0.919337282758699"
"Gesetzliche KV","2017","(Fach-)Abitur","3742","0.897918622302996","0.888694084849389","0.907143159756604"
"Gesetzliche KV","2017","AkademikerIn","4674","0.711288463162947","0.700272741357146","0.722304184968748"
"Private KV","2017","(noch) kein Abschluss","68","0.0780780538938536","0.0608625858000209","0.0952935219876864"
"Private KV","2017","Hauptschule","305","0.0494623112714579","0.0444370781696954","0.0544875443732205"
"Private KV","2017","Realschule","568","0.0873108930580901","0.0806627172413013","0.0939590688748789"
"Private KV","2017","(Fach-)Abitur","396","0.102081377697004","0.0928568402433965","0.111305915150611"
"Private KV","2017","AkademikerIn","1827","","",""
"Weder-noch","2017","(noch) kein Abschluss","","","",""
"Weder-noch","2017","Hauptschule","","","",""
"Weder-noch","2017","Realschule","","","",""
"Weder-noch","2017","(Fach-)Abitur","","","",""
"Weder-noch","2017","AkademikerIn","","","",""
"Gesetzliche KV","2018","(noch) kein Abschluss","849","0.93924161387841","0.923599845017943","0.954883382738878"
"Gesetzliche KV","2018","Hauptschule","6523","0.952948280429224","0.94791281406807","0.957983746790377"
"Gesetzliche KV","2018","Realschule","6147","0.918856043934265","0.912296696436037","0.925415391432493"
"Gesetzliche KV","2018","(Fach-)Abitur","3640","0.887895482131597","0.878145147103745","0.897645817159448"
"Gesetzliche KV","2018","AkademikerIn","4620","0.719192740346118","0.70814215007909","0.730243330613146"
"Private KV","2018","(noch) kein Abschluss","47","0.0607583861215896","0.0451166172611225","0.0764001549820567"
"Private KV","2018","Hauptschule","270","","",""
"Private KV","2018","Realschule","510","0.0811439560657349","0.0745846085675069","0.0877033035639629"
"Private KV","2018","(Fach-)Abitur","382","0.112104517868403","0.102354182840552","0.121854852896255"
"Private KV","2018","AkademikerIn","1733","","",""
"Weder-noch","2018","(noch) kein Abschluss","","","",""
"Weder-noch","2018","Hauptschule","","","",""
"Weder-noch","2018","Realschule","","","",""
"Weder-noch","2018","(Fach-)Abitur","","","",""
"Weder-noch","2018","AkademikerIn","","","",""
"Gesetzliche KV","2019","(noch) kein Abschluss","720","0.9363946766272","0.91919047417289","0.95359887908151"
"Gesetzliche KV","2019","Hauptschule","5862","0.953526079038931","0.948289975733059","0.958762182344802"
"Gesetzliche KV","2019","Realschule","6018","0.918049771505231","0.911505872700151","0.924593670310311"
"Gesetzliche KV","2019","(Fach-)Abitur","3581","0.894079979891387","0.884720658994459","0.903439300788315"
"Gesetzliche KV","2019","AkademikerIn","4799","0.71793915484538","0.707420631789742","0.728457677901017"
"Private KV","2019","(noch) kein Abschluss","53","0.0636053233728","0.0464011209184898","0.0808095258271103"
"Private KV","2019","Hauptschule","347","0.0464739209610694","0.0412378176551976","0.0517100242669412"
"Private KV","2019","Realschule","731","0.0819502284947689","0.0754063296896893","0.0884941272998485"
"Private KV","2019","(Fach-)Abitur","572","0.105920020108613","0.0965606992116853","0.115279341005541"
"Private KV","2019","AkademikerIn","2232","","",""
"Weder-noch","2019","(noch) kein Abschluss","","","",""
"Weder-noch","2019","Hauptschule","","","",""
"Weder-noch","2019","Realschule","","","",""
"Weder-noch","2019","(Fach-)Abitur","","","",""
"Weder-noch","2019","AkademikerIn","","","",""
"Gesetzliche KV","2020","(noch) kein Abschluss","1834","","",""
"Gesetzliche KV","2020","Hauptschule","6238","0.95230219483791","0.947133729676144","0.957470659999676"
"Gesetzliche KV","2020","Realschule","5626","0.92386528194052","0.917274852938973","0.930455710942067"
"Gesetzliche KV","2020","(Fach-)Abitur","4416","0.901410273265674","0.89306503922933","0.909755507302017"
"Gesetzliche KV","2020","AkademikerIn","5666","0.72544777121134","0.71547629767209","0.73541924475059"
"Private KV","2020","(noch) kein Abschluss","73","0.06736373386525","0.0561140072177428","0.0786134605127573"
"Private KV","2020","Hauptschule","294","","",""
"Private KV","2020","Realschule","595","0.0761347180594799","0.0695442890579326","0.0827251470610272"
"Private KV","2020","(Fach-)Abitur","486","0.0985897267343263","0.0902444926979829","0.10693496077067"
"Private KV","2020","AkademikerIn","2029","","",""
"Weder-noch","2020","(noch) kein Abschluss","","","",""
"Weder-noch","2020","Hauptschule","","","",""
"Weder-noch","2020","Realschule","","","",""
"Weder-noch","2020","(Fach-)Abitur","","","",""
"Weder-noch","2020","AkademikerIn","","","",""
