year,sampreg,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,East,Agree completely,0.13963,779,4404,0.12939,0.14987
1990,East,Agree,0.34561,1960,4404,0.33156,0.35966
1990,East,Disagree,0.23393,1343,4404,0.22143,0.24644
1990,East,Disagree completely,0.05890,322,4404,0.05195,0.06585
1991,East,Agree completely,0.11913,615,4119,0.10924,0.12903
1991,East,Agree,0.32787,1706,4119,0.31353,0.34221
1991,East,Disagree,0.27185,1382,4119,0.25826,0.28544
1991,East,Disagree completely,0.08507,416,4119,0.07655,0.09360
1992,West,Agree completely,0.10525,1016,6984,0.09805,0.11245
1992,West,Agree,0.35140,3341,6984,0.34020,0.36260
1992,West,Disagree,0.24587,2160,6984,0.23577,0.25597
1992,West,Disagree completely,0.05389,467,6984,0.04860,0.05919
1992,East,Agree completely,0.11156,543,3960,0.10175,0.12136
1992,East,Agree,0.36045,1810,3960,0.34549,0.37541
1992,East,Disagree,0.26306,1283,3960,0.24935,0.27678
1992,East,Disagree completely,0.07507,324,3960,0.06686,0.08328
1993,West,Agree completely,0.08881,1069,9212,0.08300,0.09462
1993,West,Agree,0.32987,3879,9212,0.32027,0.33947
1993,West,Disagree,0.30996,3311,9212,0.30051,0.31940
1993,West,Disagree completely,0.09075,953,9212,0.08489,0.09662
1993,East,Agree completely,0.07671,367,3816,0.06826,0.08515
1993,East,Agree,0.34410,1689,3816,0.32902,0.35917
1993,East,Disagree,0.29566,1376,3816,0.28118,0.31015
1993,East,Disagree completely,0.09362,384,3816,0.08438,0.10286
1995,West,Agree completely,0.12120,1529,9536,0.11465,0.12775
1995,West,Agree,0.41907,5030,9536,0.40916,0.42897
1995,West,Disagree,0.22979,2521,9536,0.22134,0.23823
1995,West,Disagree completely,0.04500,456,9536,0.04084,0.04916
1995,East,Agree completely,0.09325,388,3682,0.08385,0.10264
1995,East,Agree,0.40347,1910,3682,0.38762,0.41932
1995,East,Disagree,0.27242,1190,3682,0.25804,0.28680
1995,East,Disagree completely,0.05338,194,3682,0.04612,0.06064
1996,West,Agree completely,0.11131,1422,9326,0.10493,0.11769
1996,West,Agree,0.39903,4649,9326,0.38909,0.40897
1996,West,Disagree,0.25977,2755,9326,0.25087,0.26867
1996,West,Disagree completely,0.04625,500,9326,0.04199,0.05052
1996,East,Agree completely,0.07913,323,3677,0.07040,0.08786
1996,East,Agree,0.37639,1772,3677,0.36073,0.39206
1996,East,Disagree,0.30557,1331,3677,0.29067,0.32046
1996,East,Disagree completely,0.06542,251,3677,0.05743,0.07342
1997,West,Agree completely,0.07363,911,9144,0.06828,0.07898
1997,West,Agree,0.34535,4040,9144,0.33560,0.35509
1997,West,Disagree,0.30927,3355,9144,0.29980,0.31874
1997,West,Disagree completely,0.08690,838,9144,0.08112,0.09267
1997,East,Agree completely,0.04815,191,3628,0.04118,0.05512
1997,East,Agree,0.28316,1300,3628,0.26850,0.29782
1997,East,Disagree,0.39514,1713,3628,0.37923,0.41105
1997,East,Disagree completely,0.10870,424,3628,0.09857,0.11883
2008,West,Agree completely,0.08854,1744,14488,0.08391,0.09317
2008,West,Agree,0.39807,7109,14488,0.39010,0.40604
2008,West,Disagree,0.28338,4776,14488,0.27604,0.29071
2008,West,Disagree completely,0.05779,859,14488,0.05399,0.06159
2008,East,Agree completely,0.06228,333,4758,0.05541,0.06915
2008,East,Agree,0.34212,1945,4758,0.32864,0.35561
2008,East,Disagree,0.38581,2041,4758,0.37197,0.39964
2008,East,Disagree completely,0.08273,439,4758,0.07490,0.09056
2013,West,Agree completely,0.11571,2521,14352,0.11047,0.12094
2013,West,Agree,0.39873,8431,14352,0.39072,0.40674
2013,West,Disagree,0.15649,2989,14352,0.15055,0.16244
2013,West,Disagree completely,0.02169,411,14352,0.01931,0.02407
2013,East,Agree completely,0.08303,482,4436,0.07491,0.09115
2013,East,Agree,0.41510,2505,4436,0.40059,0.42960
2013,East,Disagree,0.23783,1239,4436,0.22530,0.25036
2013,East,Disagree completely,0.04200,210,4436,0.03609,0.04790
2018,West,Agree completely,0.13909,3614,20006,0.13429,0.14388
2018,West,Agree,0.43992,10834,20006,0.43304,0.44680
2018,West,Disagree,0.21345,4684,20006,0.20777,0.21913
2018,West,Disagree completely,0.03891,874,20006,0.03623,0.04159
2018,East,Agree completely,0.10396,696,5452,0.09586,0.11206
2018,East,Agree,0.39887,2717,5452,0.38587,0.41187
2018,East,Disagree,0.27250,1692,5452,0.26068,0.28432
2018,East,Disagree completely,0.05498,347,5452,0.04893,0.06103
