year,age_gr,bula_h,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Berlin,Agree,0.15992,32,32,0.03089,0.28895
1990,17-29 y.,Brandenburg,Agree,0.43888,79,129,0.35291,0.52486
1990,17-29 y.,Brandenburg,Disagree,0.28422,50,129,0.20608,0.36236
1990,17-29 y.,Mecklenburg-Western Pomerania,Agree,0.47940,70,115,0.38769,0.57111
1990,17-29 y.,Mecklenburg-Western Pomerania,Disagree,0.30402,45,115,0.21958,0.38846
1990,17-29 y.,Saxony,Agree completely,0.15853,52,306,0.11754,0.19952
1990,17-29 y.,Saxony,Agree,0.52491,166,306,0.46886,0.58095
1990,17-29 y.,Saxony,Disagree,0.26405,88,306,0.21458,0.31352
1990,17-29 y.,Saxony-Anhalt,Agree completely,0.17447,39,201,0.12187,0.22707
1990,17-29 y.,Saxony-Anhalt,Agree,0.44477,101,201,0.37590,0.51364
1990,17-29 y.,Saxony-Anhalt,Disagree,0.30465,61,201,0.24086,0.36843
1990,17-29 y.,Thuringa,Agree completely,0.23239,46,192,0.17249,0.29229
1990,17-29 y.,Thuringa,Agree,0.49067,98,192,0.41977,0.56157
1990,17-29 y.,Thuringa,Disagree,0.22193,48,192,0.16300,0.28087
1990,30-45 y.,Berlin,Agree,0.13701,40,86,0.06391,0.21011
1990,30-45 y.,Berlin,Disagree,0.15939,46,86,0.08157,0.23721
1990,30-45 y.,Brandenburg,Agree completely,0.19005,51,245,0.14082,0.23928
1990,30-45 y.,Brandenburg,Agree,0.36111,99,245,0.30084,0.42138
1990,30-45 y.,Brandenburg,Disagree,0.35148,95,245,0.29158,0.41139
1990,30-45 y.,Mecklenburg-Western Pomerania,Agree,0.39547,66,123,0.30871,0.48224
1990,30-45 y.,Mecklenburg-Western Pomerania,Disagree,0.32546,57,123,0.24231,0.40860
1990,30-45 y.,Saxony,Agree completely,0.19743,89,418,0.15922,0.23564
1990,30-45 y.,Saxony,Agree,0.47127,208,418,0.42336,0.51918
1990,30-45 y.,Saxony,Disagree,0.26570,121,418,0.22330,0.30809
1990,30-45 y.,Saxony-Anhalt,Agree completely,0.12960,34,256,0.08838,0.17082
1990,30-45 y.,Saxony-Anhalt,Agree,0.51755,136,256,0.45622,0.57889
1990,30-45 y.,Saxony-Anhalt,Disagree,0.26940,86,256,0.21495,0.32386
1990,30-45 y.,Thuringa,Agree completely,0.19783,47,225,0.14566,0.25000
1990,30-45 y.,Thuringa,Agree,0.47830,119,225,0.41288,0.54372
1990,30-45 y.,Thuringa,Disagree,0.25637,59,225,0.19919,0.31355
1990,46-65 y.,Berlin,Agree,0.14983,37,37,0.03324,0.26642
1990,46-65 y.,Brandenburg,Agree completely,0.15566,36,192,0.10424,0.20707
1990,46-65 y.,Brandenburg,Agree,0.36062,78,192,0.29252,0.42872
1990,46-65 y.,Brandenburg,Disagree,0.37743,78,192,0.30868,0.44617
1990,46-65 y.,Mecklenburg-Western Pomerania,Agree,0.38939,60,122,0.30251,0.47627
1990,46-65 y.,Mecklenburg-Western Pomerania,Disagree,0.38110,62,122,0.29457,0.46764
1990,46-65 y.,Saxony,Agree completely,0.19011,82,406,0.15189,0.22833
1990,46-65 y.,Saxony,Agree,0.43610,189,406,0.38780,0.48440
1990,46-65 y.,Saxony,Disagree,0.31435,135,406,0.26914,0.35957
1990,46-65 y.,Saxony-Anhalt,Agree completely,0.16600,38,211,0.11568,0.21633
1990,46-65 y.,Saxony-Anhalt,Agree,0.44241,100,211,0.37524,0.50959
1990,46-65 y.,Saxony-Anhalt,Disagree,0.31610,73,211,0.25321,0.37898
1990,46-65 y.,Thuringa,Agree completely,0.21105,48,209,0.15560,0.26651
1990,46-65 y.,Thuringa,Agree,0.44670,101,209,0.37914,0.51426
1990,46-65 y.,Thuringa,Disagree,0.26004,60,209,0.20043,0.31966
1990,66 and older,Brandenburg,Agree,0.47693,32,32,0.30110,0.65275
1990,66 and older,Saxony,Agree,0.47064,65,101,0.37281,0.56847
1990,66 and older,Saxony,Disagree,0.24634,36,101,0.16189,0.33079
1990,66 and older,Saxony-Anhalt,Agree,0.47478,40,40,0.31805,0.63150
1991,17-29 y.,Brandenburg,Agree,0.36800,59,107,0.27619,0.45981
1991,17-29 y.,Brandenburg,Disagree,0.33860,48,107,0.24851,0.42869
1991,17-29 y.,Mecklenburg-Western Pomerania,Agree,0.45816,58,99,0.35951,0.55681
1991,17-29 y.,Mecklenburg-Western Pomerania,Disagree,0.32046,41,99,0.22807,0.41285
1991,17-29 y.,Saxony,Agree completely,0.14581,42,262,0.10299,0.18863
1991,17-29 y.,Saxony,Agree,0.48957,137,262,0.42892,0.55021
1991,17-29 y.,Saxony,Disagree,0.29892,83,262,0.24338,0.35446
1991,17-29 y.,Saxony-Anhalt,Agree completely,0.15830,33,172,0.10359,0.21301
1991,17-29 y.,Saxony-Anhalt,Agree,0.49788,88,172,0.42294,0.57282
1991,17-29 y.,Saxony-Anhalt,Disagree,0.23000,51,172,0.16693,0.29308
1991,17-29 y.,Thuringa,Agree,0.47215,88,140,0.38916,0.55515
1991,17-29 y.,Thuringa,Disagree,0.31494,52,140,0.23772,0.39215
1991,30-45 y.,Berlin,Agree,0.15979,44,84,0.08096,0.23862
1991,30-45 y.,Berlin,Disagree,0.14976,40,84,0.07299,0.22653
1991,30-45 y.,Brandenburg,Agree completely,0.12428,36,260,0.08410,0.16446
1991,30-45 y.,Brandenburg,Agree,0.32526,93,260,0.26821,0.38232
1991,30-45 y.,Brandenburg,Disagree,0.40858,99,260,0.34871,0.46845
1991,30-45 y.,Brandenburg,Disagree completely,0.13054,32,260,0.08951,0.17156
1991,30-45 y.,Mecklenburg-Western Pomerania,Agree,0.39700,64,125,0.31088,0.48312
1991,30-45 y.,Mecklenburg-Western Pomerania,Disagree,0.36841,61,125,0.28350,0.45331
1991,30-45 y.,Saxony,Agree completely,0.17139,76,437,0.13601,0.20676
1991,30-45 y.,Saxony,Agree,0.44790,197,437,0.40122,0.49458
1991,30-45 y.,Saxony,Disagree,0.29830,132,437,0.25535,0.34124
1991,30-45 y.,Saxony,Disagree completely,0.08242,32,437,0.05660,0.10823
1991,30-45 y.,Saxony-Anhalt,Agree completely,0.17013,49,257,0.12410,0.21616
1991,30-45 y.,Saxony-Anhalt,Agree,0.40400,111,257,0.34389,0.46411
1991,30-45 y.,Saxony-Anhalt,Disagree,0.34840,97,257,0.29003,0.40676
1991,30-45 y.,Thuringa,Agree completely,0.14347,32,228,0.09787,0.18907
1991,30-45 y.,Thuringa,Agree,0.51106,116,228,0.44603,0.57609
1991,30-45 y.,Thuringa,Disagree,0.30341,80,228,0.24360,0.36321
1991,46-65 y.,Berlin,Disagree,0.16030,34,34,0.03512,0.28547
1991,46-65 y.,Brandenburg,Agree,0.38087,74,147,0.30210,0.45964
1991,46-65 y.,Brandenburg,Disagree,0.37324,73,147,0.29478,0.45169
1991,46-65 y.,Mecklenburg-Western Pomerania,Agree,0.34876,54,108,0.25846,0.43906
1991,46-65 y.,Mecklenburg-Western Pomerania,Disagree,0.34171,54,108,0.25184,0.43157
1991,46-65 y.,Saxony,Agree completely,0.13190,55,387,0.09815,0.16566
1991,46-65 y.,Saxony,Agree,0.35961,138,387,0.31173,0.40748
1991,46-65 y.,Saxony,Disagree,0.36788,145,387,0.31978,0.41599
1991,46-65 y.,Saxony,Disagree completely,0.13795,49,387,0.10355,0.17236
1991,46-65 y.,Saxony-Anhalt,Agree completely,0.21222,46,207,0.15639,0.26806
1991,46-65 y.,Saxony-Anhalt,Agree,0.38006,86,207,0.31378,0.44635
1991,46-65 y.,Saxony-Anhalt,Disagree,0.32571,75,207,0.26171,0.38970
1991,46-65 y.,Thuringa,Agree completely,0.16088,33,183,0.10750,0.21426
1991,46-65 y.,Thuringa,Agree,0.40985,86,183,0.33840,0.48131
1991,46-65 y.,Thuringa,Disagree,0.30280,64,183,0.23605,0.36955
1991,66 and older,Saxony,Agree,0.44530,54,96,0.34536,0.54524
1991,66 and older,Saxony,Disagree,0.31123,42,96,0.21812,0.40433
1991,66 and older,Saxony-Anhalt,Agree,0.43900,43,43,0.28891,0.58909
1991,66 and older,Thuringa,Disagree,0.46516,32,32,0.28957,0.64074
1992,17-29 y.,Lower Saxony,Agree completely,0.19761,50,211,0.14375,0.25146
1992,17-29 y.,Lower Saxony,Agree,0.50312,118,211,0.43550,0.57075
1992,17-29 y.,Lower Saxony,Disagree,0.18963,43,211,0.13661,0.24265
1992,17-29 y.,North Rhine-Westphalia,Agree completely,0.17210,95,445,0.13699,0.20721
1992,17-29 y.,North Rhine-Westphalia,Agree,0.45785,254,445,0.41151,0.50419
1992,17-29 y.,North Rhine-Westphalia,Disagree,0.18952,96,445,0.15306,0.22597
1992,17-29 y.,Hesse,Agree,0.52489,102,133,0.43970,0.61008
1992,17-29 y.,Hesse,Disagree,0.17976,31,133,0.11425,0.24527
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Agree,0.53900,74,105,0.44319,0.63480
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Disagree,0.23841,31,105,0.15651,0.32031
1992,17-29 y.,Baden-Wuerttemberg,Agree completely,0.14275,52,294,0.10269,0.18280
1992,17-29 y.,Baden-Wuerttemberg,Agree,0.43325,162,294,0.37651,0.48999
1992,17-29 y.,Baden-Wuerttemberg,Disagree,0.22428,80,294,0.17652,0.27204
1992,17-29 y.,Bavaria,Agree completely,0.14612,60,347,0.10890,0.18334
1992,17-29 y.,Bavaria,Agree,0.48963,193,347,0.43695,0.54230
1992,17-29 y.,Bavaria,Disagree,0.22899,94,347,0.18472,0.27327
1992,17-29 y.,Berlin,Agree,0.42167,57,88,0.31790,0.52544
1992,17-29 y.,Berlin,Disagree,0.25653,31,88,0.16476,0.34830
1992,17-29 y.,Brandenburg,Agree,0.55515,80,124,0.46733,0.64298
1992,17-29 y.,Brandenburg,Disagree,0.29012,44,124,0.20992,0.37033
1992,17-29 y.,Mecklenburg-Western Pomerania,Agree,0.53407,54,54,0.39977,0.66837
1992,17-29 y.,Saxony,Agree completely,0.20753,57,235,0.15557,0.25949
1992,17-29 y.,Saxony,Agree,0.49178,117,235,0.42773,0.55584
1992,17-29 y.,Saxony,Disagree,0.25097,61,235,0.19542,0.30652
1992,17-29 y.,Saxony-Anhalt,Agree completely,0.18672,35,148,0.12372,0.24972
1992,17-29 y.,Saxony-Anhalt,Agree,0.61389,113,148,0.53519,0.69260
1992,17-29 y.,Thuringa,Agree completely,0.18113,32,170,0.12306,0.23919
1992,17-29 y.,Thuringa,Agree,0.60135,107,170,0.52754,0.67517
1992,17-29 y.,Thuringa,Disagree,0.17528,31,170,0.11796,0.23260
1992,30-45 y.,Schleswig-Holstein,Agree,0.48786,34,34,0.31731,0.65840
1992,30-45 y.,Lower Saxony,Agree completely,0.18162,38,218,0.13032,0.23292
1992,30-45 y.,Lower Saxony,Agree,0.47201,117,218,0.40559,0.53843
1992,30-45 y.,Lower Saxony,Disagree,0.27278,63,218,0.21352,0.33204
1992,30-45 y.,North Rhine-Westphalia,Agree completely,0.14554,103,637,0.11813,0.17295
1992,30-45 y.,North Rhine-Westphalia,Agree,0.47704,347,637,0.43822,0.51586
1992,30-45 y.,North Rhine-Westphalia,Disagree,0.25928,187,637,0.22522,0.29334
1992,30-45 y.,Hesse,Agree,0.44342,94,153,0.36444,0.52240
1992,30-45 y.,Hesse,Disagree,0.27987,59,153,0.20850,0.35124
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Agree,0.41376,75,133,0.32974,0.49778
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Disagree,0.36055,58,133,0.27864,0.44247
1992,30-45 y.,Baden-Wuerttemberg,Agree completely,0.09576,36,302,0.06251,0.12900
1992,30-45 y.,Baden-Wuerttemberg,Agree,0.42089,158,302,0.36511,0.47666
1992,30-45 y.,Baden-Wuerttemberg,Disagree,0.29273,108,302,0.24132,0.34413
1992,30-45 y.,Bavaria,Agree completely,0.11466,54,374,0.08233,0.14699
1992,30-45 y.,Bavaria,Agree,0.45045,188,374,0.39995,0.50094
1992,30-45 y.,Bavaria,Disagree,0.30405,132,374,0.25737,0.35073
1992,30-45 y.,Berlin,Agree,0.42424,80,148,0.34434,0.50413
1992,30-45 y.,Berlin,Disagree,0.34514,68,148,0.26828,0.42199
1992,30-45 y.,Brandenburg,Agree,0.46137,114,205,0.39296,0.52978
1992,30-45 y.,Brandenburg,Disagree,0.36013,91,205,0.29425,0.42600
1992,30-45 y.,Mecklenburg-Western Pomerania,Agree,0.44967,68,122,0.36103,0.53831
1992,30-45 y.,Mecklenburg-Western Pomerania,Disagree,0.36049,54,122,0.27494,0.44605
1992,30-45 y.,Saxony,Agree completely,0.17387,62,412,0.13723,0.21051
1992,30-45 y.,Saxony,Agree,0.42746,186,412,0.37963,0.47529
1992,30-45 y.,Saxony,Disagree,0.29973,131,412,0.25544,0.34403
1992,30-45 y.,Saxony,Disagree completely,0.09397,33,412,0.06576,0.12218
1992,30-45 y.,Saxony-Anhalt,Agree completely,0.12330,34,255,0.08287,0.16374
1992,30-45 y.,Saxony-Anhalt,Agree,0.50654,139,255,0.44505,0.56802
1992,30-45 y.,Saxony-Anhalt,Disagree,0.29378,82,255,0.23776,0.34980
1992,30-45 y.,Thuringa,Agree completely,0.19177,43,230,0.14078,0.24276
1992,30-45 y.,Thuringa,Agree,0.51731,120,230,0.45259,0.58204
1992,30-45 y.,Thuringa,Disagree,0.25377,67,230,0.19741,0.31013
1992,46-65 y.,Schleswig-Holstein,Agree,0.43407,36,36,0.26986,0.59827
1992,46-65 y.,Lower Saxony,Agree completely,0.14645,43,259,0.10331,0.18959
1992,46-65 y.,Lower Saxony,Agree,0.45970,138,259,0.39889,0.52051
1992,46-65 y.,Lower Saxony,Disagree,0.26702,78,259,0.21303,0.32100
1992,46-65 y.,North Rhine-Westphalia,Agree completely,0.12185,75,513,0.09352,0.15019
1992,46-65 y.,North Rhine-Westphalia,Agree,0.40416,233,513,0.36165,0.44666
1992,46-65 y.,North Rhine-Westphalia,Disagree,0.30617,170,513,0.26625,0.34610
1992,46-65 y.,North Rhine-Westphalia,Disagree completely,0.06432,35,513,0.04307,0.08557
1992,46-65 y.,Hesse,Agree,0.39387,85,147,0.31461,0.47313
1992,46-65 y.,Hesse,Disagree,0.28749,62,147,0.21408,0.36091
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Agree,0.32788,58,116,0.24208,0.41368
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Disagree,0.34663,58,116,0.25965,0.43361
1992,46-65 y.,Baden-Wuerttemberg,Agree completely,0.10404,40,294,0.06908,0.13900
1992,46-65 y.,Baden-Wuerttemberg,Agree,0.35092,130,294,0.29628,0.40557
1992,46-65 y.,Baden-Wuerttemberg,Disagree,0.34801,124,294,0.29347,0.40256
1992,46-65 y.,Bavaria,Agree,0.45035,174,334,0.39691,0.50379
1992,46-65 y.,Bavaria,Disagree,0.31796,126,334,0.26795,0.36798
1992,46-65 y.,Bavaria,Disagree completely,0.09265,34,334,0.06151,0.12379
1992,46-65 y.,Berlin,Agree,0.34874,62,117,0.26201,0.43546
1992,46-65 y.,Berlin,Disagree,0.30073,55,117,0.21728,0.38419
1992,46-65 y.,Brandenburg,Agree,0.35414,72,147,0.27656,0.43172
1992,46-65 y.,Brandenburg,Disagree,0.37231,75,147,0.29390,0.45073
1992,46-65 y.,Mecklenburg-Western Pomerania,Agree,0.35598,50,106,0.26440,0.44757
1992,46-65 y.,Mecklenburg-Western Pomerania,Disagree,0.37715,56,106,0.28445,0.46986
1992,46-65 y.,Saxony,Agree completely,0.09360,31,376,0.06412,0.12308
