year,migback,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Agree completely,0.03194,760,4261,0.02666,0.03722
1990,No migration background,Agree,0.07793,1882,4261,0.06988,0.08598
1990,No migration background,Disagree,0.05335,1303,4261,0.04660,0.06010
1990,No migration background,Disagree completely,0.01359,316,4261,0.01012,0.01707
1990,Direct migration background,Agree,0.03610,77,116,0.00201,0.07019
1990,Direct migration background,Disagree,0.01801,39,116,-0.00630,0.04231
1991,No migration background,Agree completely,0.02730,596,4012,0.02226,0.03235
1991,No migration background,Agree,0.07621,1667,4012,0.06800,0.08442
1991,No migration background,Disagree,0.06270,1346,4012,0.05520,0.07020
1991,No migration background,Disagree completely,0.01963,403,4012,0.01533,0.02392
1991,Direct migration background,Agree completely,0.01794,31,128,-0.00514,0.04103
1991,Direct migration background,Agree,0.02773,54,128,-0.00083,0.05628
1991,Direct migration background,Disagree,0.02474,43,128,-0.00228,0.05175
1992,No migration background,Agree completely,0.11416,1458,10294,0.10801,0.12030
1992,No migration background,Agree,0.37978,4840,10294,0.37041,0.38916
1992,No migration background,Disagree,0.27062,3250,10294,0.26204,0.27921
1992,No migration background,Disagree completely,0.06284,746,10294,0.05815,0.06753
1992,Direct migration background,Agree completely,0.07683,87,572,0.05498,0.09867
1992,Direct migration background,Agree,0.24181,276,572,0.20669,0.27693
1992,Direct migration background,Disagree,0.14717,170,572,0.11811,0.17622
1992,Direct migration background,Disagree completely,0.03877,39,572,0.02293,0.05460
1992,Indirect migration background,Agree,0.04471,35,35,-0.02476,0.11418
1993,No migration background,Agree completely,0.08321,1030,10109,0.07783,0.08860
1993,No migration background,Agree,0.33603,4289,10109,0.32682,0.34524
1993,No migration background,Disagree,0.31435,3737,10109,0.30530,0.32341
1993,No migration background,Disagree completely,0.09293,1053,10109,0.08727,0.09859
1993,Direct migration background,Agree completely,0.13255,315,2455,0.11913,0.14597
1993,Direct migration background,Agree,0.39526,1070,2455,0.37592,0.41461
1993,Direct migration background,Disagree,0.34136,818,2455,0.32260,0.36012
1993,Direct migration background,Disagree completely,0.10745,252,2455,0.09520,0.11970
1993,Indirect migration background,Agree completely,0.04747,91,464,0.02810,0.06683
1993,Indirect migration background,Agree,0.13776,209,464,0.10637,0.16915
1993,Indirect migration background,Disagree,0.09647,132,464,0.06958,0.12336
1993,Indirect migration background,Disagree completely,0.02699,32,464,0.01223,0.04176
1995,No migration background,Agree completely,0.11032,1319,9963,0.10417,0.11647
1995,No migration background,Agree,0.42522,5285,9963,0.41551,0.43493
1995,No migration background,Disagree,0.24435,2873,9963,0.23592,0.25279
1995,No migration background,Disagree completely,0.04761,486,9963,0.04343,0.05180
1995,Direct migration background,Agree completely,0.17281,479,2761,0.15870,0.18691
1995,Direct migration background,Agree,0.44602,1401,2761,0.42748,0.46457
1995,Direct migration background,Disagree,0.25509,728,2761,0.23882,0.27135
1995,Direct migration background,Disagree completely,0.05609,153,2761,0.04751,0.06468
1995,Indirect migration background,Agree completely,0.06214,119,483,0.04059,0.08369
1995,Indirect migration background,Agree,0.16882,254,483,0.13538,0.20227
1995,Indirect migration background,Disagree,0.07681,110,483,0.05304,0.10058
1996,No migration background,Agree completely,0.10232,1212,9880,0.09635,0.10830
1996,No migration background,Agree,0.39964,4894,9880,0.38998,0.40930
1996,No migration background,Disagree,0.27774,3211,9880,0.26891,0.28657
1996,No migration background,Disagree completely,0.05028,563,9880,0.04597,0.05459
1996,Direct migration background,Agree completely,0.14036,407,2584,0.12697,0.15376
1996,Direct migration background,Agree,0.45584,1260,2584,0.43663,0.47504
1996,Direct migration background,Disagree,0.27919,751,2584,0.26189,0.29649
1996,Direct migration background,Disagree completely,0.06122,166,2584,0.05197,0.07046
1996,Indirect migration background,Agree completely,0.06679,126,517,0.04525,0.08833
1996,Indirect migration background,Agree,0.16041,267,517,0.12875,0.19208
1996,Indirect migration background,Disagree,0.08474,124,517,0.06071,0.10877
1997,No migration background,Agree completely,0.06735,781,9756,0.06238,0.07233
1997,No migration background,Agree,0.33166,3941,9756,0.32232,0.34100
1997,No migration background,Disagree,0.33690,4028,9756,0.32752,0.34628
1997,No migration background,Disagree completely,0.09433,1006,9756,0.08853,0.10013
1997,Direct migration background,Agree completely,0.08548,228,2455,0.07441,0.09654
1997,Direct migration background,Agree,0.41351,1135,2455,0.39403,0.43300
1997,Direct migration background,Disagree,0.34240,865,2455,0.32363,0.36118
1997,Direct migration background,Disagree completely,0.09785,227,2455,0.08609,0.10960
1997,Indirect migration background,Agree completely,0.05373,93,532,0.03455,0.07291
