year,bula_h,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,Agree completely,0.03143,32,296,0.01152,0.05134
1990,Berlin,Agree,0.11450,116,296,0.07817,0.15084
1990,Berlin,Disagree,0.10850,113,296,0.07300,0.14399
1990,Berlin,Disagree completely,0.03305,35,296,0.01265,0.05345
1990,Brandenburg,Agree completely,0.14144,131,727,0.11609,0.16679
1990,Brandenburg,Agree,0.30692,288,727,0.27337,0.34047
1990,Brandenburg,Disagree,0.24399,234,727,0.21275,0.27524
1990,Brandenburg,Disagree completely,0.07881,74,727,0.05921,0.09841
1990,Mecklenburg-Western Pomerania,Agree completely,0.13259,80,507,0.10304,0.16214
1990,Mecklenburg-Western Pomerania,Agree,0.30992,204,507,0.26963,0.35022
1990,Mecklenburg-Western Pomerania,Disagree,0.28098,179,507,0.24182,0.32014
1990,Mecklenburg-Western Pomerania,Disagree completely,0.06236,44,507,0.04129,0.08343
1990,Saxony,Agree completely,0.14801,251,1330,0.12892,0.16711
1990,Saxony,Agree,0.37130,628,1330,0.34533,0.39728
1990,Saxony,Disagree,0.21910,380,1330,0.19686,0.24134
1990,Saxony,Disagree completely,0.04490,71,1330,0.03376,0.05603
1990,Saxony-Anhalt,Agree completely,0.13155,129,803,0.10815,0.15494
1990,Saxony-Anhalt,Agree,0.37581,377,803,0.34229,0.40933
1990,Saxony-Anhalt,Disagree,0.23310,247,803,0.20384,0.26236
1990,Saxony-Anhalt,Disagree completely,0.05095,50,803,0.03573,0.06617
1990,Thuringa,Agree completely,0.16366,156,741,0.13701,0.19032
1990,Thuringa,Agree,0.35366,347,741,0.31921,0.38811
1990,Thuringa,Disagree,0.19469,190,741,0.16616,0.22322
1990,Thuringa,Disagree completely,0.05686,48,741,0.04018,0.07355
1991,Berlin,Agree,0.10878,105,243,0.06955,0.14801
1991,Berlin,Disagree,0.10868,98,243,0.06946,0.14789
1991,Berlin,Disagree completely,0.04493,40,243,0.01883,0.07103
1991,Brandenburg,Agree completely,0.11498,104,676,0.09092,0.13905
1991,Brandenburg,Agree,0.29288,252,676,0.25855,0.32722
1991,Brandenburg,Disagree,0.30017,239,676,0.26559,0.33474
1991,Brandenburg,Disagree completely,0.09544,81,676,0.07327,0.11760
1991,Mecklenburg-Western Pomerania,Agree completely,0.09729,57,467,0.07038,0.12420
1991,Mecklenburg-Western Pomerania,Agree,0.29789,184,467,0.25637,0.33941
1991,Mecklenburg-Western Pomerania,Disagree,0.28371,168,467,0.24278,0.32464
1991,Mecklenburg-Western Pomerania,Disagree completely,0.10290,58,467,0.07531,0.13048
1991,Saxony,Agree completely,0.12134,189,1224,0.10304,0.13964
1991,Saxony,Agree,0.34712,526,1224,0.32044,0.37381
