year,sampreg,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1984,West,Very Inexpensive,0.08534328246820608,282,5863,0.08520057457274147,0.08548599036367069
1984,West,Inexpensive,0.26859069628397564,937,5863,0.26836430485079127,0.26881708771716
1984,West,Reasonable,0.4475793339780615,1617,5863,0.4473253512185293,0.4478333167375937
1984,West,Slightly Expensive,0.15114741136782592,653,5863,0.1509644536385156,0.15133036909713624
1984,West,Too Expensive,0.047339275901930815,219,5863,0.04723080476260704,0.04744774704125459
1985,West,Very Inexpensive,0.11797961576597452,337,5272,0.11781954714848977,0.11813968438345926
1985,West,Inexpensive,0.24994168876705228,809,5272,0.24972684129009112,0.2501565362440134
1985,West,Reasonable,0.4399748648498859,1467,5272,0.43972855539266475,0.44022117430710705
1985,West,Slightly Expensive,0.15209509922327516,577,5272,0.1519169046076532,0.15227329383889712
1985,West,Too Expensive,0.04000873139381225,184,5272,0.03991148479382647,0.04010597799379804
1986,West,Very Inexpensive,0.1136344127557798,308,5039,0.11347865336653178,0.11379017214502783
1986,West,Inexpensive,0.28305188260648945,836,5039,0.2828307922781549,0.283272972934824
1986,West,Reasonable,0.4168573547484645,1337,5039,0.41661537780209146,0.4170993316948376
1986,West,Slightly Expensive,0.1402013816525553,509,5039,0.14003098252194646,0.14037178078316415
1986,West,Too Expensive,0.04625496823671089,182,5039,0.046151884964926164,0.04635805150849561
1987,West,Very Inexpensive,0.11699860591309258,301,4975,0.11684185811930685,0.11715535370687831
1987,West,Inexpensive,0.27757328407180176,847,4975,0.2773549024284866,0.27779166571511693
1987,West,Reasonable,0.42665481854675164,1310,4975,0.42641361882101114,0.42689601827249213
1987,West,Slightly Expensive,0.13761375708497026,498,4975,0.13744575594265504,0.13778175822728547
1987,West,Too Expensive,0.04115953438338378,160,4975,0.041062653341110984,0.04125641542565658
1988,West,Very Inexpensive,0.12039048675247674,311,4770,0.12023221455744783,0.12054875894750565
1988,West,Inexpensive,0.27848675574275955,794,4770,0.27826873992304396,0.27870477156247514
1988,West,Reasonable,0.4221387541368542,1271,4770,0.421898537557567,0.4223789707161414
1988,West,Slightly Expensive,0.14612019152568256,476,4770,0.14594839393463507,0.14629198911673005
1988,West,Too Expensive,0.032863811842227024,133,4770,0.03277710240527495,0.0329505212791791
1989,West,Very Inexpensive,0.1286638226703347,323,4651,0.1285017951318767,0.12882585020879267
1989,West,Inexpensive,0.29064601359708353,838,4651,0.2904262876079534,0.29086573958621365
1989,West,Reasonable,0.41264929556026225,1166,4651,0.4124110597531558,0.4128875313673687
1989,West,Slightly Expensive,0.13229136611772022,457,4651,0.13212741271066472,0.1324553195247757
1989,West,Too Expensive,0.03574950205459928,122,4651,0.035659656277286234,0.035839347831912324
1990,West,Very Inexpensive,0.1033652873113208,336,6750,0.10323609558486187,0.10349447903777974
1990,West,Inexpensive,0.24098119281686312,873,6750,0.24079970084749938,0.24116268478622685
1990,West,Reasonable,0.31180935526784775,1115,6750,0.31161277563361617,0.31200593490207934
1990,West,Slightly Expensive,0.09428454650004985,379,6750,0.09416053678290101,0.09440855621719868
1990,West,Too Expensive,0.023254936652268604,114,6750,0.02319097969964315,0.02331889360489406
1990,East,Very Inexpensive,0.05164748297998636,350,6750,0.05155356493341852,0.051741401026554196
1990,East,Inexpensive,0.07523654004109864,493,6750,0.0751246041636649,0.07534847591853239
1990,East,Reasonable,0.0860757810699399,568,6750,0.08595675690340097,0.08619480523647884
1990,East,Slightly Expensive,0.013344877360625031,76,6750,0.013296182900993004,0.013393571820257058
1991,West,Very Inexpensive,0.12109600549214043,389,6629,0.12095829826448808,0.12123371271979279
1991,West,Inexpensive,0.24580059062686477,894,6629,0.24561884847655724,0.2459823327771723
1991,West,Reasonable,0.29930184646638297,1090,6629,0.2991085422657221,0.29949515066704385
1991,West,Slightly Expensive,0.08940051312192338,374,6629,0.08928007754053315,0.0895209487033136
1991,West,Too Expensive,0.022311396054630565,110,6629,0.02224905347676229,0.02237373863249884
1991,East,Very Inexpensive,0.05183489319946456,351,6629,0.05174131510538314,0.05192847129354598
1991,East,Inexpensive,0.09459670460555303,543,6629,0.09447317241397152,0.09472023679713454
1991,East,Reasonable,0.06688796407229698,409,6629,0.0667825103312271,0.06699341781336686
1991,East,Slightly Expensive,0.008770086360743412,51,6629,0.00873073042507199,0.008809442296414834
1992,West,Very Inexpensive,0.11088314333290811,338,6603,0.11074754084251119,0.11101874582330502
1992,West,Inexpensive,0.2558605184706544,907,6603,0.255672073613076,0.2560489633282328
1992,West,Reasonable,0.3019946123905672,1033,6603,0.3017963298548956,0.3021928949262388
1992,West,Slightly Expensive,0.08926370870346999,373,6603,0.0891405715063209,0.08938684590061907
1992,West,Too Expensive,0.015827962336296846,86,6603,0.015774060508276466,0.015881864164317226
1992,East,Inexpensive,0.03430370879971763,188,6603,0.03422510450064538,0.03438231309878988
1992,East,Reasonable,0.1196085913244924,689,6603,0.11946844730647829,0.11974873534250652
1992,East,Slightly Expensive,0.06368327766245803,355,6603,0.06357781965222481,0.06378873567269125
1992,East,Too Expensive,0.00857447697943535,55,6603,0.008534658071405393,0.008614295887465307
1993,West,Very Inexpensive,0.10057979308611983,324,6570,0.10044983503926745,0.10070975113297222
1993,West,Inexpensive,0.2635816992702488,886,6570,0.26339133457865266,0.263772063961845
1993,West,Reasonable,0.30427310510224864,1065,6570,0.3040743045136375,0.3044719056908598
1993,West,Slightly Expensive,0.08777350099859754,371,6570,0.08765123673425804,0.08789576526293705
1993,West,Too Expensive,0.017373416785956105,100,6570,0.017316961662655374,0.017429871909256836
1993,East,Inexpensive,0.02254068835313152,117,6570,0.02247655271534166,0.02260482399092138
1993,East,Reasonable,0.10578374517130056,561,6570,0.10565085366137629,0.10591663668122482
1993,East,Slightly Expensive,0.07496536800851944,437,6570,0.07485158541691476,0.07507915060012411
1993,East,Too Expensive,0.02312868322387741,129,6570,0.023063735995924477,0.023193630451830344
1994,West,Very Inexpensive,0.09940710984307903,310,6496,0.09927869034559698,0.09953552934056108
1994,West,Inexpensive,0.24156266392806314,822,6496,0.24137895395110812,0.24174637390501816
1994,West,Reasonable,0.3220923040447341,1101,6496,0.32189174906881135,0.32229285902065685
1994,West,Slightly Expensive,0.08744174677056764,387,6496,0.0873205062768026,0.08756298726433268
1994,West,Too Expensive,0.022725349897595472,97,6496,0.022661387962906433,0.022789311832284512
1994,East,Very Inexpensive,0.006632004586923453,36,6496,0.00659716800983736,0.006666841164009546
1994,East,Inexpensive,0.03143941020028091,165,6496,0.03136451420827009,0.03151430619229173
1994,East,Reasonable,0.1151622414047111,620,6496,0.11502523374013761,0.11529924906928458
1994,East,Slightly Expensive,0.060655844287353204,344,6496,0.06055339553345006,0.06075829304125635
1994,East,Too Expensive,0.012881325036692086,67,6496,0.012832927535512286,0.012929722537871885
1995,West,Very Inexpensive,0.09018951818913501,298,6697,0.09006623008433658,0.09031280629393344
1995,West,Inexpensive,0.24652445832344708,871,6697,0.2463389633004886,0.24670995334640555
1995,West,Reasonable,0.3156714950740493,1175,6697,0.31547145469261706,0.3158715354554815
1995,West,Slightly Expensive,0.10741542417648882,441,6697,0.10728215623545845,0.10754869211751919
1995,West,Too Expensive,0.018078827960811658,105,6697,0.018021483546244478,0.018136172375378838
1995,East,Very Inexpensive,0.00856942471822589,45,6697,0.008529753579815584,0.008609095856636195
1995,East,Inexpensive,0.03575954080092432,202,6697,0.035679620646016194,0.035839460955832445
1995,East,Reasonable,0.11311262548163019,609,6697,0.11297630614848612,0.11324894481477425
1995,East,Slightly Expensive,0.05358773074226899,282,6697,0.05349080468669786,0.05368465679784012
1995,East,Too Expensive,0.011090954533018721,53,6697,0.011045880095869392,0.011136028970168051
1996,West,Very Inexpensive,0.08263754831445867,276,6631,0.08251947275535462,0.08275562387356272
1996,West,Inexpensive,0.24729862747031248,831,6631,0.24711360561755394,0.24748364932307101
1996,West,Reasonable,0.3100404049587992,1142,6631,0.30984205971280654,0.31023875020479186
1996,West,Slightly Expensive,0.12022339089299691,484,6631,0.12008392066507219,0.12036286112092164
1996,West,Too Expensive,0.017862109625005045,89,6631,0.017805308959140707,0.017918910290869384
1996,East,Very Inexpensive,0.010518508041309695,56,6631,0.01047475767155101,0.010562258411068379
1996,East,Inexpensive,0.03765726459695694,204,6631,0.03757562702310527,0.03773890217080861
1996,East,Reasonable,0.11375347259829523,594,6631,0.11361730918690931,0.11388963600968115
1996,East,Slightly Expensive,0.0502910436838212,284,6631,0.050197321713611305,0.0503847656540311
1996,East,Too Expensive,0.009717629818044634,48,6631,0.009675560979901127,0.009759698656188141
1997,West,Very Inexpensive,0.08190351018045768,254,6546,0.0817855398248448,0.08202148053607056
1997,West,Inexpensive,0.2057100615446308,698,6546,0.20553616347332343,0.2058839596159382
1997,West,Reasonable,0.3393475435145153,1198,6546,0.3391438457093252,0.3395512413197054
1997,West,Slightly Expensive,0.13016917041252932,459,6546,0.13002441029256678,0.13031393053249185
1997,West,Too Expensive,0.02023436407194966,105,6546,0.020173790477006962,0.020294937666892356
1997,East,Very Inexpensive,0.013765945182232026,71,6546,0.013715818324299573,0.01381607204016448
1997,East,Inexpensive,0.04193353840171081,215,6546,0.041847308867249064,0.042019767936172556
1997,East,Reasonable,0.1069765761950329,552,6546,0.1068436063263314,0.10710954606373439
1997,East,Slightly Expensive,0.050569479780794936,272,6546,0.05047521416589717,0.050663745395692704
1997,East,Too Expensive,0.009389810716146588,45,6546,0.009348319393261986,0.00943130203903119
1998,West,Very Inexpensive,0.07039694570509966,256,7417,0.07028658508254236,0.07050730632765696
1998,West,Inexpensive,0.20958608841223667,793,7417,0.20941049954539298,0.20976167727908035
1998,West,Reasonable,0.33678392719546524,1313,7417,0.3365800391972122,0.3369878151937183
1998,West,Slightly Expensive,0.14568262878064667,580,7417,0.1455304332267217,0.14583482433457162
1998,West,Too Expensive,0.021229823423658433,100,7417,0.02116763607843701,0.021292010768879856
1998,East,Very Inexpensive,0.013453459263806361,76,7417,0.013403758365843165,0.013503160161769558
1998,East,Inexpensive,0.04847540712351532,264,7417,0.048382754183730045,0.0485680600633006
1998,East,Reasonable,0.09524287587257717,525,7417,0.09511623592611118,0.09536951581904315
1998,East,Slightly Expensive,0.052232256564079184,291,7417,0.052136270359692836,0.05232824276846553
1998,East,Too Expensive,0.0069165876589153755,44,7417,0.0068808334421394425,0.006952341875691308
1999,West,Very Inexpensive,0.0783990431258802,252,7143,0.07828334643982546,0.07851473981193494
1999,West,Inexpensive,0.19251386449111985,711,7143,0.19234416027849796,0.19268356870374173
1999,West,Reasonable,0.3454810550467419,1277,7143,0.3452763788636833,0.34568573122980056
1999,West,Slightly Expensive,0.1531238691576092,566,7143,0.15296887137923237,0.15327886693598602
1999,West,Too Expensive,0.015411129282701146,69,7143,0.01535810939872839,0.015464149166673902
1999,East,Very Inexpensive,0.011491708594646407,70,7143,0.011445833545715618,0.011537583643577196
1999,East,Inexpensive,0.05041126013514405,273,7143,0.05031708730228478,0.05050543296800332
1999,East,Reasonable,0.09585413593683638,521,7143,0.09572742364143642,0.09598084823223633
1999,East,Slightly Expensive,0.05112392526209813,269,7143,0.05102912469752443,0.05121872582667183
1999,East,Too Expensive,0.006190008967222643,36,7143,0.006156249825384965,0.00622376810906032
2000,West,Very Inexpensive,0.06684190211316011,391,12950,0.06673432533122547,0.06694947889509476
2000,West,Inexpensive,0.20353241049609325,1264,12950,0.20335898323079463,0.20370583776139187
2000,West,Reasonable,0.35491039104345384,2224,12950,0.3547042872835697,0.355116494803338
2000,West,Slightly Expensive,0.1374013217068358,872,12950,0.13725303016410353,0.13754961324956808
2000,West,Too Expensive,0.02013517140082935,126,12950,0.02007466834862941,0.020195674453029288
2000,East,Very Inexpensive,0.014781587729279613,126,12950,0.014729606884126402,0.014833568574432824
2000,East,Inexpensive,0.05498233587943833,458,12950,0.05488415021341649,0.055080521545460163
2000,East,Reasonable,0.0909284928143357,733,12950,0.09080465149981401,0.09105233412885738
2000,East,Slightly Expensive,0.04891932307846047,412,12950,0.048826412442557886,0.04901223371436305
2000,East,Too Expensive,0.00756706373811357,67,12950,0.007529736073919431,0.007604391402307709
2001,West,Very Inexpensive,0.06184800124412675,340,11680,0.06174419454035772,0.06195180794789579
2001,West,Inexpensive,0.19884006842000998,1107,11680,0.19866806482478894,0.19901207201523102
2001,West,Reasonable,0.36731941922955835,2064,11680,0.3671116696473483,0.3675271688117684
2001,West,Slightly Expensive,0.13793519500726187,766,11680,0.13778658999212995,0.1380838000223938
2001,West,Too Expensive,0.01769654360495883,109,11680,0.017639724678528926,0.017753362531388737
2001,East,Very Inexpensive,0.014412851266109982,108,11680,0.014361488496877312,0.014464214035342652
2001,East,Inexpensive,0.056435141194935465,416,11680,0.05633569534834528,0.05653458704152565
2001,East,Reasonable,0.0961611494348503,722,11680,0.09603410042411334,0.09628819844558725
2001,East,Slightly Expensive,0.04461987607277255,344,11680,0.04453089897354462,0.044708853172000476
2001,East,Too Expensive,0.004731754525415928,37,11680,0.004702180724885586,0.00476132832594627
2002,West,Very Inexpensive,0.06350265239411615,346,12212,0.0633973691005011,0.0636079356877312
2002,West,Inexpensive,0.19282864944295025,1070,12212,0.19265832424462798,0.19299897464127252
2002,West,Reasonable,0.3591159230464232,2013,12212,0.35890880529340624,0.35932304079944016
2002,West,Slightly Expensive,0.13983710935768642,773,12212,0.13968737832353068,0.13998684039184217
2002,West,Too Expensive,0.02547509249908357,130,12212,0.02540706811617566,0.02554311688199148
2002,East,Very Inexpensive,0.012600766703522826,96,12212,0.01255261017941456,0.012648923227631092
2002,East,Inexpensive,0.05795978527494524,431,12212,0.057858904511680416,0.058060666038210064
2002,East,Reasonable,0.10056088417569864,719,12212,0.10043104352565561,0.10069072482574166
2002,East,Slightly Expensive,0.04296312052194319,317,12212,0.04287557730534304,0.04305066373854334
2002,East,Too Expensive,0.005156016583630426,41,12212,0.0051250961984191665,0.005186936968841686
2005,West,Very Inexpensive,0.050896343787213576,263,11199,0.05080215110417658,0.05099053647025057
2005,West,Inexpensive,0.1945392397070683,945,11199,0.19436959400831846,0.19470888540581813
2005,West,Reasonable,0.37640695891983,1904,11199,0.3761993258600745,0.3766145919795855
2005,West,Slightly Expensive,0.13769225715970548,708,11199,0.13754458352837418,0.1378399307910368
2005,West,Too Expensive,0.02241788494931475,105,11199,0.02235444088544487,0.022481329013184632
2005,East,Very Inexpensive,0.012006426354174904,81,11199,0.011959749563012797,0.01205310314533701
2005,East,Inexpensive,0.04656567903565376,324,11199,0.046475377442446925,0.0466559806288606
2005,East,Reasonable,0.10760002292563857,718,11199,0.10746722141688485,0.10773282443439229
2005,East,Slightly Expensive,0.044677627111956775,301,11199,0.04458908760977508,0.04476616661413847
2005,East,Too Expensive,0.0071975600494439,44,11199,0.007161332319784111,0.007233787779103689
2006,West,Very Inexpensive,0.04928538335115511,278,12265,0.04919386402864373,0.049376902673666484
2006,West,Inexpensive,0.19148684010194397,1029,12265,0.19132048288188147,0.19165319732200647
2006,West,Reasonable,0.37037140434744903,2008,12265,0.3701672354480255,0.37057557324687257
2006,West,Slightly Expensive,0.14822773315553764,796,12265,0.1480775036897606,0.14837796262131467
2006,West,Too Expensive,0.025559000130840417,126,12265,0.0254922767035465,0.025625723558134333
2006,East,Very Inexpensive,0.011712261072757753,87,12265,0.01166677371426987,0.011757748431245635
2006,East,Inexpensive,0.05179260074123571,393,12265,0.051698906225411026,0.0518862952570604
2006,East,Reasonable,0.10031744403327966,748,12265,0.10019042712986678,0.10044446093669254
2006,East,Slightly Expensive,0.04570983022578639,320,12265,0.0456215275892815,0.04579813286229128
