year,quintil_oecd_hh,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,2nd Quintile,West,Reasonable,0.43450,271,583,0.39423,0.47477
1997,2nd Quintile,West,Slightly Expensive,0.15110,106,583,0.12201,0.18020
1997,2nd Quintile,East,Inexpensive,0.17315,56,294,0.12983,0.21648
1997,2nd Quintile,East,Reasonable,0.54402,168,294,0.48699,0.60105
1997,2nd Quintile,East,Slightly Expensive,0.19672,70,294,0.15120,0.24224
1997,3rd Quintile,West,Very Inexpensive,0.10951,58,522,0.08269,0.13632
1997,3rd Quintile,West,Inexpensive,0.26657,143,522,0.22860,0.30454
1997,3rd Quintile,West,Reasonable,0.45540,246,522,0.41264,0.49816
1997,3rd Quintile,West,Slightly Expensive,0.14746,75,522,0.11701,0.17790
1997,3rd Quintile,East,Inexpensive,0.23609,56,238,0.18202,0.29016
1997,3rd Quintile,East,Reasonable,0.44376,125,238,0.38051,0.50701
1997,3rd Quintile,East,Slightly Expensive,0.21472,57,238,0.16244,0.26700
1997,4th Quintile,West,Very Inexpensive,0.13710,67,489,0.10658,0.16762
1997,4th Quintile,West,Inexpensive,0.27718,134,489,0.23746,0.31689
1997,4th Quintile,West,Reasonable,0.41518,213,489,0.37146,0.45890
1997,4th Quintile,West,Slightly Expensive,0.15617,75,489,0.12396,0.18837
1997,4th Quintile,East,Inexpensive,0.25530,44,152,0.18575,0.32485
1997,4th Quintile,East,Reasonable,0.41928,73,152,0.34058,0.49799
1997,4th Quintile,East,Slightly Expensive,0.21931,35,152,0.15331,0.28531
1997,5th Quintile,West,Very Inexpensive,0.11010,33,334,0.07648,0.14372
1997,5th Quintile,West,Inexpensive,0.23465,89,334,0.18913,0.28017
1997,5th Quintile,West,Reasonable,0.45629,158,334,0.40279,0.50979
1997,5th Quintile,West,Slightly Expensive,0.17970,54,334,0.13846,0.22093
1997,5th Quintile,East,Reasonable,0.61479,46,46,0.47260,0.75698
1998,1st Quintile,West,Very Inexpensive,0.08744,59,847,0.06840,0.10647
1998,1st Quintile,West,Inexpensive,0.24853,199,847,0.21941,0.27765
1998,1st Quintile,West,Reasonable,0.41252,362,847,0.37935,0.44569
1998,1st Quintile,West,Slightly Expensive,0.21426,190,847,0.18661,0.24191
1998,1st Quintile,West,Too Expensive,0.03725,37,847,0.02449,0.05001
1998,1st Quintile,East,Inexpensive,0.21173,76,324,0.16717,0.25628
1998,1st Quintile,East,Reasonable,0.38963,136,324,0.33645,0.44282
1998,1st Quintile,East,Slightly Expensive,0.30489,112,324,0.25468,0.35509
1998,2nd Quintile,West,Very Inexpensive,0.07780,45,654,0.05725,0.09834
1998,2nd Quintile,West,Inexpensive,0.27529,172,654,0.24103,0.30955
1998,2nd Quintile,West,Reasonable,0.44874,306,654,0.41060,0.48689
1998,2nd Quintile,West,Slightly Expensive,0.18140,131,654,0.15184,0.21096
1998,2nd Quintile,East,Inexpensive,0.21380,65,291,0.16662,0.26099
1998,2nd Quintile,East,Reasonable,0.51339,156,291,0.45587,0.57092
1998,2nd Quintile,East,Slightly Expensive,0.19680,70,291,0.15104,0.24256
1998,3rd Quintile,West,Very Inexpensive,0.07653,46,546,0.05421,0.09885
1998,3rd Quintile,West,Inexpensive,0.30188,166,546,0.26334,0.34042
1998,3rd Quintile,West,Reasonable,0.45013,254,546,0.40836,0.49190
1998,3rd Quintile,West,Slightly Expensive,0.13370,80,546,0.10513,0.16227
1998,3rd Quintile,East,Inexpensive,0.24932,71,258,0.19642,0.30221
1998,3rd Quintile,East,Reasonable,0.44180,128,258,0.38108,0.50251
1998,3rd Quintile,East,Slightly Expensive,0.21982,59,258,0.16918,0.27045
1998,4th Quintile,West,Very Inexpensive,0.10852,67,545,0.08238,0.13465
1998,4th Quintile,West,Inexpensive,0.27514,156,545,0.23761,0.31267
1998,4th Quintile,West,Reasonable,0.41019,228,545,0.36886,0.45152
1998,4th Quintile,West,Slightly Expensive,0.18688,94,545,0.15412,0.21964
1998,4th Quintile,East,Inexpensive,0.26451,43,156,0.19507,0.33395
1998,4th Quintile,East,Reasonable,0.42260,76,156,0.34484,0.50037
1998,4th Quintile,East,Slightly Expensive,0.21961,37,156,0.15444,0.28478
1998,5th Quintile,West,Very Inexpensive,0.10524,39,384,0.07450,0.13597
1998,5th Quintile,West,Inexpensive,0.23262,98,384,0.19030,0.27493
1998,5th Quintile,West,Reasonable,0.43785,163,384,0.38816,0.48754
1998,5th Quintile,West,Slightly Expensive,0.20535,84,384,0.16489,0.24580
1999,1st Quintile,West,Very Inexpensive,0.09378,63,790,0.07344,0.11412
1999,1st Quintile,West,Inexpensive,0.22336,174,790,0.19430,0.25243
1999,1st Quintile,West,Reasonable,0.42914,357,790,0.39460,0.46367
1999,1st Quintile,West,Slightly Expensive,0.23187,196,790,0.20242,0.26132
1999,1st Quintile,East,Inexpensive,0.22344,90,341,0.17916,0.26772
1999,1st Quintile,East,Reasonable,0.43775,153,341,0.38502,0.49048
1999,1st Quintile,East,Slightly Expensive,0.26187,98,341,0.21513,0.30860
1999,2nd Quintile,West,Very Inexpensive,0.11404,58,621,0.08902,0.13906
1999,2nd Quintile,West,Inexpensive,0.26677,168,621,0.23196,0.30158
1999,2nd Quintile,West,Reasonable,0.44319,293,621,0.40409,0.48230
1999,2nd Quintile,West,Slightly Expensive,0.15273,102,621,0.12442,0.18105
1999,2nd Quintile,East,Inexpensive,0.20525,65,304,0.15977,0.25073
1999,2nd Quintile,East,Reasonable,0.46373,156,304,0.40758,0.51988
1999,2nd Quintile,East,Slightly Expensive,0.25522,83,304,0.20613,0.30431
1999,3rd Quintile,West,Very Inexpensive,0.10085,47,540,0.07543,0.12628
1999,3rd Quintile,West,Inexpensive,0.24861,148,540,0.21212,0.28510
1999,3rd Quintile,West,Reasonable,0.46168,247,540,0.41959,0.50377
1999,3rd Quintile,West,Slightly Expensive,0.17256,98,540,0.14066,0.20446
1999,3rd Quintile,East,Inexpensive,0.28959,67,222,0.22979,0.34939
1999,3rd Quintile,East,Reasonable,0.42352,112,222,0.35838,0.48867
1999,3rd Quintile,East,Slightly Expensive,0.17197,43,222,0.12221,0.22172
1999,4th Quintile,West,Very Inexpensive,0.09789,49,489,0.07152,0.12425
1999,4th Quintile,West,Inexpensive,0.28205,135,489,0.24213,0.32198
1999,4th Quintile,West,Reasonable,0.41064,214,489,0.36700,0.45429
1999,4th Quintile,West,Slightly Expensive,0.19862,91,489,0.16322,0.23402
1999,4th Quintile,East,Inexpensive,0.22508,34,107,0.14557,0.30459
1999,4th Quintile,East,Reasonable,0.47814,73,107,0.38305,0.57324
1999,5th Quintile,West,Very Inexpensive,0.09167,35,366,0.06207,0.12127
1999,5th Quintile,West,Inexpensive,0.20358,86,366,0.16227,0.24489
1999,5th Quintile,West,Reasonable,0.46461,166,366,0.41344,0.51577
1999,5th Quintile,West,Slightly Expensive,0.21423,79,366,0.17214,0.25632
2000,1st Quintile,West,Very Inexpensive,0.07451,87,1327,0.06038,0.08865
2000,1st Quintile,West,Inexpensive,0.26339,334,1327,0.23968,0.28710
2000,1st Quintile,West,Reasonable,0.45354,610,1327,0.42674,0.48033
2000,1st Quintile,West,Slightly Expensive,0.17724,250,1327,0.15668,0.19779
2000,1st Quintile,West,Too Expensive,0.03132,46,1327,0.02195,0.04070
2000,1st Quintile,East,Inexpensive,0.23722,149,538,0.20124,0.27320
2000,1st Quintile,East,Reasonable,0.41311,238,538,0.37147,0.45476
2000,1st Quintile,East,Slightly Expensive,0.25631,151,538,0.21939,0.29324
2000,2nd Quintile,West,Very Inexpensive,0.08141,81,1108,0.06530,0.09752
2000,2nd Quintile,West,Inexpensive,0.27021,311,1108,0.24405,0.29637
2000,2nd Quintile,West,Reasonable,0.47708,523,1108,0.44765,0.50650
2000,2nd Quintile,West,Slightly Expensive,0.15176,193,1108,0.13062,0.17289
2000,2nd Quintile,East,Very Inexpensive,0.06838,35,483,0.04585,0.09091
2000,2nd Quintile,East,Inexpensive,0.28203,139,483,0.24185,0.32220
2000,2nd Quintile,East,Reasonable,0.40723,207,483,0.36337,0.45110
2000,2nd Quintile,East,Slightly Expensive,0.19825,102,483,0.16266,0.23385
2000,3rd Quintile,West,Very Inexpensive,0.08640,79,918,0.06821,0.10458
2000,3rd Quintile,West,Inexpensive,0.26873,248,918,0.24003,0.29742
2000,3rd Quintile,West,Reasonable,0.44075,424,918,0.40862,0.47289
2000,3rd Quintile,West,Slightly Expensive,0.18425,167,918,0.15916,0.20934
2000,3rd Quintile,East,Inexpensive,0.25429,94,345,0.20828,0.30031
2000,3rd Quintile,East,Reasonable,0.40884,156,345,0.35689,0.46080
2000,3rd Quintile,East,Slightly Expensive,0.24807,95,345,0.20243,0.29371
2000,4th Quintile,West,Very Inexpensive,0.10719,90,830,0.08613,0.12825
2000,4th Quintile,West,Inexpensive,0.23094,204,830,0.20225,0.25962
2000,4th Quintile,West,Reasonable,0.45530,392,830,0.42139,0.48920
2000,4th Quintile,West,Slightly Expensive,0.18027,144,830,0.15410,0.20644
2000,4th Quintile,East,Inexpensive,0.24797,54,188,0.18607,0.30986
2000,4th Quintile,East,Reasonable,0.43121,90,188,0.36022,0.50219
2000,4th Quintile,East,Slightly Expensive,0.18181,44,188,0.12653,0.23709
2000,5th Quintile,West,Very Inexpensive,0.08283,54,612,0.06098,0.10469
2000,5th Quintile,West,Inexpensive,0.26346,167,612,0.22853,0.29839
2000,5th Quintile,West,Reasonable,0.43188,274,612,0.39260,0.47116
2000,5th Quintile,West,Slightly Expensive,0.18960,117,612,0.15851,0.22068
2000,5th Quintile,East,Reasonable,0.53882,42,42,0.38623,0.69141
2001,1st Quintile,West,Very Inexpensive,0.06144,71,1185,0.04776,0.07512
2001,1st Quintile,West,Inexpensive,0.24878,283,1185,0.22415,0.27340
2001,1st Quintile,West,Reasonable,0.47436,560,1185,0.44592,0.50280
2001,1st Quintile,West,Slightly Expensive,0.18852,231,1185,0.16624,0.21080
2001,1st Quintile,West,Too Expensive,0.02690,40,1185,0.01768,0.03612
2001,1st Quintile,East,Inexpensive,0.26634,144,497,0.22743,0.30524
2001,1st Quintile,East,Reasonable,0.39601,220,497,0.35297,0.43905
2001,1st Quintile,East,Slightly Expensive,0.24296,133,497,0.20522,0.28070
2001,2nd Quintile,West,Very Inexpensive,0.08815,82,999,0.07056,0.10574
2001,2nd Quintile,West,Inexpensive,0.26751,265,999,0.24004,0.29497
2001,2nd Quintile,West,Reasonable,0.46307,478,999,0.43214,0.49401
2001,2nd Quintile,West,Slightly Expensive,0.15779,174,999,0.13517,0.18041
2001,2nd Quintile,East,Inexpensive,0.27779,123,421,0.23495,0.32062
2001,2nd Quintile,East,Reasonable,0.46962,211,421,0.42189,0.51735
2001,2nd Quintile,East,Slightly Expensive,0.18586,87,421,0.14865,0.22306
2001,3rd Quintile,West,Very Inexpensive,0.07956,66,840,0.06125,0.09787
2001,3rd Quintile,West,Inexpensive,0.24975,225,840,0.22046,0.27904
2001,3rd Quintile,West,Reasonable,0.47536,405,840,0.44157,0.50915
2001,3rd Quintile,West,Slightly Expensive,0.17954,144,840,0.15357,0.20551
2001,3rd Quintile,East,Inexpensive,0.24358,76,300,0.19493,0.29223
2001,3rd Quintile,East,Reasonable,0.49712,162,300,0.44045,0.55380
2001,3rd Quintile,East,Slightly Expensive,0.16369,62,300,0.12175,0.20563
2001,4th Quintile,West,Very Inexpensive,0.09168,74,737,0.07083,0.11253
2001,4th Quintile,West,Inexpensive,0.25680,198,737,0.22524,0.28836
2001,4th Quintile,West,Reasonable,0.46196,348,737,0.42594,0.49798
2001,4th Quintile,West,Slightly Expensive,0.16310,117,737,0.13640,0.18979
2001,4th Quintile,East,Inexpensive,0.26971,53,175,0.20377,0.33566
2001,4th Quintile,East,Reasonable,0.42710,82,175,0.35360,0.50060
2001,4th Quintile,East,Slightly Expensive,0.20117,40,175,0.14160,0.26073
2001,5th Quintile,West,Very Inexpensive,0.08175,47,554,0.05891,0.10458
2001,5th Quintile,West,Inexpensive,0.24449,136,554,0.20867,0.28031
2001,5th Quintile,West,Reasonable,0.46859,273,554,0.42700,0.51019
2001,5th Quintile,West,Slightly Expensive,0.18757,98,554,0.15503,0.22010
2001,5th Quintile,East,Reasonable,0.47620,47,47,0.33187,0.62053
2002,1st Quintile,West,Very Inexpensive,0.06204,60,1079,0.04764,0.07644
2002,1st Quintile,West,Inexpensive,0.25315,265,1079,0.22720,0.27911
2002,1st Quintile,West,Reasonable,0.42206,468,1079,0.39258,0.45154
2002,1st Quintile,West,Slightly Expensive,0.20703,230,1079,0.18284,0.23122
2002,1st Quintile,West,Too Expensive,0.05571,56,1079,0.04202,0.06941
2002,1st Quintile,East,Inexpensive,0.25072,138,484,0.21207,0.28938
2002,1st Quintile,East,Reasonable,0.43102,216,484,0.38685,0.47518
2002,1st Quintile,East,Slightly Expensive,0.23044,130,484,0.19289,0.26800
2002,2nd Quintile,West,Very Inexpensive,0.07436,66,872,0.05694,0.09179
2002,2nd Quintile,West,Inexpensive,0.24327,221,872,0.21478,0.27177
2002,2nd Quintile,West,Reasonable,0.47198,424,872,0.43882,0.50513
2002,2nd Quintile,West,Slightly Expensive,0.18835,161,872,0.16238,0.21432
2002,2nd Quintile,East,Inexpensive,0.29511,127,388,0.24966,0.34055
2002,2nd Quintile,East,Reasonable,0.44057,187,388,0.39110,0.49003
2002,2nd Quintile,East,Slightly Expensive,0.17546,74,388,0.13756,0.21336
2002,3rd Quintile,West,Very Inexpensive,0.08447,65,816,0.06537,0.10356
2002,3rd Quintile,West,Inexpensive,0.25164,214,816,0.22185,0.28144
2002,3rd Quintile,West,Reasonable,0.48531,397,816,0.45100,0.51962
2002,3rd Quintile,West,Slightly Expensive,0.15811,140,816,0.13306,0.18316
2002,3rd Quintile,East,Inexpensive,0.22023,69,284,0.17195,0.26852
2002,3rd Quintile,East,Reasonable,0.52009,151,284,0.46189,0.57830
2002,3rd Quintile,East,Slightly Expensive,0.19912,64,284,0.15259,0.24564
2002,4th Quintile,West,Very Inexpensive,0.09504,71,721,0.07362,0.11647
2002,4th Quintile,West,Inexpensive,0.25191,178,721,0.22020,0.28362
2002,4th Quintile,West,Reasonable,0.44379,345,721,0.40750,0.48008
2002,4th Quintile,West,Slightly Expensive,0.17286,127,721,0.14524,0.20048
2002,4th Quintile,East,Inexpensive,0.28711,65,201,0.22440,0.34981
2002,4th Quintile,East,Reasonable,0.48048,103,201,0.41123,0.54972
2002,4th Quintile,East,Slightly Expensive,0.15582,33,201,0.10556,0.20609
2002,5th Quintile,West,Very Inexpensive,0.10608,84,769,0.08430,0.12786
2002,5th Quintile,West,Inexpensive,0.22836,192,769,0.19867,0.25805
2002,5th Quintile,West,Reasonable,0.49723,379,769,0.46187,0.53259
2002,5th Quintile,West,Slightly Expensive,0.15037,114,769,0.12509,0.17565
2002,5th Quintile,East,Reasonable,0.47099,61,61,0.34469,0.59730
2005,1st Quintile,West,Very Inexpensive,0.05097,50,1053,0.03768,0.06426
2005,1st Quintile,West,Inexpensive,0.25485,257,1053,0.22852,0.28118
2005,1st Quintile,West,Reasonable,0.44808,471,1053,0.41803,0.47813
2005,1st Quintile,West,Slightly Expensive,0.19628,233,1053,0.17228,0.22028
2005,1st Quintile,West,Too Expensive,0.04983,42,1053,0.03668,0.06298
2005,1st Quintile,East,Inexpensive,0.18842,108,467,0.15292,0.22393
2005,1st Quintile,East,Reasonable,0.49372,249,467,0.44833,0.53911
2005,1st Quintile,East,Slightly Expensive,0.22629,110,467,0.18830,0.26428
2005,2nd Quintile,West,Very Inexpensive,0.08459,63,792,0.06520,0.10398
2005,2nd Quintile,West,Inexpensive,0.25790,196,792,0.22742,0.28839
2005,2nd Quintile,West,Reasonable,0.46326,395,792,0.42851,0.49801
2005,2nd Quintile,West,Slightly Expensive,0.16336,138,792,0.13759,0.18912
2005,2nd Quintile,East,Inexpensive,0.22142,93,362,0.17859,0.26426
2005,2nd Quintile,East,Reasonable,0.49934,193,362,0.44776,0.55092
2005,2nd Quintile,East,Slightly Expensive,0.18524,76,362,0.14517,0.22532
2005,3rd Quintile,West,Very Inexpensive,0.05680,46,699,0.03963,0.07397
2005,3rd Quintile,West,Inexpensive,0.25636,178,699,0.22397,0.28875
2005,3rd Quintile,West,Reasonable,0.48880,353,699,0.45171,0.52588
2005,3rd Quintile,West,Slightly Expensive,0.17940,122,699,0.15093,0.20786
2005,3rd Quintile,East,Inexpensive,0.22281,62,247,0.17081,0.27481
2005,3rd Quintile,East,Reasonable,0.49693,133,247,0.43445,0.55941
2005,3rd Quintile,East,Slightly Expensive,0.18225,52,247,0.13401,0.23049
2005,4th Quintile,West,Very Inexpensive,0.06973,47,632,0.04986,0.08961
2005,4th Quintile,West,Inexpensive,0.22811,145,632,0.19537,0.26085
2005,4th Quintile,West,Reasonable,0.51133,332,632,0.47233,0.55033
2005,4th Quintile,West,Slightly Expensive,0.17850,108,632,0.14862,0.20838
2005,4th Quintile,East,Inexpensive,0.23858,41,177,0.17561,0.30155
2005,4th Quintile,East,Reasonable,0.47606,96,177,0.40228,0.54985
2005,4th Quintile,East,Slightly Expensive,0.20589,40,177,0.14615,0.26562
2005,5th Quintile,West,Very Inexpensive,0.06904,57,684,0.05003,0.08806
2005,5th Quintile,West,Inexpensive,0.23894,169,684,0.20696,0.27093
2005,5th Quintile,West,Reasonable,0.52324,351,684,0.48578,0.56070
2005,5th Quintile,West,Slightly Expensive,0.15094,107,684,0.12409,0.17778
2005,5th Quintile,East,Reasonable,0.49176,47,47,0.34728,0.63623
2006,1st Quintile,West,Very Inexpensive,0.04655,57,1131,0.03427,0.05884
2006,1st Quintile,West,Inexpensive,0.23513,261,1131,0.21040,0.25986
2006,1st Quintile,West,Reasonable,0.45733,511,1131,0.42828,0.48638
2006,1st Quintile,West,Slightly Expensive,0.20436,244,1131,0.18085,0.22787
2006,1st Quintile,West,Too Expensive,0.05663,58,1131,0.04315,0.07010
2006,1st Quintile,East,Inexpensive,0.20899,123,498,0.17325,0.24474
2006,1st Quintile,East,Reasonable,0.49548,256,498,0.45152,0.53944
2006,1st Quintile,East,Slightly Expensive,0.22634,119,498,0.18955,0.26313
2006,2nd Quintile,West,Very Inexpensive,0.07086,64,859,0.05369,0.08802
2006,2nd Quintile,West,Inexpensive,0.25581,233,859,0.22662,0.28501
2006,2nd Quintile,West,Reasonable,0.46266,401,859,0.42929,0.49602
2006,2nd Quintile,West,Slightly Expensive,0.17971,161,859,0.15402,0.20540
2006,2nd Quintile,East,Inexpensive,0.25203,114,401,0.20948,0.29457
2006,2nd Quintile,East,Reasonable,0.45671,205,401,0.40790,0.50553
2006,2nd Quintile,East,Slightly Expensive,0.18442,82,401,0.14641,0.22242
2006,3rd Quintile,West,Very Inexpensive,0.06291,53,767,0.04571,0.08010
2006,3rd Quintile,West,Inexpensive,0.25495,200,767,0.22409,0.28582
2006,3rd Quintile,West,Reasonable,0.47054,377,767,0.43519,0.50589
2006,3rd Quintile,West,Slightly Expensive,0.19293,137,767,0.16498,0.22087
2006,3rd Quintile,East,Inexpensive,0.23126,73,282,0.18196,0.28056
2006,3rd Quintile,East,Reasonable,0.47685,147,282,0.41845,0.53525
2006,3rd Quintile,East,Slightly Expensive,0.21814,62,282,0.16985,0.26643
2006,4th Quintile,West,Very Inexpensive,0.07537,50,699,0.05578,0.09495
2006,4th Quintile,West,Inexpensive,0.23675,168,699,0.20521,0.26829
2006,4th Quintile,West,Reasonable,0.47183,345,699,0.43480,0.50887
2006,4th Quintile,West,Slightly Expensive,0.19608,136,699,0.16662,0.22553
2006,4th Quintile,East,Inexpensive,0.28407,57,183,0.21855,0.34959
2006,4th Quintile,East,Reasonable,0.38183,85,183,0.31124,0.45241
2006,4th Quintile,East,Slightly Expensive,0.24738,41,183,0.18469,0.31007
2006,5th Quintile,West,Very Inexpensive,0.06733,54,709,0.04887,0.08578
2006,5th Quintile,West,Inexpensive,0.23780,167,709,0.20644,0.26916
2006,5th Quintile,West,Reasonable,0.51169,370,709,0.47487,0.54851
2006,5th Quintile,West,Slightly Expensive,0.16160,118,709,0.13449,0.18872
2006,5th Quintile,East,Reasonable,0.49660,55,55,0.36324,0.62996
2007,1st Quintile,West,Very Inexpensive,0.05542,62,1053,0.04159,0.06924
2007,1st Quintile,West,Inexpensive,0.21747,241,1053,0.19254,0.24240
2007,1st Quintile,West,Reasonable,0.46603,490,1053,0.43589,0.49618
2007,1st Quintile,West,Slightly Expensive,0.20320,210,1053,0.17889,0.22752
2007,1st Quintile,West,Too Expensive,0.05788,50,1053,0.04377,0.07199
2007,1st Quintile,East,Very Inexpensive,0.05657,32,486,0.03601,0.07713
2007,1st Quintile,East,Inexpensive,0.19668,103,486,0.16130,0.23205
2007,1st Quintile,East,Reasonable,0.48424,241,486,0.43976,0.52871
2007,1st Quintile,East,Slightly Expensive,0.22177,110,486,0.18479,0.25874
2007,2nd Quintile,West,Very Inexpensive,0.06958,59,851,0.05247,0.08669
2007,2nd Quintile,West,Inexpensive,0.26901,233,851,0.23920,0.29882
2007,2nd Quintile,West,Reasonable,0.46299,408,851,0.42947,0.49651
2007,2nd Quintile,West,Slightly Expensive,0.16636,151,851,0.14132,0.19140
2007,2nd Quintile,East,Inexpensive,0.22569,90,357,0.18226,0.26911
2007,2nd Quintile,East,Reasonable,0.47348,187,357,0.42162,0.52535
2007,2nd Quintile,East,Slightly Expensive,0.18706,80,357,0.14655,0.22757
2007,3rd Quintile,West,Very Inexpensive,0.07988,49,669,0.05932,0.10044
2007,3rd Quintile,West,Inexpensive,0.22379,167,669,0.19218,0.25539
2007,3rd Quintile,West,Reasonable,0.50163,330,669,0.46371,0.53954
2007,3rd Quintile,West,Slightly Expensive,0.17260,123,669,0.14394,0.20125
2007,3rd Quintile,East,Inexpensive,0.23802,81,279,0.18796,0.28808
2007,3rd Quintile,East,Reasonable,0.47020,140,279,0.41153,0.52887
2007,3rd Quintile,East,Slightly Expensive,0.21583,58,279,0.16746,0.26419
2007,4th Quintile,West,Very Inexpensive,0.08742,58,645,0.06561,0.10924
2007,4th Quintile,West,Inexpensive,0.21687,141,645,0.18504,0.24870
2007,4th Quintile,West,Reasonable,0.48940,331,645,0.45079,0.52801
2007,4th Quintile,West,Slightly Expensive,0.18244,115,645,0.15261,0.21227
2007,4th Quintile,East,Inexpensive,0.28915,52,175,0.22179,0.35652
2007,4th Quintile,East,Reasonable,0.43402,84,175,0.36037,0.50766
2007,4th Quintile,East,Slightly Expensive,0.20226,39,175,0.14258,0.26195
2007,5th Quintile,West,Very Inexpensive,0.06544,43,626,0.04605,0.08483
2007,5th Quintile,West,Inexpensive,0.26045,153,626,0.22604,0.29486
2007,5th Quintile,West,Reasonable,0.48852,317,626,0.44933,0.52771
2007,5th Quintile,West,Slightly Expensive,0.16315,113,626,0.13418,0.19212
2007,5th Quintile,East,Reasonable,0.56654,44,44,0.41843,0.71466
2008,1st Quintile,West,Very Inexpensive,0.07426,68,988,0.05790,0.09062
2008,1st Quintile,West,Inexpensive,0.21955,229,988,0.19372,0.24537
2008,1st Quintile,West,Reasonable,0.44840,449,988,0.41737,0.47943
2008,1st Quintile,West,Slightly Expensive,0.21139,203,988,0.18592,0.23687
2008,1st Quintile,West,Too Expensive,0.04639,39,988,0.03327,0.05952
2008,1st Quintile,East,Inexpensive,0.21573,107,438,0.17716,0.25429
2008,1st Quintile,East,Reasonable,0.48309,243,438,0.43623,0.52994
2008,1st Quintile,East,Slightly Expensive,0.19168,88,438,0.15478,0.22859
2008,2nd Quintile,West,Very Inexpensive,0.06037,44,752,0.04334,0.07741
2008,2nd Quintile,West,Inexpensive,0.27069,222,752,0.23891,0.30247
2008,2nd Quintile,West,Reasonable,0.46660,353,752,0.43092,0.50229
2008,2nd Quintile,West,Slightly Expensive,0.18319,133,752,0.15553,0.21086
2008,2nd Quintile,East,Inexpensive,0.26020,96,348,0.21403,0.30636
2008,2nd Quintile,East,Reasonable,0.44328,179,348,0.39101,0.49555
2008,2nd Quintile,East,Slightly Expensive,0.19064,73,348,0.14931,0.23197
2008,3rd Quintile,West,Very Inexpensive,0.08633,58,657,0.06484,0.10782
2008,3rd Quintile,West,Inexpensive,0.22161,163,657,0.18982,0.25339
2008,3rd Quintile,West,Reasonable,0.46423,308,657,0.42606,0.50239
2008,3rd Quintile,West,Slightly Expensive,0.19824,128,657,0.16773,0.22875
2008,3rd Quintile,East,Inexpensive,0.24520,71,273,0.19407,0.29632
2008,3rd Quintile,East,Reasonable,0.42740,132,273,0.36860,0.48619
2008,3rd Quintile,East,Slightly Expensive,0.25307,70,273,0.20140,0.30474
2008,4th Quintile,West,Very Inexpensive,0.07199,42,585,0.05103,0.09295
2008,4th Quintile,West,Inexpensive,0.25153,141,585,0.21634,0.28672
2008,4th Quintile,West,Reasonable,0.50406,315,585,0.46351,0.54461
2008,4th Quintile,West,Slightly Expensive,0.15913,87,585,0.12946,0.18880
2008,4th Quintile,East,Inexpensive,0.33325,52,155,0.25880,0.40770
2008,4th Quintile,East,Reasonable,0.35406,66,155,0.27853,0.42959
2008,4th Quintile,East,Slightly Expensive,0.20104,37,155,0.13774,0.26434
2008,5th Quintile,West,Very Inexpensive,0.07009,47,572,0.04915,0.09103
2008,5th Quintile,West,Inexpensive,0.27652,140,572,0.23983,0.31321
2008,5th Quintile,West,Reasonable,0.46663,281,572,0.42571,0.50755
2008,5th Quintile,West,Slightly Expensive,0.17024,104,572,0.13941,0.20106
2008,5th Quintile,East,Reasonable,0.48877,45,45,0.34107,0.63648
2009,1st Quintile,West,Very Inexpensive,0.05346,55,930,0.03899,0.06792
2009,1st Quintile,West,Inexpensive,0.25252,234,930,0.22459,0.28046
2009,1st Quintile,West,Reasonable,0.45000,425,930,0.41801,0.48200
2009,1st Quintile,West,Slightly Expensive,0.20258,183,930,0.17673,0.22842
2009,1st Quintile,West,Too Expensive,0.04144,33,930,0.02862,0.05425
2009,1st Quintile,East,Very Inexpensive,0.07619,35,468,0.05213,0.10025
2009,1st Quintile,East,Inexpensive,0.21189,118,468,0.17483,0.24895
2009,1st Quintile,East,Reasonable,0.46932,212,468,0.42406,0.51459
2009,1st Quintile,East,Slightly Expensive,0.20190,103,468,0.16549,0.23831
2009,2nd Quintile,West,Very Inexpensive,0.07727,55,725,0.05782,0.09672
2009,2nd Quintile,West,Inexpensive,0.22175,182,725,0.19148,0.25201
2009,2nd Quintile,West,Reasonable,0.48483,353,725,0.44842,0.52123
2009,2nd Quintile,West,Slightly Expensive,0.18761,135,725,0.15917,0.21605
2009,2nd Quintile,East,Very Inexpensive,0.08563,32,355,0.05648,0.11478
2009,2nd Quintile,East,Inexpensive,0.26434,95,355,0.21841,0.31028
2009,2nd Quintile,East,Reasonable,0.42167,158,355,0.37022,0.47311
2009,2nd Quintile,East,Slightly Expensive,0.20085,70,355,0.15911,0.24258
2009,3rd Quintile,West,Very Inexpensive,0.07318,42,583,0.05202,0.09433
2009,3rd Quintile,West,Inexpensive,0.26260,155,583,0.22685,0.29835
2009,3rd Quintile,West,Reasonable,0.48621,294,583,0.44560,0.52682
2009,3rd Quintile,West,Slightly Expensive,0.17155,92,583,0.14092,0.20218
2009,3rd Quintile,East,Inexpensive,0.22513,70,247,0.17293,0.27732
2009,3rd Quintile,East,Reasonable,0.47734,118,247,0.41492,0.53976
2009,3rd Quintile,East,Slightly Expensive,0.20700,59,247,0.15637,0.25763
2009,4th Quintile,West,Very Inexpensive,0.06710,42,561,0.04637,0.08782
2009,4th Quintile,West,Inexpensive,0.20879,120,561,0.17512,0.24245
2009,4th Quintile,West,Reasonable,0.54279,313,561,0.50153,0.58405
2009,4th Quintile,West,Slightly Expensive,0.16133,86,561,0.13087,0.19180
