,Unnamed: 0,year,bula_h,quintil_oecd_hh,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
273,273,1992,Thuringa,2nd Quintile,Reasonable,1.0,34,1619,0.8653,1.14427
274,274,1993,North Rhine-Westphalia,1st Quintile,Inexpensive,0.46611,54,1468,0.37901,0.55392
275,275,1993,North Rhine-Westphalia,1st Quintile,Reasonable,0.53389,66,1468,0.42916,0.6271
276,276,1993,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.43445,62,1468,0.3521,0.5219
277,277,1993,North Rhine-Westphalia,2nd Quintile,Reasonable,0.45375,74,1468,0.3657,0.5286
278,278,1993,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.11181,31,1468,0.06813,0.16876
279,279,1993,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.40655,56,1468,0.32672,0.46955
280,280,1993,North Rhine-Westphalia,3rd Quintile,Reasonable,0.59345,64,1468,0.50587,0.68274
281,281,1993,North Rhine-Westphalia,4th Quintile,Inexpensive,0.47758,56,1468,0.39177,0.54838
282,282,1993,North Rhine-Westphalia,4th Quintile,Reasonable,0.52242,66,1468,0.44711,0.60552
283,283,1993,North Rhine-Westphalia,5th Quintile,Inexpensive,0.35766,34,1468,0.28386,0.44483
284,284,1993,North Rhine-Westphalia,5th Quintile,Reasonable,0.64234,51,1468,0.54225,0.75285
285,285,1993,Baden-Wuerttemberg,2nd Quintile,Reasonable,1.0,58,1468,0.68715,1.2497
286,286,1993,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.61298,43,1468,0.43098,0.79546
287,287,1993,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.38702,40,1468,0.285,0.50687
288,288,1993,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.46291,44,1468,0.33254,0.59245
289,289,1993,Baden-Wuerttemberg,4th Quintile,Reasonable,0.53709,43,1468,0.37314,0.66646
290,290,1993,Bavaria,1st Quintile,Reasonable,1.0,32,1468,0.6549,1.32469
291,291,1993,Bavaria,2nd Quintile,Inexpensive,0.5718,33,1468,0.46322,0.69407
292,292,1993,Bavaria,2nd Quintile,Reasonable,0.4282,32,1468,0.30327,0.55468
293,293,1993,Bavaria,3rd Quintile,Inexpensive,0.5017,32,1468,0.35456,0.66234
294,294,1993,Bavaria,3rd Quintile,Reasonable,0.4983,33,1468,0.31031,0.69852
295,295,1993,Bavaria,4th Quintile,Reasonable,1.0,41,1468,0.7368,1.24022
296,296,1993,Berlin,4th Quintile,Reasonable,1.0,32,1468,0.78695,1.29889
297,297,1993,Saxony,1st Quintile,Reasonable,0.63872,74,1468,0.5663,0.71841
298,298,1993,Saxony,1st Quintile,Slightly Expensive,0.36128,45,1468,0.32067,0.41181
299,299,1993,Saxony,2nd Quintile,Reasonable,0.60639,66,1468,0.52779,0.69018
300,300,1993,Saxony,2nd Quintile,Slightly Expensive,0.39361,45,1468,0.34238,0.45336
301,301,1993,Saxony,3rd Quintile,Reasonable,1.0,31,1468,0.86504,1.18219
302,302,1993,Saxony-Anhalt,1st Quintile,Reasonable,0.49278,32,1468,0.4077,0.60018
303,303,1993,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.50722,33,1468,0.42238,0.6013
304,304,1993,Saxony-Anhalt,2nd Quintile,Slightly Expensive,1.0,32,1468,0.8617,1.17811
305,305,1993,Thuringa,1st Quintile,Reasonable,1.0,33,1468,0.79887,1.19274
306,306,1994,North Rhine-Westphalia,1st Quintile,Inexpensive,0.36409,51,1313,0.28501,0.4392
307,307,1994,North Rhine-Westphalia,1st Quintile,Reasonable,0.53984,90,1313,0.44965,0.65144
308,308,1994,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.09607,31,1313,0.06275,0.13019
309,309,1994,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.33292,39,1313,0.24617,0.41381
310,310,1994,North Rhine-Westphalia,2nd Quintile,Reasonable,0.66708,94,1313,0.55559,0.79239
311,311,1994,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.41642,48,1313,0.32427,0.48723
312,312,1994,North Rhine-Westphalia,3rd Quintile,Reasonable,0.58358,70,1313,0.49664,0.69536
313,313,1994,North Rhine-Westphalia,4th Quintile,Inexpensive,0.55025,52,1313,0.45106,0.66545
314,314,1994,North Rhine-Westphalia,4th Quintile,Reasonable,0.44975,50,1313,0.37705,0.53462
315,315,1994,North Rhine-Westphalia,5th Quintile,Reasonable,1.0,38,1313,0.81179,1.1888
316,316,1994,Baden-Wuerttemberg,1st Quintile,Reasonable,1.0,39,1313,0.67619,1.38054
317,317,1994,Baden-Wuerttemberg,2nd Quintile,Inexpensive,1.0,32,1313,0.73879,1.28355
318,318,1994,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.50652,38,1313,0.36078,0.68808
319,319,1994,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.49348,40,1313,0.34889,0.66802
320,320,1994,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.41867,34,1313,0.31144,0.53673
321,321,1994,Baden-Wuerttemberg,4th Quintile,Reasonable,0.58133,40,1313,0.43141,0.7248
322,322,1994,Bavaria,1st Quintile,Reasonable,1.0,35,1313,0.6564,1.36302
323,323,1994,Bavaria,2nd Quintile,Reasonable,1.0,37,1313,0.7417,1.26878
324,324,1994,Bavaria,3rd Quintile,Reasonable,1.0,38,1313,0.76083,1.24432
325,325,1994,Bavaria,4th Quintile,Reasonable,1.0,33,1313,0.70077,1.33729
326,326,1994,Bavaria,5th Quintile,Reasonable,1.0,43,1313,0.81659,1.17267
327,327,1994,Saxony,1st Quintile,Reasonable,0.68623,66,1313,0.62566,0.76142
328,328,1994,Saxony,1st Quintile,Slightly Expensive,0.31377,34,1313,0.26656,0.37109
329,329,1994,Saxony,2nd Quintile,Reasonable,0.66091,67,1313,0.58625,0.74309
330,330,1994,Saxony,2nd Quintile,Slightly Expensive,0.33909,35,1313,0.28066,0.40009
331,331,1994,Saxony,3rd Quintile,Reasonable,1.0,40,1313,0.86794,1.15636
332,332,1994,Saxony-Anhalt,1st Quintile,Reasonable,0.54818,34,1313,0.44559,0.67001
333,333,1994,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.45182,31,1313,0.37237,0.54629
334,334,1994,Saxony-Anhalt,2nd Quintile,Reasonable,1.0,34,1313,0.77994,1.206
335,335,1995,North Rhine-Westphalia,1st Quintile,Inexpensive,0.35842,63,1484,0.29214,0.42194
336,336,1995,North Rhine-Westphalia,1st Quintile,Reasonable,0.4816,92,1484,0.39598,0.57586
337,337,1995,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.15998,48,1484,0.11454,0.2109
338,338,1995,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.40262,54,1484,0.32385,0.47395
339,339,1995,North Rhine-Westphalia,2nd Quintile,Reasonable,0.59738,82,1484,0.50278,0.70786
340,340,1995,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.41838,50,1484,0.34398,0.48884
341,341,1995,North Rhine-Westphalia,3rd Quintile,Reasonable,0.58162,71,1484,0.49247,0.67988
342,342,1995,North Rhine-Westphalia,4th Quintile,Inexpensive,0.43613,39,1484,0.3543,0.54493
343,343,1995,North Rhine-Westphalia,4th Quintile,Reasonable,0.56387,50,1484,0.43181,0.67993
344,344,1995,North Rhine-Westphalia,5th Quintile,Inexpensive,0.50555,34,1484,0.38269,0.62547
345,345,1995,North Rhine-Westphalia,5th Quintile,Reasonable,0.49445,33,1484,0.38594,0.6243
346,346,1995,Hesse,1st Quintile,Reasonable,1.0,37,1484,0.71527,1.34466
347,347,1995,Hesse,2nd Quintile,Reasonable,1.0,37,1484,0.69909,1.3256
348,348,1995,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.57331,38,1484,0.39505,0.77667
349,349,1995,Baden-Wuerttemberg,1st Quintile,Reasonable,0.42669,43,1484,0.26871,0.63107
350,350,1995,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.47713,39,1484,0.34878,0.59534
351,351,1995,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.52287,49,1484,0.3482,0.6797
352,352,1995,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.47062,41,1484,0.33896,0.61199
353,353,1995,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.52938,42,1484,0.39652,0.67456
354,354,1995,Baden-Wuerttemberg,4th Quintile,Reasonable,1.0,33,1484,0.62665,1.42738
355,355,1995,Baden-Wuerttemberg,5th Quintile,Reasonable,1.0,32,1484,0.68588,1.3422
356,356,1995,Bavaria,1st Quintile,Reasonable,1.0,38,1484,0.70058,1.39889
357,357,1995,Bavaria,2nd Quintile,Inexpensive,0.38847,31,1484,0.26046,0.50852
358,358,1995,Bavaria,2nd Quintile,Reasonable,0.61153,36,1484,0.42172,0.80636
359,359,1995,Bavaria,3rd Quintile,Reasonable,1.0,40,1484,0.7257,1.32072
360,360,1995,Bavaria,4th Quintile,Reasonable,1.0,40,1484,0.77648,1.21416
361,361,1995,Bavaria,5th Quintile,Reasonable,1.0,31,1484,0.81565,1.20733
362,362,1995,Berlin,4th Quintile,Reasonable,1.0,35,1484,0.75647,1.3157
363,363,1995,Saxony,1st Quintile,Reasonable,1.0,63,1484,0.85789,1.12707
364,364,1995,Saxony,2nd Quintile,Reasonable,1.0,67,1484,0.90151,1.15346
365,365,1995,Saxony,3rd Quintile,Reasonable,1.0,32,1484,0.88504,1.1505
366,366,1995,Saxony-Anhalt,2nd Quintile,Reasonable,1.0,33,1484,0.79121,1.19823
367,367,1995,Thuringa,2nd Quintile,Reasonable,1.0,31,1484,0.79513,1.22672
368,368,1996,North Rhine-Westphalia,1st Quintile,Inexpensive,0.31528,58,1256,0.25026,0.39194
369,369,1996,North Rhine-Westphalia,1st Quintile,Reasonable,0.478,101,1256,0.41458,0.55215
370,370,1996,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.20672,60,1256,0.148,0.28129
371,371,1996,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.4734,63,1256,0.3935,0.55573
372,372,1996,North Rhine-Westphalia,2nd Quintile,Reasonable,0.5266,78,1256,0.42043,0.61196
373,373,1996,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.46856,48,1256,0.35915,0.58487
374,374,1996,North Rhine-Westphalia,3rd Quintile,Reasonable,0.53144,63,1256,0.41125,0.65694
375,375,1996,North Rhine-Westphalia,4th Quintile,Inexpensive,0.4223,41,1256,0.34345,0.52264
376,376,1996,North Rhine-Westphalia,4th Quintile,Reasonable,0.5777,59,1256,0.46861,0.70015
377,377,1996,North Rhine-Westphalia,5th Quintile,Reasonable,1.0,31,1256,0.80251,1.2524
378,378,1996,Hesse,1st Quintile,Reasonable,1.0,35,1256,0.66061,1.41099
379,379,1996,Baden-Wuerttemberg,1st Quintile,Reasonable,0.69256,51,1256,0.47312,0.98569
380,380,1996,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.30744,31,1256,0.19329,0.40813
381,381,1996,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.44127,33,1256,0.30327,0.588
382,382,1996,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.55873,57,1256,0.39641,0.74409
383,383,1996,Baden-Wuerttemberg,3rd Quintile,Reasonable,1.0,42,1256,0.76197,1.25654
384,384,1996,Bavaria,1st Quintile,Reasonable,1.0,43,1256,0.75229,1.29749
385,385,1996,Bavaria,2nd Quintile,Inexpensive,0.47215,35,1256,0.34488,0.62502
386,386,1996,Bavaria,2nd Quintile,Reasonable,0.52785,33,1256,0.36766,0.70163
387,387,1996,Bavaria,3rd Quintile,Reasonable,1.0,42,1256,0.75631,1.30516
388,388,1996,Bavaria,4th Quintile,Reasonable,1.0,41,1256,0.80598,1.20991
389,389,1996,Bavaria,5th Quintile,Reasonable,1.0,34,1256,0.73469,1.3186
390,390,1996,Berlin,3rd Quintile,Reasonable,1.0,31,1256,0.75731,1.29434
391,391,1996,Saxony,1st Quintile,Reasonable,1.0,56,1256,0.83158,1.17358
392,392,1996,Saxony,2nd Quintile,Reasonable,1.0,47,1256,0.85115,1.1616
393,393,1996,Saxony,3rd Quintile,Reasonable,1.0,43,1256,0.86384,1.14053
394,394,1997,Lower Saxony,3rd Quintile,Reasonable,1.0,32,1259,0.74823,1.32518
395,395,1997,North Rhine-Westphalia,1st Quintile,Inexpensive,0.33787,50,1259,0.27068,0.41237
396,396,1997,North Rhine-Westphalia,1st Quintile,Reasonable,0.48018,91,1259,0.3894,0.55792
397,397,1997,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.18195,50,1259,0.14231,0.23589
398,398,1997,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.28744,50,1259,0.23062,0.35219
399,399,1997,North Rhine-Westphalia,2nd Quintile,Reasonable,0.51478,79,1259,0.41414,0.60428
400,400,1997,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.19778,33,1259,0.13603,0.2701
401,401,1997,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.35004,42,1259,0.26404,0.44733
402,402,1997,North Rhine-Westphalia,3rd Quintile,Reasonable,0.64996,73,1259,0.52974,0.78537
403,403,1997,North Rhine-Westphalia,4th Quintile,Inexpensive,0.37873,38,1259,0.29177,0.48102
404,404,1997,North Rhine-Westphalia,4th Quintile,Reasonable,0.62127,56,1259,0.46937,0.7325
405,405,1997,North Rhine-Westphalia,5th Quintile,Reasonable,1.0,44,1259,0.79682,1.28003
406,406,1997,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.23434,32,1259,0.13771,0.33625
407,407,1997,Baden-Wuerttemberg,1st Quintile,Reasonable,0.52011,59,1259,0.37991,0.6626
408,408,1997,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.24556,33,1259,0.16714,0.35678
409,409,1997,Baden-Wuerttemberg,2nd Quintile,Reasonable,1.0,51,1259,0.70392,1.27741
410,410,1997,Baden-Wuerttemberg,3rd Quintile,Reasonable,1.0,44,1259,0.60841,1.36916
411,411,1997,Baden-Wuerttemberg,4th Quintile,Reasonable,1.0,42,1259,0.73496,1.31536
412,412,1997,Bavaria,1st Quintile,Reasonable,1.0,41,1259,0.68376,1.314
413,413,1997,Bavaria,2nd Quintile,Inexpensive,0.41803,31,1259,0.30116,0.52931
414,414,1997,Bavaria,2nd Quintile,Reasonable,0.58197,50,1259,0.3977,0.79569
415,415,1997,Bavaria,3rd Quintile,Reasonable,1.0,38,1259,0.74218,1.28902
416,416,1997,Bavaria,4th Quintile,Reasonable,1.0,34,1259,0.73218,1.31343
417,417,1997,Brandenburg,2nd Quintile,Reasonable,1.0,33,1259,0.82207,1.19592
418,418,1997,Saxony,1st Quintile,Reasonable,1.0,51,1259,0.84791,1.14407
419,419,1997,Saxony,2nd Quintile,Reasonable,1.0,51,1259,0.8477,1.16331
420,420,1997,Saxony,3rd Quintile,Reasonable,1.0,31,1259,0.8368,1.20719
421,421,1998,Lower Saxony,1st Quintile,Reasonable,1.0,37,1573,0.7666,1.18077
422,422,1998,Lower Saxony,2nd Quintile,Reasonable,1.0,38,1573,0.81982,1.2518
423,423,1998,North Rhine-Westphalia,1st Quintile,Inexpensive,0.27757,62,1573,0.23156,0.33001
424,424,1998,North Rhine-Westphalia,1st Quintile,Reasonable,0.47475,113,1573,0.42081,0.54107
425,425,1998,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.24768,61,1573,0.20196,0.30605
426,426,1998,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.28239,44,1573,0.23387,0.33032
427,427,1998,North Rhine-Westphalia,2nd Quintile,Reasonable,0.52459,93,1573,0.46338,0.60427
428,428,1998,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.19301,40,1573,0.14283,0.25687
429,429,1998,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.43482,52,1573,0.35229,0.50587
430,430,1998,North Rhine-Westphalia,3rd Quintile,Reasonable,0.56518,74,1573,0.46555,0.66903
431,431,1998,North Rhine-Westphalia,4th Quintile,Inexpensive,0.40302,45,1573,0.3255,0.4963
432,432,1998,North Rhine-Westphalia,4th Quintile,Reasonable,0.59698,64,1573,0.49819,0.70414
433,433,1998,North Rhine-Westphalia,5th Quintile,Inexpensive,0.35711,32,1573,0.28516,0.45097
434,434,1998,North Rhine-Westphalia,5th Quintile,Reasonable,0.64289,46,1573,0.51599,0.77379
435,435,1998,Hesse,1st Quintile,Reasonable,1.0,35,1573,0.77804,1.20843
436,436,1998,Baden-Wuerttemberg,1st Quintile,Reasonable,0.67028,64,1573,0.48002,0.87814
437,437,1998,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.32972,36,1573,0.22453,0.43472
438,438,1998,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.46054,36,1573,0.31567,0.60161
439,439,1998,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.53946,49,1573,0.40288,0.67383
440,440,1998,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.48814,37,1573,0.34709,0.6686
441,441,1998,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.51186,42,1573,0.43188,0.61511
442,442,1998,Baden-Wuerttemberg,4th Quintile,Reasonable,1.0,34,1573,0.78124,1.20323
443,443,1998,Bavaria,1st Quintile,Reasonable,1.0,55,1573,0.80016,1.17023
444,444,1998,Bavaria,2nd Quintile,Reasonable,1.0,62,1573,0.76225,1.25194
445,445,1998,Bavaria,3rd Quintile,Reasonable,1.0,35,1573,0.74867,1.30087
446,446,1998,Bavaria,4th Quintile,Reasonable,1.0,42,1573,0.82753,1.20356
447,447,1998,Bavaria,5th Quintile,Reasonable,1.0,34,1573,0.79258,1.26611
448,448,1998,Berlin,3rd Quintile,Reasonable,1.0,37,1573,0.77026,1.23933
449,449,1998,Saxony,1st Quintile,Reasonable,1.0,39,1573,0.82722,1.17609
450,450,1998,Saxony,2nd Quintile,Reasonable,1.0,66,1573,0.84896,1.17339
451,451,1998,Saxony,3rd Quintile,Inexpensive,0.46904,33,1573,0.35654,0.58013
452,452,1998,Saxony,3rd Quintile,Reasonable,0.53096,36,1573,0.45531,0.62821
453,453,1999,Lower Saxony,1st Quintile,Reasonable,1.0,38,1467,0.81347,1.20786
454,454,1999,Lower Saxony,3rd Quintile,Reasonable,1.0,34,1467,0.69899,1.31794
455,455,1999,North Rhine-Westphalia,1st Quintile,Inexpensive,0.29123,54,1467,0.23332,0.34601
456,456,1999,North Rhine-Westphalia,1st Quintile,Reasonable,0.49401,106,1467,0.42445,0.57204
457,457,1999,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.21476,50,1467,0.16608,0.26626
458,458,1999,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.30534,53,1467,0.23761,0.35666
459,459,1999,North Rhine-Westphalia,2nd Quintile,Reasonable,0.51683,103,1467,0.43443,0.60121
460,460,1999,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.17783,38,1467,0.14038,0.22415
461,461,1999,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.371,50,1467,0.30732,0.43798
462,462,1999,North Rhine-Westphalia,3rd Quintile,Reasonable,0.629,71,1467,0.52045,0.74341
463,463,1999,North Rhine-Westphalia,4th Quintile,Inexpensive,0.39236,43,1467,0.31895,0.47797
464,464,1999,North Rhine-Westphalia,4th Quintile,Reasonable,0.60764,64,1467,0.49762,0.73017
465,465,1999,North Rhine-Westphalia,5th Quintile,Reasonable,1.0,49,1467,0.80608,1.17646
466,466,1999,Hesse,1st Quintile,Reasonable,1.0,37,1467,0.76801,1.29397
467,467,1999,Baden-Wuerttemberg,1st Quintile,Reasonable,1.0,64,1467,0.76976,1.29206
468,468,1999,Baden-Wuerttemberg,2nd Quintile,Reasonable,1.0,57,1467,0.72894,1.26496
469,469,1999,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.46642,36,1467,0.33252,0.62169
470,470,1999,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.53358,49,1467,0.4033,0.6737
471,471,1999,Bavaria,1st Quintile,Reasonable,1.0,43,1467,0.80984,1.23895
472,472,1999,Bavaria,2nd Quintile,Reasonable,1.0,47,1467,0.74474,1.26988
473,473,1999,Bavaria,3rd Quintile,Reasonable,1.0,39,1467,0.74886,1.30832
474,474,1999,Bavaria,4th Quintile,Reasonable,1.0,41,1467,0.7564,1.30245
475,475,1999,Bavaria,5th Quintile,Reasonable,1.0,33,1467,0.71142,1.27101
476,476,1999,Berlin,3rd Quintile,Reasonable,1.0,34,1467,0.78438,1.24078
477,477,1999,Saxony,1st Quintile,Reasonable,1.0,53,1467,0.84388,1.15679
478,478,1999,Saxony,2nd Quintile,Reasonable,0.60805,53,1467,0.5141,0.70339
479,479,1999,Saxony,2nd Quintile,Slightly Expensive,0.39195,32,1467,0.29919,0.50255
480,480,1999,Saxony,3rd Quintile,Reasonable,1.0,33,1467,0.83671,1.21303
481,481,1999,Saxony-Anhalt,1st Quintile,Reasonable,1.0,31,1467,0.82828,1.19572
482,482,1999,Thuringa,2nd Quintile,Reasonable,1.0,32,1467,0.7852,1.22802
483,483,2000,Lower Saxony,1st Quintile,Inexpensive,0.43363,39,3725,0.36752,0.50254
484,484,2000,Lower Saxony,1st Quintile,Reasonable,0.56637,62,3725,0.498,0.63033
485,485,2000,Lower Saxony,2nd Quintile,Reasonable,1.0,44,3725,0.87997,1.12651
486,486,2000,Lower Saxony,3rd Quintile,Reasonable,1.0,45,3725,0.83883,1.1856
487,487,2000,Lower Saxony,4th Quintile,Reasonable,1.0,45,3725,0.86241,1.18244
488,488,2000,North Rhine-Westphalia,1st Quintile,Inexpensive,0.30192,108,3725,0.27174,0.33756
489,489,2000,North Rhine-Westphalia,1st Quintile,Reasonable,0.50533,196,3725,0.47954,0.53886
490,490,2000,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.19275,81,3725,0.17175,0.21259
491,491,2000,North Rhine-Westphalia,2nd Quintile,Very Inexpensive,0.10541,32,3725,0.08868,0.12065
492,492,2000,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.28472,105,3725,0.25647,0.31487
493,493,2000,North Rhine-Westphalia,2nd Quintile,Reasonable,0.46684,176,3725,0.42553,0.50255
494,494,2000,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.14303,56,3725,0.12424,0.16556
495,495,2000,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.26162,68,3725,0.23413,0.29326
496,496,2000,North Rhine-Westphalia,3rd Quintile,Reasonable,0.54971,130,3725,0.4998,0.60139
497,497,2000,North Rhine-Westphalia,3rd Quintile,Slightly Expensive,0.18867,48,3725,0.15343,0.22777
498,498,2000,North Rhine-Westphalia,4th Quintile,Inexpensive,0.28702,67,3725,0.25287,0.32427
499,499,2000,North Rhine-Westphalia,4th Quintile,Reasonable,0.50604,116,3725,0.45648,0.57008
500,500,2000,North Rhine-Westphalia,4th Quintile,Slightly Expensive,0.20694,37,3725,0.17299,0.24674
501,501,2000,North Rhine-Westphalia,5th Quintile,Inexpensive,0.38192,49,3725,0.33036,0.43634
502,502,2000,North Rhine-Westphalia,5th Quintile,Reasonable,0.61808,88,3725,0.55099,0.69719
503,503,2000,Hesse,1st Quintile,Reasonable,1.0,49,3725,0.82517,1.2092
504,504,2000,Hesse,2nd Quintile,Reasonable,1.0,32,3725,0.75452,1.22918
505,505,2000,Hesse,3rd Quintile,Reasonable,1.0,32,3725,0.80601,1.19261
506,506,2000,Hesse,4th Quintile,Reasonable,1.0,38,3725,0.77145,1.20238
507,507,2000,"Rhineland-Palatinate, Saarland",1st Quintile,Reasonable,1.0,39,3725,0.84602,1.16357
508,508,2000,"Rhineland-Palatinate, Saarland",2nd Quintile,Reasonable,1.0,32,3725,0.83238,1.19507
509,509,2000,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.33472,44,3725,0.26687,0.40215
510,510,2000,Baden-Wuerttemberg,1st Quintile,Reasonable,0.66528,88,3725,0.58147,0.78549
511,511,2000,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.30159,48,3725,0.23745,0.37179
512,512,2000,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.69841,92,3725,0.59014,0.78903
513,513,2000,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.42725,40,3725,0.34648,0.52391
514,514,2000,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.57275,66,3725,0.49932,0.66073
515,515,2000,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.3066,38,3725,0.24646,0.36479
516,516,2000,Baden-Wuerttemberg,4th Quintile,Reasonable,0.6934,69,3725,0.61156,0.80182
517,517,2000,Baden-Wuerttemberg,5th Quintile,Reasonable,1.0,38,3725,0.81543,1.1843
518,518,2000,Bavaria,1st Quintile,Inexpensive,0.33082,55,3725,0.28862,0.37648
519,519,2000,Bavaria,1st Quintile,Reasonable,0.487,102,3725,0.43822,0.5387
520,520,2000,Bavaria,1st Quintile,Slightly Expensive,0.18217,37,3725,0.14558,0.21967
521,521,2000,Bavaria,2nd Quintile,Inexpensive,0.30857,41,3725,0.25511,0.35676
522,522,2000,Bavaria,2nd Quintile,Reasonable,0.69143,74,3725,0.59133,0.80985
523,523,2000,Bavaria,3rd Quintile,Inexpensive,0.22883,36,3725,0.19484,0.27481
524,524,2000,Bavaria,3rd Quintile,Reasonable,0.53216,77,3725,0.44844,0.60365
525,525,2000,Bavaria,3rd Quintile,Slightly Expensive,0.23901,31,3725,0.18413,0.29166
526,526,2000,Bavaria,4th Quintile,Inexpensive,0.32143,31,3725,0.26464,0.39396
527,527,2000,Bavaria,4th Quintile,Reasonable,0.67857,66,3725,0.59157,0.76691
528,528,2000,Bavaria,5th Quintile,Reasonable,1.0,55,3725,0.87736,1.17693
529,529,2000,Berlin,1st Quintile,Reasonable,0.56768,49,3725,0.47114,0.64966
530,530,2000,Berlin,1st Quintile,Slightly Expensive,0.43232,32,3725,0.35746,0.5194
531,531,2000,Berlin,2nd Quintile,Reasonable,1.0,40,3725,0.86003,1.13227
532,532,2000,Berlin,3rd Quintile,Reasonable,1.0,43,3725,0.83325,1.17646
533,533,2000,Berlin,4th Quintile,Reasonable,1.0,41,3725,0.86185,1.13509
534,534,2000,Brandenburg,1st Quintile,Reasonable,1.0,39,3725,0.81517,1.16583
535,535,2000,Brandenburg,2nd Quintile,Reasonable,1.0,38,3725,0.85504,1.1377
536,536,2000,Saxony,1st Quintile,Inexpensive,0.26122,46,3725,0.22889,0.29556
537,537,2000,Saxony,1st Quintile,Reasonable,0.49329,71,3725,0.43303,0.55093
538,538,2000,Saxony,1st Quintile,Slightly Expensive,0.24548,38,3725,0.20849,0.27825
539,539,2000,Saxony,2nd Quintile,Inexpensive,0.2904,47,3725,0.25252,0.3209
540,540,2000,Saxony,2nd Quintile,Reasonable,0.47256,69,3725,0.41578,0.53717
541,541,2000,Saxony,2nd Quintile,Slightly Expensive,0.23704,37,3725,0.21109,0.26726
542,542,2000,Saxony,3rd Quintile,Inexpensive,0.4586,36,3725,0.37779,0.52501
543,543,2000,Saxony,3rd Quintile,Reasonable,0.5414,45,3725,0.45227,0.63359
544,544,2000,Saxony-Anhalt,1st Quintile,Reasonable,1.0,39,3725,0.84015,1.1506
545,545,2000,Saxony-Anhalt,2nd Quintile,Reasonable,1.0,34,3725,0.84623,1.15527
546,546,2000,Thuringa,1st Quintile,Reasonable,1.0,39,3725,0.84239,1.15929
547,547,2001,Lower Saxony,1st Quintile,Inexpensive,0.34475,33,3248,0.27003,0.4083
548,548,2001,Lower Saxony,1st Quintile,Reasonable,0.65525,58,3248,0.57317,0.74575
549,549,2001,Lower Saxony,2nd Quintile,Reasonable,1.0,35,3248,0.81854,1.18211
550,550,2001,Lower Saxony,3rd Quintile,Reasonable,1.0,56,3248,0.82982,1.15503
