year,bula_h,rentown,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Brandenburg,Tenant,Slightly Expensive,0.31177,69,146,0.23637,0.38716
1993,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.47247,61,105,0.37652,0.56842
1993,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.30093,44,105,0.21278,0.38908
1993,Saxony,Tenant,Inexpensive,0.11243,42,397,0.08132,0.14355
1993,Saxony,Tenant,Reasonable,0.47427,197,397,0.42509,0.52345
1993,Saxony,Tenant,Slightly Expensive,0.28892,127,397,0.24428,0.33356
1993,Saxony,Tenant,Too Expensive,0.07051,31,397,0.04529,0.09572
1993,Saxony-Anhalt,Tenant,Reasonable,0.41307,94,179,0.34073,0.48540
1993,Saxony-Anhalt,Tenant,Slightly Expensive,0.33996,85,179,0.27037,0.40955
1993,Thuringa,Tenant,Reasonable,0.45063,80,134,0.36607,0.53519
1993,Thuringa,Tenant,Slightly Expensive,0.28334,54,134,0.20676,0.35993
1994,Schleswig-Holstein,Tenant,Reasonable,0.36008,33,33,0.19376,0.52640
1994,Hamburg,Tenant,Reasonable,0.52016,38,38,0.35918,0.68114
1994,Lower Saxony,Tenant,Very Inexpensive,0.14514,34,256,0.10191,0.18838
1994,Lower Saxony,Tenant,Inexpensive,0.26797,78,256,0.21360,0.32233
1994,Lower Saxony,Tenant,Reasonable,0.42417,106,256,0.36351,0.48483
1994,Lower Saxony,Tenant,Slightly Expensive,0.10091,38,256,0.06394,0.13788
1994,North Rhine-Westphalia,Tenant,Very Inexpensive,0.11526,84,779,0.09282,0.13770
1994,North Rhine-Westphalia,Tenant,Inexpensive,0.28661,219,779,0.25484,0.31838
1994,North Rhine-Westphalia,Tenant,Reasonable,0.41056,342,779,0.37599,0.44513
1994,North Rhine-Westphalia,Tenant,Slightly Expensive,0.10202,102,779,0.08075,0.12329
1994,North Rhine-Westphalia,Tenant,Too Expensive,0.03253,32,779,0.02007,0.04500
1994,Hesse,Tenant,Very Inexpensive,0.14973,33,271,0.10717,0.19230
1994,Hesse,Tenant,Inexpensive,0.34308,101,271,0.28646,0.39971
1994,Hesse,Tenant,Reasonable,0.30565,94,271,0.25070,0.36061
1994,Hesse,Tenant,Slightly Expensive,0.08009,43,271,0.04771,0.11246
1994,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.28458,46,100,0.19570,0.37347
1994,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.35916,54,100,0.26465,0.45366
1994,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.12949,50,452,0.09850,0.16048
1994,Baden-Wuerttemberg,Tenant,Inexpensive,0.34218,159,452,0.29839,0.38597
1994,Baden-Wuerttemberg,Tenant,Reasonable,0.33074,174,452,0.28732,0.37416
1994,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.08562,69,452,0.05979,0.11144
1994,Bavaria,Tenant,Very Inexpensive,0.12208,63,433,0.09121,0.15295
1994,Bavaria,Tenant,Inexpensive,0.24922,117,433,0.20843,0.29001
1994,Bavaria,Tenant,Reasonable,0.39151,186,433,0.34548,0.43753
1994,Bavaria,Tenant,Slightly Expensive,0.14810,67,433,0.11460,0.18159
1994,Berlin,Tenant,Inexpensive,0.22464,62,252,0.17301,0.27627
1994,Berlin,Tenant,Reasonable,0.44274,120,252,0.38129,0.50419
1994,Berlin,Tenant,Slightly Expensive,0.18317,70,252,0.13531,0.23102
1994,Brandenburg,Tenant,Reasonable,0.46679,88,141,0.38415,0.54944
1994,Brandenburg,Tenant,Slightly Expensive,0.23611,53,141,0.16576,0.30646
1994,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.44931,63,101,0.35181,0.54680
1994,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.26775,38,101,0.18097,0.35454
1994,Saxony,Tenant,Inexpensive,0.12524,49,362,0.09109,0.15938
1994,Saxony,Tenant,Reasonable,0.52044,208,362,0.46890,0.57197
1994,Saxony,Tenant,Slightly Expensive,0.24696,105,362,0.20248,0.29145
1994,Saxony-Anhalt,Tenant,Reasonable,0.52226,117,177,0.44846,0.59606
1994,Saxony-Anhalt,Tenant,Slightly Expensive,0.25493,60,177,0.19054,0.31931
1994,Thuringa,Tenant,Reasonable,0.40020,82,127,0.31465,0.48575
1994,Thuringa,Tenant,Slightly Expensive,0.25265,45,127,0.17678,0.32853
1995,Schleswig-Holstein,Tenant,Reasonable,0.36284,34,34,0.19879,0.52689
1995,Lower Saxony,Tenant,Inexpensive,0.26880,81,241,0.21271,0.32489
1995,Lower Saxony,Tenant,Reasonable,0.42527,123,241,0.36272,0.48782
1995,Lower Saxony,Tenant,Slightly Expensive,0.10572,37,241,0.06682,0.14462
1995,North Rhine-Westphalia,Tenant,Very Inexpensive,0.12946,93,818,0.10644,0.15248
1995,North Rhine-Westphalia,Tenant,Inexpensive,0.29102,240,818,0.25988,0.32217
1995,North Rhine-Westphalia,Tenant,Reasonable,0.38253,328,818,0.34920,0.41586
1995,North Rhine-Westphalia,Tenant,Slightly Expensive,0.11393,123,818,0.09214,0.13572
1995,North Rhine-Westphalia,Tenant,Too Expensive,0.02322,34,818,0.01289,0.03355
1995,Hesse,Tenant,Very Inexpensive,0.13600,34,295,0.09682,0.17519
1995,Hesse,Tenant,Inexpensive,0.32043,95,295,0.26709,0.37377
1995,Hesse,Tenant,Reasonable,0.35102,129,295,0.29646,0.40558
1995,Hesse,Tenant,Slightly Expensive,0.05225,37,295,0.02682,0.07769
1995,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.28247,49,112,0.19871,0.36622
1995,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.27835,63,112,0.19497,0.36173
1995,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.09255,47,479,0.06657,0.11853
1995,Baden-Wuerttemberg,Tenant,Inexpensive,0.33235,159,479,0.29012,0.37458
1995,Baden-Wuerttemberg,Tenant,Reasonable,0.35057,199,479,0.30780,0.39335
1995,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.12985,74,479,0.09971,0.15998
1995,Bavaria,Tenant,Very Inexpensive,0.08000,48,463,0.05527,0.10474
1995,Bavaria,Tenant,Inexpensive,0.26297,135,463,0.22282,0.30311
1995,Bavaria,Tenant,Reasonable,0.35666,185,463,0.31298,0.40034
1995,Bavaria,Tenant,Slightly Expensive,0.19660,95,463,0.16036,0.23284
1995,Berlin,Tenant,Inexpensive,0.24107,68,260,0.18898,0.29317
1995,Berlin,Tenant,Reasonable,0.46800,131,260,0.40723,0.52877
1995,Berlin,Tenant,Slightly Expensive,0.16809,61,260,0.12254,0.21363
1995,Brandenburg,Tenant,Reasonable,0.44478,79,133,0.36000,0.52956
1995,Brandenburg,Tenant,Slightly Expensive,0.28621,54,133,0.20910,0.36331
1995,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.50867,75,116,0.41730,0.60004
1995,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.32582,41,116,0.24016,0.41148
1995,Saxony,Tenant,Inexpensive,0.21114,87,348,0.16820,0.25409
1995,Saxony,Tenant,Reasonable,0.48869,198,348,0.43610,0.54129
1995,Saxony,Tenant,Slightly Expensive,0.16974,63,348,0.13024,0.20924
1995,Saxony-Anhalt,Tenant,Reasonable,0.46614,100,154,0.38709,0.54519
1995,Saxony-Anhalt,Tenant,Slightly Expensive,0.23541,54,154,0.16819,0.30264
1995,Thuringa,Tenant,Reasonable,0.49947,95,126,0.41182,0.58713
1995,Thuringa,Tenant,Slightly Expensive,0.17646,31,126,0.10963,0.24329
1996,Schleswig-Holstein,Tenant,Reasonable,0.33295,33,33,0.16966,0.49624
1996,Lower Saxony,Tenant,Inexpensive,0.31968,101,253,0.26210,0.37726
1996,Lower Saxony,Tenant,Reasonable,0.39682,115,253,0.33642,0.45723
1996,Lower Saxony,Tenant,Slightly Expensive,0.12921,37,253,0.08779,0.17062
1996,North Rhine-Westphalia,Tenant,Very Inexpensive,0.12014,85,799,0.09758,0.14270
1996,North Rhine-Westphalia,Tenant,Inexpensive,0.30326,241,799,0.27137,0.33516
1996,North Rhine-Westphalia,Tenant,Reasonable,0.38147,332,799,0.34777,0.41517
1996,North Rhine-Westphalia,Tenant,Slightly Expensive,0.12324,141,799,0.10043,0.14604
1996,Hesse,Tenant,Very Inexpensive,0.17419,42,277,0.12945,0.21894
1996,Hesse,Tenant,Inexpensive,0.24753,77,277,0.19662,0.29845
1996,Hesse,Tenant,Reasonable,0.35906,114,277,0.30246,0.41566
1996,Hesse,Tenant,Slightly Expensive,0.09758,44,277,0.06257,0.13259
1996,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.26334,49,102,0.17744,0.34924
1996,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.29300,53,102,0.20424,0.38177
1996,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.08482,40,461,0.05936,0.11029
1996,Baden-Wuerttemberg,Tenant,Inexpensive,0.31229,129,461,0.26994,0.35464
1996,Baden-Wuerttemberg,Tenant,Reasonable,0.35376,199,461,0.31006,0.39745
1996,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.15146,93,461,0.11870,0.18422
1996,Bavaria,Tenant,Very Inexpensive,0.08036,53,461,0.05551,0.10520
1996,Bavaria,Tenant,Inexpensive,0.25495,131,461,0.21512,0.29478
1996,Bavaria,Tenant,Reasonable,0.38868,193,461,0.34414,0.43323
1996,Bavaria,Tenant,Slightly Expensive,0.18470,84,461,0.14923,0.22016
1996,Berlin,Tenant,Inexpensive,0.26708,66,252,0.21234,0.32181
1996,Berlin,Tenant,Reasonable,0.41586,125,252,0.35488,0.47683
1996,Berlin,Tenant,Slightly Expensive,0.21202,61,252,0.16146,0.26259
1996,Brandenburg,Tenant,Reasonable,0.48195,90,136,0.39766,0.56624
1996,Brandenburg,Tenant,Slightly Expensive,0.21872,46,136,0.14899,0.28845
1996,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.49402,67,108,0.39929,0.58876
1996,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.27715,41,108,0.19234,0.36196
1996,Saxony,Tenant,Inexpensive,0.19445,73,338,0.15219,0.23671
1996,Saxony,Tenant,Reasonable,0.48609,187,338,0.43272,0.53945
1996,Saxony,Tenant,Slightly Expensive,0.18672,78,338,0.14512,0.22833
1996,Saxony-Anhalt,Tenant,Inexpensive,0.14791,38,186,0.09675,0.19906
1996,Saxony-Anhalt,Tenant,Reasonable,0.50414,104,186,0.43209,0.57619
1996,Saxony-Anhalt,Tenant,Slightly Expensive,0.19261,44,186,0.13578,0.24943
1996,Thuringa,Tenant,Reasonable,0.45675,81,128,0.37012,0.54339
1996,Thuringa,Tenant,Slightly Expensive,0.23889,47,128,0.16473,0.31305
1997,Hamburg,Tenant,Reasonable,0.44917,32,32,0.27406,0.62427
1997,Lower Saxony,Tenant,Inexpensive,0.23258,65,236,0.17856,0.28660
1997,Lower Saxony,Tenant,Reasonable,0.44620,130,236,0.38265,0.50976
1997,Lower Saxony,Tenant,Slightly Expensive,0.14936,41,236,0.10379,0.19494
1997,North Rhine-Westphalia,Tenant,Very Inexpensive,0.11055,73,790,0.08867,0.13243
1997,North Rhine-Westphalia,Tenant,Inexpensive,0.24108,201,790,0.21123,0.27093
1997,North Rhine-Westphalia,Tenant,Reasonable,0.41057,343,790,0.37624,0.44489
1997,North Rhine-Westphalia,Tenant,Slightly Expensive,0.15011,141,790,0.12519,0.17503
1997,North Rhine-Westphalia,Tenant,Too Expensive,0.02774,32,790,0.01628,0.03920
1997,Hesse,Tenant,Inexpensive,0.24744,63,215,0.18962,0.30526
1997,Hesse,Tenant,Reasonable,0.36247,103,215,0.29806,0.42688
1997,Hesse,Tenant,Slightly Expensive,0.13397,49,215,0.08833,0.17960
1997,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.25761,49,150,0.18739,0.32783
1997,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.35028,70,150,0.27368,0.42688
1997,"Rhineland-Palatinate, Saarland",Tenant,Slightly Expensive,0.18985,31,150,0.12687,0.25282
1997,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.07717,34,467,0.05294,0.10140
1997,Baden-Wuerttemberg,Tenant,Inexpensive,0.24225,122,467,0.20335,0.28116
1997,Baden-Wuerttemberg,Tenant,Reasonable,0.42720,221,467,0.38229,0.47211
1997,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.16538,90,467,0.13165,0.19911
1997,Bavaria,Tenant,Very Inexpensive,0.11779,57,421,0.08696,0.14862
1997,Bavaria,Tenant,Inexpensive,0.23680,114,421,0.19614,0.27745
1997,Bavaria,Tenant,Reasonable,0.38761,193,421,0.34102,0.43421
1997,Bavaria,Tenant,Slightly Expensive,0.14537,57,421,0.11166,0.17908
1997,Berlin,Tenant,Inexpensive,0.23063,60,235,0.17666,0.28461
1997,Berlin,Tenant,Reasonable,0.46368,118,235,0.39978,0.52757
1997,Berlin,Tenant,Slightly Expensive,0.16550,57,235,0.11789,0.21312
1997,Brandenburg,Tenant,Reasonable,0.46232,91,139,0.37913,0.54551
1997,Brandenburg,Tenant,Slightly Expensive,0.24217,48,139,0.17069,0.31364
1997,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.50659,65,102,0.40909,0.60410
1997,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.25548,37,102,0.17042,0.34054
1997,Saxony,Tenant,Inexpensive,0.23139,85,327,0.18561,0.27717
1997,Saxony,Tenant,Reasonable,0.44016,166,327,0.38627,0.49405
1997,Saxony,Tenant,Slightly Expensive,0.18883,76,327,0.14635,0.23132
1997,Saxony-Anhalt,Tenant,Inexpensive,0.15808,35,170,0.10308,0.21309
1997,Saxony-Anhalt,Tenant,Reasonable,0.46661,94,170,0.39140,0.54183
1997,Saxony-Anhalt,Tenant,Slightly Expensive,0.21500,41,170,0.15306,0.27694
1997,Thuringa,Tenant,Reasonable,0.46353,82,114,0.37159,0.55548
1997,Thuringa,Tenant,Slightly Expensive,0.16361,32,114,0.09540,0.23182
1998,Schleswig-Holstein,Tenant,Reasonable,0.35244,36,36,0.19417,0.51072
1998,Hamburg,Tenant,Reasonable,0.44790,37,37,0.28545,0.61034
1998,Lower Saxony,Tenant,Inexpensive,0.22615,77,272,0.17634,0.27595
1998,Lower Saxony,Tenant,Reasonable,0.40595,132,272,0.34748,0.46441
1998,Lower Saxony,Tenant,Slightly Expensive,0.19573,63,272,0.14849,0.24297
1998,North Rhine-Westphalia,Tenant,Very Inexpensive,0.10575,87,916,0.08583,0.12568
1998,North Rhine-Westphalia,Tenant,Inexpensive,0.24803,236,916,0.22005,0.27602
1998,North Rhine-Westphalia,Tenant,Reasonable,0.39640,390,916,0.36470,0.42809
1998,North Rhine-Westphalia,Tenant,Slightly Expensive,0.15691,162,916,0.13334,0.18048
1998,North Rhine-Westphalia,Tenant,Too Expensive,0.02969,41,916,0.01869,0.04069
1998,Hesse,Tenant,Inexpensive,0.25782,75,247,0.20315,0.31248
1998,Hesse,Tenant,Reasonable,0.39553,120,247,0.33443,0.45664
1998,Hesse,Tenant,Slightly Expensive,0.12576,52,247,0.08433,0.16720
1998,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.22455,52,169,0.16145,0.28765
1998,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.29012,61,169,0.22149,0.35874
1998,"Rhineland-Palatinate, Saarland",Tenant,Slightly Expensive,0.29042,56,169,0.22177,0.35906
1998,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.05653,34,487,0.03600,0.07707
1998,Baden-Wuerttemberg,Tenant,Inexpensive,0.28392,141,487,0.24383,0.32401
1998,Baden-Wuerttemberg,Tenant,Reasonable,0.36772,212,487,0.32485,0.41059
1998,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.17041,100,487,0.13698,0.20384
1998,Bavaria,Tenant,Very Inexpensive,0.08339,48,465,0.05824,0.10855
1998,Bavaria,Tenant,Inexpensive,0.22953,121,465,0.19127,0.26780
1998,Bavaria,Tenant,Reasonable,0.43548,228,465,0.39037,0.48060
1998,Bavaria,Tenant,Slightly Expensive,0.13791,68,465,0.10653,0.16928
1998,Berlin,Tenant,Inexpensive,0.26029,72,263,0.20716,0.31342
1998,Berlin,Tenant,Reasonable,0.44514,125,263,0.38496,0.50532
1998,Berlin,Tenant,Slightly Expensive,0.20235,66,263,0.15371,0.25100
1998,Brandenburg,Tenant,Inexpensive,0.16822,33,172,0.11215,0.22428
1998,Brandenburg,Tenant,Reasonable,0.41448,88,172,0.34064,0.48832
1998,Brandenburg,Tenant,Slightly Expensive,0.24617,51,172,0.18160,0.31074
1998,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.46503,61,99,0.36627,0.56378
1998,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.32697,38,99,0.23409,0.41985
1998,Saxony,Tenant,Inexpensive,0.23070,93,347,0.18631,0.27509
1998,Saxony,Tenant,Reasonable,0.43232,170,347,0.38012,0.48452
1998,Saxony,Tenant,Slightly Expensive,0.19402,84,347,0.15235,0.23569
1998,Saxony-Anhalt,Tenant,Inexpensive,0.20625,50,188,0.14826,0.26425
1998,Saxony-Anhalt,Tenant,Reasonable,0.37728,85,188,0.30781,0.44675
1998,Saxony-Anhalt,Tenant,Slightly Expensive,0.26055,53,188,0.19764,0.32346
1998,Thuringa,Tenant,Inexpensive,0.21437,35,143,0.14687,0.28186
1998,Thuringa,Tenant,Reasonable,0.41811,75,143,0.33698,0.49924
1998,Thuringa,Tenant,Slightly Expensive,0.16884,33,143,0.10722,0.23045
1999,Schleswig-Holstein,Tenant,Reasonable,0.37707,38,38,0.22090,0.53324
1999,Lower Saxony,Tenant,Inexpensive,0.18410,59,257,0.13662,0.23158
1999,Lower Saxony,Tenant,Reasonable,0.41104,129,257,0.35077,0.47131
1999,Lower Saxony,Tenant,Slightly Expensive,0.21943,69,257,0.16873,0.27013
1999,North Rhine-Westphalia,Tenant,Very Inexpensive,0.09634,75,872,0.07674,0.11593
1999,North Rhine-Westphalia,Tenant,Inexpensive,0.24460,223,872,0.21605,0.27315
1999,North Rhine-Westphalia,Tenant,Reasonable,0.42909,393,872,0.39622,0.46196
1999,North Rhine-Westphalia,Tenant,Slightly Expensive,0.15593,150,872,0.13184,0.18003
1999,North Rhine-Westphalia,Tenant,Too Expensive,0.02552,31,872,0.01505,0.03599
1999,Hesse,Tenant,Inexpensive,0.20594,65,226,0.15310,0.25878
1999,Hesse,Tenant,Reasonable,0.39841,115,226,0.33444,0.46238
1999,Hesse,Tenant,Slightly Expensive,0.13764,46,226,0.09262,0.18266
1999,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.21119,51,152,0.14608,0.27629
1999,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.34810,60,152,0.27212,0.42408
1999,"Rhineland-Palatinate, Saarland",Tenant,Slightly Expensive,0.22454,41,152,0.15798,0.29109
1999,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.07577,39,484,0.05217,0.09937
1999,Baden-Wuerttemberg,Tenant,Inexpensive,0.24623,124,484,0.20781,0.28465
1999,Baden-Wuerttemberg,Tenant,Reasonable,0.39373,228,484,0.35016,0.43730
1999,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.18573,93,484,0.15105,0.22042
1999,Bavaria,Tenant,Very Inexpensive,0.09574,46,444,0.06834,0.12314
1999,Bavaria,Tenant,Inexpensive,0.20818,108,444,0.17037,0.24598
1999,Bavaria,Tenant,Reasonable,0.44344,203,444,0.39718,0.48970
1999,Bavaria,Tenant,Slightly Expensive,0.17923,87,444,0.14352,0.21495
1999,Berlin,Tenant,Inexpensive,0.23084,64,256,0.17913,0.28256
1999,Berlin,Tenant,Reasonable,0.46528,127,256,0.40405,0.52650
1999,Berlin,Tenant,Slightly Expensive,0.22143,65,256,0.17047,0.27240
1999,Brandenburg,Tenant,Inexpensive,0.25541,46,160,0.18763,0.32320
1999,Brandenburg,Tenant,Reasonable,0.42403,79,160,0.34722,0.50085
1999,Brandenburg,Tenant,Slightly Expensive,0.18145,35,160,0.12155,0.24136
1999,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.41831,57,93,0.31751,0.51910
1999,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.30807,36,93,0.21372,0.40241
1999,Saxony,Tenant,Inexpensive,0.20625,86,332,0.16266,0.24984
1999,Saxony,Tenant,Reasonable,0.41681,166,332,0.36370,0.46993
1999,Saxony,Tenant,Slightly Expensive,0.21520,80,332,0.17092,0.25947
1999,Saxony-Anhalt,Tenant,Inexpensive,0.24385,54,195,0.18342,0.30427
1999,Saxony-Anhalt,Tenant,Reasonable,0.39528,90,195,0.32648,0.46408
1999,Saxony-Anhalt,Tenant,Slightly Expensive,0.24834,51,195,0.18754,0.30914
1999,Thuringa,Tenant,Inexpensive,0.20514,34,148,0.13986,0.27042
1999,Thuringa,Tenant,Reasonable,0.42258,74,148,0.34272,0.50243
1999,Thuringa,Tenant,Slightly Expensive,0.17378,40,148,0.11252,0.23503
2000,Schleswig-Holstein,Tenant,Inexpensive,0.19516,36,150,0.13153,0.25880
2000,Schleswig-Holstein,Tenant,Reasonable,0.38425,71,150,0.30614,0.46235
2000,Schleswig-Holstein,Tenant,Slightly Expensive,0.25882,43,150,0.18849,0.32915
2000,Hamburg,Tenant,Inexpensive,0.23255,35,111,0.15360,0.31150
2000,Hamburg,Tenant,Reasonable,0.46835,76,111,0.37510,0.56161
2000,Lower Saxony,Tenant,Very Inexpensive,0.07207,34,450,0.04815,0.09599
2000,Lower Saxony,Tenant,Inexpensive,0.25089,125,450,0.21079,0.29099
2000,Lower Saxony,Tenant,Reasonable,0.39993,206,450,0.35462,0.44524
2000,Lower Saxony,Tenant,Slightly Expensive,0.16980,85,450,0.13507,0.20453
2000,North Rhine-Westphalia,Tenant,Very Inexpensive,0.08163,124,1527,0.06789,0.09537
2000,North Rhine-Westphalia,Tenant,Inexpensive,0.24819,397,1527,0.22652,0.26987
2000,North Rhine-Westphalia,Tenant,Reasonable,0.43190,706,1527,0.40705,0.45676
2000,North Rhine-Westphalia,Tenant,Slightly Expensive,0.15587,253,1527,0.13767,0.17407
2000,North Rhine-Westphalia,Tenant,Too Expensive,0.02805,47,1527,0.01976,0.03633
2000,Hesse,Tenant,Very Inexpensive,0.09345,41,431,0.06594,0.12096
2000,Hesse,Tenant,Inexpensive,0.25828,122,431,0.21691,0.29965
2000,Hesse,Tenant,Reasonable,0.34442,177,431,0.29951,0.38933
2000,Hesse,Tenant,Slightly Expensive,0.15968,91,431,0.12506,0.19431
2000,"Rhineland-Palatinate, Saarland",Tenant,Very Inexpensive,0.09022,31,292,0.05730,0.12314
2000,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.25345,87,292,0.20347,0.30343
2000,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.41056,129,292,0.35404,0.46708
2000,"Rhineland-Palatinate, Saarland",Tenant,Slightly Expensive,0.12532,45,292,0.08728,0.16336
2000,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.08070,54,720,0.06079,0.10061
2000,Baden-Wuerttemberg,Tenant,Inexpensive,0.23768,193,720,0.20656,0.26879
2000,Baden-Wuerttemberg,Tenant,Reasonable,0.44993,353,720,0.41357,0.48630
2000,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.13873,120,720,0.11347,0.16400
2000,Bavaria,Tenant,Very Inexpensive,0.08142,73,776,0.06217,0.10067
2000,Bavaria,Tenant,Inexpensive,0.22907,192,776,0.19949,0.25866
2000,Bavaria,Tenant,Reasonable,0.44770,374,776,0.41269,0.48271
2000,Bavaria,Tenant,Slightly Expensive,0.15665,137,776,0.13106,0.18224
2000,Berlin,Tenant,Inexpensive,0.22753,109,407,0.18675,0.26831
2000,Berlin,Tenant,Reasonable,0.45026,203,407,0.40186,0.49865
2000,Berlin,Tenant,Slightly Expensive,0.21509,95,407,0.17512,0.25506
2000,Brandenburg,Tenant,Inexpensive,0.25007,74,266,0.19793,0.30221
2000,Brandenburg,Tenant,Reasonable,0.38055,123,266,0.32209,0.43901
2000,Brandenburg,Tenant,Slightly Expensive,0.19164,69,266,0.14425,0.23903
2000,Mecklenburg-Western Pomerania,Tenant,Inexpensive,0.23141,48,184,0.17031,0.29252
2000,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.42744,84,184,0.35576,0.49912
2000,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.26169,52,184,0.19800,0.32538
2000,Saxony,Tenant,Very Inexpensive,0.06207,39,534,0.04159,0.08256
2000,Saxony,Tenant,Inexpensive,0.23251,148,534,0.19665,0.26837
2000,Saxony,Tenant,Reasonable,0.38460,225,534,0.34330,0.42591
2000,Saxony,Tenant,Slightly Expensive,0.19998,122,534,0.16603,0.23394
2000,Saxony-Anhalt,Tenant,Inexpensive,0.24929,77,247,0.19523,0.30336
2000,Saxony-Anhalt,Tenant,Reasonable,0.37023,109,247,0.30989,0.43057
2000,Saxony-Anhalt,Tenant,Slightly Expensive,0.21023,61,247,0.15931,0.26115
2000,Thuringa,Tenant,Inexpensive,0.21488,56,221,0.16060,0.26915
2000,Thuringa,Tenant,Reasonable,0.36318,101,221,0.29963,0.42673
2000,Thuringa,Tenant,Slightly Expensive,0.22142,64,221,0.16655,0.27628
2001,Schleswig-Holstein,Tenant,Inexpensive,0.25416,36,108,0.17166,0.33666
2001,Schleswig-Holstein,Tenant,Reasonable,0.47139,72,108,0.37681,0.56598
2001,Hamburg,Tenant,Inexpensive,0.32027,45,105,0.23059,0.40994
2001,Hamburg,Tenant,Reasonable,0.40689,60,105,0.31248,0.50131
2001,Lower Saxony,Tenant,Very Inexpensive,0.11375,40,397,0.08248,0.14502
2001,Lower Saxony,Tenant,Inexpensive,0.19577,96,397,0.15669,0.23485
2001,Lower Saxony,Tenant,Reasonable,0.44280,192,397,0.39388,0.49173
2001,Lower Saxony,Tenant,Slightly Expensive,0.16381,69,397,0.12736,0.20027
2001,North Rhine-Westphalia,Tenant,Very Inexpensive,0.08075,113,1341,0.06616,0.09534
2001,North Rhine-Westphalia,Tenant,Inexpensive,0.24678,356,1341,0.22369,0.26986
2001,North Rhine-Westphalia,Tenant,Reasonable,0.44087,645,1341,0.41429,0.46745
2001,North Rhine-Westphalia,Tenant,Slightly Expensive,0.15772,227,1341,0.13821,0.17724
2001,Hesse,Tenant,Inexpensive,0.23001,98,340,0.18521,0.27481
2001,Hesse,Tenant,Reasonable,0.37811,163,340,0.32648,0.42973
2001,Hesse,Tenant,Slightly Expensive,0.17584,79,340,0.13532,0.21637
2001,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.24227,76,250,0.18905,0.29549
2001,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.43915,130,250,0.37751,0.50080
2001,"Rhineland-Palatinate, Saarland",Tenant,Slightly Expensive,0.13799,44,250,0.09516,0.18083
2001,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.06501,45,671,0.04634,0.08368
2001,Baden-Wuerttemberg,Tenant,Inexpensive,0.20133,151,671,0.17096,0.23169
2001,Baden-Wuerttemberg,Tenant,Reasonable,0.47665,359,671,0.43884,0.51447
2001,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.15933,116,671,0.13161,0.18704
2001,Bavaria,Tenant,Very Inexpensive,0.06875,60,687,0.04981,0.08768
2001,Bavaria,Tenant,Inexpensive,0.22780,174,687,0.19641,0.25918
2001,Bavaria,Tenant,Reasonable,0.42943,322,687,0.39238,0.46647
2001,Bavaria,Tenant,Slightly Expensive,0.18004,131,687,0.15129,0.20879
2001,Berlin,Tenant,Inexpensive,0.27779,117,376,0.23245,0.32312
