year,bula_h,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,West,Inexpensive,0.13428,141,553,0.10584,0.16273
1984,Bavaria,West,Reasonable,0.20124,224,553,0.16780,0.23469
1984,Bavaria,West,Slightly Expensive,0.08589,99,553,0.06252,0.10927
1984,Bavaria,West,Too Expensive,0.03354,37,553,0.01852,0.04856
1984,Berlin,West,Inexpensive,0.18287,44,179,0.12608,0.23966
1984,Berlin,West,Reasonable,0.45644,92,179,0.38327,0.52962
1984,Berlin,West,Slightly Expensive,0.16294,43,179,0.10869,0.21720
1985,Schleswig-Holstein,West,Reasonable,0.26660,50,50,0.14279,0.39041
1985,Hamburg,West,Inexpensive,0.24050,33,97,0.15500,0.32599
1985,Hamburg,West,Reasonable,0.43060,64,97,0.33155,0.52966
1985,Lower Saxony,West,Inexpensive,0.11913,68,243,0.07831,0.15994
1985,Lower Saxony,West,Reasonable,0.24510,124,243,0.19090,0.29929
1985,Lower Saxony,West,Slightly Expensive,0.08858,51,243,0.05278,0.12438
1985,North Rhine-Westphalia,West,Very Inexpensive,0.07626,97,1006,0.05985,0.09267
1985,North Rhine-Westphalia,West,Inexpensive,0.17427,263,1006,0.15081,0.19772
1985,North Rhine-Westphalia,West,Reasonable,0.30382,444,1006,0.27539,0.33225
1985,North Rhine-Westphalia,West,Slightly Expensive,0.08783,151,1006,0.07033,0.10533
1985,North Rhine-Westphalia,West,Too Expensive,0.02490,51,1006,0.01527,0.03453
1985,Hesse,West,Very Inexpensive,0.08584,42,364,0.05703,0.11466
1985,Hesse,West,Inexpensive,0.15508,85,364,0.11784,0.19232
1985,Hesse,West,Reasonable,0.21690,141,364,0.17450,0.25930
1985,Hesse,West,Slightly Expensive,0.09218,63,364,0.06243,0.12194
1985,Hesse,West,Too Expensive,0.03048,33,364,0.01279,0.04816
1985,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.10528,40,114,0.04869,0.16187
1985,"Rhineland-Palatinate, Saarland",West,Reasonable,0.18241,74,114,0.11120,0.25361
1985,Baden-Wuerttemberg,West,Very Inexpensive,0.06235,52,582,0.04269,0.08201
1985,Baden-Wuerttemberg,West,Inexpensive,0.14404,145,582,0.11549,0.17260
1985,Baden-Wuerttemberg,West,Reasonable,0.20344,251,582,0.17071,0.23617
1985,Baden-Wuerttemberg,West,Slightly Expensive,0.08105,100,582,0.05886,0.10325
1985,Baden-Wuerttemberg,West,Too Expensive,0.02068,34,582,0.00911,0.03225
1985,Bavaria,West,Very Inexpensive,0.07811,66,479,0.05405,0.10217
1985,Bavaria,West,Inexpensive,0.13069,114,479,0.10047,0.16091
1985,Bavaria,West,Reasonable,0.22204,208,479,0.18478,0.25930
1985,Bavaria,West,Slightly Expensive,0.08098,91,479,0.05653,0.10544
1985,Berlin,West,Inexpensive,0.14932,33,167,0.09510,0.20353
1985,Berlin,West,Reasonable,0.47950,90,167,0.40350,0.55550
1985,Berlin,West,Slightly Expensive,0.20322,44,167,0.14201,0.26444
1986,Schleswig-Holstein,West,Reasonable,0.20587,35,35,0.06995,0.34178
1986,Hamburg,West,Inexpensive,0.27644,32,90,0.18352,0.36935
1986,Hamburg,West,Reasonable,0.35922,58,90,0.25954,0.45889
1986,Lower Saxony,West,Inexpensive,0.16356,78,233,0.11596,0.21115
1986,Lower Saxony,West,Reasonable,0.20257,105,233,0.15085,0.25429
1986,Lower Saxony,West,Slightly Expensive,0.09438,50,233,0.05676,0.13199
1986,North Rhine-Westphalia,West,Very Inexpensive,0.07715,90,947,0.06014,0.09415
1986,North Rhine-Westphalia,West,Inexpensive,0.17130,243,947,0.14729,0.19531
1986,North Rhine-Westphalia,West,Reasonable,0.31039,426,947,0.28090,0.33987
1986,North Rhine-Westphalia,West,Slightly Expensive,0.09540,156,947,0.07668,0.11412
1986,North Rhine-Westphalia,West,Too Expensive,0.02050,32,947,0.01147,0.02953
1986,Hesse,West,Very Inexpensive,0.09493,39,312,0.06236,0.12751
1986,Hesse,West,Inexpensive,0.17152,93,312,0.12962,0.21342
1986,Hesse,West,Reasonable,0.20513,115,312,0.16025,0.25001
1986,Hesse,West,Slightly Expensive,0.09613,65,312,0.06337,0.12889
1986,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.14969,51,112,0.08332,0.21607
1986,"Rhineland-Palatinate, Saarland",West,Reasonable,0.16148,61,112,0.09302,0.22993
1986,Baden-Wuerttemberg,West,Very Inexpensive,0.06159,46,545,0.04138,0.08179
1986,Baden-Wuerttemberg,West,Inexpensive,0.13872,128,545,0.10967,0.16776
1986,Baden-Wuerttemberg,West,Reasonable,0.22824,254,545,0.19297,0.26351
1986,Baden-Wuerttemberg,West,Slightly Expensive,0.05930,83,545,0.03945,0.07915
1986,Baden-Wuerttemberg,West,Too Expensive,0.01752,34,545,0.00649,0.02854
1986,Bavaria,West,Very Inexpensive,0.07448,61,434,0.04975,0.09921
1986,Bavaria,West,Inexpensive,0.18500,143,434,0.14842,0.22157
1986,Bavaria,West,Reasonable,0.18020,167,434,0.14399,0.21640
1986,Bavaria,West,Slightly Expensive,0.06316,63,434,0.04025,0.08607
1986,Berlin,West,Inexpensive,0.14570,34,128,0.08434,0.20706
1986,Berlin,West,Reasonable,0.50657,94,128,0.41961,0.59352
1987,Schleswig-Holstein,West,Reasonable,0.24249,39,39,0.10622,0.37876
1987,Hamburg,West,Inexpensive,0.29082,32,74,0.18664,0.39499
1987,Hamburg,West,Reasonable,0.31973,42,74,0.21275,0.42672
1987,Lower Saxony,West,Inexpensive,0.15454,76,241,0.10880,0.20027
1987,Lower Saxony,West,Reasonable,0.22278,109,241,0.17013,0.27542
1987,Lower Saxony,West,Slightly Expensive,0.09975,56,241,0.06184,0.13767
1987,North Rhine-Westphalia,West,Very Inexpensive,0.07220,81,929,0.05555,0.08886
1987,North Rhine-Westphalia,West,Inexpensive,0.18566,250,929,0.16065,0.21068
1987,North Rhine-Westphalia,West,Reasonable,0.29553,413,929,0.26617,0.32489
1987,North Rhine-Westphalia,West,Slightly Expensive,0.09293,146,929,0.07425,0.11161
1987,North Rhine-Westphalia,West,Too Expensive,0.02688,39,929,0.01647,0.03728
1987,Hesse,West,Very Inexpensive,0.09164,35,309,0.05942,0.12386
1987,Hesse,West,Inexpensive,0.13836,81,309,0.09980,0.17692
1987,Hesse,West,Reasonable,0.29297,142,309,0.24214,0.34380
1987,Hesse,West,Slightly Expensive,0.06182,51,309,0.03493,0.08872
1987,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.12048,40,109,0.05909,0.18187
1987,"Rhineland-Palatinate, Saarland",West,Reasonable,0.19604,69,109,0.12116,0.27091
1987,Baden-Wuerttemberg,West,Very Inexpensive,0.05695,49,541,0.03740,0.07650
1987,Baden-Wuerttemberg,West,Inexpensive,0.16373,155,541,0.13252,0.19494
1987,Baden-Wuerttemberg,West,Reasonable,0.19058,210,541,0.15745,0.22371
1987,Baden-Wuerttemberg,West,Slightly Expensive,0.07327,88,541,0.05129,0.09525
1987,Baden-Wuerttemberg,West,Too Expensive,0.03229,39,541,0.01738,0.04720
1987,Bavaria,West,Very Inexpensive,0.08266,56,450,0.05719,0.10814
1987,Bavaria,West,Inexpensive,0.16580,147,450,0.13140,0.20020
1987,Bavaria,West,Reasonable,0.20779,178,450,0.17026,0.24532
1987,Bavaria,West,Slightly Expensive,0.07482,69,450,0.05049,0.09916
1987,Berlin,West,Inexpensive,0.15055,35,158,0.09461,0.20648
1987,Berlin,West,Reasonable,0.52405,92,158,0.44593,0.60217
1987,Berlin,West,Slightly Expensive,0.14904,31,158,0.09334,0.20475
1988,Hamburg,West,Reasonable,0.29197,38,38,0.14547,0.43848
1988,Lower Saxony,West,Inexpensive,0.14062,69,237,0.09627,0.18498
1988,Lower Saxony,West,Reasonable,0.24382,109,237,0.18903,0.29860
1988,Lower Saxony,West,Slightly Expensive,0.09581,59,237,0.05825,0.13336
1988,North Rhine-Westphalia,West,Very Inexpensive,0.07644,86,872,0.05879,0.09409
1988,North Rhine-Westphalia,West,Inexpensive,0.17837,222,872,0.15294,0.20379
1988,North Rhine-Westphalia,West,Reasonable,0.29016,399,872,0.26002,0.32030
1988,North Rhine-Westphalia,West,Slightly Expensive,0.09197,131,872,0.07278,0.11117
1988,North Rhine-Westphalia,West,Too Expensive,0.02301,34,872,0.01305,0.03297
1988,Hesse,West,Very Inexpensive,0.09570,38,294,0.06201,0.12938
1988,Hesse,West,Inexpensive,0.17790,94,294,0.13411,0.22168
1988,Hesse,West,Reasonable,0.21764,108,294,0.17039,0.26489
1988,Hesse,West,Slightly Expensive,0.07967,54,294,0.04867,0.11068
1988,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.12687,43,111,0.06467,0.18907
1988,"Rhineland-Palatinate, Saarland",West,Reasonable,0.20257,68,111,0.12746,0.27768
1988,Baden-Wuerttemberg,West,Very Inexpensive,0.06331,50,496,0.04186,0.08477
1988,Baden-Wuerttemberg,West,Inexpensive,0.15394,145,496,0.12214,0.18573
1988,Baden-Wuerttemberg,West,Reasonable,0.21165,231,496,0.17566,0.24763
1988,Baden-Wuerttemberg,West,Slightly Expensive,0.05557,70,496,0.03538,0.07575
1988,Bavaria,West,Very Inexpensive,0.07855,57,433,0.05318,0.10392
1988,Bavaria,West,Inexpensive,0.16643,131,433,0.13131,0.20156
1988,Bavaria,West,Reasonable,0.20743,177,433,0.16920,0.24567
1988,Bavaria,West,Slightly Expensive,0.07461,68,433,0.04983,0.09938
1988,Berlin,West,Reasonable,0.48754,89,125,0.39956,0.57552
1988,Berlin,West,Slightly Expensive,0.20496,36,125,0.13391,0.27602
1989,Schleswig-Holstein,West,Reasonable,0.22353,35,35,0.08349,0.36357
1989,Hamburg,West,Inexpensive,0.31125,33,79,0.20849,0.41400
1989,Hamburg,West,Reasonable,0.38682,46,79,0.27874,0.49490
1989,Lower Saxony,West,Inexpensive,0.12745,64,231,0.08435,0.17055
1989,Lower Saxony,West,Reasonable,0.23878,114,231,0.18368,0.29388
1989,Lower Saxony,West,Slightly Expensive,0.10883,53,231,0.06858,0.14908
1989,North Rhine-Westphalia,West,Very Inexpensive,0.08693,92,808,0.06749,0.10637
1989,North Rhine-Westphalia,West,Inexpensive,0.18317,233,808,0.15648,0.20986
1989,North Rhine-Westphalia,West,Reasonable,0.27168,351,808,0.24099,0.30237
1989,North Rhine-Westphalia,West,Slightly Expensive,0.08402,132,808,0.06488,0.10316
1989,Hesse,West,Very Inexpensive,0.10300,44,301,0.06861,0.13740
1989,Hesse,West,Inexpensive,0.17583,87,301,0.13275,0.21891
1989,Hesse,West,Reasonable,0.23503,119,301,0.18704,0.28301
1989,Hesse,West,Slightly Expensive,0.06314,51,301,0.03562,0.09066
1989,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.13108,42,95,0.06286,0.19931
1989,"Rhineland-Palatinate, Saarland",West,Reasonable,0.16190,53,95,0.08743,0.23636
1989,Baden-Wuerttemberg,West,Very Inexpensive,0.07477,55,466,0.05086,0.09868
1989,Baden-Wuerttemberg,West,Inexpensive,0.16539,156,466,0.13162,0.19916
1989,Baden-Wuerttemberg,West,Reasonable,0.17128,180,466,0.13704,0.20553
1989,Baden-Wuerttemberg,West,Slightly Expensive,0.05469,75,466,0.03402,0.07536
1989,Bavaria,West,Very Inexpensive,0.08079,59,435,0.05515,0.10642
1989,Bavaria,West,Inexpensive,0.15897,134,435,0.12457,0.19337
1989,Bavaria,West,Reasonable,0.22595,177,435,0.18661,0.26530
1989,Bavaria,West,Slightly Expensive,0.07040,65,435,0.04633,0.09447
1989,Berlin,West,Inexpensive,0.22376,49,158,0.15857,0.28895
1989,Berlin,West,Reasonable,0.47892,76,158,0.40077,0.55706
1989,Berlin,West,Slightly Expensive,0.15578,33,158,0.09905,0.21251
1990,Hamburg,West,Inexpensive,0.38257,37,72,0.26952,0.49562
1990,Hamburg,West,Reasonable,0.35084,35,72,0.23983,0.46185
1990,Lower Saxony,West,Very Inexpensive,0.05270,31,254,0.02517,0.08023
1990,Lower Saxony,West,Inexpensive,0.15849,71,254,0.11349,0.20349
1990,Lower Saxony,West,Reasonable,0.23409,115,254,0.18192,0.28627
1990,Lower Saxony,West,Slightly Expensive,0.07535,37,254,0.04283,0.10788
1990,North Rhine-Westphalia,West,Very Inexpensive,0.07623,81,775,0.05754,0.09493
1990,North Rhine-Westphalia,West,Inexpensive,0.18768,242,775,0.16017,0.21519
1990,North Rhine-Westphalia,West,Reasonable,0.28776,343,775,0.25586,0.31965
1990,North Rhine-Westphalia,West,Slightly Expensive,0.07912,109,775,0.06010,0.09814
1990,Hesse,West,Very Inexpensive,0.09326,40,289,0.05967,0.12684
1990,Hesse,West,Inexpensive,0.19654,102,289,0.15064,0.24243
1990,Hesse,West,Reasonable,0.21909,108,289,0.17132,0.26686
1990,Hesse,West,Slightly Expensive,0.06569,39,289,0.03708,0.09431
1990,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.14321,48,95,0.07239,0.21402
1990,"Rhineland-Palatinate, Saarland",West,Reasonable,0.14245,47,95,0.07179,0.21310
1990,Baden-Wuerttemberg,West,Very Inexpensive,0.07121,53,452,0.04748,0.09495
1990,Baden-Wuerttemberg,West,Inexpensive,0.16845,148,452,0.13391,0.20299
1990,Baden-Wuerttemberg,West,Reasonable,0.17798,184,452,0.14268,0.21328
1990,Baden-Wuerttemberg,West,Slightly Expensive,0.05456,67,452,0.03360,0.07552
1990,Bavaria,West,Very Inexpensive,0.08293,60,428,0.05678,0.10909
1990,Bavaria,West,Inexpensive,0.17425,151,428,0.13828,0.21023
1990,Bavaria,West,Reasonable,0.19540,159,428,0.15779,0.23301
1990,Bavaria,West,Slightly Expensive,0.06407,58,428,0.04084,0.08729
1990,Berlin,West,Inexpensive,0.19473,37,113,0.12139,0.26807
1990,Berlin,West,Reasonable,0.42257,76,113,0.33108,0.51405
1990,Berlin,East,Inexpensive,0.29081,48,126,0.21119,0.37042
1990,Berlin,East,Reasonable,0.42238,78,126,0.33579,0.50897
1990,Brandenburg,East,Very Inexpensive,0.15342,52,207,0.10421,0.20264
1990,Brandenburg,East,Inexpensive,0.24419,79,207,0.18552,0.30286
1990,Brandenburg,East,Reasonable,0.22684,76,207,0.16965,0.28403
1990,Mecklenburg-Western Pomerania,East,Very Inexpensive,0.21060,49,160,0.14722,0.27398
1990,Mecklenburg-Western Pomerania,East,Inexpensive,0.22065,47,160,0.15619,0.28511
1990,Mecklenburg-Western Pomerania,East,Reasonable,0.31237,64,160,0.24033,0.38441
1990,Saxony,East,Very Inexpensive,0.18703,123,466,0.15159,0.22247
1990,Saxony,East,Inexpensive,0.23823,154,466,0.19951,0.27695
1990,Saxony,East,Reasonable,0.29995,189,466,0.25830,0.34160
1990,Saxony-Anhalt,East,Very Inexpensive,0.15576,60,235,0.10930,0.20222
1990,Saxony-Anhalt,East,Inexpensive,0.23441,93,235,0.18013,0.28869
1990,Saxony-Anhalt,East,Reasonable,0.21103,82,235,0.15875,0.26331
1990,Thuringa,East,Very Inexpensive,0.12554,43,194,0.07879,0.17228
1990,Thuringa,East,Inexpensive,0.23311,72,194,0.17346,0.29276
1990,Thuringa,East,Reasonable,0.24212,79,194,0.18169,0.30256
1991,Hamburg,West,Inexpensive,0.32482,34,65,0.21008,0.43955
1991,Hamburg,West,Reasonable,0.35628,31,65,0.23895,0.47361
1991,Lower Saxony,West,Very Inexpensive,0.07143,36,258,0.03994,0.10291
1991,Lower Saxony,West,Inexpensive,0.16177,75,258,0.11675,0.20679
1991,Lower Saxony,West,Reasonable,0.24701,114,258,0.19429,0.29974
1991,Lower Saxony,West,Slightly Expensive,0.05410,33,258,0.02645,0.08176
1991,North Rhine-Westphalia,West,Very Inexpensive,0.09325,103,801,0.07310,0.11340
1991,North Rhine-Westphalia,West,Inexpensive,0.20379,259,801,0.17588,0.23171
1991,North Rhine-Westphalia,West,Reasonable,0.26319,336,801,0.23267,0.29370
1991,North Rhine-Westphalia,West,Slightly Expensive,0.07091,103,801,0.05313,0.08870
1991,Hesse,West,Very Inexpensive,0.10193,41,289,0.06699,0.13688
1991,Hesse,West,Inexpensive,0.21120,102,289,0.16406,0.25834
1991,Hesse,West,Reasonable,0.20703,107,289,0.16023,0.25382
1991,Hesse,West,Slightly Expensive,0.04860,39,289,0.02376,0.07343
1991,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.14051,44,109,0.07497,0.20606
1991,"Rhineland-Palatinate, Saarland",West,Reasonable,0.18686,65,109,0.11335,0.26038
1991,Baden-Wuerttemberg,West,Very Inexpensive,0.08533,57,466,0.05994,0.11072
1991,Baden-Wuerttemberg,West,Inexpensive,0.15184,148,466,0.11922,0.18445
1991,Baden-Wuerttemberg,West,Reasonable,0.17420,185,466,0.13973,0.20867
1991,Baden-Wuerttemberg,West,Slightly Expensive,0.07261,76,466,0.04902,0.09619
1991,Bavaria,West,Very Inexpensive,0.09957,80,431,0.07127,0.12787
1991,Bavaria,West,Inexpensive,0.16515,138,431,0.13005,0.20025
1991,Bavaria,West,Reasonable,0.17987,153,431,0.14357,0.21617
1991,Bavaria,West,Slightly Expensive,0.06585,60,431,0.04241,0.08929
1991,Berlin,West,Inexpensive,0.25419,51,115,0.17427,0.33412
1991,Berlin,West,Reasonable,0.39451,64,115,0.30479,0.48423
1991,Berlin,East,Very Inexpensive,0.20760,32,129,0.13733,0.27786
1991,Berlin,East,Inexpensive,0.36520,46,129,0.28179,0.44861
1991,Berlin,East,Reasonable,0.33602,51,129,0.25419,0.41785
1991,Brandenburg,East,Very Inexpensive,0.14327,48,192,0.09358,0.19296
1991,Brandenburg,East,Inexpensive,0.30465,91,192,0.23938,0.36993
1991,Brandenburg,East,Reasonable,0.17486,53,192,0.12099,0.22873
1991,Mecklenburg-Western Pomerania,East,Very Inexpensive,0.16743,36,152,0.10788,0.22699
1991,Mecklenburg-Western Pomerania,East,Inexpensive,0.30635,60,152,0.23282,0.37988
1991,Mecklenburg-Western Pomerania,East,Reasonable,0.25352,56,152,0.18413,0.32291
1991,Saxony,East,Very Inexpensive,0.19380,127,421,0.15599,0.23160
1991,Saxony,East,Inexpensive,0.30291,165,421,0.25896,0.34685
1991,Saxony,East,Reasonable,0.22464,129,421,0.18473,0.26456
1991,Saxony-Anhalt,East,Very Inexpensive,0.15771,64,227,0.11019,0.20523
1991,Saxony-Anhalt,East,Inexpensive,0.33854,108,227,0.27685,0.40024
1991,Saxony-Anhalt,East,Reasonable,0.13963,55,227,0.09444,0.18481
1991,Thuringa,East,Very Inexpensive,0.13325,44,182,0.08374,0.18276
1991,Thuringa,East,Inexpensive,0.24520,73,182,0.18252,0.30787
1991,Thuringa,East,Reasonable,0.24396,65,182,0.18139,0.30653
1992,Hamburg,West,Reasonable,0.40038,33,33,0.23061,0.57014
1992,Lower Saxony,West,Very Inexpensive,0.08610,42,227,0.04953,0.12268
1992,Lower Saxony,West,Inexpensive,0.14566,71,227,0.09967,0.19165
1992,Lower Saxony,West,Reasonable,0.23894,114,227,0.18335,0.29454
1992,North Rhine-Westphalia,West,Very Inexpensive,0.06522,81,767,0.04773,0.08270
1992,North Rhine-Westphalia,West,Inexpensive,0.20631,275,767,0.17765,0.23497
1992,North Rhine-Westphalia,West,Reasonable,0.25316,313,767,0.22237,0.28396
1992,North Rhine-Westphalia,West,Slightly Expensive,0.06228,98,767,0.04517,0.07940
1992,Hesse,West,Very Inexpensive,0.09717,39,276,0.06216,0.13218
1992,Hesse,West,Inexpensive,0.16739,97,276,0.12327,0.21152
1992,Hesse,West,Reasonable,0.21730,98,276,0.16856,0.26605
1992,Hesse,West,Slightly Expensive,0.05408,42,276,0.02735,0.08081
1992,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.11849,42,104,0.05608,0.18091
1992,"Rhineland-Palatinate, Saarland",West,Reasonable,0.18678,62,104,0.11151,0.26205
1992,Baden-Wuerttemberg,West,Very Inexpensive,0.07957,59,461,0.05484,0.10430
1992,Baden-Wuerttemberg,West,Inexpensive,0.16950,159,461,0.13522,0.20379
1992,Baden-Wuerttemberg,West,Reasonable,0.14316,165,461,0.11115,0.17516
1992,Baden-Wuerttemberg,West,Slightly Expensive,0.07125,78,461,0.04774,0.09476
1992,Bavaria,West,Very Inexpensive,0.08353,62,425,0.05720,0.10987
1992,Bavaria,West,Inexpensive,0.17131,145,425,0.13545,0.20718
1992,Bavaria,West,Reasonable,0.15527,145,425,0.12080,0.18974
1992,Bavaria,West,Slightly Expensive,0.07745,73,425,0.05201,0.10290
1992,Berlin,West,Inexpensive,0.24034,48,114,0.16156,0.31913
1992,Berlin,West,Reasonable,0.41773,66,114,0.32680,0.50867
1992,Berlin,East,Reasonable,0.45569,74,115,0.36426,0.54711
1992,Berlin,East,Slightly Expensive,0.28479,41,115,0.20194,0.36764
1992,Brandenburg,East,Reasonable,0.31298,93,156,0.23998,0.38598
1992,Brandenburg,East,Slightly Expensive,0.18885,63,156,0.12723,0.25046
1992,Mecklenburg-Western Pomerania,East,Reasonable,0.36170,69,103,0.26845,0.45495
1992,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.18625,34,103,0.11070,0.26180
1992,Saxony,East,Inexpensive,0.11198,64,394,0.08080,0.14315
1992,Saxony,East,Reasonable,0.39160,228,394,0.34334,0.43985
1992,Saxony,East,Slightly Expensive,0.19538,102,394,0.15618,0.23459
1992,Saxony-Anhalt,East,Inexpensive,0.09183,31,225,0.05401,0.12965
1992,Saxony-Anhalt,East,Reasonable,0.35821,125,225,0.29542,0.42100
1992,Saxony-Anhalt,East,Slightly Expensive,0.18362,69,225,0.13291,0.23432
1992,Thuringa,East,Reasonable,0.33720,100,146,0.26025,0.41415
1992,Thuringa,East,Slightly Expensive,0.16896,46,146,0.10797,0.22996
1993,Schleswig-Holstein,West,Reasonable,0.20017,37,37,0.06946,0.33088
1993,Hamburg,West,Reasonable,0.41954,38,38,0.26053,0.57855
1993,Lower Saxony,West,Very Inexpensive,0.05463,36,256,0.02674,0.08252
1993,Lower Saxony,West,Inexpensive,0.15678,79,256,0.11216,0.20141
1993,Lower Saxony,West,Reasonable,0.21280,98,256,0.16257,0.26304
1993,Lower Saxony,West,Slightly Expensive,0.07013,43,256,0.03879,0.10148
1993,North Rhine-Westphalia,West,Very Inexpensive,0.06906,83,764,0.05107,0.08705
1993,North Rhine-Westphalia,West,Inexpensive,0.20012,262,764,0.17173,0.22851
1993,North Rhine-Westphalia,West,Reasonable,0.25261,321,764,0.22178,0.28345
1993,North Rhine-Westphalia,West,Slightly Expensive,0.05379,98,764,0.03778,0.06980
1993,Hesse,West,Very Inexpensive,0.08395,37,272,0.05093,0.11697
1993,Hesse,West,Inexpensive,0.21891,102,272,0.16967,0.26814
1993,Hesse,West,Reasonable,0.17346,90,272,0.12838,0.21855
1993,Hesse,West,Slightly Expensive,0.04925,43,272,0.02348,0.07501
1993,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.13867,46,90,0.06687,0.21048
1993,"Rhineland-Palatinate, Saarland",West,Reasonable,0.13773,44,90,0.06613,0.20932
1993,Baden-Wuerttemberg,West,Very Inexpensive,0.07425,58,459,0.05024,0.09826
1993,Baden-Wuerttemberg,West,Inexpensive,0.16531,152,459,0.13129,0.19933
1993,Baden-Wuerttemberg,West,Reasonable,0.15140,189,459,0.11857,0.18423
1993,Baden-Wuerttemberg,West,Slightly Expensive,0.04673,60,459,0.02740,0.06606
1993,Bavaria,West,Very Inexpensive,0.06775,57,429,0.04394,0.09156
1993,Bavaria,West,Inexpensive,0.15909,140,429,0.12444,0.19374
1993,Bavaria,West,Reasonable,0.18386,165,429,0.14716,0.22056
1993,Bavaria,West,Slightly Expensive,0.07489,67,429,0.04996,0.09983
1993,Berlin,West,Inexpensive,0.29553,45,111,0.21027,0.38080
1993,Berlin,West,Reasonable,0.36764,66,111,0.27753,0.45775
1993,Berlin,East,Reasonable,0.36450,52,110,0.27415,0.45486
1993,Berlin,East,Slightly Expensive,0.35285,58,110,0.26314,0.44256
1993,Brandenburg,East,Reasonable,0.27035,77,146,0.19806,0.34264
1993,Brandenburg,East,Slightly Expensive,0.20582,69,146,0.14001,0.27163
1993,Mecklenburg-Western Pomerania,East,Reasonable,0.33336,61,105,0.24275,0.42396
1993,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.21232,44,105,0.13373,0.29092
1993,Saxony,East,Inexpensive,0.08608,42,397,0.05845,0.11371
1993,Saxony,East,Reasonable,0.36310,197,397,0.31574,0.41047
1993,Saxony,East,Slightly Expensive,0.22120,127,397,0.18032,0.26208
1993,Saxony,East,Too Expensive,0.05398,31,397,0.03172,0.07624
1993,Saxony-Anhalt,East,Reasonable,0.28571,94,179,0.21935,0.35208
1993,Saxony-Anhalt,East,Slightly Expensive,0.23515,85,179,0.17284,0.29745
1993,Thuringa,East,Reasonable,0.29382,80,134,0.21640,0.37124
1993,Thuringa,East,Slightly Expensive,0.18474,54,134,0.11879,0.25070
1994,Schleswig-Holstein,West,Reasonable,0.19793,33,33,0.05987,0.33598
1994,Hamburg,West,Reasonable,0.45980,38,38,0.29921,0.62039
1994,Lower Saxony,West,Very Inexpensive,0.07893,34,256,0.04583,0.11202
1994,Lower Saxony,West,Inexpensive,0.14572,78,256,0.10241,0.18902
1994,Lower Saxony,West,Reasonable,0.23066,106,256,0.17896,0.28237
1994,Lower Saxony,West,Slightly Expensive,0.05487,38,256,0.02692,0.08282
1994,North Rhine-Westphalia,West,Very Inexpensive,0.07118,84,779,0.05312,0.08925
1994,North Rhine-Westphalia,West,Inexpensive,0.17701,219,779,0.15019,0.20383
1994,North Rhine-Westphalia,West,Reasonable,0.25356,342,779,0.22299,0.28413
1994,North Rhine-Westphalia,West,Slightly Expensive,0.06301,102,779,0.04593,0.08008
