year,age_gr,bula_h,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Schleswig-Holstein,Seldom,0.44580,87,87,0.34074,0.55085
2013,17-29 y.,Lower Saxony,Sometimes,0.16887,75,344,0.12922,0.20852
2013,17-29 y.,Lower Saxony,Seldom,0.38653,193,344,0.33500,0.43807
2013,17-29 y.,Lower Saxony,Never,0.15860,76,344,0.11994,0.19726
2013,17-29 y.,North Rhine-Westphalia,Often,0.03411,32,757,0.02117,0.04705
2013,17-29 y.,North Rhine-Westphalia,Sometimes,0.15635,157,757,0.13046,0.18224
2013,17-29 y.,North Rhine-Westphalia,Seldom,0.32375,342,757,0.29040,0.35711
2013,17-29 y.,North Rhine-Westphalia,Never,0.21130,226,757,0.18220,0.24040
2013,17-29 y.,Hesse,Sometimes,0.16177,45,196,0.11008,0.21345
2013,17-29 y.,Hesse,Seldom,0.32575,104,196,0.25997,0.39153
2013,17-29 y.,Hesse,Never,0.13464,47,196,0.08673,0.18255
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.15877,46,190,0.10667,0.21087
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.39801,86,190,0.32822,0.46779
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.16427,58,190,0.11145,0.21710
2013,17-29 y.,Baden-Wuerttemberg,Sometimes,0.17253,89,403,0.13559,0.20946
2013,17-29 y.,Baden-Wuerttemberg,Seldom,0.30271,187,403,0.25780,0.34762
2013,17-29 y.,Baden-Wuerttemberg,Never,0.19960,127,403,0.16053,0.23867
2013,17-29 y.,Bavaria,Sometimes,0.14871,128,556,0.11910,0.17831
2013,17-29 y.,Bavaria,Seldom,0.36193,271,556,0.32195,0.40191
2013,17-29 y.,Bavaria,Never,0.19882,157,556,0.16561,0.23202
2013,17-29 y.,Berlin,Sometimes,0.23732,38,103,0.15476,0.31989
2013,17-29 y.,Berlin,Seldom,0.32605,65,103,0.23507,0.41702
2013,17-29 y.,Brandenburg,Seldom,0.36720,49,49,0.23083,0.50357
2013,17-29 y.,Saxony,Sometimes,0.22673,54,213,0.17036,0.28309
2013,17-29 y.,Saxony,Seldom,0.42840,101,213,0.36179,0.49501
2013,17-29 y.,Saxony,Never,0.21994,58,213,0.16418,0.27570
2013,17-29 y.,Saxony-Anhalt,Seldom,0.27226,51,87,0.17819,0.36634
2013,17-29 y.,Saxony-Anhalt,Never,0.25661,36,87,0.16430,0.34892
2013,17-29 y.,Thuringa,Sometimes,0.25174,31,116,0.17242,0.33107
2013,17-29 y.,Thuringa,Seldom,0.39154,48,116,0.30233,0.48075
2013,17-29 y.,Thuringa,Never,0.24032,37,116,0.16222,0.31841
2013,30-45 y.,Schleswig-Holstein,Sometimes,0.21047,69,287,0.16323,0.25772
