year,age_gr,migback,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,No migration background,Often,0.04472,148,2784,0.03705,0.05240
2013,17-29 y.,No migration background,Sometimes,0.20337,619,2784,0.18841,0.21832
2013,17-29 y.,No migration background,Seldom,0.42538,1319,2784,0.40701,0.44375
2013,17-29 y.,No migration background,Never,0.20948,698,2784,0.19436,0.22460
2013,17-29 y.,Direct migration background,Sometimes,0.07745,67,273,0.04568,0.10921
2013,17-29 y.,Direct migration background,Seldom,0.11240,111,273,0.07487,0.14994
2013,17-29 y.,Direct migration background,Never,0.14624,95,273,0.10425,0.18823
2013,17-29 y.,Indirect migration background,Sometimes,0.08134,87,445,0.05591,0.10676
2013,17-29 y.,Indirect migration background,Seldom,0.20416,217,445,0.16667,0.24166
2013,17-29 y.,Indirect migration background,Never,0.12469,141,445,0.09396,0.15543
2013,30-45 y.,No migration background,Very often,0.00615,59,6260,0.00421,0.00809
2013,30-45 y.,No migration background,Often,0.05588,308,6260,0.05019,0.06157
2013,30-45 y.,No migration background,Sometimes,0.19485,1235,6260,0.18504,0.20466
2013,30-45 y.,No migration background,Seldom,0.47983,2995,6260,0.46746,0.49221
2013,30-45 y.,No migration background,Never,0.23923,1663,6260,0.22866,0.24980
2013,30-45 y.,Direct migration background,Often,0.02374,81,1193,0.01510,0.03239
2013,30-45 y.,Direct migration background,Sometimes,0.09781,306,1193,0.08095,0.11467
2013,30-45 y.,Direct migration background,Seldom,0.14547,457,1193,0.12545,0.16548
2013,30-45 y.,Direct migration background,Never,0.14191,349,1193,0.12210,0.16172
2013,30-45 y.,Indirect migration background,Sometimes,0.16391,110,484,0.13090,0.19693
2013,30-45 y.,Indirect migration background,Seldom,0.25823,215,484,0.21920,0.29726
2013,30-45 y.,Indirect migration background,Never,0.17470,159,484,0.14083,0.20856
2013,46-65 y.,No migration background,Very often,0.01003,83,7946,0.00784,0.01222
2013,46-65 y.,No migration background,Often,0.05927,424,7946,0.05408,0.06446
2013,46-65 y.,No migration background,Sometimes,0.20078,1514,7946,0.19197,0.20959
2013,46-65 y.,No migration background,Seldom,0.44885,3657,7946,0.43791,0.45979
