"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1985","(Fach-)Abitur","Laendlicher Raum","7.33","7.5","109","5","6","9","10","10","6.91","7.75","0","10","7","8"
"1985","(Fach-)Abitur","Staedtischer Raum","7.3","7.5","671","4","6","9","10","10","7.13","7.47","0","10","8","8"
"1985","(noch) kein Abschluss","Laendlicher Raum","6.93","6.5","144","3","5","9","10","10","6.46","7.4","0","10","7","8"
"1985","(noch) kein Abschluss","Staedtischer Raum","7.16","7.5","934","3","5","9","10","10","6.99","7.33","0","10","7","8"
"1985","AkademikerIn","Laendlicher Raum","7.23","7.5","122","4","6","9","10","10","6.84","7.62","0","10","7","8"
"1985","AkademikerIn","Staedtischer Raum","7.39","7.5","632","5","6","9","10","10","7.24","7.54","0","10","8","8"
"1985","Hauptschule","Laendlicher Raum","6.47","6.5","1560","3","5","8","10","10","6.34","6.6","0","10","7","7"
"1985","Hauptschule","Staedtischer Raum","6.45","6.5","4846","3","5","8","10","10","6.38","6.52","0","10","7","7"
"1985","Realschule","Laendlicher Raum","7.33","7.5","408","4","6","9","10","10","7.11","7.55","0","10","8","8"
"1985","Realschule","Staedtischer Raum","7.23","7.5","1405","4","6","9","10","10","7.11","7.35","0","10","8","8"
"1986","(Fach-)Abitur","Laendlicher Raum","7.44","7.5","122","4","6","9","10","10","7.06","7.82","0","10","8","9"
"1986","(Fach-)Abitur","Staedtischer Raum","7.27","7.5","686","4","6","9","10","10","7.1","7.44","0","10","8","8"
"1986","(noch) kein Abschluss","Laendlicher Raum","6.77","7.5","128","0","4","10","10","10","6.26","7.28","0","10","7","8"
"1986","(noch) kein Abschluss","Staedtischer Raum","6.99","7.5","897","3","5","9","10","10","6.82","7.16","0","10","7","8"
"1986","AkademikerIn","Laendlicher Raum","6.94","7.5","125","3","5","9","10","10","6.55","7.33","0","10","8","8"
"1986","AkademikerIn","Staedtischer Raum","7.26","7.5","623","4","6","9","10","10","7.1","7.42","0","10","8","8"
"1986","Hauptschule","Laendlicher Raum","6.53","6.5","1469","3","5","8","10","10","6.4","6.66","0","10","7","7"
"1986","Hauptschule","Staedtischer Raum","6.39","6.5","4603","3","5","8","10","10","6.32","6.46","0","10","7","7"
"1986","Realschule","Laendlicher Raum","7.2","7.5","391","4","6","9","10","10","6.98","7.42","0","10","8","8"
"1986","Realschule","Staedtischer Raum","7.13","7.5","1376","4","5","9","10","10","7.01","7.25","0","10","8","8"
"1987","(Fach-)Abitur","Laendlicher Raum","7.43","7.5","108","5","6","9","10","10","7","7.86","0","10","8","8"
"1987","(Fach-)Abitur","Staedtischer Raum","7.16","7.5","670","4","6","9","10","10","6.99","7.33","0","10","8","8"
"1987","(noch) kein Abschluss","Laendlicher Raum","6.69","6.5","124","2","5","9","10","10","6.2","7.18","0","10","7","8"
"1987","(noch) kein Abschluss","Staedtischer Raum","6.79","6.5","874","3","5","9","10","10","6.62","6.96","0","10","7","7"
"1987","AkademikerIn","Laendlicher Raum","7.08","7.5","124","3","6","9","10","10","6.69","7.47","0","10","8","8"
"1987","AkademikerIn","Staedtischer Raum","7.17","7.5","617","4","6","9","10","10","7","7.34","0","10","8","8"
"1987","Hauptschule","Laendlicher Raum","6.39","6.5","1444","3","5","8","10","10","6.26","6.52","0","10","7","7"
"1987","Hauptschule","Staedtischer Raum","6.39","6.5","4563","3","5","8","10","10","6.32","6.46","0","10","7","7"
"1987","Realschule","Laendlicher Raum","7.22","7.5","400","4","6","9","10","10","7.01","7.43","0","10","8","8"
"1987","Realschule","Staedtischer Raum","7.03","7.5","1358","4","5","9","10","10","6.92","7.14","0","10","8","8"
"1988","(Fach-)Abitur","Laendlicher Raum","7.32","7.5","97","4","6","9","10","10","6.88","7.76","0","10","8","8"
"1988","(Fach-)Abitur","Staedtischer Raum","7.1","7.5","640","4","6","9","10","10","6.94","7.26","0","10","8","8"
"1988","(noch) kein Abschluss","Laendlicher Raum","7.13","7.5","121","3","5","9","10","10","6.64","7.62","0","10","7","8"
"1988","(noch) kein Abschluss","Staedtischer Raum","6.87","6.5","781","3","5","9","10","10","6.69","7.05","0","10","7","7"
"1988","AkademikerIn","Laendlicher Raum","7.02","7.5","115","3","5","9","10","10","6.63","7.41","1","10","8","8"
"1988","AkademikerIn","Staedtischer Raum","7.06","7.5","586","4","6","9","9","10","6.89","7.23","0","10","7","8"
"1988","Hauptschule","Laendlicher Raum","6.26","6.5","1353","3","5","8","9","10","6.13","6.39","0","10","7","7"
"1988","Hauptschule","Staedtischer Raum","6.29","6.5","4383","3","5","8","9","10","6.22","6.36","0","10","7","7"
"1988","Realschule","Laendlicher Raum","6.91","6.5","375","4","5","9","10","10","6.69","7.13","0","10","7","8"
"1988","Realschule","Staedtischer Raum","6.94","6.5","1321","4","5","8","10","10","6.83","7.05","0","10","8","8"
"1989","(Fach-)Abitur","Laendlicher Raum","7.36","7.5","97","5","7","8","9","10","6.94","7.78","0","10","8","8"
"1989","(Fach-)Abitur","Staedtischer Raum","7.1","7.5","655","5","6","8","10","10","6.94","7.26","0","10","8","8"
"1989","(noch) kein Abschluss","Laendlicher Raum","6.58","6.5","113","2","4","9","10","10","6.02","7.14","0","10","7","8"
"1989","(noch) kein Abschluss","Staedtischer Raum","6.92","7.5","767","3","5","9","10","10","6.73","7.11","0","10","7","7"
"1989","AkademikerIn","Laendlicher Raum","6.63","6.5","114","3","5","8","9","10","6.22","7.04","2","10","7","8"
"1989","AkademikerIn","Staedtischer Raum","7.03","7.5","584","4","6","9","10","10","6.85","7.21","0","10","7","8"
"1989","Hauptschule","Laendlicher Raum","6.11","5.5","1268","3","5","8","9","10","5.97","6.25","0","10","7","7"
"1989","Hauptschule","Staedtischer Raum","6.26","6.5","4212","3","5","8","9","10","6.19","6.33","0","10","7","7"
"1989","Realschule","Laendlicher Raum","7.05","7.5","356","4","5","9","10","10","6.82","7.28","0","10","7","8"
"1989","Realschule","Staedtischer Raum","6.97","7.5","1292","4","5","9","10","10","6.85","7.09","0","10","8","8"
"1990","(Fach-)Abitur","Laendlicher Raum","7.47","7.5","177","4","7","9","10","10","7.16","7.78","1","10","8","8"
"1990","(Fach-)Abitur","Staedtischer Raum","7.06","6.5","697","4","6","8","10","10","6.9","7.22","0","10","7","8"
"1990","(noch) kein Abschluss","Laendlicher Raum","7.25","7.5","148","3","5","9","10","10","6.85","7.65","0","10","7","8"
"1990","(noch) kein Abschluss","Staedtischer Raum","6.8","6.5","739","3","5","9","10","10","6.62","6.98","0","10","7","7"
"1990","AkademikerIn","Laendlicher Raum","6.99","7.5","691","4","5","9","10","10","6.81","7.17","0","10","7","8"
"1990","AkademikerIn","Staedtischer Raum","6.91","7.5","979","4","5","8","9","10","6.77","7.05","0","10","7","8"
"1990","Hauptschule","Laendlicher Raum","6.14","5.5","2400","3","5","8","9","10","6.03","6.25","0","10","6","7"
"1990","Hauptschule","Staedtischer Raum","6.26","6.5","4576","3","5","8","9","10","6.19","6.33","0","10","7","7"
"1990","Realschule","Laendlicher Raum","7.26","7.5","1392","4","6","9","10","10","7.14","7.38","0","10","8","8"
"1990","Realschule","Staedtischer Raum","7","6.5","1760","4","5","9","10","10","6.9","7.1","0","10","8","8"
"1991","(Fach-)Abitur","Laendlicher Raum","7.22","7.5","183","4","6","9","10","10","6.93","7.51","2","10","8","8"
"1991","(Fach-)Abitur","Staedtischer Raum","7.08","7.5","703","4","6","9","9","10","6.92","7.24","0","10","8","8"
"1991","(noch) kein Abschluss","Laendlicher Raum","7.31","7.5","156","3","6","9","10","10","6.92","7.7","0","10","8","8"
"1991","(noch) kein Abschluss","Staedtischer Raum","6.87","6.5","720","3","5","9","10","10","6.69","7.05","0","10","7","7"
"1991","AkademikerIn","Laendlicher Raum","6.88","6.5","684","4","5","9","10","10","6.71","7.05","0","10","7","8"
"1991","AkademikerIn","Staedtischer Raum","6.91","7.5","973","4","5","8","9","10","6.77","7.05","0","10","7","8"
"1991","Hauptschule","Laendlicher Raum","6.15","5.5","2299","3","5","8","9","10","6.05","6.25","0","10","6","7"
"1991","Hauptschule","Staedtischer Raum","6.2","6.5","4417","3","5","8","9","10","6.13","6.27","0","10","7","7"
"1991","Realschule","Laendlicher Raum","7.14","7.5","1362","4","6","9","10","10","7.03","7.25","0","10","8","8"
"1991","Realschule","Staedtischer Raum","6.99","7.5","1739","4","5","9","10","10","6.89","7.09","0","10","8","8"
"1992","(Fach-)Abitur","Laendlicher Raum","7.29","7.5","184","4","6","9","10","10","6.99","7.59","0","10","8","8"
"1992","(Fach-)Abitur","Staedtischer Raum","7.24","7.5","710","4","6","9","10","10","7.08","7.4","0","10","8","8"
"1992","(noch) kein Abschluss","Laendlicher Raum","7.24","7.5","167","4","6","9","10","10","6.85","7.63","0","10","7","8"
"1992","(noch) kein Abschluss","Staedtischer Raum","6.81","7.5","695","3","5","9","10","10","6.62","7","0","10","7","7"
"1992","AkademikerIn","Laendlicher Raum","6.94","6.5","635","4","6","8","9","10","6.78","7.1","0","10","7","8"
"1992","AkademikerIn","Staedtischer Raum","7.01","7.5","985","4","6","8","9","10","6.88","7.14","0","10","8","8"
"1992","Hauptschule","Laendlicher Raum","6.17","6.5","2175","3","5","8","9","10","6.07","6.27","0","10","7","7"
"1992","Hauptschule","Staedtischer Raum","6.31","6.5","4313","3","5","8","9","10","6.24","6.38","0","10","7","7"
"1992","Realschule","Laendlicher Raum","7.2","7.5","1320","4","6","9","10","10","7.09","7.31","0","10","8","8"
"1992","Realschule","Staedtischer Raum","7.02","7.5","1721","4","6","8","9","10","6.92","7.12","0","10","8","8"
"1993","(Fach-)Abitur","Laendlicher Raum","7.04","7.5","201","4","6","9","9","10","6.74","7.34","0","10","7","8"
"1993","(Fach-)Abitur","Staedtischer Raum","7.14","7.5","707","4","6","9","10","10","6.98","7.3","0","10","8","8"
"1993","(noch) kein Abschluss","Laendlicher Raum","7.06","7.5","169","4","6","9","10","10","6.67","7.45","0","10","7","8"
"1993","(noch) kein Abschluss","Staedtischer Raum","6.83","6.5","673","4","5","9","10","10","6.64","7.02","0","10","7","7"
"1993","AkademikerIn","Laendlicher Raum","6.87","6.5","623","4","5","8","9","10","6.7","7.04","0","10","7","7"
"1993","AkademikerIn","Staedtischer Raum","6.72","6.5","1008","3","5","8","9","10","6.59","6.85","0","10","7","7"
"1993","Hauptschule","Laendlicher Raum","6.11","5.5","2116","3","5","8","9","10","6.01","6.21","0","10","6","7"
"1993","Hauptschule","Staedtischer Raum","6.17","6.5","4221","3","5","8","9","10","6.1","6.24","0","10","7","7"
"1993","Realschule","Laendlicher Raum","6.99","6.5","1340","4","6","8","10","10","6.88","7.1","0","10","7","8"
"1993","Realschule","Staedtischer Raum","6.9","6.5","1749","4","5","8","10","10","6.8","7","0","10","7","8"
"1994","(Fach-)Abitur","Laendlicher Raum","7.09","6.5","218","4","6","8","10","10","6.82","7.36","0","10","7","8"
"1994","(Fach-)Abitur","Staedtischer Raum","6.93","6.5","700","4","6","8","9","10","6.77","7.09","0","10","7","8"
"1994","(noch) kein Abschluss","Laendlicher Raum","7.28","7.5","168","4","6","9","10","10","6.93","7.63","0","10","7","8"
"1994","(noch) kein Abschluss","Staedtischer Raum","6.9","6.5","671","3","5","9","10","10","6.71","7.09","0","10","7","7"
"1994","AkademikerIn","Laendlicher Raum","6.73","6.5","620","4","5","8","9","10","6.57","6.89","0","10","7","7"
"1994","AkademikerIn","Staedtischer Raum","6.72","6.5","1032","3","5","8","9","10","6.59","6.85","0","10","7","7"
"1994","Hauptschule","Laendlicher Raum","6.04","5.5","2020","3","5","8","9","10","5.94","6.14","0","10","6","7"
"1994","Hauptschule","Staedtischer Raum","6.02","5.5","4070","3","5","8","9","10","5.95","6.09","0","10","6","7"
"1994","Realschule","Laendlicher Raum","6.85","6.5","1315","4","5","8","9","10","6.74","6.96","0","10","7","7"
"1994","Realschule","Staedtischer Raum","6.82","6.5","1727","4","5","8","9","10","6.72","6.92","0","10","7","8"
"1995","(Fach-)Abitur","Laendlicher Raum","7.02","7.5","251","4","5","9","9","10","6.78","7.26","1","10","8","8"
"1995","(Fach-)Abitur","Staedtischer Raum","7.21","7.5","808","5","6","9","9","10","7.07","7.35","0","10","7","8"
