year,age_gr,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,male,,,,,,,,,,,,
1984,0-16 y.,female,,,,,,,,,,,,
1984,17-29 y.,male,1730,8.158744046054867,8.063649967884933,8.253838124224801,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0
1984,17-29 y.,female,1699,8.022541361961089,7.918115114312056,8.126967609610123,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0
1984,30-45 y.,male,1935,7.5060144942966085,7.402937728450028,7.609091260143189,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1984,30-45 y.,female,1967,7.229719360376542,7.124303245380816,7.335135475372268,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0
1984,46-65 y.,male,1773,6.191499665558409,6.065384950937965,6.317614380178853,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1984,46-65 y.,female,1775,6.089943245043081,5.964453631469094,6.215432858617068,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1984,66 and older,male,503,5.570594844965372,5.316398327572175,5.824791362358569,4.0,5.0,8.0,0.0,10.0,5.0,4.0,5.0
1984,66 and older,female,761,5.228771104118448,5.02549437028781,5.432047837949086,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
1985,0-16 y.,male,,,,,,,,,,,,
1985,0-16 y.,female,,,,,,,,,,,,
1985,17-29 y.,male,1600,7.987161535649426,7.891174262152276,8.083148809146575,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0
1985,17-29 y.,female,1515,7.734700010959324,7.628269066070129,7.841130955848519,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1985,30-45 y.,male,1706,7.3202344124189,7.2163777029318945,7.424091121905906,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1985,30-45 y.,female,1766,7.157112652403163,7.0499800649260385,7.264245239880288,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0
1985,46-65 y.,male,1640,6.21597105713311,6.097925820147765,6.334016294118456,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
