"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","7.43","7.5","865","4","6","9","10","10","7.27","7.59","0","10","8","8"
"1984","(noch) kein Abschluss","7.26","7.5","1281","3","5","10","10","10","7.1","7.42","0","10","7","8"
"1984","AkademikerIn","7.44","7.5","789","4","6","9","10","10","7.28","7.6","0","10","8","8"
"1984","Hauptschule","6.48","6.5","7237","2","5","9","10","10","6.42","6.54","0","10","7","7"
"1984","Realschule","7.43","7.5","1882","4","6","9","10","10","7.32","7.54","0","10","8","8"
"1985","(Fach-)Abitur","7.3","7.5","780","4","6","9","10","10","7.14","7.46","0","10","8","8"
"1985","(noch) kein Abschluss","7.11","7.5","1078","3","5","9","10","10","6.95","7.27","0","10","7","8"
"1985","AkademikerIn","7.36","7.5","754","5","6","9","10","10","7.22","7.5","0","10","8","8"
"1985","Hauptschule","6.46","6.5","6406","3","5","8","10","10","6.4","6.52","0","10","7","7"
"1985","Realschule","7.25","7.5","1813","4","6","9","10","10","7.15","7.35","0","10","8","8"
"1986","(Fach-)Abitur","7.3","7.5","808","4","6","9","10","10","7.14","7.46","0","10","8","8"
"1986","(noch) kein Abschluss","6.95","7.5","1025","3","5","9","10","10","6.78","7.12","0","10","7","8"
"1986","AkademikerIn","7.21","7.5","748","4","6","9","10","10","7.06","7.36","0","10","8","8"
"1986","Hauptschule","6.43","6.5","6072","3","5","8","10","10","6.37","6.49","0","10","7","7"
"1986","Realschule","7.15","7.5","1767","4","5","9","10","10","7.05","7.25","0","10","8","8"
"1987","(Fach-)Abitur","7.2","7.5","778","4","6","9","10","10","7.04","7.36","0","10","8","8"
"1987","(noch) kein Abschluss","6.77","6.5","998","3","5","9","10","10","6.61","6.93","0","10","7","7"
"1987","AkademikerIn","7.16","7.5","741","4","6","9","10","10","7.01","7.31","0","10","8","8"
"1987","Hauptschule","6.39","6.5","6007","3","5","8","10","10","6.33","6.45","0","10","7","7"
"1987","Realschule","7.07","7.5","1758","4","6","9","10","10","6.97","7.17","0","10","8","8"
"1988","(Fach-)Abitur","7.14","7.5","737","4","6","9","10","10","6.99","7.29","0","10","8","8"
"1988","(noch) kein Abschluss","6.92","7.5","902","3","5","9","10","10","6.75","7.09","0","10","7","7"
"1988","AkademikerIn","7.05","7.5","701","4","6","9","9","10","6.89","7.21","0","10","8","8"
"1988","Hauptschule","6.28","6.5","5736","3","5","8","9","10","6.22","6.34","0","10","7","7"
"1988","Realschule","6.93","6.5","1696","4","5","8","10","10","6.83","7.03","0","10","8","8"
"1989","(Fach-)Abitur","7.14","7.5","752","5","6","8","10","10","6.99","7.29","0","10","8","8"
"1989","(noch) kein Abschluss","6.86","7.5","880","2","5","9","10","10","6.68","7.04","0","10","7","7"
"1989","AkademikerIn","6.96","7.5","698","4","5","9","10","10","6.8","7.12","0","10","7","8"
"1989","Hauptschule","6.22","6.5","5480","3","5","8","9","10","6.15","6.29","0","10","7","7"
"1989","Realschule","6.99","7.5","1648","4","5","9","10","10","6.88","7.1","0","10","8","8"
"1990","(Fach-)Abitur","7.13","7.5","875","4","6","9","10","10","6.99","7.27","0","10","8","8"
"1990","(noch) kein Abschluss","6.91","6.5","887","3","5","9","10","10","6.74","7.08","0","10","7","7"
"1990","AkademikerIn","6.94","7.5","1689","4","5","9","10","10","6.83","7.05","0","10","7","8"
"1990","Hauptschule","6.22","6.5","7005","3","5","8","9","10","6.16","6.28","0","10","7","7"
"1990","Realschule","7.09","7.5","3190","4","6","9","10","10","7.01","7.17","0","10","8","8"
"1991","(Fach-)Abitur","7.11","7.5","888","4","6","9","9","10","6.97","7.25","0","10","8","8"
"1991","(noch) kein Abschluss","6.98","7.5","877","3","5","9","10","10","6.82","7.14","0","10","7","8"
"1991","AkademikerIn","6.91","7.5","1677","4","5","9","9","10","6.81","7.01","0","10","7","8"
"1991","Hauptschule","6.18","5.5","6742","3","5","8","9","10","6.12","6.24","0","10","7","7"
"1991","Realschule","7.04","7.5","3142","4","5","9","10","10","6.96","7.12","0","10","8","8"
"1992","(Fach-)Abitur","7.25","7.5","897","4","6","9","10","10","7.11","7.39","0","10","8","8"
"1992","(noch) kein Abschluss","6.92","7.5","863","3","5","9","10","10","6.75","7.09","0","10","7","8"
"1992","AkademikerIn","7","7.5","1650","4","6","8","9","10","6.9","7.1","0","10","8","8"
"1992","Hauptschule","6.26","6.5","6520","3","5","8","9","10","6.2","6.32","0","10","7","7"
"1992","Realschule","7.09","7.5","3093","4","6","9","10","10","7.02","7.16","0","10","8","8"
"1993","(Fach-)Abitur","7.12","7.5","908","4","6","9","9","10","6.98","7.26","0","10","8","8"
"1993","(noch) kein Abschluss","6.89","6.5","842","4","5","9","10","10","6.72","7.06","0","10","7","7"
"1993","AkademikerIn","6.76","6.5","1631","4","5","8","9","10","6.66","6.86","0","10","7","7"
"1993","Hauptschule","6.15","5.5","6337","3","5","8","9","10","6.09","6.21","0","10","7","7"
"1993","Realschule","6.94","6.5","3089","4","5","8","10","10","6.87","7.01","0","10","7","8"
"1994","(Fach-)Abitur","6.97","6.5","918","4","6","8","9","10","6.83","7.11","0","10","7","8"
"1994","(noch) kein Abschluss","6.98","7.5","839","3","5","9","10","10","6.81","7.15","0","10","7","7"
"1994","AkademikerIn","6.73","6.5","1652","4","5","8","9","10","6.63","6.83","0","10","7","7"
"1994","Hauptschule","6.03","5.5","6090","3","5","8","9","10","5.97","6.09","0","10","6","7"
"1994","Realschule","6.83","6.5","3042","4","5","8","9","10","6.75","6.91","0","10","7","7"
"1995","(Fach-)Abitur","7.17","7.5","1059","4","6","9","9","10","7.05","7.29","0","10","8","8"
"1995","(noch) kein Abschluss","7.04","7.5","874","4","5","9","10","10","6.88","7.2","0","10","7","8"
"1995","AkademikerIn","6.74","6.5","1751","4","5","8","9","10","6.64","6.84","0","10","7","7"
"1995","Hauptschule","6.1","5.5","6102","3","5","8","9","10","6.04","6.16","0","10","7","7"
"1995","Realschule","6.77","6.5","3099","4","5","8","9","10","6.7","6.84","0","10","7","7"
"1996","(Fach-)Abitur","7.15","7.5","1029","4","6","8","9","10","7.03","7.27","0","10","8","8"
"1996","(noch) kein Abschluss","6.94","6.5","839","3","5","9","10","10","6.78","7.1","0","10","7","8"
"1996","AkademikerIn","6.74","6.5","1764","4","5","8","9","10","6.65","6.83","0","10","7","7"
"1996","Hauptschule","6.03","5.5","5938","3","5","8","9","10","5.97","6.09","0","10","6","7"
"1996","Realschule","6.81","6.5","3113","4","5","8","9","10","6.74","6.88","0","10","7","7"
"1997","(Fach-)Abitur","7.07","7.5","1015","4","6","9","9","10","6.94","7.2","0","10","7","8"
"1997","(noch) kein Abschluss","6.92","7.5","832","3","5","9","10","10","6.76","7.08","0","10","7","8"
"1997","AkademikerIn","6.69","6.5","1765","4","5","8","9","10","6.6","6.78","0","10","7","7"
"1997","Hauptschule","6.07","5.5","5756","3","5","8","9","10","6.01","6.13","0","10","6","7"
"1997","Realschule","6.72","6.5","3071","4","5","8","9","10","6.65","6.79","0","10","7","7"
"1998","(Fach-)Abitur","7.17","7.5","1140","4","6","9","10","10","7.05","7.29","0","10","8","8"
"1998","(noch) kein Abschluss","6.92","7.5","819","3","5","9","10","10","6.75","7.09","0","10","7","8"
"1998","AkademikerIn","6.83","6.5","1962","4","6","8","9","10","6.74","6.92","0","10","7","7"
"1998","Hauptschule","6.15","5.5","6172","3","5","8","9","10","6.09","6.21","0","10","6","7"
"1998","Realschule","6.85","6.5","3389","4","5","8","9","10","6.78","6.92","0","10","7","7"
