"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1999","(Fach-)Abitur","7.17","7.5","1132","4","6","9","9","10","7.05","7.29","0","10","7","8"
"1999","(noch) kein Abschluss","6.92","6.5","788","4","5","9","10","10","6.75","7.09","0","10","7","8"
"1999","AkademikerIn","6.8","6.5","1955","4","5","8","9","10","6.71","6.89","0","10","7","7"
"1999","Hauptschule","6.08","5.5","6002","3","5","8","9","10","6.02","6.14","0","10","7","7"
"1999","Realschule","6.81","6.5","3376","4","5","8","9","10","6.74","6.88","0","10","7","7"
"2000","(Fach-)Abitur","7.24","7.5","2344","4","6","9","10","10","7.16","7.32","0","10","8","8"
"2000","(noch) kein Abschluss","7.11","7.5","915","3","5","9","10","10","6.95","7.27","0","10","8","8"
"2000","AkademikerIn","7.03","6.5","3810","4","6","8","9","10","6.97","7.09","0","10","7","8"
"2000","Hauptschule","6.27","6.5","10663","3","5","8","9","10","6.22","6.32","0","10","7","7"
"2000","Realschule","7.04","6.5","6282","4","6","8","10","10","6.99","7.09","0","10","7","8"
"2001","(Fach-)Abitur","7.12","7.5","2212","4","6","9","10","10","7.03","7.21","0","10","8","8"
"2001","(noch) kein Abschluss","7.37","7.5","868","4","6","9","10","10","7.22","7.52","0","10","8","8"
"2001","AkademikerIn","6.95","6.5","3541","4","6","8","9","10","6.88","7.02","0","10","7","8"
"2001","Hauptschule","6.3","6.5","9356","3","5","8","9","10","6.25","6.35","0","10","7","7"
"2001","Realschule","7.02","6.5","5757","4","6","8","10","10","6.97","7.07","0","10","7","8"
"2002","(Fach-)Abitur","7.11","7.5","2450","4","6","9","10","10","7.03","7.19","0","10","8","8"
"2002","(noch) kein Abschluss","7.16","7.5","906","4","5","9","10","10","7.01","7.31","0","10","8","8"
"2002","AkademikerIn","6.87","6.5","4547","4","5","8","9","10","6.81","6.93","0","10","7","8"
"2002","Hauptschule","6.17","5.5","8896","3","5","8","9","10","6.12","6.22","0","10","7","7"
"2002","Realschule","6.88","6.5","5983","4","5","8","9","10","6.83","6.93","0","10","7","7"
"2003","(Fach-)Abitur","7.1","7.5","2407","4","6","8","9","10","7.02","7.18","0","10","8","8"
"2003","(noch) kein Abschluss","7.17","7.5","893","4","6","9","10","10","7.03","7.31","0","10","8","8"
"2003","AkademikerIn","6.87","6.5","4349","4","6","8","9","10","6.81","6.93","0","10","7","8"
"2003","Hauptschule","6.19","6.5","8440","3","5","8","9","10","6.14","6.24","0","10","7","7"
"2003","Realschule","6.8","6.5","5777","4","5","8","9","10","6.75","6.85","0","10","7","7"
"2004","(Fach-)Abitur","6.97","7.5","2392","4","5","8","9","10","6.89","7.05","0","10","8","8"
"2004","(noch) kein Abschluss","7.09","7.5","906","3","5","9","10","10","6.94","7.24","0","10","8","8"
"2004","AkademikerIn","6.7","6.5","4280","4","5","8","9","10","6.64","6.76","0","10","7","7"
"2004","Hauptschule","6.05","5.5","8046","3","5","8","9","10","6","6.1","0","10","6","7"
"2004","Realschule","6.66","6.5","5595","3","5","8","9","10","6.6","6.72","0","10","7","7"
"2005","(Fach-)Abitur","6.95","6.5","2291","4","6","9","9","10","6.86","7.04","0","10","8","8"
"2005","(noch) kein Abschluss","7.08","7.5","901","4","5","9","10","10","6.93","7.23","0","10","8","8"
"2005","AkademikerIn","6.73","6.5","4152","3","5","8","9","10","6.67","6.79","0","10","7","7"
"2005","Hauptschule","6.1","5.5","7546","3","5","8","9","10","6.05","6.15","0","10","6","7"
"2005","Realschule","6.69","6.5","5373","4","5","8","9","10","6.63","6.75","0","10","7","7"
"2006","(Fach-)Abitur","6.93","6.5","2447","4","6","8","9","10","6.85","7.01","0","10","7","8"
"2006","(noch) kein Abschluss","6.84","6.5","651","4","5","9","10","10","6.66","7.02","0","10","8","8"
"2006","AkademikerIn","6.76","6.5","4567","4","5","8","9","10","6.7","6.82","0","10","7","7"
"2006","Hauptschule","6.1","5.5","8081","3","5","8","9","10","6.05","6.15","0","10","6","7"
"2006","Realschule","6.75","6.5","5744","3","5","8","9","10","6.7","6.8","0","10","7","7"
"2007","(Fach-)Abitur","6.92","6.5","2352","4","6","8","9","10","6.84","7","0","10","7","8"
"2007","(noch) kein Abschluss","6.67","6.5","556","3","5","8","10","10","6.48","6.86","0","10","7","8"
"2007","AkademikerIn","6.75","6.5","4381","4","5","8","9","10","6.69","6.81","0","10","7","7"
"2007","Hauptschule","6.06","5.5","7324","3","5","8","9","10","6.01","6.11","0","10","6","6"
"2007","Realschule","6.7","6.5","5394","4","5","8","9","10","6.64","6.76","0","10","7","7"
"2008","(Fach-)Abitur","6.89","6.5","2170","4","6","8","9","10","6.81","6.97","0","10","7","8"
"2008","(noch) kein Abschluss","6.81","6.5","543","3","5","9","10","10","6.62","7","0","10","8","8"
"2008","AkademikerIn","6.8","6.5","4187","4","6","8","9","10","6.74","6.86","0","10","7","7"
"2008","Hauptschule","6.02","5.5","6804","3","5","8","9","10","5.97","6.07","0","10","6","6"
"2008","Realschule","6.62","6.5","5112","4","5","8","9","10","6.56","6.68","0","10","7","7"
"2009","(Fach-)Abitur","6.89","6.5","2000","4","5","8","9","10","6.8","6.98","0","10","7","8"
"2009","(noch) kein Abschluss","6.66","6.5","481","3","5","8","10","10","6.44","6.88","0","10","7","8"
"2009","AkademikerIn","6.77","6.5","4029","4","6","8","9","10","6.71","6.83","0","10","7","7"
"2009","Hauptschule","5.94","5.5","6202","3","5","8","9","10","5.88","6","0","10","6","6"
"2009","Realschule","6.5","6.5","4806","3","5","8","9","10","6.44","6.56","0","10","7","7"
"2010","(Fach-)Abitur","6.94","6.5","3057","4","6","8","9","10","6.87","7.01","0","10","8","8"
"2010","(noch) kein Abschluss","6.95","7.5","772","3","5","9","10","10","6.78","7.12","0","10","8","8"
"2010","AkademikerIn","6.83","6.5","5368","4","5","8","9","10","6.78","6.88","0","10","7","8"
"2010","Hauptschule","5.98","5.5","7486","3","5","8","9","10","5.93","6.03","0","10","7","7"
"2010","Realschule","6.57","6.5","6778","3","5","8","9","10","6.52","6.62","0","10","7","7"
"2011","(Fach-)Abitur","7.08","7.5","3294","4","6","9","9","10","7.01","7.15","0","10","8","8"
"2011","(noch) kein Abschluss","6.87","7.5","803","3","5","9","10","10","6.71","7.03","0","10","8","8"
"2011","AkademikerIn","6.84","6.5","5754","4","6","8","9","10","6.79","6.89","0","10","7","8"
"2011","Hauptschule","6","5.5","7922","3","5","8","9","10","5.95","6.05","0","10","6","7"
"2011","Realschule","6.53","6.5","7262","3","5","8","9","10","6.48","6.58","0","10","7","7"
"2012","(Fach-)Abitur","7.06","7.5","3379","4","6","8","9","10","6.99","7.13","0","10","8","8"
"2012","(noch) kein Abschluss","6.79","6.5","841","3","5","9","10","10","6.63","6.95","0","10","8","8"
"2012","AkademikerIn","6.96","6.5","5917","4","6","8","9","10","6.91","7.01","0","10","7","8"
"2012","Hauptschule","6.08","5.5","8217","3","5","8","9","10","6.03","6.13","0","10","7","7"
"2012","Realschule","6.64","6.5","7452","4","5","8","9","10","6.59","6.69","0","10","7","7"
"2013","(Fach-)Abitur","7.15","7.5","4459","4","6","9","10","10","7.09","7.21","0","10","8","8"
"2013","(noch) kein Abschluss","6.85","6.5","1310","3","5","9","10","10","6.71","6.99","0","10","8","8"
"2013","AkademikerIn","6.95","6.5","6856","4","6","8","9","10","6.9","7","0","10","8","8"
"2013","Hauptschule","6.1","5.5","9417","3","5","8","9","10","6.05","6.15","0","10","7","7"
"2013","Realschule","6.61","6.5","7783","3","5","8","9","10","6.56","6.66","0","10","7","7"
"2014","(Fach-)Abitur","7.2","7.5","3943","4","6","9","9","10","7.14","7.26","0","10","8","8"
"2014","(noch) kein Abschluss","6.74","6.5","1000","3","5","9","10","10","6.59","6.89","0","10","7","8"
"2014","AkademikerIn","6.94","6.5","6219","4","6","8","9","10","6.89","6.99","0","10","7","8"
"2014","Hauptschule","6.08","5.5","8199","3","5","8","9","10","6.03","6.13","0","10","7","7"
"2014","Realschule","6.55","6.5","6875","3","5","8","9","10","6.5","6.6","0","10","7","7"
"2015","(Fach-)Abitur","7.14","7.5","3646","4","6","9","9","10","7.07","7.21","0","10","8","8"
"2015","(noch) kein Abschluss","6.59","6.5","815","3","5","9","10","10","6.42","6.76","0","10","7","8"
"2015","AkademikerIn","6.94","6.5","5864","4","6","8","9","10","6.89","6.99","0","10","7","8"
"2015","Hauptschule","6.05","5.5","7359","3","5","8","9","10","6","6.1","0","10","7","7"
"2015","Realschule","6.6","6.5","6489","3","5","8","9","10","6.55","6.65","0","10","7","7"
"2016","(Fach-)Abitur","7.11","7.5","4172","4","6","8","9","10","7.05","7.17","0","10","8","8"
"2016","(noch) kein Abschluss","6.91","6.5","1866","4","5","9","10","10","6.79","7.03","0","10","8","8"
"2016","AkademikerIn","6.93","6.5","6455","4","6","8","9","10","6.88","6.98","0","10","7","8"
"2016","Hauptschule","6.1","5.5","7570","3","5","8","9","10","6.05","6.15","0","10","7","7"
"2016","Realschule","6.53","6.5","6022","3","5","8","9","10","6.48","6.58","0","10","7","7"
"2017","(Fach-)Abitur","6.97","6.5","4793","4","6","8","9","10","6.91","7.03","0","10","8","8"
"2017","(noch) kein Abschluss","6.72","6.5","2369","3","5","9","10","10","6.62","6.82","0","10","8","8"
"2017","AkademikerIn","6.99","6.5","7228","4","6","8","9","10","6.94","7.04","0","10","8","8"
"2017","Hauptschule","6.06","5.5","7999","3","5","8","9","10","6.01","6.11","0","10","7","7"
"2017","Realschule","6.47","6.5","6916","3","5","8","9","10","6.42","6.52","0","10","7","7"
"2018","(Fach-)Abitur","6.9","6.5","4624","4","6","8","9","10","6.84","6.96","0","10","8","8"
"2018","(noch) kein Abschluss","6.62","6.5","2195","3","5","9","10","10","6.51","6.73","0","10","8","8"
"2018","AkademikerIn","6.88","6.5","6952","4","6","8","9","10","6.83","6.93","0","10","7","8"
"2018","Hauptschule","6.09","5.5","7548","3","5","8","9","10","6.04","6.14","0","10","7","7"
"2018","Realschule","6.47","6.5","6666","3","5","8","9","10","6.42","6.52","0","10","7","7"
"2019","(Fach-)Abitur","6.98","6.5","4690","4","6","8","9","10","6.92","7.04","0","10","8","8"
"2019","(noch) kein Abschluss","6.77","6.5","2069","3","5","9","10","10","6.66","6.88","0","10","8","8"
"2019","AkademikerIn","7.07","6.5","7604","4","6","8","9","10","7.03","7.11","0","10","8","8"
"2019","Hauptschule","6.13","5.5","6913","3","5","8","9","10","6.07","6.19","0","10","7","7"
"2019","Realschule","6.53","6.5","6785","3","5","8","9","10","6.48","6.58","0","10","7","7"
"2020","(Fach-)Abitur","7","6.5","5067","4","6","8","9","10","6.94","7.06","0","10","8","8"
"2020","(noch) kein Abschluss","6.93","7.5","2264","3","5","9","10","10","6.83","7.03","0","10","8","8"
"2020","AkademikerIn","6.96","6.5","7781","4","6","8","9","10","6.92","7","0","10","8","8"
"2020","Hauptschule","6.1","5.5","6750","3","5","8","9","10","6.04","6.16","0","10","7","7"
"2020","Realschule","6.53","6.5","6247","3","5","8","9","10","6.48","6.58","0","10","7","7"
