"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2008","66 und Ã¤lter","(noch) kein Abschluss","5.02","5","56","4.43","5.61"
"2008","66 und Ã¤lter","AkademikerInnen","6.13","6","876","5.99","6.27"
"2008","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2008","66 und Ã¤lter","Realschulabschluss","5.85","6","559","5.66","6.04"
"2009","16-34 Jahre alt","(Fach-)Abitur","7.5","8","935","7.38","7.62"
"2009","16-34 Jahre alt","(noch) kein Abschluss","7.79","8","337","7.59","7.99"
"2009","16-34 Jahre alt","AkademikerInnen","7.45","8","540","7.31","7.59"
"2009","16-34 Jahre alt","Hauptschulabschluss","7.39","8","633","7.24","7.54"
"2009","16-34 Jahre alt","Realschulabschluss","","","","",""
"2009","35-65 Jahre alt","(Fach-)Abitur","6.53","7","916","6.4","6.66"
"2009","35-65 Jahre alt","(noch) kein Abschluss","5.21","5","91","4.67","5.75"
"2009","35-65 Jahre alt","AkademikerInnen","","","","",""
"2009","35-65 Jahre alt","Hauptschulabschluss","6.03","6","3097","5.95","6.11"
"2009","35-65 Jahre alt","Realschulabschluss","6.31","7","3133","6.24","6.38"
"2009","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2009","66 und Ã¤lter","(noch) kein Abschluss","4.51","5","56","3.85","5.17"
"2009","66 und Ã¤lter","AkademikerInnen","5.98","6","886","5.83","6.13"
"2009","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2009","66 und Ã¤lter","Realschulabschluss","5.81","6","567","5.62","6"
"2010","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2010","16-34 Jahre alt","(noch) kein Abschluss","7.97","8","551","7.82","8.12"
"2010","16-34 Jahre alt","AkademikerInnen","7.75","8","921","7.64","7.86"
"2010","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2010","16-34 Jahre alt","Realschulabschluss","","","","",""
"2010","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2010","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2010","35-65 Jahre alt","AkademikerInnen","6.84","7","3555","6.77","6.91"
"2010","35-65 Jahre alt","Hauptschulabschluss","6.09","6","3833","6.02","6.16"
"2010","35-65 Jahre alt","Realschulabschluss","6.37","7","4222","6.3","6.44"
"2010","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2010","66 und Ã¤lter","(noch) kein Abschluss","4.33","4.47","51","3.59","5.07"
"2010","66 und Ã¤lter","AkademikerInnen","6.01","6","902","5.87","6.15"
"2010","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2010","66 und Ã¤lter","Realschulabschluss","5.99","6","586","5.81","6.17"
"2011","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2011","16-34 Jahre alt","(noch) kein Abschluss","7.76","8","550","7.6","7.92"
"2011","16-34 Jahre alt","AkademikerInnen","7.79","8","870","7.68","7.9"
"2011","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2011","16-34 Jahre alt","Realschulabschluss","","","","",""
"2011","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2011","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2011","35-65 Jahre alt","AkademikerInnen","6.85","7","3912","6.79","6.91"
"2011","35-65 Jahre alt","Hauptschulabschluss","6.14","6","4194","6.07","6.21"
"2011","35-65 Jahre alt","Realschulabschluss","6.4","7","4778","6.34","6.46"
"2011","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2011","66 und Ã¤lter","(noch) kein Abschluss","4.99","5","61","4.4","5.58"
"2011","66 und Ã¤lter","AkademikerInnen","6.03","6","985","5.89","6.17"
"2011","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2011","66 und Ã¤lter","Realschulabschluss","5.85","6","684","5.68","6.02"
"2012","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2012","16-34 Jahre alt","(noch) kein Abschluss","7.85","8","575","7.69","8.01"
"2012","16-34 Jahre alt","AkademikerInnen","7.92","8","844","7.81","8.03"
"2012","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2012","16-34 Jahre alt","Realschulabschluss","","","","",""
"2012","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2012","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2012","35-65 Jahre alt","AkademikerInnen","6.95","7","3980","6.89","7.01"
"2012","35-65 Jahre alt","Hauptschulabschluss","6.12","6","4327","6.05","6.19"
"2012","35-65 Jahre alt","Realschulabschluss","6.52","7","5005","6.46","6.58"
"2012","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2012","66 und Ã¤lter","(noch) kein Abschluss","4.75","5","70","4.17","5.33"
"2012","66 und Ã¤lter","AkademikerInnen","","","","",""
"2012","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2012","66 und Ã¤lter","Realschulabschluss","6.06","6","773","5.91","6.21"
"2013","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2013","16-34 Jahre alt","(noch) kein Abschluss","7.93","8","821","7.8","8.06"
"2013","16-34 Jahre alt","AkademikerInnen","","","","",""
"2013","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2013","16-34 Jahre alt","Realschulabschluss","","","","",""
"2013","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2013","35-65 Jahre alt","(noch) kein Abschluss","5.71","6","409","5.45","5.97"
"2013","35-65 Jahre alt","AkademikerInnen","6.96","7","4575","6.9","7.02"
"2013","35-65 Jahre alt","Hauptschulabschluss","6.14","6","5080","6.08","6.2"
"2013","35-65 Jahre alt","Realschulabschluss","6.42","7","5001","6.36","6.48"
"2013","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2013","66 und Ã¤lter","(noch) kein Abschluss","5.14","5","84","4.61","5.67"
"2013","66 und Ã¤lter","AkademikerInnen","","","","",""
"2013","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2013","66 und Ã¤lter","Realschulabschluss","6.12","6","808","5.97","6.27"
"2014","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2014","16-34 Jahre alt","(noch) kein Abschluss","7.75","8","588","7.58","7.92"
"2014","16-34 Jahre alt","AkademikerInnen","7.73","8","952","7.62","7.84"
"2014","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2014","16-34 Jahre alt","Realschulabschluss","","","","",""
"2014","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2014","35-65 Jahre alt","(noch) kein Abschluss","5.78","6","342","5.51","6.05"
"2014","35-65 Jahre alt","AkademikerInnen","6.94","7","4114","6.88","7"
"2014","35-65 Jahre alt","Hauptschulabschluss","6.11","6","4281","6.04","6.18"
"2014","35-65 Jahre alt","Realschulabschluss","6.39","7","4473","6.33","6.45"
"2014","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2014","66 und Ã¤lter","(noch) kein Abschluss","5.49","5","72","4.91","6.07"
"2014","66 und Ã¤lter","AkademikerInnen","","","","",""
"2014","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2014","66 und Ã¤lter","Realschulabschluss","6.17","7","807","6.02","6.32"
"2015","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2015","16-34 Jahre alt","(noch) kein Abschluss","7.62","8","454","7.44","7.8"
"2015","16-34 Jahre alt","AkademikerInnen","7.66","8","864","7.55","7.77"
"2015","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2015","16-34 Jahre alt","Realschulabschluss","","","","",""
"2015","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2015","35-65 Jahre alt","(noch) kein Abschluss","5.75","5","305","5.46","6.04"
"2015","35-65 Jahre alt","AkademikerInnen","6.99","7","3832","6.93","7.05"
"2015","35-65 Jahre alt","Hauptschulabschluss","6.13","6","3795","6.06","6.2"
"2015","35-65 Jahre alt","Realschulabschluss","6.44","7","4301","6.38","6.5"
"2015","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2015","66 und Ã¤lter","(noch) kein Abschluss","5.3","5","60","4.74","5.86"
"2015","66 und Ã¤lter","AkademikerInnen","","","","",""
"2015","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2015","66 und Ã¤lter","Realschulabschluss","6.11","7","830","5.96","6.26"
"2016","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2016","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"2016","16-34 Jahre alt","AkademikerInnen","","","","",""
"2016","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2016","16-34 Jahre alt","Realschulabschluss","","","","",""
"2016","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2016","35-65 Jahre alt","(noch) kein Abschluss","6.35","6","988","6.18","6.52"
"2016","35-65 Jahre alt","AkademikerInnen","6.91","7","4098","6.85","6.97"
"2016","35-65 Jahre alt","Hauptschulabschluss","6.11","7","3963","6.04","6.18"
"2016","35-65 Jahre alt","Realschulabschluss","6.36","7","4008","6.29","6.43"
"2016","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2016","66 und Ã¤lter","(noch) kein Abschluss","4.98","5","74","4.41","5.55"
"2016","66 und Ã¤lter","AkademikerInnen","","","","",""
"2016","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2016","66 und Ã¤lter","Realschulabschluss","6.01","6","827","5.86","6.16"
"2017","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2017","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"2017","16-34 Jahre alt","AkademikerInnen","","","","",""
"2017","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2017","16-34 Jahre alt","Realschulabschluss","","","","",""
"2017","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2017","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2017","35-65 Jahre alt","AkademikerInnen","6.98","7","4603","6.92","7.04"
"2017","35-65 Jahre alt","Hauptschulabschluss","6.02","6","4237","5.95","6.09"
"2017","35-65 Jahre alt","Realschulabschluss","6.3","7","4605","6.24","6.36"
"2017","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"2017","66 und Ã¤lter","(noch) kein Abschluss","5.67","6","99","5.1","6.24"
"2017","66 und Ã¤lter","AkademikerInnen","","","","",""
"2017","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2017","66 und Ã¤lter","Realschulabschluss","6.03","6","954","5.89","6.17"
"2018","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2018","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"2018","16-34 Jahre alt","AkademikerInnen","","","","",""
"2018","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2018","16-34 Jahre alt","Realschulabschluss","","","","",""
"2018","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2018","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2018","35-65 Jahre alt","AkademikerInnen","6.83","7","4328","6.77","6.89"
"2018","35-65 Jahre alt","Hauptschulabschluss","6.01","6","3875","5.94","6.08"
"2018","35-65 Jahre alt","Realschulabschluss","6.36","7","4386","6.3","6.42"
"2018","66 und Ã¤lter","(Fach-)Abitur","5.65","6","301","5.39","5.91"
"2018","66 und Ã¤lter","(noch) kein Abschluss","5.78","6","91","5.29","6.27"
"2018","66 und Ã¤lter","AkademikerInnen","","","","",""
"2018","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2018","66 und Ã¤lter","Realschulabschluss","5.89","6","982","5.75","6.03"
"2019","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2019","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"2019","16-34 Jahre alt","AkademikerInnen","","","","",""
"2019","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2019","16-34 Jahre alt","Realschulabschluss","","","","",""
"2019","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2019","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2019","35-65 Jahre alt","AkademikerInnen","7.09","7","4875","7.04","7.14"
"2019","35-65 Jahre alt","Hauptschulabschluss","6.2","6","3556","6.12","6.28"
"2019","35-65 Jahre alt","Realschulabschluss","6.4","7","4509","6.34","6.46"
"2019","66 und Ã¤lter","(Fach-)Abitur","6.07","7","341","5.82","6.32"
"2019","66 und Ã¤lter","(noch) kein Abschluss","5.46","5","86","4.88","6.04"
"2019","66 und Ã¤lter","AkademikerInnen","","","","",""
"2019","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"2019","66 und Ã¤lter","Realschulabschluss","","","","",""
