"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","17-34","(Fach-)Abitur","7.9","7.5","568","5","7","10","10","10","7.73","8.07","0","10","8","8"
"1984","17-34","(noch) kein Abschluss","8.09","8.5","516","5","7","10","10","10","7.88","8.3","0","10","8","9"
"1984","17-34","AkademikerIn","8","7.5","246","5","7","9","10","10","7.76","8.24","1","10","8","9"
"1984","17-34","Hauptschule","7.81","7.5","2225","5","7","10","10","10","7.71","7.91","0","10","8","9"
"1984","17-34","Realschule","8.16","8.5","1004","5","7","10","10","10","8.04","8.28","0","10","8","9"
"1984","35-65","(Fach-)Abitur","6.84","6.5","249","3","5","9","10","10","6.52","7.16","0","10","7","8"
"1984","35-65","(noch) kein Abschluss","5.98","5.5","747","2","4","8","10","10","5.77","6.19","0","10","6","7"
"1984","35-65","AkademikerIn","7.32","7.5","480","4","6","9","10","10","7.11","7.53","0","10","8","8"
"1984","35-65","Hauptschule","6.41","6.5","4056","3","5","8","10","10","6.33","6.49","0","10","7","7"
"1984","35-65","Realschule","6.99","7.5","701","4","5","9","10","10","6.8","7.18","0","10","7","8"
"1984","66 +","(Fach-)Abitur","5.65","4.5","48","1","4","8","10","10","4.83","6.47","0","10","5","7"
"1984","66 +","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1984","66 +","AkademikerIn","6.66","6.5","63","2","5","9","10","10","5.95","7.37","0","10","7","8"
"1984","66 +","Hauptschule","5.14","4.5","956","1","3","7","9","10","4.96","5.32","0","10","5","5"
"1984","66 +","Realschule","6.02","5.5","177","2","5","8","10","10","5.63","6.41","0","10","5","7"
"1985","17-34","(Fach-)Abitur","7.75","7.5","513","5","7","9","10","10","7.58","7.92","0","10","8","8"
"1985","17-34","(noch) kein Abschluss","7.66","7.5","430","5","7","10","10","10","7.44","7.88","0","10","8","8"
"1985","17-34","AkademikerIn","7.64","7.5","238","5","7","9","10","10","7.41","7.87","1","10","8","8"
"1985","17-34","Hauptschule","7.61","7.5","1912","5","6","9","10","10","7.51","7.71","0","10","8","8"
"1985","17-34","Realschule","8.01","7.5","970","5","7","10","10","10","7.89","8.13","0","10","8","8"
"1985","35-65","(Fach-)Abitur","6.71","6.5","224","3","5","9","10","10","6.37","7.05","0","10","7","8"
"1985","35-65","(noch) kein Abschluss","6.17","6.5","631","2","4","8","10","10","5.96","6.38","0","10","6","7"
"1985","35-65","AkademikerIn","7.32","7.5","461","5","6","9","10","10","7.14","7.5","0","10","8","8"
"1985","35-65","Hauptschule","6.38","6.5","3676","3","5","8","10","10","6.3","6.46","0","10","7","7"
"1985","35-65","Realschule","6.85","6.5","678","4","5","8","10","10","6.67","7.03","0","10","7","8"
"1985","66 +","(Fach-)Abitur","5.86","5.5","43","2","5","8","8","10","5.13","6.59","0","10","5","7"
"1985","66 +","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1985","66 +","AkademikerIn","6.88","6.5","55","3","5","9","10","10","6.22","7.54","0","10","6","8"
"1985","66 +","Hauptschule","5.39","4.5","818","2","3","7","9","10","5.21","5.57","0","10","5","6"
"1985","66 +","Realschule","5.69","4.5","165","2","4","8","10","10","5.28","6.1","0","10","5","6"
"1986","17-34","(Fach-)Abitur","7.76","7.5","552","5","7","9","10","10","7.59","7.93","0","10","8","8"
"1986","17-34","(noch) kein Abschluss","7.65","7.5","420","4","7","10","10","10","7.43","7.87","0","10","8","9"
"1986","17-34","AkademikerIn","7.78","7.5","227","5","7","9","10","10","7.53","8.03","0","10","8","8"
"1986","17-34","Hauptschule","7.57","7.5","1843","5","6","9","10","10","7.47","7.67","0","10","8","8"
"1986","17-34","Realschule","7.86","7.5","955","5","7","9","10","10","7.74","7.98","0","10","8","8"
"1986","35-65","(Fach-)Abitur","6.95","7.5","211","5","6","8","9","10","6.64","7.26","0","10","7","8"
"1986","35-65","(noch) kein Abschluss","6.04","5.5","584","2","4","8","10","10","5.82","6.26","0","10","6","6"
"1986","35-65","AkademikerIn","7.07","7.5","468","4","6","9","10","10","6.88","7.26","0","10","8","8"
"1986","35-65","Hauptschule","6.31","6.5","3483","3","5","8","10","10","6.23","6.39","0","10","7","7"
"1986","35-65","Realschule","6.75","6.5","653","3","5","8","10","10","6.57","6.93","0","10","7","7"
"1986","66 +","(Fach-)Abitur","4.95","4.5","45","1","3","7","8","10","4.09","5.81","0","10","4","7"
"1986","66 +","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1986","66 +","AkademikerIn","6.47","6.5","53","3","5","8","10","10","5.83","7.11","1","10","6","8"
"1986","66 +","Hauptschule","5.48","4.5","746","1","4","8","9","10","5.29","5.67","0","10","5","6"
"1986","66 +","Realschule","5.82","5.5","159","2","5","8","9","10","5.43","6.21","0","10","5","6"
"1987","17-34","(Fach-)Abitur","7.62","7.5","531","5","7","9","10","10","7.45","7.79","0","10","8","8"
"1987","17-34","(noch) kein Abschluss","7.45","7.5","393","5","7","9","10","10","7.24","7.66","0","10","8","8"
"1987","17-34","AkademikerIn","7.65","7.5","219","5","7","9","10","10","7.39","7.91","2","10","8","8"
"1987","17-34","Hauptschule","7.49","7.5","1818","5","6","9","10","10","7.39","7.59","0","10","8","8"
"1987","17-34","Realschule","7.73","7.5","963","5","7","9","10","10","7.61","7.85","0","10","8","8"
"1987","35-65","(Fach-)Abitur","6.72","6.5","203","3","5","8","10","10","6.38","7.06","0","10","7","7"
"1987","35-65","(noch) kein Abschluss","5.93","5.5","585","2","4","8","10","10","5.72","6.14","0","10","6","7"
"1987","35-65","AkademikerIn","7.06","7.5","464","4","6","9","9","10","6.87","7.25","0","10","7","8"
"1987","35-65","Hauptschule","6.32","6.5","3407","3","5","8","9","10","6.24","6.4","0","10","7","7"
"1987","35-65","Realschule","6.72","6.5","633","4","5","8","9","10","6.55","6.89","0","10","7","8"
"1987","66 +","(Fach-)Abitur","5.44","4.5","44","2","4","7","9","10","4.69","6.19","0","10","5","7"
"1987","66 +","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1987","66 +","AkademikerIn","6.53","6.5","58","2","5","8","10","10","5.82","7.24","0","10","7","8"
"1987","66 +","Hauptschule","5.42","4.5","782","1","4","7","9","10","5.23","5.61","0","10","5","6"
"1987","66 +","Realschule","5.83","5.5","162","2","5","8","9","10","5.46","6.2","0","10","5","6"
"1988","17-34","(Fach-)Abitur","7.53","7.5","496","5","7","9","10","10","7.37","7.69","2","10","8","8"
"1988","17-34","(noch) kein Abschluss","7.64","7.5","344","5","7","9","10","10","7.41","7.87","0","10","8","8"
"1988","17-34","AkademikerIn","7.59","7.5","203","5","7","9","9","10","7.33","7.85","0","10","8","8"
"1988","17-34","Hauptschule","7.43","7.5","1754","5","6","9","10","10","7.33","7.53","0","10","8","8"
"1988","17-34","Realschule","7.68","7.5","918","5","7","9","10","10","7.57","7.79","0","10","8","8"
"1988","35-65","(Fach-)Abitur","6.83","6.5","197","4","5","8","10","10","6.52","7.14","0","10","7","7"
"1988","35-65","(noch) kein Abschluss","5.94","5.5","538","2","4","8","9","10","5.72","6.16","0","10","6","7"
"1988","35-65","AkademikerIn","6.96","6.5","442","4","5","8","9","10","6.76","7.16","0","10","7","8"
"1988","35-65","Hauptschule","6.18","5.5","3228","3","5","8","9","10","6.1","6.26","0","10","6","7"
"1988","35-65","Realschule","6.64","6.5","620","4","5","8","9","10","6.47","6.81","0","10","7","7"
"1988","66 +","(Fach-)Abitur","5.22","4.5","44","2","3","8","8","10","4.38","6.06","0","10","4","7"
"1988","66 +","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1988","66 +","AkademikerIn","6.32","6.5","56","3","5","8","9","10","5.62","7.02","0","10","6","8"
"1988","66 +","Hauptschule","5.35","4.5","754","1","4","7","9","10","5.16","5.54","0","10","5","6"
"1988","66 +","Realschule","5.36","4.5","158","1","3","7","9","10","4.95","5.77","0","10","5","6"
"1989","17-34","(Fach-)Abitur","7.47","7.5","509","5","7","9","10","10","7.31","7.63","0","10","8","8"
"1989","17-34","(noch) kein Abschluss","7.57","7.5","347","4","6","10","10","10","7.31","7.83","0","10","8","8"
"1989","17-34","AkademikerIn","7.63","7.5","205","5","7","9","10","10","7.35","7.91","0","10","8","8"
"1989","17-34","Hauptschule","7.39","7.5","1675","5","6","9","10","10","7.29","7.49","0","10","8","8"
"1989","17-34","Realschule","7.74","7.5","894","5","7","9","10","10","7.61","7.87","0","10","8","8"
"1989","35-65","(Fach-)Abitur","6.99","6.5","196","4","6","8","9","10","6.69","7.29","0","10","7","8"
"1989","35-65","(noch) kein Abschluss","5.82","5.5","519","2","4","8","9","10","5.59","6.05","0","10","6","7"
"1989","35-65","AkademikerIn","6.79","6.5","437","4","5","8","9","10","6.59","6.99","0","10","7","8"
"1989","35-65","Hauptschule","6.1","5.5","3072","3","5","8","9","10","6.02","6.18","0","10","6","7"
"1989","35-65","Realschule","6.68","6.5","597","4","5","8","9","10","6.5","6.86","0","10","7","7"
"1989","66 +","(Fach-)Abitur","5.27","4.5","47","2","5","7","8","9","4.64","5.9","0","10","5","6"
"1989","66 +","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1989","66 +","AkademikerIn","6.24","6.5","56","3","5","8","9","10","5.58","6.9","0","10","5","8"
"1989","66 +","Hauptschule","5.32","4.5","733","1","4","7","9","10","5.13","5.51","0","10","5","5"
"1989","66 +","Realschule","5.51","4.5","157","2","4","8","9","10","5.1","5.92","0","10","5","6"
"1990","17-34","(Fach-)Abitur","7.48","7.5","598","5","7","9","10","10","7.33","7.63","0","10","8","8"
"1990","17-34","(noch) kein Abschluss","7.57","7.5","352","5","6","9","10","10","7.34","7.8","0","10","8","9"
