year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1986,46-65 y.,No migration background,,,,,,,,,,,,
1986,46-65 y.,Direct migration background,,,,,,,,,,,,
1986,46-65 y.,Indirect migration background,,,,,,,,,,,,
1986,66 and older,No migration background,,,,,,,,,,,,
1986,66 and older,Direct migration background,,,,,,,,,,,,
1986,66 and older,Indirect migration background,,,,,,,,,,,,
1987,0-16 y.,No migration background,,,,,,,,,,,,
1987,0-16 y.,Direct migration background,,,,,,,,,,,,
1987,0-16 y.,Indirect migration background,,,,,,,,,,,,
1987,17-29 y.,No migration background,,,,,,,,,,,,
1987,17-29 y.,Direct migration background,,,,,,,,,,,,
1987,17-29 y.,Indirect migration background,,,,,,,,,,,,
1987,30-45 y.,No migration background,,,,,,,,,,,,
1987,30-45 y.,Direct migration background,,,,,,,,,,,,
1987,30-45 y.,Indirect migration background,,,,,,,,,,,,
1987,46-65 y.,No migration background,,,,,,,,,,,,
1987,46-65 y.,Direct migration background,,,,,,,,,,,,
1987,46-65 y.,Indirect migration background,,,,,,,,,,,,
1987,66 and older,No migration background,,,,,,,,,,,,
1987,66 and older,Direct migration background,,,,,,,,,,,,
1987,66 and older,Indirect migration background,,,,,,,,,,,,
1988,0-16 y.,No migration background,,,,,,,,,,,,
1988,0-16 y.,Direct migration background,,,,,,,,,,,,
1988,0-16 y.,Indirect migration background,,,,,,,,,,,,
1988,17-29 y.,No migration background,1914,2.3337367419178605,2.130976632672291,2.4989268985191746,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1988,17-29 y.,Direct migration background,763,1.9433891629600666,1.4874711059982584,2.309013594827996,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
1988,17-29 y.,Indirect migration background,187,3.706034715874773,0.8083457606569624,6.027745002642844,0.0,1.0,3.0,0.0,7.5,1.0,0.0,2.0
1988,30-45 y.,No migration background,1997,2.2985227099765417,2.079644054916182,2.5225396003385763,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1988,30-45 y.,Direct migration background,928,2.509877562610997,1.9005087039831001,2.9573397999036732,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1988,30-45 y.,Indirect migration background,,,,,,,,,,,,
1988,46-65 y.,No migration background,2186,3.782903966210922,3.5500549136117536,4.034132836346307,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1988,46-65 y.,Direct migration background,902,4.189037340913702,3.5742721023040573,4.728968132730326,0.0,2.0,4.674093137715431,0.0,11.685232844288578,2.0,2.0,2.0
1988,46-65 y.,Indirect migration background,,,,,,,,,,,,
1988,66 and older,No migration background,965,4.896827954616452,4.472353706616068,5.2368920366027565,1.0,3.0,6.0,0.0,13.5,3.0,3.0,3.0
1988,66 and older,Direct migration background,63,4.629625610529515,2.54919961575086,6.29713762096466,1.0,3.0,6.774405134512882,0.0,15.436012836282206,3.0,2.0,5.0
1988,66 and older,Indirect migration background,,,,,,,,,,,,
1989,0-16 y.,No migration background,,,,,,,,,,,,
1989,0-16 y.,Direct migration background,,,,,,,,,,,,
1989,0-16 y.,Indirect migration background,,,,,,,,,,,,
1989,17-29 y.,No migration background,1863,2.271881053412934,2.0373754375897684,2.462860584934673,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1989,17-29 y.,Direct migration background,734,1.9495381274740748,1.6494657601493707,2.2604147757804887,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1989,17-29 y.,Indirect migration background,221,3.1019364752325074,0.7852084107429391,4.6482814501164915,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
1989,30-45 y.,No migration background,1944,2.4036619165919357,2.1127093688893126,2.5819481360209413,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1989,30-45 y.,Direct migration background,869,2.359278084773818,1.9796024167672202,2.6989257684361547,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1989,30-45 y.,Indirect migration background,,,,,,,,,,,,
1989,46-65 y.,No migration background,2058,3.8461549194816533,3.5886842136124564,4.143519804615478,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1989,46-65 y.,Direct migration background,901,3.691758456095403,3.1413442874922053,4.291521461098082,0.0,2.0,4.0,0.0,10.0,2.0,1.0,2.0
1989,46-65 y.,Indirect migration background,,,,,,,,,,,,
1989,66 and older,No migration background,936,5.104964685728886,4.521076667269493,5.606608556223493,1.0,3.0,6.0,0.0,13.5,3.0,3.0,3.0
1989,66 and older,Direct migration background,68,4.510701760025346,2.867695283754956,5.802437841982421,2.0,3.0,5.682874888091902,0.0,11.207187220229756,3.0,2.0,4.0
1989,66 and older,Indirect migration background,,,,,,,,,,,,
1990,0-16 y.,No migration background,,,,,,,,,,,,
1990,0-16 y.,Direct migration background,,,,,,,,,,,,
1990,0-16 y.,Indirect migration background,,,,,,,,,,,,
1990,17-29 y.,No migration background,,,,,,,,,,,,
1990,17-29 y.,Direct migration background,,,,,,,,,,,,
1990,17-29 y.,Indirect migration background,,,,,,,,,,,,
1990,30-45 y.,No migration background,,,,,,,,,,,,
1990,30-45 y.,Direct migration background,,,,,,,,,,,,
1990,30-45 y.,Indirect migration background,,,,,,,,,,,,
1990,46-65 y.,No migration background,,,,,,,,,,,,
1990,46-65 y.,Direct migration background,,,,,,,,,,,,
1990,46-65 y.,Indirect migration background,,,,,,,,,,,,
1990,66 and older,No migration background,,,,,,,,,,,,
1990,66 and older,Direct migration background,,,,,,,,,,,,
1990,66 and older,Indirect migration background,,,,,,,,,,,,
1991,0-16 y.,No migration background,,,,,,,,,,,,
1991,0-16 y.,Direct migration background,,,,,,,,,,,,
1991,0-16 y.,Indirect migration background,,,,,,,,,,,,
1991,17-29 y.,No migration background,2708,2.3255870627642743,2.121840304501968,2.4987299691176275,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1991,17-29 y.,Direct migration background,659,1.9984213939164108,1.587670645150284,2.3043841151922098,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0249999999999995
1991,17-29 y.,Indirect migration background,309,2.9989420426758384,0.9327549171522973,4.242954476351541,0.0,1.0,2.703347019497516,0.0,6.75836754874379,1.0,1.0,1.0
1991,30-45 y.,No migration background,3448,2.0695842634309405,1.9250609918701063,2.22771422234027,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1991,30-45 y.,Direct migration background,827,2.2030205152654188,1.788082328398512,2.501827639493472,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1991,30-45 y.,Indirect migration background,,,,,,,,,,,,
1991,46-65 y.,No migration background,3105,3.4210724354662747,3.1709733193609346,3.6919602161634626,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1991,46-65 y.,Direct migration background,987,3.6117892368505715,3.20178096693473,4.057696273835399,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1991,46-65 y.,Indirect migration background,,,,,,,,,,,,
1991,66 and older,No migration background,1316,4.900518091158646,4.390675445256791,5.380033964208313,1.0,3.0,6.0,0.0,13.5,3.0,3.0,3.0
1991,66 and older,Direct migration background,120,4.6001006001177736,3.2665517264736037,5.742521976368136,1.0,3.0,6.0,0.0,13.5,3.0,2.0,4.0
1991,66 and older,Indirect migration background,,,,,,,,,,,,
1992,0-16 y.,No migration background,,,,,,,,,,,,
1992,0-16 y.,Direct migration background,,,,,,,,,,,,
1992,0-16 y.,Indirect migration background,,,,,,,,,,,,
1992,17-29 y.,No migration background,2562,2.0621040516414615,1.9179055417217197,2.203676385962753,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1992,17-29 y.,Direct migration background,621,1.573041283871681,1.2074018825045671,1.9613635815794703,0.0,0.0,2.0,0.0,5.0,0.0,-1.0,0.0
1992,17-29 y.,Indirect migration background,366,2.5451293632250325,1.4897749350743337,3.3811095059114584,0.0,1.0,3.0,0.0,7.5,1.0,1.0,2.0
1992,30-45 y.,No migration background,3416,2.2321077597035988,2.1018408649675324,2.364195758965641,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1992,30-45 y.,Direct migration background,772,2.3287738443314696,1.9438029782163957,2.6248573418812535,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1992,30-45 y.,Indirect migration background,,,,,,,,,,,,
1992,46-65 y.,No migration background,2995,3.4341068705803486,3.1728586850201146,3.7281790711397886,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1992,46-65 y.,Direct migration background,964,3.4325484566500277,2.9283647786740405,3.884079713337933,0.0,2.0,3.163844240212698,0.0,7.909610600531745,2.0,2.0,2.0
1992,46-65 y.,Indirect migration background,,,,,,,,,,,,
1992,66 and older,No migration background,1291,4.9760923736806575,4.602801989778957,5.3608644067405375,1.0,3.0,6.0,0.0,13.5,3.0,3.0,3.0
1992,66 and older,Direct migration background,134,5.02069573829212,3.0818867478896026,6.583302366750418,2.0,3.0,5.0,0.0,9.5,3.0,2.0,3.0
1992,66 and older,Indirect migration background,,,,,,,,,,,,
1993,0-16 y.,No migration background,,,,,,,,,,,,
1993,0-16 y.,Direct migration background,,,,,,,,,,,,
1993,0-16 y.,Indirect migration background,,,,,,,,,,,,
1993,17-29 y.,No migration background,,,,,,,,,,,,
1993,17-29 y.,Direct migration background,,,,,,,,,,,,
1993,17-29 y.,Indirect migration background,,,,,,,,,,,,
1993,30-45 y.,No migration background,,,,,,,,,,,,
1993,30-45 y.,Direct migration background,,,,,,,,,,,,
1993,30-45 y.,Indirect migration background,,,,,,,,,,,,
1993,46-65 y.,No migration background,,,,,,,,,,,,
1993,46-65 y.,Direct migration background,,,,,,,,,,,,
1993,46-65 y.,Indirect migration background,,,,,,,,,,,,
1993,66 and older,No migration background,,,,,,,,,,,,
1993,66 and older,Direct migration background,,,,,,,,,,,,
1993,66 and older,Indirect migration background,,,,,,,,,,,,
1994,0-16 y.,No migration background,,,,,,,,,,,,
1994,0-16 y.,Direct migration background,,,,,,,,,,,,
1994,0-16 y.,Indirect migration background,,,,,,,,,,,,
1994,17-29 y.,No migration background,,,,,,,,,,,,
1994,17-29 y.,Direct migration background,,,,,,,,,,,,
1994,17-29 y.,Indirect migration background,,,,,,,,,,,,
1994,30-45 y.,No migration background,,,,,,,,,,,,
1994,30-45 y.,Direct migration background,,,,,,,,,,,,
1994,30-45 y.,Indirect migration background,,,,,,,,,,,,
1994,46-65 y.,No migration background,,,,,,,,,,,,
1994,46-65 y.,Direct migration background,,,,,,,,,,,,
1994,46-65 y.,Indirect migration background,,,,,,,,,,,,
1994,66 and older,No migration background,,,,,,,,,,,,
1994,66 and older,Direct migration background,,,,,,,,,,,,
1994,66 and older,Indirect migration background,,,,,,,,,,,,
1995,0-16 y.,No migration background,,,,,,,,,,,,
1995,0-16 y.,Direct migration background,,,,,,,,,,,,
1995,0-16 y.,Indirect migration background,,,,,,,,,,,,
1995,17-29 y.,No migration background,2292,2.0240433847624,1.8662933845764962,2.141069063457887,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1995,17-29 y.,Direct migration background,600,1.674919612751489,1.38002979847229,1.9323430957276504,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
1995,17-29 y.,Indirect migration background,441,2.112598814684703,1.0037000331775254,2.7820206166332904,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
1995,30-45 y.,No migration background,3449,2.3096638022582403,2.1921090205225107,2.4680050585123983,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1995,30-45 y.,Direct migration background,915,2.116359110198009,1.7255544862273773,2.419530833829846,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1995,30-45 y.,Indirect migration background,47,4.607022420166631,-0.34648790308455446,8.044308548323897,0.0,1.0,3.0,0.0,7.5,1.0,-1.0,2.0
1995,46-65 y.,No migration background,2888,3.68937939996535,3.4656094885286555,3.897868205008829,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1995,46-65 y.,Direct migration background,1033,3.7196969682648064,3.2227984653163215,4.13743528595422,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1995,46-65 y.,Indirect migration background,,,,,,,,,,,,
1995,66 and older,No migration background,1288,5.329216663853092,4.866242643498631,5.771399125080733,2.0,3.0,6.0,0.0,12.0,3.0,3.0,3.0
1995,66 and older,Direct migration background,210,4.756476550576368,3.983992887267118,5.47061297526655,2.0,3.0,6.0,0.0,12.0,3.0,2.9749999999999943,3.0
1995,66 and older,Indirect migration background,,,,,,,,,,,,
1996,0-16 y.,No migration background,,,,,,,,,,,,
1996,0-16 y.,Direct migration background,,,,,,,,,,,,
1996,0-16 y.,Indirect migration background,,,,,,,,,,,,
1996,17-29 y.,No migration background,2145,2.1065334017391084,1.931668407061058,2.2542417556320595,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1996,17-29 y.,Direct migration background,528,2.1102568283956145,1.2506986878903268,2.685543285109701,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1996,17-29 y.,Indirect migration background,455,2.034765842198763,1.7008399837056847,2.3924443331950798,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1996,30-45 y.,No migration background,3480,2.1690082546861174,1.9857877726461473,2.3240130009240345,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1996,30-45 y.,Direct migration background,843,2.2594940350502943,1.9616973633146082,2.5535326133719103,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1996,30-45 y.,Indirect migration background,64,4.46045294193809,0.2561033390341727,7.103883148962625,0.0,2.0,4.0,0.0,10.0,2.0,0.0,4.0
1996,46-65 y.,No migration background,2878,3.6411226459082036,3.3815407842157454,3.889655041157422,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1996,46-65 y.,Direct migration background,969,3.5647374684492164,2.8316673636977914,4.073964093300493,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1996,46-65 y.,Indirect migration background,,,,,,,,,,,,
1996,66 and older,No migration background,1296,4.808027412634252,4.468367645971402,5.184715052502334,2.0,3.0,6.0,0.0,12.0,3.0,3.0,3.0
1996,66 and older,Direct migration background,222,5.2553101946419325,4.323369841302208,6.204648246305299,2.0,3.0,6.0,0.0,12.0,3.0,2.0,3.0
1996,66 and older,Indirect migration background,,,,,,,,,,,,
1997,0-16 y.,No migration background,,,,,,,,,,,,
1997,0-16 y.,Direct migration background,,,,,,,,,,,,
1997,0-16 y.,Indirect migration background,,,,,,,,,,,,
1997,17-29 y.,No migration background,2071,1.9945165871701462,1.8594125131031936,2.1397818030941007,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1997,17-29 y.,Direct migration background,476,1.5353552850088865,1.2960528358809835,1.8035241361203687,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1997,17-29 y.,Indirect migration background,473,1.9352694331821263,1.5875166890835364,2.33541327256109,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1997,30-45 y.,No migration background,3467,2.101451429367449,1.9606587471094348,2.259957173671425,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1997,30-45 y.,Direct migration background,813,2.052857553857181,1.7825301326090601,2.3256616051545507,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1997,30-45 y.,Indirect migration background,68,1.775539134590055,1.0531052260284124,2.3730664498220095,0.0,1.0,3.0,0.0,7.5,1.0,0.0,2.0
1997,46-65 y.,No migration background,2889,3.5704771869589935,3.3702037217945824,3.798227057728802,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1997,46-65 y.,Direct migration background,932,3.5080071155490153,2.976576479827778,4.01044204894149,0.0,2.0,4.0,0.0,10.0,2.0,2.0,3.0
1997,46-65 y.,Indirect migration background,,,,,,,,,,,,
1997,66 and older,No migration background,1330,4.53754251938932,4.222565089060011,4.84636376513431,1.0,3.0,6.0,0.0,13.5,3.0,3.0,3.0
1997,66 and older,Direct migration background,231,4.221616426554157,3.5617147069738007,4.818596071477797,2.0,3.0,5.0,0.0,9.5,3.0,3.0,3.0
1997,66 and older,Indirect migration background,,,,,,,,,,,,
1998,0-16 y.,No migration background,,,,,,,,,,,,
1998,0-16 y.,Direct migration background,,,,,,,,,,,,
1998,0-16 y.,Indirect migration background,,,,,,,,,,,,
1998,17-29 y.,No migration background,2231,1.8569937072505829,1.652176063008994,2.0093783101319342,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1998,17-29 y.,Direct migration background,433,1.4814860083936254,1.1779181832318144,1.7059241740237738,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
1998,17-29 y.,Indirect migration background,484,1.7357717268333452,1.433809619535464,1.9998522993701153,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1998,30-45 y.,No migration background,3927,1.9136517570144917,1.7990940542330693,2.0135065453485224,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1998,30-45 y.,Direct migration background,775,1.9588402620423522,1.618566857351103,2.2428137753784423,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1998,30-45 y.,Indirect migration background,89,1.954749183754503,1.1272106649790903,2.732256907095735,0.0,1.0,3.0,0.0,7.5,1.0,0.0,2.0
1998,46-65 y.,No migration background,3418,3.1893515899417686,3.023487368119946,3.360172029669971,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1998,46-65 y.,Direct migration background,918,3.24199487561941,2.776863347209789,3.681196968611065,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1998,46-65 y.,Indirect migration background,,,,,,,,,,,,
1998,66 and older,No migration background,1580,4.523195441359245,4.220686735456848,4.843718467944978,1.0,3.0,6.0,0.0,13.5,3.0,3.0,3.0
1998,66 and older,Direct migration background,248,4.256299267158797,3.57496619806592,4.83051528384633,1.0,3.0,5.219668600127771,0.0,11.549171500319428,3.0,3.0,3.0
1998,66 and older,Indirect migration background,,,,,,,,,,,,
1999,0-16 y.,No migration background,,,,,,,,,,,,
1999,0-16 y.,Direct migration background,,,,,,,,,,,,
1999,0-16 y.,Indirect migration background,,,,,,,,,,,,
1999,17-29 y.,No migration background,2116,2.0352204170272103,1.8417271912447482,2.1731832008743712,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1999,17-29 y.,Direct migration background,367,1.3865947178365632,1.1824677786552389,1.6048187847480264,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
1999,17-29 y.,Indirect migration background,475,2.04139312850038,1.4302509260656837,2.56231393564745,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1999,30-45 y.,No migration background,3860,1.9331798444971466,1.791939630550404,2.0581784980020195,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1999,30-45 y.,Direct migration background,737,2.1075498372607386,1.6519760099430365,2.4659648171775994,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1999,30-45 y.,Indirect migration background,99,2.1657342457518394,1.5686728322117252,2.7321598712560293,0.0,2.0,3.2200543158954664,0.0,8.050135789738665,2.0,1.0,3.0
1999,46-65 y.,No migration background,3310,3.256273375776211,3.065874514399109,3.4364557314635666,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1999,46-65 y.,Direct migration background,840,3.2717158264381507,2.767346344414947,3.68293798899813,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1999,46-65 y.,Indirect migration background,,,,,,,,,,,,
1999,66 and older,No migration background,1535,4.392582172378466,4.110830916370962,4.651121808377868,1.0,3.0,6.0,0.0,13.5,3.0,3.0,3.0
1999,66 and older,Direct migration background,248,4.186612991764623,3.46090709877443,4.802019909120661,1.0,3.0,5.0,0.0,11.0,3.0,3.0,3.0
1999,66 and older,Indirect migration background,,,,,,,,,,,,
2000,0-16 y.,No migration background,,,,,,,,,,,,
2000,0-16 y.,Direct migration background,,,,,,,,,,,,
2000,0-16 y.,Indirect migration background,,,,,,,,,,,,
2000,17-29 y.,No migration background,3356,1.8527867862060696,1.7385279805755263,1.955036583224157,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2000,17-29 y.,Direct migration background,589,1.4515291693874308,1.2192488134731816,1.6746833963174754,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
2000,17-29 y.,Indirect migration background,609,1.951013262365545,1.676269166094348,2.2385317807393816,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2000,30-45 y.,No migration background,6812,2.0127444942516046,1.8945775592321596,2.120595844054046,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2000,30-45 y.,Direct migration background,1173,1.816757026548026,1.533763105421737,2.066442194401376,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2000,30-45 y.,Indirect migration background,159,2.2238888425518004,1.6054854618272811,2.842008659262457,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2000,46-65 y.,No migration background,6524,2.928750670952002,2.7804127218444394,3.0632030955793907,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2000,46-65 y.,Direct migration background,1181,3.08184411267337,2.767353282101836,3.361271499987029,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
2000,46-65 y.,Indirect migration background,,,,,,,,,,,,
2000,66 and older,No migration background,3212,4.2580966354250025,4.019457741924906,4.450634417563881,1.0,3.0,5.0,0.0,11.0,3.0,3.0,3.0
2000,66 and older,Direct migration background,352,4.093457919698668,3.503273197862546,4.609713349895948,1.0,3.0,5.0,0.0,11.0,3.0,3.0,3.0
2000,66 and older,Indirect migration background,,,,,,,,,,,,
2001,0-16 y.,No migration background,,,,,,,,,,,,
2001,0-16 y.,Direct migration background,,,,,,,,,,,,
2001,0-16 y.,Indirect migration background,,,,,,,,,,,,
2001,17-29 y.,No migration background,3044,1.8917353113482722,1.7330533356964906,2.0596674405824396,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2001,17-29 y.,Direct migration background,497,1.4819437786742895,1.2143181153579818,1.730810699399433,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
2001,17-29 y.,Indirect migration background,546,1.9661478130861794,1.645109059949624,2.3248422069793504,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2001,30-45 y.,No migration background,6104,2.0154866736882973,1.92680973159223,2.1251120269866632,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2001,30-45 y.,Direct migration background,1038,2.0031957065180355,1.7657701433033632,2.2849734925719667,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2001,30-45 y.,Indirect migration background,167,1.9629460176216724,1.4440281874016607,2.462843795874326,0.0,1.0,3.0,0.0,7.5,1.0,1.0,2.0
2001,46-65 y.,No migration background,5989,3.117291817442952,2.963046698276524,3.2459454091265063,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
2001,46-65 y.,Direct migration background,1038,3.1899014601938185,2.7428397487724805,3.564788463181929,0.0,2.0,4.0,0.0,10.0,2.0,2.0,3.0
2001,46-65 y.,Indirect migration background,31,3.681946507273458,0.4963572804593719,5.907161156122469,0.0,2.0,3.0,0.0,7.5,2.0,1.0,4.0
2001,66 and older,No migration background,3034,4.241017515059757,4.049488577547973,4.45455902754637,1.0,3.0,5.0,0.0,11.0,3.0,3.0,3.0
2001,66 and older,Direct migration background,332,3.999020482535326,3.459266280374118,4.6156059250549255,1.0,3.0,5.0,0.0,11.0,3.0,3.0,3.0
2001,66 and older,Indirect migration background,,,,,,,,,,,,
2002,0-16 y.,No migration background,,,,,,,,,,,,
2002,0-16 y.,Direct migration background,,,,,,,,,,,,
2002,0-16 y.,Indirect migration background,,,,,,,,,,,,
2002,17-29 y.,No migration background,3166,1.8153226583625441,1.613292546942994,2.0083220767875036,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2002,17-29 y.,Direct migration background,438,1.5897650703015458,1.1485141066779962,1.9211349440983998,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
2002,17-29 y.,Indirect migration background,521,1.4188395750897278,1.1474265581624286,1.7090943041484015,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0
2002,30-45 y.,No migration background,6269,1.983112187018851,1.8679750416335685,2.0928992937075463,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2002,30-45 y.,Direct migration background,968,1.8400246455038816,1.610784419609578,2.064206260712736,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2002,30-45 y.,Indirect migration background,187,2.190887031999464,1.354903439313861,2.773809140611132,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2002,46-65 y.,No migration background,6753,2.865528819447362,2.7291087682170065,3.002022083420391,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2002,46-65 y.,Direct migration background,1037,3.0400959952325137,2.595793428985446,3.47480663233147,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2002,46-65 y.,Indirect migration background,42,3.4149921205316796,0.920314213272925,5.137337160767281,0.0,1.0,4.0,0.0,10.0,1.0,-1.0250000000000057,1.0
2002,66 and older,No migration background,3217,4.093573246220592,3.871921496065748,4.313405951641274,1.0,3.0,5.0,0.0,11.0,3.0,3.0,3.0
2002,66 and older,Direct migration background,348,3.907048678090171,3.255683582467082,4.517173106375709,1.0,3.0,5.0,0.0,11.0,3.0,3.0,4.0
2002,66 and older,Indirect migration background,,,,,,,,,,,,
