year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,,,,,,,,,,,,
1984,Direct migration background,,,,,,,,,,,,
1984,Indirect migration background,,,,,,,,,,,,
1985,No migration background,,,,,,,,,,,,
1985,Direct migration background,,,,,,,,,,,,
1985,Indirect migration background,,,,,,,,,,,,
1986,No migration background,,,,,,,,,,,,
1986,Direct migration background,,,,,,,,,,,,
1986,Indirect migration background,,,,,,,,,,,,
1987,No migration background,,,,,,,,,,,,
1987,Direct migration background,,,,,,,,,,,,
1987,Indirect migration background,,,,,,,,,,,,
1988,No migration background,6930,3.309952113547429,3.249916590684259,3.3699876364105985,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1988,Direct migration background,2623,3.2022507571624703,3.082965982148534,3.321535532176407,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1988,Indirect migration background,169,4.73239404447756,4.033065440292311,5.4317226486628085,0.0,1.0,3.0,0.0,7.5,1.0,0.0,2.0
1989,No migration background,6690,3.3673505187014787,3.2987363542084718,3.4359646831944857,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1989,Direct migration background,2544,2.986391015095486,2.8859638330566746,3.0868181971342974,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
1989,Indirect migration background,211,3.0203081877778453,2.6083070557214842,3.4323093198342063,0.0,1.0,3.008657705208473,0.0,7.521644263021182,1.0,0.0,1.0
1990,No migration background,,,,,,,,,,,,
1990,Direct migration background,,,,,,,,,,,,
1990,Indirect migration background,,,,,,,,,,,,
1991,No migration background,10439,3.0741707811290078,3.023669188632324,3.1246723736256916,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1991,Direct migration background,2572,3.0161490901293955,2.918420300625189,3.113877879633602,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
1991,Indirect migration background,286,3.3664215690829256,2.957542651379398,3.775300486786453,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
1992,No migration background,10137,3.094034436307662,3.044667528502079,3.1434013441132453,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1992,Direct migration background,2466,2.977067859938777,2.870884149749797,3.0832515701277567,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
1992,Indirect migration background,330,2.7816846851216015,2.494177171662723,3.06919219858048,0.0,1.0,3.0,0.0,7.5,1.0,0.9749999999999943,1.0
1993,No migration background,,,,,,,,,,,,
1993,Direct migration background,,,,,,,,,,,,
1993,Indirect migration background,,,,,,,,,,,,
1994,No migration background,,,,,,,,,,,,
1994,Direct migration background,,,,,,,,,,,,
1994,Indirect migration background,,,,,,,,,,,,
1995,No migration background,9772,3.3024560010826804,3.2500333896928626,3.3548786124724983,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1995,Direct migration background,2731,2.9798590972347148,2.889846391698468,3.0698718027709617,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
1995,Indirect migration background,456,2.5078652359638465,2.2233167059234424,2.7924137660042505,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1996,No migration background,9645,3.1618916546736657,3.113744851495813,3.2100384578515184,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1996,Direct migration background,2552,3.1604304045703917,3.05941932341235,3.2614414857284335,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1996,Indirect migration background,481,2.410643481006165,2.2166537095092567,2.6046332525030733,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
1997,No migration background,9602,3.0574656193953196,3.0128116074000193,3.10211963139062,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
1997,Direct migration background,2434,2.8533845046832633,2.76778968569379,2.938979323672737,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
1997,Indirect migration background,496,1.9438137100601405,1.8164657575208158,2.071161662599465,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1998,No migration background,10985,2.85342391026336,2.813108694134788,2.893739126391932,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
1998,Direct migration background,2359,2.7250892064148515,2.644940505162161,2.805237907667542,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
1998,Indirect migration background,544,1.9153317304532305,1.7904792109836931,2.040184249922768,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
1999,No migration background,10657,2.898029940731667,2.857281146113356,2.938778735349978,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
1999,Direct migration background,2181,2.7863126430544534,2.682933953034206,2.8896913330747007,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
1999,Indirect migration background,555,2.227112631214722,1.9920656243230563,2.4621596381063875,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2000,No migration background,19614,2.7762614814028215,2.744667622780699,2.8078553400249437,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
2000,Direct migration background,3258,2.5283462462050372,2.4574975685504548,2.5991949238596197,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2000,Indirect migration background,760,2.2093043408556996,2.0869422279904137,2.3316664537209855,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2001,No migration background,17924,2.858203167643567,2.825725975191295,2.890680360095839,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2001,Direct migration background,2879,2.6114696898517735,2.529167691262948,2.693771688440599,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2001,Indirect migration background,722,2.108407196114485,1.967964024004963,2.2488503682240064,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2002,No migration background,19120,2.7359532988657462,2.7045351783249005,2.767371419406592,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
2002,Direct migration background,2758,2.5396452188111094,2.4598582372701596,2.619432200352059,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2002,Indirect migration background,716,1.8147240315772373,1.7007275437916998,1.9287205193627748,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2003,No migration background,18403,2.802625840721057,2.7731271657427694,2.832124515699345,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2003,Direct migration background,2577,2.5558100544394553,2.4764075952186086,2.635212513660302,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2003,Indirect migration background,716,1.947691682711556,1.837076338783548,2.058307026639564,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2004,No migration background,17944,2.5619880714256222,2.5324717040465257,2.591504438804719,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2004,Direct migration background,2488,2.3314733380384367,2.2605312456393674,2.402415430437506,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2004,Indirect migration background,738,1.8643295870579344,1.762523736427794,1.9661354376880749,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2005,No migration background,17157,2.6966396982626604,2.6669546753050737,2.726324721220247,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2005,Direct migration background,2335,2.5891022179629286,2.507575286497658,2.670629149428199,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2005,Indirect migration background,756,2.073165453357568,1.9302115545691036,2.2161193521460323,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2006,No migration background,18719,2.5656898770603767,2.5383365414541,2.5930432126666534,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2006,Direct migration background,2372,2.499629801628427,2.413581738711484,2.5856778645453695,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2006,Indirect migration background,800,2.1056480487196785,1.9793572843134086,2.2319388131259483,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2007,No migration background,17531,2.69834210071885,2.6691954613648115,2.7274887400728884,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2007,Direct migration background,2110,2.57678429947825,2.4865097761940054,2.667058822762495,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2007,Indirect migration background,774,2.0737157496384335,1.9446631723036691,2.2027683269731977,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2008,No migration background,16573,2.5626187098487883,2.5339150643927515,2.591322355304825,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2008,Direct migration background,1898,2.5764059872516634,2.4699337836570847,2.682878190846242,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
2008,Indirect migration background,756,1.7330588750943088,1.648277820643669,1.8178399295449486,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2009,No migration background,15578,2.7071802908672207,2.6774626780607513,2.73689790367369,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2009,Direct migration background,1651,2.4538645852007335,2.376666005891689,2.531063164509778,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
2009,Indirect migration background,705,1.7753089789588148,1.6704602200944814,1.8801577378231482,0.0,1.0,2.5125430028747666,0.0,6.281357507186916,1.0,1.0,1.0
2010,No migration background,19782,2.55213407069987,2.5262659538054573,2.578002187594283,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2010,Direct migration background,2937,2.185555607252011,2.126588023412691,2.244523191091331,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2010,Indirect migration background,1096,1.561587998409393,1.4960128784110025,1.6271631184077835,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2011,No migration background,23762,2.563678327178574,2.539628042783657,2.5877286115734908,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
2011,Direct migration background,3292,2.274832904610786,2.213852407207971,2.3358134020136005,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2011,Indirect migration background,1254,1.8667576232128833,1.7811643526286896,1.952350893797077,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
2012,No migration background,23191,2.518179273243289,2.4933063663510993,2.5430521801354784,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
2012,Direct migration background,3125,2.2835625266599973,2.216245045676184,2.3508800076438106,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2012,Indirect migration background,1213,1.884681253515701,1.8034908845711752,1.9658716224602266,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
