"year","alter_gr","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 J.","Ost","","","","",""
"1984","16-34 J.","West","7.39","7.5","4545","7.31","7.47"
"1984","35-65 J.","Ost","","","","",""
"1984","35-65 J.","West","8.08","8.5","6281","8.02","8.14"
"1984","66 und älter","Ost","","","","",""
"1984","66 und älter","West","8.45","8.5","1260","8.34","8.56"
"1985","16-34 J.","Ost","","","","",""
"1985","16-34 J.","West","7.43","7.5","4095","7.35","7.51"
"1985","35-65 J.","Ost","","","","",""
"1985","35-65 J.","West","7.97","7.5","5721","7.91","8.03"
"1985","66 und älter","Ost","","","","",""
"1985","66 und älter","West","8.28","8.5","1099","8.17","8.39"
"1986","16-34 J.","Ost","","","","",""
"1986","16-34 J.","West","7.32","7.5","4053","7.25","7.39"
"1986","35-65 J.","Ost","","","","",""
"1986","35-65 J.","West","7.9","7.5","5449","7.84","7.96"
"1986","66 und älter","Ost","","","","",""
"1986","66 und älter","West","8.31","8.5","1024","8.2","8.42"
"1987","16-34 J.","Ost","","","","",""
"1987","16-34 J.","West","7.42","7.5","2944","7.34","7.5"
"1987","35-65 J.","Ost","","","","",""
"1987","35-65 J.","West","8.04","7.5","3919","7.98","8.1"
"1987","66 und älter","Ost","","","","",""
"1987","66 und älter","West","8.33","8.5","1048","8.22","8.44"
"1988","16-34 J.","Ost","","","","",""
"1988","16-34 J.","West","7.37","7.5","3819","7.29","7.45"
"1988","35-65 J.","Ost","","","","",""
"1988","35-65 J.","West","7.82","7.5","5076","7.76","7.88"
"1988","66 und älter","Ost","","","","",""
"1988","66 und älter","West","8.19","7.5","1032","8.08","8.3"
"1989","16-34 J.","Ost","","","","",""
"1989","16-34 J.","West","7.3","7.5","3730","7.22","7.38"
"1989","35-65 J.","Ost","","","","",""
"1989","35-65 J.","West","7.79","7.5","4867","7.73","7.85"
"1989","66 und älter","Ost","","","","",""
"1989","66 und älter","West","8.26","8.5","1008","8.15","8.37"
"1990","16-34 J.","Ost","6.06","6.5","1672","5.91","6.21"
"1990","16-34 J.","West","7.23","7.5","3618","7.15","7.31"
"1990","35-65 J.","Ost","7.3","7.5","2297","7.2","7.4"
"1990","35-65 J.","West","7.76","7.5","4766","7.7","7.82"
"1990","66 und älter","Ost","7.65","7.5","416","7.4","7.9"
"1990","66 und älter","West","8.22","7.5","1036","8.11","8.33"
"1991","16-34 J.","Ost","6.21","6.5","1504","6.07","6.35"
"1991","16-34 J.","West","7.16","7.5","3620","7.08","7.24"
"1991","35-65 J.","Ost","7.11","7.5","2229","7.01","7.21"
"1991","35-65 J.","West","7.83","7.5","4744","7.77","7.89"
"1991","66 und älter","Ost","7.44","7.5","391","7.21","7.67"
"1991","66 und älter","West","8.47","8.5","1051","8.37","8.57"
"1992","16-34 J.","Ost","6.02","5.5","1374","5.89","6.15"
"1992","16-34 J.","West","7.12","7.5","3553","7.04","7.2"
"1992","35-65 J.","Ost","6.66","6.5","2182","6.56","6.76"
"1992","35-65 J.","West","7.76","7.5","4682","7.7","7.82"
"1992","66 und älter","Ost","7.4","7.5","385","7.18","7.62"
"1992","66 und älter","West","8.41","8.5","1052","8.31","8.51"
"1993","16-34 J.","Ost","6.27","6.5","1312","6.13","6.41"
"1993","16-34 J.","West","7.22","7.5","3528","7.14","7.3"
"1993","35-65 J.","Ost","6.77","6.5","2107","6.67","6.87"
"1993","35-65 J.","West","7.77","7.5","4610","7.71","7.83"
"1993","66 und älter","Ost","7.16","7.5","386","6.93","7.39"
"1993","66 und älter","West","8.42","8.5","1075","8.32","8.52"
"1994","16-34 J.","Ost","6.37","6.5","1259","6.23","6.51"
"1994","16-34 J.","West","7.21","7.5","3485","7.13","7.29"
"1994","35-65 J.","Ost","6.85","6.5","2096","6.75","6.95"
"1994","35-65 J.","West","7.73","7.5","4465","7.67","7.79"
"1994","66 und älter","Ost","7.56","7.5","396","7.35","7.77"
"1994","66 und älter","West","8.46","8.5","1091","8.36","8.56"
"1995","16-34 J.","Ost","6.43","6.5","1189","6.29","6.57"
"1995","16-34 J.","West","7.19","7.5","3654","7.11","7.27"
"1995","35-65 J.","Ost","6.8","6.5","2052","6.7","6.9"
"1995","35-65 J.","West","7.71","7.5","4736","7.65","7.77"
"1995","66 und älter","Ost","7.4","7.5","402","7.2","7.6"
"1995","66 und älter","West","8.27","8.5","1114","8.17","8.37"
"1996","16-34 J.","Ost","6.58","6.5","1170","6.44","6.72"
"1996","16-34 J.","West","7.25","7.5","3529","7.18","7.32"
"1996","35-65 J.","Ost","6.91","6.5","2071","6.81","7.01"
"1996","35-65 J.","West","7.73","7.5","4654","7.67","7.79"
"1996","66 und älter","Ost","7.4","7.5","417","7.19","7.61"
"1996","66 und älter","West","8.2","7.5","1124","8.09","8.31"
"1997","16-34 J.","Ost","6.83","6.5","1140","6.7","6.96"
"1997","16-34 J.","West","7.22","7.5","3393","7.15","7.29"
"1997","35-65 J.","Ost","6.96","6.5","2027","6.87","7.05"
"1997","35-65 J.","West","7.64","7.5","4585","7.58","7.7"
"1997","66 und älter","Ost","7.31","7.5","434","7.12","7.5"
"1997","66 und älter","West","8.14","7.5","1139","8.04","8.24"
"1998","16-34 J.","Ost","7.03","7.5","1174","6.91","7.15"
"1998","16-34 J.","West","7.3","7.5","3595","7.23","7.37"
"1998","35-65 J.","Ost","7.21","7.5","2175","7.12","7.3"
"1998","35-65 J.","West","7.73","7.5","5316","7.68","7.78"
"1998","66 und älter","Ost","7.53","7.5","467","7.35","7.71"
"1998","66 und älter","West","8.13","7.5","1372","8.04","8.22"
"1999","16-34 J.","Ost","7.14","7.5","1138","7.02","7.26"
"1999","16-34 J.","West","7.34","7.5","3376","7.27","7.41"
"1999","35-65 J.","Ost","7.36","7.5","2122","7.27","7.45"
"1999","35-65 J.","West","7.72","7.5","5135","7.67","7.77"
"1999","66 und älter","Ost","7.77","7.5","482","7.61","7.93"
"1999","66 und älter","West","8.13","7.5","1304","8.03","8.23"
"2000","16-34 J.","Ost","7.24","7.5","1630","7.14","7.34"
"2000","16-34 J.","West","7.41","7.5","5335","7.35","7.47"
"2000","35-65 J.","Ost","7.45","7.5","3288","7.38","7.52"
"2000","35-65 J.","West","7.85","7.5","10101","7.81","7.89"
"2000","66 und älter","Ost","7.87","7.5","872","7.76","7.98"
"2000","66 und älter","West","8.25","7.5","2711","8.19","8.31"
"2001","16-34 J.","Ost","7.36","7.5","1511","7.26","7.46"
"2001","16-34 J.","West","7.41","7.5","4648","7.35","7.47"
"2001","35-65 J.","Ost","7.55","7.5","3050","7.48","7.62"
"2001","35-65 J.","West","7.79","7.5","9178","7.75","7.83"
"2001","66 und älter","Ost","8.08","7.5","836","7.97","8.19"
"2001","66 und älter","West","8.33","8.5","2544","8.27","8.39"
"2002","16-34 J.","Ost","7.38","7.5","1458","7.28","7.48"
"2002","16-34 J.","West","7.29","7.5","4569","7.23","7.35"
"2002","35-65 J.","Ost","7.43","7.5","3042","7.36","7.5"
"2002","35-65 J.","West","7.72","7.5","10218","7.68","7.76"
"2002","66 und älter","Ost","7.83","7.5","884","7.72","7.94"
"2002","66 und älter","West","8.17","7.5","2692","8.11","8.23"
"2003","16-34 J.","Ost","7.29","7.5","1433","7.18","7.4"
"2003","16-34 J.","West","7.33","7.5","4324","7.27","7.39"
"2003","35-65 J.","Ost","7.41","7.5","2973","7.34","7.48"
"2003","35-65 J.","West","7.71","7.5","9682","7.67","7.75"
"2003","66 und älter","Ost","7.85","7.5","907","7.74","7.96"
"2003","66 und älter","West","8.21","7.5","2733","8.15","8.27"
"2004","16-34 J.","Ost","7.54","7.5","1390","7.44","7.64"
"2004","16-34 J.","West","7.39","7.5","4130","7.33","7.45"
"2004","35-65 J.","Ost","7.57","7.5","2834","7.5","7.64"
"2004","35-65 J.","West","7.74","7.5","9357","7.7","7.78"
"2004","66 und älter","Ost","7.9","7.5","947","7.79","8.01"
"2004","66 und älter","West","8.25","7.5","2795","8.19","8.31"
"2005","16-34 J.","Ost","7.3","7.5","1322","7.19","7.41"
"2005","16-34 J.","West","7.36","7.5","3905","7.3","7.42"
"2005","35-65 J.","Ost","7.44","7.5","2722","7.37","7.51"
"2005","35-65 J.","West","7.71","7.5","8862","7.67","7.75"
"2005","66 und älter","Ost","8.05","7.5","954","7.95","8.15"
"2005","66 und älter","West","8.21","7.5","2798","8.15","8.27"
"2006","16-34 J.","Ost","7.19","7.5","1268","7.07","7.31"
"2006","16-34 J.","West","7.3","7.5","3786","7.23","7.37"
"2006","35-65 J.","Ost","7.5","7.5","2853","7.43","7.57"
"2006","35-65 J.","West","7.7","7.5","9525","7.66","7.74"
"2006","66 und älter","Ost","7.91","7.5","1120","7.81","8.01"
"2006","66 und älter","West","8.14","7.5","3290","8.08","8.2"
"2007","16-34 J.","Ost","7.22","7.5","1204","7.11","7.33"
"2007","16-34 J.","West","7.39","7.5","3427","7.32","7.46"
"2007","35-65 J.","Ost","7.5","7.5","2657","7.43","7.57"
"2007","35-65 J.","West","7.67","7.5","8780","7.63","7.71"
"2007","66 und älter","Ost","7.96","7.5","1114","7.87","8.05"
"2007","66 und älter","West","8.17","7.5","3207","8.11","8.23"
"2008","16-34 J.","Ost","7.51","7.5","1124","7.4","7.62"
"2008","16-34 J.","West","7.54","7.5","3171","7.47","7.61"
"2008","35-65 J.","Ost","7.74","7.5","2506","7.67","7.81"
"2008","35-65 J.","West","7.78","7.5","8149","7.74","7.82"
"2008","66 und älter","Ost","8.04","7.5","1114","7.95","8.13"
"2008","66 und älter","West","8.22","7.5","3168","8.16","8.28"
"2009","16-34 J.","Ost","7.3","7.5","1024","7.18","7.42"
"2009","16-34 J.","West","7.42","7.5","2888","7.35","7.49"
"2009","35-65 J.","Ost","7.58","7.5","2388","7.51","7.65"
"2009","35-65 J.","West","7.72","7.5","7482","7.68","7.76"
"2009","66 und älter","Ost","7.96","7.5","1108","7.87","8.05"
"2009","66 und älter","West","8.15","7.5","3040","8.09","8.21"
"2010","16-34 J.","Ost","7.33","7.5","1525","7.22","7.44"
"2010","16-34 J.","West","7.5","7.5","4979","7.44","7.56"
"2010","35-65 J.","Ost","7.54","7.5","2864","7.47","7.61"
"2010","35-65 J.","West","7.65","7.5","10498","7.61","7.69"
"2010","66 und älter","Ost","7.92","7.5","1055","7.82","8.02"
"2010","66 und älter","West","8.2","7.5","2954","8.14","8.26"
"2011","16-34 J.","Ost","7.36","7.5","1449","7.25","7.47"
"2011","16-34 J.","West","7.64","7.5","4798","7.58","7.7"
"2011","35-65 J.","Ost","7.57","7.5","3200","7.5","7.64"
"2011","35-65 J.","West","7.67","7.5","11822","7.63","7.71"
"2011","66 und älter","Ost","7.98","7.5","1120","7.89","8.07"
"2011","66 und älter","West","8.15","7.5","3332","8.1","8.2"
"2012","16-34 J.","Ost","7.26","7.5","1354","7.15","7.37"
"2012","16-34 J.","West","7.62","7.5","4669","7.56","7.68"
"2012","35-65 J.","Ost","7.62","7.5","3348","7.56","7.68"
"2012","35-65 J.","West","7.74","7.5","12080","7.71","7.77"
"2012","66 und älter","Ost","7.99","7.5","1231","7.9","8.08"
"2012","66 und älter","West","8.19","7.5","3672","8.14","8.24"
"2013","16-34 J.","Ost","7.46","7.5","1343","7.35","7.57"
"2013","16-34 J.","West","7.56","7.5","6458","7.51","7.61"
"2013","35-65 J.","Ost","7.71","7.5","3522","7.65","7.77"
"2013","35-65 J.","West","7.76","7.5","14195","7.73","7.79"
"2013","66 und älter","Ost","7.98","7.5","1230","7.89","8.07"
"2013","66 und älter","West","8.24","7.5","3801","8.19","8.29"
"2014","16-34 J.","Ost","7.31","7.5","1163","7.19","7.43"
"2014","16-34 J.","West","7.61","7.5","5304","7.55","7.67"
"2014","35-65 J.","Ost","7.73","7.5","3181","7.67","7.79"
"2014","35-65 J.","West","7.79","7.5","12391","7.76","7.82"
"2014","66 und älter","Ost","8.08","7.5","1220","7.99","8.17"
"2014","66 und älter","West","8.27","7.5","3724","8.22","8.32"
"2015","16-34 J.","Ost","7.36","7.5","1032","7.23","7.49"
"2015","16-34 J.","West","7.76","7.5","4620","7.7","7.82"
"2015","35-65 J.","Ost","7.64","7.5","2987","7.57","7.71"
"2015","35-65 J.","West","7.81","7.5","11412","7.77","7.85"
"2015","66 und älter","Ost","8.05","7.5","1219","7.96","8.14"
"2015","66 und älter","West","8.23","7.5","3660","8.18","8.28"
"2016","16-34 J.","Ost","7.42","7.5","953","7.29","7.55"
"2016","16-34 J.","West","7.74","7.5","4539","7.68","7.8"
"2016","35-65 J.","Ost","7.75","7.5","2888","7.68","7.82"
"2016","35-65 J.","West","7.81","7.5","10980","7.77","7.85"
"2016","66 und älter","Ost","8.07","7.5","1167","7.99","8.15"
"2016","66 und älter","West","8.27","7.5","3533","8.22","8.32"
"2017","16-34 J.","Ost","7.48","7.5","1090","7.36","7.6"
"2017","16-34 J.","West","7.67","7.5","4945","7.61","7.73"
"2017","35-65 J.","Ost","7.78","7.5","3265","7.72","7.84"
"2017","35-65 J.","West","7.79","7.5","12078","7.76","7.82"
"2017","66 und älter","Ost","8.03","7.5","1212","7.94","8.12"
"2017","66 und älter","West","8.24","7.5","3733","8.19","8.29"
"2018","16-34 J.","Ost","7.4","7.5","1066","7.27","7.53"
"2018","16-34 J.","West","7.61","7.5","4821","7.55","7.67"
"2018","35-65 J.","Ost","7.71","7.5","3160","7.65","7.77"
"2018","35-65 J.","West","7.78","7.5","11458","7.75","7.81"
"2018","66 und älter","Ost","8.06","7.5","1239","7.98","8.14"
"2018","66 und älter","West","8.24","7.5","3737","8.19","8.29"
"2019","16-34 J.","Ost","7.51","7.5","947","7.38","7.64"
"2019","16-34 J.","West","7.69","7.5","4398","7.63","7.75"
"2019","35-65 J.","Ost","7.85","7.5","3300","7.79","7.91"
"2019","35-65 J.","West","7.85","7.5","11802","7.82","7.88"
"2019","66 und älter","Ost","8.12","7.5","1309","8.04","8.2"
"2019","66 und älter","West","8.3","8.5","3900","8.25","8.35"
"2020","16-34 J.","Ost","7.58","7.5","1027","7.45","7.71"
"2020","16-34 J.","West","7.62","7.5","5200","7.56","7.68"
"2020","35-65 J.","Ost","7.86","7.5","3043","7.8","7.92"
"2020","35-65 J.","West","7.82","7.5","11433","7.79","7.85"
"2020","66 und älter","Ost","8.16","7.5","1254","8.07","8.25"
"2020","66 und älter","West","8.28","7.5","3673","8.23","8.33"
