"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2001","35-65","(Fach-)Abitur","7.53","7.5","876","5","7","9","10","10","7.4","7.66","0","10","8","8"
"2001","35-65","(noch) kein Abschluss","7.44","7.5","198","5","6","9","10","10","7.14","7.74","0","10","7","8"
"2001","35-65","AkademikerIn","7.85","7.5","2493","5","7","9","10","10","7.78","7.92","0","10","8","8"
"2001","35-65","Hauptschule","7.74","7.5","5460","5","7","9","10","10","7.69","7.79","0","10","8","8"
"2001","35-65","Realschule","7.77","7.5","3178","5","7","9","10","10","7.71","7.83","0","10","8","8"
"2001","66 +","(Fach-)Abitur","8.53","8.5","152","7","8","10","10","10","8.28","8.78","3","10","8","9"
"2001","66 +","(noch) kein Abschluss","7.47","6.5","66","5","6","9","10","10","7.01","7.93","3","10","7","8"
"2001","66 +","AkademikerIn","8.43","8.5","418","6","8","10","10","10","8.28","8.58","2","10","8","9"
"2001","66 +","Hauptschule","8.24","7.5","2337","6","7","10","10","10","8.18","8.3","1","10","8","8"
"2001","66 +","Realschule","8.38","8.5","394","6","8","10","10","10","8.21","8.55","0","10","9","9"
"2002","17-34","(Fach-)Abitur","7.28","7.5","1255","4","6","9","10","10","7.17","7.39","0","10","8","8"
"2002","17-34","(noch) kein Abschluss","7.67","7.5","633","5","7","9","10","10","7.52","7.82","0","10","8","8"
"2002","17-34","AkademikerIn","7.36","7.5","623","5","6","9","9","10","7.21","7.51","0","10","8","8"
"2002","17-34","Hauptschule","6.97","7.5","1328","4","5","9","10","10","6.85","7.09","0","10","8","8"
"2002","17-34","Realschule","7.45","7.5","2043","5","6","9","10","10","7.36","7.54","0","10","8","8"
"2002","35-65","(Fach-)Abitur","7.49","7.5","1030","5","7","9","10","10","7.37","7.61","0","10","8","8"
"2002","35-65","(noch) kein Abschluss","7.13","7.5","175","5","6","8","10","10","6.81","7.45","0","10","7","8"
"2002","35-65","AkademikerIn","7.81","7.5","3380","5","7","9","10","10","7.75","7.87","0","10","8","8"
"2002","35-65","Hauptschule","7.64","7.5","5163","5","7","9","10","10","7.59","7.69","0","10","8","8"
"2002","35-65","Realschule","7.71","7.5","3485","5","7","9","10","10","7.65","7.77","0","10","8","8"
"2002","66 +","(Fach-)Abitur","8.42","8.5","148","6","8","10","10","10","8.18","8.66","4","10","8","9"
"2002","66 +","(noch) kein Abschluss","6.98","7.5","66","4","5","9","10","10","6.37","7.59","0","10","7","8"
"2002","66 +","AkademikerIn","8.16","7.5","540","6","7","10","10","10","8.03","8.29","2","10","8","9"
"2002","66 +","Hauptschule","8.06","7.5","2383","6","7","9","10","10","7.99","8.13","0","10","8","8"
"2002","66 +","Realschule","8.3","7.5","427","6","8","10","10","10","8.15","8.45","0","10","8","9"
"2003","17-34","(Fach-)Abitur","7.4","7.5","1234","5","6","9","10","10","7.29","7.51","0","10","8","8"
"2003","17-34","(noch) kein Abschluss","7.59","7.5","637","4","6","9","10","10","7.43","7.75","0","10","8","8"
"2003","17-34","AkademikerIn","7.36","7.5","563","5","6","9","10","10","7.2","7.52","0","10","8","8"
"2003","17-34","Hauptschule","7.06","7.5","1240","3","6","9","10","10","6.93","7.19","0","10","8","8"
"2003","17-34","Realschule","7.39","7.5","1873","4","6","9","10","10","7.3","7.48","0","10","8","8"
"2003","35-65","(Fach-)Abitur","7.44","7.5","1012","5","6","9","10","10","7.32","7.56","0","10","8","8"
"2003","35-65","(noch) kein Abschluss","6.78","6.5","162","4","5","8","10","10","6.43","7.13","0","10","7","8"
"2003","35-65","AkademikerIn","7.79","7.5","3214","5","7","9","10","10","7.73","7.85","0","10","8","8"
"2003","35-65","Hauptschule","7.68","7.5","4767","5","7","9","10","10","7.63","7.73","0","10","8","8"
"2003","35-65","Realschule","7.64","7.5","3464","5","7","9","10","10","7.58","7.7","0","10","8","8"
"2003","66 +","(Fach-)Abitur","8.37","7.5","151","6","8","10","10","10","8.16","8.58","5","10","8","9"
"2003","66 +","(noch) kein Abschluss","7.08","6.5","65","4","6","8","10","10","6.47","7.69","0","10","7","8"
"2003","66 +","AkademikerIn","8.39","8.5","570","7","8","10","10","10","8.27","8.51","2","10","9","9"
"2003","66 +","Hauptschule","8.09","7.5","2423","6","7","9","10","10","8.02","8.16","0","10","8","8"
"2003","66 +","Realschule","8.27","8.5","422","6","7","10","10","10","8.11","8.43","0","10","9","9"
"2004","17-34","(Fach-)Abitur","7.47","7.5","1218","5","6","9","10","10","7.36","7.58","0","10","8","8"
"2004","17-34","(noch) kein Abschluss","7.68","7.5","654","5","7","9","10","10","7.53","7.83","0","10","8","8"
"2004","17-34","AkademikerIn","7.57","7.5","541","5","7","9","10","10","7.42","7.72","0","10","8","8"
"2004","17-34","Hauptschule","7.15","7.5","1126","4","6","9","10","10","7.02","7.28","0","10","8","8"
"2004","17-34","Realschule","7.48","7.5","1711","5","6","9","10","10","7.39","7.57","0","10","8","8"
"2004","35-65","(Fach-)Abitur","7.49","7.5","1003","5","6","9","10","10","7.37","7.61","0","10","8","8"
"2004","35-65","(noch) kein Abschluss","6.89","6.5","155","4","5","8","10","10","6.56","7.22","1","10","7","8"
"2004","35-65","AkademikerIn","7.93","7.5","3121","5","7","9","10","10","7.87","7.99","0","10","8","9"
"2004","35-65","Hauptschule","7.66","7.5","4455","5","7","9","10","10","7.6","7.72","0","10","8","8"
"2004","35-65","Realschule","7.77","7.5","3425","5","7","9","10","10","7.71","7.83","0","10","8","8"
"2004","66 +","(Fach-)Abitur","8.37","8.5","160","6","8","10","10","10","8.12","8.62","3","10","9","9"
"2004","66 +","(noch) kein Abschluss","7.49","7.5","66","4","7","9","10","10","6.9","8.08","0","10","7","8"
"2004","66 +","AkademikerIn","8.24","7.5","618","6","8","10","10","10","8.12","8.36","0","10","8","9"
"2004","66 +","Hauptschule","8.13","7.5","2451","6","7","9","10","10","8.07","8.19","0","10","8","8"
"2004","66 +","Realschule","8.42","8.5","438","6","8","10","10","10","8.28","8.56","2","10","8","9"
"2005","17-34","(Fach-)Abitur","7.42","7.5","1135","5","6","9","10","10","7.31","7.53","0","10","8","8"
"2005","17-34","(noch) kein Abschluss","7.71","7.5","663","5","7","9","10","10","7.56","7.86","0","10","8","8"
"2005","17-34","AkademikerIn","7.4","7.5","522","5","7","9","10","10","7.24","7.56","0","10","8","8"
"2005","17-34","Hauptschule","6.96","6.5","1015","4","5","9","10","10","6.82","7.1","0","10","7","8"
"2005","17-34","Realschule","7.48","7.5","1575","5","6","9","10","10","7.38","7.58","0","10","8","8"
"2005","35-65","(Fach-)Abitur","7.35","7.5","986","4","6","9","10","10","7.23","7.47","0","10","8","8"
"2005","35-65","(noch) kein Abschluss","7.31","7.5","143","4","6","9","10","10","6.95","7.67","1","10","7","8"
"2005","35-65","AkademikerIn","7.83","7.5","2972","5","7","9","10","10","7.77","7.89","0","10","8","8"
"2005","35-65","Hauptschule","7.63","7.5","4100","5","7","9","10","10","7.57","7.69","0","10","8","8"
"2005","35-65","Realschule","7.72","7.5","3347","5","7","9","10","10","7.66","7.78","0","10","8","8"
"2005","66 +","(Fach-)Abitur","8.1","7.5","163","5","7","10","10","10","7.82","8.38","0","10","8","9"
"2005","66 +","(noch) kein Abschluss","7.41","7.5","65","5","6","9","10","10","6.82","8","0","10","7","8"
"2005","66 +","AkademikerIn","8.27","8.5","659","6","7","10","10","10","8.15","8.39","2","10","8","9"
"2005","66 +","Hauptschule","8.16","7.5","2418","6","8","10","10","10","8.09","8.23","0","10","8","8"
"2005","66 +","Realschule","8.29","7.5","437","6","7","10","10","10","8.14","8.44","0","10","8","9"
"2006","17-34","(Fach-)Abitur","7.45","7.5","1178","5","6","9","10","10","7.34","7.56","0","10","8","8"
"2006","17-34","(noch) kein Abschluss","7.57","7.5","415","4","6","9","10","10","7.38","7.76","1","10","8","9"
"2006","17-34","AkademikerIn","7.39","7.5","573","5","7","9","10","10","7.24","7.54","0","10","8","8"
"2006","17-34","Hauptschule","6.93","6.5","985","3","5","9","10","10","6.79","7.07","0","10","7","8"
"2006","17-34","Realschule","7.4","7.5","1546","4","6","9","10","10","7.3","7.5","0","10","8","8"
"2006","35-65","(Fach-)Abitur","7.42","7.5","1074","5","7","9","10","10","7.31","7.53","0","10","8","8"
"2006","35-65","(noch) kein Abschluss","6.62","6.5","137","3","5","8","10","10","6.27","6.97","2","10","7","7"
"2006","35-65","AkademikerIn","7.84","7.5","3201","5","7","9","10","10","7.78","7.9","0","10","8","8"
"2006","35-65","Hauptschule","7.62","7.5","4273","5","7","9","10","10","7.56","7.68","0","10","8","8"
"2006","35-65","Realschule","7.75","7.5","3651","5","7","9","10","10","7.69","7.81","0","10","8","8"
"2006","66 +","(Fach-)Abitur","7.96","7.5","188","6","7","9","10","10","7.71","8.21","0","10","8","9"
"2006","66 +","(noch) kein Abschluss","7.56","7.5","82","5","7","9","10","10","7.11","8.01","1","10","7","8"
"2006","66 +","AkademikerIn","8.08","7.5","794","6","7","9","10","10","7.97","8.19","0","10","8","9"
"2006","66 +","Hauptschule","8.11","7.5","2800","6","7","10","10","10","8.05","8.17","0","10","8","8"
"2006","66 +","Realschule","8.13","7.5","527","6","7","10","10","10","7.98","8.28","1","10","8","9"
"2007","17-34","(Fach-)Abitur","7.54","7.5","1124","5","7","9","10","10","7.43","7.65","1","10","8","8"
"2007","17-34","(noch) kein Abschluss","7.71","7.5","361","5","7","9","10","10","7.51","7.91","0","10","8","8"
"2007","17-34","AkademikerIn","7.57","7.5","551","5","7","9","10","10","7.42","7.72","1","10","8","8"
"2007","17-34","Hauptschule","7.06","7.5","841","4","6","9","10","10","6.91","7.21","0","10","8","8"
"2007","17-34","Realschule","7.35","7.5","1360","4","6","9","10","10","7.24","7.46","0","10","8","8"
"2007","35-65","(Fach-)Abitur","7.44","7.5","1028","5","6","9","10","10","7.33","7.55","0","10","8","8"
"2007","35-65","(noch) kein Abschluss","6.29","6.5","114","3","4","8","10","10","5.85","6.73","2","10","6","8"
"2007","35-65","AkademikerIn","7.83","7.5","3014","6","7","9","10","10","7.77","7.89","0","10","8","8"
"2007","35-65","Hauptschule","7.6","7.5","3780","5","7","9","10","10","7.54","7.66","0","10","8","8"
"2007","35-65","Realschule","7.69","7.5","3460","5","7","9","10","10","7.63","7.75","0","10","8","8"
"2007","66 +","(Fach-)Abitur","7.9","7.5","193","5","7","10","10","10","7.65","8.15","2","10","8","9"
"2007","66 +","(noch) kein Abschluss","7.79","7.5","65","5","7","9","10","10","7.32","8.26","2","10","7","8"
"2007","66 +","AkademikerIn","8.23","7.5","811","6","8","9","10","10","8.12","8.34","0","10","8","9"
"2007","66 +","Hauptschule","8.09","7.5","2688","6","7","9","10","10","8.03","8.15","0","10","8","8"
"2007","66 +","Realschule","8.36","8.5","549","6","8","10","10","10","8.23","8.49","1","10","8","9"
"2008","17-34","(Fach-)Abitur","7.57","7.5","996","5","7","9","10","10","7.45","7.69","0","10","8","8"
"2008","17-34","(noch) kein Abschluss","8","7.5","376","5","7","9","10","10","7.83","8.17","0","10","8","9"
"2008","17-34","AkademikerIn","7.85","7.5","526","5","7","9","10","10","7.7","8","0","10","8","8"
"2008","17-34","Hauptschule","7.25","7.5","718","4","6","9","10","10","7.09","7.41","0","10","8","8"
"2008","17-34","Realschule","7.52","7.5","1257","5","7","9","10","10","7.41","7.63","0","10","8","8"
"2008","35-65","(Fach-)Abitur","7.62","7.5","987","5","7","9","10","10","7.51","7.73","0","10","8","8"
"2008","35-65","(noch) kein Abschluss","6.82","6.5","100","3","5","9","10","10","6.39","7.25","1","10","6","8"
"2008","35-65","AkademikerIn","8.03","7.5","2794","6","7","9","10","10","7.97","8.09","0","10","8","9"
"2008","35-65","Hauptschule","7.69","7.5","3449","5","7","9","10","10","7.63","7.75","0","10","8","8"
"2008","35-65","Realschule","7.8","7.5","3295","5","7","9","10","10","7.74","7.86","0","10","8","8"
"2008","66 +","(Fach-)Abitur","8.22","7.5","183","6","8","10","10","10","7.98","8.46","0","10","8","9"
"2008","66 +","(noch) kein Abschluss","7.55","7.5","54","5","6","9","10","10","7.02","8.08","2","10","7","8"
"2008","66 +","AkademikerIn","8.36","7.5","865","6","8","10","10","10","8.26","8.46","2","10","8","9"
"2008","66 +","Hauptschule","8.13","7.5","2621","6","7","9","10","10","8.07","8.19","1","10","8","8"
"2008","66 +","Realschule","8.32","8.5","548","6","8","10","10","10","8.19","8.45","2","10","8","9"
"2009","17-34","(Fach-)Abitur","7.41","7.5","909","5","6","9","10","10","7.29","7.53","0","10","8","8"
"2009","17-34","(noch) kein Abschluss","7.73","7.5","321","5","7","9","10","10","7.53","7.93","0","10","8","9"
"2009","17-34","AkademikerIn","7.55","7.5","535","5","7","9","9","10","7.4","7.7","1","10","8","8"
"2009","17-34","Hauptschule","7.18","7.5","624","4","6","9","10","10","7.01","7.35","0","10","8","8"
"2009","17-34","Realschule","7.35","7.5","1106","4","6","9","10","10","7.23","7.47","0","10","8","8"
"2009","35-65","(Fach-)Abitur","7.52","7.5","912","5","7","9","10","10","7.4","7.64","0","10","8","8"
"2009","35-65","(noch) kein Abschluss","6.67","6.5","91","4","5","8","10","10","6.18","7.16","0","10","6","8"
"2009","35-65","AkademikerIn","7.84","7.5","2616","5","7","9","10","10","7.78","7.9","1","10","8","8"
"2009","35-65","Hauptschule","7.71","7.5","3088","5","7","9","10","10","7.64","7.78","0","10","8","8"
"2009","35-65","Realschule","7.69","7.5","3129","5","7","9","10","10","7.63","7.75","0","10","8","8"
"2009","66 +","(Fach-)Abitur","7.93","7.5","168","6","7","9","10","10","7.68","8.18","1","10","8","9"
"2009","66 +","(noch) kein Abschluss","7.37","7.5","54","5","5","9","10","10","6.79","7.95","1","10","7","9"
"2009","66 +","AkademikerIn","8.08","7.5","877","6","7","9","10","10","7.97","8.19","0","10","8","9"
"2009","66 +","Hauptschule","8.13","7.5","2483","6","7","9","10","10","8.07","8.19","0","10","8","8"
"2009","66 +","Realschule","8.23","7.5","556","6","8","10","10","10","8.1","8.36","1","10","8","9"
"2010","17-34","(Fach-)Abitur","7.52","7.5","1337","5","7","9","10","10","7.41","7.63","0","10","8","8"
"2010","17-34","(noch) kein Abschluss","7.77","7.5","539","5","7","9","10","10","7.57","7.97","0","10","8","8"
"2010","17-34","AkademikerIn","7.62","7.5","917","5","7","9","10","10","7.5","7.74","0","10","8","8"
"2010","17-34","Hauptschule","7.3","7.5","1343","4","6","9","10","10","7.17","7.43","0","10","8","8"
"2010","17-34","Realschule","7.4","7.5","1971","5","7","9","10","10","7.3","7.5","0","10","8","8"
"2010","35-65","(Fach-)Abitur","7.5","7.5","1547","5","7","9","10","10","7.4","7.6","0","10","8","8"
"2010","35-65","(noch) kein Abschluss","6.89","6.5","172","3","5","9","10","10","6.49","7.29","0","10","7","8"
"2010","35-65","AkademikerIn","7.83","7.5","3554","6","7","9","10","10","7.77","7.89","0","10","8","8"
"2010","35-65","Hauptschule","7.57","7.5","3820","5","7","9","10","10","7.5","7.64","0","10","8","8"
"2010","35-65","Realschule","7.64","7.5","4221","5","7","9","10","10","7.58","7.7","0","10","8","8"
"2010","66 +","(Fach-)Abitur","8.17","7.5","169","6","8","9","10","10","7.94","8.4","1","10","8","9"
"2010","66 +","(noch) kein Abschluss","7.35","7.5","50","5","6","9","10","10","6.76","7.94","2","10","7","8"
"2010","66 +","AkademikerIn","8.21","7.5","896","6","8","10","10","10","8.11","8.31","2","10","8","9"
"2010","66 +","Hauptschule","8.11","7.5","2306","6","7","9","10","10","8.04","8.18","0","10","8","8"
"2010","66 +","Realschule","8.29","7.5","577","7","8","9","10","10","8.17","8.41","0","10","8","9"
"2011","17-34","(Fach-)Abitur","7.64","7.5","1292","5","7","9","10","10","7.53","7.75","0","10","8","8"
"2011","17-34","(noch) kein Abschluss","7.9","7.5","538","5","7","10","10","10","7.71","8.09","0","10","8","9"
"2011","17-34","AkademikerIn","7.59","7.5","866","5","7","9","9","10","7.47","7.71","1","10","8","8"
"2011","17-34","Hauptschule","7.47","7.5","1207","4","6","9","10","10","7.33","7.61","0","10","8","8"
"2011","17-34","Realschule","7.59","7.5","1800","5","7","9","10","10","7.49","7.69","0","10","8","8"
"2011","35-65","(Fach-)Abitur","7.61","7.5","1794","5","7","9","10","10","7.52","7.7","0","10","8","8"
"2011","35-65","(noch) kein Abschluss","6.74","6.5","194","4","5","8","10","10","6.37","7.11","0","10","7","8"
"2011","35-65","AkademikerIn","7.88","7.5","3913","5","7","9","10","10","7.82","7.94","0","10","8","8"
"2011","35-65","Hauptschule","7.54","7.5","4186","5","7","9","10","10","7.48","7.6","0","10","8","8"
"2011","35-65","Realschule","7.69","7.5","4772","5","7","9","10","10","7.64","7.74","0","10","8","8"
"2011","66 +","(Fach-)Abitur","8.09","7.5","196","6","8","9","10","10","7.87","8.31","2","10","8","9"
"2011","66 +","(noch) kein Abschluss","7.2","7.5","59","5","6","9","10","10","6.71","7.69","2","10","7","8"
"2011","66 +","AkademikerIn","8.29","8.5","976","6","8","10","10","10","8.19","8.39","1","10","9","9"
"2011","66 +","Hauptschule","8.07","7.5","2523","6","7","9","10","10","8.01","8.13","0","10","8","8"
"2011","66 +","Realschule","8.24","8.5","674","6","7","10","10","10","8.12","8.36","2","10","8","9"
"2012","17-34","(Fach-)Abitur","7.58","7.5","1282","5","7","9","10","10","7.47","7.69","0","10","8","8"
"2012","17-34","(noch) kein Abschluss","7.78","7.5","559","5","7","9","10","10","7.6","7.96","0","10","8","9"
"2012","17-34","AkademikerIn","7.76","7.5","838","6","7","9","10","10","7.64","7.88","0","10","8","8"
"2012","17-34","Hauptschule","7.24","7.5","1170","4","6","9","10","10","7.1","7.38","0","10","7","8"
"2012","17-34","Realschule","7.57","7.5","1679","5","7","9","10","10","7.47","7.67","0","10","8","8"
"2012","35-65","(Fach-)Abitur","7.66","7.5","1876","5","7","9","10","10","7.57","7.75","0","10","8","8"
"2012","35-65","(noch) kein Abschluss","6.77","6.5","200","3","5","9","10","10","6.39","7.15","0","10","7","8"
"2012","35-65","AkademikerIn","7.96","7.5","3977","6","7","9","10","10","7.91","8.01","0","10","8","8"
"2012","35-65","Hauptschule","7.63","7.5","4310","5","7","9","10","10","7.57","7.69","0","10","8","8"
"2012","35-65","Realschule","7.72","7.5","4999","5","7","9","10","10","7.67","7.77","0","10","8","8"
"2012","66 +","(Fach-)Abitur","8.16","7.5","214","6","7","10","10","10","7.94","8.38","2","10","8","9"
"2012","66 +","(noch) kein Abschluss","7.3","7.5","69","4","5","9","10","10","6.82","7.78","3","10","7","8"
"2012","66 +","AkademikerIn","8.28","7.5","1100","7","8","10","10","10","8.19","8.37","2","10","8","9"
"2012","66 +","Hauptschule","8.13","7.5","2723","6","7","9","10","10","8.07","8.19","0","10","8","8"
"2012","66 +","Realschule","8.23","7.5","765","6","8","9","10","10","8.12","8.34","0","10","8","9"
"2013","17-34","(Fach-)Abitur","7.61","7.5","1686","5","7","9","10","10","7.51","7.71","0","10","8","8"
"2013","17-34","(noch) kein Abschluss","7.75","7.5","813","4","7","9","10","10","7.59","7.91","0","10","8","8"
"2013","17-34","AkademikerIn","7.77","7.5","1114","5","7","9","10","10","7.66","7.88","0","10","8","8"
"2013","17-34","Hauptschule","7.16","7.5","1633","4","6","9","10","10","7.04","7.28","0","10","8","8"
"2013","17-34","Realschule","7.49","7.5","1987","4","6","9","10","10","7.39","7.59","0","10","8","8"
"2013","35-65","(Fach-)Abitur","7.67","7.5","2516","5","7","9","10","10","7.59","7.75","0","10","8","8"
"2013","35-65","(noch) kein Abschluss","6.78","7.5","409","3","5","9","10","10","6.51","7.05","0","10","7","8"
"2013","35-65","AkademikerIn","8.02","7.5","4571","6","7","9","10","10","7.97","8.07","0","10","8","8"
"2013","35-65","Hauptschule","7.63","7.5","5064","5","7","9","10","10","7.57","7.69","0","10","8","8"
"2013","35-65","Realschule","7.78","7.5","4993","5","7","9","10","10","7.73","7.83","0","10","8","8"
"2013","66 +","(Fach-)Abitur","8","7.5","249","5","7","9","10","10","7.79","8.21","1","10","8","9"
"2013","66 +","(noch) kein Abschluss","7.36","7.5","82","5","6","9","10","10","6.89","7.83","1","10","7","8"
"2013","66 +","AkademikerIn","8.32","7.5","1169","6","8","10","10","10","8.24","8.4","2","10","8","9"
"2013","66 +","Hauptschule","8.18","7.5","2705","6","7","9","10","10","8.12","8.24","0","10","8","8"
"2013","66 +","Realschule","8.25","8.5","796","6","8","10","10","10","8.14","8.36","1","10","8","9"
"2014","17-34","(Fach-)Abitur","7.74","7.5","1471","5","7","9","10","10","7.64","7.84","0","10","8","8"
"2014","17-34","(noch) kein Abschluss","7.75","7.5","569","5","7","9","10","10","7.56","7.94","0","10","8","9"
"2014","17-34","AkademikerIn","7.48","7.5","944","5","7","9","10","10","7.36","7.6","0","10","8","8"
"2014","17-34","Hauptschule","7.3","7.5","1291","4","6","9","10","10","7.17","7.43","0","10","8","8"
"2014","17-34","Realschule","7.51","7.5","1597","5","6","9","10","10","7.41","7.61","0","10","8","8"
"2014","35-65","(Fach-)Abitur","7.79","7.5","2207","5","7","9","10","10","7.71","7.87","0","10","8","8"
"2014","35-65","(noch) kein Abschluss","6.75","6.5","342","3","5","9","10","10","6.48","7.02","0","10","7","8"
"2014","35-65","AkademikerIn","8","7.5","4110","6","7","9","10","10","7.95","8.05","0","10","8","8"
"2014","35-65","Hauptschule","7.66","7.5","4270","5","7","9","10","10","7.6","7.72","0","10","8","8"
"2014","35-65","Realschule","7.8","7.5","4466","5","7","9","10","10","7.74","7.86","0","10","8","8"
"2014","66 +","(Fach-)Abitur","8.31","8.5","251","6","7","10","10","10","8.1","8.52","2","10","8","9"
"2014","66 +","(noch) kein Abschluss","7.84","7.5","71","5","7","9","10","10","7.42","8.26","3","10","8","9"
"2014","66 +","AkademikerIn","8.33","8.5","1162","7","8","10","10","10","8.25","8.41","1","10","9","9"
"2014","66 +","Hauptschule","8.18","7.5","2625","6","8","9","10","10","8.12","8.24","0","10","8","8"
"2014","66 +","Realschule","8.36","8.5","798","7","8","10","10","10","8.26","8.46","1","10","8","9"
"2015","17-34","(Fach-)Abitur","7.84","7.5","1331","5","7","9","10","10","7.73","7.95","0","10","8","8"
"2015","17-34","(noch) kein Abschluss","7.68","7.5","435","5","7","9","10","10","7.45","7.91","0","10","8","8"
"2015","17-34","AkademikerIn","7.78","7.5","855","6","7","9","10","10","7.66","7.9","0","10","8","8"
"2015","17-34","Hauptschule","7.4","7.5","1035","4","6","9","10","10","7.25","7.55","0","10","8","8"
"2015","17-34","Realschule","7.66","7.5","1358","5","7","9","10","10","7.55","7.77","0","10","8","8"
"2015","35-65","(Fach-)Abitur","7.76","7.5","2051","5","7","9","10","10","7.68","7.84","0","10","8","8"
"2015","35-65","(noch) kein Abschluss","6.46","7.5","303","2","4","9","10","10","6.16","6.76","0","10","7","8"
"2015","35-65","AkademikerIn","8.02","7.5","3827","6","7","9","10","10","7.96","8.08","0","10","8","8"
"2015","35-65","Hauptschule","7.69","7.5","3777","5","7","9","10","10","7.63","7.75","0","10","8","8"
"2015","35-65","Realschule","7.81","7.5","4296","5","7","9","10","10","7.75","7.87","0","10","8","8"
"2015","66 +","(Fach-)Abitur","8.22","7.5","253","6","8","10","10","10","8.03","8.41","2","10","8","9"
"2015","66 +","(noch) kein Abschluss","7.56","7.5","58","6","7","8","10","10","7.16","7.96","4","10","8","9"
"2015","66 +","AkademikerIn","8.29","8.5","1178","6","8","9","10","10","8.21","8.37","0","10","9","9"
"2015","66 +","Hauptschule","8.16","7.5","2538","6","7","9","10","10","8.1","8.22","0","10","8","8"
"2015","66 +","Realschule","8.29","7.5","818","6","8","10","10","10","8.19","8.39","1","10","8","9"
"2016","17-34","(Fach-)Abitur","7.76","7.5","1339","5","7","9","10","10","7.65","7.87","0","10","8","8"
"2016","17-34","(noch) kein Abschluss","7.78","7.5","420","5","7","9","10","10","7.57","7.99","0","10","8","9"
"2016","17-34","AkademikerIn","7.61","7.5","931","5","7","9","10","10","7.49","7.73","0","10","8","8"
"2016","17-34","Hauptschule","7.62","7.5","1002","4","7","9","10","10","7.47","7.77","0","10","8","8"
"2016","17-34","Realschule","7.65","7.5","1181","5","7","9","10","10","7.53","7.77","0","10","8","8"
"2016","35-65","(Fach-)Abitur","7.74","7.5","2082","5","7","9","10","10","7.66","7.82","0","10","8","8"
"2016","35-65","(noch) kein Abschluss","6.71","6.5","322","3","5","9","10","10","6.42","7","0","10","7","8"
"2016","35-65","AkademikerIn","8.03","7.5","3760","6","7","9","10","10","7.97","8.09","0","10","8","8"
"2016","35-65","Hauptschule","7.73","7.5","3568","5","7","9","10","10","7.66","7.8","0","10","8","8"
"2016","35-65","Realschule","7.8","7.5","3996","5","7","9","10","10","7.74","7.86","0","10","8","8"
"2016","66 +","(Fach-)Abitur","8.3","7.5","238","6","8","10","10","10","8.1","8.5","2","10","8","9"
"2016","66 +","(noch) kein Abschluss","7.21","7.5","57","3","6","9","10","10","6.73","7.69","2","10","8","9"
"2016","66 +","AkademikerIn","8.39","8.5","1180","7","8","10","10","10","8.31","8.47","2","10","9","9"
"2016","66 +","Hauptschule","8.19","7.5","2378","6","8","9","10","10","8.13","8.25","0","10","8","8"
"2016","66 +","Realschule","8.28","8.5","812","6","8","9","10","10","8.17","8.39","0","10","8","9"
"2017","17-34","(Fach-)Abitur","7.66","7.5","1556","5","7","9","10","10","7.56","7.76","0","10","8","8"
"2017","17-34","(noch) kein Abschluss","8.07","8.5","490","5","7","10","10","10","7.88","8.26","0","10","8","9"
"2017","17-34","AkademikerIn","7.69","7.5","1028","5","7","9","10","10","7.57","7.81","0","10","8","8"
"2017","17-34","Hauptschule","7.33","7.5","985","4","6","9","10","10","7.18","7.48","0","10","8","8"
"2017","17-34","Realschule","7.62","7.5","1354","5","7","9","10","10","7.51","7.73","0","10","8","8"
"2017","35-65","(Fach-)Abitur","7.78","7.5","2277","5","7","9","10","10","7.7","7.86","0","10","8","8"
"2017","35-65","(noch) kein Abschluss","6.96","7.5","338","3","5","9","10","10","6.69","7.23","0","10","7","8"
"2017","35-65","AkademikerIn","8.05","7.5","4203","6","7","9","10","10","8","8.1","0","10","8","8"
"2017","35-65","Hauptschule","7.64","7.5","3759","5","7","9","10","10","7.57","7.71","0","10","8","8"
"2017","35-65","Realschule","7.8","7.5","4602","5","7","9","10","10","7.75","7.85","0","10","8","8"
"2017","66 +","(Fach-)Abitur","8.23","7.5","268","6","7","10","10","10","8.03","8.43","1","10","8","9"
"2017","66 +","(noch) kein Abschluss","7.63","7.5","65","5","7","9","10","10","7.14","8.12","2","10","8","9"
"2017","66 +","AkademikerIn","8.36","8.5","1254","6","8","10","10","10","8.28","8.44","2","10","9","9"
"2017","66 +","Hauptschule","8.14","7.5","2380","6","7","9","10","10","8.08","8.2","0","10","8","8"
"2017","66 +","Realschule","8.31","7.5","937","6","8","9","10","10","8.21","8.41","1","10","8","9"
"2018","17-34","(Fach-)Abitur","7.66","7.5","1542","5","7","9","10","10","7.56","7.76","0","10","8","8"
"2018","17-34","(noch) kein Abschluss","7.83","7.5","458","4","7","10","10","10","7.62","8.04","0","10","8","9"
"2018","17-34","AkademikerIn","7.62","7.5","1047","5","7","9","10","10","7.5","7.74","0","10","8","8"
"2018","17-34","Hauptschule","7.33","7.5","950","4","6","9","10","10","7.18","7.48","0","10","8","8"
"2018","17-34","Realschule","7.45","7.5","1245","4","6","9","10","10","7.33","7.57","0","10","8","8"
"2018","35-65","(Fach-)Abitur","7.73","7.5","2163","5","7","9","10","10","7.65","7.81","0","10","8","8"
