"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1991","66 und älter","maennlich","8.37","8.5","550","8.22","8.52"
"1991","66 und älter","weiblich","8.24","8.5","892","8.11","8.37"
"1992","16-34 Jahre alt","maennlich","6.9","6.5","2461","6.8","7"
"1992","16-34 Jahre alt","weiblich","6.89","6.5","2466","6.79","6.99"
"1992","35-65 Jahre alt","maennlich","7.51","7.5","3410","7.44","7.58"
"1992","35-65 Jahre alt","weiblich","7.54","7.5","3454","7.47","7.61"
"1992","66 und älter","maennlich","8.29","7.5","547","8.13","8.45"
"1992","66 und älter","weiblich","8.21","7.5","890","8.09","8.33"
"1993","16-34 Jahre alt","maennlich","6.95","6.5","2433","6.85","7.05"
"1993","16-34 Jahre alt","weiblich","7.11","7.5","2407","7.01","7.21"
"1993","35-65 Jahre alt","maennlich","7.5","7.5","3345","7.42","7.58"
"1993","35-65 Jahre alt","weiblich","7.62","7.5","3372","7.54","7.7"
"1993","66 und älter","maennlich","8.29","8.5","551","8.13","8.45"
"1993","66 und älter","weiblich","8.15","7.5","910","8.02","8.28"
"1994","16-34 Jahre alt","maennlich","7","6.5","2352","6.9","7.1"
"1994","16-34 Jahre alt","weiblich","7.09","7.5","2392","6.99","7.19"
"1994","35-65 Jahre alt","maennlich","7.53","7.5","3268","7.46","7.6"
"1994","35-65 Jahre alt","weiblich","7.58","7.5","3293","7.5","7.66"
"1994","66 und älter","maennlich","8.37","8.5","566","8.23","8.51"
"1994","66 und älter","weiblich","8.27","8.5","921","8.15","8.39"
"1995","16-34 Jahre alt","maennlich","7.03","6.5","2394","6.94","7.12"
"1995","16-34 Jahre alt","weiblich","7.06","7.5","2449","6.96","7.16"
"1995","35-65 Jahre alt","maennlich","7.49","7.5","3363","7.42","7.56"
"1995","35-65 Jahre alt","weiblich","7.56","7.5","3425","7.49","7.63"
"1995","66 und älter","maennlich","8.12","7.5","587","7.97","8.27"
"1995","66 und älter","weiblich","8.1","7.5","929","7.98","8.22"
"1996","16-34 Jahre alt","maennlich","7.04","7.5","2322","6.95","7.13"
"1996","16-34 Jahre alt","weiblich","7.21","7.5","2377","7.11","7.31"
"1996","35-65 Jahre alt","maennlich","7.5","7.5","3331","7.43","7.57"
"1996","35-65 Jahre alt","weiblich","7.65","7.5","3394","7.58","7.72"
"1996","66 und älter","maennlich","8.16","7.5","601","8.01","8.31"
"1996","66 und älter","weiblich","8","7.5","940","7.87","8.13"
"1997","16-34 Jahre alt","maennlich","7.1","6.5","2257","7.01","7.19"
"1997","16-34 Jahre alt","weiblich","7.19","7.5","2276","7.1","7.28"
"1997","35-65 Jahre alt","maennlich","7.46","7.5","3259","7.39","7.53"
"1997","35-65 Jahre alt","weiblich","7.56","7.5","3353","7.49","7.63"
"1997","66 und älter","maennlich","8.02","7.5","632","7.88","8.16"
"1997","66 und älter","weiblich","7.98","7.5","941","7.86","8.1"
"1998","16-34 Jahre alt","maennlich","7.24","7.5","2364","7.15","7.33"
"1998","16-34 Jahre alt","weiblich","7.26","7.5","2405","7.17","7.35"
"1998","35-65 Jahre alt","maennlich","7.6","7.5","3703","7.54","7.66"
"1998","35-65 Jahre alt","weiblich","7.65","7.5","3788","7.58","7.72"
"1998","66 und älter","maennlich","7.99","7.5","753","7.86","8.12"
"1998","66 und älter","weiblich","8.04","7.5","1086","7.93","8.15"
"1999","16-34 Jahre alt","maennlich","7.23","7.5","2229","7.14","7.32"
"1999","16-34 Jahre alt","weiblich","7.38","7.5","2285","7.29","7.47"
"1999","35-65 Jahre alt","maennlich","7.58","7.5","3590","7.52","7.64"
"1999","35-65 Jahre alt","weiblich","7.71","7.5","3667","7.64","7.78"
"1999","66 und älter","maennlich","8.01","7.5","749","7.88","8.14"
"1999","66 und älter","weiblich","8.1","7.5","1037","7.99","8.21"
"2000","16-34 Jahre alt","maennlich","7.29","7.5","3368","7.22","7.36"
"2000","16-34 Jahre alt","weiblich","7.48","7.5","3597","7.41","7.55"
"2000","35-65 Jahre alt","maennlich","7.72","7.5","6606","7.67","7.77"
"2000","35-65 Jahre alt","weiblich","7.83","7.5","6783","7.78","7.88"
"2000","66 und älter","maennlich","8.26","7.5","1532","8.18","8.34"
"2000","66 und älter","weiblich","8.12","7.5","2051","8.04","8.2"
"2001","16-34 Jahre alt","maennlich","7.31","7.5","2968","7.24","7.38"
"2001","16-34 Jahre alt","weiblich","7.49","7.5","3191","7.42","7.56"
"2001","35-65 Jahre alt","maennlich","7.67","7.5","6019","7.62","7.72"
"2001","35-65 Jahre alt","weiblich","7.83","7.5","6209","7.78","7.88"
"2001","66 und älter","maennlich","8.37","8.5","1467","8.29","8.45"
"2001","66 und älter","weiblich","8.22","7.5","1913","8.15","8.29"
"2002","16-34 Jahre alt","maennlich","7.26","7.5","2914","7.19","7.33"
"2002","16-34 Jahre alt","weiblich","7.36","7.5","3113","7.29","7.43"
"2002","35-65 Jahre alt","maennlich","7.62","7.5","6533","7.58","7.66"
"2002","35-65 Jahre alt","weiblich","7.72","7.5","6727","7.67","7.77"
"2002","66 und älter","maennlich","8.17","7.5","1609","8.09","8.25"
"2002","66 und älter","weiblich","8.06","7.5","1967","7.98","8.14"
"2003","16-34 Jahre alt","maennlich","7.26","7.5","2754","7.18","7.34"
"2003","16-34 Jahre alt","weiblich","7.38","7.5","3003","7.3","7.46"
"2003","35-65 Jahre alt","maennlich","7.59","7.5","6211","7.54","7.64"
"2003","35-65 Jahre alt","weiblich","7.72","7.5","6444","7.67","7.77"
"2003","66 und älter","maennlich","8.25","7.5","1656","8.18","8.32"
"2003","66 und älter","weiblich","8.06","7.5","1984","7.99","8.13"
"2004","16-34 Jahre alt","maennlich","7.31","7.5","2659","7.23","7.39"
"2004","16-34 Jahre alt","weiblich","7.54","7.5","2861","7.47","7.61"
"2004","35-65 Jahre alt","maennlich","7.66","7.5","5948","7.61","7.71"
"2004","35-65 Jahre alt","weiblich","7.76","7.5","6243","7.71","7.81"
"2004","66 und älter","maennlich","8.24","7.5","1711","8.17","8.31"
"2004","66 und älter","weiblich","8.14","7.5","2031","8.07","8.21"
"2005","16-34 Jahre alt","maennlich","7.24","7.5","2512","7.16","7.32"
"2005","16-34 Jahre alt","weiblich","7.47","7.5","2715","7.39","7.55"
"2005","35-65 Jahre alt","maennlich","7.61","7.5","5605","7.56","7.66"
"2005","35-65 Jahre alt","weiblich","7.71","7.5","5979","7.66","7.76"
"2005","66 und älter","maennlich","8.2","7.5","1729","8.12","8.28"
"2005","66 und älter","weiblich","8.16","7.5","2023","8.08","8.24"
"2006","16-34 Jahre alt","maennlich","7.23","7.5","2396","7.15","7.31"
"2006","16-34 Jahre alt","weiblich","7.33","7.5","2658","7.25","7.41"
"2006","35-65 Jahre alt","maennlich","7.61","7.5","5948","7.56","7.66"
"2006","35-65 Jahre alt","weiblich","7.72","7.5","6430","7.67","7.77"
"2006","66 und älter","maennlich","8.07","7.5","2075","8","8.14"
"2006","66 und älter","weiblich","8.11","7.5","2335","8.04","8.18"
"2007","16-34 Jahre alt","maennlich","7.37","7.5","2196","7.29","7.45"
"2007","16-34 Jahre alt","weiblich","7.35","7.5","2435","7.27","7.43"
"2007","35-65 Jahre alt","maennlich","7.59","7.5","5489","7.54","7.64"
"2007","35-65 Jahre alt","weiblich","7.68","7.5","5948","7.63","7.73"
"2007","66 und älter","maennlich","8.14","7.5","2030","8.07","8.21"
"2007","66 und älter","weiblich","8.12","7.5","2291","8.05","8.19"
"2008","16-34 Jahre alt","maennlich","7.48","7.5","2041","7.4","7.56"
"2008","16-34 Jahre alt","weiblich","7.58","7.5","2254","7.5","7.66"
"2008","35-65 Jahre alt","maennlich","7.74","7.5","5096","7.69","7.79"
"2008","35-65 Jahre alt","weiblich","7.81","7.5","5559","7.76","7.86"
"2008","66 und älter","maennlich","8.14","7.5","2030","8.07","8.21"
"2008","66 und älter","weiblich","8.21","7.5","2252","8.15","8.27"
"2009","16-34 Jahre alt","maennlich","7.39","7.5","1880","7.3","7.48"
"2009","16-34 Jahre alt","weiblich","7.4","7.5","2032","7.31","7.49"
"2009","35-65 Jahre alt","maennlich","7.65","7.5","4708","7.6","7.7"
"2009","35-65 Jahre alt","weiblich","7.74","7.5","5162","7.69","7.79"
"2009","66 und älter","maennlich","8.05","7.5","1973","7.98","8.12"
"2009","66 und älter","weiblich","8.17","7.5","2175","8.1","8.24"
"2010","16-34 Jahre alt","maennlich","7.49","7.5","2740","7.41","7.57"
"2010","16-34 Jahre alt","weiblich","7.43","7.5","3764","7.36","7.5"
"2010","35-65 Jahre alt","maennlich","7.6","7.5","6214","7.55","7.65"
"2010","35-65 Jahre alt","weiblich","7.66","7.5","7148","7.61","7.71"
"2010","66 und älter","maennlich","8.17","7.5","1917","8.1","8.24"
"2010","66 und älter","weiblich","8.12","7.5","2092","8.05","8.19"
"2011","16-34 Jahre alt","maennlich","7.64","7.5","2635","7.56","7.72"
"2011","16-34 Jahre alt","weiblich","7.55","7.5","3612","7.48","7.62"
"2011","35-65 Jahre alt","maennlich","7.62","7.5","6829","7.58","7.66"
"2011","35-65 Jahre alt","weiblich","7.68","7.5","8193","7.64","7.72"
"2011","66 und älter","maennlich","8.11","7.5","2137","8.04","8.18"
"2011","66 und älter","weiblich","8.13","7.5","2315","8.06","8.2"
"2012","16-34 Jahre alt","maennlich","7.62","7.5","2622","7.54","7.7"
"2012","16-34 Jahre alt","weiblich","7.49","7.5","3401","7.42","7.56"
"2012","35-65 Jahre alt","maennlich","7.69","7.5","6946","7.65","7.73"
"2012","35-65 Jahre alt","weiblich","7.75","7.5","8482","7.71","7.79"
"2012","66 und älter","maennlich","8.17","7.5","2382","8.11","8.23"
"2012","66 und älter","weiblich","8.15","7.5","2521","8.09","8.21"
"2013","16-34 Jahre alt","maennlich","7.56","7.5","3457","7.49","7.63"
"2013","16-34 Jahre alt","weiblich","7.53","7.5","4344","7.46","7.6"
"2013","35-65 Jahre alt","maennlich","7.71","7.5","8047","7.67","7.75"
"2013","35-65 Jahre alt","weiblich","7.79","7.5","9670","7.75","7.83"
"2013","66 und älter","maennlich","8.19","7.5","2448","8.13","8.25"
"2013","66 und älter","weiblich","8.19","7.5","2583","8.13","8.25"
"2014","16-34 Jahre alt","maennlich","7.56","7.5","2934","7.49","7.63"
"2014","16-34 Jahre alt","weiblich","7.56","7.5","3533","7.49","7.63"
"2014","35-65 Jahre alt","maennlich","7.76","7.5","7032","7.72","7.8"
"2014","35-65 Jahre alt","weiblich","7.79","7.5","8540","7.75","7.83"
"2014","66 und älter","maennlich","8.26","7.5","2422","8.2","8.32"
"2014","66 und älter","weiblich","8.22","7.5","2522","8.16","8.28"
"2015","16-34 Jahre alt","maennlich","7.69","7.5","2584","7.61","7.77"
"2015","16-34 Jahre alt","weiblich","7.7","7.5","3068","7.62","7.78"
"2015","35-65 Jahre alt","maennlich","7.74","7.5","6440","7.7","7.78"
"2015","35-65 Jahre alt","weiblich","7.83","7.5","7959","7.79","7.87"
"2015","66 und älter","maennlich","8.21","7.5","2381","8.15","8.27"
"2015","66 und älter","weiblich","8.19","7.5","2498","8.13","8.25"
"2016","16-34 Jahre alt","maennlich","7.72","7.5","2511","7.64","7.8"
"2016","16-34 Jahre alt","weiblich","7.66","7.5","2981","7.58","7.74"
"2016","35-65 Jahre alt","maennlich","7.77","7.5","6191","7.72","7.82"
"2016","35-65 Jahre alt","weiblich","7.83","7.5","7677","7.78","7.88"
"2016","66 und älter","maennlich","8.22","7.5","2302","8.16","8.28"
"2016","66 und älter","weiblich","8.25","7.5","2398","8.19","8.31"
"2017","16-34 Jahre alt","maennlich","7.66","7.5","2845","7.59","7.73"
"2017","16-34 Jahre alt","weiblich","7.61","7.5","3190","7.53","7.69"
"2017","35-65 Jahre alt","maennlich","7.73","7.5","6873","7.69","7.77"
"2017","35-65 Jahre alt","weiblich","7.85","7.5","8470","7.81","7.89"
"2017","66 und älter","maennlich","8.18","7.5","2444","8.12","8.24"
"2017","66 und älter","weiblich","8.22","7.5","2501","8.16","8.28"
"2018","16-34 Jahre alt","maennlich","7.58","7.5","2775","7.5","7.66"
"2018","16-34 Jahre alt","weiblich","7.58","7.5","3112","7.5","7.66"
"2018","35-65 Jahre alt","maennlich","7.77","7.5","6515","7.73","7.81"
"2018","35-65 Jahre alt","weiblich","7.76","7.5","8103","7.72","7.8"
"2018","66 und älter","maennlich","8.17","7.5","2437","8.11","8.23"
"2018","66 und älter","weiblich","8.24","7.5","2539","8.18","8.3"
"2019","16-34 Jahre alt","maennlich","7.62","7.5","2552","7.54","7.7"
"2019","16-34 Jahre alt","weiblich","7.71","7.5","2810","7.63","7.79"
"2019","35-65 Jahre alt","maennlich","7.84","7.5","7098","7.8","7.88"
"2019","35-65 Jahre alt","weiblich","7.86","7.5","8047","7.82","7.9"
"2019","66 und älter","maennlich","8.22","7.5","2638","8.16","8.28"
"2019","66 und älter","weiblich","8.31","8.5","2581","8.25","8.37"
"2020","16-34 Jahre alt","maennlich","7.55","7.5","3076","7.47","7.63"
"2020","16-34 Jahre alt","weiblich","7.68","7.5","3147","7.61","7.75"
"2020","35-65 Jahre alt","maennlich","7.8","7.5","6726","7.76","7.84"
"2020","35-65 Jahre alt","weiblich","7.86","7.5","7747","7.82","7.9"
"2020","66 und älter","maennlich","8.26","7.5","2447","8.2","8.32"
"2020","66 und älter","weiblich","8.25","7.5","2480","8.19","8.31"
