year,age_gr,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,17-29 J.,male,7.355858956086504,7.298497561102506,7.4132203510705015,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,1707.0
1984,17-29 J.,female,7.3437334220985475,7.281238795050869,7.406228049146226,5.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,1681.0
1984,30-45 J.,male,7.6956065808215035,7.645459038621013,7.745754123021994,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1933.0
1984,30-45 J.,female,7.793495328853164,7.742271544804879,7.8447191129014495,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1963.0
1984,46-65 J.,male,8.200271181746606,8.15364270523059,8.246899658262622,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,1771.0
1984,46-65 J.,female,8.22896254976147,8.180611182166217,8.277313917356722,7.0,9.0,10.0,2.5,10.0,9.0,9.0,9.0,1771.0
1984,66 und älter,male,8.458515204167803,8.375400095424187,8.541630312911419,8.0,9.0,10.0,5.0,10.0,9.0,8.974999999999994,9.0,502.0
1984,66 und älter,female,8.44125392681789,8.37677909370528,8.505728759930498,8.0,9.0,10.0,5.0,10.0,9.0,9.0,9.0,758.0
1985,17-29 J.,male,7.471510702627601,7.4152857924748625,7.527735612780339,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1582.0
1985,17-29 J.,female,7.374724507376686,7.31443025441713,7.435018760336242,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1485.0
1985,30-45 J.,male,7.566866636150787,7.514702255676956,7.619031016624619,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1702.0
1985,30-45 J.,female,7.748725791439044,7.696465392211498,7.800986190666591,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1765.0
1985,46-65 J.,male,8.080991899129604,8.034278044534556,8.127705753724651,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1639.0
1985,46-65 J.,female,8.109303956857357,8.060719295319094,8.157888618395619,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,1643.0
1985,66 und älter,male,8.321821193845576,8.235658233721427,8.407984153969725,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0,440.0
1985,66 und älter,female,8.25644868819689,8.187063206707082,8.325834169686699,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,659.0
1986,17-29 J.,male,7.29622913778276,7.241672195094658,7.350786080470861,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1578.0
1986,17-29 J.,female,7.291927037157155,7.232219424018767,7.3516346502955425,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1449.0
1986,30-45 J.,male,7.526406370770019,7.47473614449057,7.578076597049468,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1574.0
1986,30-45 J.,female,7.587686738943077,7.536720377816887,7.638653100069267,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1684.0
1986,46-65 J.,male,8.04097178805524,7.994689145387181,8.087254430723299,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1641.0
1986,46-65 J.,female,8.048722193237559,8.000046774014214,8.097397612460904,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1576.0
1986,66 und älter,male,8.317349421620102,8.230187802150649,8.404511041089556,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,418.0
1986,66 und älter,female,8.312198193731714,8.24101886853388,8.383377518929548,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,606.0
1987,17-29 J.,male,7.46487296617345,7.401414131344503,7.528331801002397,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1112.0
1987,17-29 J.,female,7.338937483811668,7.270103615112959,7.407771352510376,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1054.0
1987,30-45 J.,male,7.5692016474491535,7.510016542297383,7.628386752600924,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1095.0
