year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1991,-1,6.977096404524635,6.707456150890771,7.246736658158499,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,88.0
1991,Staedtischer Raum,7.577835159847135,7.555677363229999,7.599992956464271,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8605.0
1991,Laendlicher Raum,7.5091407234360785,7.478487456144724,7.539793990727433,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4635.0
1992,-1,6.025615590392366,5.817591609526172,6.233639571258561,5.0,6.0,8.0,0.5,10.0,6.0,5.0,7.0,114.0
1992,Staedtischer Raum,7.490987008639587,7.468718185369229,7.513255831909945,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,8454.0
1992,Laendlicher Raum,7.405226518980756,7.374278492923998,7.436174545037514,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4445.0
1993,Staedtischer Raum,7.533687719512741,7.511044977853148,7.556330461172335,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,8395.0
1993,Laendlicher Raum,7.443151193893398,7.411553701379326,7.4747486864074695,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4417.0
1994,Staedtischer Raum,7.532960437804303,7.510338084426757,7.555582791181849,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,8290.0
1994,Laendlicher Raum,7.533286065980606,7.501654492163067,7.5649176397981455,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4327.0
1995,Staedtischer Raum,7.495473167610185,7.4732308645494925,7.517715470670877,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,8514.0
1995,Laendlicher Raum,7.47468916945152,7.444467313768746,7.5049110251342945,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4433.0
1996,Staedtischer Raum,7.524177811827455,7.502141810917621,7.546213812737289,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8341.0
1996,Laendlicher Raum,7.551911165811487,7.521346229757192,7.582476101865781,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4411.0
1997,-1,,,,,,,,,,,,
1997,Staedtischer Raum,7.499115247431128,7.477412297784005,7.520818197078251,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,8162.0
1997,Laendlicher Raum,7.49952877645425,7.469634936862872,7.529422616045628,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4338.0
1998,Staedtischer Raum,7.541509137689629,7.520646412446474,7.5623718629327845,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,9054.0
1998,Laendlicher Raum,7.709059057294916,7.682295330148117,7.735822784441716,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4819.0
1999,Staedtischer Raum,7.5886590643667535,7.568012922305084,7.609305206428423,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8682.0
1999,Laendlicher Raum,7.736904434924132,7.709803023165419,7.764005846682846,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4669.0
2000,Staedtischer Raum,7.702957205749943,7.687232634037886,7.718681777462,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,15390.0
2000,Laendlicher Raum,7.847400937179069,7.827145361942254,7.867656512415884,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8195.0
2001,Staedtischer Raum,7.719834634569616,7.70401717626142,7.735652092877812,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14036.0
2001,Laendlicher Raum,7.861342470904775,7.840134895112915,7.882550046696635,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7437.0
2002,Staedtischer Raum,7.627373239007988,7.611995521449289,7.642750956566687,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14969.0
2002,Laendlicher Raum,7.760330791709118,7.739209230780684,7.781452352637553,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7551.0
2003,Staedtischer Raum,7.632125607218611,7.616572178968936,7.647679035468285,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14457.0
2003,Laendlicher Raum,7.767400096850833,7.746141136420315,7.788659057281352,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7262.0
2004,Staedtischer Raum,7.703703732923157,7.688278756215806,7.719128709630508,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14047.0
2004,Laendlicher Raum,7.849499859389154,7.828270608568951,7.870729110209358,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7065.0
2005,Staedtischer Raum,7.641902905327303,7.625761471756212,7.658044338898394,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,13454.0
2005,Laendlicher Raum,7.800672468500863,7.778123952234649,7.823220984767076,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6781.0
2006,Staedtischer Raum,7.626237959438547,7.610657618323745,7.641818300553349,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14350.0
2006,Laendlicher Raum,7.754253380836162,7.732277289274624,7.7762294723977,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7460.0
2007,Staedtischer Raum,7.663694648676941,7.648106799432445,7.679282497921437,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,13372.0
2007,Laendlicher Raum,7.734147184913464,7.712341026891729,7.755953342935199,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7017.0
2008,Staedtischer Raum,7.77507405229221,7.759257155982069,7.7908909486023505,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,12615.0
2008,Laendlicher Raum,7.894434504608361,7.87290737548283,7.915961633733891,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6617.0
2009,Staedtischer Raum,7.700136896115082,7.683381743729847,7.716892048500317,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,11623.0
2009,Laendlicher Raum,7.775571276842746,7.753078791611014,7.798063762074478,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6307.0
2010,Staedtischer Raum,7.694402565941918,7.679801797665751,7.709003334218086,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,15559.0
2010,Laendlicher Raum,7.7511945145729255,7.730726718724992,7.771662310420859,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8316.0
2011,Staedtischer Raum,7.726240375516116,7.711962659939992,7.740518091092239,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,16515.0
2011,Laendlicher Raum,7.807372287986341,7.788448329317854,7.826296246654829,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9206.0
2012,Staedtischer Raum,7.759432940607632,7.745597321920837,7.7732685592944275,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,16737.0
2012,Laendlicher Raum,7.849432127159569,7.8311277436698425,7.867736510649296,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9616.0
2013,Staedtischer Raum,7.779115676556322,7.766018559427573,7.792212793685072,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,20079.0
2013,Laendlicher Raum,7.874987482543309,7.857334345012262,7.892640620074356,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10450.0
2014,Staedtischer Raum,7.7974161228707075,7.7836901328567905,7.811142112884625,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,17571.0
2014,Laendlicher Raum,7.9289482547052526,7.911194926308875,7.94670158310163,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9411.0
2015,Staedtischer Raum,7.866258259198972,7.852141487927539,7.880375030470405,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,16103.0
2015,Laendlicher Raum,7.874506734429417,7.856081681757039,7.892931787101795,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8826.0
2016,Staedtischer Raum,7.8382113557251305,7.823770546839948,7.852652164610313,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,15594.0
2016,Laendlicher Raum,7.979232020773335,7.961267750100619,7.99719629144605,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8466.0
2017,Staedtischer Raum,7.82726112475179,7.813329084987522,7.841193164516058,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,16991.0
2017,Laendlicher Raum,7.923853870533375,7.906333973562889,7.941373767503862,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9332.0
2018,Staedtischer Raum,7.824390315259554,7.810635546987607,7.838145083531501,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,16553.0
2018,Laendlicher Raum,7.852367280045263,7.833768776112228,7.870965783978297,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8928.0
2019,-1,8.044441845893024,7.965368210698315,8.123515481087734,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,554.0
2019,Staedtischer Raum,7.885608065554442,7.871657034725276,7.899559096383609,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,16301.0
2019,Laendlicher Raum,7.963132412999105,7.944868310874765,7.981396515123445,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8775.0
2020,Staedtischer Raum,7.896972761949189,7.883449349088511,7.910496174809867,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,16926.0
2020,Laendlicher Raum,7.89098785165124,7.872042696755408,7.909933006547073,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8599.0
2021,-1,,,,,,,,,,,,
2021,Staedtischer Raum,8.068902650617426,8.053016162084596,8.084789139150256,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,11381.0
2021,Laendlicher Raum,8.05682503494759,8.035140911337006,8.078509158558173,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5799.0
