year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-1,7.914958853130352,7.894811733576227,7.935105972684476,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,11816.0
1985,Staedtischer Raum,7.7562533953614174,7.732934133035222,7.779572657687613,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,8375.0
1985,Laendlicher Raum,8.103543185354463,8.063179931302209,8.143906439406717,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,2287.0
1986,Staedtischer Raum,7.708435710387826,7.685346940804617,7.731524479971034,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,8069.0
1986,Laendlicher Raum,7.985254320230079,7.944140275125214,8.026368365334944,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,2198.0
1987,Staedtischer Raum,7.844656200671667,7.818682216452394,7.870630184890941,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,5898.0
1987,Laendlicher Raum,8.040925982753716,7.996219667155671,8.085632298351761,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1863.0
1988,Staedtischer Raum,7.670955695895413,7.648173174373246,7.693738217417579,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7688.0
1988,Laendlicher Raum,7.930110069033613,7.888134202035008,7.972085936032217,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,2031.0
1989,Staedtischer Raum,7.66167593278703,7.638727242940891,7.6846246226331685,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7499.0
1989,Laendlicher Raum,7.854280424100736,7.810395343314543,7.898165504886929,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1929.0
1990,-1,7.150365394352306,6.893845134801988,7.406885653902624,5.9771979769594346,7.692112615073768,9.0,1.4429949423985864,10.0,8.0,8.0,9.0,86.0
1990,Staedtischer Raum,7.525597620549157,7.503313235934169,7.547882005164145,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,8762.0
1990,Laendlicher Raum,7.509166996521171,7.4760588470984946,7.542275145943847,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,4722.0
