"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.8","6.5","383","3","5","9","10","10","6.56","7.04","0","10","7","8"
"1995","(Fach-)Abitur","2","7.16","7.5","277","4","6","9","10","10","6.9","7.42","0","10","7","8"
"1995","(Fach-)Abitur","3","7.71","7.5","180","5","7","9","10","10","7.38","8.04","1","10","8","8"
"1995","(Fach-)Abitur","4","7.74","7.5","132","6","7","9","10","10","7.41","8.07","0","10","8","8"
"1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.86","7.5","79","6","8","9","10","10","7.47","8.25","2","10","8","8"
"1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.72","6.5","461","3","5","8","10","10","6.5","6.94","0","10","7","7"
"1995","(noch) kein Abschluss","2","7.45","7.5","218","5","7","9","10","10","7.18","7.72","0","10","8","8"
"1995","(noch) kein Abschluss","3","7.63","7.5","92","5","6","9","10","10","7.16","8.1","0","10","7","8"
"1995","(noch) kein Abschluss","4","7.93","7.5","57","5","7","9","10","10","7.4","8.46","1","10","8","8"
"1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","AkademikerIn","1 Einkommensschwächstes Quintil","6.64","6.5","360","3","5","9","10","10","6.39","6.89","0","10","7","7"
"1995","AkademikerIn","2","7.12","7.5","454","4","6","9","10","10","6.92","7.32","0","10","7","8"
"1995","AkademikerIn","3","7.47","7.5","374","5","6","9","10","10","7.25","7.69","0","10","8","8"
"1995","AkademikerIn","4","7.75","7.5","309","5","7","9","10","10","7.52","7.98","0","10","8","8"
"1995","AkademikerIn","5 Einkommensstärkstes Quintil","8.09","7.5","252","6","7","9","10","10","7.89","8.29","2","10","8","8"
"1995","Hauptschule","1 Einkommensschwächstes Quintil","7.17","7.5","2515","4","6","9","10","10","7.08","7.26","0","10","7","8"
"1995","Hauptschule","2","7.74","7.5","1876","5","7","9","10","10","7.64","7.84","0","10","8","8"
"1995","Hauptschule","3","8","7.5","951","5","7","10","10","10","7.88","8.12","1","10","8","8"
"1995","Hauptschule","4","7.9","7.5","564","5","7","9","10","10","7.74","8.06","0","10","8","8"
"1995","Hauptschule","5 Einkommensstärkstes Quintil","8.65","8.5","179","6","8","10","10","10","8.37","8.93","0","10","9","9"
"1995","Realschule","1 Einkommensschwächstes Quintil","6.85","6.5","1065","3","5","9","10","10","6.71","6.99","0","10","7","8"
"1995","Realschule","2","7.24","7.5","908","5","6","9","10","10","7.1","7.38","0","10","7","8"
"1995","Realschule","3","7.63","7.5","543","5","7","9","10","10","7.46","7.8","0","10","8","8"
"1995","Realschule","4","7.92","7.5","382","5","7","9","10","10","7.72","8.12","0","10","8","9"
"1995","Realschule","5 Einkommensstärkstes Quintil","8.7","8.5","179","7","8","10","10","10","8.49","8.91","3","10","8","9"
"1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.9","6.5","333","3","5","9","10","10","6.65","7.15","0","10","7","7"
"1996","(Fach-)Abitur","2","7.29","7.5","281","5","7","9","9","10","7.05","7.53","0","10","7","8"
"1996","(Fach-)Abitur","3","7.86","7.5","210","5","7","9","10","10","7.62","8.1","1","10","8","8"
"1996","(Fach-)Abitur","4","7.85","7.5","129","5","7","9","10","10","7.53","8.17","2","10","8","9"
"1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.78","7.5","70","5","7","9","10","10","7.35","8.21","1","10","8","9"
"1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.78","6.5","411","3","5","9","10","10","6.55","7.01","0","10","7","7"
"1996","(noch) kein Abschluss","2","7.23","7.5","245","4","6","9","10","10","6.95","7.51","0","10","7","8"
"1996","(noch) kein Abschluss","3","7.83","7.5","85","6","7","9","10","10","7.46","8.2","0","10","8","9"
"1996","(noch) kein Abschluss","4","7.63","7.5","53","4","7","9","10","10","6.99","8.27","0","10","7","8"
"1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","AkademikerIn","1 Einkommensschwächstes Quintil","6.66","6.5","294","3","5","8","10","10","6.38","6.94","0","10","7","8"
"1996","AkademikerIn","2","7.22","7.5","468","4","6","9","10","10","7.02","7.42","0","10","7","8"
"1996","AkademikerIn","3","7.53","7.5","361","5","7","9","10","10","7.34","7.72","0","10","7","8"
