"m11126","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr gut","1992","17-29","(noch) kein Abschluss","126","0.414601160687148","0.360538933308176","0.46866338806612"
"Sehr gut","1992","17-29","Hauptschule","364","0.290518900715401","0.26434751095991","0.316690290470892"
"Sehr gut","1992","17-29","Realschule","408","0.302381049925498","0.27719041799412","0.327571681856876"
"Sehr gut","1992","17-29","(Fach-)Abitur","156","0.266780317713718","0.227779064119877","0.305781571307559"
"Sehr gut","1992","17-29","AkademikerIn","68","0.364444287247996","0.292309887428011","0.436578687067981"
"Sehr gut","1992","30-45","(noch) kein Abschluss","29","","",""
"Sehr gut","1992","30-45","Hauptschule","230","0.137927905688108","0.121650794703073","0.154205016673143"
"Sehr gut","1992","30-45","Realschule","186","0.15006489138011","0.12975665057552","0.170373132184699"
"Sehr gut","1992","30-45","(Fach-)Abitur","53","0.216146016928881","0.164813705835391","0.267478328022372"
"Sehr gut","1992","30-45","AkademikerIn","161","0.199242700211887","0.172003162676381","0.226482237747394"
"Sehr gut","1992","46-65","(noch) kein Abschluss","9","","",""
"Sehr gut","1992","46-65","Hauptschule","139","0.0568612408003452","0.0479271563894111","0.0657953252112794"
"Sehr gut","1992","46-65","Realschule","34","0.0714089151247276","0.0474026040821645","0.0954152261672906"
"Sehr gut","1992","46-65","(Fach-)Abitur","9","","",""
"Sehr gut","1992","46-65","AkademikerIn","52","0.113063428898343","0.0865015295259233","0.139625328270764"
"Sehr gut","1992","66","(noch) kein Abschluss","","","",""
"Sehr gut","1992","66","Hauptschule","","","",""
"Sehr gut","1992","66","Realschule","","","",""
"Sehr gut","1992","66","(Fach-)Abitur","","","",""
"Sehr gut","1992","66","AkademikerIn","","","",""
"Gut","1992","17-29","(noch) kein Abschluss","144","0.43286007934816","0.378488540359181","0.487231618337139"
"Gut","1992","17-29","Hauptschule","531","0.448364306395113","0.41969541696946","0.477033195820767"
"Gut","1992","17-29","Realschule","655","0.521023527860775","0.493624295185248","0.548422760536301"
"Gut","1992","17-29","(Fach-)Abitur","256","0.57147378126789","0.5278351147746","0.615112447761181"
"Gut","1992","17-29","AkademikerIn","83","0.504814935901998","0.429877314813651","0.579752556990344"
"Gut","1992","30-45","(noch) kein Abschluss","77","0.361118229249984","0.297210530628934","0.425025927871035"
"Gut","1992","30-45","Hauptschule","812","0.46793481832813","0.444381366629042","0.491488270027218"
"Gut","1992","30-45","Realschule","663","0.553527714367184","0.525258951117259","0.581796477617109"
"Gut","1992","30-45","(Fach-)Abitur","109","0.419741650515927","0.358195435955469","0.481287865076384"
"Gut","1992","30-45","AkademikerIn","498","0.575658562621534","0.54195325669229","0.609363868550779"
"Gut","1992","46-65","(noch) kein Abschluss","73","0.214161519598326","0.168271708625142","0.26005133057151"
"Gut","1992","46-65","Hauptschule","845","0.31317375022214","0.295281283927514","0.331066216516767"
"Gut","1992","46-65","Realschule","169","0.371171449415066","0.326132280968333","0.416210617861799"
"Gut","1992","46-65","(Fach-)Abitur","31","0.314876427982393","0.227279123326914","0.402473732637873"
"Gut","1992","46-65","AkademikerIn","214","0.370001481611577","0.329504443079723","0.41049852014343"
"Gut","1992","66","(noch) kein Abschluss","","","",""
"Gut","1992","66","Hauptschule","","","",""
"Gut","1992","66","Realschule","","","",""
"Gut","1992","66","(Fach-)Abitur","","","",""
"Gut","1992","66","AkademikerIn","","","",""
"Zufriedenstellend","1992","17-29","(noch) kein Abschluss","32","0.101991765295643","0.0687812615284213","0.135202269062864"
"Zufriedenstellend","1992","17-29","Hauptschule","206","0.209333290732531","0.185881011794381","0.23278556967068"
"Zufriedenstellend","1992","17-29","Realschule","172","0.142610691017548","0.123432055022351","0.161789327012745"
"Zufriedenstellend","1992","17-29","(Fach-)Abitur","59","0.109042676567146","0.0815566906824744","0.136528662451818"
"Zufriedenstellend","1992","17-29","AkademikerIn","16","","",""
"Zufriedenstellend","1992","30-45","(noch) kein Abschluss","66","0.323047775889451","0.260827689251887","0.385267862527016"
"Zufriedenstellend","1992","30-45","Hauptschule","463","0.274953855253397","0.253877661089601","0.296030049417193"
"Zufriedenstellend","1992","30-45","Realschule","262","0.232769743113778","0.208739066718793","0.256800419508764"
"Zufriedenstellend","1992","30-45","(Fach-)Abitur","61","0.259401099517177","0.204740165029111","0.314062034005244"
"Zufriedenstellend","1992","30-45","AkademikerIn","136","0.175512870070445","0.149570808138984","0.201454932001906"
"Zufriedenstellend","1992","46-65","(noch) kein Abschluss","108","0.346770181540329","0.293530827593183","0.400009535487474"
"Zufriedenstellend","1992","46-65","Hauptschule","1036","0.407015399548972","0.388062257528848","0.425968541569097"
"Zufriedenstellend","1992","46-65","Realschule","174","0.405405690632799","0.359634495670853","0.451176885594745"
"Zufriedenstellend","1992","46-65","(Fach-)Abitur","43","0.390175101686896","0.29817918200262","0.482171021371171"
"Zufriedenstellend","1992","46-65","AkademikerIn","205","0.371825119491009","0.331287203749282","0.412363035232736"
"Zufriedenstellend","1992","66","(noch) kein Abschluss","","","",""
"Zufriedenstellend","1992","66","Hauptschule","","","",""
"Zufriedenstellend","1992","66","Realschule","","","",""
"Zufriedenstellend","1992","66","(Fach-)Abitur","","","",""
"Zufriedenstellend","1992","66","AkademikerIn","","","",""
"Weniger gut","1992","17-29","(noch) kein Abschluss","9","","",""
"Weniger gut","1992","17-29","Hauptschule","47","0.0446216315888668","0.0327193670404519","0.0565238961372818"
"Weniger gut","1992","17-29","Realschule","33","0.0240528195605479","0.0156495403098302","0.0324560988112656"
"Weniger gut","1992","17-29","(Fach-)Abitur","21","","",""
"Weniger gut","1992","17-29","AkademikerIn","4","","",""
"Weniger gut","1992","30-45","(noch) kein Abschluss","41","0.165935601765789","0.116437584438879","0.215433619092698"
"Weniger gut","1992","30-45","Hauptschule","172","0.0906846695647516","0.0771295405880629","0.10423979854144"
"Weniger gut","1992","30-45","Realschule","66","0.0563724092971762","0.0432572525850889","0.0694875660092636"
"Weniger gut","1992","30-45","(Fach-)Abitur","21","","",""
"Weniger gut","1992","30-45","AkademikerIn","26","","",""
"Weniger gut","1992","46-65","(noch) kein Abschluss","86","0.286781532281273","0.23619140364011","0.337371660922436"
"Weniger gut","1992","46-65","Hauptschule","417","0.165427270801415","0.151092533584671","0.179762008018159"
"Weniger gut","1992","46-65","Realschule","53","0.124662242969544","0.0938663887175152","0.155458097221573"
"Weniger gut","1992","46-65","(Fach-)Abitur","15","","",""
"Weniger gut","1992","46-65","AkademikerIn","58","0.108069104840004","0.0820274756593492","0.134110734020659"
"Weniger gut","1992","66","(noch) kein Abschluss","","","",""
"Weniger gut","1992","66","Hauptschule","","","",""
"Weniger gut","1992","66","Realschule","","","",""
"Weniger gut","1992","66","(Fach-)Abitur","","","",""
"Weniger gut","1992","66","AkademikerIn","","","",""
"Schlecht","1992","17-29","(noch) kein Abschluss","8","","",""
"Schlecht","1992","17-29","Hauptschule","8","","",""
"Schlecht","1992","17-29","Realschule","9","","",""
"Schlecht","1992","17-29","(Fach-)Abitur","2","","",""
