"m11126","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gut","1992","AkademikerIn","Staedtischer Raum","496","0.472497767419151","0.441336029909739","0.503659504928563"
"Gut","1992","AkademikerIn","Laendlicher Raum","318","0.467870812662078","0.429031192047604","0.506710433276551"
"Zufriedenstellend","1992","(noch) kein Abschluss","Staedtischer Raum","185","0.225732686333241","0.194784744653139","0.256680628013343"
"Zufriedenstellend","1992","(noch) kein Abschluss","Laendlicher Raum","34","0.17865375158255","0.120900831489174","0.236406671675927"
"Zufriedenstellend","1992","Hauptschule","Staedtischer Raum","1394","0.351900798686284","0.337654962827341","0.366146634545227"
"Zufriedenstellend","1992","Hauptschule","Laendlicher Raum","779","0.369526581730581","0.349250916631495","0.389802246829667"
"Zufriedenstellend","1992","Realschule","Staedtischer Raum","400","0.27086538006843","0.249875395110309","0.291855365026551"
"Zufriedenstellend","1992","Realschule","Laendlicher Raum","285","0.241727481501599","0.218683792738356","0.264771170264842"
"Zufriedenstellend","1992","(Fach-)Abitur","Staedtischer Raum","139","0.196212508671762","0.166959844249832","0.225465173093692"
"Zufriedenstellend","1992","(Fach-)Abitur","Laendlicher Raum","38","0.2164523464647","0.156947404523306","0.275957288406095"
"Zufriedenstellend","1992","AkademikerIn","Staedtischer Raum","229","0.252834493887059","0.225705342911335","0.279963644862782"
"Zufriedenstellend","1992","AkademikerIn","Laendlicher Raum","161","0.264229545463571","0.229908119516678","0.298550971410464"
"Weniger gut","1992","(noch) kein Abschluss","Staedtischer Raum","125","0.141927986341612","0.116094383930065","0.16776158875316"
"Weniger gut","1992","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"Weniger gut","1992","Hauptschule","Staedtischer Raum","591","0.152870258699112","0.142135469225821","0.163605048172404"
"Weniger gut","1992","Hauptschule","Laendlicher Raum","297","0.154416759129329","0.139237720137606","0.169595798121051"
"Weniger gut","1992","Realschule","Staedtischer Raum","124","0.0917044843403452","0.0780730866276291","0.105335882053061"
"Weniger gut","1992","Realschule","Laendlicher Raum","70","0.0664690591601482","0.0530614774264654","0.079876640893831"
"Weniger gut","1992","(Fach-)Abitur","Staedtischer Raum","61","0.0951473129222048","0.0735341331269574","0.116760492717452"
"Weniger gut","1992","(Fach-)Abitur","Laendlicher Raum","8","","",""
"Weniger gut","1992","AkademikerIn","Staedtischer Raum","67","0.0737368444220712","0.0574243978530681","0.0900492909910744"
"Weniger gut","1992","AkademikerIn","Laendlicher Raum","38","0.0757099808591379","0.0551186620852536","0.0963012996330221"
"Schlecht","1992","(noch) kein Abschluss","Staedtischer Raum","37","0.0531921096912115","0.0365792795717894","0.0698049398106335"
"Schlecht","1992","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"Schlecht","1992","Hauptschule","Staedtischer Raum","204","0.0618791473846261","0.0546919657248717","0.0690663290443805"
"Schlecht","1992","Hauptschule","Laendlicher Raum","121","0.0632996475914589","0.053070961178173","0.0735283340047447"
"Schlecht","1992","Realschule","Staedtischer Raum","30","0.0222713982199022","0.0153016928579375","0.0292411035818669"
"Schlecht","1992","Realschule","Laendlicher Raum","21","","",""
"Schlecht","1992","(Fach-)Abitur","Staedtischer Raum","15","","",""
"Schlecht","1992","(Fach-)Abitur","Laendlicher Raum","5","","",""
"Schlecht","1992","AkademikerIn","Staedtischer Raum","22","","",""
"Schlecht","1992","AkademikerIn","Laendlicher Raum","15","","",""
"Sehr gut","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr gut","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr gut","1993","Hauptschule","Staedtischer Raum","","","",""
"Sehr gut","1993","Hauptschule","Laendlicher Raum","","","",""
"Sehr gut","1993","Realschule","Staedtischer Raum","","","",""
"Sehr gut","1993","Realschule","Laendlicher Raum","","","",""
"Sehr gut","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Sehr gut","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr gut","1993","AkademikerIn","Staedtischer Raum","","","",""
"Sehr gut","1993","AkademikerIn","Laendlicher Raum","","","",""
"Gut","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Gut","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Gut","1993","Hauptschule","Staedtischer Raum","","","",""
"Gut","1993","Hauptschule","Laendlicher Raum","","","",""
"Gut","1993","Realschule","Staedtischer Raum","","","",""
"Gut","1993","Realschule","Laendlicher Raum","","","",""
"Gut","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Gut","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Gut","1993","AkademikerIn","Staedtischer Raum","","","",""
"Gut","1993","AkademikerIn","Laendlicher Raum","","","",""
"Zufriedenstellend","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Zufriedenstellend","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Zufriedenstellend","1993","Hauptschule","Staedtischer Raum","","","",""
"Zufriedenstellend","1993","Hauptschule","Laendlicher Raum","","","",""
"Zufriedenstellend","1993","Realschule","Staedtischer Raum","","","",""
"Zufriedenstellend","1993","Realschule","Laendlicher Raum","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Zufriedenstellend","1993","AkademikerIn","Staedtischer Raum","","","",""
"Zufriedenstellend","1993","AkademikerIn","Laendlicher Raum","","","",""
"Weniger gut","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weniger gut","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weniger gut","1993","Hauptschule","Staedtischer Raum","","","",""
"Weniger gut","1993","Hauptschule","Laendlicher Raum","","","",""
"Weniger gut","1993","Realschule","Staedtischer Raum","","","",""
"Weniger gut","1993","Realschule","Laendlicher Raum","","","",""
"Weniger gut","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weniger gut","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weniger gut","1993","AkademikerIn","Staedtischer Raum","","","",""
"Weniger gut","1993","AkademikerIn","Laendlicher Raum","","","",""
"Schlecht","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Schlecht","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Schlecht","1993","Hauptschule","Staedtischer Raum","","","",""
"Schlecht","1993","Hauptschule","Laendlicher Raum","","","",""
"Schlecht","1993","Realschule","Staedtischer Raum","","","",""
"Schlecht","1993","Realschule","Laendlicher Raum","","","",""
"Schlecht","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Schlecht","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Schlecht","1993","AkademikerIn","Staedtischer Raum","","","",""
"Schlecht","1993","AkademikerIn","Laendlicher Raum","","","",""
"Sehr gut","1994","(noch) kein Abschluss","Staedtischer Raum","91","0.166971131122175","0.138836130741526","0.195106131502823"
"Sehr gut","1994","(noch) kein Abschluss","Laendlicher Raum","40","0.240307260662526","0.1760790142925","0.304535507032552"
"Sehr gut","1994","Hauptschule","Staedtischer Raum","334","0.0655449546779888","0.0579398278809857","0.073150081474992"
"Sehr gut","1994","Hauptschule","Laendlicher Raum","149","0.0612738547258526","0.0508202861241187","0.0717274233275865"
"Sehr gut","1994","Realschule","Staedtischer Raum","222","0.105483684118988","0.090992146340974","0.119975221897002"
"Sehr gut","1994","Realschule","Laendlicher Raum","163","0.112387347856823","0.0953359165684687","0.129438779145178"
"Sehr gut","1994","(Fach-)Abitur","Staedtischer Raum","108","0.117689784544475","0.0938523467560366","0.141527222332914"
"Sehr gut","1994","(Fach-)Abitur","Laendlicher Raum","33","0.173529960410538","0.123373506420727","0.223686414400349"
"Sehr gut","1994","AkademikerIn","Staedtischer Raum","107","0.093225857109771","0.0754525072477611","0.110999206971781"
"Sehr gut","1994","AkademikerIn","Laendlicher Raum","43","0.0854616580028462","0.0634734970678781","0.107449818937814"
"Gut","1994","(noch) kein Abschluss","Staedtischer Raum","266","0.432434971292291","0.395061415212399","0.469808527372183"
"Gut","1994","(noch) kein Abschluss","Laendlicher Raum","64","0.387065910410672","0.313847047435057","0.460284773386286"
"Gut","1994","Hauptschule","Staedtischer Raum","1440","0.314640556066828","0.30037054959345","0.328910562540206"
"Gut","1994","Hauptschule","Laendlicher Raum","692","0.317741609709446","0.297447546734349","0.338035672684543"
"Gut","1994","Realschule","Staedtischer Raum","777","0.424178268935115","0.400862704774085","0.447493833096144"
"Gut","1994","Realschule","Laendlicher Raum","627","0.444572967086769","0.41774576269139","0.471400171482148"
"Gut","1994","(Fach-)Abitur","Staedtischer Raum","340","0.489430241312134","0.452451469813491","0.526409012810777"
"Gut","1994","(Fach-)Abitur","Laendlicher Raum","119","0.492105152009521","0.425892361224066","0.558317942794975"
"Gut","1994","AkademikerIn","Staedtischer Raum","480","0.473478356144864","0.442956586273571","0.504000126016157"
"Gut","1994","AkademikerIn","Laendlicher Raum","288","0.444318707142813","0.405237994144748","0.483399420140877"
"Zufriedenstellend","1994","(noch) kein Abschluss","Staedtischer Raum","163","0.222693690872512","0.191306947420464","0.254080434324559"
"Zufriedenstellend","1994","(noch) kein Abschluss","Laendlicher Raum","42","0.264198149914264","0.197920217154122","0.330476082674406"
"Zufriedenstellend","1994","Hauptschule","Staedtischer Raum","1373","0.36445511827717","0.349665643246022","0.379244593308318"
"Zufriedenstellend","1994","Hauptschule","Laendlicher Raum","770","0.39345268094596","0.372159717252566","0.414745644639354"
"Zufriedenstellend","1994","Realschule","Staedtischer Raum","520","0.324400935145971","0.302315128591125","0.346486741700817"
"Zufriedenstellend","1994","Realschule","Laendlicher Raum","397","0.315421918434873","0.290334971260143","0.340508865609603"
"Zufriedenstellend","1994","(Fach-)Abitur","Staedtischer Raum","164","0.25144805727975","0.219354737154736","0.283541377404763"
"Zufriedenstellend","1994","(Fach-)Abitur","Laendlicher Raum","46","0.214609102993161","0.160234883633808","0.268983322352513"
"Zufriedenstellend","1994","AkademikerIn","Staedtischer Raum","303","0.29146873864629","0.263689071817677","0.319248405474904"
"Zufriedenstellend","1994","AkademikerIn","Laendlicher Raum","209","0.346457532331621","0.309032326150246","0.383882738512996"
"Weniger gut","1994","(noch) kein Abschluss","Staedtischer Raum","117","0.123157719919898","0.0983670783666369","0.147948361473159"
"Weniger gut","1994","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"Weniger gut","1994","Hauptschule","Staedtischer Raum","722","0.191925806710547","0.179824008002908","0.204027605418186"
"Weniger gut","1994","Hauptschule","Laendlicher Raum","298","0.162401118428887","0.146325411959642","0.178476824898131"
"Weniger gut","1994","Realschule","Staedtischer Raum","181","0.128103450404805","0.112336758233602","0.143870142576008"
"Weniger gut","1994","Realschule","Laendlicher Raum","116","0.115998398931856","0.0987104723650312","0.13328632549868"
"Weniger gut","1994","(Fach-)Abitur","Staedtischer Raum","72","0.118927724948202","0.0949820623884073","0.142873387507996"
"Weniger gut","1994","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Weniger gut","1994","AkademikerIn","Staedtischer Raum","115","0.115043694659931","0.095538788822029","0.134548600497832"
"Weniger gut","1994","AkademikerIn","Laendlicher Raum","68","0.10348290243019","0.079526815536613","0.127438989323768"
"Schlecht","1994","(noch) kein Abschluss","Staedtischer Raum","38","0.0547424867931249","0.0375818446576593","0.0719031289285905"
"Schlecht","1994","(noch) kein Abschluss","Laendlicher Raum","6","","",""
"Schlecht","1994","Hauptschule","Staedtischer Raum","199","0.0634335642674664","0.055943484013642","0.0709236445212909"
"Schlecht","1994","Hauptschule","Laendlicher Raum","113","0.0651307361898544","0.0543753514698814","0.0758861209098274"
"Schlecht","1994","Realschule","Staedtischer Raum","26","","",""
"Schlecht","1994","Realschule","Laendlicher Raum","15","","",""
"Schlecht","1994","(Fach-)Abitur","Staedtischer Raum","18","","",""
"Schlecht","1994","(Fach-)Abitur","Laendlicher Raum","7","","",""
"Schlecht","1994","AkademikerIn","Staedtischer Raum","23","","",""
"Schlecht","1994","AkademikerIn","Laendlicher Raum","13","","",""
"Sehr gut","1995","(noch) kein Abschluss","Staedtischer Raum","87","0.156129674134002","0.129085381401912","0.183173966866092"
"Sehr gut","1995","(noch) kein Abschluss","Laendlicher Raum","35","0.245022357122789","0.182876943660005","0.307167770585574"
"Sehr gut","1995","Hauptschule","Staedtischer Raum","335","0.0617384850073693","0.0543506417810219","0.0691263282337167"
"Sehr gut","1995","Hauptschule","Laendlicher Raum","122","0.0492980872962581","0.0398759086500345","0.0587202659424817"
"Sehr gut","1995","Realschule","Staedtischer Raum","192","0.0826779297386869","0.0697640316010637","0.0955918278763101"
"Sehr gut","1995","Realschule","Laendlicher Raum","150","0.109284801395866","0.0927274745866496","0.125842128205082"
"Sehr gut","1995","(Fach-)Abitur","Staedtischer Raum","122","0.145991849768748","0.121645283216497","0.170338416320999"
"Sehr gut","1995","(Fach-)Abitur","Laendlicher Raum","34","0.121370338868076","0.0810515913029062","0.161689086433245"
"Sehr gut","1995","AkademikerIn","Staedtischer Raum","108","0.0849095991200017","0.0683918895711494","0.101427308668854"
"Sehr gut","1995","AkademikerIn","Laendlicher Raum","62","0.101561161773487","0.0784102923341601","0.124712031212813"
"Gut","1995","(noch) kein Abschluss","Staedtischer Raum","259","0.415495845281456","0.37877842270506","0.452213267857851"
"Gut","1995","(noch) kein Abschluss","Laendlicher Raum","82","0.447602737243416","0.375755296094083","0.519450178392749"
"Gut","1995","Hauptschule","Staedtischer Raum","1450","0.314406369446837","0.300154993715719","0.328657745177956"
"Gut","1995","Hauptschule","Laendlicher Raum","703","0.317457195299922","0.297198025261999","0.337716365337845"
"Gut","1995","Realschule","Staedtischer Raum","798","0.43360631663764","0.410367787339748","0.456844845935531"
"Gut","1995","Realschule","Laendlicher Raum","663","0.467322590988959","0.440844819294615","0.493800362683303"
"Gut","1995","(Fach-)Abitur","Staedtischer Raum","415","0.529098651062265","0.494681437629796","0.563515864494733"
"Gut","1995","(Fach-)Abitur","Laendlicher Raum","132","0.511077720898874","0.449359811137599","0.572795630660149"
"Gut","1995","AkademikerIn","Staedtischer Raum","511","0.452036774152192","0.422544923878466","0.481528624425918"
"Gut","1995","AkademikerIn","Laendlicher Raum","279","0.42361581214244","0.385745287022189","0.461486337262692"
"Zufriedenstellend","1995","(noch) kein Abschluss","Staedtischer Raum","194","0.243246477494017","0.211279943548835","0.2752130114392"
"Zufriedenstellend","1995","(noch) kein Abschluss","Laendlicher Raum","43","0.205134446796514","0.146789222324181","0.263479671268846"
"Zufriedenstellend","1995","Hauptschule","Staedtischer Raum","1374","0.370236059072854","0.355414087103253","0.385058031042455"
"Zufriedenstellend","1995","Hauptschule","Laendlicher Raum","749","0.379864297862276","0.358740513665699","0.400988082058853"
"Zufriedenstellend","1995","Realschule","Staedtischer Raum","534","0.332992330267564","0.310892742752692","0.355091917782437"
"Zufriedenstellend","1995","Realschule","Laendlicher Raum","412","0.308449226798644","0.283939143657452","0.332959309939836"
"Zufriedenstellend","1995","(Fach-)Abitur","Staedtischer Raum","187","0.228265322591078","0.199325465097794","0.257205180084362"
"Zufriedenstellend","1995","(Fach-)Abitur","Laendlicher Raum","65","0.254507911912296","0.200728012714446","0.308287811110146"
"Zufriedenstellend","1995","AkademikerIn","Staedtischer Raum","345","0.340926746253204","0.312837711808294","0.369015780698114"
"Zufriedenstellend","1995","AkademikerIn","Laendlicher Raum","239","0.358117839096854","0.321372704080144","0.394862974113564"
"Weniger gut","1995","(noch) kein Abschluss","Staedtischer Raum","120","0.151448471728871","0.124738919868106","0.178158023589637"
"Weniger gut","1995","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Weniger gut","1995","Hauptschule","Staedtischer Raum","702","0.191180488387256","0.179109986497583","0.20325099027693"
"Weniger gut","1995","Hauptschule","Laendlicher Raum","354","0.194228007214298","0.177010267948948","0.211445746479647"
"Weniger gut","1995","Realschule","Staedtischer Raum","186","0.116467909751139","0.101425550966222","0.131510268536057"
"Weniger gut","1995","Realschule","Laendlicher Raum","122","0.100554880095443","0.0845949929159698","0.116514767274917"
"Weniger gut","1995","(Fach-)Abitur","Staedtischer Raum","62","0.072437051524084","0.054564173598362","0.090309929449806"
"Weniger gut","1995","(Fach-)Abitur","Laendlicher Raum","20","","",""
"Weniger gut","1995","AkademikerIn","Staedtischer Raum","112","0.107773998798532","0.0893987230022755","0.126149274594788"
"Weniger gut","1995","AkademikerIn","Laendlicher Raum","56","0.0936044740327178","0.0712807627487138","0.115928185316722"
"Schlecht","1995","(noch) kein Abschluss","Staedtischer Raum","32","0.0336795313616534","0.0202383124867053","0.0471207502366014"
"Schlecht","1995","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Schlecht","1995","Hauptschule","Staedtischer Raum","216","0.0624385980856832","0.0550117563913499","0.0698654397800165"
"Schlecht","1995","Hauptschule","Laendlicher Raum","100","0.0591524123272461","0.048885024098237","0.0694198005562553"
"Schlecht","1995","Realschule","Staedtischer Raum","37","0.0342555136049697","0.0257265158729328","0.0427845113370065"
"Schlecht","1995","Realschule","Laendlicher Raum","17","","",""
"Schlecht","1995","(Fach-)Abitur","Staedtischer Raum","22","","",""
"Schlecht","1995","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Schlecht","1995","AkademikerIn","Staedtischer Raum","18","","",""
"Schlecht","1995","AkademikerIn","Laendlicher Raum","18","","",""
"Sehr gut","1996","(noch) kein Abschluss","Staedtischer Raum","89","0.167979095372703","0.139239135937725","0.19671905480768"
"Sehr gut","1996","(noch) kein Abschluss","Laendlicher Raum","44","0.248057597608512","0.186485245625151","0.309629949591873"
"Sehr gut","1996","Hauptschule","Staedtischer Raum","302","0.0559938457715539","0.0488103922878608","0.0631772992552471"
"Sehr gut","1996","Hauptschule","Laendlicher Raum","121","0.0509881400102021","0.0413330590713077","0.0606432209490964"
"Sehr gut","1996","Realschule","Staedtischer Raum","208","0.096220477726023","0.0823922462297114","0.110048709222335"
"Sehr gut","1996","Realschule","Laendlicher Raum","137","0.0956425256958673","0.0800406307380355","0.111244420653699"
"Sehr gut","1996","(Fach-)Abitur","Staedtischer Raum","140","0.175888677471963","0.149322964769696","0.202454390174231"
"Sehr gut","1996","(Fach-)Abitur","Laendlicher Raum","29","","",""
"Sehr gut","1996","AkademikerIn","Staedtischer Raum","114","0.0968986267198556","0.0794960457128272","0.114301207726884"
"Sehr gut","1996","AkademikerIn","Laendlicher Raum","45","0.0775072878804618","0.0569825776101213","0.0980319981508024"
"Gut","1996","(noch) kein Abschluss","Staedtischer Raum","234","0.379399962764706","0.342096774394903","0.416703151134509"
"Gut","1996","(noch) kein Abschluss","Laendlicher Raum","71","0.356304024352143","0.288028043218966","0.424580005485319"
"Gut","1996","Hauptschule","Staedtischer Raum","1310","0.294406433773379","0.280165886592177","0.308646980954581"
"Gut","1996","Hauptschule","Laendlicher Raum","650","0.304891891125609","0.284685692000585","0.325098090250632"
"Gut","1996","Realschule","Staedtischer Raum","815","0.429794104202551","0.406580225164243","0.453007983240859"
"Gut","1996","Realschule","Laendlicher Raum","647","0.469004796644511","0.442531031822214","0.495478561466807"
"Gut","1996","(Fach-)Abitur","Staedtischer Raum","379","0.469149604668482","0.434327794844876","0.503971414492087"
"Gut","1996","(Fach-)Abitur","Laendlicher Raum","143","0.589558350695143","0.527323796941997","0.65179290444829"
"Gut","1996","AkademikerIn","Staedtischer Raum","534","0.486361494734253","0.456958268829101","0.515764720639404"
"Gut","1996","AkademikerIn","Laendlicher Raum","300","0.446718954198117","0.408558425824745","0.484879482571489"
"Zufriedenstellend","1996","(noch) kein Abschluss","Staedtischer Raum","185","0.269964244570575","0.235835791603243","0.304092697537907"
"Zufriedenstellend","1996","(noch) kein Abschluss","Laendlicher Raum","49","0.207325316608651","0.149530238969106","0.265120394248197"
"Zufriedenstellend","1996","Hauptschule","Staedtischer Raum","1471","0.400665201681282","0.385354281857506","0.415976121505058"
"Zufriedenstellend","1996","Hauptschule","Laendlicher Raum","806","0.416441998481384","0.394804612659218","0.43807938430355"
"Zufriedenstellend","1996","Realschule","Staedtischer Raum","521","0.335616615463627","0.313473804797347","0.357759426129907"
"Zufriedenstellend","1996","Realschule","Laendlicher Raum","440","0.316802006029089","0.292121786520343","0.341482225537835"
"Zufriedenstellend","1996","(Fach-)Abitur","Staedtischer Raum","189","0.242752599012977","0.212836123381333","0.272669074644621"
"Zufriedenstellend","1996","(Fach-)Abitur","Laendlicher Raum","50","0.225397267522684","0.172533719773555","0.278260815271813"
"Zufriedenstellend","1996","AkademikerIn","Staedtischer Raum","322","0.287687408343054","0.261056723237688","0.31431809344842"
"Zufriedenstellend","1996","AkademikerIn","Laendlicher Raum","230","0.354976128569865","0.318246903860038","0.391705353279692"
"Weniger gut","1996","(noch) kein Abschluss","Staedtischer Raum","105","0.12704482381757","0.101443296637381","0.152646350997758"
"Weniger gut","1996","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"Weniger gut","1996","Hauptschule","Staedtischer Raum","667","0.192062268203606","0.179754319011788","0.204370217395423"
"Weniger gut","1996","Hauptschule","Laendlicher Raum","313","0.167092009357493","0.150717742304903","0.183466276410084"
"Weniger gut","1996","Realschule","Staedtischer Raum","167","0.111134418199206","0.0963962342176831","0.12587260218073"
"Weniger gut","1996","Realschule","Laendlicher Raum","120","0.102584016194418","0.0864879957696449","0.118680036619191"
"Weniger gut","1996","(Fach-)Abitur","Staedtischer Raum","61","0.0880827570453945","0.068307016609684","0.107858497481105"
"Weniger gut","1996","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Weniger gut","1996","AkademikerIn","Staedtischer Raum","118","0.103738374768792","0.0858003870456423","0.121676362491941"
"Weniger gut","1996","AkademikerIn","Laendlicher Raum","65","0.10473218160959","0.0812282315885319","0.128236131630648"
"Schlecht","1996","(noch) kein Abschluss","Staedtischer Raum","37","0.0556118734744457","0.0379941238051043","0.073229623143787"
"Schlecht","1996","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Schlecht","1996","Hauptschule","Staedtischer Raum","185","0.0568722505701793","0.0496360400755273","0.0641084610648313"
"Schlecht","1996","Hauptschule","Laendlicher Raum","104","0.0605859610253119","0.0501146746362327","0.0710572474143911"
"Schlecht","1996","Realschule","Staedtischer Raum","36","0.0272343844085926","0.0196019246062299","0.0348668442109554"
"Schlecht","1996","Realschule","Laendlicher Raum","21","","",""
"Schlecht","1996","(Fach-)Abitur","Staedtischer Raum","20","","",""
"Schlecht","1996","(Fach-)Abitur","Laendlicher Raum","4","","",""
"Schlecht","1996","AkademikerIn","Staedtischer Raum","22","","",""
"Schlecht","1996","AkademikerIn","Laendlicher Raum","12","","",""
"Sehr gut","1997","(noch) kein Abschluss","Staedtischer Raum","97","0.194300814937591","0.163502480168542","0.22509914970664"
"Sehr gut","1997","(noch) kein Abschluss","Laendlicher Raum","35","0.202500262135216","0.146525331347782","0.258475192922649"
"Sehr gut","1997","Hauptschule","Staedtischer Raum","258","0.0553444099709464","0.0481058477521724","0.0625829721897204"
"Sehr gut","1997","Hauptschule","Laendlicher Raum","127","0.0575727625724514","0.0471806968242808","0.067964828320622"
"Sehr gut","1997","Realschule","Staedtischer Raum","189","0.0938428896630704","0.0800936507220542","0.107592128604087"
"Sehr gut","1997","Realschule","Laendlicher Raum","118","0.0863657404692167","0.0713647052116779","0.101366775726755"
"Sehr gut","1997","(Fach-)Abitur","Staedtischer Raum","109","0.145400296352157","0.120819352195815","0.1699812405085"
"Sehr gut","1997","(Fach-)Abitur","Laendlicher Raum","35","0.165266861165518","0.116949647740298","0.213584074590739"
"Sehr gut","1997","AkademikerIn","Staedtischer Raum","99","0.0897035819600852","0.0728320855722719","0.106575078347898"
"Sehr gut","1997","AkademikerIn","Laendlicher Raum","44","0.0813751619434715","0.0605635197006389","0.102186804186304"
"Gut","1997","(noch) kein Abschluss","Staedtischer Raum","241","0.398303975684654","0.360197450052606","0.436410501316701"
"Gut","1997","(noch) kein Abschluss","Laendlicher Raum","93","0.408116323994156","0.339658094938344","0.476574553049968"
"Gut","1997","Hauptschule","Staedtischer Raum","1401","0.307715428797378","0.293103900487135","0.322326957107622"
"Gut","1997","Hauptschule","Laendlicher Raum","614","0.292332491926499","0.272040596817125","0.312624387035873"
"Gut","1997","Realschule","Staedtischer Raum","831","0.444966504474777","0.421535037546994","0.46839797140256"
"Gut","1997","Realschule","Laendlicher Raum","674","0.46932006840224","0.442668965382552","0.495971171421929"
"Gut","1997","(Fach-)Abitur","Staedtischer Raum","410","0.496180692404008","0.461315515017918","0.531045869790098"
"Gut","1997","(Fach-)Abitur","Laendlicher Raum","119","0.475060271938866","0.410097546060197","0.540022997817535"
"Gut","1997","AkademikerIn","Staedtischer Raum","563","0.499306981974629","0.469786266367989","0.528827697581269"
"Gut","1997","AkademikerIn","Laendlicher Raum","304","0.41678328446472","0.379254762997121","0.454311805932319"
"Zufriedenstellend","1997","(noch) kein Abschluss","Staedtischer Raum","171","0.243851728444737","0.210426847957482","0.277276608931992"
"Zufriedenstellend","1997","(noch) kein Abschluss","Laendlicher Raum","44","0.23342198931402","0.174501742481855","0.292342236146184"
"Zufriedenstellend","1997","Hauptschule","Staedtischer Raum","1344","0.388537890935474","0.373107385723895","0.403968396147053"
"Zufriedenstellend","1997","Hauptschule","Laendlicher Raum","783","0.41649298764991","0.394499387601839","0.438486587697981"
"Zufriedenstellend","1997","Realschule","Staedtischer Raum","515","0.320857191885519","0.298847565821702","0.342866817949337"
"Zufriedenstellend","1997","Realschule","Laendlicher Raum","423","0.337012671574119","0.311769726497542","0.362255616650695"
